cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,alicloud_mapped_compliance_functions,alicloud_mapped_compliance_ids
alicloud,alicloud.KMS/SSL Certificates.data_warehouse_security_hsm_client_cert_trusted_issuer,alicloud.KMS/SSL Certificates.data_warehouse_security_hsm_client_cert_trusted_issuer,,data_warehouse,KMS/SSL Certificates,,
alicloud,alicloud.PolarDB Cluster.db_security_cluster_encryption_at_rest_cmek,alicloud.PolarDB Cluster.db_security_cluster_encryption_at_rest_cmek,,db,PolarDB Cluster,alicloud.neptune.cluster.multi_az,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.PolarDB Cluster.db_security_cluster_private_networking_enforced,alicloud.PolarDB Cluster.db_security_cluster_private_networking_enforced,,db,PolarDB Cluster,alicloud.containerregistry.uses_private_link,soc2_multi_cloud_cc_3_3_0005
alicloud,alicloud.PolarDB Cluster.db_security_cluster_deletion_protection_enabled,alicloud.PolarDB Cluster.db_security_cluster_deletion_protection_enabled,,db,PolarDB Cluster,alicloud.rds.cluster.multi_az;alicloud.documentdb.cluster.multi_az_enabled;alicloud.elasticache.cluster.automatic_failover_enabled;alicloud.elasticache.cluster.multi_az_enabled,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.PolarDB Cluster.db_security_cluster_audit_logging_enabled,alicloud.PolarDB Cluster.db_security_cluster_audit_logging_enabled,,db,PolarDB Cluster,alicloud.tablestore.pitr_enabled,"cisa_ce_v1_multi_cloud_Your_Data-4_0020;cisa_ce_v1_multi_cloud_Your_Data-4_0020,rbi_bank_multi_cloud_6.1_0021,rbi_nbfc_multi_cloud_3.4_0020;rbi_bank_multi_cloud_6.1_0021;rbi_nbfc_multi_cloud_3.4_0020"
alicloud,alicloud.PolarDB Cluster.db_security_cluster_minor_version_auto_upgrade_enabled,alicloud.PolarDB Cluster.db_security_cluster_minor_version_auto_upgrade_enabled,,db,PolarDB Cluster,alicloud.ecs.transitgateway_auto_accept_vpc_attachments,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_7_0013;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_7_0013"
alicloud,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_encryption_at_rest_cmek,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_encryption_at_rest_cmek,,db,ApsaraDB for MongoDB ReplicaSet/Sharded Cluster,,
alicloud,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_private_networking_enforced,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_private_networking_enforced,,db,ApsaraDB for MongoDB ReplicaSet/Sharded Cluster,,
alicloud,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_deletion_protection_enabled,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_deletion_protection_enabled,,db,ApsaraDB for MongoDB ReplicaSet/Sharded Cluster,,
alicloud,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_audit_logging_enabled,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_audit_logging_enabled,,db,ApsaraDB for MongoDB ReplicaSet/Sharded Cluster,,
alicloud,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_minor_version_auto_upgrade_enabled,alicloud.ApsaraDB for MongoDB ReplicaSet/Sharded Cluster.db_security_cluster_minor_version_auto_upgrade_enabled,,db,ApsaraDB for MongoDB ReplicaSet/Sharded Cluster,,
alicloud,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_public_access_disabled,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_public_access_disabled,,db,ApsaraDB RDS (MySQL/PostgreSQL/SQL Server),alicloud.rds.instance.whitelist_restricted_access,cis_alicloud_alicloud_6.2_0179
alicloud,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_encryption_at_rest_enabled,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_encryption_at_rest_enabled,,db,ApsaraDB RDS (MySQL/PostgreSQL/SQL Server),alicloud.sagemaker.instance.encryption_enabled,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080"
alicloud,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_require_tls_in_transit,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_require_tls_in_transit,,db,ApsaraDB RDS (MySQL/PostgreSQL/SQL Server),alicloud.rds.instance.ssl_in_transit_enabled,cis_alicloud_alicloud_6.1_0178
alicloud,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_iam_or_managed_identity_auth_enabled_where_supported,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_iam_or_managed_identity_auth_enabled_where_supported,,db,ApsaraDB RDS (MySQL/PostgreSQL/SQL Server),,
alicloud,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_deletion_protection_enabled,alicloud.ApsaraDB RDS (MySQL/PostgreSQL/SQL Server).db_security_instance_deletion_protection_enabled,,db,ApsaraDB RDS (MySQL/PostgreSQL/SQL Server),,
alicloud,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_public_access_disabled,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_public_access_disabled,,db,ApsaraDB for Redis/MongoDB,alicloud.storage.blob_public_access_level_is_disabled,"iso27001_2022_multi_cloud_A.8.1_0064;iso27001_2022_multi_cloud_A.8.1_0064,soc2_multi_cloud_cc_6_1_0009;soc2_multi_cloud_cc_6_1_0009"
alicloud,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_encryption_at_rest_enabled,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_encryption_at_rest_enabled,,db,ApsaraDB for Redis/MongoDB,alicloud.rds.instance.tde_status_check,cis_alicloud_alicloud_6.5_0182
alicloud,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_require_tls_in_transit,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_require_tls_in_transit,,db,ApsaraDB for Redis/MongoDB,alicloud.ecs.instance.port_telnet_exposed_to_internet,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_6_0012;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_6_0012"
alicloud,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_iam_or_managed_identity_auth_enabled_where_supported,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_iam_or_managed_identity_auth_enabled_where_supported,,db,ApsaraDB for Redis/MongoDB,alicloud.web.hosting_managed_updates_enabled,"cisa_ce_v1_multi_cloud_Booting_Up-3_0011;cisa_ce_v1_multi_cloud_Booting_Up-3_0011,rbi_bank_multi_cloud_21.2_0013,rbi_nbfc_multi_cloud_2.6_0010;rbi_bank_multi_cloud_21.2_0013;rbi_nbfc_multi_cloud_2.6_0010"
alicloud,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_deletion_protection_enabled,alicloud.ApsaraDB for Redis/MongoDB.db_security_instance_deletion_protection_enabled,,db,ApsaraDB for Redis/MongoDB,alicloud.compute.instance.shielded_vm_enabled;alicloud.dms.instance.multi_az_enabled,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.VPC + vSwitch (DB Subnet Group).db_security_subnet_group_private_subnets_only,alicloud.VPC + vSwitch (DB Subnet Group).db_security_subnet_group_private_subnets_only,,db,VPC + vSwitch (DB Subnet Group),,
alicloud,alicloud.RDS Parameter Group.db_security_parameter_group_require_ssl,alicloud.RDS Parameter Group.db_security_parameter_group_require_ssl,,db,RDS Parameter Group,alicloud.ram.policy.require_symbols,cis_alicloud_alicloud_1.9_0134
alicloud,alicloud.RDS Parameter Group.db_security_parameter_group_audit_logging_enabled_where_supported,alicloud.RDS Parameter Group.db_security_parameter_group_audit_logging_enabled_where_supported,,db,RDS Parameter Group,,
alicloud,alicloud.RDS Parameter Group.db_security_parameter_group_insecure_features_disabled_where_applicable,alicloud.RDS Parameter Group.db_security_parameter_group_insecure_features_disabled_where_applicable,,db,RDS Parameter Group,,
alicloud,alicloud.RDS Parameter/Option Settings.db_security_option_group_only_approved_extensions_enabled,alicloud.RDS Parameter/Option Settings.db_security_option_group_only_approved_extensions_enabled,,db,RDS Parameter/Option Settings,,
alicloud,alicloud.RDS Parameter/Option Settings.db_security_option_group_insecure_extensions_not_enabled,alicloud.RDS Parameter/Option Settings.db_security_option_group_insecure_extensions_not_enabled,,db,RDS Parameter/Option Settings,alicloud.monitor.diagnostic_settings_exists,"iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.16_0012,iso27001_2022_multi_cloud_A.5.22_0019,soc2_multi_cloud_cc_8_1_0020;iso27001_2022_multi_cloud_A.5.22_0019;soc2_multi_cloud_cc_8_1_0020"
alicloud,alicloud.RDS Security Group (VPC).db_security_sg_no_0_0_0_0_ingress_on_db_ports,alicloud.RDS Security Group (VPC).db_security_sg_no_0_0_0_0_ingress_on_db_ports,,db,RDS Security Group (VPC),alicloud.ecs.networkacl_allow_ingress_tcp_port_3389,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,soc2_multi_cloud_cc_6_6_0012;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;soc2_multi_cloud_cc_6_6_0012"
alicloud,alicloud.RDS Security Group (VPC).db_security_sg_only_required_ports_open,alicloud.RDS Security Group (VPC).db_security_sg_only_required_ports_open,,db,RDS Security Group (VPC),,
alicloud,alicloud.RDS Security Group (VPC).db_security_sg_egress_restricted,alicloud.RDS Security Group (VPC).db_security_sg_egress_restricted,,db,RDS Security Group (VPC),alicloud.vpc.group.closed,iso27001_2022_multi_cloud_A.8.23_0079
alicloud,alicloud.RDS Backup/Snapshot.db_security_snapshot_encrypted,alicloud.RDS Backup/Snapshot.db_security_snapshot_encrypted,,db,RDS Backup/Snapshot,alicloud.ebs.snapshot_encryption,soc2_multi_cloud_a1_2_0025
alicloud,alicloud.RDS Backup/Snapshot.db_security_snapshot_not_publicly_shared,alicloud.RDS Backup/Snapshot.db_security_snapshot_not_publicly_shared,,db,RDS Backup/Snapshot,,
alicloud,alicloud.RDS Backup/Snapshot.db_security_snapshot_cross_account_sharing_restricted,alicloud.RDS Backup/Snapshot.db_security_snapshot_cross_account_sharing_restricted,,db,RDS Backup/Snapshot,,
alicloud,alicloud.RDS Backup/Snapshot.db_security_snapshot_cross_region_copy_encrypted,alicloud.RDS Backup/Snapshot.db_security_snapshot_cross_region_copy_encrypted,,db,RDS Backup/Snapshot,alicloud.actiontrail.multi_region_enabled,"canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033;canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033,canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024,canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025,canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030,canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046,canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049,fedramp_moderate_multi_cloud_AU-12_0081,fedramp_moderate_multi_cloud_AU-12_1_0082,fedramp_moderate_multi_cloud_AU-12_3_0083,fedramp_moderate_multi_cloud_AU-2_0058,fedramp_moderate_multi_cloud_AU-3_0059,fedramp_moderate_multi_cloud_AU-3_1_0060,fedramp_moderate_multi_cloud_AU-8_0074,fedramp_moderate_multi_cloud_CA-7_0093,fedramp_moderate_multi_cloud_CA-7_1_0094,fedramp_moderate_multi_cloud_CA-7_4_0095,fedramp_moderate_multi_cloud_CM-6_0116,fedramp_moderate_multi_cloud_CM-6_1_0117,fedramp_moderate_multi_cloud_CM-6_2_0118,fedramp_moderate_multi_cloud_CM-9_0128,iso27001_2022_multi_cloud_A.12.4_0002,nist_800_53_rev5_multi_cloud_AC-2_4_0011,nist_800_53_rev5_multi_cloud_AC-3_10_0031,nist_800_53_rev5_multi_cloud_AC-3_1_0029,nist_800_53_rev5_multi_cloud_AC-3_1_0030,nist_800_53_rev5_multi_cloud_AC-4_26_0075,nist_800_53_rev5_multi_cloud_AC-6_9_0100,nist_800_53_rev5_multi_cloud_AU-10_1_0268,nist_800_53_rev5_multi_cloud_AU-10_2_0269,nist_800_53_rev5_multi_cloud_AU-10_3_0270,nist_800_53_rev5_multi_cloud_AU-10_4_0271,nist_800_53_rev5_multi_cloud_AU-10_5_0272,nist_800_53_rev5_multi_cloud_AU-12-a_0278,nist_800_53_rev5_multi_cloud_AU-12-c_0280,nist_800_53_rev5_multi_cloud_AU-12_1_0274,nist_800_53_rev5_multi_cloud_AU-12_2_0275,nist_800_53_rev5_multi_cloud_AU-12_3_0276,nist_800_53_rev5_multi_cloud_AU-12_4_0277,nist_800_53_rev5_multi_cloud_AU-14-a_0289,nist_800_53_rev5_multi_cloud_AU-14-b_0290,nist_800_53_rev5_multi_cloud_AU-14_3_0288,nist_800_53_rev5_multi_cloud_AU-2-b_0224,nist_800_53_rev5_multi_cloud_AU-3-a_0231,nist_800_53_rev5_multi_cloud_AU-3-b_0232,nist_800_53_rev5_multi_cloud_AU-3-c_0233,nist_800_53_rev5_multi_cloud_AU-3-d_0234,nist_800_53_rev5_multi_cloud_AU-3-e_0235,nist_800_53_rev5_multi_cloud_AU-3-f_0236,nist_800_53_rev5_multi_cloud_AU-3_1_0228,nist_800_53_rev5_multi_cloud_AU-8-b_0258,nist_800_53_rev5_multi_cloud_CA-7-b_0338,nist_800_53_rev5_multi_cloud_CM-6-a_0397,nist_800_53_rev5_multi_cloud_CM-9-b_0428,nist_800_53_rev5_multi_cloud_PM-31-a_0911,nist_800_53_rev5_multi_cloud_PM-31-b_0912,nist_800_53_rev5_multi_cloud_PM-31-c_0913,nist_800_53_rev5_multi_cloud_PM-31-d_0914,nist_800_53_rev5_multi_cloud_PM-31-e_0915,nist_800_53_rev5_multi_cloud_PM-31-f_0916,nist_800_53_rev5_multi_cloud_SI-4_17_1373,nist_800_53_rev5_multi_cloud_SI-4_20_1377,nist_800_53_rev5_multi_cloud_SI-4_2_1376,rbi_bank_multi_cloud_5.1_0019,rbi_nbfc_multi_cloud_3.5_0021,soc2_multi_cloud_cc_2_1_0002,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_a_1_1_0021;canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024;canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025;canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030;canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039;canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;fedramp_moderate_multi_cloud_AU-12_0081;fedramp_moderate_multi_cloud_AU-12_1_0082;fedramp_moderate_multi_cloud_AU-12_3_0083;fedramp_moderate_multi_cloud_AU-2_0058;fedramp_moderate_multi_cloud_AU-3_0059;fedramp_moderate_multi_cloud_AU-3_1_0060;fedramp_moderate_multi_cloud_AU-8_0074;fedramp_moderate_multi_cloud_CA-7_0093;fedramp_moderate_multi_cloud_CA-7_1_0094;fedramp_moderate_multi_cloud_CA-7_4_0095;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-9_0128;iso27001_2022_multi_cloud_A.12.4_0002;nist_800_53_rev5_multi_cloud_AC-2_4_0011;nist_800_53_rev5_multi_cloud_AC-3_10_0031;nist_800_53_rev5_multi_cloud_AC-3_1_0029;nist_800_53_rev5_multi_cloud_AC-3_1_0030;nist_800_53_rev5_multi_cloud_AC-4_26_0075;nist_800_53_rev5_multi_cloud_AC-6_9_0100;nist_800_53_rev5_multi_cloud_AU-10_1_0268;nist_800_53_rev5_multi_cloud_AU-10_2_0269;nist_800_53_rev5_multi_cloud_AU-10_3_0270;nist_800_53_rev5_multi_cloud_AU-10_4_0271;nist_800_53_rev5_multi_cloud_AU-10_5_0272;nist_800_53_rev5_multi_cloud_AU-12-a_0278;nist_800_53_rev5_multi_cloud_AU-12-c_0280;nist_800_53_rev5_multi_cloud_AU-12_1_0274;nist_800_53_rev5_multi_cloud_AU-12_2_0275;nist_800_53_rev5_multi_cloud_AU-12_3_0276;nist_800_53_rev5_multi_cloud_AU-12_4_0277;nist_800_53_rev5_multi_cloud_AU-14-a_0289;nist_800_53_rev5_multi_cloud_AU-14-b_0290;nist_800_53_rev5_multi_cloud_AU-14_3_0288;nist_800_53_rev5_multi_cloud_AU-2-b_0224;nist_800_53_rev5_multi_cloud_AU-3-a_0231;nist_800_53_rev5_multi_cloud_AU-3-b_0232;nist_800_53_rev5_multi_cloud_AU-3-c_0233;nist_800_53_rev5_multi_cloud_AU-3-d_0234;nist_800_53_rev5_multi_cloud_AU-3-e_0235;nist_800_53_rev5_multi_cloud_AU-3-f_0236;nist_800_53_rev5_multi_cloud_AU-3_1_0228;nist_800_53_rev5_multi_cloud_AU-8-b_0258;nist_800_53_rev5_multi_cloud_CA-7-b_0338;nist_800_53_rev5_multi_cloud_CM-6-a_0397;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_PM-31-a_0911;nist_800_53_rev5_multi_cloud_PM-31-b_0912;nist_800_53_rev5_multi_cloud_PM-31-c_0913;nist_800_53_rev5_multi_cloud_PM-31-d_0914;nist_800_53_rev5_multi_cloud_PM-31-e_0915;nist_800_53_rev5_multi_cloud_PM-31-f_0916;nist_800_53_rev5_multi_cloud_SI-4_17_1373;nist_800_53_rev5_multi_cloud_SI-4_20_1377;nist_800_53_rev5_multi_cloud_SI-4_2_1376;rbi_bank_multi_cloud_5.1_0019;rbi_nbfc_multi_cloud_3.5_0021;soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_a_1_1_0021"
alicloud,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_encrypted,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_encrypted,,db,PolarDB/ADB Snapshot,alicloud.redshift.cluster.encrypted_at_rest,iso27001_2022_multi_cloud_A.8.24_0080
alicloud,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_not_publicly_shared,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_not_publicly_shared,,db,PolarDB/ADB Snapshot,,
alicloud,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_cross_account_sharing_restricted,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_cross_account_sharing_restricted,,db,PolarDB/ADB Snapshot,,
alicloud,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_cross_region_copy_encrypted,alicloud.PolarDB/ADB Snapshot.db_security_cluster_snapshot_cross_region_copy_encrypted,,db,PolarDB/ADB Snapshot,,
alicloud,alicloud.RDS Account/User.db_security_user_no_unused_or_default_superusers,alicloud.RDS Account/User.db_security_user_no_unused_or_default_superusers,,db,RDS Account/User,alicloud.ram.user.hardware_mfa_enabled,iso27001_2022_multi_cloud_A.8.5_0092
alicloud,alicloud.RDS Account/User.db_security_user_approved_list_of_superusers_only,alicloud.RDS Account/User.db_security_user_approved_list_of_superusers_only,,db,RDS Account/User,,
alicloud,alicloud.RDS Account/User.db_security_user_password_auth_hardened_or_iam_auth_preferred_where_supported,alicloud.RDS Account/User.db_security_user_password_auth_hardened_or_iam_auth_preferred_where_supported,,db,RDS Account/User,,
alicloud,alicloud.DTS (Data Transmission Service).dr_security_replication_encryption_in_transit_tls_required,alicloud.DTS (Data Transmission Service).dr_security_replication_encryption_in_transit_tls_required,,dr,DTS (Data Transmission Service),,
alicloud,alicloud.DTS (Data Transmission Service).dr_security_replication_auth_roles_least_privilege,alicloud.DTS (Data Transmission Service).dr_security_replication_auth_roles_least_privilege,,dr,DTS (Data Transmission Service),,
alicloud,alicloud.DTS (Data Transmission Service).dr_security_replication_cross_region_replication_encrypted,alicloud.DTS (Data Transmission Service).dr_security_replication_cross_region_replication_encrypted,,dr,DTS (Data Transmission Service),,
alicloud,alicloud.DTS (Data Transmission Service).dr_security_replication_lag_monitoring_alerts_enabled,alicloud.DTS (Data Transmission Service).dr_security_replication_lag_monitoring_alerts_enabled,,dr,DTS (Data Transmission Service),,
alicloud,alicloud.OSS Cross-Region Replication.dr_security_replication_encryption_in_transit_tls_required,alicloud.OSS Cross-Region Replication.dr_security_replication_encryption_in_transit_tls_required,,dr,OSS Cross-Region Replication,,
alicloud,alicloud.OSS Cross-Region Replication.dr_security_replication_auth_roles_least_privilege,alicloud.OSS Cross-Region Replication.dr_security_replication_auth_roles_least_privilege,,dr,OSS Cross-Region Replication,,
alicloud,alicloud.OSS Cross-Region Replication.dr_security_replication_cross_region_replication_encrypted,alicloud.OSS Cross-Region Replication.dr_security_replication_cross_region_replication_encrypted,,dr,OSS Cross-Region Replication,,
alicloud,alicloud.OSS Cross-Region Replication.dr_security_replication_lag_monitoring_alerts_enabled,alicloud.OSS Cross-Region Replication.dr_security_replication_lag_monitoring_alerts_enabled,,dr,OSS Cross-Region Replication,,
alicloud,alicloud.HBR Replication.dr_security_replication_encryption_in_transit_tls_required,alicloud.HBR Replication.dr_security_replication_encryption_in_transit_tls_required,,dr,HBR Replication,alicloud.s3.bucket.replication_enabled,soc2_multi_cloud_a1_2_0025
alicloud,alicloud.HBR Replication.dr_security_replication_auth_roles_least_privilege,alicloud.HBR Replication.dr_security_replication_auth_roles_least_privilege,,dr,HBR Replication,,
alicloud,alicloud.HBR Replication.dr_security_replication_cross_region_replication_encrypted,alicloud.HBR Replication.dr_security_replication_cross_region_replication_encrypted,,dr,HBR Replication,alicloud.oss.bucket.cross_region_replication,iso27001_2022_multi_cloud_A.8.14_0069
alicloud,alicloud.HBR Replication.dr_security_replication_lag_monitoring_alerts_enabled,alicloud.HBR Replication.dr_security_replication_lag_monitoring_alerts_enabled,,dr,HBR Replication,alicloud.actiontrail.vpc_change_monitoring,cis_alicloud_alicloud_2.13_0147
alicloud,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_encrypted_at_rest_cmek,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_encrypted_at_rest_cmek,,dr,HBR (Hybrid Backup Recovery),,
alicloud,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_immutable_or_worm_enabled_where_supported,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_immutable_or_worm_enabled_where_supported,,dr,HBR (Hybrid Backup Recovery),,
alicloud,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_destination_private_only,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_destination_private_only,,dr,HBR (Hybrid Backup Recovery),,
alicloud,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_schedule_defined_min_frequency,alicloud.HBR (Hybrid Backup Recovery).dr_security_backup_schedule_defined_min_frequency,,dr,HBR (Hybrid Backup Recovery),,
alicloud,alicloud.RDS/PolarDB Backups.dr_security_backup_encrypted_at_rest_cmek,alicloud.RDS/PolarDB Backups.dr_security_backup_encrypted_at_rest_cmek,,dr,RDS/PolarDB Backups,alicloud.rds.instance.backup_encrypted,rbi_bank_multi_cloud_8.1_0024
alicloud,alicloud.RDS/PolarDB Backups.dr_security_backup_immutable_or_worm_enabled_where_supported,alicloud.RDS/PolarDB Backups.dr_security_backup_immutable_or_worm_enabled_where_supported,,dr,RDS/PolarDB Backups,,
alicloud,alicloud.RDS/PolarDB Backups.dr_security_backup_destination_private_only,alicloud.RDS/PolarDB Backups.dr_security_backup_destination_private_only,,dr,RDS/PolarDB Backups,,
alicloud,alicloud.RDS/PolarDB Backups.dr_security_backup_schedule_defined_min_frequency,alicloud.RDS/PolarDB Backups.dr_security_backup_schedule_defined_min_frequency,,dr,RDS/PolarDB Backups,alicloud.security.center_asset_fingerprint_refresh_frequency_check,cis_alicloud_alicloud_8.8_0203
alicloud,alicloud.HBR Restore.dr_security_restore_from_encrypted_backups_only,alicloud.HBR Restore.dr_security_restore_from_encrypted_backups_only,,dr,HBR Restore,alicloud.oss.website_https_only,"canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133;canada_pbmm_moderate_multi_cloud_CCCS_SC-8_0133,fedramp_moderate_multi_cloud_SC-8_0343;fedramp_moderate_multi_cloud_SC-8_0343"
alicloud,alicloud.HBR Restore.dr_security_restore_roles_least_privilege,alicloud.HBR Restore.dr_security_restore_roles_least_privilege,,dr,HBR Restore,alicloud.iam.service.roles_at_project_level,"iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.15_0011,iso27001_2022_multi_cloud_A.5.3_0027,iso27001_2022_multi_cloud_A.8.2_0075,soc2_multi_cloud_cc_1_3_0001;iso27001_2022_multi_cloud_A.5.3_0027;iso27001_2022_multi_cloud_A.8.2_0075;soc2_multi_cloud_cc_1_3_0001"
alicloud,alicloud.HBR Restore.dr_security_restore_cross_account_restore_blocked_by_policy,alicloud.HBR Restore.dr_security_restore_cross_account_restore_blocked_by_policy,,dr,HBR Restore,alicloud.ram.account.mfa_enabled_check,cis_alicloud_alicloud_1.3_0128
alicloud,alicloud.HBR Restore.dr_security_restore_logs_and_artifacts_encrypted,alicloud.HBR Restore.dr_security_restore_logs_and_artifacts_encrypted,,dr,HBR Restore,alicloud.monitor.storage.account_with_activity_logs_cmk_encrypted,"iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.16_0012,iso27001_2022_multi_cloud_A.5.22_0019,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.24_0080,soc2_multi_cloud_cc_6_7_0013,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_8_1_0020,soc2_multi_cloud_cc_a_1_1_0021;iso27001_2022_multi_cloud_A.5.22_0019;iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.24_0080;soc2_multi_cloud_cc_6_7_0013;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_8_1_0020;soc2_multi_cloud_cc_a_1_1_0021"
