cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,k8s_mapped_compliance_functions,k8s_mapped_compliance_ids
k8s,k8s.k8s.workload_security.job_security.completion_policies_enforced.enabled,k8s.k8s.workload_security.job_security.completion_policies_enforced.enabled,workload.job,,kubernetes,,
k8s,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.audited,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.audited,compliance.resource_quota,,kubernetes,,
k8s,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.enabled,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.enabled,compliance.resource_quota,,kubernetes,,
k8s,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.enforcement_mode_validated,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.enforcement_mode_validated,compliance.resource_quota,,kubernetes,,
k8s,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.governance_policies_validated,k8s.k8s.workload_security.resource_governance.resource_governance_policies_enforced.governance_policies_validated,compliance.resource_quota,,kubernetes,,
k8s,k8s.k8s.workload_security.statefulset_security.persistence_secured.access_controls_validated,k8s.k8s.workload_security.statefulset_security.persistence_secured.access_controls_validated,workload.statefulset,,kubernetes,,
k8s,k8s.k8s.workload_security.statefulset_security.persistence_secured.audited,k8s.k8s.workload_security.statefulset_security.persistence_secured.audited,workload.statefulset,,kubernetes,,
k8s,k8s.k8s.workload_security.statefulset_security.persistence_secured.enabled,k8s.k8s.workload_security.statefulset_security.persistence_secured.enabled,workload.statefulset,,kubernetes,,
k8s,k8s.k8s.workload_security.statefulset_security.persistence_secured.enforced,k8s.k8s.workload_security.statefulset_security.persistence_secured.enforced,workload.statefulset,,kubernetes,,
k8s,k8s.k8s.workload_security.statefulset_security.persistence_secured.persistence_encrypted_validated,k8s.k8s.workload_security.statefulset_security.persistence_secured.persistence_encrypted_validated,workload.statefulset,,kubernetes,,
k8s,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.audited,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.audited,workload.deployment,,kubernetes,,
k8s,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.certificate_based_auth_validated,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.certificate_based_auth_validated,workload.deployment,,kubernetes,,
k8s,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.enabled,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.enabled,workload.deployment,,kubernetes,,
k8s,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.identity_verification_validated,k8s.k8s.workload_security.workload_identity.service_mesh_identity_verified.identity_verification_validated,workload.deployment,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.audited,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.audited,workload.deployment,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.continuous_verification_enabled_validated,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.continuous_verification_enabled_validated,workload.deployment,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.enabled,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.enabled,workload.deployment,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.verification_interval_validated,k8s.k8s.zero_trust_security.continuous_verification.identity_verification_enabled.verification_interval_validated,workload.deployment,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.audited,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.audited,network.network_policy,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.default_deny_validated,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.default_deny_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.enabled,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.enabled,network.network_policy,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.enforced,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.enforced,network.network_policy,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.network_policies_enforced_validated,k8s.k8s.zero_trust_security.micro_segmentation.network_policies_enforced.network_policies_enforced_validated,network.network_policy,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.audited,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.audited,zero_trust.service_mesh,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.cert_rotation_period_validated,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.cert_rotation_period_validated,zero_trust.service_mesh,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.enabled,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.enabled,zero_trust.service_mesh,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.enforced,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.enforced,zero_trust.service_mesh,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.mtls_enabled_validated,k8s.k8s.zero_trust_security.service_to_service_encryption.mtls_enforced.mtls_enabled_validated,zero_trust.service_mesh,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.audited,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.audited,zero_trust.network_segmentation,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.enabled,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.enabled,zero_trust.network_segmentation,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.enforced,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.enforced,zero_trust.network_segmentation,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.micro_segmentation_enabled_validated,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.micro_segmentation_enabled_validated,zero_trust.network_segmentation,,kubernetes,,
k8s,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.segmentation_granularity_validated,k8s.k8s.zero_trust_security.zero_trust_networking.micro_segmentation_enabled.segmentation_granularity_validated,zero_trust.network_segmentation,,kubernetes,,
k8s,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,etcd,,kubernetes,k8s.scheduler.bind_address_check,cis_kubernetes_kubernetes_1.4.2_0060
k8s,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,etcd,,kubernetes,,
k8s,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,federation,,kubernetes,,
k8s,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,federation,,kubernetes,,
k8s,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,kube,,kubernetes,,
k8s,NEEDS_DEVELOPMENT,NEEDS_DEVELOPMENT,scheduler,,kubernetes,,
k8s,k8s.admission.controller_image_vulnerability_scanning_enabled,k8s.admission.controller_image_vulnerability_scanning_enabled,admission,security,kubernetes,k8s.admission.controller_image_vulnerability_scanning_enabled,canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147
k8s,k8s.admission.controller_security_event_detection,k8s.admission.controller_security_event_detection,admission,security,kubernetes,k8s.admission.controller_security_event_detection,soc2_multi_cloud_cc_7_3_0017
k8s,k8s.admission.controller_memory_protection_policies_enforced,k8s.admission.controller_memory_protection_policies_enforced,admission,security,kubernetes,k8s.admission.controller_memory_protection_policies_enforced,nist_800_53_rev5_multi_cloud_SI-16_1433
k8s,k8s.pod.labeling_standard,k8s.pod.labeling_standard,pod,security,kubernetes,k8s.pod.labeling_standard,nist_800_53_rev5_multi_cloud_CM-8-a_0424
k8s,k8s.pod.security_standard_restricted_for_clearinghouse,k8s.pod.security_standard_restricted_for_clearinghouse,pod,security,kubernetes,k8s.pod.security_standard_restricted_for_clearinghouse,hipaa_multi_cloud_164_308_a_4_ii_a_0009
k8s,k8s.ingress.certificate_expiration_check,k8s.ingress.certificate_expiration_check,ingress,security,kubernetes,k8s.ingress.certificate_expiration_check,pci_dss_v4_multi_cloud_2.3.1_0027;pci_dss_v4_multi_cloud_2.3.2_0028;pci_dss_v4_multi_cloud_5.2.3.1_0068
k8s,k8s.etcd.peer_client_cert_auth_in_transit_enabled,k8s.etcd.peer_client_cert_auth_in_transit_enabled,etcd,security,kubernetes,k8s.etcd.peer_client_cert_auth_in_transit_enabled,cis_kubernetes_kubernetes_2.5_0065
k8s,k8s.ingress.controller_ssl_protocols_check,k8s.ingress.controller_ssl_protocols_check,ingress,security,kubernetes,k8s.ingress.controller_ssl_protocols_check,pci_dss_v4_multi_cloud_2.3.2_0028
k8s,k8s.api.server_encryption_provider_config_verification,k8s.api.server_encryption_provider_config_verification,api,security,kubernetes,k8s.api.server_encryption_provider_config_verification,cis_kubernetes_kubernetes_1.2.29_0050
k8s,k8s.apiserver.authorization_mode_check,k8s.apiserver.authorization_mode_check,apiserver,security,kubernetes,k8s.apiserver.authorization_mode_check,cis_kubernetes_kubernetes_3.1.14_0207
k8s,k8s.image.latest_tag_avoidance,k8s.image.latest_tag_avoidance,image,security,kubernetes,k8s.image.latest_tag_avoidance,rbi_nbfc_multi_cloud_2.6_0010;rbi_nbfc_multi_cloud_5.2_0026
k8s,k8s.admission.controller_threat_detection_enabled,k8s.admission.controller_threat_detection_enabled,admission,security,kubernetes,k8s.admission.controller_threat_detection_enabled,nist_800_53_rev5_multi_cloud_IR-4-a_0625
k8s,k8s.apiserver.configuration_review_scheduled,k8s.apiserver.configuration_review_scheduled,apiserver,security,kubernetes,k8s.apiserver.configuration_review_scheduled,nist_800_53_rev5_multi_cloud_CM-2-b_0367
k8s,k8s.secret.git_repo_url_no_sensitive_credentials,k8s.secret.git_repo_url_no_sensitive_credentials,secret,security,kubernetes,k8s.secret.git_repo_url_no_sensitive_credentials,pci_dss_v4_multi_cloud_6.3.2_0080
k8s,k8s.node.labels_inventory_maintained,k8s.node.labels_inventory_maintained,node,security,kubernetes,k8s.node.labels_inventory_maintained,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037
k8s,k8s.api.service.account_key_file_check,k8s.api.service.account_key_file_check,api,security,kubernetes,k8s.api.service.account_key_file_check,cis_kubernetes_kubernetes_1.2.24_0045
k8s,k8s.pod.security_context_memory_protection_enabled,k8s.pod.security_context_memory_protection_enabled,pod,security,kubernetes,k8s.pod.security_context_memory_protection_enabled,nist_800_53_rev5_multi_cloud_SI-16_1433
k8s,k8s.api.server_args_token_auth_file_check,k8s.api.server_args_token_auth_file_check,api,security,kubernetes,k8s.api.server_args_token_auth_file_check,cis_kubernetes_kubernetes_3.1.15_0208
k8s,k8s.etcd.peer_tls_configuration_check,k8s.etcd.peer_tls_configuration_check,etcd,security,kubernetes,k8s.etcd.peer_tls_configuration_check,cis_kubernetes_kubernetes_1.5.4_0164
k8s,k8s.hpa.configured_for_workloads,k8s.hpa.configured_for_workloads,hpa,security,kubernetes,k8s.hpa.configured_for_workloads,soc2_multi_cloud_a1_1_0024
k8s,k8s.api.server_admission_plugin_namespace_lifecycle_enabled,k8s.api.server_admission_plugin_namespace_lifecycle_enabled,api,security,kubernetes,k8s.api.server_admission_plugin_namespace_lifecycle_enabled,cis_kubernetes_kubernetes_1.2.14_0035
k8s,k8s.certificate.expiration_check,k8s.certificate.expiration_check,certificate,security,kubernetes,k8s.certificate.expiration_check,pci_dss_v4_multi_cloud_3.6.1.1_0045;pci_dss_v4_multi_cloud_4.1.1_0058
k8s,k8s.apiserver.deletion_protection_enabled,k8s.apiserver.deletion_protection_enabled,apiserver,security,kubernetes,k8s.apiserver.deletion_protection_enabled,nist_800_53_rev5_multi_cloud_CP-2-e_0466
k8s,k8s.pod.security_context_defined,k8s.pod.security_context_defined,pod,security,kubernetes,k8s.pod.security_context_defined,nist_800_53_rev5_multi_cloud_CM-6-b_0398
k8s,k8s.apiserver.rate_limiting_enabled,k8s.apiserver.rate_limiting_enabled,apiserver,security,kubernetes,k8s.apiserver.rate_limiting_enabled,canada_pbmm_moderate_multi_cloud_CCCS_SC-5_0131;nist_800_53_rev5_multi_cloud_SC-5-b_1192
k8s,k8s.service.mesh_rate_limiting_configured,k8s.service.mesh_rate_limiting_configured,service,security,kubernetes,k8s.service.mesh_rate_limiting_configured,nist_800_53_rev5_multi_cloud_SC-5-b_1192
k8s,k8s.cluster.supported_version,k8s.cluster.supported_version,cluster,security,kubernetes,k8s.cluster.supported_version,pci_dss_v4_multi_cloud_6.2.4_0079
k8s,k8s.pod.service.account_automount_check,k8s.pod.service.account_automount_check,pod,security,kubernetes,k8s.pod.service.account_automount_check,cis_kubernetes_kubernetes_5.1.6_0105
k8s,k8s.admission.controller_anomaly_detection_enabled,k8s.admission.controller_anomaly_detection_enabled,admission,security,kubernetes,k8s.admission.controller_anomaly_detection_enabled,soc2_multi_cloud_cc_7_2_0016
k8s,k8s.etcd.apiserver_ca_check,k8s.etcd.apiserver_ca_check,etcd,security,kubernetes,k8s.etcd.apiserver_ca_check,cis_kubernetes_kubernetes_2.7_0067
k8s,k8s.pod.resource_requests_and_limits_set,k8s.pod.resource_requests_and_limits_set,pod,security,kubernetes,k8s.pod.resource_requests_and_limits_set,soc2_multi_cloud_a1_1_0024
k8s,k8s.apiserver.automatic_upgrade_enabled,k8s.apiserver.automatic_upgrade_enabled,apiserver,security,kubernetes,k8s.apiserver.automatic_upgrade_enabled,canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147
k8s,k8s.api.server_etcd_tls_certificates_configured,k8s.api.server_etcd_tls_certificates_configured,api,security,kubernetes,k8s.api.server_etcd_tls_certificates_configured,cis_kubernetes_kubernetes_1.1.27_0146;cis_kubernetes_kubernetes_1.2.25_0046
k8s,k8s.kube.service.account_key_file_set,k8s.kube.service.account_key_file_set,kube,security,kubernetes,k8s.kube.service.account_key_file_set,cis_kubernetes_kubernetes_3.1.17_0210
k8s,k8s.node.configuration_management_enabled,k8s.node.configuration_management_enabled,node,security,kubernetes,k8s.node.configuration_management_enabled,nist_800_53_rev5_multi_cloud_CM-6-b_0398
k8s,k8s.service.mesh_tls_enforced,k8s.service.mesh_tls_enforced,service,security,kubernetes,k8s.service.mesh_tls_enforced,fedramp_moderate_multi_cloud_SC-8_0343;fedramp_moderate_multi_cloud_SC-8_1_0344;pci_dss_v4_multi_cloud_4.1.4_0060
k8s,k8s.node.memory_protection_mechanisms_enabled,k8s.node.memory_protection_mechanisms_enabled,node,security,kubernetes,k8s.node.memory_protection_mechanisms_enabled,nist_800_53_rev5_multi_cloud_SI-16_1433
k8s,k8s.etcd.patch_compliance,k8s.etcd.patch_compliance,etcd,security,kubernetes,k8s.etcd.patch_compliance,rbi_nbfc_multi_cloud_2.6_0010;rbi_nbfc_multi_cloud_5.2_0026
k8s,k8s.pod.resource_limits_configured,k8s.pod.resource_limits_configured,pod,security,kubernetes,k8s.pod.resource_limits_configured,rbi_nbfc_multi_cloud_3.2_0018;rbi_nbfc_multi_cloud_6.4_0032
k8s,k8s.node.labeling_standardized,k8s.node.labeling_standardized,node,security,kubernetes,k8s.node.labeling_standardized,nist_800_53_rev5_multi_cloud_CM-8-b_0425
k8s,k8s.service.mesh_tls_certificate_expiration_check,k8s.service.mesh_tls_certificate_expiration_check,service,security,kubernetes,k8s.service.mesh_tls_certificate_expiration_check,pci_dss_v4_multi_cloud_3.6.1.1_0045
k8s,k8s.node.deletion_protection_enabled,k8s.node.deletion_protection_enabled,node,security,kubernetes,k8s.node.deletion_protection_enabled,nist_800_53_rev5_multi_cloud_CP-2-a_0462
k8s,k8s.api.key.verification,k8s.api.key.verification,api,security,kubernetes,k8s.api.key.verification,cis_kubernetes_kubernetes_1.2.4_0025
k8s,k8s.control.plane_patch_compliance,k8s.control.plane_patch_compliance,control,security,kubernetes,k8s.control.plane_patch_compliance,rbi_nbfc_multi_cloud_2.6_0010;rbi_nbfc_multi_cloud_5.2_0026
k8s,k8s.event.alerting_system_configured,k8s.event.alerting_system_configured,event,security,kubernetes,k8s.event.alerting_system_configured,nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016;nist_800_171_r2_multi_cloud_3_1_4_3.1.4_Separate_the_duties_of_individuals_to_0027
k8s,k8s.admission.webhook_configured,k8s.admission.webhook_configured,admission,security,kubernetes,k8s.admission.webhook_configured,fedramp_moderate_multi_cloud_CA-2_0085;fedramp_moderate_multi_cloud_CA-2_1_0086;fedramp_moderate_multi_cloud_CA-2_2_0087;fedramp_moderate_multi_cloud_CA-2_3_0088;rbi_bank_multi_cloud_12.1_0005
k8s,k8s.service.mesh_mutual_tls_enabled,k8s.service.mesh_mutual_tls_enabled,service,security,kubernetes,k8s.service.mesh_mutual_tls_enabled,pci_dss_v4_multi_cloud_4.1.2_0059;pci_dss_v4_multi_cloud_9.4.1.2_0132
k8s,k8s.pod.security_admission_hostpid_restrictions,k8s.pod.security_admission_hostpid_restrictions,pod,security,kubernetes,k8s.pod.security_admission_hostpid_restrictions,cis_kubernetes_kubernetes_5.2.3_0115
k8s,k8s.node.configuration_compliance_check,k8s.node.configuration_compliance_check,node,security,kubernetes,k8s.node.configuration_compliance_check,nist_800_53_rev5_multi_cloud_CM-6-c_0399
k8s,k8s.pod.resource_limits_set,k8s.pod.resource_limits_set,pod,security,kubernetes,k8s.pod.resource_limits_set,canada_pbmm_moderate_multi_cloud_CCCS_SC-5_0131
k8s,k8s.api.server_admission_plugins_always_pull_images_set,k8s.api.server_admission_plugins_always_pull_images_set,api,security,kubernetes,k8s.api.server_admission_plugins_always_pull_images_set,cis_kubernetes_kubernetes_1.2.11_0032
k8s,k8s.resource.annotation_standard,k8s.resource.annotation_standard,resource,security,kubernetes,k8s.resource.annotation_standard,nist_800_53_rev5_multi_cloud_CM-8-a_0424
k8s,k8s.api.server_etcd_cafile_tls_verification,k8s.api.server_etcd_cafile_tls_verification,api,security,kubernetes,k8s.api.server_etcd_cafile_tls_verification,cis_kubernetes_kubernetes_1.2.28_0049
k8s,k8s.kube.service.account_private_key_file_check,k8s.kube.service.account_private_key_file_check,kube,security,kubernetes,k8s.kube.service.account_private_key_file_check,cis_kubernetes_kubernetes_1.3.4_0055
k8s,k8s.networkpolicy.inventory_documented,k8s.networkpolicy.inventory_documented,networkpolicy,security,kubernetes,k8s.networkpolicy.inventory_documented,rbi_bank_multi_cloud_4.2_0017
k8s,k8s.etcd.certificate.check,k8s.etcd.certificate.check,etcd,security,kubernetes,k8s.etcd.certificate.check,cis_kubernetes_kubernetes_2.8_0068
k8s,k8s.admission.controller_security_updates_applied,k8s.admission.controller_security_updates_applied,admission,security,kubernetes,k8s.admission.controller_security_updates_applied,nist_800_171_r2_multi_cloud_3_14_4_3.14.4_Update_malicious_code_protection_me_0017
k8s,k8s.node.labeling_standard,k8s.node.labeling_standard,node,security,kubernetes,k8s.node.labeling_standard,nist_800_53_rev5_multi_cloud_CM-8-a_0424
k8s,k8s.resource.annotations_maintained,k8s.resource.annotations_maintained,resource,security,kubernetes,k8s.resource.annotations_maintained,nist_800_53_rev5_multi_cloud_CM-8-b_0425
k8s,k8s.admission.controller_configuration_validated,k8s.admission.controller_configuration_validated,admission,security,kubernetes,k8s.admission.controller_configuration_validated,nist_800_53_rev5_multi_cloud_CM-6-b_0398
k8s,k8s.apiserver.secure_configuration_enabled,k8s.apiserver.secure_configuration_enabled,apiserver,security,kubernetes,k8s.apiserver.secure_configuration_enabled,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046
k8s,k8s.node.automatic_updates_enabled,k8s.node.automatic_updates_enabled,node,security,kubernetes,k8s.node.automatic_updates_enabled,nist_800_53_rev5_multi_cloud_SI-2-d_1345
k8s,k8s.secret.tls_certificates_expiration_check,k8s.secret.tls_certificates_expiration_check,secret,security,kubernetes,k8s.secret.tls_certificates_expiration_check,pci_dss_v4_multi_cloud_4.1.4_0060
k8s,k8s.config.baseline_policies_applied,k8s.config.baseline_policies_applied,config,security,kubernetes,k8s.config.baseline_policies_applied,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037
k8s,k8s.kube.certificate.enabled,k8s.kube.certificate.enabled,kube,security,kubernetes,k8s.kube.certificate.enabled,cis_kubernetes_kubernetes_1.3.6_0057
k8s,k8s.api.server_secure_port_not_zero,k8s.api.server_secure_port_not_zero,api,security,kubernetes,k8s.api.server_secure_port_not_zero,cis_kubernetes_kubernetes_3.1.6_0199
k8s,k8s.worker.node_auto_upgrade_enabled,k8s.worker.node_auto_upgrade_enabled,worker,security,kubernetes,k8s.worker.node_auto_upgrade_enabled,rbi_bank_multi_cloud_21.2_0013
k8s,k8s.admission.controller_security_policies_enabled,k8s.admission.controller_security_policies_enabled,admission,security,kubernetes,k8s.admission.controller_security_policies_enabled,hipaa_multi_cloud_164_308_a_8_0021;nist_800_53_rev5_multi_cloud_CA-2-d_0303
k8s,k8s.api.service.account_lookup_enabled,k8s.api.service.account_lookup_enabled,api,security,kubernetes,k8s.api.service.account_lookup_enabled,cis_kubernetes_kubernetes_1.1.24_0143;cis_kubernetes_kubernetes_1.2.23_0044;cis_kubernetes_kubernetes_3.1.16_0209
k8s,k8s.config.management_tool_integration,k8s.config.management_tool_integration,config,security,kubernetes,k8s.config.management_tool_integration,nist_800_53_rev5_multi_cloud_CM-6-c_0399
k8s,k8s.namespace.user.resources,k8s.namespace.user.resources,namespace,security,kubernetes,k8s.namespace.user.resources,cis_kubernetes_kubernetes_5.7.4_0140
k8s,k8s.pod.labeling_for_inventory_tracking,k8s.pod.labeling_for_inventory_tracking,pod,security,kubernetes,k8s.pod.labeling_for_inventory_tracking,canada_pbmm_moderate_multi_cloud_CCCS_CM-8_0048
k8s,k8s.admission.controller_supplier_service_change_management,k8s.admission.controller_supplier_service_change_management,admission,security,kubernetes,k8s.admission.controller_supplier_service_change_management,iso27001_2022_multi_cloud_A.5.22_0019
k8s,k8s.pod.horizontal_autoscaler_enabled,k8s.pod.horizontal_autoscaler_enabled,pod,security,kubernetes,k8s.pod.horizontal_autoscaler_enabled,rbi_nbfc_multi_cloud_3.2_0018;rbi_nbfc_multi_cloud_6.4_0032
k8s,k8s.cluster.high_availability_configured,k8s.cluster.high_availability_configured,cluster,security,kubernetes,k8s.cluster.high_availability_configured,nist_800_53_rev5_multi_cloud_SC-6_1193
k8s,k8s.secret.transmission_tls_enabled,k8s.secret.transmission_tls_enabled,secret,security,kubernetes,k8s.secret.transmission_tls_enabled,nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042
k8s,k8s.software.patch_management_enabled,k8s.software.patch_management_enabled,software,security,kubernetes,k8s.software.patch_management_enabled,pci_dss_v4_multi_cloud_6.2.1_0075
k8s,k8s.node.os_patch_compliance,k8s.node.os_patch_compliance,node,security,kubernetes,k8s.node.os_patch_compliance,pci_dss_v4_multi_cloud_6.2.2_0076;rbi_nbfc_multi_cloud_2.6_0010;rbi_nbfc_multi_cloud_5.2_0026
k8s,k8s.etcd.auto_tls_check,k8s.etcd.auto_tls_check,etcd,security,kubernetes,k8s.etcd.auto_tls_check,cis_kubernetes_kubernetes_1.5.3_0163
k8s,k8s.api.certificate.authority_validity_check,k8s.api.certificate.authority_validity_check,api,security,kubernetes,k8s.api.certificate.authority_validity_check,cis_kubernetes_kubernetes_1.1.22_0141
k8s,k8s.networkpolicy.isolate_healthcare_clearinghouse,k8s.networkpolicy.isolate_healthcare_clearinghouse,networkpolicy,security,kubernetes,k8s.networkpolicy.isolate_healthcare_clearinghouse,hipaa_multi_cloud_164_308_a_4_ii_a_0009
k8s,k8s.api.server_tls_cert_file_check,k8s.api.server_tls_cert_file_check,api,security,kubernetes,k8s.api.server_tls_cert_file_check,cis_kubernetes_kubernetes_1.2.26_0047
k8s,k8s.networkpolicy.restrict_egress_ports,k8s.networkpolicy.restrict_egress_ports,networkpolicy,security,kubernetes,k8s.networkpolicy.restrict_egress_ports,nist_800_53_rev5_multi_cloud_CM-7-b_0412
k8s,k8s.api.server_encryption_provider_config_check,k8s.api.server_encryption_provider_config_check,api,security,kubernetes,k8s.api.server_encryption_provider_config_check,cis_kubernetes_kubernetes_1.2.33_0213
k8s,k8s.networkpolicy.restrict_egress_to_internet,k8s.networkpolicy.restrict_egress_to_internet,networkpolicy,security,kubernetes,k8s.networkpolicy.restrict_egress_to_internet,pci_dss_v4_multi_cloud_1.3.2_0010;pci_dss_v4_multi_cloud_11.3.2.1_0169;pci_dss_v4_multi_cloud_11.3.2_0168
k8s,k8s.admission.controller_threat_hunting_enabled,k8s.admission.controller_threat_hunting_enabled,admission,security,kubernetes,k8s.admission.controller_threat_hunting_enabled,nist_800_53_rev5_multi_cloud_RA-10-a_1029
k8s,k8s.api.server_insecure_port_disabled,k8s.api.server_insecure_port_disabled,api,security,kubernetes,k8s.api.server_insecure_port_disabled,cis_kubernetes_kubernetes_3.1.5_0198
k8s,k8s.pod.security_standard_review_scheduled,k8s.pod.security_standard_review_scheduled,pod,security,kubernetes,k8s.pod.security_standard_review_scheduled,nist_800_53_rev5_multi_cloud_CM-2-b_0367
k8s,k8s.service.mesh_threat_detection_integrated,k8s.service.mesh_threat_detection_integrated,service,security,kubernetes,k8s.service.mesh_threat_detection_integrated,iso27001_2022_multi_cloud_A.5.7_0039;nist_800_53_rev5_multi_cloud_RA-10-a_1029
k8s,k8s.admission.controller_security_event_alerting,k8s.admission.controller_security_event_alerting,admission,security,kubernetes,k8s.admission.controller_security_event_alerting,canada_pbmm_moderate_multi_cloud_CCCS_IR-4_0072
k8s,k8s.admission.deny_sensitive_env_variables,k8s.admission.deny_sensitive_env_variables,admission,security,kubernetes,k8s.admission.deny_sensitive_env_variables,pci_dss_v4_multi_cloud_6.3.2_0080
k8s,k8s.secret.minimize_key_storage_locations,k8s.secret.minimize_key_storage_locations,secret,security,kubernetes,k8s.secret.minimize_key_storage_locations,pci_dss_v4_multi_cloud_3.6.1.4_0048
k8s,k8s.service.no_external_ip,k8s.service.no_external_ip,service,security,kubernetes,k8s.service.no_external_ip,nist_800_53_rev5_multi_cloud_SC-25_1277
k8s,k8s.admission.threat_detection_webhook_configured,k8s.admission.threat_detection_webhook_configured,admission,security,kubernetes,k8s.admission.threat_detection_webhook_configured,iso27001_2022_multi_cloud_A.5.7_0039
k8s,k8s.apiserver.secure_flags_configured,k8s.apiserver.secure_flags_configured,apiserver,security,kubernetes,k8s.apiserver.secure_flags_configured,nist_800_53_rev5_multi_cloud_CM-6-b_0398
k8s,k8s.pod.labeling_standardized,k8s.pod.labeling_standardized,pod,security,kubernetes,k8s.pod.labeling_standardized,nist_800_53_rev5_multi_cloud_CM-8-b_0425
k8s,k8s.service.mesh_dos_protection_enabled,k8s.service.mesh_dos_protection_enabled,service,security,kubernetes,k8s.service.mesh_dos_protection_enabled,nist_800_53_rev5_multi_cloud_SC-5-a_1191
k8s,k8s.node.os_patches_applied,k8s.node.os_patches_applied,node,security,kubernetes,k8s.node.os_patches_applied,pci_dss_v4_multi_cloud_6.2.3.1_0078
k8s,k8s.inventory.review_scheduled,k8s.inventory.review_scheduled,inventory,security,kubernetes,k8s.inventory.review_scheduled,nist_800_53_rev5_multi_cloud_CM-8-b_0425
