cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,ibm_mapped_compliance_functions,ibm_mapped_compliance_ids
ibm,ibm.monitoring.alert.logging_metric_filter_console_root_login_detected_filter_present,ibm.monitoring.alert.logging_metric_filter_console_root_login_detected_filter_present,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.alert.logging_metric_filter_iam_policy_change_detected_filter_present,ibm.monitoring.alert.logging_metric_filter_iam_policy_change_detected_filter_present,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.alert.logging_metric_filter_kms_key_deletion_or_disable_detected_filter_present,ibm.monitoring.alert.logging_metric_filter_kms_key_deletion_or_disable_detected_filter_present,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.alert.logging_metric_filter_network_acl_or_sg_change_detected_filter_present,ibm.monitoring.alert.logging_metric_filter_network_acl_or_sg_change_detected_filter_present,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.logging.query_definition.storage_encrypted,ibm.logging.query_definition.storage_encrypted,logging,,ibm-cloud-sdk-core,,
ibm,ibm.logging.query_definition.access_rbac_least_privilege,ibm.logging.query_definition.access_rbac_least_privilege,logging,,ibm-cloud-sdk-core,,
ibm,ibm.logging.log_destination.destination_endpoint_private_networking,ibm.logging.log_destination.destination_endpoint_private_networking,logging,,ibm-cloud-sdk-core,,
ibm,ibm.logging.log_destination.destination_tls_min_1_2_enforced,ibm.logging.log_destination.destination_tls_min_1_2_enforced,logging,,ibm-cloud-sdk-core,,
ibm,ibm.logging.log_destination.destination_iam_policy_least_privilege,ibm.logging.log_destination.destination_iam_policy_least_privilege,logging,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_authn_required,ibm.watson.machine_learning_deployment.machine_learning_endpoint_authn_required,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_authz_policies_enforced,ibm.watson.machine_learning_deployment.machine_learning_endpoint_authz_policies_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_private_networking_enforced,ibm.watson.machine_learning_deployment.machine_learning_endpoint_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_kms_encryption_enabled,ibm.watson.machine_learning_deployment.machine_learning_endpoint_kms_encryption_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_logging_enabled,ibm.watson.machine_learning_deployment.machine_learning_endpoint_logging_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_config_data_capture_bucket_encrypted_private,ibm.watson.machine_learning_deployment.machine_learning_endpoint_config_data_capture_bucket_encrypted_private,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_config_content_type_whitelist_enforced,ibm.watson.machine_learning_deployment.machine_learning_endpoint_config_content_type_whitelist_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_deployment.machine_learning_endpoint_config_kms_keys_restricted,ibm.watson.machine_learning_deployment.machine_learning_endpoint_config_kms_keys_restricted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.registry_rbac_least_privilege,ibm.watson.machine_learning_model.registry_rbac_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.registry_artifact_encryption_enabled,ibm.watson.machine_learning_model.registry_artifact_encryption_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.registry_cross_account_sharing_restricted,ibm.watson.machine_learning_model.registry_cross_account_sharing_restricted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.package_artifact_signed_and_verified,ibm.watson.machine_learning_model.package_artifact_signed_and_verified,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.package_encrypted,ibm.watson.machine_learning_model.package_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model.package_not_publicly_shared,ibm.watson.machine_learning_model.package_not_publicly_shared,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.machine_learning_notebook_no_public_access,ibm.watson.studio_notebook.machine_learning_notebook_no_public_access,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.machine_learning_notebook_encrypted,ibm.watson.studio_notebook.machine_learning_notebook_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.machine_learning_notebook_execution_role_least_privilege,ibm.watson.studio_notebook.machine_learning_notebook_execution_role_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_notebook.machine_learning_notebook_idle_shutdown_configured,ibm.watson.studio_notebook.machine_learning_notebook_idle_shutdown_configured,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.kms_encryption_enabled,ibm.watson.machine_learning_pipeline.kms_encryption_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.roles_least_privilege,ibm.watson.machine_learning_pipeline.roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.artifacts_private_and_encrypted,ibm.watson.machine_learning_pipeline.artifacts_private_and_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.logging_enabled,ibm.watson.machine_learning_pipeline.logging_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.private_networking_enforced,ibm.watson.machine_learning_training_job.private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.roles_least_privilege,ibm.watson.machine_learning_training_job.roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.input_output_encrypted,ibm.watson.machine_learning_training_job.input_output_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_training_job.logs_enabled,ibm.watson.machine_learning_training_job.logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_private_networking_enforced,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_roles_least_privilege,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_input_output_encrypted,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_input_output_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_logs_enabled,ibm.watson.machine_learning_batch_scoring.machine_learning_transform_job_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_experiment.machine_learning_experiment_metadata_store_encrypted,ibm.watson.studio_experiment.machine_learning_experiment_metadata_store_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_experiment.machine_learning_experiment_rbac_least_privilege,ibm.watson.studio_experiment.machine_learning_experiment_rbac_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.studio_experiment.machine_learning_experiment_logs_enabled,ibm.watson.studio_experiment.machine_learning_experiment_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_hyperparameter_tuning.machine_learning_hpo_private_networking_enforced,ibm.watson.machine_learning_hyperparameter_tuning.machine_learning_hpo_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_hyperparameter_tuning.machine_learning_hpo_roles_least_privilege,ibm.watson.machine_learning_hyperparameter_tuning.machine_learning_hpo_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_hyperparameter_tuning.machine_learning_hpo_logs_enabled,ibm.watson.machine_learning_hyperparameter_tuning.machine_learning_hpo_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_auto_ml.machine_learning_automl_private_networking_enforced,ibm.watson.machine_learning_auto_ml.machine_learning_automl_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_auto_ml.machine_learning_automl_roles_least_privilege,ibm.watson.machine_learning_auto_ml.machine_learning_automl_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_auto_ml.machine_learning_automl_logs_enabled,ibm.watson.machine_learning_auto_ml.machine_learning_automl_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.machine_learning_human_review_workteam_access_rbac_least_privilege,ibm.watson.machine_learning_pipeline.machine_learning_human_review_workteam_access_rbac_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.machine_learning_human_review_ui_private_networking_enforced,ibm.watson.machine_learning_pipeline.machine_learning_human_review_ui_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_pipeline.machine_learning_human_review_artifacts_encrypted,ibm.watson.machine_learning_pipeline.machine_learning_human_review_artifacts_encrypted,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_private_networking_enforced,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_private_networking_enforced,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_roles_least_privilege,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_roles_least_privilege,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_outputs_encrypted_and_private,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_outputs_encrypted_and_private,watson,,ibm-cloud-sdk-core,,
ibm,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_logs_enabled,ibm.watson.machine_learning_model_monitoring.ml_ops_monitoring_logs_enabled,watson,,ibm-cloud-sdk-core,,
ibm,ibm.monitoring.alert.alarm_actions_configured,ibm.monitoring.alert.alarm_actions_configured,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.alert.critical_alarms_enabled,ibm.monitoring.alert.critical_alarms_enabled,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.alert.destinations_authenticated,ibm.monitoring.alert.destinations_authenticated,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.anomaly_detector.anomaly_detectors_enabled,ibm.monitoring.anomaly_detector.anomaly_detectors_enabled,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.anomaly_detector.anomaly_alerts_configured,ibm.monitoring.anomaly_detector.anomaly_alerts_configured,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.anomaly_detector.anomaly_training_data_sources_approved,ibm.monitoring.anomaly_detector.anomaly_training_data_sources_approved,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.dashboard.sso_required,ibm.monitoring.dashboard.sso_required,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.dashboard.sharing_restricted_to_org,ibm.monitoring.dashboard.sharing_restricted_to_org,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.dashboard.public_embeds_disabled,ibm.monitoring.dashboard.public_embeds_disabled,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.trace.store_encrypted,ibm.monitoring.trace.store_encrypted,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.trace.access_rbac_least_privilege,ibm.monitoring.trace.access_rbac_least_privilege,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.trace.retention_days_minimum,ibm.monitoring.trace.retention_days_minimum,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.sampling_rule.rules_present,ibm.monitoring.sampling_rule.rules_present,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.sampling_rule.storage_encrypted,ibm.monitoring.sampling_rule.storage_encrypted,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.monitoring.sampling_rule.access_rbac_least_privilege,ibm.monitoring.sampling_rule.access_rbac_least_privilege,monitoring,,ibm-cloud-monitoring,,
ibm,ibm.virtual.private_cloud_vpc.network_vpc_flow_logs_enabled,ibm.virtual.private_cloud_vpc.network_vpc_flow_logs_enabled,virtual,,ibm-cloud-sdk-core,ibm.vpc.endpoint_for_vsi_enabled;ibm.vpc.endpoint_multi_az_enabled;ibm.vpc.instance.public_ip;ibm.vpc.storage.encryption_enabled;ibm.vpc.storage.public_snapshot,canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013;canada_pbmm_moderate_multi_cloud_CCCS_CM-2_0042;canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-7_0047;canada_pbmm_moderate_multi_cloud_CCCS_CM-8_0048;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059;canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136;canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132;cis_ibm_ibm_6.2.1_0043;cis_ibm_ibm_6.2.2_0044;cis_ibm_ibm_6.2.3_0045;cis_ibm_ibm_6.2.4_0046;cis_ibm_ibm_6.2.5_0047;cisa_ce_v1_multi_cloud_Your_Data-1_0017;cisa_ce_v1_multi_cloud_Your_Systems-1_0006;fedramp_moderate_multi_cloud_AC-17_0034;fedramp_moderate_multi_cloud_AC-17_1_0035;fedramp_moderate_multi_cloud_AC-17_2_0036;fedramp_moderate_multi_cloud_AC-17_3_0037;fedramp_moderate_multi_cloud_AC-17_4_0038;fedramp_moderate_multi_cloud_CM-2_0101;fedramp_moderate_multi_cloud_CM-2_2_0102;fedramp_moderate_multi_cloud_CM-2_3_0103;fedramp_moderate_multi_cloud_CM-2_7_0104;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-7_0119;fedramp_moderate_multi_cloud_CM-7_1_0120;fedramp_moderate_multi_cloud_CM-7_2_0121;fedramp_moderate_multi_cloud_CM-7_5_0122;fedramp_moderate_multi_cloud_CM-8_0123;fedramp_moderate_multi_cloud_CM-8_1_0124;fedramp_moderate_multi_cloud_CM-8_2_0125;fedramp_moderate_multi_cloud_CM-8_3_0126;fedramp_moderate_multi_cloud_CM-8_4_0127;fedramp_moderate_multi_cloud_CM-9_0128;fedramp_moderate_multi_cloud_CP-9_0160;fedramp_moderate_multi_cloud_CP-9_1_0161;fedramp_moderate_multi_cloud_CP-9_2_0162;fedramp_moderate_multi_cloud_CP-9_3_0163;fedramp_moderate_multi_cloud_CP-9_5_0164;fedramp_moderate_multi_cloud_CP-9_8_0165;fedramp_moderate_multi_cloud_SC-13_0348;fedramp_moderate_multi_cloud_SC-7_0332;fedramp_moderate_multi_cloud_SC-7_10_0338;fedramp_moderate_multi_cloud_SC-7_12_0339;fedramp_moderate_multi_cloud_SC-7_18_0340;fedramp_moderate_multi_cloud_SC-7_20_0341;fedramp_moderate_multi_cloud_SC-7_21_0342;fedramp_moderate_multi_cloud_SC-7_3_0333;fedramp_moderate_multi_cloud_SC-7_4_0334;fedramp_moderate_multi_cloud_SC-7_5_0335;fedramp_moderate_multi_cloud_SC-7_7_0336;fedramp_moderate_multi_cloud_SC-7_8_0337;gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_c_2_0028;iso27001_2022_multi_cloud_A.12.4_0002;iso27001_2022_multi_cloud_A.8.14_0069;iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.16_0071;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.23_0079;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018;nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019;nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031;nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050;nist_800_53_rev5_multi_cloud_AC-17-b_0152;nist_800_53_rev5_multi_cloud_AC-17_10_0141;nist_800_53_rev5_multi_cloud_AC-17_10_0142;nist_800_53_rev5_multi_cloud_AC-17_1_0140;nist_800_53_rev5_multi_cloud_AC-17_9_0150;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_6_0013;nist_800_53_rev5_multi_cloud_AC-3_11_0032;nist_800_53_rev5_multi_cloud_AC-3_12_0033;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_14_0035;nist_800_53_rev5_multi_cloud_AC-3_15_0036;nist_800_53_rev5_multi_cloud_AC-3_15_0037;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_5_0051;nist_800_53_rev5_multi_cloud_AC-3_5_0052;nist_800_53_rev5_multi_cloud_AC-3_6_0053;nist_800_53_rev5_multi_cloud_AC-3_7_0054;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-3_9_0056;nist_800_53_rev5_multi_cloud_AC-4_21_0070;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-6_1_0091;nist_800_53_rev5_multi_cloud_AC-6_4_0095;nist_800_53_rev5_multi_cloud_AC-6_5_0096;nist_800_53_rev5_multi_cloud_AC-6_6_0097;nist_800_53_rev5_multi_cloud_AC-6_7_0098;nist_800_53_rev5_multi_cloud_AC-6_8_0099;nist_800_53_rev5_multi_cloud_AU-9_3_0261;nist_800_53_rev5_multi_cloud_CM-2-a_0366;nist_800_53_rev5_multi_cloud_CM-2-b_0367;nist_800_53_rev5_multi_cloud_CM-2_2_0357;nist_800_53_rev5_multi_cloud_CM-2_2_0358;nist_800_53_rev5_multi_cloud_CM-3_3_0370;nist_800_53_rev5_multi_cloud_CM-6-a_0397;nist_800_53_rev5_multi_cloud_CM-6-b_0398;nist_800_53_rev5_multi_cloud_CM-6-c_0399;nist_800_53_rev5_multi_cloud_CM-6-d_0400;nist_800_53_rev5_multi_cloud_CM-6_1_0393;nist_800_53_rev5_multi_cloud_CM-6_2_0394;nist_800_53_rev5_multi_cloud_CM-6_3_0395;nist_800_53_rev5_multi_cloud_CM-6_4_0396;nist_800_53_rev5_multi_cloud_CM-7-b_0412;nist_800_53_rev5_multi_cloud_CM-8-a_0424;nist_800_53_rev5_multi_cloud_CM-8-b_0425;nist_800_53_rev5_multi_cloud_CM-8_1_0413;nist_800_53_rev5_multi_cloud_CM-8_2_0414;nist_800_53_rev5_multi_cloud_CM-8_2_0415;nist_800_53_rev5_multi_cloud_CM-8_6_0419;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_CP-9-d_0512;nist_800_53_rev5_multi_cloud_MP-2_1_0704;nist_800_53_rev5_multi_cloud_MP-2_1_0705;nist_800_53_rev5_multi_cloud_MP-2_2_0706;nist_800_53_rev5_multi_cloud_MP-2_2_0707;nist_800_53_rev5_multi_cloud_SC-13-a_1248;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;nist_800_53_rev5_multi_cloud_SC-25_1277;nist_800_53_rev5_multi_cloud_SC-28_1_1280;nist_800_53_rev5_multi_cloud_SC-7-a_1224;nist_800_53_rev5_multi_cloud_SC-7-b_1225;nist_800_53_rev5_multi_cloud_SC-7-c_1226;nist_800_53_rev5_multi_cloud_SC-7_11_1196;nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201;nist_800_53_rev5_multi_cloud_SC-7_20_1207;nist_800_53_rev5_multi_cloud_SC-7_21_1208;nist_800_53_rev5_multi_cloud_SC-7_25_1212;nist_800_53_rev5_multi_cloud_SC-7_26_1213;nist_800_53_rev5_multi_cloud_SC-7_27_1214;nist_800_53_rev5_multi_cloud_SC-7_28_1215;nist_800_53_rev5_multi_cloud_SC-7_2_1206;nist_800_53_rev5_multi_cloud_SC-7_3_1217;nist_800_53_rev5_multi_cloud_SC-7_5_1219;nist_800_53_rev5_multi_cloud_SC-7_7_1221;nist_800_53_rev5_multi_cloud_SC-8_3_1229;nist_800_53_rev5_multi_cloud_SC-8_4_1230;nist_800_53_rev5_multi_cloud_SI-19_4_1445;rbi_bank_multi_cloud_4.2_0017;rbi_bank_multi_cloud_4.3_0018;rbi_bank_multi_cloud_5.2_0020;rbi_nbfc_multi_cloud_2.8_0012;rbi_nbfc_multi_cloud_3.5_0021;soc2_multi_cloud_cc_6_6_0012;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017
ibm,ibm.virtual.private_cloud_vpc.network_vpc_dns_hostnames_and_support_configured,ibm.virtual.private_cloud_vpc.network_vpc_dns_hostnames_and_support_configured,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.virtual.private_cloud_vpc.network_vpc_route_tables_no_unintended_internet_paths,ibm.virtual.private_cloud_vpc.network_vpc_route_tables_no_unintended_internet_paths,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.virtual.private_cloud_subnet.network_subnet_private_subnets_no_igw_route,ibm.virtual.private_cloud_subnet.network_subnet_private_subnets_no_igw_route,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.virtual.private_cloud_subnet.network_subnet_public_subnets_use_nacl_restrictions,ibm.virtual.private_cloud_subnet.network_subnet_public_subnets_use_nacl_restrictions,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.virtual.private_cloud_subnet.network_subnet_route_table_association_present,ibm.virtual.private_cloud_subnet.network_subnet_route_table_association_present,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.virtual.private_cloud_route_table.network_route_table_no_0_0_0_0_from_private_subnets,ibm.virtual.private_cloud_route_table.network_route_table_no_0_0_0_0_from_private_subnets,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.virtual.private_cloud_route_table.network_route_table_vpc_endpoints_used_for_saas_where_supported,ibm.virtual.private_cloud_route_table.network_route_table_vpc_endpoints_used_for_saas_where_supported,virtual,,ibm-cloud-sdk-core,,
ibm,ibm.security.groups_group.network_sg_no_0_0_0_0_ingress,ibm.security.groups_group.network_sg_no_0_0_0_0_ingress,security,,ibm-cloud-sdk-core,,
ibm,ibm.security.groups_group.network_sg_only_required_ports_open,ibm.security.groups_group.network_sg_only_required_ports_open,security,,ibm-cloud-sdk-core,,
ibm,ibm.security.groups_group.network_sg_egress_restricted,ibm.security.groups_group.network_sg_egress_restricted,security,,ibm-cloud-sdk-core,,
ibm,ibm.security.groups_group.network_nacl_no_allow_all_rules,ibm.security.groups_group.network_nacl_no_allow_all_rules,security,,ibm-cloud-sdk-core,,
ibm,ibm.security.groups_group.network_nacl_egress_restricted,ibm.security.groups_group.network_nacl_egress_restricted,security,,ibm-cloud-sdk-core,,
