cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,oci_mapped_compliance_functions,oci_mapped_compliance_ids
oci,oracle.analytics.workgroup.encryption,oracle.analytics.workgroup.encryption,analytics,security,oci,oracle.analytics.workgroup.encryption,pci_dss_v4_multi_cloud_3.5.1.2_0042
oci,oracle_iam_custom_role_has_permissions_to_administer_resource_locks,oracle_iam_custom_role_has_permissions_to_administer_resource_locks,unknown,security,oci,oracle_iam_custom_role_has_permissions_to_administer_resource_locks,iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.22_0019
oci,oracle_organizations_account_part_of_organizations,oracle_organizations_account_part_of_organizations,unknown,security,oci,oracle_organizations_account_part_of_organizations,iso27001_2022_multi_cloud_A.8.3_0085
oci,oracle_awslambda_function_inside_vcn,oracle_awslambda_function_inside_vcn,unknown,security,oci,oracle_awslambda_function_inside_vcn,iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078
oci,oracle.dynamodb.pitr_enabled,oracle.dynamodb.pitr_enabled,dynamodb,security,oci,oracle.dynamodb.pitr_enabled,soc2_multi_cloud_a1_2_0025
oci,oracle_container_registry_repository_encryption_enabled,oracle_container_registry_repository_encryption_enabled,unknown,security,oci,oracle_container_registry_repository_encryption_enabled,rbi_bank_multi_cloud_10.1_0003
oci,oracle_defender_ensure_defender_for_app_services_is_on,oracle_defender_ensure_defender_for_app_services_is_on,unknown,security,oci,oracle_defender_ensure_defender_for_app_services_is_on,iso27001_2022_multi_cloud_A.5.19_0015;iso27001_2022_multi_cloud_A.5.21_0018;iso27001_2022_multi_cloud_A.5.25_0022;iso27001_2022_multi_cloud_A.5.28_0025;iso27001_2022_multi_cloud_A.5.29_0026;iso27001_2022_multi_cloud_A.8.7_0094;iso27001_2022_multi_cloud_A.8.9_0096
oci,oracle_audit_enabled,oracle_audit_enabled,unknown,security,oci,oracle_audit_enabled,rbi_bank_multi_cloud_13.1_0006;rbi_bank_multi_cloud_5.1_0019;rbi_nbfc_multi_cloud_3.1_0017;rbi_nbfc_multi_cloud_3.5_0021
oci,oracle_kinesis_stream_encrypted_at_rest,oracle_kinesis_stream_encrypted_at_rest,unknown,security,oci,oracle_kinesis_stream_encrypted_at_rest,iso27001_2022_multi_cloud_A.8.24_0080
oci,oracle_vcn_flow_logs_enabled,oracle_vcn_flow_logs_enabled,unknown,security,oci,oracle_vcn_flow_logs_enabled,iso27001_2022_multi_cloud_A.12.4_0002;iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.16_0071;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.23_0079;rbi_bank_multi_cloud_4.3_0018;rbi_bank_multi_cloud_5.2_0020;rbi_nbfc_multi_cloud_2.8_0012;rbi_nbfc_multi_cloud_3.5_0021
oci,oracle.cdn.distributions.custom.ssl.certificate,oracle.cdn.distributions.custom.ssl.certificate,cdn,security,oci,oracle.cdn.distributions.custom.ssl.certificate,pci_dss_v4_multi_cloud_3.6.1.4_0048
oci,oracle_emr_cluster_publicly_accesible,oracle_emr_cluster_publicly_accesible,unknown,security,oci,oracle_emr_cluster_publicly_accesible,iso27001_2022_multi_cloud_A.8.1_0064
oci,oracle.monitoring.changes.to.network.route.tables.alarm.configured,oracle.monitoring.changes.to.network.route.tables.alarm.configured,monitoring,security,oci,oracle.monitoring.changes.to.network.route.tables.alarm.configured,hipaa_multi_cloud_164_308_a_6_i_0015;nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050
oci,oracle.compute.ebs.default.encryption,oracle.compute.ebs.default.encryption,compute,security,oci.core,oracle.compute.ebs.default.encryption,hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_e_2_ii_0032
oci,oracle.keyvault.private_endpoints,oracle.keyvault.private_endpoints,keyvault,security,oci,oracle.keyvault.private_endpoints,soc2_multi_cloud_cc_3_3_0005
oci,oracle.mysql.flexible_server_audit_log_enabled,oracle.mysql.flexible_server_audit_log_enabled,mysql,security,oci,oracle.mysql.flexible_server_audit_log_enabled,soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_a_1_1_0021
oci,oracle_file_storage_have_backup_enabled,oracle_file_storage_have_backup_enabled,unknown,security,oci,oracle_file_storage_have_backup_enabled,fedramp_moderate_multi_cloud_CP-6_1_0147;fedramp_moderate_multi_cloud_CP-6_2_0148;fedramp_moderate_multi_cloud_CP-6_3_0149;fedramp_moderate_multi_cloud_CP-9_1_0161;fedramp_moderate_multi_cloud_CP-9_2_0162;fedramp_moderate_multi_cloud_CP-9_3_0163;fedramp_moderate_multi_cloud_CP-9_5_0164;fedramp_moderate_multi_cloud_CP-9_8_0165;nist_800_53_rev5_multi_cloud_CP-6-a_0485;nist_800_53_rev5_multi_cloud_CP-9-a_0509;nist_800_53_rev5_multi_cloud_CP-9-b_0510;nist_800_53_rev5_multi_cloud_CP-9-c_0511
oci,oracle_identity_root_mfa_enabled,oracle_identity_root_mfa_enabled,unknown,security,oci,oracle_identity_root_mfa_enabled,iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.5.17_0013;iso27001_2022_multi_cloud_A.8.5_0092;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.4_0099;rbi_bank_multi_cloud_3.2_0015;rbi_nbfc_multi_cloud_2.5_0009
oci,oracle_codebuild_project_logging_enabled,oracle_codebuild_project_logging_enabled,unknown,security,oci,oracle_codebuild_project_logging_enabled,iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.4_0091
oci,oracle_compute_instance_internet_facing_with_instance_profile,oracle_compute_instance_internet_facing_with_instance_profile,unknown,security,oci,oracle_compute_instance_internet_facing_with_instance_profile,iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078
oci,oracle_compute_instance_port_memcached_exposed_to_internet,oracle_compute_instance_port_memcached_exposed_to_internet,unknown,security,oci,oracle_compute_instance_port_memcached_exposed_to_internet,iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078
oci,oracle_cloudsql_instance_public_ip,oracle_cloudsql_instance_public_ip,unknown,security,oci,oracle_cloudsql_instance_public_ip,iso27001_2022_multi_cloud_A.8.1_0064
oci,oracle.logging.role.changes_enabled,oracle.logging.role.changes_enabled,logging,security,oci,oracle.logging.role.changes_enabled,soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_5_2_0008;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021
oci,oracle_codebuild_project_envvar_awscred_check,oracle_codebuild_project_envvar_awscred_check,unknown,security,oci,oracle_codebuild_project_envvar_awscred_check,iso27001_2022_multi_cloud_A.8.4_0091
oci,oracle_defender_auto_provisioning_log_analytics_agent_vms_on,oracle_defender_auto_provisioning_log_analytics_agent_vms_on,unknown,security,oci,oracle_defender_auto_provisioning_log_analytics_agent_vms_on,iso27001_2022_multi_cloud_A.8.15_0070
oci,oracle_ecs_task_definitions_logging_block_mode,oracle_ecs_task_definitions_logging_block_mode,unknown,security,oci,oracle_ecs_task_definitions_logging_block_mode,iso27001_2022_multi_cloud_A.8.15_0070
oci,oracle_workspaces_vcn_2private_1public_subnets_nat,oracle_workspaces_vcn_2private_1public_subnets_nat,unknown,security,oci,oracle_workspaces_vcn_2private_1public_subnets_nat,iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078
oci,oracle_apikeys_key_rotated_in_90_days,oracle_apikeys_key_rotated_in_90_days,unknown,security,oci,oracle_apikeys_key_rotated_in_90_days,iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.8.12_0067
oci,oracle.wafv2.webacl_rule_logging_enabled,oracle.wafv2.webacl_rule_logging_enabled,wafv2,security,oci,oracle.wafv2.webacl_rule_logging_enabled,soc2_multi_cloud_cc_a_1_1_0021
oci,oracle.compute.subnet_flow_logs_enabled,oracle.compute.subnet_flow_logs_enabled,compute,security,oci.core,oracle.compute.subnet_flow_logs_enabled,soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_a_1_1_0021
oci,oracle.audit.logs.s3.bucket.access.logging.enabled,oracle.audit.logs.s3.bucket.access.logging.enabled,audit,security,oci,oracle.audit.logs.s3.bucket.access.logging.enabled,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001
oci,oracle.database.instance.no.public.access,oracle.database.instance.no.public.access,database,security,oci.database,oracle.database.instance.no.public.access,hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026
oci,oracle.defender.auto_provisioning_log_analytics_agent_vms_on,oracle.defender.auto_provisioning_log_analytics_agent_vms_on,defender,security,oci,oracle.defender.auto_provisioning_log_analytics_agent_vms_on,soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_1_0015;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_a_1_1_0021
oci,oracle_defender_ensure_defender_for_keyvault_is_on,oracle_defender_ensure_defender_for_keyvault_is_on,unknown,security,oci,oracle_defender_ensure_defender_for_keyvault_is_on,iso27001_2022_multi_cloud_A.5.16_0012;iso27001_2022_multi_cloud_A.5.19_0015;iso27001_2022_multi_cloud_A.5.21_0018;iso27001_2022_multi_cloud_A.5.22_0019;iso27001_2022_multi_cloud_A.5.25_0022;iso27001_2022_multi_cloud_A.5.28_0025;iso27001_2022_multi_cloud_A.5.29_0026;iso27001_2022_multi_cloud_A.8.7_0094;iso27001_2022_multi_cloud_A.8.9_0096
oci,oracle_compute_securitygroup_allow_ingress_from_internet_to_any_port,oracle_compute_securitygroup_allow_ingress_from_internet_to_any_port,unknown,security,oci,oracle_compute_securitygroup_allow_ingress_from_internet_to_any_port,iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078
oci,oracle.entra.policy.require_mfa_for_management_api,oracle.entra.policy.require_mfa_for_management_api,entra,security,oci,oracle.entra.policy.require_mfa_for_management_api,soc2_multi_cloud_cc_1_3_0001
oci,oracle.logging.log_analysis_enabled,oracle.logging.log_analysis_enabled,logging,security,oci,oracle.logging.log_analysis_enabled,canada_pbmm_moderate_multi_cloud_CCCS_AU-6_0028;fedramp_moderate_multi_cloud_AU-6_0065
oci,oracle_compute_instance_encryption_with_csek_enabled,oracle_compute_instance_encryption_with_csek_enabled,unknown,security,oci,oracle_compute_instance_encryption_with_csek_enabled,iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.12_0067;iso27001_2022_multi_cloud_A.8.14_0069
oci,oracle.object.storage.bucket_encryption_enabled,oracle.object.storage.bucket_encryption_enabled,object,security,oci,oracle.object.storage.bucket_encryption_enabled,cisa_ce_v1_multi_cloud_Your_Data-2_0018
oci,oracle.audit.logging_enabled,oracle.audit.logging_enabled,audit,security,oci,oracle.audit.logging_enabled,canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033;canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024;canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025;canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030;canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039;canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;cisa_ce_v1_multi_cloud_Your_Data-1_0017;fedramp_moderate_multi_cloud_AU-12_0081;fedramp_moderate_multi_cloud_AU-2_0058;fedramp_moderate_multi_cloud_AU-3_0059;fedramp_moderate_multi_cloud_AU-8_0074;fedramp_moderate_multi_cloud_CA-7_0093;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-9_0128;nist_800_53_rev5_multi_cloud_AC-2_4_0011;nist_800_53_rev5_multi_cloud_AC-3_10_0031;nist_800_53_rev5_multi_cloud_AC-3_1_0029;nist_800_53_rev5_multi_cloud_AC-3_1_0030;nist_800_53_rev5_multi_cloud_AC-4_26_0075;nist_800_53_rev5_multi_cloud_AC-6_9_0100;nist_800_53_rev5_multi_cloud_AU-10_1_0268;nist_800_53_rev5_multi_cloud_AU-10_2_0269;nist_800_53_rev5_multi_cloud_AU-10_3_0270;nist_800_53_rev5_multi_cloud_AU-10_4_0271;nist_800_53_rev5_multi_cloud_AU-10_5_0272;nist_800_53_rev5_multi_cloud_AU-12_1_0274;nist_800_53_rev5_multi_cloud_AU-12_2_0275;nist_800_53_rev5_multi_cloud_AU-12_3_0276;nist_800_53_rev5_multi_cloud_AU-12_4_0277;nist_800_53_rev5_multi_cloud_AU-14_3_0288;nist_800_53_rev5_multi_cloud_AU-16_1_0291;nist_800_53_rev5_multi_cloud_AU-16_2_0292;nist_800_53_rev5_multi_cloud_AU-16_3_0293;nist_800_53_rev5_multi_cloud_AU-4_1_0237;nist_800_53_rev5_multi_cloud_AU-4_1_0238;nist_800_53_rev5_multi_cloud_AU-7_1_0248;nist_800_53_rev5_multi_cloud_AU-7_1_0249;nist_800_53_rev5_multi_cloud_AU-9_7_0265;nist_800_53_rev5_multi_cloud_SI-4_17_1373;nist_800_53_rev5_multi_cloud_SI-4_20_1377;nist_800_53_rev5_multi_cloud_SI-4_2_1376
oci,oracle.compute.instance.port_sqlserver_exposed_to_internet,oracle.compute.instance.port_sqlserver_exposed_to_internet,compute,security,oci.core,oracle.compute.instance.port_sqlserver_exposed_to_internet,soc2_multi_cloud_cc_6_6_0012
oci,oracle.network.udp_internet_access_restricted,oracle.network.udp_internet_access_restricted,network,security,oci,oracle.network.udp_internet_access_restricted,soc2_multi_cloud_cc_6_6_0012
oci,aws_eks_kubelet_client_ca_file_check,aws_eks_kubelet_client_ca_file_check,unknown,security,oci,aws_eks_kubelet_client_ca_file_check,cis_oracle_oracle_3.2.3_0063
oci,oracle_monitoring_changes_to_vpcs_alarm_configured,oracle_monitoring_changes_to_vpcs_alarm_configured,unknown,security,oci,oracle_monitoring_changes_to_vpcs_alarm_configured,fedramp_moderate_multi_cloud_CA-7_1_0094;fedramp_moderate_multi_cloud_CA-7_4_0095;fedramp_moderate_multi_cloud_SI-2_2_0364;fedramp_moderate_multi_cloud_SI-2_3_0365;iso27001_2022_multi_cloud_A.12.4_0002;iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.16_0071;iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078;nist_800_53_rev5_multi_cloud_AU-14-a_0289;nist_800_53_rev5_multi_cloud_AU-14-b_0290;nist_800_53_rev5_multi_cloud_CA-7-a_0337;nist_800_53_rev5_multi_cloud_CA-7-b_0338;nist_800_53_rev5_multi_cloud_CA-7-c_0339;nist_800_53_rev5_multi_cloud_CA-7-d_0340;nist_800_53_rev5_multi_cloud_CA-7-e_0341;nist_800_53_rev5_multi_cloud_CA-7-f_0342;nist_800_53_rev5_multi_cloud_CA-7-g_0343;nist_800_53_rev5_multi_cloud_PM-31-a_0911;nist_800_53_rev5_multi_cloud_PM-31-b_0912;nist_800_53_rev5_multi_cloud_PM-31-c_0913;nist_800_53_rev5_multi_cloud_PM-31-d_0914;nist_800_53_rev5_multi_cloud_PM-31-e_0915;nist_800_53_rev5_multi_cloud_PM-31-f_0916;nist_800_53_rev5_multi_cloud_SI-2-a_1342
oci,"oracle.object.storage.bucket.cross.region.replication,.oracle.compute.ebs.public.snapshot,.oracle.database.instance.no.public.access,.oracle.oke.endpoints.not.publicly.accessible,.oracle.vcn.endpoint.for.ec2.enabled,.oracle.object.storage.account.level.public.access.blocks,.oracle.awslambda.function.not.publicly.accessible,.oracle.big.data.cluster.master.nodes.no.public.ip,.oracle.compute.instance.public.ip,.oracle.database.snapshots.public.access,.oracle.opensearch.service.domains.not.publicly.accessible,.oracle.autonomous.dw.cluster.public.access,.oracle.awslambda.function.inside.vpc,.oracle.compute.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.oracle.golden.gate.instance.no.public.access,.oracle.data.science.notebook.instance.without.direct.internet.access.configured,.oracle.os.management.managed.compliant.patching,.oracle.database.cluster.default.admin,.oracle.database.instance.default.admin","oracle.object.storage.bucket.cross.region.replication,.oracle.compute.ebs.public.snapshot,.oracle.database.instance.no.public.access,.oracle.oke.endpoints.not.publicly.accessible,.oracle.vcn.endpoint.for.ec2.enabled,.oracle.object.storage.account.level.public.access.blocks,.oracle.awslambda.function.not.publicly.accessible,.oracle.big.data.cluster.master.nodes.no.public.ip,.oracle.compute.instance.public.ip,.oracle.database.snapshots.public.access,.oracle.opensearch.service.domains.not.publicly.accessible,.oracle.autonomous.dw.cluster.public.access,.oracle.awslambda.function.inside.vpc,.oracle.compute.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.oracle.golden.gate.instance.no.public.access,.oracle.data.science.notebook.instance.without.direct.internet.access.configured,.oracle.os.management.managed.compliant.patching,.oracle.database.cluster.default.admin,.oracle.database.instance.default.admin",object,security,oci,"oracle.object.storage.bucket.cross.region.replication,.oracle.compute.ebs.public.snapshot,.oracle.database.instance.no.public.access,.oracle.oke.endpoints.not.publicly.accessible,.oracle.vcn.endpoint.for.ec2.enabled,.oracle.object.storage.account.level.public.access.blocks,.oracle.awslambda.function.not.publicly.accessible,.oracle.big.data.cluster.master.nodes.no.public.ip,.oracle.compute.instance.public.ip,.oracle.database.snapshots.public.access,.oracle.opensearch.service.domains.not.publicly.accessible,.oracle.autonomous.dw.cluster.public.access,.oracle.awslambda.function.inside.vpc,.oracle.compute.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.oracle.golden.gate.instance.no.public.access,.oracle.data.science.notebook.instance.without.direct.internet.access.configured,.oracle.os.management.managed.compliant.patching,.oracle.database.cluster.default.admin,.oracle.database.instance.default.admin",pci_dss_v4_multi_cloud_2.2.1_0020;pci_dss_v4_multi_cloud_2.2.3_0022;pci_dss_v4_multi_cloud_2.2.6_0025;pci_dss_v4_multi_cloud_2.2.7_0026
oci,oracle.monitoring.group.kms_encryption_enabled,oracle.monitoring.group.kms_encryption_enabled,monitoring,security,oci,oracle.monitoring.group.kms_encryption_enabled,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059;canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136;fedramp_moderate_multi_cloud_CP-9_0160;fedramp_moderate_multi_cloud_SC-13_0348;nist_800_53_rev5_multi_cloud_AU-9_3_0261;nist_800_53_rev5_multi_cloud_SC-28_1_1280;nist_800_53_rev5_multi_cloud_SC-8_3_1229;nist_800_53_rev5_multi_cloud_SC-8_4_1230;nist_800_53_rev5_multi_cloud_SI-19_4_1445
oci,oracle_monitoring_alarm_configured,oracle_monitoring_alarm_configured,unknown,security,oci,oracle_monitoring_alarm_configured,rbi_bank_multi_cloud_5.2_0020;rbi_nbfc_multi_cloud_3.2_0018
oci,oracle_backup_vaults_exist,oracle_backup_vaults_exist,unknown,security,oci,oracle_backup_vaults_exist,iso27001_2022_multi_cloud_A.8.13_0068
oci,aws_eks_cni_version_check,aws_eks_cni_version_check,unknown,security,oci,aws_eks_cni_version_check,cis_oracle_oracle_4.3.1_0076
oci,oracle.compute.securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,oracle.compute.securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,compute,security,oci.core,oracle.compute.securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,soc2_multi_cloud_cc_6_6_0012
oci,oracle_cloudtrail_object_storage_dataevents_write_enabled,oracle_cloudtrail_object_storage_dataevents_write_enabled,unknown,security,oci,oracle_cloudtrail_object_storage_dataevents_write_enabled,iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.16_0071
oci,oracle.elbv2.waf.acl.attached,oracle.elbv2.waf.acl.attached,elbv2,security,oci,oracle.elbv2.waf.acl.attached,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011
oci,oracle_identity_aws_attached_policy_no_administrative_privileges,oracle_identity_aws_attached_policy_no_administrative_privileges,unknown,security,oci,oracle_identity_aws_attached_policy_no_administrative_privileges,nist_800_53_rev5_multi_cloud_AC-5-b_0090;nist_800_53_rev5_multi_cloud_SC-25_1277
oci,oracle_opensearch_service_domains_fault_tolerant_master_nodes,oracle_opensearch_service_domains_fault_tolerant_master_nodes,unknown,security,oci,oracle_opensearch_service_domains_fault_tolerant_master_nodes,iso27001_2022_multi_cloud_A.8.14_0069
oci,oracle_vcn_network_acl_unused,oracle_vcn_network_acl_unused,unknown,security,oci,oracle_vcn_network_acl_unused,rbi_bank_multi_cloud_4.2_0017
oci,oracle.apigatewayv2.api_access_logging_enabled,oracle.apigatewayv2.api_access_logging_enabled,apigatewayv2,security,oci,oracle.apigatewayv2.api_access_logging_enabled,soc2_multi_cloud_cc_a_1_1_0021
oci,oracle_identity_policy_attached_only_to_group_or_roles,oracle_identity_policy_attached_only_to_group_or_roles,unknown,security,oci,oracle_identity_policy_attached_only_to_group_or_roles,iso27001_2022_multi_cloud_A.5.15_0011;iso27001_2022_multi_cloud_A.9.2_0097;iso27001_2022_multi_cloud_A.9.4_0099;nist_800_53_rev5_multi_cloud_CM-9-b_0428
oci,oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,unknown,security,oci,oracle_compute_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078
oci,oracle.codebuild.project_logging_enabled,oracle.codebuild.project_logging_enabled,codebuild,security,oci,oracle.codebuild.project_logging_enabled,soc2_multi_cloud_cc_a_1_1_0021
oci,oracle.certificates.certificates_expiration_check,oracle.certificates.certificates_expiration_check,certificates,security,oci,oracle.certificates.certificates_expiration_check,nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201
oci,oracle.identity.policy.no_administrative_privileges,oracle.identity.policy.no_administrative_privileges,identity,security,oci.identity,oracle.identity.policy.no_administrative_privileges,canada_pbmm_moderate_multi_cloud_CCCS_AC-5_0005;canada_pbmm_moderate_multi_cloud_CCCS_AC-6_0006;fedramp_moderate_multi_cloud_AC-5_0017;fedramp_moderate_multi_cloud_AC-6_0018;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-2_6_0013;nist_800_53_rev5_multi_cloud_AC-3_11_0032;nist_800_53_rev5_multi_cloud_AC-3_12_0033;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_14_0035;nist_800_53_rev5_multi_cloud_AC-3_15_0036;nist_800_53_rev5_multi_cloud_AC-3_15_0037;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_5_0051;nist_800_53_rev5_multi_cloud_AC-3_5_0052;nist_800_53_rev5_multi_cloud_AC-3_6_0053;nist_800_53_rev5_multi_cloud_AC-3_7_0054;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-3_9_0056;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-6_10_0092;nist_800_53_rev5_multi_cloud_AC-6_1_0091;nist_800_53_rev5_multi_cloud_AC-6_2_0093;nist_800_53_rev5_multi_cloud_AC-6_3_0094;nist_800_53_rev5_multi_cloud_AC-6_4_0095;nist_800_53_rev5_multi_cloud_AC-6_5_0096;nist_800_53_rev5_multi_cloud_AC-6_6_0097;nist_800_53_rev5_multi_cloud_AC-6_7_0098;nist_800_53_rev5_multi_cloud_AC-6_8_0099;nist_800_53_rev5_multi_cloud_MP-2_1_0704;nist_800_53_rev5_multi_cloud_MP-2_1_0705;nist_800_53_rev5_multi_cloud_MP-2_2_0706;nist_800_53_rev5_multi_cloud_MP-2_2_0707;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;soc2_multi_cloud_cc_1_3_0001;soc2_multi_cloud_cc_6_3_0011
oci,oracle.shield.advanced.protection.in.internet.facing.load.balancers,oracle.shield.advanced.protection.in.internet.facing.load.balancers,shield,security,oci,oracle.shield.advanced.protection.in.internet.facing.load.balancers,pci_dss_v4_multi_cloud_11.5.1.1_0175
oci,oracle.dns.key.sign_in_dnssec,oracle.dns.key.sign_in_dnssec,dns,security,oci,oracle.dns.key.sign_in_dnssec,soc2_multi_cloud_cc_6_7_0013
oci,oracle_stepfunctions_statemachine_logging_enabled,oracle_stepfunctions_statemachine_logging_enabled,unknown,security,oci,oracle_stepfunctions_statemachine_logging_enabled,iso27001_2022_multi_cloud_A.8.15_0070
oci,oracle.identity.policy.strong,oracle.identity.policy.strong,identity,security,oci.identity,oracle.identity.policy.strong,canada_pbmm_moderate_multi_cloud_CCCS_IA-2_0062;fedramp_moderate_multi_cloud_IA-2_0170
oci,oracle_account_security_contact_information_is_registered,oracle_account_security_contact_information_is_registered,unknown,security,oci,oracle_account_security_contact_information_is_registered,iso27001_2022_multi_cloud_A.5.5_0037
