csp,catalog_rule_id,service,category,compliance_ids,compliance_frameworks,gap_reason,suggested_rule_type,priority,notes
gcp,gcp.firestore.tables_pitr_enabled:gcp.firestore_document.data_protection_storage_security_table_encryption_at_rest_enabled,firestore,,"canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059;canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_2_0514,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_CP-9-a_0509,nist_800_53_rev5_multi_cloud_CP-9-b_0510,nist_800_53_rev5_multi_cloud_CP-9-c_0511,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SI-13_5_1426;fedramp_moderate_multi_cloud_CP-9_0160;fedramp_moderate_multi_cloud_CP-9_1_0161;fedramp_moderate_multi_cloud_CP-9_2_0162;fedramp_moderate_multi_cloud_CP-9_3_0163;fedramp_moderate_multi_cloud_CP-9_5_0164;fedramp_moderate_multi_cloud_CP-9_8_0165;nist_800_53_rev5_multi_cloud_CP-10_1_0513;nist_800_53_rev5_multi_cloud_CP-10_2_0514;nist_800_53_rev5_multi_cloud_CP-10_3_0515;nist_800_53_rev5_multi_cloud_CP-10_4_0516;nist_800_53_rev5_multi_cloud_CP-10_5_0517;nist_800_53_rev5_multi_cloud_CP-10_6_0518;nist_800_53_rev5_multi_cloud_CP-2_5_0457;nist_800_53_rev5_multi_cloud_CP-6_2_0483;nist_800_53_rev5_multi_cloud_CP-9-a_0509;nist_800_53_rev5_multi_cloud_CP-9-b_0510;nist_800_53_rev5_multi_cloud_CP-9-c_0511;nist_800_53_rev5_multi_cloud_SC-5_2_1189;nist_800_53_rev5_multi_cloud_SI-13_5_1426",canada_pbmm_moderate;fedramp_moderate_multi;nist_800_53,No config or CIEM rule found for gcp firestore service,config,medium,
gcp,gcp.functions.function.not_publicly_accessible,functions,,"canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013;canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013,canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132,fedramp_moderate_multi_cloud_AC-17_0034,fedramp_moderate_multi_cloud_AC-17_1_0035,fedramp_moderate_multi_cloud_AC-17_2_0036,fedramp_moderate_multi_cloud_AC-17_3_0037,fedramp_moderate_multi_cloud_AC-17_4_0038,fedramp_moderate_multi_cloud_SC-7_0332,fedramp_moderate_multi_cloud_SC-7_10_0338,fedramp_moderate_multi_cloud_SC-7_12_0339,fedramp_moderate_multi_cloud_SC-7_18_0340,fedramp_moderate_multi_cloud_SC-7_20_0341,fedramp_moderate_multi_cloud_SC-7_21_0342,fedramp_moderate_multi_cloud_SC-7_3_0333,fedramp_moderate_multi_cloud_SC-7_4_0334,fedramp_moderate_multi_cloud_SC-7_5_0335,fedramp_moderate_multi_cloud_SC-7_7_0336,fedramp_moderate_multi_cloud_SC-7_8_0337,nist_800_53_rev5_multi_cloud_AC-17-b_0152,nist_800_53_rev5_multi_cloud_AC-17_10_0141,nist_800_53_rev5_multi_cloud_AC-17_10_0142,nist_800_53_rev5_multi_cloud_AC-17_1_0140,nist_800_53_rev5_multi_cloud_AC-17_9_0150,nist_800_53_rev5_multi_cloud_AC-4_21_0070,nist_800_53_rev5_multi_cloud_SC-25_1277,nist_800_53_rev5_multi_cloud_SC-7-a_1224,nist_800_53_rev5_multi_cloud_SC-7-b_1225,nist_800_53_rev5_multi_cloud_SC-7-c_1226,nist_800_53_rev5_multi_cloud_SC-7_11_1196,nist_800_53_rev5_multi_cloud_SC-7_12_1197,nist_800_53_rev5_multi_cloud_SC-7_16_1201,nist_800_53_rev5_multi_cloud_SC-7_20_1207,nist_800_53_rev5_multi_cloud_SC-7_21_1208,nist_800_53_rev5_multi_cloud_SC-7_2_1206,nist_800_53_rev5_multi_cloud_SC-7_3_1217;canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132;fedramp_moderate_multi_cloud_AC-17_0034;fedramp_moderate_multi_cloud_AC-17_1_0035;fedramp_moderate_multi_cloud_AC-17_2_0036;fedramp_moderate_multi_cloud_AC-17_3_0037;fedramp_moderate_multi_cloud_AC-17_4_0038;fedramp_moderate_multi_cloud_SC-7_0332;fedramp_moderate_multi_cloud_SC-7_10_0338;fedramp_moderate_multi_cloud_SC-7_12_0339;fedramp_moderate_multi_cloud_SC-7_18_0340;fedramp_moderate_multi_cloud_SC-7_20_0341;fedramp_moderate_multi_cloud_SC-7_21_0342;fedramp_moderate_multi_cloud_SC-7_3_0333;fedramp_moderate_multi_cloud_SC-7_4_0334;fedramp_moderate_multi_cloud_SC-7_5_0335;fedramp_moderate_multi_cloud_SC-7_7_0336;fedramp_moderate_multi_cloud_SC-7_8_0337;nist_800_53_rev5_multi_cloud_AC-17-b_0152;nist_800_53_rev5_multi_cloud_AC-17_10_0141;nist_800_53_rev5_multi_cloud_AC-17_10_0142;nist_800_53_rev5_multi_cloud_AC-17_1_0140;nist_800_53_rev5_multi_cloud_AC-17_9_0150;nist_800_53_rev5_multi_cloud_AC-4_21_0070;nist_800_53_rev5_multi_cloud_SC-25_1277;nist_800_53_rev5_multi_cloud_SC-7-a_1224;nist_800_53_rev5_multi_cloud_SC-7-b_1225;nist_800_53_rev5_multi_cloud_SC-7-c_1226;nist_800_53_rev5_multi_cloud_SC-7_11_1196;nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201;nist_800_53_rev5_multi_cloud_SC-7_20_1207;nist_800_53_rev5_multi_cloud_SC-7_21_1208;nist_800_53_rev5_multi_cloud_SC-7_2_1206;nist_800_53_rev5_multi_cloud_SC-7_3_1217",canada_pbmm_moderate;fedramp_moderate_multi;nist_800_53,No config or CIEM rule found for gcp functions service,config,medium,
gcp,gcp.functions.function.url_public,functions,,"canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013;canada_pbmm_moderate_multi_cloud_CCCS_AC-17_0013,canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132,fedramp_moderate_multi_cloud_AC-17_0034,fedramp_moderate_multi_cloud_AC-17_1_0035,fedramp_moderate_multi_cloud_AC-17_2_0036,fedramp_moderate_multi_cloud_AC-17_3_0037,fedramp_moderate_multi_cloud_AC-17_4_0038,fedramp_moderate_multi_cloud_SC-7_0332,fedramp_moderate_multi_cloud_SC-7_10_0338,fedramp_moderate_multi_cloud_SC-7_12_0339,fedramp_moderate_multi_cloud_SC-7_18_0340,fedramp_moderate_multi_cloud_SC-7_20_0341,fedramp_moderate_multi_cloud_SC-7_21_0342,fedramp_moderate_multi_cloud_SC-7_3_0333,fedramp_moderate_multi_cloud_SC-7_4_0334,fedramp_moderate_multi_cloud_SC-7_5_0335,fedramp_moderate_multi_cloud_SC-7_7_0336,fedramp_moderate_multi_cloud_SC-7_8_0337,nist_800_53_rev5_multi_cloud_AC-17-b_0152,nist_800_53_rev5_multi_cloud_AC-17_10_0141,nist_800_53_rev5_multi_cloud_AC-17_10_0142,nist_800_53_rev5_multi_cloud_AC-17_1_0140,nist_800_53_rev5_multi_cloud_AC-17_9_0150,nist_800_53_rev5_multi_cloud_AC-4_21_0070,nist_800_53_rev5_multi_cloud_SC-25_1277,nist_800_53_rev5_multi_cloud_SC-7-a_1224,nist_800_53_rev5_multi_cloud_SC-7-b_1225,nist_800_53_rev5_multi_cloud_SC-7-c_1226,nist_800_53_rev5_multi_cloud_SC-7_11_1196,nist_800_53_rev5_multi_cloud_SC-7_12_1197,nist_800_53_rev5_multi_cloud_SC-7_16_1201,nist_800_53_rev5_multi_cloud_SC-7_20_1207,nist_800_53_rev5_multi_cloud_SC-7_21_1208,nist_800_53_rev5_multi_cloud_SC-7_25_1212,nist_800_53_rev5_multi_cloud_SC-7_26_1213,nist_800_53_rev5_multi_cloud_SC-7_27_1214,nist_800_53_rev5_multi_cloud_SC-7_28_1215,nist_800_53_rev5_multi_cloud_SC-7_2_1206,nist_800_53_rev5_multi_cloud_SC-7_3_1217,nist_800_53_rev5_multi_cloud_SC-7_7_1221;canada_pbmm_moderate_multi_cloud_CCCS_SC-7_0132;fedramp_moderate_multi_cloud_AC-17_0034;fedramp_moderate_multi_cloud_AC-17_1_0035;fedramp_moderate_multi_cloud_AC-17_2_0036;fedramp_moderate_multi_cloud_AC-17_3_0037;fedramp_moderate_multi_cloud_AC-17_4_0038;fedramp_moderate_multi_cloud_SC-7_0332;fedramp_moderate_multi_cloud_SC-7_10_0338;fedramp_moderate_multi_cloud_SC-7_12_0339;fedramp_moderate_multi_cloud_SC-7_18_0340;fedramp_moderate_multi_cloud_SC-7_20_0341;fedramp_moderate_multi_cloud_SC-7_21_0342;fedramp_moderate_multi_cloud_SC-7_3_0333;fedramp_moderate_multi_cloud_SC-7_4_0334;fedramp_moderate_multi_cloud_SC-7_5_0335;fedramp_moderate_multi_cloud_SC-7_7_0336;fedramp_moderate_multi_cloud_SC-7_8_0337;nist_800_53_rev5_multi_cloud_AC-17-b_0152;nist_800_53_rev5_multi_cloud_AC-17_10_0141;nist_800_53_rev5_multi_cloud_AC-17_10_0142;nist_800_53_rev5_multi_cloud_AC-17_1_0140;nist_800_53_rev5_multi_cloud_AC-17_9_0150;nist_800_53_rev5_multi_cloud_AC-4_21_0070;nist_800_53_rev5_multi_cloud_SC-25_1277;nist_800_53_rev5_multi_cloud_SC-7-a_1224;nist_800_53_rev5_multi_cloud_SC-7-b_1225;nist_800_53_rev5_multi_cloud_SC-7-c_1226;nist_800_53_rev5_multi_cloud_SC-7_11_1196;nist_800_53_rev5_multi_cloud_SC-7_12_1197;nist_800_53_rev5_multi_cloud_SC-7_16_1201;nist_800_53_rev5_multi_cloud_SC-7_20_1207;nist_800_53_rev5_multi_cloud_SC-7_21_1208;nist_800_53_rev5_multi_cloud_SC-7_25_1212;nist_800_53_rev5_multi_cloud_SC-7_26_1213;nist_800_53_rev5_multi_cloud_SC-7_27_1214;nist_800_53_rev5_multi_cloud_SC-7_28_1215;nist_800_53_rev5_multi_cloud_SC-7_2_1206;nist_800_53_rev5_multi_cloud_SC-7_3_1217;nist_800_53_rev5_multi_cloud_SC-7_7_1221",canada_pbmm_moderate;fedramp_moderate_multi;nist_800_53,No config or CIEM rule found for gcp functions service,config,medium,
gcp,gcp.gcr.container_scanning_enabled:gcp.gcr.container_scanning_enabled,gcr,,"soc2_multi_cloud_cc_3_1_0003;soc2_multi_cloud_cc_3_1_0003,soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_3_2_0004",soc2_multi_cloud,No config or CIEM rule found for gcp gcr service,config,medium,
gcp,gcp.gke.cluster.abac.status.check,gke,cis_control,cis_gcp_gcp_5.8.3_0060,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.alpha.features.disabled.for.production,gke,cis_control,cis_gcp_gcp_5.10.2_0064,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.and.nodepool.workload.identity.enforced,gke,cis_control,cis_gcp_gcp_5.2.2_0039,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.autoscaling_enabled:gcp.gke_cluster.containers_kubernetes_security_cluster_secrets_encryption_kms_enabled,gke,,soc2_multi_cloud_a1_1_0024,soc2_multi_cloud,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.binary.authorization.enforced,gke,cis_control,cis_gcp_gcp_5.10.4_0066,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.client.certificate.authentication.disabled,gke,cis_control,cis_gcp_gcp_5.8.1_0058,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.control.plane.authorized.networks.check,gke,cis_control,cis_gcp_gcp_5.4.2_0151,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.intranode.visibility.and.vpc.flow.logs.enabled,gke,cis_control,cis_gcp_gcp_5.6.1_0049,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.kubernetes.dashboard.disabled,gke,cis_control,cis_gcp_gcp_5.10.1_0063,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.master.authorized.networks.enabled,gke,cis_control,cis_gcp_gcp_5.6.3_0051,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.private.endpoint.and.public.access.disabled,gke,cis_control,"cis_gcp_gcp_5.4.3_0152;cis_gcp_gcp_5.4.3_0152,cis_gcp_gcp_5.6.4_0052;cis_gcp_gcp_5.6.4_0052",cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.private.nodes.check,gke,cis_control,cis_gcp_gcp_5.4.4_0153,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.private.nodes.enabled,gke,cis_control,cis_gcp_gcp_5.6.5_0053,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.private_endpoint_and_public_access_disabled:gcp.gke_cluster.containers_kubernetes_security_cluster_private_control_plane_endpoint_enabled,gke,,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046;canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049;canada_pbmm_moderate_multi_cloud_CCCS_IA-4_0064;canada_pbmm_moderate_multi_cloud_CCCS_IA-5_0065;canada_pbmm_moderate_multi_cloud_CCCS_MA-4_0080;cis_gcp_gcp_5.4.3_0152;cis_gcp_gcp_5.6.4_0052;fedramp_moderate_multi_cloud_CM-12_0131;fedramp_moderate_multi_cloud_CM-12_1_0132;fedramp_moderate_multi_cloud_CM-6_0116;fedramp_moderate_multi_cloud_CM-6_1_0117;fedramp_moderate_multi_cloud_CM-6_2_0118;fedramp_moderate_multi_cloud_CM-9_0128;fedramp_moderate_multi_cloud_IA-4_0178;fedramp_moderate_multi_cloud_IA-4_4_0179;fedramp_moderate_multi_cloud_IA-5_0180;fedramp_moderate_multi_cloud_IA-5_13_0186;fedramp_moderate_multi_cloud_IA-5_1_0181;fedramp_moderate_multi_cloud_IA-5_2_0182;fedramp_moderate_multi_cloud_IA-5_6_0183;fedramp_moderate_multi_cloud_IA-5_7_0184;fedramp_moderate_multi_cloud_IA-5_8_0185;fedramp_moderate_multi_cloud_MA-4_0230;fedramp_moderate_multi_cloud_MA-4_3_0231;gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_3_i_0004;hipaa_multi_cloud_164_312_a_1_0022;hipaa_multi_cloud_164_312_c_1_0027;hipaa_multi_cloud_164_312_c_2_0028;hipaa_multi_cloud_164_312_e_1_0030;iso27001_2022_multi_cloud_A.8.1_0064;nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005;nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011;nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023;nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020;nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024;nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026;nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039;nist_800_53_rev5_multi_cloud_AC-24_2_0188;nist_800_53_rev5_multi_cloud_AC-2_1_0004;nist_800_53_rev5_multi_cloud_AC-2_3_0010;nist_800_53_rev5_multi_cloud_AC-3_13_0034;nist_800_53_rev5_multi_cloud_AC-3_3_0040;nist_800_53_rev5_multi_cloud_AC-3_3_0041;nist_800_53_rev5_multi_cloud_AC-3_3_0042;nist_800_53_rev5_multi_cloud_AC-3_3_0043;nist_800_53_rev5_multi_cloud_AC-3_3_0044;nist_800_53_rev5_multi_cloud_AC-3_3_0045;nist_800_53_rev5_multi_cloud_AC-3_4_0046;nist_800_53_rev5_multi_cloud_AC-3_4_0047;nist_800_53_rev5_multi_cloud_AC-3_4_0048;nist_800_53_rev5_multi_cloud_AC-3_4_0049;nist_800_53_rev5_multi_cloud_AC-3_4_0050;nist_800_53_rev5_multi_cloud_AC-3_8_0055;nist_800_53_rev5_multi_cloud_AC-4_28_0077;nist_800_53_rev5_multi_cloud_AC-7_4_0104;nist_800_53_rev5_multi_cloud_CM-12-b_0445;nist_800_53_rev5_multi_cloud_CM-6-a_0397;nist_800_53_rev5_multi_cloud_CM-9-b_0428;nist_800_53_rev5_multi_cloud_IA-4-d_0545;nist_800_53_rev5_multi_cloud_IA-5-a_0572;nist_800_53_rev5_multi_cloud_IA-5-b_0573;nist_800_53_rev5_multi_cloud_IA-5-c_0574;nist_800_53_rev5_multi_cloud_IA-5-d_0575;nist_800_53_rev5_multi_cloud_IA-5-e_0576;nist_800_53_rev5_multi_cloud_IA-5-f_0577;nist_800_53_rev5_multi_cloud_IA-5-g_0578;nist_800_53_rev5_multi_cloud_IA-5-h_0579;nist_800_53_rev5_multi_cloud_IA-5-i_0580;nist_800_53_rev5_multi_cloud_IA-5_10_0551;nist_800_53_rev5_multi_cloud_IA-5_11_0552;nist_800_53_rev5_multi_cloud_IA-5_12_0553;nist_800_53_rev5_multi_cloud_IA-5_13_0554;nist_800_53_rev5_multi_cloud_IA-5_14_0555;nist_800_53_rev5_multi_cloud_IA-5_15_0556;nist_800_53_rev5_multi_cloud_IA-5_16_0557;nist_800_53_rev5_multi_cloud_IA-5_17_0558;nist_800_53_rev5_multi_cloud_IA-5_18_0559;nist_800_53_rev5_multi_cloud_IA-5_1_0546;nist_800_53_rev5_multi_cloud_IA-5_1_0547;nist_800_53_rev5_multi_cloud_IA-5_1_0548;nist_800_53_rev5_multi_cloud_IA-5_1_0549;nist_800_53_rev5_multi_cloud_IA-5_1_0550;nist_800_53_rev5_multi_cloud_IA-5_2_0560;nist_800_53_rev5_multi_cloud_IA-5_2_0561;nist_800_53_rev5_multi_cloud_IA-5_2_0562;nist_800_53_rev5_multi_cloud_IA-5_2_0563;nist_800_53_rev5_multi_cloud_IA-5_3_0564;nist_800_53_rev5_multi_cloud_IA-5_4_0565;nist_800_53_rev5_multi_cloud_IA-5_4_0566;nist_800_53_rev5_multi_cloud_IA-5_5_0567;nist_800_53_rev5_multi_cloud_IA-5_6_0568;nist_800_53_rev5_multi_cloud_IA-5_7_0569;nist_800_53_rev5_multi_cloud_IA-5_9_0571;nist_800_53_rev5_multi_cloud_MA-4-c_0684;nist_800_53_rev5_multi_cloud_SC-23_3_1272;nist_800_53_rev5_multi_cloud_SC-23_3_1273;pci_dss_v4_multi_cloud_11.5.1.1_0175;soc2_multi_cloud_cc_6_2_0010,canada_pbmm_moderate;cis_gcp_gcp;fedramp_moderate_multi;gdpr_multi_cloud;hipaa_multi_cloud;iso27001_2022_multi;nist_800_171;nist_800_53;pci_dss_v4;soc2_multi_cloud,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.release.channel.regular.or.stable,gke,cis_control,cis_gcp_gcp_5.5.4_0045,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.role.cluster.admin.restrictions,gke,cis_control,cis_gcp_gcp_4.1.1_0014,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.security.posture.config.mode,gke,cis_control,cis_gcp_gcp_5.10.5_0067,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.shielded.nodes.enabled,gke,cis_control,cis_gcp_gcp_5.5.5_0046,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.system.masters.group.absence,gke,cis_control,cis_gcp_gcp_4.1.6_0019,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.cluster.vpc.native.alias.ip.enabled,gke,cis_control,cis_gcp_gcp_5.6.2_0050,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.ingress.google.managed.ssl.certificates.compliance,gke,cis_control,cis_gcp_gcp_5.4.5_0154,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.ingress.google.managed.ssl.certificates.enabled,gke,cis_control,cis_gcp_gcp_5.6.7_0055,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.kubernetes.rbac.privilege.escalation.permissions,gke,cis_control,cis_gcp_gcp_4.1.7_0020,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.kubernetes.secrets.rbac.minimal.access,gke,cis_control,cis_gcp_gcp_4.1.2_0015,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.namespace.administrative.boundary.enforced,gke,cis_control,cis_gcp_gcp_4.6.1_0030,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.namespace.pod.security.baseline.enforcement.check,gke,cis_control,cis_gcp_gcp_4.2.1_0024,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.node.pool.auto.repair.status.check,gke,cis_control,cis_gcp_gcp_5.5.2_0043,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.node.pool.auto.upgrade.status.check,gke,cis_control,cis_gcp_gcp_5.5.3_0044,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.node.pool.gke.sandbox.enabled,gke,cis_control,cis_gcp_gcp_5.10.3_0065,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.node.pool.image.type.cos.containerd.check,gke,cis_control,cis_gcp_gcp_5.5.1_0042,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.node.pool.service.account.privilege.check,gke,cis_control,cis_gcp_gcp_5.2.1_0038,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.nodepool.metadata.server.enabled,gke,cis_control,cis_gcp_gcp_5.4.1_0041,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.persistent.disk.cmek.enforcement,gke,cis_control,cis_gcp_gcp_5.9.1_0061,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.pod.service.account.token.mount.check,gke,cis_control,cis_gcp_gcp_4.1.5_0018,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.rbac.no.system.anonymous.bindings,gke,cis_control,cis_gcp_gcp_4.1.8_0021,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.rbac.nondefault.unauthenticated.bindings.absent,gke,cis_control,cis_gcp_gcp_4.1.9_0022,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.gke.workload.secrets.as.env.var.detection,gke,cis_control,cis_gcp_gcp_4.4.1_0027,cis_gcp_gcp,No config or CIEM rule found for gcp gke service,config,medium,
gcp,gcp.iam.audit_logs_enabled:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"iso27001_2022_multi_cloud_A.8.16_0071;iso27001_2022_multi_cloud_A.8.16_0071,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_a_1_1_0021;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_a_1_1_0021",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.cloud_asset_inventory_enabled:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"iso27001_2022_multi_cloud_A.5.19_0015;iso27001_2022_multi_cloud_A.5.19_0015,iso27001_2022_multi_cloud_A.5.1_0005,iso27001_2022_multi_cloud_A.5.21_0018,iso27001_2022_multi_cloud_A.5.25_0022,iso27001_2022_multi_cloud_A.5.28_0025,iso27001_2022_multi_cloud_A.5.29_0026,iso27001_2022_multi_cloud_A.8.7_0094,iso27001_2022_multi_cloud_A.8.9_0096,soc2_multi_cloud_cc_1_3_0001,soc2_multi_cloud_cc_3_4_0006,soc2_multi_cloud_cc_4_2_0007,soc2_multi_cloud_cc_6_8_0014,soc2_multi_cloud_cc_7_1_0015,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_8_1_0020;iso27001_2022_multi_cloud_A.5.1_0005;iso27001_2022_multi_cloud_A.5.21_0018;iso27001_2022_multi_cloud_A.5.25_0022;iso27001_2022_multi_cloud_A.5.28_0025;iso27001_2022_multi_cloud_A.5.29_0026;iso27001_2022_multi_cloud_A.8.7_0094;iso27001_2022_multi_cloud_A.8.9_0096;soc2_multi_cloud_cc_1_3_0001;soc2_multi_cloud_cc_3_4_0006;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_1_0015;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_8_1_0020",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.console_mfa_enabled:gcp.iam_role.identity_access_security_role_trust_principals_allowlist_only,iam,,"cisa_ce_v1_multi_cloud_Booting_Up-2_0010;cisa_ce_v1_multi_cloud_Booting_Up-2_0010,cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013;cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013",cisa_ce_v1,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.gke.service.account.read.only.image.repo.access,iam,cis_control,cis_gcp_gcp_5.1.3_0036,cis_gcp_gcp,No config or CIEM rule found for gcp iam service,config,medium,
gcp,gcp.iam.group.has_users:gcp.iam_group.identity_access_security_rbac_group_no_inline_policies,iam,,cisa_ce_v1_multi_cloud_Your_Surroundings-2_0014,cisa_ce_v1,No config or CIEM rule found for gcp iam service,config,medium,
