rule_id,service,resource,scope,template_id
aws.rds.parameter_group.require_ssl,rds,parameter_group,db.parameter_group,db.security.parameter_group.require_ssl
aws.redshift.subnet_group.private_subnets_only,redshift,subnet_group,db.subnet_group,db.security.subnet_group.private_subnets_only
aws.rds.subnet_group.private_subnets_only,rds,subnet_group,db.subnet_group,db.security.subnet_group.private_subnets_only
aws.timestream.table.deletion_protection_enabled,timestream,table,db.instance,db.security.instance.deletion_protection_enabled
aws.timestream.database.deletion_protection_enabled,timestream,database,db.instance,db.security.instance.deletion_protection_enabled
aws.rds.instance.deletion_protection_enabled,rds,instance,db.instance,db.security.instance.deletion_protection_enabled
aws.rds.cluster.deletion_protection_enabled,rds,cluster,db.instance,db.security.instance.deletion_protection_enabled
aws.neptune.instance.deletion_protection_enabled,neptune,instance,db.instance,db.security.instance.deletion_protection_enabled
aws.neptune.cluster.deletion_protection_enabled,neptune,cluster,db.instance,db.security.instance.deletion_protection_enabled
aws.elasticache.node.deletion_protection_enabled,elasticache,node,db.instance,db.security.instance.deletion_protection_enabled
aws.elasticache.cluster.deletion_protection_enabled,elasticache,cluster,db.instance,db.security.instance.deletion_protection_enabled
aws.documentdb.instance.deletion_protection_enabled,documentdb,instance,db.instance,db.security.instance.deletion_protection_enabled
aws.documentdb.cluster.deletion_protection_enabled,documentdb,cluster,db.instance,db.security.instance.deletion_protection_enabled
aws.timestream.table.iam_or_managed_identity_auth_enabled_where_supported,timestream,table,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.timestream.database.iam_or_managed_identity_auth_enabled_where_supported,timestream,database,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.rds.instance.iam_or_managed_identity_auth_enabled_where_supported,rds,instance,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.rds.cluster.iam_or_managed_identity_auth_enabled_where_supported,rds,cluster,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.neptune.instance.iam_or_managed_identity_auth_enabled_where_supported,neptune,instance,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.neptune.cluster.iam_or_managed_identity_auth_enabled_where_supported,neptune,cluster,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.elasticache.node.iam_or_managed_identity_auth_enabled_where_supported,elasticache,node,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.elasticache.cluster.iam_or_managed_identity_auth_enabled_where_supported,elasticache,cluster,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.documentdb.instance.iam_or_managed_identity_auth_enabled_where_supported,documentdb,instance,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.documentdb.cluster.iam_or_managed_identity_auth_enabled_where_supported,documentdb,cluster,db.instance,db.security.instance.iam_or_managed_identity_auth_enabled_where_supported
aws.timestream.table.require_tls_in_transit,timestream,table,db.instance,db.security.instance.require_tls_in_transit
aws.timestream.database.require_tls_in_transit,timestream,database,db.instance,db.security.instance.require_tls_in_transit
aws.rds.instance.require_tls_in_transit,rds,instance,db.instance,db.security.instance.require_tls_in_transit
aws.rds.cluster.require_tls_in_transit,rds,cluster,db.instance,db.security.instance.require_tls_in_transit
aws.neptune.instance.require_tls_in_transit,neptune,instance,db.instance,db.security.instance.require_tls_in_transit
aws.neptune.cluster.require_tls_in_transit,neptune,cluster,db.instance,db.security.instance.require_tls_in_transit
aws.elasticache.node.require_tls_in_transit,elasticache,node,db.instance,db.security.instance.require_tls_in_transit
aws.elasticache.cluster.require_tls_in_transit,elasticache,cluster,db.instance,db.security.instance.require_tls_in_transit
aws.documentdb.instance.require_tls_in_transit,documentdb,instance,db.instance,db.security.instance.require_tls_in_transit
aws.documentdb.cluster.require_tls_in_transit,documentdb,cluster,db.instance,db.security.instance.require_tls_in_transit
aws.timestream.table.encryption_at_rest_enabled,timestream,table,db.instance,db.security.instance.encryption_at_rest_enabled
aws.timestream.database.encryption_at_rest_enabled,timestream,database,db.instance,db.security.instance.encryption_at_rest_enabled
aws.rds.instance.encryption_at_rest_enabled,rds,instance,db.instance,db.security.instance.encryption_at_rest_enabled
aws.rds.cluster.encryption_at_rest_enabled,rds,cluster,db.instance,db.security.instance.encryption_at_rest_enabled
aws.neptune.instance.encryption_at_rest_enabled,neptune,instance,db.instance,db.security.instance.encryption_at_rest_enabled
aws.neptune.cluster.encryption_at_rest_enabled,neptune,cluster,db.instance,db.security.instance.encryption_at_rest_enabled
aws.elasticache.node.encryption_at_rest_enabled,elasticache,node,db.instance,db.security.instance.encryption_at_rest_enabled
aws.elasticache.cluster.encryption_at_rest_enabled,elasticache,cluster,db.instance,db.security.instance.encryption_at_rest_enabled
aws.documentdb.instance.encryption_at_rest_enabled,documentdb,instance,db.instance,db.security.instance.encryption_at_rest_enabled
aws.documentdb.cluster.encryption_at_rest_enabled,documentdb,cluster,db.instance,db.security.instance.encryption_at_rest_enabled
aws.timestream.table.public_access_disabled,timestream,table,db.instance,db.security.instance.public_access_disabled
aws.timestream.database.public_access_disabled,timestream,database,db.instance,db.security.instance.public_access_disabled
aws.rds.instance.public_access_disabled,rds,instance,db.instance,db.security.instance.public_access_disabled
aws.rds.cluster.public_access_disabled,rds,cluster,db.instance,db.security.instance.public_access_disabled
aws.neptune.instance.public_access_disabled,neptune,instance,db.instance,db.security.instance.public_access_disabled
aws.neptune.cluster.public_access_disabled,neptune,cluster,db.instance,db.security.instance.public_access_disabled
aws.elasticache.node.public_access_disabled,elasticache,node,db.instance,db.security.instance.public_access_disabled
aws.elasticache.cluster.public_access_disabled,elasticache,cluster,db.instance,db.security.instance.public_access_disabled
aws.documentdb.instance.public_access_disabled,documentdb,instance,db.instance,db.security.instance.public_access_disabled
aws.documentdb.cluster.public_access_disabled,documentdb,cluster,db.instance,db.security.instance.public_access_disabled
aws.redshift.cluster.minor_version_auto_upgrade_enabled,redshift,cluster,db.cluster,db.security.cluster.minor_version_auto_upgrade_enabled
aws.rds.cluster.minor_version_auto_upgrade_enabled,rds,cluster,db.cluster,db.security.cluster.minor_version_auto_upgrade_enabled
aws.neptune.cluster.minor_version_auto_upgrade_enabled,neptune,cluster,db.cluster,db.security.cluster.minor_version_auto_upgrade_enabled
aws.elasticache.cluster.minor_version_auto_upgrade_enabled,elasticache,cluster,db.cluster,db.security.cluster.minor_version_auto_upgrade_enabled
aws.documentdb.cluster.minor_version_auto_upgrade_enabled,documentdb,cluster,db.cluster,db.security.cluster.minor_version_auto_upgrade_enabled
aws.redshift.cluster.audit_logging_enabled,redshift,cluster,db.cluster,db.security.cluster.audit_logging_enabled
aws.rds.cluster.audit_logging_enabled,rds,cluster,db.cluster,db.security.cluster.audit_logging_enabled
aws.neptune.cluster.audit_logging_enabled,neptune,cluster,db.cluster,db.security.cluster.audit_logging_enabled
aws.elasticache.cluster.audit_logging_enabled,elasticache,cluster,db.cluster,db.security.cluster.audit_logging_enabled
aws.documentdb.cluster.audit_logging_enabled,documentdb,cluster,db.cluster,db.security.cluster.audit_logging_enabled
aws.redshift.cluster.deletion_protection_enabled,redshift,cluster,db.cluster,db.security.cluster.deletion_protection_enabled
aws.rds.cluster.deletion_protection_enabled,rds,cluster,db.cluster,db.security.cluster.deletion_protection_enabled
aws.neptune.cluster.deletion_protection_enabled,neptune,cluster,db.cluster,db.security.cluster.deletion_protection_enabled
aws.elasticache.cluster.deletion_protection_enabled,elasticache,cluster,db.cluster,db.security.cluster.deletion_protection_enabled
aws.documentdb.cluster.deletion_protection_enabled,documentdb,cluster,db.cluster,db.security.cluster.deletion_protection_enabled
aws.redshift.cluster.private_networking_enforced,redshift,cluster,db.cluster,db.security.cluster.private_networking_enforced
aws.rds.cluster.private_networking_enforced,rds,cluster,db.cluster,db.security.cluster.private_networking_enforced
aws.neptune.cluster.private_networking_enforced,neptune,cluster,db.cluster,db.security.cluster.private_networking_enforced
aws.elasticache.cluster.private_networking_enforced,elasticache,cluster,db.cluster,db.security.cluster.private_networking_enforced
aws.documentdb.cluster.private_networking_enforced,documentdb,cluster,db.cluster,db.security.cluster.private_networking_enforced
aws.redshift.cluster.encryption_at_rest_cmek,redshift,cluster,db.cluster,db.security.cluster.encryption_at_rest_cmek
aws.rds.cluster.encryption_at_rest_cmek,rds,cluster,db.cluster,db.security.cluster.encryption_at_rest_cmek
aws.neptune.cluster.encryption_at_rest_cmek,neptune,cluster,db.cluster,db.security.cluster.encryption_at_rest_cmek
aws.elasticache.cluster.encryption_at_rest_cmek,elasticache,cluster,db.cluster,db.security.cluster.encryption_at_rest_cmek
aws.documentdb.cluster.encryption_at_rest_cmek,documentdb,cluster,db.cluster,db.security.cluster.encryption_at_rest_cmek
aws.redshift.hsm_client_certificate.trusted_issuer,redshift,hsm_client_certificate,warehouse.hsm_client_certificate,data_warehouse.security.hsm_client_cert.trusted_issuer
aws.redshift.hsm_client_certificate.key_length_minimum,redshift,hsm_client_certificate,warehouse.hsm_client_certificate,data_warehouse.security.hsm_client_cert.key_length_minimum
aws.redshift.hsm_client_certificate.not_expired,redshift,hsm_client_certificate,warehouse.hsm_client_certificate,data_warehouse.security.hsm_client_cert.not_expired
aws.redshift.hsm_configuration.keys_in_hsm_only,redshift,hsm_configuration,warehouse.hsm_configuration,data_warehouse.security.hsm.keys_in_hsm_only
aws.redshift.hsm_configuration.only_approved_hsm_endpoints,redshift,hsm_configuration,warehouse.hsm_configuration,data_warehouse.security.hsm.only_approved_hsm_endpoints
aws.redshift.hsm_configuration.configuration_present,redshift,hsm_configuration,warehouse.hsm_configuration,data_warehouse.security.hsm.configuration_present
aws.redshift.snapshot.cross_region_copy_encrypted,redshift,snapshot,warehouse.snapshot,data_warehouse.security.snapshot.cross_region_copy_encrypted
aws.redshift.snapshot.not_publicly_shared,redshift,snapshot,warehouse.snapshot,data_warehouse.security.snapshot.not_publicly_shared
aws.redshift.snapshot.encrypted_at_rest_cmek,redshift,snapshot,warehouse.snapshot,data_warehouse.security.snapshot.encrypted_at_rest_cmek
aws.redshift.subnet_group.private_subnets_only,redshift,subnet_group,warehouse.subnet_group,data_warehouse.security.subnet_group.private_subnets_only
aws.redshift.event_subscription.cross_account_sharing_restricted,redshift,event_subscription,warehouse.event_subscription,data_warehouse.security.event_subscription.cross_account_sharing_restricted
aws.redshift.event_subscription.destination_least_privilege,redshift,event_subscription,warehouse.event_subscription,data_warehouse.security.event_subscription.destination_least_privilege
aws.redshift.event_subscription.destination_encrypted,redshift,event_subscription,warehouse.event_subscription,data_warehouse.security.event_subscription.destination_encrypted
aws.redshift.parameter_group.logging_enabled_where_supported,redshift,parameter_group,warehouse.parameter_group,data_warehouse.security.parameter_group.logging_enabled_where_supported
aws.redshift.parameter_group.require_ssl,redshift,parameter_group,warehouse.parameter_group,data_warehouse.security.parameter_group.require_ssl
aws.redshift.security_group.egress_restricted,redshift,security_group,warehouse.security_group_egress,data_warehouse.security.sg_egress.egress_restricted
aws.redshift.security_group.only_required_ports,redshift,security_group,warehouse.security_group_ingress,data_warehouse.security.sg_ingress.only_required_ports
aws.redshift.security_group.no_0_0_0_0,redshift,security_group,warehouse.security_group_ingress,data_warehouse.security.sg_ingress.no_0_0_0_0
aws.redshift.security_group.egress_restricted,redshift,security_group,warehouse.security_group,data_warehouse.security.sg.egress_restricted
aws.redshift.security_group.only_required_ports_open,redshift,security_group,warehouse.security_group,data_warehouse.security.sg.only_required_ports_open
aws.redshift.security_group.no_0_0_0_0_ingress,redshift,security_group,warehouse.security_group,data_warehouse.security.sg.no_0_0_0_0_ingress
aws.redshift.endpoint_authorization.no_anonymous_access,redshift,endpoint_authorization,warehouse.endpoint_authorization,data_warehouse.security.endpoint_authz.no_anonymous_access
aws.redshift.endpoint_authorization.rbac_least_privilege,redshift,endpoint_authorization,warehouse.endpoint_authorization,data_warehouse.security.endpoint_authz.rbac_least_privilege
aws.redshift.endpoint_access.tls_required,redshift,endpoint_access,warehouse.endpoint_access,data_warehouse.security.endpoint_access.tls_required
aws.redshift.endpoint_access.allowed_cidrs_minimized,redshift,endpoint_access,warehouse.endpoint_access,data_warehouse.security.endpoint_access.allowed_cidrs_minimized
aws.redshift.endpoint_access.private_only,redshift,endpoint_access,warehouse.endpoint_access,data_warehouse.security.endpoint_access.private_only
aws.redshift.cluster.admin_access_least_privilege,redshift,cluster,warehouse.cluster,data_warehouse.security.cluster.admin_access_least_privilege
aws.redshift.cluster.tls_min_1_2_enforced,redshift,cluster,warehouse.cluster,data_warehouse.security.cluster.tls_min_1_2_enforced
aws.redshift.cluster.audit_logging_enabled,redshift,cluster,warehouse.cluster,data_warehouse.security.cluster.audit_logging_enabled
aws.redshift.cluster.private_networking_enforced,redshift,cluster,warehouse.cluster,data_warehouse.security.cluster.private_networking_enforced
aws.redshift.cluster.encryption_at_rest_cmek,redshift,cluster,warehouse.cluster,data_warehouse.security.cluster.encryption_at_rest_cmek
aws.glue.data_quality_ruleset.output_encrypted_private,glue,data_quality_ruleset,quality.rule_recommendation_run,data_quality.security.recommendation_run.output_encrypted_private
aws.glue.data_quality_ruleset.logs_enabled,glue,data_quality_ruleset,quality.rule_recommendation_run,data_quality.security.recommendation_run.logs_enabled
aws.glue.data_quality_ruleset.execution_role_least_privilege,glue,data_quality_ruleset,quality.rule_recommendation_run,data_quality.security.recommendation_run.execution_role_least_privilege
aws.glue.data_quality_ruleset.run_metadata_logging_enabled,glue,data_quality_ruleset,quality.rule_recommendation,data_quality.security.recommendation.run_metadata_logging_enabled
aws.glue.data_quality_ruleset.access_rbac_least_privilege,glue,data_quality_ruleset,quality.rule_recommendation,data_quality.security.recommendation.access_rbac_least_privilege
aws.glue.data_quality_ruleset.outputs_encrypted_and_private,glue,data_quality_ruleset,quality.rule_recommendation,data_quality.security.recommendation.outputs_encrypted_and_private
aws.glue.data_quality_ruleset.parameters_no_plaintext_secrets,glue,data_quality_ruleset,quality.rule_expression,data_quality.security.rule.parameters_no_plaintext_secrets
aws.glue.data_quality_ruleset.definition_version_pinned,glue,data_quality_ruleset,quality.rule_expression,data_quality.security.rule.definition_version_pinned
aws.glue.data_quality_ruleset.source_trusted,glue,data_quality_ruleset,quality.rule_expression,data_quality.security.rule.source_trusted
aws.glue.data_quality_ruleset.version_immutable,glue,data_quality_ruleset,quality.ruleset,data_quality.security.ruleset.version_immutable
aws.glue.data_quality_ruleset.rbac_least_privilege,glue,data_quality_ruleset,quality.ruleset,data_quality.security.ruleset.rbac_least_privilege
aws.glue.data_quality_ruleset.encrypted_at_rest,glue,data_quality_ruleset,quality.ruleset,data_quality.security.ruleset.encrypted_at_rest
aws.dynamodb.global_table.cross_region_replication_encrypted,dynamodb,global_table,storage.global_table,data_protection_storage.security.global_table.cross_region_replication_encrypted
aws.dynamodb.global_table.pitr_enabled_where_supported,dynamodb,global_table,storage.global_table,data_protection_storage.security.global_table.pitr_enabled_where_supported
aws.dynamodb.global_table.encryption_at_rest_all_regions,dynamodb,global_table,storage.global_table,data_protection_storage.security.global_table.encryption_at_rest_all_regions
aws.storage_gateway.volume.snapshots_encrypted,storage_gateway,volume,storage.volume,data_protection_storage.security.volume.snapshots_encrypted
aws.ec2.volume.snapshots_encrypted,ec2,volume,storage.volume,data_protection_storage.security.volume.snapshots_encrypted
aws.ebs.volume.snapshots_encrypted,ebs,volume,storage.volume,data_protection_storage.security.volume.snapshots_encrypted
aws.storage_gateway.volume.cmk_cmek_configured,storage_gateway,volume,storage.volume,data_protection_storage.security.volume.cmk_cmek_configured
aws.ec2.volume.cmk_cmek_configured,ec2,volume,storage.volume,data_protection_storage.security.volume.cmk_cmek_configured
aws.ebs.volume.cmk_cmek_configured,ebs,volume,storage.volume,data_protection_storage.security.volume.cmk_cmek_configured
aws.storage_gateway.volume.encryption_at_rest_enabled,storage_gateway,volume,storage.volume,data_protection_storage.security.volume.encryption_at_rest_enabled
aws.ec2.volume.encryption_at_rest_enabled,ec2,volume,storage.volume,data_protection_storage.security.volume.encryption_at_rest_enabled
aws.ebs.volume.encryption_at_rest_enabled,ebs,volume,storage.volume,data_protection_storage.security.volume.encryption_at_rest_enabled
aws.rds.snapshot.cross_region_copy_encrypted,rds,snapshot,storage.snapshot,data_protection_storage.security.snapshot.cross_region_copy_encrypted
aws.ec2.snapshot.cross_region_copy_encrypted,ec2,snapshot,storage.snapshot,data_protection_storage.security.snapshot.cross_region_copy_encrypted
aws.ebs.snapshot.cross_region_copy_encrypted,ebs,snapshot,storage.snapshot,data_protection_storage.security.snapshot.cross_region_copy_encrypted
aws.rds.snapshot.not_public,rds,snapshot,storage.snapshot,data_protection_storage.security.snapshot.not_public
aws.ec2.snapshot.not_public,ec2,snapshot,storage.snapshot,data_protection_storage.security.snapshot.not_public
aws.ebs.snapshot.not_public,ebs,snapshot,storage.snapshot,data_protection_storage.security.snapshot.not_public
aws.rds.snapshot.encrypted,rds,snapshot,storage.snapshot,data_protection_storage.security.snapshot.encrypted
aws.ec2.snapshot.encrypted,ec2,snapshot,storage.snapshot,data_protection_storage.security.snapshot.encrypted
aws.ebs.snapshot.encrypted,ebs,snapshot,storage.snapshot,data_protection_storage.security.snapshot.encrypted
aws.timestream.table.private_network_only_where_supported,timestream,table,storage.table,data_protection_storage.security.table.private_network_only_where_supported
aws.dynamodb.table.private_network_only_where_supported,dynamodb,table,storage.table,data_protection_storage.security.table.private_network_only_where_supported
aws.timestream.table.rbac_least_privilege,timestream,table,storage.table,data_protection_storage.security.table.rbac_least_privilege
aws.dynamodb.table.rbac_least_privilege,dynamodb,table,storage.table,data_protection_storage.security.table.rbac_least_privilege
aws.timestream.table.encryption_at_rest_enabled,timestream,table,storage.table,data_protection_storage.security.table.encryption_at_rest_enabled
aws.dynamodb.table.encryption_at_rest_enabled,dynamodb,table,storage.table,data_protection_storage.security.table.encryption_at_rest_enabled
aws.kinesis.stream.private_network_only_where_supported,kinesis,stream,storage.stream,data_protection_storage.security.stream.private_network_only_where_supported
aws.dynamodb.stream.private_network_only_where_supported,dynamodb,stream,storage.stream,data_protection_storage.security.stream.private_network_only_where_supported
aws.kinesis.stream.consumer_auth_required,kinesis,stream,storage.stream,data_protection_storage.security.stream.consumer_auth_required
aws.dynamodb.stream.consumer_auth_required,dynamodb,stream,storage.stream,data_protection_storage.security.stream.consumer_auth_required
aws.kinesis.stream.encryption_at_rest_enabled,kinesis,stream,storage.stream,data_protection_storage.security.stream.encryption_at_rest_enabled
aws.dynamodb.stream.encryption_at_rest_enabled,dynamodb,stream,storage.stream,data_protection_storage.security.stream.encryption_at_rest_enabled
aws.sqs.queue.private_network_only_where_supported,sqs,queue,storage.queue,data_protection_storage.security.queue.private_network_only_where_supported
aws.sqs.queue.cross_account_send_receive_restricted,sqs,queue,storage.queue,data_protection_storage.security.queue.cross_account_send_receive_restricted
aws.sqs.queue.auth_required,sqs,queue,storage.queue,data_protection_storage.security.queue.auth_required
aws.sqs.queue.encryption_at_rest_enabled,sqs,queue,storage.queue,data_protection_storage.security.queue.encryption_at_rest_enabled
aws.storage_gateway.volume.snapshots_enabled,storage_gateway,volume,storage.fileshare,data_protection_storage.security.fileshare.snapshots_enabled
aws.storage_gateway.gateway.snapshots_enabled,storage_gateway,gateway,storage.fileshare,data_protection_storage.security.fileshare.snapshots_enabled
aws.fsx.file_system.snapshots_enabled,fsx,file_system,storage.fileshare,data_protection_storage.security.fileshare.snapshots_enabled
aws.efs.file_system.snapshots_enabled,efs,file_system,storage.fileshare,data_protection_storage.security.fileshare.snapshots_enabled
aws.storage_gateway.volume.kms_key_policy_least_privilege,storage_gateway,volume,storage.fileshare,data_protection_storage.security.fileshare.kms_key_policy_least_privilege
aws.storage_gateway.gateway.kms_key_policy_least_privilege,storage_gateway,gateway,storage.fileshare,data_protection_storage.security.fileshare.kms_key_policy_least_privilege
aws.fsx.file_system.kms_key_policy_least_privilege,fsx,file_system,storage.fileshare,data_protection_storage.security.fileshare.kms_key_policy_least_privilege
aws.efs.file_system.kms_key_policy_least_privilege,efs,file_system,storage.fileshare,data_protection_storage.security.fileshare.kms_key_policy_least_privilege
aws.storage_gateway.volume.encryption_at_rest_enabled,storage_gateway,volume,storage.fileshare,data_protection_storage.security.fileshare.encryption_at_rest_enabled
aws.storage_gateway.gateway.encryption_at_rest_enabled,storage_gateway,gateway,storage.fileshare,data_protection_storage.security.fileshare.encryption_at_rest_enabled
aws.fsx.file_system.encryption_at_rest_enabled,fsx,file_system,storage.fileshare,data_protection_storage.security.fileshare.encryption_at_rest_enabled
aws.efs.file_system.encryption_at_rest_enabled,efs,file_system,storage.fileshare,data_protection_storage.security.fileshare.encryption_at_rest_enabled
aws.storage_gateway.volume.private_network_only,storage_gateway,volume,storage.fileshare,data_protection_storage.security.fileshare.private_network_only
aws.storage_gateway.gateway.private_network_only,storage_gateway,gateway,storage.fileshare,data_protection_storage.security.fileshare.private_network_only
aws.fsx.file_system.private_network_only,fsx,file_system,storage.fileshare,data_protection_storage.security.fileshare.private_network_only
aws.efs.file_system.private_network_only,efs,file_system,storage.fileshare,data_protection_storage.security.fileshare.private_network_only
aws.s3.bucket_notification.cross_account_destinations_restricted,s3,bucket_notification,storage.bucket_notification,data_protection_storage.security.bucket_notification.cross_account_destinations_restricted
aws.s3.bucket_notification.destination_least_privilege,s3,bucket_notification,storage.bucket_notification,data_protection_storage.security.bucket_notification.destination_least_privilege
aws.s3.bucket_notification.destination_encrypted,s3,bucket_notification,storage.bucket_notification,data_protection_storage.security.bucket_notification.destination_encrypted
aws.s3.object.object_lock_or_immutability_enabled_where_supported,s3,object,storage.object,data_protection_storage.security.object.object_lock_or_immutability_enabled_where_supported
aws.s3.object.not_publicly_readable,s3,object,storage.object,data_protection_storage.security.object.not_publicly_readable
aws.s3.object.encrypted_at_rest,s3,object,storage.object,data_protection_storage.security.object.encrypted_at_rest
aws.s3.bucket_policy.deny_insecure_transport,s3,bucket_policy,storage.bucket_policy,data_protection_storage.security.bucket_policy.deny_insecure_transport
aws.s3.bucket_policy.deny_unencrypted_puts,s3,bucket_policy,storage.bucket_policy,data_protection_storage.security.bucket_policy.deny_unencrypted_puts
aws.s3.bucket_policy.no_public_principals,s3,bucket_policy,storage.bucket_policy,data_protection_storage.security.bucket_policy.no_public_principals
aws.s3.bucket_policy.no_wildcards_on_actions_or_principals,s3,bucket_policy,storage.bucket_policy,data_protection_storage.security.bucket_policy.no_wildcards_on_actions_or_principals
aws.s3.bucket.access_logging_enabled,s3,bucket,storage.bucket,data_protection_storage.security.bucket.access_logging_enabled
aws.s3.bucket.versioning_enabled,s3,bucket,storage.bucket,data_protection_storage.security.bucket.versioning_enabled
aws.s3.bucket.require_tls_in_transit,s3,bucket,storage.bucket,data_protection_storage.security.bucket.require_tls_in_transit
aws.s3.bucket.policy_denies_public_and_insecure,s3,bucket,storage.bucket,data_protection_storage.security.bucket.policy_denies_public_and_insecure
aws.s3.bucket.block_public_access_enabled,s3,bucket,storage.bucket,data_protection_storage.security.bucket.block_public_access_enabled
aws.s3.bucket.cmk_cmek_configured,s3,bucket,storage.bucket,data_protection_storage.security.bucket.cmk_cmek_configured
aws.s3.bucket.encryption_at_rest_enabled,s3,bucket,storage.bucket,data_protection_storage.security.bucket.encryption_at_rest_enabled
aws.sagemaker.flow_definition.artifacts_encrypted,sagemaker,flow_definition,privacy_ai.flow_definition,data_privacy_ai.security.human_review.artifacts_encrypted
aws.sagemaker.flow_definition.ui_private_networking_enforced,sagemaker,flow_definition,privacy_ai.flow_definition,data_privacy_ai.security.human_review.ui_private_networking_enforced
aws.sagemaker.flow_definition.workteam_access_rbac_least_privilege,sagemaker,flow_definition,privacy_ai.flow_definition,data_privacy_ai.security.human_review.workteam_access_rbac_least_privilege
aws.sagemaker.auto_ml_job.logs_enabled,sagemaker,auto_ml_job,privacy_ai.auto_ml_job,data_privacy_ai.security.automl.logs_enabled
aws.sagemaker.auto_ml_job.roles_least_privilege,sagemaker,auto_ml_job,privacy_ai.auto_ml_job,data_privacy_ai.security.automl.roles_least_privilege
aws.sagemaker.auto_ml_job.private_networking_enforced,sagemaker,auto_ml_job,privacy_ai.auto_ml_job,data_privacy_ai.security.automl.private_networking_enforced
aws.sagemaker.hyperparameter_tuning_job.logs_enabled,sagemaker,hyperparameter_tuning_job,privacy_ai.hyperparameter_tuning,data_privacy_ai.security.hpo.logs_enabled
aws.sagemaker.hyperparameter_tuning_job.roles_least_privilege,sagemaker,hyperparameter_tuning_job,privacy_ai.hyperparameter_tuning,data_privacy_ai.security.hpo.roles_least_privilege
aws.sagemaker.hyperparameter_tuning_job.private_networking_enforced,sagemaker,hyperparameter_tuning_job,privacy_ai.hyperparameter_tuning,data_privacy_ai.security.hpo.private_networking_enforced
aws.sagemaker.experiment.logs_enabled,sagemaker,experiment,privacy_ai.experiment,data_privacy_ai.security.experiment.logs_enabled
aws.sagemaker.experiment.rbac_least_privilege,sagemaker,experiment,privacy_ai.experiment,data_privacy_ai.security.experiment.rbac_least_privilege
aws.sagemaker.experiment.metadata_store_encrypted,sagemaker,experiment,privacy_ai.experiment,data_privacy_ai.security.experiment.metadata_store_encrypted
aws.sagemaker.transform_job.logs_enabled,sagemaker,transform_job,privacy_ai.transform_job,data_privacy_ai.security.transform_job.logs_enabled
aws.sagemaker.transform_job.input_output_encrypted,sagemaker,transform_job,privacy_ai.transform_job,data_privacy_ai.security.transform_job.input_output_encrypted
aws.sagemaker.transform_job.roles_least_privilege,sagemaker,transform_job,privacy_ai.transform_job,data_privacy_ai.security.transform_job.roles_least_privilege
aws.sagemaker.transform_job.private_networking_enforced,sagemaker,transform_job,privacy_ai.transform_job,data_privacy_ai.security.transform_job.private_networking_enforced
aws.sagemaker.training_job.logs_enabled,sagemaker,training_job,privacy_ai.training_job,data_privacy_ai.security.training_job.logs_enabled
aws.sagemaker.training_job.input_output_encrypted,sagemaker,training_job,privacy_ai.training_job,data_privacy_ai.security.training_job.input_output_encrypted
aws.sagemaker.training_job.roles_least_privilege,sagemaker,training_job,privacy_ai.training_job,data_privacy_ai.security.training_job.roles_least_privilege
aws.sagemaker.training_job.private_networking_enforced,sagemaker,training_job,privacy_ai.training_job,data_privacy_ai.security.training_job.private_networking_enforced
aws.sagemaker.pipeline.logging_enabled,sagemaker,pipeline,privacy_ai.pipeline,data_privacy_ai.security.pipeline.logging_enabled
aws.sagemaker.pipeline.artifacts_private_and_encrypted,sagemaker,pipeline,privacy_ai.pipeline,data_privacy_ai.security.pipeline.artifacts_private_and_encrypted
aws.sagemaker.pipeline.roles_least_privilege,sagemaker,pipeline,privacy_ai.pipeline,data_privacy_ai.security.pipeline.roles_least_privilege
aws.sagemaker.pipeline.kms_encryption_enabled,sagemaker,pipeline,privacy_ai.pipeline,data_privacy_ai.security.pipeline.kms_encryption_enabled
aws.sagemaker.notebook_instance.idle_shutdown_configured,sagemaker,notebook_instance,privacy_ai.notebook_instance,data_privacy_ai.security.notebook.idle_shutdown_configured
aws.sagemaker.notebook_instance.execution_role_least_privilege,sagemaker,notebook_instance,privacy_ai.notebook_instance,data_privacy_ai.security.notebook.execution_role_least_privilege
aws.sagemaker.notebook_instance.encrypted,sagemaker,notebook_instance,privacy_ai.notebook_instance,data_privacy_ai.security.notebook.encrypted
aws.sagemaker.notebook_instance.no_public_access,sagemaker,notebook_instance,privacy_ai.notebook_instance,data_privacy_ai.security.notebook.no_public_access
aws.sagemaker.model_package.not_publicly_shared,sagemaker,model_package,privacy_ai.model_package,data_privacy_ai.security.model_package.not_publicly_shared
aws.sagemaker.model_package.encrypted,sagemaker,model_package,privacy_ai.model_package,data_privacy_ai.security.model_package.encrypted
aws.sagemaker.model_package.artifact_signed_and_verified,sagemaker,model_package,privacy_ai.model_package,data_privacy_ai.security.model_package.artifact_signed_and_verified
