id,title,assessment,audit,eligibility
10.6,Ensure Audit Logging is Enabled,Manual,"1. Understand Audit Logging in Timestream Familiarize yourself with audit logging and its importance in monitoring and tracking activities in Timestream. Understand that audit logs capture API calls and events related to Timestream actions and resources. 2. Enable AWS CloudTrail Access the AWS Management Console and navigate to the AWS CloudTrail service. Create a new CloudTrail trail or use an existing one to capture Timestream audit logs. Configure the trail to include Timestream as a data source for logging. 3. Configure CloudTrail Logging Options Specify the desired settings for the CloudTrail trail, such as the S3 bucket to store the audit logs and the log file encryption options. Enable logging of management and data events related to Timestream. Configure the trail to capture the necessary information for your audit and compliance requirements. 4. Set Up CloudTrail Notifications and Alerts Configure CloudTrail to send notifications or trigger actions based on specific events or conditions. Set up CloudWatch Alarms to monitor and receive notifications for critical Timestream audit events. Define the appropriate alert thresholds and actions to respond to specific events. 5. Access and Review Audit Logs Access the configured S3 bucket where the Timestream audit logs are stored. Retrieve and review the logs using AWS Management Console, AWS CLI, or any  preferred log analysis tools. Analyze the audit logs to track Timestream activities, detect anomalies, and investigate security incidents. 6. Retention and Compliance Considerations Determine the appropriate retention period for your Timestream audit logs based on compliance and regulatory requirements. Implement appropriate data lifecycle management policies for your audit logs stored in the S3 bucket. Ensure compliance with data protection and privacy regulations applicable to your organization. 7. Regularly Review and Monitor Audit Logs Establish a regular review process for your Timestream audit logs. Monitor the logs for unauthorized access attempts, unusual activities, or policy violations. Respond promptly to any identified security incidents or anomalies.",•  Level 1
10.5,Ensure Fine-Grained Access Control is Enabled,Manual,"1. Understand Fine-Grained Access Control in Timestream Familiarize yourself with the concept of fine-grained access control and its benefits in Timestream. Understand that fine-grained access control allows you to control access to specific tables, columns, or rows within Timestream databases. 2. Define Timestream Database and Tables Create the necessary Timestream databases and tables that will be used for fine- grained access control. Design your database schema and define the tables, columns, and rows that need granular access control. 3. Create IAM Policies for Fine-Grained Access Access the AWS Management Console and navigate to the IAM service. Define IAM policies that grant or deny permissions for specific Timestream actions, databases, tables, columns, or rows. Leverage Timestream's fine-grained access control policy language to specify the conditions and restrictions for access. 4. Assign IAM Policies to IAM Users, Groups, or Roles Associate the IAM policies created earlier with the respective IAM users, groups, or roles. Assign the appropriate policies to grant access to specific Timestream databases, tables, columns, or rows. Follow the principle of least privilege and provide only the necessary permissions to users based on their requirements.  5. Test Fine-Grained Access Control Validate the fine-grained access control settings by attempting different actions on Timestream databases, tables, columns, or rows. Verify that the defined policies accurately restrict or allow access based on the specified conditions. Perform thorough testing to enforce the expected granularity and security level. 6. Regularly Review and Update Access Policies Periodically review the fine-grained access control policies to ensure they align with your organization's security requirements. Remove any unnecessary or outdated policies. Regularly monitor IAM activity logs and AWS CloudTrail to identify any unauthorized access attempts or unusual activities related to fine-grained access control.",•  Level 1
10.4,Ensure Access Control and Authentication is Enabled,Manual,"1. Understand AWS Identity and Access Management (IAM) Familiarize yourself with IAM, the AWS service used to manage access to AWS resources. Understand IAM users, groups, roles, policies, and permissions, essential for access control in Timestream. 2. Create IAM Users, Groups, and Roles Access the AWS Management Console and navigate to the IAM service. Create IAM users, groups, and roles based on your organization's access control requirements for Timestream. Define appropriate permissions for these entities, limiting access to specific Timestream actions and resources. 3. Assign IAM Policies Create IAM policies that define the desired level of access to Timestream. Associate these policies with the respective IAM users, groups, and roles created earlier. Ensure that the policies provide the necessary permissions for users to interact with Timestream resources. 4. Use IAM Roles for External Applications If you have external applications or services accessing Timestream, create IAM roles specific to those applications.  Define the necessary permissions in the IAM roles and grant them to the respective applications or services. Configure the applications or services to assume these IAM roles when accessing Timestream. 5. Enable Multi-Factor Authentication (MFA) Enable MFA for IAM users who require access to Timestream. Configure MFA devices and enforce MFA usage for these users. MFA adds an extra layer of security by requiring an additional authentication factor during the login process. 6. Implement AWS Identity Federation (Optional) Consider implementing AWS Identity Federation if you need to grant access to Timestream to users from external identity providers. Configure the necessary trust relationships and establish a federation between the external identity provider and AWS. Ensure that the federated users have the appropriate IAM policies and permissions for Timestream. 7. Regularly Review and Update Access Controls Periodically review and update the IAM policies and permissions for Timestream. Remove unnecessary access permissions and ensure access controls align with your organization's security requirements. Monitor IAM activity logs and AWS CloudTrail to identify unauthorized access attempts or unusual activities.",•  Level 1
10.3,Ensure Encryption in Transit is Configured,Manual,"1. Understand Encryption in Transit in Timestream Familiarize yourself with the concept of encryption in transit and its importance in securing data communication. Understand that encryption in transit ensures that data transmitted between clients and Timestream remains confidential and protected from interception. 2. Use HTTPS for Communication Configure your client applications or tools to communicate with Amazon Timestream over HTTPS. Utilize the HTTPS protocol to establish secure encrypted connections between clients and the Timestream service. Ensure your client applications support the TLS (Transport Layer Security) protocol versions AWS recommends. 3. Leverage AWS PrivateLink (Optional) Consider using AWS PrivateLink to establish private and secure connections between your VPC and Timestream. Configure a VPC endpoint for Timestream to securely access the service without traversing the public internet. 4. Enable SSL/TLS Certificates Obtain and configure valid SSL/TLS certificates for your client applications or tools.  Install the SSL/TLS certificates on your client systems or load balancers. Use the configured certificates to establish secure connections with Timestream. 5. Verify Encryption in Transit Validate that your client applications or tools are using secure communication channels. Verify that HTTPS is being utilized for communication with Timestream. Confirm that SSL/TLS certificates are properly configured and used in communication. 6. Monitor Encryption in Transit Utilize Amazon CloudWatch to monitor the metrics and logs related to your Timestream resources. Set up appropriate alarms and notifications to alert you of any potential security incidents or anomalies in the encryption in transit process. Regularly review the CloudWatch logs and metrics to ensure the integrity and security of the data in transit. 7. Regularly Update Encryption Configuration Stay informed about the latest encryption standards, protocols, and best practices. Regularly review and update your encryption configurations and settings to align with industry standards and security recommendations. Apply any necessary updates or patches to client applications or tools to maintain strong encryption in transit.",•  Level 1
10.2,Ensure Data at Rest is Encrypted,Manual,"1. Understand Encryption at Rest in Timestream Familiarize yourself with the concept of encryption at rest and its importance in securing your data in Timestream. Understand that encryption at rest ensures that your data remains protected even if the underlying storage media is compromised. 2. Create an AWS Key Management Service (KMS) Key Open the AWS Management Console and navigate to the AWS Key Management Service (KMS) service. Create a new KMS customer master key (CMK) or use an existing one to manage the encryption keys for Timestream. Follow the AWS documentation and best practices for creating and managing KMS keys. 3. Enable Encryption at Rest in Timestream Open the Amazon Timestream console. Select the Timestream database or table you want to enable encryption at rest. Click on the ""Encryption"" tab or section. Choose the option to enable encryption at rest. Select the KMS key that you created earlier to be used for encryption. 4. Verify Encryption at Rest Confirm that encryption at rest is enabled for the selected Timestream database or table. Review the encryption settings in the Timestream console to ensure the correct KMS key is associated. 5. Monitor and Audit Encryption at Rest Regularly monitor the encryption at rest status in the Timestream console. Leverage AWS CloudTrail and AWS CloudWatch to monitor and track encryption-related activities or events.  Set up appropriate alerts and notifications to detect any issues or unauthorized changes to the encryption settings. 6. Test Data Access and Decryption Access the Timestream data that is encrypted at rest. Verify that you can retrieve and decrypt the data using the appropriate access controls and KMS key permissions. Perform thorough testing to ensure data access and decryption functions as expected. 7. Review and Update Encryption Configuration Regularly review your encryption configuration and settings for Timestream. Ensure that the appropriate KMS key is still associated with the Timestream resources. Update the encryption settings if necessary, such as rotating encryption keys or modifying key policies.",•  Level 1
10.1,Ensure Data Ingestion is Secure,Manual,"1. Secure Data Sources Ensure that your data sources are protected with appropriate security measures. Implement secure network configurations, access controls, and authentication mechanisms for your data sources. Apply security patches and updates to your data source systems to prevent vulnerabilities. 2. Use HTTPS or AWS Direct Connect When ingesting data into Timestream, use secure communication protocols such as HTTPS. Encrypt data in transit to protect it from unauthorized interception. Consider using AWS Direct Connect for a dedicated private network connection to Timestream, ensuring data privacy. 3. Implement Client-Side Encryption Encrypt your data before sending it to Timestream using client-side encryption. Use industry-standard encryption algorithms and strong encryption keys to protect the confidentiality of your data. Store and manage the encryption keys securely using AWS Key Management Service (KMS). 4. Authenticate Data Sources Implement authentication mechanisms for your data sources to ensure only authorized sources can ingest data into Timestream. Use mechanisms such as API keys, access tokens, or client certificates to verify the authenticity of the data source. Consider integrating with AWS Identity and Access Management (IAM) for centralized authentication and access control. 5. Validate and Sanitize Data Implement data validation and sanitization mechanisms to prevent injection attacks or malformed data from being ingested into Timestream. Use input validation techniques and enforce data format requirements to ensure  the integrity of the ingested data. Implement data quality checks to identify and handle anomalies or outliers. 6. Monitor Data Ingestion Implement monitoring and logging for data ingestion processes. Regularly review logs and metrics related to data ingestion to detect anomalies or suspicious activities. Set up alarms and notifications for data ingestion failures or unexpected patterns. 7. Regularly Update Data Ingestion Components Keep your data ingestion components, such as APIs, scripts, or connectors, up to date with the latest security patches and updates. Follow safe coding practices and stay informed about security vulnerabilities and fixes specific to your data ingestion tools. 8. Implement Network Security Controls Use network security controls such as security groups, network ACLs, and VPC configurations to restrict access to your Timestream resources. Configure inbound and outbound traffic rules to allow only necessary network connections for data ingestion. Follow the principle of least privilege, granting access only to the required IPs or networks.",•  Level 1
9.7,Ensure Monitoring and Alerting is Enabled,Manual,"1. Sign in to the AWS Management Console • Sign in to the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Neptune Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. 3. Select the Neptune Cluster • Choose the Amazon Neptune cluster on which you want to implement monitoring and alerting. • Click on the cluster name to access its details page. 4. Set Up Amazon CloudWatch Metrics • In the cluster details page, navigate to the Monitoring or Metrics section. • Enable CloudWatch metrics for the Neptune cluster by clicking Enable or Configure. • Select the desired metrics to monitor, such as CPU utilization, storage usage, or network throughput. • Choose the appropriate granularity and sampling intervals for the metrics. • Click Save or Apply Changes to enable CloudWatch metrics for the Neptune cluster. 5. Configure CloudWatch Alarms • In the CloudWatch console, navigate to Alarms in the left-side menu. • Click Create alarm to configure alarms based on specific metric thresholds. • Select the desired metric to monitor and set the threshold values for triggering an alarm. • Define the actions to be taken when the alarm state changes, such as sending notifications or triggering automated actions.  • Configure the alarm settings, including alarm name, description, and notification recipients. • Click Create alarm to save the alarm configuration. 6. Set Up Amazon EventBridge Rules • In the Amazon EventBridge console, navigate to Rules in the left-side menu. • Click on Create rule to set up rules for specific events or log entries related to Neptune. • Define the event pattern or log filter to match the desired events. • Configure the target actions to be taken when the rule matches an event, such as sending notifications or invoking AWS Lambda functions. • Specify the rule settings, including rule name, description, and event source. • Click Create to save the rule configuration. 7. Review and Customize Metrics and Alarms • Periodically review the metrics and alarms configured for your Neptune cluster. • Adjust the metric thresholds and alarm settings based on your performance and alerting requirements. • Consider adding more metrics or alarms as needed to monitor additional aspects of your Neptune environment. 8. Regularly Monitor and Respond to Alerts • Continuously monitor the CloudWatch metrics and alarm states for your Neptune cluster. • Respond promptly to any alarms triggered by critical or abnormal conditions. • Investigate the root causes of the alerts and take appropriate actions to mitigate issues. 9. Utilize Additional Monitoring Tools • Explore and leverage additional monitoring and observability tools available in the AWS ecosystem, such as Amazon CloudWatch Logs Insights, AWS X-Ray, or third-party monitoring solutions. • Configure these tools to gather insights and detect any performance or security issues in your Neptune environment.",•  Level 1
9.6,Ensure Security Configurations are Reviewed Regularly,Manual,"1. Establish a Security Review Schedule • Determine a regular schedule for reviewing and updating the security configuration of your Amazon Neptune environment. • Consider factors such as the frequency of changes, compliance requirements, and industry best practices to determine the appropriate review interval. 2. Monitor AWS Security Bulletins • Stay informed about AWS security updates and announcements related to Amazon Neptune. • Regularly review AWS security bulletins and notifications to identify any security patches, updates, or new features relevant to your Neptune environment. • Take note of any security recommendations or best practices provided by AWS. 3. Review IAM Roles and Policies • Access the AWS Identity and Access Management (IAM) console by navigating to IAM in the AWS Management Console. • Review the IAM roles and policies associated with your Neptune resources. • Ensure that the assigned permissions align with the principle of least privilege and reflect the current access requirements. • Update the IAM roles and policies as needed to adapt to changes in user access or security requirements.  4. Review Security Groups and Network ACLs • Access the Amazon Neptune console by navigating to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. • In the Neptune console, navigate to the Connectivity & Security or Network & Security section. • Review the security groups and network ACLs associated with your Neptune clusters. • Ensure that the inbound and outbound rules are up to date and aligned with your security requirements. • Remove any unnecessary or outdated rules and add new rules if required. 5. Review Encryption Settings • Navigate to the Configuration section or relevant encryption settings in the Neptune console. • Review the encryption settings for both encryption at rest and encryption in transit. • Ensure that the appropriate encryption options and key management strategies are in place. • Consider rotating encryption keys periodically, following best practices and compliance requirements. 6. Review VPC Configuration • Access the Amazon VPC console by navigating to VPC in the AWS Management Console. • Review the VPC configuration associated with your Neptune clusters. • Ensure the subnets, routing tables, and VPC peering settings are configured correctly. • Verify that the network architecture provides your Neptune resources' desired isolation and connectivity. 7. Conduct Security Assessments • Periodically conduct security assessments and penetration testing on your Neptune environment. • Engage security experts or use appropriate security tools to identify vulnerabilities, weaknesses, or misconfigurations. • Analyze the assessment results and take necessary actions to remediate any security issues or risks. 8. Stay Up to Date with Best Practices  • Continuously educate yourself and your team on the latest security best practices for Amazon Neptune. • Stay informed about emerging security threats and vulnerabilities. -Regularly review AWS documentation, security blogs, and other relevant resources to enhance your understanding and implementation of security practices.",•  Level 1
9.5,Ensure Audit Logging is Enabled,Manual,"1. Sign into the AWS Management Console • Sign into the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Neptune Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. 3. Select the Neptune Cluster • Choose the Amazon Neptune cluster on which you want to enable audit logging. Click on the cluster name to access its details page. 4. Enable Amazon CloudWatch Logs • In the cluster details page, navigate to the Monitoring or Logging section. • Under CloudWatch Logs, click Enable to enable logging for the Neptune cluster. • Select an existing CloudWatch Logs group or create a new one to store the logs. • Choose the appropriate retention period for the logs, considering your compliance and retention requirements. • Click Save or Apply Changes to enable CloudWatch Logs for the Neptune cluster. 5. Configure Log Levels (Optional) • In the cluster details page, navigate to the Configuration or Logging section.  • Under Logging, you may have the option to configure log levels for different components of Neptune, such as query logs or error logs. • Adjust the log levels according to your logging and troubleshooting needs. • Click Apply Changes to save the log level configuration. 6. Review and Analyze Logs • Access the Amazon CloudWatch console by navigating to CloudWatch in the AWS Management Console. • Go to the CloudWatch Logs section and locate the log group associated with your Neptune cluster. • Select the log group and review the logs generated by Neptune. • Analyze the logs for troubleshooting, performance monitoring, or auditing purposes. 7. Set Up Log Metric Filters and Alarms (Optional) • In the CloudWatch console, navigate to Metric Filters in the left-side menu. • Click on Create metric filter to set up filters to extract specific information from the Neptune logs. • Define the filter patterns to capture the desired log events and extract the required metrics. • Configure alarms based on the extracted metrics to trigger notifications or automated actions when specific conditions are met. 8. Regularly Monitor Logs • Continuously monitor the logs generated by Neptune using the CloudWatch Logs console or programmatically using the CloudWatch APIs. • Review the logs regularly to identify any abnormal or suspicious activities. • Set up appropriate notifications or alerts to proactively respond to critical log events.",•  Level 1
9.4,Ensure Authentication and Access Control is Enabled,Manual,"1. Sign into the AWS Management Console • Sign into the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Neptune Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. 3. Select the Neptune Cluster • Choose the Amazon Neptune cluster on which you want to implement authentication and access control. • Click on the cluster name to access its details page. 4. Enable IAM Database Authentication • In the cluster details page, navigate to the Configuration or Database Authentication section. • Under Database Authentication, select the option to enable IAM database authentication. • Click Apply Changes to enable IAM database authentication for the Neptune cluster.   5. Configure IAM Roles and Policies • Open the AWS Identity and Access Management (IAM) console by navigating to IAM in the AWS Management Console. • Create IAM roles and policies that define the desired access control for your Neptune resources. • Assign the necessary permissions to the IAM roles to allow specific actions on the Neptune cluster, such as read, write, or manage operations. • Associate the IAM roles with the appropriate users, groups, or AWS services that need access to the Neptune cluster. 6. Test IAM Database Authentication • Update your client applications or tools to use IAM database authentication when connecting to the Neptune cluster. • Configure your applications to assume the necessary IAM roles before establishing a connection to Neptune. • Test the connection from your client application to the Neptune cluster to verify that IAM database authentication is working as expected. • Ensure that users or services are authenticated and authorized based on the IAM roles and policies defined. 7. Regularly Review and Update IAM Roles and Policies • Periodically review your IAM roles and policies to ensure they align with your security requirements and access control needs. • Make necessary updates to IAM roles and policies to adapt to changes in user access requirements or organizational security policies. • Follow the principle of least privilege and ensure that users or services have only the necessary permissions to perform their required actions on the Neptune cluster.",•  Level 1
9.3,Ensure Data in Transit is Encrypted,Manual,"1. Sign into the AWS Management Console • Sign into the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Neptune Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. 3. Select the Neptune Cluster • Choose the Amazon Neptune cluster for which you want to implement encryption in transit. • Click on the cluster name to access its details page. 4. Enable SSL/TLS Encryption • In the cluster details page, navigate to the Configuration or Encryption in Transit section. • Under Encryption in Transit, ensure that the Enable option is selected. • Optionally, you can also select the Enforce option to require SSL/TLS encryption for all client connections to the Neptune cluster. • Click Apply Changes to enable SSL/TLS encryption for the Neptune cluster. 5. Update Client Applications  • When connecting to the Neptune cluster, update your client applications to establish an SSL/TLS-encrypted connection. • Consult your client drivers or libraries documentation or configuration settings to enable SSL/TLS encryption. • Configure the necessary SSL/TLS settings, such as specifying the SSL/TLS certificate to use. 6. Verify Encryption in Transit • Test the connection to the Neptune cluster from your client application. • Ensure that the connection is established using SSL/TLS encryption. • Verify that all data transmitted between your client applications and the Neptune cluster is encrypted in transit.",•  Level 1
9.2,Ensure Data at Rest is Encrypted,Manual,"1. Sign into the AWS Management Console • Sign into the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Neptune Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. 3. Select the Neptune Cluster • Choose the Amazon Neptune cluster for which you want to enable encryption at rest. • Click on the cluster name to access its details page. 4. Enable Encryption at Rest • In the cluster details page, navigate to the Configuration or Encryption at Rest section. • Under Encryption at Rest, click on Modify. • In the Encryption at Rest dialog box, select the encryption option you prefer: o AWS managed key (default): Choose this option to use the default AWS managed key for encryption. o Customer-managed key (CMK): Choose this option if you want to use your own AWS Key Management Service (KMS) customer-managed key for encryption. Select the appropriate CMK from the dropdown menu.  • Click Apply Changes to enable encryption at rest for the Neptune cluster. 5. Verify Encryption Status • Wait a few minutes for the changes and configuration to take effect. • Refresh the cluster details page to see the updated encryption status. • Verify that encryption at rest is enabled for the Neptune cluster.",•  Level 1
9.1,Ensure Network Security is Enabled,Manual,"1. Sign in to the AWS Management Console • Sign in to the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Neptune Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/neptune/. 3. Select the Neptune Cluster • Choose the Amazon Neptune cluster for which you want to configure network security. • Click on the cluster name to access its details page. 4. Configure Security Groups • In the cluster details page, navigate to the Connectivity & Security or Network & Security section. • Under Security Groups, click on Manage security groups. • Click on Create new security group or select an existing security group associated with your Neptune cluster. • Configure inbound and outbound rules within the security group to control network traffic. o For inbound rules, specify the allowed source IP addresses or security groups and the necessary ports for accessing the Neptune cluster.  o For outbound rules, define the allowed destination IP addresses or security groups and the required ports for outbound connections from the Neptune cluster. • Save the security group settings. 5. Configure Network Access Control Lists (ACLs) • In the cluster details page, navigate to the Connectivity & Security or Network & Security section. • Under Network Access Control Lists (ACLs), click on Manage network ACLs. • Create a new network ACL or select an existing one associated with your Amazon Neptune cluster. • Configure inbound and outbound rules within the network ACL to control network traffic at the subnet level. • Define rules based on IP address ranges, protocols, and ports to allow or deny specific traffic. • Consider security best practices and compliance requirements when configuring the network ACL rules. • Save the network ACL settings. 6. Verify Network Security Configuration • Review the security group and network ACL settings to ensure they align with your security requirements. • Confirm that the inbound and outbound rules only allow necessary traffic and deny unauthorized access. • Verify that your Neptune cluster's security groups and network ACLs are correctly configured. 7. Test Network Connectivity • Launch an Amazon EC2 instance within the same VPC and subnet as your Neptune cluster, or use an existing one. • Connect to the EC2 instance using SSH or other remote access methods. • Test the network connectivity to your Neptune cluster by attempting to connect to it using the appropriate client or utility. • Ensure that the network security settings allow the necessary traffic and deny unauthorized access.",•  Level 1
8.3,Ensure Data at Rest and in Transit is Encrypted,Manual,"1. Sign in to the AWS Management Console • Sign in to the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Keyspaces Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/keyspaces/. 3. Select the Keyspace • Choose the Keyspace (database) for which you want to enable encryption at rest and in transit. • Click on the Keyspace name to access its details page. 4. Enable Encryption at Rest • In the Keyspace details page, click on the Configuration tab. • Under the Encryption section, locate the ""Encryption at Rest"" option. • Click on Edit. • Select the desired encryption setting:  o Default Encryption: Choose this option to use the default AWS-managed key for encryption at rest. Amazon Keyspaces automatically encrypts your data using this default key. o Customer Managed Key (CMK): Choose this option if you want to use your own AWS Key Management Service (KMS) customer-managed key for encryption. Select the appropriate CMK from the dropdown menu. • Click ""Save"" to enable encryption at rest for the Keyspace. 5. Enable Encryption in Transit • In the Keyspace details page, click on the Configuration tab. • Under the Encryption section, locate the ""Encryption in Transit"" option. • Click on Edit. • Select the desired encryption setting: o Encryption in Transit Enabled: Choose this option to enable encryption in transit for data transmitted between your client applications and Amazon Keyspaces. Keyspaces support Transport Layer Security (TLS) encryption for secure communication. o Encryption in Transit Disabled: Choose this option if you do not require encryption in transit. • Click ""Save"" to enable encryption in transit for the Keyspace. 6. Verify Encryption Status • Wait a few minutes for the changes to propagate and the encryption settings to take effect. • Refresh the Keyspace details page to see the updated encryption status. • Verify that encryption at rest and in transit are enabled for the Keyspace.",•  Level 1
8.2,Ensure Network Security is Enabled,Manual,"1. Create or Select a Virtual Private Cloud (VPC) • Sign in to the AWS Management Console and open the Amazon VPC console at https://console.aws.amazon.com/vpc/. • Create a new VPC or select an existing VPC where you want to deploy your Amazon Keyspaces resources. 2. Configure Subnets • In the VPC console, navigate to Subnets in the left-side menu. • Create or select the subnets within your VPC where you want to deploy your Amazon Keyspaces resources. • Ensure you have private subnets to isolate your Keyspaces resources from the public internet. 3. Define Security Groups • In the VPC console, navigate to Security Groups in the left-side menu. • Create a new security group or select an existing one for your Amazon Keyspaces resources. • Configure inbound and outbound rules in the security group to control traffic access. o Allow inbound access only from trusted sources, such as specific IP ranges or security groups, on the necessary ports used by Amazon Keyspaces.  o Define outbound rules based on your requirements, allowing outbound traffic to necessary destinations or ports. • Associate the security group with your Amazon Keyspaces resources. 4. Configure Network Access Control Lists (ACLs) • In the VPC console, navigate to Network ACLs in the left-side menu. • Create or select the network ACLs associated with the subnets used by your Amazon Keyspaces resources. • Configure inbound and outbound rules in the network ACLs to control traffic access. o Define rules based on your security requirements, allowing only necessary protocols, ports, and IP ranges. o list text hereDeny unnecessary or unwanted traffic. • Associate the network ACLs with the subnets used by your Amazon Keyspaces resources. 5. Configure VPC Endpoints • In the VPC console, navigate to Endpoints in the left-side menu. • Create or select the VPC endpoints required for Amazon Keyspaces. • If you need to access Keyspaces from within your VPC, create a VPC endpoint for Amazon Keyspaces to connect your applications securely. • If you need to access Keyspaces from another VPC or on-premises network, set up VPC peering or a transit gateway to establish a secure connection. 6. Verify Connectivity and Test • Launch an Amazon EC2 instance within the same VPC and subnet as your Amazon Keyspaces resources or use an existing one. • Connect to the EC2 instance using SSH or other remote access methods. • Test the connectivity to your Amazon Keyspaces resources by trying to connect to them using the appropriate client or utility. • Verify that the network security settings allow the necessary traffic and deny unauthorized access.",•  Level 1
8.1,Ensure Keyspace Security is Configured,Manual,"1. Sign in to the AWS Management Console • Sign in to the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon Keyspaces Console • Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/keyspaces/. 3. Explore Amazon Keyspaces Security Features • In the Amazon Keyspaces console, navigate to the Features or Security section to explore the available security features. • Take note of the following critical security features: o Encryption at Rest: Understand how Amazon Keyspaces provides encryption at rest for your data. It uses server-side encryption by default, ensuring that data stored in Keyspaces is encrypted. o Encryption in Transit: Learn how to configure encryption in transit for data transmitted between your client applications and Amazon Keyspaces. Amazon Keyspaces supports Transport Layer Security (TLS) encryption to secure the communication channel. o Virtual Private Cloud (VPC) Support: Explore the VPC support options Amazon Keyspaces provides. It allows you to deploy your Keyspaces resources within your VPC for enhanced network isolation and control. o Authentication Options: Understand the authentication mechanisms available in Amazon Keyspaces. IAM for Cassandra allows you to use AWS Identity and Access Management (IAM) to authenticate and authorize client connections to Keyspaces.  o Access Control: Learn about access control options in Amazon Keyspaces. It supports fine-grained access control using Access Control Lists (ACLs) at the table and row level to manage access permissions for different users or roles. o Audit Logging: Explore how to enable audit logging for Amazon Keyspaces. Amazon CloudWatch Logs can capture and store logs from your Keyspaces resources, providing visibility into activities for security and compliance purposes. 4. Documentation and Resources • Access the official Amazon Keyspaces documentation by navigating to the Documentation or Learn section in the Amazon Keyspaces console. • Review the comprehensive documentation to gain in-depth knowledge about each security feature, including best practices, configuration options, and implementation details. • Utilize other AWS resources such as whitepapers, blogs, and security-related documentation further to enhance your understanding of Amazon Keyspaces security features.",•  Level 1
7.11,Ensure to Conduct Security Assessments,Manual,"1. Define the Scope of the Security Assessment • Clearly define the scope of the security assessment for your Amazon DocumentDB cluster. • Determine the objectives, areas of focus, and any specific compliance or security standards you must adhere to. 2. Review Security Documentation • Familiarize yourself with the AWS security best practices and documentation related to Amazon DocumentDB. • Review the AWS Shared Responsibility Model and understand the security controls provided by AWS. 3. Assess Network Security • Review the network security configuration of your Amazon DocumentDB cluster. • Ensure it is deployed within a secure Virtual Private Cloud (VPC) with appropriate security groups and network access control lists (ACLs). • Validate that the network traffic to and from the cluster is appropriately restricted based on your security requirements. 4. Evaluate Encryption Configuration • Assess the encryption settings for your Amazon DocumentDB cluster. • Verify that encryption at rest is enabled and that the data stored in the cluster is encrypted.  • Validate that encryption in transit is enforced, ensuring that all client connections to the cluster are encrypted using SSL/TLS. 5. Review Access Control Mechanisms • Evaluate the access control mechanisms implemented for your Amazon DocumentDB cluster. • Ensure that appropriate Identity and Access Management (IAM) policies and roles are in place to control access to the cluster. • Review user accounts and their privileges, and validate that multi-factor authentication (MFA) is enforced for administrative access. 6. Examine Audit Logging and Monitoring • Review the audit logging and monitoring configuration for your Amazon DocumentDB cluster. • Verify that audit logging is enabled, capturing relevant database activities and events. • Evaluate the monitoring setup using Amazon CloudWatch or other tools to detect unusual or suspicious activities. 7. Assess Backup and Disaster Recovery • Evaluate the backup and disaster recovery mechanisms in place for your Amazon DocumentDB cluster. • Verify that automated backups are enabled and configured with an appropriate retention period. • Validate that manual backups can be performed and restored successfully. 8. Perform Vulnerability Scanning and Penetration Testing (If Applicable) • If allowed and within the terms of service, perform vulnerability scanning and penetration testing on your Amazon DocumentDB cluster. • Conduct security assessments to identify any vulnerabilities or weaknesses that could be exploited. 9. Document Findings and Remediation Plan • Document the findings of your security assessment, including any identified vulnerabilities or areas of improvement. • Develop a remediation plan that addresses the identified issues and outlines the necessary actions to enhance the security posture of your DocumentDB cluster. 10. Implement Remediation Measures • Implement the necessary remediation measures based on your remediation plan.  • Apply security patches, adjust configuration settings, and strengthen access controls as required. 11. Regularly Repeat the Security Assessment • Conduct regular security assessments on your Amazon DocumentDB cluster to ensure ongoing compliance and identify new risks or vulnerabilities. • Stay updated with security best practices and apply any relevant updates or patches to your cluster.",•  Level 1
