csp,rule_id,rule_type,intent,frameworks,compliance_ids,framework_applicable,framework_detail,control_text_excerpt,catalog_candidates,auto_category
azure,azure.aks.cluster.rbac_enabled,config,PARTIAL: azure.aks.cluster.rbac_enabled ||| verifies RBAC is enabled but not specific Entra ID group integration,CIS,CIS/5.8.2,MISMATCH,CIS control CIS/5.8.2 found in ['gcp'] but not azure,,,FRAMEWORK_MISMATCH
azure,azure.aks.node_pool.kubelet_config_ownership_enforced,config,(refined),CIS,CIS/3.1.4,APPLIES,CIS control CIS/3.1.4 found in CIS-azure,[CIS-azure 3.1.4] Ensure that the azure.json file ownership is set to root:root — The azure.json file in an Azure Kubernetes Service (AKS) cluster is a configuration file used by the Kubernetes cloud provider integration for Azure. This file contains essential details that allow th,,GENUINELY_NEW
azure,azure.aks.node_pool.kubelet_config_permissions_restricted,config,(refined),CIS,CIS/3.1.3,APPLIES,CIS control CIS/3.1.3 found in CIS-azure,[CIS-azure 3.1.3] Ensure that the azure.json file has permissions set to 644 or more restrictive — The azure.json file in an Azure Kubernetes Service (AKS) cluster is a configuration file used by the Kubernetes cloud provider integration for Azure. This file contains essential details that allow th,,GENUINELY_NEW
azure,azure.aks.pod.security_context_configured,config,(refined),CIS,CIS/4.6.3,APPLIES,CIS control CIS/4.6.3 found in CIS-azure,"[CIS-azure 4.6.3] The default namespace should not be used — Kubernetes provides a default namespace, where objects are placed if no namespace is specified for them. Placing objects in this namespace makes application of RBAC and other controls more difficult.",,GENUINELY_NEW
azure,azure.apimanagement.api.authorization_enabled,config,API Security,RBI_BANK;RBI_NBFC,rbi_bank_12.1;rbi_nbfc_2.10;rbi_nbfc_2.11,APPLIES,RBI_NBFC is cross-CSP,,,GENUINELY_NEW
azure,azure.apimanagement.api.client_certificate_enabled,config,Access Control Decisions - Access control decisions | transmit access authorizat,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CA_9;canada_pbmm_moderate_CCCS_SC_13;fedramp_moderate_CA_9;fedramp_moderate_SC_13;nist_800_53_rev5_AC_17_2;...(+43 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
azure,azure.app.function.not_publicly_accessible_enforced,config,"CC6.1 The entity implements logical access security software, infrastructure, an",ISO27001_2022;SOC2,iso27001_2022_A.8.1;soc2_cc_6_1,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
azure,azure.authorization.role_assignment.condition_ip_configured,config,Check role assignment conditions for maintenance actions to ensure they require a source IP from an approved network.; (refined),CANADA_PBMM,CANADA_PBMM/MA-4(6),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.authorization.role_assignment.external_tenants_configured,config,Check role assignments for principals from unauthorized external Azure AD tenants.,CANADA_PBMM,CANADA_PBMM/SA-9(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.authorization.role_definition.action_configured,config,Check role definitions for unauthorized maintenance tool actions; (refined),CANADA_PBMM,CANADA_PBMM/MA-3(3),APPLIES,CANADA_PBMM is cross-CSP,,azure.authorization.activity_log.elevate_access_action (shared:action),GENUINELY_NEW
azure,azure.authorization.role_definition.change_control_configured,config,(refined); Check that custom RBAC role definitions are not changed without approval.,CANADA_PBMM,CANADA_PBMM/CM-3(4),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.backup.recovery_vault.configured,config,(refined),CIS,CIS/6.1,APPLIES,CIS control CIS/6.1 found in CIS-azure,[CIS-azure 6.1] Ensure 'Enforce SSL connection' is set to 'Enabled' for Standard MySQL Database  — Enable SSL connection on MYSQL Servers.,,GENUINELY_NEW
azure,azure.backup.recovery_vaults.redundancy_configured,config,Ensure Recovery Vaults are configured with geo-redundant storage.,CANADA_PBMM,CANADA_PBMM/CP-8(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.cdn.endpoint.origin_traffic_encrypted,config,Examine documentation and interview personnel to verify that security policies a,PCI_DSS,pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4,APPLIES,PCI_DSS is cross-CSP,,azure.cdn.endpoint.edge_origin_request_policy_no_secret_headers_forwarded (shared:origin); azure.cdn.endpoint.edge_origin_request_policy_forward_querystrings_minimal (shared:origin); azure.cdn.endpoint.edge_origin_request_policy_forward_headers_minimal (shared:origin); azure.cdn.endpoint.edge_origin_request_policy_forward_cookies_minimal (shared:origin),GENUINELY_NEW
azure,azure.compute.disk.delete_option_configured,config,Check that OS and data disks are configured to be deleted on VM deletion.; (refined),NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.antimalware_enabled,config,Check if Azure VMs have Microsoft Antimalware or Defender extension enabled.; (refined),CANADA_PBMM,CANADA_PBMM/SI-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.boot_diagnostics_configured,config,Check that Azure VMs have boot diagnostics enabled for recovery troubleshooting,CANADA_PBMM,CANADA_PBMM/CP-2(6),APPLIES,CANADA_PBMM is cross-CSP,,azure.compute.virtual_machine.vm_secure_boot_enabled (shared:boot),GENUINELY_NEW
azure,azure.compute.virtual_machine.disaster_recovery_enabled,config,Check that Azure VMs have disaster recovery configured via Azure Site Recovery or backup with geo-redundancy.; Check that Azure VMs are configured wit,CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2);CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.image_baseline_enabled,config,Check that VMs are deployed from an approved baseline image.,CANADA_PBMM,CANADA_PBMM/CM-2(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.image_scan_enabled,config,Check if Virtual Machines are configured to use images from a gallery with vulnerability assessment or require scanning via Defender for Cloud.; (refi,NIST_800_171,NIST_800_171/3.14.5,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.maintenance_behavior_configured,config,Check that Azure VMs are configured to deallocate on stop for non-local maintenance.,CANADA_PBMM,CANADA_PBMM/MA-4(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.patch_assessment_configured,config,Check that Azure VMs have patch assessment enabled via Azure Update Management.; (refined),CANADA_PBMM,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.virtual_machine.recovery_automation_configured,config,"(refined); Check Azure VMs have recovery automation (e.g., boot diagnostics, availability sets/zones) configured.",CANADA_PBMM,CANADA_PBMM/CP-2(8),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.compute.vm.inventory_enabled,config,Check that all Azure VMs are tracked in an inventory system via tags or Azure Resource Graph.; Check that all Azure VMs are tracked in a CMDB or inven,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.cr.image.vulnerability_assessment_enabled,config,PARTIAL: azure.cr.image.vulnerability_assessment_enabled ||| verifies ACR vulnerability scanning is configured but does not confirm execution after si,PCI_DSS,PCI_DSS/11.3.1.3,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
azure,azure.devops.project.no_secrets_in_variables_enforced,config,Examine system configuration settings to verify that system/session idle timeout,PCI_DSS,pci_dss_v4_6.3.2;pci_dss_v4_8.2.1;pci_dss_v4_8.2.6;pci_dss_v4_8.2.7;pci_dss_v4_8.2.8,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
azure,azure.entra.user.unused_credentials_configured,config,Access Control,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Your_Surroundings_4;cisa_ce_v1_Your_Systems_2;rbi_bank_9.3;rbi_nbfc_2.5,APPLIES,CISA_CE is cross-CSP,,,GENUINELY_NEW
azure,azure.entra.user.tenant_admin_api_keys_absent_configured,config,(refined),CIS,CIS/1.12,MISMATCH,"CIS control CIS/1.12 found in ['aws', 'gcp', 'ibm'] but not azure",,,FRAMEWORK_MISMATCH
azure,azure.entra.notification.group_mapping_configured,config,(refined),CIS,CIS/4.4,MISMATCH,"CIS control CIS/4.4 found in ['aws', 'gcp', 'ibm'] but not azure",,azure.entra.user.group_membership:az.active_directory_group.identity_access_security_group_membership_review_enabled_where_supported (shared:group),FRAMEWORK_MISMATCH
azure,azure.functionapp.secrets_in_keyvault_configured,config,(refined),CIS,CIS/12.3,MISMATCH,CIS control CIS/12.3 found in ['aws'] but not azure,,,FRAMEWORK_MISMATCH
azure,azure.aad.user.anonymous_auth_disabled,config,(refined),CIS,CIS/3.2.1,APPLIES,CIS control CIS/3.2.1 found in CIS-azure,[CIS-azure 3.2.1] Ensure that the --anonymous-auth argument is set to false — Disable anonymous requests to the Kubelet server.,,GENUINELY_NEW
azure,azure.iam.role.least_privilege_enforced,config,(refined),CIS,CIS/4.1.1,APPLIES,CIS control CIS/4.1.1 found in CIS-azure,[CIS-azure 4.1.1] Ensure that the cluster-admin role is only used where required — The RBAC role cluster-admin provides wide-ranging powers over the environment and should be used only where and when needed.,,GENUINELY_NEW
azure,azure.iam.role.wildcard_action_configured,config,(refined),CIS,CIS/4.1.3,APPLIES,CIS control CIS/4.1.3 found in CIS-azure,"[CIS-azure 4.1.3] Minimize wildcard use in Roles and ClusterRoles — Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard ""*"" whic",,GENUINELY_NEW
azure,azure.authorization.role_definition.max_session_hours_configured,config,(refined); Check PIM/role settings for maximum activation duration is configured.,NIST_800_171,NIST_800_171/3.1.11,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.aad.service_principal.key_credentials_configured,config,(refined),CIS,CIS/4.1.6,APPLIES,CIS control CIS/4.1.6 found in CIS-azure,[CIS-azure 4.1.6] Ensure that Service Account Tokens are only mounted where necessary — Service accounts tokens should not be mounted in pods except where the workload running in the pod explicitly needs to communicate with the API server,azure.aad.lustre.filesystem_customer_managed_key_enabled (shared:key),GENUINELY_NEW
azure,azure.aad.service_principal.oauth2_permissions_restricted,config,(refined),CIS,CIS/4.1.6,APPLIES,CIS control CIS/4.1.6 found in CIS-azure,[CIS-azure 4.1.6] Ensure that Service Account Tokens are only mounted where necessary — Service accounts tokens should not be mounted in pods except where the workload running in the pod explicitly needs to communicate with the API server,azure.aad.serverless_event_source.permissions_least_privilege (shared:permissions),GENUINELY_NEW
azure,azure.aad.user.security_key_enforcement_configured,config,(refined),CIS,CIS/1.3,MISMATCH,"CIS control CIS/1.3 found in ['aws', 'gcp', 'ibm'] but not azure",,,FRAMEWORK_MISMATCH
azure,azure.keyvault.key.key_type_configured,config,Check that Key Vault keys are customer-managed (not Microsoft-managed).,CANADA_PBMM,CANADA_PBMM/SC-12(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.keyvault.vault.access_policy_configured,config,Check that Azure Key Vault has access policies or RBAC assignments restricting key management and usage.,CANADA_PBMM,CANADA_PBMM/SC-12(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.kubernetes.cluster.admin_access_least_privilege_enforced,config,(refined),CIS,CIS/4.1.1,APPLIES,CIS control CIS/4.1.1 found in CIS-azure,[CIS-azure 4.1.1] Ensure that the cluster-admin role is only used where required — The RBAC role cluster-admin provides wide-ranging powers over the environment and should be used only where and when needed.,"azure.kubernetes.managed_cluster.containers_fargate_profile_execution_role_least_privilege (shared:least,privilege); azure.kubernetes.rbac.k8s_no_cluster_admin_to_authenticated (shared:admin); azure.kubernetes.rbac.k8s_default_sa_not_cluster_admin (shared:admin); azure.kubernetes.rbac.containers_no_cluster_admin_bindings_to_users (shared:admin); azure.kubernetes.admission_controller.containers_admission_privilege_escalation_denied (shared:privilege)",AMBIGUOUS
azure,azure.network.load_balancer.https_redirect_configured,config,CCCS SC-8: Transmission Confidentiality and Integrity,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
azure,azure.managementgroup.subscription.entra_tenant_transfer_restriction_configured,config,(refined); Check that subscription transfers to/from Microsoft Entra tenants are prohibited.,CIS;CIS_AZURE,CIS/5.25;CIS_AZURE/5.25,APPLIES,CIS_AZURE → azure,,,GENUINELY_NEW
azure,azure.monitor.activity_log.profile_log_retention,ciem,Check that Activity Logs are retained for sufficient duration to support incident handling.,CANADA_PBMM,CANADA_PBMM/IR-4(1),APPLIES,CANADA_PBMM is cross-CSP,,azure.monitor.activity_log.log_analytics_workspace_delete (shared:log); azure.monitor.activity_log.log_analytics_purge (shared:log); azure.monitor.activity_log.log_analytics_data_export_delete (shared:log); azure.monitor.activity_log.activity_log_alert_delete (shared:log),GENUINELY_NEW
azure,azure.monitor.diagnostic_setting.kubernetes_configured,config,(refined),CIS,CIS/2.2.1,APPLIES,CIS control CIS/2.2.1 found in CIS-azure,[CIS-azure 2.2.1] Ensure 'Java version' is currently supported (if in use) — ,,GENUINELY_NEW
azure,azure.netappfiles.encryption.key_source_cmk_check,config,Ensure 'Encryption key source' is set to 'Customer Managed  Key' for Azure NetAp,CIS_AZURE,cis_azure_10.1,APPLIES,CIS_AZURE → azure,,,GENUINELY_NEW
azure,azure.network.network_security_group.rule_access_restricted,config,"Check that NSG security rules enforce allowed traffic flows (deny by default, explicit allow rules).",CANADA_PBMM,CANADA_PBMM/AC-4(21),APPLIES,CANADA_PBMM is cross-CSP,,azure.network.load_balancer.lb_access_logs_enabled (shared:access); azure.network.firewall.rule_groups_attached (shared:rule); azure.network.activity_log.nsg_rule_write (shared:rule); azure.network.activity_log.firewall_rule_write (shared:rule),GENUINELY_NEW
azure,azure.network.virtual_network_peering.allow_forwarded_traffic_restricted,config,Check that virtual network peering does not allow forwarded traffic from outside.,CANADA_PBMM,CANADA_PBMM/CA-3(3);CANADA_PBMM/CA-3(5),APPLIES,CANADA_PBMM is cross-CSP,,azure.network.network_acl.nacl_no_allow_all_rules (shared:allow),GENUINELY_NEW
azure,azure.rbac.role.custom_role_permissions_restricted,config,(refined); Check custom RBAC roles have defined maximum permissions boundaries.,CANADA_PBMM,CANADA_PBMM/SC-6,APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.securitycenter.assessments.periodic_configured,config,Check that Azure Security Center is configured to run continuous assessments and provide secure scores.,NIST_800_171,NIST_800_171/3.12.1,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
azure,azure.securitycenter.security_alert_notifications_enabled,config,(refined),CIS,CIS/4.15,MISMATCH,CIS control CIS/4.15 found in ['aws'] but not azure,,,FRAMEWORK_MISMATCH
azure,azure.sentinel.data_connector.is_configured,config,(refined),CIS,CIS/4.14,MISMATCH,CIS control CIS/4.14 found in ['aws'] but not azure,,,FRAMEWORK_MISMATCH
azure,azure.sql.connection.credentials_in_keyvault_configured,config,(refined),CIS,CIS/12.3,MISMATCH,CIS control CIS/12.3 found in ['aws'] but not azure,,,FRAMEWORK_MISMATCH
azure,azure.storage.bucket.lifecycle_enabled,config,Requirement 10.7.3,PCI_DSS,pci_dss_v4_10.7.2;pci_dss_v4_10.7.3;pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
azure,azure.storage.immutable.blob_enabled,config,"A1.2 Backup and Disaster Recovery: The entity implements backup processes, data ",SOC2,soc2_a1_2,APPLIES,SOC2 is cross-CSP,,azure.storage.activity_log.storage_blob_service_write (shared:blob),GENUINELY_NEW
azure,azure.compute.virtual_machine.time_sync_configured,config,(refined); Check if Azure VMs are configured to use time synchronization from host or NTP.,PCI_DSS,PCI_DSS/10.6.1,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
azure,azure.vm.guest_config.antimalware_enabled,config,Check if Azure VMs have Microsoft Antimalware or Defender extension enabled and running.; (refined),CANADA_PBMM,CANADA_PBMM/SI-3(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
azure,azure.vpn.virtual_network_gateway.split_tunnel_configured,config,check that Azure VPN gateway point-to-site configurations disable split tunneling; (refined),NIST_800_171,NIST_800_171/3.13.7,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.apigateway.gateway.https_required,config,CCCS SC-8: Transmission Confidentiality and Integrity,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
gcp,gcp.app.engine.managed_updates_enabled,config,Enable automatic updates and patch quickly,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Booting_Up_3;rbi_bank_21.2;rbi_nbfc_2.6,APPLIES,CISA_CE is cross-CSP,,,GENUINELY_NEW
gcp,gcp.artifactregistry.container.analysis_enabled,config,CC3.1 COSO Principle 6: The entity specifies objectives with sufficient clarity ,SOC2,soc2_cc_3_1,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.backup_policy_configured,config,"A1.2 Backup and Disaster Recovery: The entity implements backup processes, data ",SOC2,soc2_a1_2,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.dataproc.cluster.automatic_upgrades_enabled,config,Baseline Configuration,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;canada_pbmm_moderate_CCCS_CP_9;canada_pbmm_moderate_CCCS_SI_2;fedramp_moderate_CM_2;fedramp_moderate_CM_2_2;...(+21 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
gcp,gcp.dataproc.cluster.maintenance_window_configured,config,Enable automatic updates and patch quickly,CISA_CE;RBI_NBFC,cisa_ce_v1_Booting_Up_3;rbi_nbfc_2.6,APPLIES,CISA_CE is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloudfunctions.function.url_authentication_enabled,config,Mobile Financial Services Security,RBI_NBFC,rbi_nbfc_2.11,APPLIES,RBI_NBFC is cross-CSP,,,GENUINELY_NEW
gcp,gcp.cloud_security_scanner.scan_config.exists,config,(refined),CIS,CIS/4.14,MISMATCH,CIS control CIS/4.14 found in ['aws'] but not gcp,,,FRAMEWORK_MISMATCH
gcp,gcp.sql.backup.retention_configured,config,"A1.2 Backup and Disaster Recovery: The entity implements backup processes, data ",SOC2,soc2_a1_2,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.sql.instance.high_availability_enabled,config,A1.1 Capacity Management: The entity conducts capacity planning to ensure adequa,SOC2,soc2_a1_1,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.alb.https_redirect_configured,config,CCCS SC-8: Transmission Confidentiality and Integrity,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_8;fedramp_moderate_SC_8,APPLIES,FedRAMP_Moderate is cross-CSP,,gcp.compute.health_check.health_check_https_or_tls_used (shared:https); gcp.compute.backend_service.cdn_https_only_viewer_protocol (shared:https),GENUINELY_NEW
gcp,gcp.compute.autoscaler.configured,config,A1.1 Capacity Management: The entity conducts capacity planning to ensure adequa,SOC2,soc2_a1_1,APPLIES,SOC2 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.disk.delete_rule_configured,config,Check that persistent disks are configured to be deleted on instance deletion.; (refined),NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.disk.encryption_default_configured,config,Check that new Compute Engine disks are encrypted with customer-managed keys by default.; Check that new persistent disks are encrypted with customer-,CANADA_PBMM,CANADA_PBMM/SC-28(1);CANADA_PBMM/SC-8(1),APPLIES,CANADA_PBMM is cross-CSP,,gcp.compute.disk.volume_encryption_at_rest_enabled (shared:encryption); gcp.compute.disk.replication_encryption_in_transit_tls_required (shared:encryption); gcp.compute.disk.disk_encryption_at_rest_enabled (shared:encryption),GENUINELY_NEW
gcp,gcp.compute.firewall.deny_all_ingress_restricted,config,Check that the default VPC firewall rule denies all inbound traffic.; Check that a VPC firewall rule with priority 65535 denies all ingress.,CANADA_PBMM,CANADA_PBMM/SC-7(4);CANADA_PBMM/SC-7(5),APPLIES,CANADA_PBMM is cross-CSP,,gcp.compute.firewall.warehouse_sg_no_0_0_0_0_ingress (shared:ingress); gcp.compute.firewall.sg_ingress_only_required_ports (shared:ingress); gcp.compute.firewall.sg_ingress_no_0_0_0_0 (shared:ingress); gcp.compute.firewall.net_sg_no_0_0_0_0_ingress (shared:ingress); gcp.compute.firewall.nacl_no_allow_all_rules (shared:all),GENUINELY_NEW
gcp,gcp.compute.firewall.ingress_restricted,config,Check that VPC firewall rules restrict ingress traffic to authorized sources.; Check that VPC firewall rules restrict inbound traffic to authorized so,CANADA_PBMM,CANADA_PBMM/SC-7(12);CANADA_PBMM/SC-7(13);CANADA_PBMM/SC-7(18);CANADA_PBMM/SC-7(7);CANADA_PBMM/SC-7(8),APPLIES,CANADA_PBMM is cross-CSP,,gcp.compute.firewall.warehouse_sg_no_0_0_0_0_ingress (shared:ingress); gcp.compute.firewall.sg_ingress_only_required_ports (shared:ingress); gcp.compute.firewall.sg_ingress_no_0_0_0_0 (shared:ingress); gcp.compute.firewall.net_sg_no_0_0_0_0_ingress (shared:ingress),GENUINELY_NEW
gcp,gcp.compute.firewall.rule_direction_configured,config,"Check that VPC Firewall rules enforce allowed traffic flows (deny by default, explicit allow rules).",CANADA_PBMM,CANADA_PBMM/AC-4(21),APPLIES,CANADA_PBMM is cross-CSP,,gcp.compute.firewall.firewall_rule_groups_attached (shared:rule),GENUINELY_NEW
gcp,gcp.compute.image.shielded_vm_enabled,config,PARTIAL: gcp.compute.image.shielded_vm_enabled ||| verifies image integrity via shielded VM but not full developer CM process,CANADA_PBMM,CANADA_PBMM/SA-10(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.antivirus_osconfig_configured,config,Check if Compute Engine VMs have OS Config agent enabled for security patch/antivirus management.; (refined),CANADA_PBMM,CANADA_PBMM/SI-3(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.automatic_restart_configured,config,Check Compute Engine instances are configured with automatic restart for recovery,CANADA_PBMM,CANADA_PBMM/CP-2(6),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.disaster_recovery_enabled,config,"Check that Compute Engine instances have disaster recovery configured (e.g., via persistent disk snapshots and instance templates).; Check that Comput",CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2);CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.image_scan_enabled,config,(refined); Check if Compute Engine VMs are configured to use images with Security Health Analytics or require scanning via Security Command Center.,NIST_800_171,NIST_800_171/3.14.5,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.inventory_enabled,config,Check that all Compute Engine instances are tracked in an inventory system via labels or Asset Inventory.; Check that all Compute Engine instances are,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.ip_forwarding_check,config,Ensure That IP Forwarding Is Not Enabled on Instances,CIS_GCP,cis_gcp_4.6,APPLIES,CIS_GCP → gcp,,gcp.compute.instance.vm_no_public_ip_assigned (shared:ip); gcp.compute.instance.instance_no_public_ip_unless_required (shared:ip),GENUINELY_NEW
gcp,gcp.compute.instance.maintenance_behavior_configured,config,Check that Compute Engine instances are configured to terminate on stop for non-local maintenance.,CANADA_PBMM,CANADA_PBMM/MA-4(2),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.maintenance_policy_configured,config,Check Compute Engine instances have automated or approved maintenance policies.; (refined),CANADA_PBMM,CANADA_PBMM/MA-4(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.older_than_specific_days_configured,config,Baseline Configuration,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,canada_pbmm_moderate_CCCS_CM_2;fedramp_moderate_CM_2;fedramp_moderate_CM_2_2;fedramp_moderate_CM_2_3;fedramp_moderate_CM_2_7;...(+5 more),APPLIES,FedRAMP_Moderate is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.os_config_time_sync_configured,config,Check that Compute Engine VMs are configured to use Google's internal NTP service for accurate time synchronization.; (refined),NIST_800_171,NIST_800_171/3.3.7,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.patch_management_configured,config,(refined); Check that Compute Engine VMs have OS patch management enabled via OS Config.; Check that Compute Engine VMs have patch management enabled ,CANADA_PBMM,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.recovery_automation_configured,config,"Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured.; (refined)",CANADA_PBMM,CANADA_PBMM/CP-2(8),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.required_tags_configured,config,Check that Compute Engine instances have required tags for configuration management.,CANADA_PBMM,CANADA_PBMM/CM-6(1),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance.snapshot_schedule_configured,config,Check Compute Engine instances have a snapshot schedule configured for recovery.,CANADA_PBMM,CANADA_PBMM/CP-2(4),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.instance_template.metadata_streaming_connection_idle_timeout_configured,config,Ensure GCE instance templates do not set streaming connection idle timeout to 0.; (refined),CIS;CIS_GCP,CIS/3.2.5;CIS_GCP/3.2.5,APPLIES,CIS_GCP → gcp,[CIS-gcp 3.2.5] Ensure broadcast ICMP requests are ignored — Setting net.ipv4.icmp_echo_ignore_broadcasts to 1 will cause the system to ignore all ICMP echo and timestamp requests to broadcast and multicast addresses.,,GENUINELY_NEW
gcp,gcp.compute.network.default_in_use_configured,config,Network Security,ISO27001_2022,iso27001_2022_A.8.20,APPLIES,ISO27001_2022 is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.network_peering.export_custom_routes_configured,config,Check that VPC network peering does not export custom routes to the peer network.; Check that VPC network peering does not export custom routes.,CANADA_PBMM,CANADA_PBMM/CA-3(3);CANADA_PBMM/CA-3(5),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
gcp,gcp.compute.region_backend_services.failover_configured,config,Ensure regional backend services have failover policies configured.,CANADA_PBMM,CANADA_PBMM/CP-8(3),APPLIES,CANADA_PBMM is cross-CSP,,,GENUINELY_NEW
