catalog_rule_id,service,category,provider_service,catalog_compliance_ids,has_compliance_ids,ciem_rule_id,confidence,reasoning,ciem_title,ciem_threat_category,ciem_service,ciem_compliance_ids,candidate_count,error
aws.kms.key.key_not_publicly_accessible,kms,secrets,"boto3.client(""kms"")",,no,,none,"The catalog rule 'aws.kms.key.key_not_publicly_accessible' checks for static misconfiguration of KMS key policies to prevent public access, while all provided CIEM candidates detect dynamic events like key policy changes, deletions, or grants, not the state of public accessibility itself.",,,,,8,
aws.lake_formation.data_lake_settings.change_audit_logging_enabled,lake_formation,data_governance,"boto3.client(""lake_formation"")",,no,,none,"The catalog rule monitors Lake Formation audit logging settings changes, while all CIEM candidates detect EKS Kubernetes API audit events, covering different services and security concerns.",,,,,20,
aws.lake_formation.data_lake_settings.mfa_required,lake_formation,data_governance,"boto3.client(""lake_formation"")",,no,,none,"No CIEM rule directly addresses Lake Formation data lake settings MFA requirement, as all MFA-related CIEM rules focus on IAM user/console MFA events, not Lake Formation service-level MFA configuration.",,,,,20,
aws.lake_formation.data_lake_settings.rbac_least_privilege,lake_formation,data_governance,"boto3.client(""lake_formation"")",,no,,none,"No CIEM rule directly detects Lake Formation RBAC least privilege violations, which require checking static role-based access control configurations rather than detecting runtime security events.",,,,,20,
cloudtrail.log.file.validation.enabled,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_c_1_0027;hipaa_multi_cloud_164_312_c_2_0028,yes,,none,"No CIEM rule detects CloudTrail log file validation being disabled, which is a specific integrity control for verifying CloudTrail log files haven't been tampered with.",,,,,20,
"cloudwatch.log.group.retention.policy.specific.days.enabled,.s3.bucket.lifecycle.enabled",log,security,"boto3.client(""log"")",pci_dss_v4_multi_cloud_10.7.2_0160;pci_dss_v4_multi_cloud_10.7.3_0161,yes,,none,"The catalog rule requires specific retention policy and lifecycle configuration, while all CIEM candidates only detect deletion or modification events, not the absence of required configurations.",,,,,20,
cloudwatch.log.metric.filter.and.alarm.for.aws.config.configuration.changes.enabled,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,yes,,none,"No CIEM rule detects missing CloudWatch metric filters and alarms for AWS Config changes, which is a static configuration gap rather than a logged event.",,,,,20,
cloudwatch.log.metric.filter.and.alarm.for.cloudtrail.configuration.changes.enabled,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,yes,,none,"The catalog rule requires detection of CloudTrail configuration changes via metric filters and alarms, while all CIEM candidates detect specific logging manipulation or deletion events, not the absence of the required monitoring configuration.",,,,,20,
cloudwatch.log.metric.filter.disable.or.scheduled.deletion.of.kms.cmk,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,yes,,none,"No CIEM rule detects disabling or scheduled deletion of KMS CMKs, which is specifically about cryptographic key management, not log monitoring or deletion events.",,,,,20,
"cloudwatch.log.metric.filter.policy.changes,.iam.password.policy.reuse.24,.iam.user.accesskey.unused,.iam.user.console.access.unused",log,security,"boto3.client(""log"")",pci_dss_v4_multi_cloud_8.1.1_0099,yes,,none,"The catalog rule requires detection of specific IAM policy and user activity patterns (password reuse, unused access keys, unused console access), but none of the CIEM candidates monitor IAM user behavior or password policy events.",,,,,20,
cloudwatch.log.metric.filter.root.usage,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_6_i_0015;hipaa_multi_cloud_164_308_a_6_ii_0016,yes,,none,"The catalog rule requires a CloudWatch metric filter for root usage detection, but none of the CIEM candidates detect the absence of such monitoring or alert on root account activity events.",,,,,20,
cloudwatch.log.metric.filter.sign.in.without.mfa,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,yes,,none,"No CIEM rule detects sign-in without MFA events, which is what the catalog rule requires for GDPR data protection by design.",,,,,20,
cloudwatch.log.metric.filter.unauthorized.api.calls,log,security,"boto3.client(""log"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,yes,,none,No CIEM rule directly detects unauthorized API calls via CloudWatch metric filters as required by the catalog rule.,,,,,20,
"elb.logging.enabled,.s3.bucket.server.access.logging.enabled,.elbv2.logging.enabled,.cloudtrail.s3.dataevents.read.enabled,.cloudwatch.log.group.retention.policy.specific.days.enabled,.apigateway.restapi.logging.enabled,.cloudtrail.multi.region.enabled,.wafv2.web.acl.logging.enabled,.cloudtrail.cloudwatch.logging.enabled,.vpc.flow.logs.enabled,.redshift.cluster.audit.logging",logging,security,"boto3.client(""logging"")",pci_dss_v4_multi_cloud_10.1.1_0141;pci_dss_v4_multi_cloud_10.1.2_0142,yes,,none,"The catalog rule requires enabling logging for various services, while all CIEM candidates detect actions that disable or delete existing logging, not the absence of logging configuration.",,,,,8,
ssm.managed.compliant.patching,managed,security,"boto3.client(""managed"")",hipaa_multi_cloud_164_308_a_5_ii_b_0012;pci_dss_v4_multi_cloud_11.3.1.2_0167;pci_dss_v4_multi_cloud_2.2.4_0023;pci_dss_v4_multi_cloud_2.2.5_0024;pci_dss_v4_multi_cloud_5.1.1_0065;pci_dss_v4_multi_cloud_5.1.2_0066;pci_dss_v4_multi_cloud_5.2.2_0067;pci_dss_v4_multi_cloud_5.2.3.1_0068,yes,,none,"None of the CIEM candidates detect SSM managed instance patching compliance violations, as they focus on WAF, IAM policy changes, Batch jobs, and Cognito events instead of patch management activities.",,,,,6,
"ssm.managed.compliant.patching,.eks.cluster.uses.a.supported.version,.rds.cluster.minor.version.upgrade.enabled",managed,security,"boto3.client(""managed"")",pci_dss_v4_multi_cloud_6.2.1_0075;pci_dss_v4_multi_cloud_6.2.2_0076;pci_dss_v4_multi_cloud_6.2.3.1_0078;pci_dss_v4_multi_cloud_6.2.3_0077;pci_dss_v4_multi_cloud_6.2.4_0079,yes,,none,"The catalog rule addresses managed service patching and version support, while all CIEM candidates detect unrelated events like WAF blocks, job submissions, IAM policy changes, or Cognito pool creation.",,,,,6,
aws.mq.broker_active_deployment_mode:nan,mq,,"boto3.client(""mq"")",,no,,none,"The catalog rule 'aws.mq.broker_active_deployment_mode' relates to Amazon MQ broker deployment mode configuration, but none of the provided CIEM candidates monitor Amazon MQ broker deployment events or configuration changes.",,,,,20,
aws.mq.broker_logging_enabled:nan,mq,,"boto3.client(""mq"")",,no,,none,No CIEM rule in the provided list detects Amazon MQ broker logging configuration changes or logging disablement events.,,,,,20,
aws.mq.cluster.deployment_mode:nan,mq,,"boto3.client(""mq"")",,no,,none,"The catalog rule is for AWS MQ (Amazon MQ) cluster deployment mode, but all CIEM candidates are for unrelated services like EKS, ECS, CodeDeploy, and Redshift.",,,,,7,
cloudtrail.multi.region.enabled,multi,security,"boto3.client(""multi"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_e_2_i_0031,yes,,none,"None of the CIEM candidates detect CloudTrail multi-region configuration or logging events, which is the specific requirement of the catalog rule.",,,,,8,
aws.neptune.cluster.audit_logging_enabled:aws.neptune.cluster.audit_logging_enabled,neptune,,"boto3.client(""neptune"")",,no,,none,"The catalog rule requires Neptune cluster audit logging to be enabled as a configuration setting, while all provided CIEM candidates detect specific Kubernetes API audit events in EKS, which are unrelated to Neptune database audit logging configuration.",,,,,20,
aws.neptune.cluster.encryption_at_rest_enabled:aws.neptune.cluster.encryption_at_rest_enabled,neptune,,"boto3.client(""neptune"")",,no,,none,"No CIEM rule specifically detects Neptune cluster encryption-at-rest being disabled or modified, as all encryption-related rules focus on other services like S3, RDS, or general correlation patterns not tied to Neptune events.",,,,,20,
aws.network_firewall.firewall.logging_enabled,network_firewall,network,"boto3.client(""network_firewall"")",,no,,none,"No CIEM candidate directly detects a change in AWS Network Firewall logging configuration, which is a static control, not a runtime event.",,,,,20,
aws.network_firewall.firewall.no_permit_any_any,network_firewall,network,"boto3.client(""network_firewall"")",,no,,none,"No CIEM rule detects the creation or existence of a permissive 'any-any' firewall rule, only policy deletion/update events.",,,,,20,
aws.network_firewall.firewall.rule_groups_attached,network_firewall,network,"boto3.client(""network_firewall"")",,no,,none,"No CIEM rule detects rule group attachment events for AWS Network Firewall, only deletions or policy updates.",,,,,20,
ec2.networkacl.allow.ingress.any.port,networkacl,security,"boto3.client(""networkacl"")",hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_312_e_1_0030,yes,,none,"No CIEM rule detects network ACL configuration allowing ingress on any port, as all candidates monitor runtime traffic or different resource types.",,,,,20,
aws.networkfirewall.in_all_vpc:nan,networkfirewall,,"boto3.client(""networkfirewall"")",,no,,none,"No CIEM rule addresses AWS Network Firewall deployment across all VPCs, as all candidates focus on security groups, ALB logs, or IAM events.",,,,,20,
aws.networkfirewall.logging_enabled:nan,networkfirewall,,"boto3.client(""networkfirewall"")",,no,,none,No CIEM rule in the provided list detects AWS Network Firewall logging configuration changes or logging status events.,,,,,20,
aws.networkfirewall.multi_az:nan,networkfirewall,,"boto3.client(""networkfirewall"")",,no,,none,"The catalog rule is about AWS Network Firewall multi-AZ configuration, but all provided CIEM candidates monitor ALB logs, IAM events, or CloudTrail admin actions, none of which detect Network Firewall deployment or availability zone configuration changes.",,,,,20,
guardduty.no.high.severity.findings,no,security,"boto3.client(""no"")",hipaa_multi_cloud_164_308_a_6_ii_0016,yes,,none,"No CIEM rule directly detects the absence of high severity GuardDuty findings, which is a state-based compliance requirement rather than an event-based detection.",,,,,20,
sagemaker.notebook.instance.encryption.enabled,notebook,security,"boto3.client(""notebook"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_e_2_ii_0032,yes,,none,"No CIEM rule in the list specifically detects SageMaker notebook instance encryption being disabled or modified, as all rules focus on other services (EC2, Lightsail, RDS, S3, ALB) or general encryption correlation without SageMaker context.",,,,,20,
aws.opensearch.service.domains_audit_logging_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,"The catalog rule requires OpenSearch audit logging to be enabled as a configuration setting, while all CIEM candidates detect EKS Kubernetes audit log events, which are unrelated to OpenSearch service domain configuration.",,,,,20,
aws.opensearch.service.domains_cloudwatch_logging_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,No CIEM rule in the provided list detects OpenSearch CloudWatch logging configuration changes or missing logging events.,,,,,20,
aws.opensearch.service.domains_encryption_at_rest_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,"No CIEM rule directly detects OpenSearch domain encryption-at-rest being disabled or modified, as the catalog rule checks for static encryption configuration while the CIEM candidates focus on other services like S3, ECS, or general encryption downgrade correlations without OpenSearch-specific cover",,,,,20,
aws.opensearch.service.domains_fault_tolerant_data_nodes:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,"The catalog rule appears to check for fault-tolerant data node configuration in OpenSearch domains, but none of the CIEM candidates detect OpenSearch domain configuration changes or data node fault tolerance events.",,,,,20,
aws.opensearch.service.domains_fault_tolerant_master_nodes:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,No CIEM candidate addresses OpenSearch domain master node fault tolerance configuration or related events.,,,,,20,
aws.opensearch.service.domains_internal_user_database_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,No CIEM rule in the provided list detects OpenSearch internal user database configuration changes or usage events.,,,,,20,
aws.opensearch.service.domains_node_to_node_encryption_enabled:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,"No CIEM rule in the list specifically detects OpenSearch node-to-node encryption being disabled or modified, which is a service-specific configuration event not covered by the general encryption-related correlation rules provided.",,,,,20,
aws.opensearch.service.domains_not_publicly_accessible:nan,opensearch,,"boto3.client(""opensearch"")",,no,,none,None of the provided CIEM candidates monitor OpenSearch domain configuration changes or public accessibility events.,,,,,20,
aws.parameter_store.parameter.access_rbac_least_privilege,parameter_store,secrets,"boto3.client(""parameter_store"")",,no,,none,No CIEM rule directly detects AWS Systems Manager Parameter Store parameter access violations or RBAC least privilege misconfigurations for secrets management.,,,,,20,
aws.parameter_store.parameter.kms_encryption_enabled,parameter_store,secrets,"boto3.client(""parameter_store"")",,no,,none,"No CIEM rule detects the creation or modification of an unencrypted SSM Parameter Store parameter, which is the static configuration requirement of the catalog rule.",,,,,20,
aws.parameter_store.parameter.kms_key_configured,parameter_store,secrets,"boto3.client(""parameter_store"")",,no,,none,"The catalog rule checks for static KMS key configuration on SSM parameters, while all CIEM candidates detect KMS key management events or SSM parameter modifications, not the absence of KMS encryption configuration.",,,,,10,
aws.parameter_store.parameter.rotation_enabled_for_rotatable_secrets,parameter_store,secrets,"boto3.client(""parameter_store"")",,no,,none,"No CIEM rule detects the absence of rotation configuration for AWS Parameter Store secrets, which is a static configuration check rather than an event-based detection.",,,,,20,
"iam.password.policy.reuse.24,.codebuild.project.no.secrets.in.variables,.codebuild.project.source.repo.url.no.sensitive.credentials,.s3.bucket.enforces.ssl,.elbv2.ssl.listeners,.opensearch.service.domains.node.to.node.encryption.enabled,.elb.ssl.listeners,.ec2.ebs.default.encryption,.rds.instance.storage.encrypted,.sagemaker.notebook.instance.encryption.enabled,.s3.bucket.default.encryption,.efs.encryption.at.rest.enabled,.opensearch.service.domains.encryption.at.rest.enabled,.ec2.ebs.volume.encryption,.s3.bucket.kms.encryption,.eks.cluster.kms.cmk.encryption.in.secrets.enabled,.rds.snapshots.encrypted,.dynamodb.accelerator.cluster.encryption.enabled,.dynamodb.table.encryption.enabled,.cloudtrail.kms.encryption.enabled,.cloudwatch.log.group.kms.encryption.enabled,.sns.topics.kms.encryption.at.rest.enabled,.dynamodb.tables.kms.cmk.encryption.enabled,.redshift.cluster.audit.logging",password,security,"boto3.client(""password"")",pci_dss_v4_multi_cloud_8.2.6_0104;pci_dss_v4_multi_cloud_8.2.7_0105;pci_dss_v4_multi_cloud_8.2.8_0106,yes,,none,"The catalog rule is about password reuse prevention and encryption settings, while all CIEM candidates detect password policy modifications or credential access events, not the static configuration violation.",,,,,5,
"codebuild.project.no.secrets.in.variables,.codebuild.project.source.repo.url.no.sensitive.credentials,.s3.bucket.enforces.ssl,.elbv2.ssl.listeners,.opensearch.service.domains.node.to.node.encryption.enabled,.elb.ssl.listeners,.ec2.ebs.default.encryption,.rds.instance.storage.encrypted,.sagemaker.notebook.instance.encryption.enabled,.s3.bucket.default.encryption,.efs.encryption.at.rest.enabled,.opensearch.service.domains.encryption.at.rest.enabled,.ec2.ebs.volume.encryption,.s3.bucket.kms.encryption,.eks.cluster.kms.cmk.encryption.in.secrets.enabled,.rds.snapshots.encrypted,.dynamodb.accelerator.cluster.encryption.enabled,.dynamodb.table.encryption.enabled,.cloudtrail.kms.encryption.enabled,.cloudwatch.log.group.kms.encryption.enabled,.sns.topics.kms.encryption.at.rest.enabled,.dynamodb.tables.kms.cmk.encryption.enabled,.redshift.cluster.audit.logging",project,security,"boto3.client(""project"")",pci_dss_v4_multi_cloud_8.2.1_0101,yes,,none,"The catalog rule focuses on encryption-at-rest configuration requirements across multiple AWS services, while all CIEM candidates detect specific API events or actions rather than encryption configuration violations.",,,,,20,
"codebuild.project.source.repo.url.no.sensitive.credentials,.codebuild.project.no.secrets.in.variables",project,security,"boto3.client(""project"")",pci_dss_v4_multi_cloud_6.3.2_0080,yes,,none,No CIEM rule detects secrets in CodeBuild project source URLs or environment variables during creation or modification events.,,,,,20,
aws.qldb.ledger_encryption_at_rest_enabled,qldb,,"boto3.client(""qldb"")",cis_aws_aws_11.3_0113,yes,,none,No CIEM candidate directly detects QLDB ledger encryption at rest being disabled or missing.,,,,,20,
aws.qldb.ledger_iam_access_control_enforced,qldb,,"boto3.client(""qldb"")",cis_aws_aws_11.5_0115,yes,,none,"No CIEM rule in the list specifically detects QLDB ledger IAM access control enforcement violations, as all candidates focus on other AWS services or general IAM activities unrelated to QLDB's ledger-specific access controls.",,,,,20,
aws.qldb.ledger_journal_export_configured,qldb,,"boto3.client(""qldb"")",cis_aws_aws_11.7_0117,yes,,none,"No CIEM rule detects QLDB journal export configuration events, as all candidates focus on other services like ACM, DynamoDB, ALB, or general IAM patterns.",,,,,20,
aws.qldb.logging_and_monitoring_compliance_check,qldb,,"boto3.client(""qldb"")",cis_aws_aws_11.6_0116,yes,,none,No CIEM rule in the candidate list monitors QLDB logging or detects violations of QLDB logging and monitoring compliance requirements.,,,,,20,
aws.qldb.network.access_secure_configuration_check,qldb,,"boto3.client(""qldb"")",cis_aws_aws_11.2_0112,yes,,none,"No CIEM rule directly addresses QLDB network access configuration violations, as all candidates focus on other services or generic unauthorized access detection.",,,,,20,
backup.recovery.point.encrypted,recovery,security,"boto3.client(""recovery"")",pci_dss_v4_multi_cloud_3.5.1.3_0043,yes,,none,No CIEM rule detects encryption status changes for AWS Backup recovery points specifically.,,,,,20,
aws.redshift.snapshot.encrypted,redshift,db,"boto3.client(""redshift"")",,no,,none,"No CIEM rule detects the creation or existence of unencrypted Redshift snapshots, which is what the catalog rule checks for.",,,,,16,
apigateway.restapi.logging.enabled,restapi,security,"boto3.client(""restapi"")",hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026;pci_dss_v4_multi_cloud_10.2.1.2_0145,yes,,none,"No CIEM rule in the list detects API Gateway REST API logging configuration changes or missing logging events, which is required to cover the static compliance requirement for API Gateway logging being enabled.",,,,,20,
iam.root.hardware.mfa.enabled,root,security,"boto3.client(""root"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_312_d_0029,yes,,none,"The catalog rule requires hardware MFA for root account, but no CIEM rule detects root console logins without MFA or root MFA device deactivation specifically.",,,,,20,
iam.root.mfa.enabled,root,security,"boto3.client(""root"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_312_d_0029,yes,,none,"The catalog rule requires MFA to be enabled for the root account, but none of the CIEM candidates detect a root login without MFA or the absence of MFA on the root account.",,,,,6,
cloudtrail.s3.dataevents.read.enabled,s3,security,"boto3.client(""s3"")",gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_a_2_i_0023;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_e_2_i_0031,yes,,none,"The catalog rule requires enabling S3 data event logging for read operations to maintain processing activity records, while all CIEM candidates detect specific security events or configuration changes rather than the absence of logging configuration.",,,,,20,
cloudtrail.s3.dataevents.write.enabled,s3,security,"boto3.client(""s3"")",gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;hipaa_multi_cloud_164_308_a_1_ii_d_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_a_2_i_0023;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_e_2_i_0031;pci_dss_v4_multi_cloud_10.2.1.7_0150,yes,,none,"The catalog rule requires enabling S3 data event logging for write operations to maintain processing activity records, while all CIEM candidates detect specific security events or configuration changes rather than the absence of logging configuration.",,,,,20,
aws.sagemaker.endpoint.logs_enabled,sagemaker,ml_ops,"boto3.client(""sagemaker"")",,no,,none,"No CIEM candidate directly detects the enabling or disabling of SageMaker endpoint logging, as all listed rules monitor different services or unrelated log events.",,,,,20,
aws.sagemaker.model_package.encrypted,sagemaker,data_governance_ai,"boto3.client(""sagemaker"")",,no,,none,No CIEM rule in the list specifically detects SageMaker model package encryption events or violations.,,,,,20,
aws.sagemaker.notebook_instance.encrypted,sagemaker,data_governance_ai,"boto3.client(""sagemaker"")",,no,,none,No CIEM rule detects SageMaker notebook instance encryption being disabled or missing at creation time.,,,,,6,
aws.savings_plans.savings_plan.approval_workflow_required,savings_plans,cost,"boto3.client(""savings_plans"")",,no,,none,No CIEM rule in the provided list monitors Savings Plans approval workflow configuration or related administrative events.,,,,,20,
aws.savings_plans.savings_plan.purchase_permissions_restricted,savings_plans,cost,"boto3.client(""savings_plans"")",,no,,none,No CIEM rule in the candidate list addresses Savings Plans purchase permissions or cost control events.,,,,,20,
aws.security_hub.hub.enabled_in_all_regions,security_hub,threat,"boto3.client(""security_hub"")",,no,,none,"No CIEM rule in the provided list detects Security Hub being disabled or not enabled across all AWS regions, as all candidates focus on different services and security concerns.",,,,,20,
"ec2.securitygroup.allow.ingress.from.internet.to.all.ports,.apigateway.restapi.waf.acl.attached,.elbv2.waf.acl.attached",securitygroup,security,"boto3.client(""securitygroup"")",pci_dss_v4_multi_cloud_1.1.1_0001;pci_dss_v4_multi_cloud_1.1.2_0002,yes,,none,"The catalog rule checks for static security group misconfigurations allowing internet ingress to all ports, but all CIEM candidates detect different security events like WAF modifications, internet gateway changes, or network traffic patterns.",,,,,20,
aws.securityhub.hub_enabled_in_all_regions:nan,securityhub,,"boto3.client(""securityhub"")",,no,,none,No CIEM rule in the provided list detects Security Hub being disabled or not enabled across all AWS regions.,,,,,20,
opensearch.service.domains.encryption.at.rest.enabled,service,security,"boto3.client(""service"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_e_2_ii_0032,yes,,none,No CIEM rule in the provided list detects OpenSearch domain encryption configuration changes or encryption disablement events.,,,,,20,
opensearch.service.domains.node.to.node.encryption.enabled,service,security,"boto3.client(""service"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_e_1_0030,yes,,none,No CIEM rule in the candidate list detects OpenSearch node-to-node encryption configuration changes or violations.,,,,,20,
aws.servicecatalog.portfolio_shared_within_organization_only,servicecatalog,,"boto3.client(""servicecatalog"")",iso27001_2022_multi_cloud_A.8.15_0070,yes,,none,"No CIEM rule detects Service Catalog portfolio sharing outside the organization, which is a static configuration control.",,,,,20,
aws.servicecatalog.portfolio_shared_within_organization_only:nan,servicecatalog,,"boto3.client(""servicecatalog"")",,no,,none,"No CIEM rule in the list detects Service Catalog portfolio sharing events, which is required to cover the catalog rule about restricting portfolio sharing to within the organization only.",,,,,20,
elb.ssl.listeners,ssl,security,"boto3.client(""ssl"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_e_1_0030;hipaa_multi_cloud_164_312_e_2_i_0031;hipaa_multi_cloud_164_312_e_2_ii_0032;pci_dss_v4_multi_cloud_4.2.1.1_0062,yes,,none,"The catalog rule 'elb.ssl.listeners' appears to check for SSL/TLS configuration on load balancer listeners, but none of the provided CIEM candidates monitor SSL/TLS configuration events or certificate-related CloudTrail events.",,,,,20,
aws.ssm.documents_set_as_public:nan,ssm,,"boto3.client(""ssm"")",,no,,none,"No CIEM rule in the list detects SSM document sharing or public document configuration events, which is the specific control for aws.ssm.documents_set_as_public.",,,,,20,
aws.ssm.managed_compliant_patching:nan,ssm,,"boto3.client(""ssm"")",,no,,none,"The catalog rule 'aws.ssm.managed_compliant_patching' relates to SSM patch compliance configuration, and none of the provided CIEM candidates detect events related to patch management or SSM compliance violations.",,,,,20,
aws.step_functions.state_machine.artifacts_encrypted_and_private,step_functions,incident,"boto3.client(""step_functions"")",,no,,none,No CIEM rule detects Step Functions state machine encryption configuration changes or private artifact access violations.,,,,,20,
aws.step_functions.state_machine.execution_roles_least_privilege,step_functions,incident,"boto3.client(""step_functions"")",,no,,none,"No CIEM rule directly detects Step Functions state machine execution roles with excessive privileges, as the catalog rule checks static least privilege configuration while all candidates detect privilege escalation events or state machine creation/modification activities.",,,,,20,
aws.step_functions.state_machine.kms_encryption_enabled,step_functions,incident,"boto3.client(""step_functions"")",,no,,none,No CIEM rule directly detects Step Functions state machine creation or update without KMS encryption enabled.,,,,,20,
aws.stepfunctions.state_machine.logging_enabled,stepfunctions,data_pipeline,"boto3.client(""stepfunctions"")",,no,,none,"The catalog rule requires logging to be enabled on Step Functions state machines, but none of the CIEM candidates detect a logging configuration change or a logging-disabled event for Step Functions.",,,,,6,
aws.stepfunctions.state_machine.network_private_only,stepfunctions,data_pipeline,"boto3.client(""stepfunctions"")",,no,,none,No CIEM rule detects Step Functions state machine network isolation violations via CloudTrail events.,,,,,20,
aws.storagegateway.fileshare_encryption_enabled:nan,storagegateway,,"boto3.client(""storagegateway"")",,no,,none,No CIEM rule addresses Storage Gateway file share encryption configuration or modification events.,,,,,20,
aws.systems_manager.automation.access_rbac_least_privilege,systems_manager,incident,"boto3.client(""systems_manager"")",,no,,none,"No CIEM rule directly detects Systems Manager Automation RBAC least privilege violations, as the catalog rule focuses on static configuration while all candidates detect runtime events in other services.",,,,,20,
aws.systems_manager.automation.artifacts_encrypted_and_private,systems_manager,dr,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the list specifically detects AWS Systems Manager automation document artifacts being unencrypted or publicly accessible.,,,,,20,
aws.systems_manager.automation.change_audit_logging_enabled,systems_manager,dr,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule focuses on AWS Systems Manager Automation change audit logging configuration, while all CIEM candidates are EKS Kubernetes audit log events detecting cluster-level activities, with no overlap in service or logging scope.",,,,,20,
aws.systems_manager.automation.execution_roles_least_privilege,systems_manager,dr,"boto3.client(""systems_manager"")",,no,,none,"No CIEM rule directly detects AWS Systems Manager Automation execution roles having excessive privileges, as all candidates focus on IAM role creation/modification events rather than SSM Automation role usage with excessive permissions.",,,,,20,
aws.systems_manager.automation.remediation_roles_least_privilege,systems_manager,network,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule focuses on static least privilege configuration of AWS Systems Manager Automation remediation roles, while all CIEM candidates detect runtime privilege escalation or lateral movement events, not the specific misconfiguration of SSM Automation roles.",,,,,20,
aws.systems_manager.automation.storage_encrypted_and_private,systems_manager,incident,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule addresses Systems Manager Automation document storage encryption or privacy settings.,,,,,20,
aws.systems_manager.automation.versioning_and_immutability_enabled,systems_manager,incident,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the provided list detects Systems Manager automation document versioning or immutability configuration changes or violations.,,,,,20,
aws.systems_manager.baseline.conformance_pack_deployed,systems_manager,configuration_management,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule checks for deployment of Systems Manager conformance packs (a configuration state), while all CIEM candidates detect runtime events like ALB attacks, user behavior, or API calls, not the presence or absence of configuration management artifacts.",,,,,20,
