catalog_rule_id,service,category,provider_service,catalog_compliance_ids,has_compliance_ids,config_covered,config_rule_count,config_best_confidence,config_rule_ids,ciem_via_yaml_covered,ciem_via_yaml_count,ciem_via_yaml_best_conf,ciem_via_yaml_rule_ids,ciem_direct_covered,ciem_direct_count,ciem_direct_best_comp_j,ciem_direct_best_tok_j,ciem_direct_rule_ids,coverage_status,covered
aws.rds.cluster.audit_logging_enabled,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.audit_logging_enabled,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.copy_tags_to_snapshots:aws.rds.cluster.audit_logging_enabled,rds,,"boto3.client(""rds"")","iso27001_2022_multi_cloud_A.5.13_0009;iso27001_2022_multi_cloud_A.5.13_0009,soc2_multi_cloud_cc_7_5_0019",yes,yes,1,high,aws.rds.cluster.copy_tags_to_snapshots_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.deletion_protection_enabled,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.deletion_protection_enabled,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.encryption_at_rest_cmek,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.encryption_at_rest_cmek_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.iam_or_managed_identity_auth_enabled_where_supported,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.iam_or_managed_identity_auth_enabled_if_supported,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.integration_cloudwatch_logs:aws.rds.cluster.audit_logging_enabled,rds,,"boto3.client(""rds"")","canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033,canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024,canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025,canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030,canada_pbmm_moderate_multi_cloud_CCCS_AU-9_0031,canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039,canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046,canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049,canada_pbmm_moderate_multi_cloud_CCCS_CP-6_0056,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,canada_pbmm_moderate_multi_cloud_CCCS_SI-2_0147,canada_pbmm_moderate_multi_cloud_CCCS_SI-4_0149,cis_aws_aws_3.1_0019,cis_aws_aws_3.2_0044,cis_aws_aws_3.5_0047,cis_aws_aws_3.8_0050,cis_aws_aws_3.9_0051,cis_aws_aws_4.1_0020,cis_aws_aws_4.2_0021,cis_aws_aws_4.5_0024,cis_aws_aws_4.9_0124,cisa_ce_v1_multi_cloud_Booting_Up-1_0009,cisa_ce_v1_multi_cloud_Your_Data-1_0017,cisa_ce_v1_multi_cloud_Your_Data-4_0020,fedramp_moderate_multi_cloud_AU-12_0081,fedramp_moderate_multi_cloud_AU-12_1_0082,fedramp_moderate_multi_cloud_AU-12_3_0083,fedramp_moderate_multi_cloud_AU-2_0058,fedramp_moderate_multi_cloud_AU-3_0059,fedramp_moderate_multi_cloud_AU-3_1_0060,fedramp_moderate_multi_cloud_AU-8_0074,fedramp_moderate_multi_cloud_AU-9_0075,fedramp_moderate_multi_cloud_AU-9_2_0076,fedramp_moderate_multi_cloud_AU-9_3_0077,fedramp_moderate_multi_cloud_AU-9_4_0078,fedramp_moderate_multi_cloud_CA-7_0093,fedramp_moderate_multi_cloud_CA-7_1_0094,fedramp_moderate_multi_cloud_CA-7_4_0095,fedramp_moderate_multi_cloud_CM-6_0116,fedramp_moderate_multi_cloud_CM-6_1_0117,fedramp_moderate_multi_cloud_CM-6_2_0118,fedramp_moderate_multi_cloud_CM-9_0128,fedramp_moderate_multi_cloud_CP-6_0146,fedramp_moderate_multi_cloud_CP-6_1_0147,fedramp_moderate_multi_cloud_CP-6_2_0148,fedramp_moderate_multi_cloud_CP-6_3_0149,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,fedramp_moderate_multi_cloud_SC-13_0348,fedramp_moderate_multi_cloud_SI-2_0363,fedramp_moderate_multi_cloud_SI-2_2_0364,fedramp_moderate_multi_cloud_SI-2_3_0365,fedramp_moderate_multi_cloud_SI-4_0367,fedramp_moderate_multi_cloud_SI-4_10_0372,fedramp_moderate_multi_cloud_SI-4_11_0373,fedramp_moderate_multi_cloud_SI-4_12_0374,fedramp_moderate_multi_cloud_SI-4_14_0375,fedramp_moderate_multi_cloud_SI-4_16_0376,fedramp_moderate_multi_cloud_SI-4_18_0377,fedramp_moderate_multi_cloud_SI-4_19_0378,fedramp_moderate_multi_cloud_SI-4_1_0368,fedramp_moderate_multi_cloud_SI-4_20_0379,fedramp_moderate_multi_cloud_SI-4_22_0380,fedramp_moderate_multi_cloud_SI-4_23_0381,fedramp_moderate_multi_cloud_SI-4_2_0369,fedramp_moderate_multi_cloud_SI-4_4_0370,fedramp_moderate_multi_cloud_SI-4_5_0371,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_1_ii_d_0003,hipaa_multi_cloud_164_308_a_3_ii_a_0005,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_308_a_5_ii_c_0013,hipaa_multi_cloud_164_308_a_6_i_0015,hipaa_multi_cloud_164_308_a_6_ii_0016,hipaa_multi_cloud_164_308_a_7_i_0017,hipaa_multi_cloud_164_308_a_7_ii_a_0018,hipaa_multi_cloud_164_308_a_7_ii_b_0019,hipaa_multi_cloud_164_308_a_7_ii_c_0020,hipaa_multi_cloud_164_312_a_2_i_0023,hipaa_multi_cloud_164_312_a_2_ii_0024,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_b_0026,hipaa_multi_cloud_164_312_c_1_0027,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_2_i_0031,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.10.1_0001,iso27001_2022_multi_cloud_A.12.4_0002,iso27001_2022_multi_cloud_A.12.6_0003,iso27001_2022_multi_cloud_A.8.10_0065,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,iso27001_2022_multi_cloud_A.8.23_0079,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.3_0085,nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018,nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019,nist_800_171_r2_multi_cloud_3_1_12_3.1.12_Monitor_and_control_remote_access_s_0021,nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031,nist_800_171_r2_multi_cloud_3_3_2_3.3.2_Ensure_that_the_actions_of_individual_0032,nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033,nist_800_171_r2_multi_cloud_3_3_5_3.3.5_Correlate_audit_record_review_analys_0035,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037,nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049,nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050,nist_800_53_rev5_multi_cloud_AC-16-b_0135,nist_800_53_rev5_multi_cloud_AC-2_4_0011,nist_800_53_rev5_multi_cloud_AC-3_10_0031,nist_800_53_rev5_multi_cloud_AC-3_1_0029,nist_800_53_rev5_multi_cloud_AC-3_1_0030,nist_800_53_rev5_multi_cloud_AC-4_26_0075,nist_800_53_rev5_multi_cloud_AC-6_9_0100,nist_800_53_rev5_multi_cloud_AU-10_1_0268,nist_800_53_rev5_multi_cloud_AU-10_2_0269,nist_800_53_rev5_multi_cloud_AU-10_3_0270,nist_800_53_rev5_multi_cloud_AU-10_4_0271,nist_800_53_rev5_multi_cloud_AU-10_5_0272,nist_800_53_rev5_multi_cloud_AU-11_1_0273,nist_800_53_rev5_multi_cloud_AU-12-a_0278,nist_800_53_rev5_multi_cloud_AU-12-c_0280,nist_800_53_rev5_multi_cloud_AU-12_1_0274,nist_800_53_rev5_multi_cloud_AU-12_2_0275,nist_800_53_rev5_multi_cloud_AU-12_3_0276,nist_800_53_rev5_multi_cloud_AU-12_4_0277,nist_800_53_rev5_multi_cloud_AU-14-a_0289,nist_800_53_rev5_multi_cloud_AU-14-b_0290,nist_800_53_rev5_multi_cloud_AU-14_3_0288,nist_800_53_rev5_multi_cloud_AU-16_1_0291,nist_800_53_rev5_multi_cloud_AU-16_2_0292,nist_800_53_rev5_multi_cloud_AU-16_3_0293,nist_800_53_rev5_multi_cloud_AU-2-b_0224,nist_800_53_rev5_multi_cloud_AU-3-a_0231,nist_800_53_rev5_multi_cloud_AU-3-b_0232,nist_800_53_rev5_multi_cloud_AU-3-c_0233,nist_800_53_rev5_multi_cloud_AU-3-d_0234,nist_800_53_rev5_multi_cloud_AU-3-e_0235,nist_800_53_rev5_multi_cloud_AU-3-f_0236,nist_800_53_rev5_multi_cloud_AU-3_1_0228,nist_800_53_rev5_multi_cloud_AU-4_1_0237,nist_800_53_rev5_multi_cloud_AU-4_1_0238,nist_800_53_rev5_multi_cloud_AU-7_1_0248,nist_800_53_rev5_multi_cloud_AU-7_1_0249,nist_800_53_rev5_multi_cloud_AU-8-b_0258,nist_800_53_rev5_multi_cloud_AU-9-a_0266,nist_800_53_rev5_multi_cloud_AU-9_2_0260,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_AU-9_7_0265,nist_800_53_rev5_multi_cloud_CA-2_2_0298,nist_800_53_rev5_multi_cloud_CA-7-a_0337,nist_800_53_rev5_multi_cloud_CA-7-b_0338,nist_800_53_rev5_multi_cloud_CA-7-c_0339,nist_800_53_rev5_multi_cloud_CA-7-d_0340,nist_800_53_rev5_multi_cloud_CA-7-e_0341,nist_800_53_rev5_multi_cloud_CA-7-f_0342,nist_800_53_rev5_multi_cloud_CA-7-g_0343,nist_800_53_rev5_multi_cloud_CA-7_1_0331,nist_800_53_rev5_multi_cloud_CA-7_2_0332,nist_800_53_rev5_multi_cloud_CA-7_3_0333,nist_800_53_rev5_multi_cloud_CA-7_4_0334,nist_800_53_rev5_multi_cloud_CA-7_5_0335,nist_800_53_rev5_multi_cloud_CA-7_6_0336,nist_800_53_rev5_multi_cloud_CM-6-a_0397,nist_800_53_rev5_multi_cloud_CM-9-b_0428,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_2_0514,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-6-a_0485,nist_800_53_rev5_multi_cloud_CP-6_1_0482,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_CP-9-a_0509,nist_800_53_rev5_multi_cloud_CP-9-b_0510,nist_800_53_rev5_multi_cloud_CP-9-c_0511,nist_800_53_rev5_multi_cloud_CP-9-d_0512,nist_800_53_rev5_multi_cloud_PM-11-b_0867,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_PM-21-b_0885,nist_800_53_rev5_multi_cloud_PM-31-a_0911,nist_800_53_rev5_multi_cloud_PM-31-b_0912,nist_800_53_rev5_multi_cloud_PM-31-c_0913,nist_800_53_rev5_multi_cloud_PM-31-d_0914,nist_800_53_rev5_multi_cloud_PM-31-e_0915,nist_800_53_rev5_multi_cloud_PM-31-f_0916,nist_800_53_rev5_multi_cloud_SA-10_1_1124,nist_800_53_rev5_multi_cloud_SA-10_1_1125,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-16_1_1256,nist_800_53_rev5_multi_cloud_SC-28_1_1280,nist_800_53_rev5_multi_cloud_SC-28_2_1281,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SI-13_5_1426,nist_800_53_rev5_multi_cloud_SI-19_4_1445,nist_800_53_rev5_multi_cloud_SI-2-a_1342,nist_800_53_rev5_multi_cloud_SI-4-d_1394,nist_800_53_rev5_multi_cloud_SI-4_12_1366,nist_800_53_rev5_multi_cloud_SI-4_12_1367,nist_800_53_rev5_multi_cloud_SI-4_17_1373,nist_800_53_rev5_multi_cloud_SI-4_20_1377,nist_800_53_rev5_multi_cloud_SI-4_2_1376,pci_dss_v4_multi_cloud_10.1.1_0141,pci_dss_v4_multi_cloud_10.1.2_0142,pci_dss_v4_multi_cloud_10.2.1.6_0149,pci_dss_v4_multi_cloud_10.2.1.7_0150,pci_dss_v4_multi_cloud_10.2.1_0143,pci_dss_v4_multi_cloud_10.3.1_0151,pci_dss_v4_multi_cloud_10.3.2_0152,pci_dss_v4_multi_cloud_10.3.3_0153,pci_dss_v4_multi_cloud_10.3.4_0154,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4_multi_cloud_10.7.2_0160,pci_dss_v4_multi_cloud_10.7.3_0161,pci_dss_v4_multi_cloud_3.1.1_0032,pci_dss_v4_multi_cloud_3.1.2_0033,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_4.1.1_0058,pci_dss_v4_multi_cloud_4.1.2_0059,pci_dss_v4_multi_cloud_4.1.4_0060,pci_dss_v4_multi_cloud_8.1.1_0099,pci_dss_v4_multi_cloud_8.1.2_0100,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_13.1_0006,rbi_bank_multi_cloud_4.3_0018,rbi_bank_multi_cloud_5.1_0019,rbi_bank_multi_cloud_5.2_0020,rbi_bank_multi_cloud_6.1_0021,rbi_nbfc_multi_cloud_2.8_0012,rbi_nbfc_multi_cloud_3.1_0017,rbi_nbfc_multi_cloud_3.4_0020,rbi_nbfc_multi_cloud_3.5_0021,rbi_nbfc_multi_cloud_7.3_0035,rbi_nbfc_multi_cloud_7.5_0037,soc2_multi_cloud_a1_2_0025,soc2_multi_cloud_cc_2_1_0002,soc2_multi_cloud_cc_5_2_0008,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_7_5_0019,soc2_multi_cloud_cc_a_1_1_0021,soc2_multi_cloud_cc_c_1_2_0023;iso27001_2022_multi_cloud_A.8.15_0070",yes,yes,1,high,aws.rds.cluster.integration_cloudwatch_logs_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.multi_az:aws.rds.cluster.audit_logging_enabled,rds,,"boto3.client(""rds"")","canada_pbmm_moderate_multi_cloud_CCCS_CP-2_0053,canada_pbmm_moderate_multi_cloud_CCCS_SC-22_0142,cis_aws_aws_2.2.4_0043,fedramp_moderate_multi_cloud_CP-2_0135,fedramp_moderate_multi_cloud_CP-2_1_0136,fedramp_moderate_multi_cloud_CP-2_2_0137,fedramp_moderate_multi_cloud_CP-2_3_0138,fedramp_moderate_multi_cloud_CP-2_5_0139,fedramp_moderate_multi_cloud_CP-2_8_0140,fedramp_moderate_multi_cloud_SC-22_0354,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_7_i_0017,hipaa_multi_cloud_164_308_a_7_ii_a_0018,hipaa_multi_cloud_164_308_a_7_ii_b_0019,hipaa_multi_cloud_164_308_a_7_ii_c_0020,iso27001_2022_multi_cloud_A.8.14_0069,iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078,nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,nist_800_53_rev5_multi_cloud_CP-10_1_0513,nist_800_53_rev5_multi_cloud_CP-10_3_0515,nist_800_53_rev5_multi_cloud_CP-10_4_0516,nist_800_53_rev5_multi_cloud_CP-10_5_0517,nist_800_53_rev5_multi_cloud_CP-10_6_0518,nist_800_53_rev5_multi_cloud_CP-2-a_0462,nist_800_53_rev5_multi_cloud_CP-2-d_0465,nist_800_53_rev5_multi_cloud_CP-2-e_0466,nist_800_53_rev5_multi_cloud_CP-2_5_0457,nist_800_53_rev5_multi_cloud_CP-2_6_0458,nist_800_53_rev5_multi_cloud_CP-6_2_0483,nist_800_53_rev5_multi_cloud_SC-22_1268,nist_800_53_rev5_multi_cloud_SC-36_1_1302,nist_800_53_rev5_multi_cloud_SC-36_2_1303,nist_800_53_rev5_multi_cloud_SC-36_6_1304,nist_800_53_rev5_multi_cloud_SC-5_2_1189,nist_800_53_rev5_multi_cloud_SC-6_1193,nist_800_53_rev5_multi_cloud_SI-13_5_1426,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4_multi_cloud_2.2.1_0020,pci_dss_v4_multi_cloud_2.2.3_0022,pci_dss_v4_multi_cloud_2.2.6_0025,pci_dss_v4_multi_cloud_2.2.7_0026,pci_dss_v4_multi_cloud_3.1.1_0032,pci_dss_v4_multi_cloud_3.1.2_0033,rbi_bank_multi_cloud_6.2_0022,rbi_nbfc_multi_cloud_5.3_0027,soc2_multi_cloud_a1_2_0025;iso27001_2022_multi_cloud_A.8.14_0069",yes,yes,1,high,aws.rds.cluster.multi_az_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.private_networking_enforced,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.private_networking_enforced,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.public_access_disabled,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.public_access_disabled,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.require_tls_in_transit,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.cluster.require_tls_in_transit_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster.storage_encrypted:aws.rds.cluster.audit_logging_enabled,rds,,"boto3.client(""rds"")","canada_pbmm_moderate_multi_cloud_CCCS_CM-6_0046,canada_pbmm_moderate_multi_cloud_CCCS_CM-9_0049,canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144,cis_aws_aws_2.2.1_0040,cis_aws_aws_2.3.1_0147,cis_aws_aws_3.3.1_0169,cis_aws_aws_3.5_0047,cis_aws_aws_3.6_0048,cis_aws_aws_4.5_0024,cis_aws_aws_4.6_0025,cis_aws_aws_5.3.1_0186,cis_aws_aws_6.1.1_0174,cisa_ce_v1_multi_cloud_Your_Data-2_0018,fedramp_moderate_multi_cloud_CM-6_0116,fedramp_moderate_multi_cloud_CM-6_1_0117,fedramp_moderate_multi_cloud_CM-6_2_0118,fedramp_moderate_multi_cloud_CM-9_0128,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,fedramp_moderate_multi_cloud_SC-12_0346,fedramp_moderate_multi_cloud_SC-13_0348,fedramp_moderate_multi_cloud_SC-28_0357,gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_1_ii_d_0003,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_c_1_0027,hipaa_multi_cloud_164_312_c_2_0028,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.10.1_0001,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.12_0067,iso27001_2022_multi_cloud_A.8.13_0068,iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.3_0085,iso27001_2022_multi_cloud_A.8.5_0092,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_CM-6-a_0397,nist_800_53_rev5_multi_cloud_CM-9-b_0428,nist_800_53_rev5_multi_cloud_CP-9-d_0512,nist_800_53_rev5_multi_cloud_CP-9_8_0508,nist_800_53_rev5_multi_cloud_PM-11-b_0867,nist_800_53_rev5_multi_cloud_SA-9_6_1118,nist_800_53_rev5_multi_cloud_SC-12_1_1236,nist_800_53_rev5_multi_cloud_SC-12_2_1237,nist_800_53_rev5_multi_cloud_SC-12_3_1238,nist_800_53_rev5_multi_cloud_SC-12_3_1239,nist_800_53_rev5_multi_cloud_SC-12_3_1240,nist_800_53_rev5_multi_cloud_SC-12_4_1241,nist_800_53_rev5_multi_cloud_SC-12_5_1242,nist_800_53_rev5_multi_cloud_SC-12_6_1243,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-16_1_1256,nist_800_53_rev5_multi_cloud_SC-28_1_1280,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SI-19_4_1445,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_3.5.1.2_0042,pci_dss_v4_multi_cloud_3.5.1.3_0043,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106,rbi_bank_multi_cloud_11.1_0004,rbi_bank_multi_cloud_3.3_0016,rbi_bank_multi_cloud_8.1_0024,rbi_nbfc_multi_cloud_2.9_0013,soc2_multi_cloud_a1_2_0025,soc2_multi_cloud_cc_6_7_0013,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_7_5_0019;iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.24_0080",yes,yes,1,high,aws.rds.cluster.storage_encrypted,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster_snapshot.cross_region_copy_encrypted,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.clustersnapshot.snapshot_cross_region_copy_encrypted,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.cluster_snapshot.encrypted,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.clustersnapshot.encryption_at_rest_enabled,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.db_user.approved_list_of_superusers_only,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.dbuser.approved_list_of_superusers_only_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.db_user.no_unused_or_default_superusers,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.dbuser.no_unused_or_default_superusers_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
aws.rds.db_user.password_auth_hardened_or_iam_auth_preferred_where_supported,rds,db,"boto3.client(""rds"")",,no,yes,1,high,aws.rds.dbuser.iam_auth_preferred_configured,no,0,none,,no,0,0.0,0.0,,config_only,yes
