rule_id,yaml_service,yaml_resource_kind,csv_service,csv_category,csv_provider_service,domain,severity,scope,assertion_id,python_client,check_client,implementable,mapping_tier,match_count,has_compliance_mapping,aws_mapped_compliance_id_count,aws_mapped_compliance_functions,aws_mapped_compliance_ids
aws.lambda.function.vpc_private_networking_enabled,lambda,function,lambda,serverless,"boto3.client(""lambda"")",network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_vpc_private_networking_enabled,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lambda.provisioned_concurrency.execution_role_least_privilege,lambda,provisioned_concurrency,lambda,serverless,"boto3.client(""lambda"")",identity_and_access_management,high,lambda.provisioned_concurrency.access_control,identity_access.least_privilege.lambda_provisioned_concurrency_execution_role_least_privilege,boto3.lambda,boto3.iam,SCAN_ABLE,exact,2,no,0,,
aws.lambda.version.rollforward_rollback_controls_present,lambda,version,lambda,serverless,"boto3.client(""lambda"")",configuration_and_change_management,medium,lambda.version.configuration,security.configuration.lambda_version_rollforward_rollback_controls_present,boto3.lambda,boto3.lambda,SCAN_ABLE,exact,2,no,0,,
aws.lightsail.database.encryption_at_rest_enabled,lightsail,database,lightsail,paas,"boto3.client(""lightsail"")",data_protection_and_privacy,high,lightsail.database.encryption,data_protection.encryption_rest.lightsail_database_encryption_at_rest_enabled,boto3.lightsail,boto3.lightsail,SCAN_ABLE,exact,2,no,0,,
aws.lightsail.database.public_access_disabled,lightsail,database,lightsail,paas,"boto3.client(""lightsail"")",network_security_and_connectivity,high,lightsail.database.network,network_security.network_access.lightsail_database_public_access_disabled,boto3.lightsail,boto3.lightsail,SCAN_ABLE,exact,2,no,0,,
aws.lightsail.instance.no_public_ip_unless_required,lightsail,instance,lightsail,paas,"boto3.client(""lightsail"")",network_security_and_connectivity,high,lightsail.instance.network,network_security.network_access.lightsail_instance_no_public_ip_unless_required,boto3.lightsail,boto3.lightsail,SCAN_ABLE,exact,2,no,0,,
aws.lightsail.instance.ssh_password_auth_disabled,lightsail,instance,lightsail,paas,"boto3.client(""lightsail"")",identity_and_access_management,critical,lightsail.instance.access_control,identity_access.authentication.lightsail_instance_ssh_password_auth_disabled,boto3.lightsail,boto3.lightsail,SCAN_ABLE,exact,2,no,0,,
aws.macie.findings.alert_destinations_configured,macie,findings,macie,privacy,"boto3.client(""macie"")",configuration_and_change_management,medium,macie.findings.configuration,security.configuration.macie_findings_alert_destinations_configured,boto3.macie2,boto3.macie2,SCAN_ABLE,exact,2,no,0,,
aws.macie.findings.retention_days_minimum,macie,findings,macie,privacy,"boto3.client(""macie"")",data_protection_and_privacy,low,macie.findings.data_protection,data_protection.data_lifecycle.macie_findings_retention_days_minimum,boto3.macie2,boto3.macie2,SCAN_ABLE,exact,2,no,0,,
aws.neptune.cluster.audit_logging_enabled,neptune,cluster,neptune,db,"boto3.client(""neptune"")",logging_monitoring_and_alerting,medium,neptune.cluster.logging,logging_monitoring.logging.neptune_cluster_audit_logging_enabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,yes,1,aws.neptune.cluster.audit_logging_enabled,cis_aws_aws_9.5_0104
aws.neptune.cluster.deletion_protection_enabled,neptune,cluster,neptune,db,"boto3.client(""neptune"")",configuration_and_change_management,medium,neptune.cluster.configuration,security.configuration.neptune_cluster_deletion_protection_enabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,4,no,0,,
aws.neptune.cluster.encryption_at_rest_enabled,neptune,cluster,neptune,db,"boto3.client(""neptune"")",data_protection_and_privacy,high,neptune.cluster.encryption,data_protection.encryption_rest.neptune_cluster_encryption_at_rest_enabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,yes,1,aws.neptune.cluster.encryption_at_rest_enabled,cis_aws_aws_9.2_0101
aws.neptune.cluster.private_networking_enforced,neptune,cluster,neptune,db,"boto3.client(""neptune"")",network_security_and_connectivity,high,neptune.cluster.network,network_security.network_access.neptune_cluster_private_networking_enforced,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,no,0,,
aws.neptune.cluster.public_access_disabled,neptune,cluster,neptune,db,"boto3.client(""neptune"")",network_security_and_connectivity,high,neptune.cluster.network,network_security.network_access.neptune_cluster_public_access_disabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,no,0,,
aws.neptune.instance.deletion_protection_enabled,neptune,instance,neptune,db,"boto3.client(""neptune"")",configuration_and_change_management,medium,neptune.instance.configuration,security.configuration.neptune_instance_deletion_protection_enabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,no,0,,
aws.neptune.instance.encryption_at_rest_enabled,neptune,instance,neptune,db,"boto3.client(""neptune"")",data_protection_and_privacy,high,neptune.instance.encryption,data_protection.encryption_rest.neptune_instance_encryption_at_rest_enabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,no,0,,
aws.neptune.instance.public_access_disabled,neptune,instance,neptune,db,"boto3.client(""neptune"")",network_security_and_connectivity,high,neptune.instance.network,network_security.network_access.neptune_instance_public_access_disabled,boto3.neptune,boto3.neptune,SCAN_ABLE,exact,2,no,0,,
aws.opensearch.service.domains_audit_logging_enabled,opensearch,service,opensearch,,"boto3.client(""opensearch"")",logging_monitoring_and_alerting,medium,opensearch.service.logging,logging_monitoring.logging.opensearch_service_domains_audit_logging_enabled,boto3.opensearch,boto3.opensearch,SCAN_ABLE,exact,2,yes,3,aws.opensearch.service.domains_audit_logging_enabled,"iso27001_2022_multi_cloud_A.8.15_0070; iso27001_2022_multi_cloud_A.8.15_0070,pci_dss_v4_multi_cloud_3.4.2_0040,soc2_multi_cloud_cc_a_1_1_0021; soc2_multi_cloud_cc_a_1_1_0021"
aws.opensearch.service.domains_cloudwatch_logging_enabled,opensearch,service,opensearch,,"boto3.client(""opensearch"")",logging_monitoring_and_alerting,medium,opensearch.service.logging,logging_monitoring.logging.opensearch_service_domains_cloudwatch_logging_enabled,boto3.opensearch,boto3.opensearch,SCAN_ABLE,exact,2,yes,7,aws.opensearch.service.domains_cloudwatch_logging_enabled,iso27001_2022_multi_cloud_A.8.15_0070; nist_800_53_rev5_multi_cloud_AU-10_1_0268; nist_800_53_rev5_multi_cloud_AU-10_2_0269; nist_800_53_rev5_multi_cloud_AU-10_3_0270; nist_800_53_rev5_multi_cloud_AU-10_4_0271; nist_800_53_rev5_multi_cloud_AU-10_5_0272; soc2_multi_cloud_cc_a_1_1_0021
aws.opensearch.service.domains_encryption_at_rest_enabled,opensearch,service,opensearch,,"boto3.client(""opensearch"")",data_protection_and_privacy,high,opensearch.service.encryption,data_protection.encryption_rest.opensearch_service_domains_encryption_at_rest_enabled,boto3.opensearch,boto3.opensearch,SCAN_ABLE,exact,2,yes,21,aws.opensearch.service.domains.encryption.at.rest.enabled; aws.opensearch.service.domains_encryption_at_rest_enabled,"canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059; canada_pbmm_moderate_multi_cloud_CCCS_CP-9_0059,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,fedramp_moderate_multi_cloud_CP-9_0160,fedramp_moderate_multi_cloud_CP-9_1_0161,fedramp_moderate_multi_cloud_CP-9_2_0162,fedramp_moderate_multi_cloud_CP-9_3_0163,fedramp_moderate_multi_cloud_CP-9_5_0164,fedramp_moderate_multi_cloud_CP-9_8_0165,fedramp_moderate_multi_cloud_SC-13_0348,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_1_ii_b_0002,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_312_a_2_iv_0025,hipaa_multi_cloud_164_312_e_2_ii_0032,iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_CP-9-d_0512,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-28_1_1280,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SI-19_4_1445,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4_multi_cloud_3.4.2_0040,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106; canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136; fedramp_moderate_multi_cloud_CP-9_0160; fedramp_moderate_multi_cloud_CP-9_1_0161; fedramp_moderate_multi_cloud_CP-9_2_0162; fedramp_moderate_multi_cloud_CP-9_3_0163; fedramp_moderate_multi_cloud_CP-9_5_0164; fedramp_moderate_multi_cloud_CP-9_8_0165; fedramp_moderate_multi_cloud_SC-13_0348; iso27001_2022_multi_cloud_A.8.11_0066; iso27001_2022_multi_cloud_A.8.24_0080; nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005; nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007; nist_800_53_rev5_multi_cloud_AU-9_3_0261; nist_800_53_rev5_multi_cloud_CP-9-d_0512; nist_800_53_rev5_multi_cloud_SC-13-a_1248; nist_800_53_rev5_multi_cloud_SC-28_1_1280; nist_800_53_rev5_multi_cloud_SC-8_3_1229; nist_800_53_rev5_multi_cloud_SC-8_4_1230; nist_800_53_rev5_multi_cloud_SI-19_4_1445"
aws.opensearch.service.domains_internal_user_database_enabled,opensearch,service,opensearch,,"boto3.client(""opensearch"")",configuration_and_change_management,medium,opensearch.service.configuration,security.configuration.opensearch_service_domains_internal_user_database_enabled,boto3.opensearch,boto3.opensearch,SCAN_ABLE,exact,2,yes,1,aws.opensearch.service.domains_internal_user_database_enabled,iso27001_2022_multi_cloud_A.8.2_0075
aws.opensearch.service.domains_node_to_node_encryption_enabled,opensearch,service,opensearch,,"boto3.client(""opensearch"")",data_protection_and_privacy,high,opensearch.service.encryption,data_protection.encryption_rest.opensearch_service_domains_node_to_node_encryption_enabled,boto3.opensearch,boto3.opensearch,SCAN_ABLE,exact,2,yes,53,aws.opensearch.service.domains.node.to.node.encryption.enabled; aws.opensearch.service.domains_node_to_node_encryption_enabled,"canada_pbmm_moderate_multi_cloud_CCCS_CA-9_0040; canada_pbmm_moderate_multi_cloud_CCCS_CA-9_0040,canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136,fedramp_moderate_multi_cloud_CA-9_0099,fedramp_moderate_multi_cloud_SC-13_0348,gdpr_multi_cloud_Article_32_Security_of_processing_0003,hipaa_multi_cloud_164_308_a_4_ii_a_0009,hipaa_multi_cloud_164_312_e_1_0030,iso27001_2022_multi_cloud_A.8.12_0067,iso27001_2022_multi_cloud_A.8.24_0080,nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011,nist_800_171_r2_multi_cloud_3_13_8_3.13.8_Implement_cryptographic_mechanisms_0013,nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042,nist_800_53_rev5_multi_cloud_AC-24_1_0187,nist_800_53_rev5_multi_cloud_AC-4_10_0058,nist_800_53_rev5_multi_cloud_AC-4_11_0059,nist_800_53_rev5_multi_cloud_AC-4_12_0060,nist_800_53_rev5_multi_cloud_AC-4_13_0061,nist_800_53_rev5_multi_cloud_AC-4_14_0062,nist_800_53_rev5_multi_cloud_AC-4_15_0063,nist_800_53_rev5_multi_cloud_AC-4_16_0064,nist_800_53_rev5_multi_cloud_AC-4_17_0065,nist_800_53_rev5_multi_cloud_AC-4_18_0066,nist_800_53_rev5_multi_cloud_AC-4_19_0067,nist_800_53_rev5_multi_cloud_AC-4_1_0057,nist_800_53_rev5_multi_cloud_AC-4_20_0069,nist_800_53_rev5_multi_cloud_AC-4_22_0071,nist_800_53_rev5_multi_cloud_AC-4_23_0072,nist_800_53_rev5_multi_cloud_AC-4_24_0073,nist_800_53_rev5_multi_cloud_AC-4_25_0074,nist_800_53_rev5_multi_cloud_AC-4_27_0076,nist_800_53_rev5_multi_cloud_AC-4_29_0078,nist_800_53_rev5_multi_cloud_AC-4_2_0068,nist_800_53_rev5_multi_cloud_AC-4_30_0080,nist_800_53_rev5_multi_cloud_AC-4_31_0081,nist_800_53_rev5_multi_cloud_AC-4_32_0082,nist_800_53_rev5_multi_cloud_AC-4_3_0079,nist_800_53_rev5_multi_cloud_AC-4_4_0083,nist_800_53_rev5_multi_cloud_AC-4_5_0084,nist_800_53_rev5_multi_cloud_AC-4_6_0085,nist_800_53_rev5_multi_cloud_AC-4_7_0086,nist_800_53_rev5_multi_cloud_AC-4_8_0087,nist_800_53_rev5_multi_cloud_AC-4_9_0088,nist_800_53_rev5_multi_cloud_AU-9_3_0261,nist_800_53_rev5_multi_cloud_CA-9-b_0350,nist_800_53_rev5_multi_cloud_PM-17-b_0876,nist_800_53_rev5_multi_cloud_SC-13-a_1248,nist_800_53_rev5_multi_cloud_SC-23_1_1269,nist_800_53_rev5_multi_cloud_SC-23_1_1270,nist_800_53_rev5_multi_cloud_SC-23_2_1271,nist_800_53_rev5_multi_cloud_SC-23_4_1274,nist_800_53_rev5_multi_cloud_SC-8_1_1227,nist_800_53_rev5_multi_cloud_SC-8_2_1228,nist_800_53_rev5_multi_cloud_SC-8_3_1229,nist_800_53_rev5_multi_cloud_SC-8_4_1230,nist_800_53_rev5_multi_cloud_SC-8_5_1231,pci_dss_v4_multi_cloud_4.1.1_0058,pci_dss_v4_multi_cloud_4.1.2_0059,pci_dss_v4_multi_cloud_4.1.4_0060,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4_multi_cloud_8.2.6_0104,pci_dss_v4_multi_cloud_8.2.7_0105,pci_dss_v4_multi_cloud_8.2.8_0106; canada_pbmm_moderate_multi_cloud_CCCS_SC-13_0136; fedramp_moderate_multi_cloud_CA-9_0099; fedramp_moderate_multi_cloud_SC-13_0348; iso27001_2022_multi_cloud_A.8.12_0067; iso27001_2022_multi_cloud_A.8.24_0080; nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011; nist_800_171_r2_multi_cloud_3_13_8_3.13.8_Implement_cryptographic_mechanisms_0013; nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042; nist_800_53_rev5_multi_cloud_AC-24_1_0187; nist_800_53_rev5_multi_cloud_AC-4_10_0058; nist_800_53_rev5_multi_cloud_AC-4_11_0059; nist_800_53_rev5_multi_cloud_AC-4_12_0060; nist_800_53_rev5_multi_cloud_AC-4_13_0061; nist_800_53_rev5_multi_cloud_AC-4_14_0062; nist_800_53_rev5_multi_cloud_AC-4_15_0063; nist_800_53_rev5_multi_cloud_AC-4_16_0064; nist_800_53_rev5_multi_cloud_AC-4_17_0065; nist_800_53_rev5_multi_cloud_AC-4_18_0066; nist_800_53_rev5_multi_cloud_AC-4_19_0067; nist_800_53_rev5_multi_cloud_AC-4_1_0057; nist_800_53_rev5_multi_cloud_AC-4_20_0069; nist_800_53_rev5_multi_cloud_AC-4_22_0071; nist_800_53_rev5_multi_cloud_AC-4_23_0072; nist_800_53_rev5_multi_cloud_AC-4_24_0073; nist_800_53_rev5_multi_cloud_AC-4_25_0074; nist_800_53_rev5_multi_cloud_AC-4_27_0076; nist_800_53_rev5_multi_cloud_AC-4_29_0078; nist_800_53_rev5_multi_cloud_AC-4_2_0068; nist_800_53_rev5_multi_cloud_AC-4_30_0080; nist_800_53_rev5_multi_cloud_AC-4_31_0081; nist_800_53_rev5_multi_cloud_AC-4_32_0082; nist_800_53_rev5_multi_cloud_AC-4_3_0079; nist_800_53_rev5_multi_cloud_AC-4_4_0083; nist_800_53_rev5_multi_cloud_AC-4_5_0084; nist_800_53_rev5_multi_cloud_AC-4_6_0085; nist_800_53_rev5_multi_cloud_AC-4_7_0086; nist_800_53_rev5_multi_cloud_AC-4_8_0087; nist_800_53_rev5_multi_cloud_AC-4_9_0088; nist_800_53_rev5_multi_cloud_AU-9_3_0261; nist_800_53_rev5_multi_cloud_CA-9-b_0350; nist_800_53_rev5_multi_cloud_PM-17-b_0876; nist_800_53_rev5_multi_cloud_SC-13-a_1248; nist_800_53_rev5_multi_cloud_SC-23_1_1269; nist_800_53_rev5_multi_cloud_SC-23_1_1270; nist_800_53_rev5_multi_cloud_SC-23_2_1271; nist_800_53_rev5_multi_cloud_SC-23_4_1274; nist_800_53_rev5_multi_cloud_SC-8_1_1227; nist_800_53_rev5_multi_cloud_SC-8_2_1228; nist_800_53_rev5_multi_cloud_SC-8_3_1229; nist_800_53_rev5_multi_cloud_SC-8_4_1230; nist_800_53_rev5_multi_cloud_SC-8_5_1231"
aws.organizations.account.console_mfa_required_org_wide,organizations,account,organizations,identity_access,"boto3.client(""organizations"")",identity_and_access_management,low,organizations.account.access_control,identity_access.federation.trust_relationships_managed,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.account.inactive_user_disable_threshold_configured,organizations,account,organizations,identity_access,"boto3.client(""organizations"")",configuration_and_change_management,medium,organizations.account.configuration,security.configuration.organizations_account_inactive_user_disable_threshold_configured,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.account.password_policy_compliant,organizations,account,organizations,identity_access,"boto3.client(""organizations"")",identity_and_access_management,high,organizations.account.access_control,identity_access.least_privilege.organizations_account_password_policy_compliant,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.account.security_services_mandatory_enabled,organizations,account,organizations,governance,"boto3.client(""organizations"")",configuration_and_change_management,medium,organizations.account.configuration,security.configuration.organizations_account_security_services_mandatory_enabled,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.organization.break_glass_accounts_mfa_enforced,organizations,organization,organizations,identity_access,"boto3.client(""organizations"")",identity_and_access_management,critical,organizations.organization.access_control,identity_access.authentication.organizations_organization_break_glass_accounts_mfa_enforced,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.organization.console_mfa_required_org_wide,organizations,organization,organizations,identity_access,"boto3.client(""organizations"")",compliance_and_governance,medium,organizations.organization.compliance,identity_access.federation.trust_relationships_managed,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.organization.inactive_user_disable_threshold_configured,organizations,organization,organizations,identity_access,"boto3.client(""organizations"")",configuration_and_change_management,medium,organizations.organization.configuration,security.configuration.organizations_organization_inactive_user_disable_threshold_configured,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.organization.password_policy_compliant,organizations,organization,organizations,identity_access,"boto3.client(""organizations"")",identity_and_access_management,high,organizations.organization.access_control,identity_access.least_privilege.organizations_organization_password_policy_compliant,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.organization.restrict_region_usage_by_policy_where_required,organizations,organization,organizations,governance,"boto3.client(""organizations"")",identity_and_access_management,high,organizations.organization.access_control,identity_access.least_privilege.organizations_organization_restrict_region_usage_by_policy_where_required,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.policy.editors_rbac_least_privilege,organizations,policy,organizations,governance,"boto3.client(""organizations"")",identity_and_access_management,high,organizations.policy.access_control,identity_access.least_privilege.organizations_policy_editors_rbac_least_privilege,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.organizations.policy.versioning_and_change_audit_enabled,organizations,policy,organizations,governance,"boto3.client(""organizations"")",logging_monitoring_and_alerting,medium,organizations.policy.logging,logging_monitoring.monitoring.organizations_policy_versioning_and_change_audit_enabled,boto3.organizations,boto3.organizations,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dashboard.admin_activity_logging_enabled,quicksight,dashboard,quicksight,data_analytics,"boto3.client(""quicksight"")",data_protection_and_privacy,medium,quicksight.dashboard.data_protection,data_analytics.monitoring.query_monitoring_enabled,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dashboard.logs_retention_days_minimum,quicksight,dashboard,quicksight,data_analytics,"boto3.client(""quicksight"")",logging_monitoring_and_alerting,medium,quicksight.dashboard.logging,logging_monitoring.logging.quicksight_dashboard_logs_retention_days_minimum,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dashboard.public_embeds_disabled,quicksight,dashboard,quicksight,data_analytics,"boto3.client(""quicksight"")",network_security_and_connectivity,high,quicksight.dashboard.network,network_security.network_access.quicksight_dashboard_public_embeds_disabled,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dashboard.query_access_logging_enabled,quicksight,dashboard,quicksight,data_analytics,"boto3.client(""quicksight"")",data_protection_and_privacy,medium,quicksight.dashboard.data_protection,data_analytics.monitoring.query_monitoring_enabled,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dataset.access_policies_least_privilege,quicksight,dataset,quicksight,data_analytics,"boto3.client(""quicksight"")",identity_and_access_management,high,quicksight.dataset.access_control,identity_access.least_privilege.quicksight_dataset_access_policies_least_privilege,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dataset.public_sharing_disabled,quicksight,dataset,quicksight,data_analytics,"boto3.client(""quicksight"")",network_security_and_connectivity,high,quicksight.dataset.network,network_security.network_access.quicksight_dataset_public_sharing_disabled,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.quicksight.dataset.row_level_security_enabled,quicksight,dataset,quicksight,data_analytics,"boto3.client(""quicksight"")",configuration_and_change_management,medium,quicksight.dataset.configuration,security.configuration.quicksight_dataset_row_level_security_enabled,boto3.quicksight,boto3.quicksight,SCAN_ABLE,exact,2,no,0,,
aws.rds.cluster.audit_logging_enabled,rds,cluster,rds,db,"boto3.client(""rds"")",logging_monitoring_and_alerting,medium,rds.cluster.logging,logging_monitoring.logging.rds_cluster_audit_logging_enabled,boto3.rds,boto3.rds,SCAN_ABLE,exact,2,no,0,,
aws.rds.cluster.deletion_protection_enabled,rds,cluster,rds,db,"boto3.client(""rds"")",configuration_and_change_management,medium,rds.cluster.configuration,security.configuration.rds_cluster_deletion_protection_enabled,boto3.rds,boto3.rds,SCAN_ABLE,exact,4,no,0,,
aws.rds.cluster.encryption_at_rest_enabled,rds,cluster,rds,db,"boto3.client(""rds"")",storage_and_database_security,high,rds.cluster.instance,db.security.encryption_in_transit_enabled,boto3.rds,boto3.rds,SCAN_ABLE,exact,2,no,0,,
aws.rds.cluster.private_networking_enforced,rds,cluster,rds,db,"boto3.client(""rds"")",network_security_and_connectivity,high,rds.cluster.network,network_security.network_access.rds_cluster_private_networking_enforced,boto3.rds,boto3.rds,SCAN_ABLE,exact,2,no,0,,
aws.rds.cluster.public_access_disabled,rds,cluster,rds,db,"boto3.client(""rds"")",network_security_and_connectivity,high,rds.cluster.network,network_security.network_access.rds_cluster_public_access_disabled,boto3.rds,boto3.rds,SCAN_ABLE,exact,2,no,0,,
