rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,python_client,check_client,implementable
aws.iam.root.hardware_mfa_enabled,iam,root,identity_and_access_management,critical,iam.root.access_control,identity_access.authentication.iam_root_hardware_mfa_enabled,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.root.mfa_enabled,iam,root,identity_and_access_management,critical,iam.root.access_control,identity_access.authentication.iam_root_mfa_enabled,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.rotate.access_key_90_days_configured,iam,rotate,configuration_and_change_management,medium,iam.rotate.configuration,security.configuration.iam_rotate_access_key_90_days_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.samlprovider.assertion_lifetime_configured,iam,samlprovider,configuration_and_change_management,medium,iam.samlprovider.configuration,security.configuration.iam_samlprovider_assertion_lifetime_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.samlprovider.audience_restriction_configured,iam,samlprovider,configuration_and_change_management,medium,iam.samlprovider.configuration,security.configuration.iam_samlprovider_audience_restriction_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.samlprovider.certificates_certificate_valid,iam,samlprovider,configuration_and_change_management,medium,iam.samlprovider.configuration,security.configuration.iam_samlprovider_certificates_certificate_valid,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.samlprovider.idp_metadata_signed_configured,iam,samlprovider,configuration_and_change_management,medium,iam.samlprovider.configuration,security.configuration.iam_samlprovider_idp_metadata_signed_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.support.role_created_configured,iam,support,identity_and_access_management,high,iam.support.access_control,identity_access.least_privilege.iam_support_role_created_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.timestream_access_control_and_mfa_enforcement.timestream_access_control_mfa_enforcement_configured,iam,timestream_access_control_and_mfa_enforcement,identity_and_access_management,critical,iam.timestream_access_control_and_mfa_enforcement.access_control,identity_access.authentication.iam_timestream_access_control_and_mfa_enforcement_timestream_access_control_mfa_enforcement_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.accesskey_unused_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_accesskey_unused_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.centralization_monitored,iam,user,logging_monitoring_and_alerting,medium,iam.user.logging,logging_monitoring.monitoring.iam_user_centralization_monitored,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.console_access_unused_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_console_access_unused_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.credentials_unused_45_days_disabled,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_credentials_unused_45_days_disabled,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.hardware_mfa_enabled,iam,user,identity_and_access_management,medium,iam.user.access_control,identity_access.passwordless_authn.zero_trust_verification,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.in_group_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_in_group_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.management_centralization_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_management_centralization_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.mfa_enabled_console_access,iam,user,identity_and_access_management,medium,iam.user.access_control,identity_access.passwordless_authn.zero_trust_verification,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.no_inline_policies_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_no_inline_policies_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.no_inline_policies_enabled,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_no_inline_policies_enabled,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.password_policy_complex_configured,iam,user,identity_and_access_management,high,iam.user.access_control,identity_access.least_privilege.iam_user_password_policy_complex_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.policy_elastic_disaster_recovery_configured,iam,user,identity_and_access_management,high,iam.user.access_control,identity_access.least_privilege.iam_user_policy_elastic_disaster_recovery_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.single_active_access_key_audit_configured,iam,user,logging_monitoring_and_alerting,medium,iam.user.logging,logging_monitoring.monitoring.iam_user_single_active_access_key_audit_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.iam.user.single_active_access_key_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_single_active_access_key_configured,boto3.iam,boto3.iam,SCAN_ABLE
aws.identitycenter.group.identitycenter_attached_policies_not_admin_star_configured,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_attached_policies_not_admin_star_configured,boto3.sso-admin,boto3.sso-admin,MULTI_OP
aws.identitycenter.group.identitycenter_external_sharing_restricted_if_supported,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_external_sharing_restricted_if_supported,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.group.identitycenter_membership_review_enabled_if_supported,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_membership_review_enabled_if_supported,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.group.identitycenter_no_inline_policies_configured,identitycenter,group,configuration_and_change_management,medium,identitycenter.group.configuration,security.configuration.identitycenter_group_identitycenter_no_inline_policies_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.identitycenter_attached_policies_not_admin_star_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_attached_policies_not_admin_star_configured,boto3.sso-admin,boto3.sso-admin,MULTI_OP
aws.identitycenter.permissionset.identitycenter_no_inline_policies_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_no_inline_policies_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.identitycenter_trust_external_id_or_audience_required,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_trust_external_id_or_audience_required,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.identitycenter_trust_principals_allowlist_only_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_trust_principals_allowlist_only_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.identitycenter_workload_identity_federation_used_if_supported,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_identitycenter_workload_identity_federation_used_if_supported,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.keys_not_used_or_rotated_90_days_or_less_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_keys_not_used_or_rotated_90_days_or_less_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.max_session_duration_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_max_session_duration_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.no_user_managed_long_lived_keys_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_no_user_managed_long_lived_keys_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.scopes_or_roles_least_privilege,identitycenter,permissionset,identity_and_access_management,high,identitycenter.permissionset.access_control,identity_access.least_privilege.identitycenter_permissionset_scopes_or_roles_least_privilege,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.permissionset.session_duration_reasonable_if_applicable_configured,identitycenter,permissionset,configuration_and_change_management,medium,identitycenter.permissionset.configuration,security.configuration.identitycenter_permissionset_session_duration_reasonable_if_applicable_configured,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.user.access_keys_rotated_90_days_or_less_when_present,identitycenter,user,configuration_and_change_management,medium,identitycenter.user.configuration,security.configuration.identitycenter_user_access_keys_rotated_90_days_or_less_when_present,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.user.console_password_present_only_if_required,identitycenter,user,identity_and_access_management,critical,identitycenter.user.access_control,identity_access.authentication.identitycenter_user_console_password_present_only_if_required,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.user.identitycenter_inactive_90_days_disabled,identitycenter,user,configuration_and_change_management,medium,identitycenter.user.configuration,security.configuration.identitycenter_user_identitycenter_inactive_90_days_disabled,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.user.identitycenter_no_inline_policies_enabled,identitycenter,user,configuration_and_change_management,medium,identitycenter.user.configuration,security.configuration.identitycenter_user_identitycenter_no_inline_policies_enabled,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitycenter.user.mfa_required,identitycenter,user,identity_and_access_management,critical,identitycenter.user.access_control,identity_access.authentication.identitycenter_user_mfa_required,boto3.sso-admin,boto3.sso-admin,SCAN_ABLE
aws.identitystore.group.admin_group_limited,identitystore,group,identity_and_access_management,medium,identitystore.group.membership,iam.access_control.identitystore_group_admin_group_limited,boto3.identitystore,boto3.identitystore,SCAN_ABLE
aws.identitystore.user.mfa_enrolled,identitystore,user,identity_and_access_management,medium,identitystore.user.mfa,iam.access_control.identitystore_user_mfa_enrolled,boto3.identitystore,boto3.identitystore,SCAN_ABLE
aws.inspector.assessment.inspector_agents_or_scanners_deployed_configured,inspector,assessment,configuration_and_change_management,medium,inspector.assessment.configuration,security.configuration.inspector_assessment_inspector_agents_or_scanners_deployed_configured,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector.assessment.inspector_results_export_destination_encrypted,inspector,assessment,data_protection_and_privacy,high,inspector.assessment.encryption,data_protection.encryption_rest.inspector_assessment_inspector_results_export_destination_encrypted,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector.assessment.role_least_privilege,inspector,assessment,identity_and_access_management,high,inspector.assessment.access_control,identity_access.least_privilege.inspector_assessment_role_least_privilege,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector.assessment.scope_includes_all_asset_groups_configured,inspector,assessment,configuration_and_change_management,medium,inspector.assessment.configuration,security.configuration.inspector_assessment_scope_includes_all_asset_groups_configured,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector.finding.inspector_archival_export_encrypted,inspector,finding,data_protection_and_privacy,high,inspector.finding.encryption,data_protection.encryption_rest.inspector_finding_inspector_archival_export_encrypted,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector.finding.inspector_suppression_rules_documented_and_scoped_configured,inspector,finding,configuration_and_change_management,medium,inspector.finding.configuration,security.configuration.inspector_finding_inspector_suppression_rules_documented_and_scoped_configured,boto3.inspector2,boto3.inspector2,POLICY_ATTEST
aws.inspector.resource.inspector_is_enabled,inspector,resource,configuration_and_change_management,medium,inspector.resource.configuration,security.configuration.inspector_resource_inspector_is_enabled,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector2.coverage.ecr_scanning_enabled,inspector2,coverage,configuration_and_change_management,medium,inspector2.coverage.scanning,configuration.inspector2_coverage_ecr_scanning_enabled,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector2.finding.critical_finding_not_open,inspector2,finding,configuration_and_change_management,critical,inspector2.finding.vulnerability,configuration.inspector2_finding_critical_not_open,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.inspector2.organization.scanning_enabled,inspector2,organization,configuration_and_change_management,medium,inspector2.organization.configuration,configuration.inspector2_organization_scanning_enabled,boto3.inspector2,boto3.inspector2,SCAN_ABLE
aws.kafka.cluster.encryption_at_rest_uses_cmk_configured,kafka,cluster,data_protection_and_privacy,high,kafka.cluster.encryption,data_protection.encryption_rest.kafka_cluster_encryption_at_rest_uses_cmk_configured,boto3.kafka,boto3.kafka,SCAN_ABLE
aws.kafka.resource.connector_in_transit_encryption_enabled,kafka,resource,data_protection_and_privacy,high,kafka.resource.encryption,data_protection.encryption_rest.kafka_resource_connector_in_transit_encryption_enabled,boto3.kafka,boto3.kafka,SCAN_ABLE
aws.keyspaces.resource.keyspace_encryption_at_rest_and_in_transit_configured,keyspaces,resource,data_protection_and_privacy,high,keyspaces.resource.encryption,data_protection.encryption_rest.keyspaces_resource_keyspace_encryption_at_rest_and_in_transit_configured,boto3.keyspaces,boto3.keyspaces,SCAN_ABLE
aws.keyspaces.resource.keyspace_security_configuration_configured,keyspaces,resource,configuration_and_change_management,medium,keyspaces.resource.configuration,security.configuration.keyspaces_resource_keyspace_security_configuration_configured,boto3.keyspaces,boto3.keyspaces,SCAN_ABLE
aws.kinesis.resource.stream_encrypted_at_rest,kinesis,resource,data_protection_and_privacy,high,kinesis.resource.encryption,data_protection.encryption_rest.kinesis_resource_stream_encrypted_at_rest,boto3.kinesis,boto3.kinesis,SCAN_ABLE
aws.kinesis.stream.private_network_only_if_supported,kinesis,stream,network_security_and_connectivity,high,kinesis.stream.network,network_security.network_access.kinesis_stream_private_network_only_if_supported,boto3.kinesis,boto3.kinesis,SCAN_ABLE
aws.kinesis.stream_data_retention_period.stream_data_retention_period_configured,kinesis,stream_data_retention_period,data_protection_and_privacy,low,kinesis.stream_data_retention_period.data_protection,data_protection.data_lifecycle.kinesis_stream_data_retention_period_stream_data_retention_period_configured,boto3.kinesis,boto3.kinesis,SCAN_ABLE
aws.kinesisanalytics.application.network_private_only_configured,kinesisanalytics,application,network_security_and_connectivity,high,kinesisanalytics.application.network,network_security.network_access.kinesisanalytics_application_network_private_only_configured,boto3.kinesisanalyticsv2,boto3.kinesisanalyticsv2,SCAN_ABLE
aws.kinesisanalytics.application.role_least_privilege,kinesisanalytics,application,identity_and_access_management,high,kinesisanalytics.application.access_control,identity_access.least_privilege.kinesisanalytics_application_role_least_privilege,boto3.kinesisanalyticsv2,boto3.kinesisanalyticsv2,SCAN_ABLE
aws.kinesisanalytics.application.security_check_checkpoints_and_outputs_encrypted_configured,kinesisanalytics,application,data_protection_and_privacy,high,kinesisanalytics.application.encryption,data_protection.encryption_rest.kinesisanalytics_application_security_check_checkpoints_and_outputs_encrypted_configured,boto3.kinesisanalyticsv2,boto3.kinesisanalyticsv2,SCAN_ABLE
aws.kinesisfirehose.deliverystream.consumer_auth_required,kinesisfirehose,deliverystream,configuration_and_change_management,medium,kinesisfirehose.deliverystream.configuration,security.configuration.kinesisfirehose_deliverystream_consumer_auth_required,boto3.firehose,boto3.firehose,SCAN_ABLE
aws.kinesisfirehose.deliverystream.encryption_at_rest_enabled,kinesisfirehose,deliverystream,data_protection_and_privacy,high,kinesisfirehose.deliverystream.encryption,data_protection.encryption_rest.kinesisfirehose_deliverystream_encryption_at_rest_enabled,boto3.firehose,boto3.firehose,SCAN_ABLE
aws.kinesisfirehose.deliverystream.kinesisfirehose_destination_encrypted,kinesisfirehose,deliverystream,data_protection_and_privacy,high,kinesisfirehose.deliverystream.encryption,data_protection.encryption_rest.kinesisfirehose_deliverystream_kinesisfirehose_destination_encrypted,boto3.firehose,boto3.firehose,SCAN_ABLE
aws.kinesisfirehose.deliverystream.kinesisfirehose_destination_least_privilege,kinesisfirehose,deliverystream,identity_and_access_management,high,kinesisfirehose.deliverystream.access_control,identity_access.least_privilege.kinesisfirehose_deliverystream_kinesisfirehose_destination_least_privilege,boto3.firehose,boto3.firehose,SCAN_ABLE
aws.kinesisfirehose.deliverystream.logging_enabled,kinesisfirehose,deliverystream,logging_monitoring_and_alerting,medium,kinesisfirehose.deliverystream.logging,logging_monitoring.logging.kinesisfirehose_deliverystream_logging_enabled,boto3.firehose,boto3.firehose,SCAN_ABLE
aws.kinesisfirehose.deliverystream.private_network_only_if_supported,kinesisfirehose,deliverystream,network_security_and_connectivity,high,kinesisfirehose.deliverystream.network,network_security.network_access.kinesisfirehose_deliverystream_private_network_only_if_supported,boto3.firehose,boto3.firehose,SCAN_ABLE
aws.kinesisvideostreams.stream.encryption_at_rest_enabled,kinesisvideostreams,stream,data_protection_and_privacy,high,kinesisvideostreams.stream.encryption,data_protection.encryption_rest.kinesisvideostreams_stream_encryption_at_rest_enabled,boto3.kinesisvideo,boto3.kinesisvideo,SCAN_ABLE
aws.kinesisvideostreams.stream.encryption_in_transit_required,kinesisvideostreams,stream,data_protection_and_privacy,high,kinesisvideostreams.stream.encryption,data_protection.encryption_rest.kinesisvideostreams_stream_encryption_in_transit_required,boto3.kinesisvideo,boto3.kinesisvideo,SCAN_ABLE
aws.kinesisvideostreams.stream.retention_days_minimum_configured,kinesisvideostreams,stream,data_protection_and_privacy,low,kinesisvideostreams.stream.data_protection,data_protection.data_lifecycle.kinesisvideostreams_stream_retention_days_minimum_configured,boto3.kinesisvideo,boto3.kinesisvideo,SCAN_ABLE
aws.kms.alias.default_keys_disabled_if_cmek_required,kms,alias,configuration_and_change_management,medium,kms.alias.configuration,security.configuration.kms_alias_default_keys_disabled_if_cmek_required,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.alias.key_has_alias_configured,kms,alias,configuration_and_change_management,medium,kms.alias.configuration,security.configuration.kms_alias_key_has_alias_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.alias.points_to_active_key_configured,kms,alias,configuration_and_change_management,medium,kms.alias.configuration,security.configuration.kms_alias_points_to_active_key_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.grant.ee_principal_valid,kms,grant,configuration_and_change_management,medium,kms.grant.configuration,security.configuration.kms_grant_ee_principal_valid,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.grant.lessthan_wildcard_permissions_configured,kms,grant,identity_and_access_management,high,kms.grant.access_control,identity_access.least_privilege.kms_grant_lessthan_wildcard_permissions_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.certificate_expiration_configured,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_certificate_expiration_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.customer_managed_keys_in_use,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_customer_managed_keys_in_use,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.default_keys_disabled_if_cmek_required,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_default_keys_disabled_if_cmek_required,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.deletion_requires_waiting_period_configured,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_deletion_requires_waiting_period_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.in_transit_tls_min_1_2_configured,kms,key,data_protection_and_privacy,high,kms.key.encryption,data_protection.encryption_transit.kms_key_in_transit_tls_min_1_2_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.lifecycle_policy_configured,kms,key,identity_and_access_management,high,kms.key.access_control,identity_access.least_privilege.kms_key_lifecycle_policy_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.mtls_required_for_internal_services_if_supported,kms,key,data_protection_and_privacy,high,kms.key.encryption,data_protection.encryption_transit.kms_key_mtls_required_for_internal_services_if_supported,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.multi_region_disabled,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_multi_region_disabled,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.not_pending_deletion,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_not_pending_deletion,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.not_publicly_accessible_configured,kms,key,network_security_and_connectivity,high,kms.key.network,network_security.network_access.kms_key_not_publicly_accessible_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.not_scheduled_for_deletion_configured,kms,key,configuration_and_change_management,medium,kms.key.configuration,security.configuration.kms_key_not_scheduled_for_deletion_configured,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.policy_least_privilege,kms,key,identity_and_access_management,high,kms.key.access_control,identity_access.least_privilege.kms_key_policy_least_privilege,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.rotation_enabled,kms,key,data_protection_and_privacy,low,kms.key.data_protection,streaming_data.encryption.stream_encryption_enabled,boto3.kms,boto3.kms,SCAN_ABLE
aws.kms.key.state_change_monitoring_enabled,kms,key,logging_monitoring_and_alerting,medium,kms.key.logging,logging_monitoring.monitoring.kms_key_state_change_monitoring_enabled,boto3.kms,boto3.kms,SCAN_ABLE
aws.lakeformation.data_lake_settings.change_audit_logging_enabled,lakeformation,data_lake_settings,logging_monitoring_and_alerting,medium,lakeformation.data_lake_settings.logging,logging_monitoring.logging.lakeformation_data_lake_settings_change_audit_logging_enabled,boto3.lakeformation,boto3.lakeformation,SCAN_ABLE
aws.lakeformation.data_lake_settings.mfa_required,lakeformation,data_lake_settings,identity_and_access_management,critical,lakeformation.data_lake_settings.access_control,identity_access.authentication.lakeformation_data_lake_settings_mfa_required,boto3.lakeformation,boto3.lakeformation,SCAN_ABLE
aws.lakeformation.data_lake_settings.rbac_least_privilege,lakeformation,data_lake_settings,identity_and_access_management,high,lakeformation.data_lake_settings.access_control,identity_access.least_privilege.lakeformation_data_lake_settings_rbac_least_privilege,boto3.lakeformation,boto3.lakeformation,SCAN_ABLE
aws.lambda.event_source_mapping.source_authenticated_configured,lambda,event_source_mapping,configuration_and_change_management,medium,lambda.event_source_mapping.configuration,security.configuration.lambda_event_source_mapping_source_authenticated_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.cloudwatch_lambda_insights_enabled,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_cloudwatch_lambda_insights_enabled,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.code_signing_config_present,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_code_signing_config_present,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.env_no_plaintext_secrets_configured,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_env_no_plaintext_secrets_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.environment_variables_kms_encryption_enabled,lambda,function,serverless_and_faas_security,high,lambda.function.function,serverless_paas.secret_management.environment_variables_encrypted,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.execution_role_existence_configured,lambda,function,identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_execution_role_existence_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.execution_role_no_admin_privileges_configured,lambda,function,identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_execution_role_no_admin_privileges_configured,boto3.lambda,boto3.iam,SCAN_ABLE
aws.lambda.function.inside_vpc_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_inside_vpc_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.invoke_api_operations_cloudtrail_logging_enabled,lambda,function,logging_monitoring_and_alerting,medium,lambda.function.logging,logging_monitoring.logging.lambda_function_invoke_api_operations_cloudtrail_logging_enabled,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.jobs_private_networking_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_jobs_private_networking_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.not_publicly_accessible_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_not_publicly_accessible_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.policies_present_for_sensitive_fields_configured,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_policies_present_for_sensitive_fields_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.reserved_concurrency_configured,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_reserved_concurrency_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.resource_policy_cross_account_access_configured,lambda,function,identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_resource_policy_cross_account_access_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.restrict_public_access_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_restrict_public_access_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.runtime_support_configured,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_runtime_support_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.unique_iam_role_configured,lambda,function,identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_unique_iam_role_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.url_authentication_configured,lambda,function,identity_and_access_management,critical,lambda.function.access_control,identity_access.authentication.lambda_function_url_authentication_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.url_cors_policy_configured,lambda,function,identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_url_cors_policy_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.url_public_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_url_public_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.function.vpc_multi_az_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_vpc_multi_az_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.layer.source_trusted_configured,lambda,layer,configuration_and_change_management,medium,lambda.layer.configuration,security.configuration.lambda_layer_source_trusted_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.layer.version_immutable_configured,lambda,layer,data_protection_and_privacy,low,lambda.layer.data_protection,data_protection.data_lifecycle.lambda_layer_version_immutable_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lambda.version.published_and_immutable_configured,lambda,version,configuration_and_change_management,medium,lambda.version.configuration,security.configuration.lambda_version_published_and_immutable_configured,boto3.lambda,boto3.lambda,SCAN_ABLE
aws.lightsail.database.require_tls_in_transit_configured,lightsail,database,data_protection_and_privacy,high,lightsail.database.encryption,data_protection.encryption_transit.lightsail_database_require_tls_in_transit_configured,boto3.lightsail,boto3.lightsail,SCAN_ABLE
aws.lightsail.instance.lightsail_disk_encrypted,lightsail,instance,data_protection_and_privacy,high,lightsail.instance.encryption,data_protection.encryption_rest.lightsail_instance_lightsail_disk_encrypted,boto3.lightsail,boto3.lightsail,SCAN_ABLE
aws.macie.classification_job.macie_auto_classification_enabled_if_supported,macie,classification_job,configuration_and_change_management,medium,macie.classification_job.configuration,security.configuration.macie_classification_job_macie_auto_classification_enabled_if_supported,boto3.macie2,boto3.macie2,SCAN_ABLE
aws.macie.classification_job.macie_required_sensitivity_tags_present,macie,classification_job,configuration_and_change_management,medium,macie.classification_job.configuration,security.configuration.macie_classification_job_macie_required_sensitivity_tags_present,boto3.macie2,boto3.macie2,SCAN_ABLE
