yaml_rule_id,yaml_service,yaml_resource_kind,scope,domain,severity,assertion_id,verdict_bucket,best_jaccard,pool_size,prev_ai_match,prev_ai_confidence,prev_ai_reasoning,new_ai_match,new_ai_confidence,new_ai_reasoning,top5_candidates,manual_review_decision,manual_review_notes
aws.ec2.instance.port_oracle_exposed_to_internet_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_port_oracle_exposed_to_internet_configured,borderline-look,0.417,183,,none,"The YAML rule checks for Oracle ports exposed to internet, but all candidate rules are about data volume encryption with CMEK, which is completely unrelated to port exposure controls.",aws.ec2.securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483:aws.ec2.instance.security_group_inbound_restricted,high,"Both rules target Oracle ports exposed to the internet on EC2 instances, with the candidate focusing on security group ingress.",aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.42); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_rdp_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31),,
aws.ec2.instance.port_rdp_exposed_to_internet_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_port_rdp_exposed_to_internet_configured,borderline-look,0.417,183,,none,None of the candidate rules address RDP port exposure to the internet; they all reference data volume encryption with CMEK instead.,ec2.securitygroup.allow.ingress.from.internet.to.tcp.port.22,low,"Both rules check for internet exposure of specific ports on EC2 instances, but the candidate targets SSH (port 22) while the config rule targets RDP.",aws.ec2.instance.port_rdp_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.42); aws.ec2.instance.port_oracle_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_kafka_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cassandra_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31); aws.ec2.instance.port_cifs_exposed_to_internet:aws.ec2.instance.data_volumes_encrypted_cmek(0.31),,
aws.ec2.instance.uses_single_eni_configured,ec2,instance,ec2.instance.configuration,configuration_and_change_management,medium,security.configuration.ec2_instance_uses_single_eni_configured,borderline-look,0.3,183,,none,No candidate rule addresses EC2 instance network interface (ENI) configuration or single ENI usage.,,none,No candidate rule addresses EC2 instance ENI configuration.,aws.ec2.instance.uses_single_eni:aws.ec2.instance.data_volumes_encrypted_cmek(0.30); aws.ec2.spot_instance.uses_approved_launch_template(0.25); aws.ec2.instance.imds_hardened(0.17); aws.ec2.instance.vtpm_enabled(0.17); ec2.instance.public.ip(0.17),,
aws.ec2.networkacl.unused_network_acl_configured,ec2,networkacl,ec2.networkacl.network,network_security_and_connectivity,high,network_security.network_access.ec2_networkacl_unused_network_acl_configured,borderline-look,0.333,183,,none,"The config rule checks for unused network ACLs, but all candidate rules focus on ACL rule restrictions, endpoint policies, or unrelated resources like key pairs and subnets.",,none,No candidate rule addresses unused network ACLs; all focus on ACL rule restrictions or unrelated controls.,aws.ec2.network_acl.egress_restricted(0.33); aws.ec2.network_acl.endpoint_policies_applied(0.29); aws.ec2.networkacl_allow_ingress_any_port:aws.ec2.network_acl.no_unrestricted_ingress(0.27); aws.ec2.network_acl.no_allow_all_rules(0.25); aws.ec2.network_acl.identity_aware_policies_enabled(0.25),,
aws.ec2.security_group_default_restrict_traffic.default_deny_all_traffic_enforced,ec2,security_group_default_restrict_traffic,ec2.security_group_default_restrict_traffic.configuration,configuration_and_change_management,medium,security.configuration.ec2_security_group_default_restrict_traffic_default_deny_all_traffic_enforced,borderline-look,0.4,183,aws.ec2.security_group.no_permit_all,medium,"Both rules enforce restrictive security group policies, though the candidate focuses on preventing 'permit all' rules while the target rule specifies default deny for all traffic.",aws.ec2.security_group.no_permit_all,high,"Both rules enforce default deny-all traffic for EC2 security groups, focusing on restricting permissive inbound/egress rules.",aws.ec2.security_group.default_deny_between_tiers(0.40); aws.ec2.security_group.egress_restricted(0.33); aws.ec2.instance.security_group_inbound_restricted(0.30); aws.ec2.security_group.no_permit_all(0.30); aws.ec2.networkacl_unused:aws.ec2.instance.security_group_inbound_restricted(0.23),,
aws.ec2.security_group_from_launch_wizard.launch_wizard_created_configured,ec2,security_group_from_launch_wizard,ec2.security_group_from_launch_wizard.configuration,configuration_and_change_management,medium,security.configuration.ec2_security_group_from_launch_wizard_launch_wizard_created_configured,borderline-look,0.375,183,aws.ec2.securitygroup_from_launch_wizard:aws.ec2.instance.security_group_inbound_restricted,medium,"Both rules focus on security groups created by the EC2 Launch Wizard, though the candidate emphasizes inbound restrictions while the YAML rule addresses general configuration.",aws.ec2.securitygroup_from_launch_wizard:aws.ec2.instance.security_group_inbound_restricted,high,"Both rules specifically target security groups created by the EC2 launch wizard, indicating a direct match in resource and intent.",aws.ec2.launch_template.security_groups_restrictive(0.38); aws.ec2.securitygroup_from_launch_wizard:aws.ec2.instance.security_group_inbound_restricted(0.33); aws.ec2.security_group.egress_restricted(0.25); aws.ec2.security_group.policies_present(0.25); aws.ec2.instance.security_group_inbound_restricted(0.22),,
aws.ec2.volume.protected_by_backup_plan_configured,ec2,volume,ec2.volume.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.ec2_volume_protected_by_backup_plan_configured,borderline-look,0.444,183,,none,"The config rule checks for EC2 volumes being protected by a backup plan, while all candidates focus on encryption, snapshots, or management, not backup plan configuration.",,none,No candidate rule addresses backup plan protection for EC2 volumes; all focus on encryption or other controls.,aws.ec2.volume.protected_by_backup_plan:aws.ec2.volume.cmk_cmek_configured(0.44); aws.ec2.launch_template.root_volume_encrypted_by_default(0.20); aws.ec2.instance.managed_by_ssm:aws.ec2.instance.data_volumes_encrypted_cmek(0.17); aws.ec2.ebs_encryption_by_default_enabled:aws.ec2.launch_template.root_volume_encrypted_by_default(0.15); aws.ec2.volume.cmk_cmek_configured(0.14),,
aws.ecr.resource.repository_encryption_enabled,ecr,resource,ecr.resource.encryption,data_protection_and_privacy,high,data_protection.encryption_rest.ecr_resource_repository_encryption_enabled,borderline-look,0.429,16,,none,"The config rule checks for encryption on ECR repositories, but all candidate rules focus on image scanning, replication, lifecycle policies, or access controls, not repository encryption.",,none,"No candidate rule addresses ECR repository encryption at rest, which is the specific control for data protection.",aws.ecr.repository_encryption_enabled:aws.ecr.repository.image_scanning_enabled(0.43); aws.ecr.repository.image_scanning_enabled(0.40); aws.ecr.image_scan_on_push_enabled:aws.ecr.repository.image_scanning_enabled(0.20); aws.ecr.repository_scan_on_push_enabled:aws.ecr.repository.image_scanning_enabled(0.20); aws.ecr.replication_configuration.cross_region_encrypted(0.17),,
aws.ecs.task_definition_image_source_verification.task_ecs_task_definition_image_source_verification_configured,ecs,task_definition_image_source_verification,ecs.task_definition_image_source_verification.configuration,configuration_and_change_management,medium,security.configuration.ecs_task_definition_image_source_verification_task_ecs_task_definition_image_source_verification_configured,borderline-look,0.385,8,,none,"The config rule checks for image source verification on ECS task definitions, but all candidate rules focus on different security controls like read-only filesystems, logging, privileged containers, or public IP assignment.",,none,No candidate rule addresses image source verification for ECS task definitions.,aws.ecs.task_definition_image_source_verification:aws.ecs.container_instance.read_only_root_filesystem(0.38); aws.ecs.task_definitions_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.25); aws.ecs.task_definition_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.25); aws.ecs.task_definitions_logging_block_mode:aws.ecs.container_instance.no_privileged_containers(0.23); aws.ecs.task_sets_assign_public_ip_disabled_check:aws.ecs.container_instance.no_privileged_containers(0.12),,
aws.ecs.task_definitions_logging_block_mode.task_definitions_logging_block_mode_configured,ecs,task_definitions_logging_block_mode,ecs.task_definitions_logging_block_mode.logging,logging_monitoring_and_alerting,medium,logging_monitoring.logging.ecs_task_definitions_logging_block_mode_task_definitions_logging_block_mode_configured,borderline-look,0.364,8,,none,"The config rule focuses on logging block mode configuration for ECS task definitions, while all candidates address unrelated controls like privileged containers, read-only filesystems, or image verification.",,none,No candidate rule addresses logging block mode configuration for ECS task definitions.,aws.ecs.task_definitions_logging_block_mode:aws.ecs.container_instance.no_privileged_containers(0.36); aws.ecs.task_definitions_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.27); aws.ecs.task_definition_logging_enabled:aws.ecs.container_instance.no_privileged_containers(0.27); aws.ecs.task_definition_image_source_verification:aws.ecs.container_instance.read_only_root_filesystem(0.13); aws.ecs.task_sets_assign_public_ip_disabled_check:aws.ecs.container_instance.no_privileged_containers(0.06),,
aws.efs.resource.multi_az_enabled,efs,resource,efs.resource.configuration,configuration_and_change_management,medium,security.configuration.efs_resource_multi_az_enabled,borderline-look,0.375,11,,none,"No candidate rule addresses multi-AZ availability for EFS, which is a distinct control from encryption, backups, snapshots, or network access.",,none,No candidate rule addresses multi-AZ availability for EFS resources.,aws.efs.multi_az_enabled:aws.efs.file_system.snapshots_enabled(0.38); efs.have.backup.enabled(0.20); aws.efs.file_system.snapshots_enabled(0.17); efs.encryption.at.rest.enabled(0.17); aws.efs.file_system.encryption_at_rest_enabled(0.12),,
aws.efs.user.identity_and_root_directory_enforced,efs,user,efs.user.configuration,configuration_and_change_management,medium,security.configuration.efs_user_identity_and_root_directory_enforced,borderline-look,0.417,11,,none,"No candidate rule addresses user identity or root directory configuration for EFS, which is the focus of the given rule.",,none,No candidate rule addresses user identity and root directory enforcement for EFS.,aws.efs.user.identity_and_root_directory_enforced:aws.efs.file_system.snapshots_enabled(0.42); aws.efs.file_system.private_network_only(0.00); aws.efs.file_system.encryption_at_rest_enabled(0.00); aws.efs.file_system.kms_key_policy_least_privilege(0.00); aws.efs.file_system.snapshots_enabled(0.00),,
aws.eks.api.no_privileged_containers_configured,eks,api,eks.api.access_control,identity_and_access_management,high,identity_access.least_privilege.eks_api_no_privileged_containers_configured,borderline-look,0.333,42,aws.eks.addon.no_privileged_permissions,medium,"Both rules address privileged access controls in EKS, though the candidate focuses on addons while the config rule targets API-level container configurations.",,none,No candidate rule addresses privileged containers in EKS API access control.,aws.eks.addon.no_privileged_permissions(0.33); aws.eks.node_group.nodes_no_public_ip(0.12); aws.eks.nodegroup.nodes_no_public_ip(0.12); aws.eks.cluster.audit_logging_enabled(0.00); aws.eks.cluster.private_control_plane_endpoint_enabled(0.00),,
aws.elasticbeanstalk.application_version.elasticbeanstalk_immutability_enabled,elasticbeanstalk,application_version,elasticbeanstalk.application_version.configuration,configuration_and_change_management,medium,security.configuration.elasticbeanstalk_application_version_elasticbeanstalk_immutability_enabled,borderline-look,0.333,14,,none,"The config rule checks for Elastic Beanstalk application version immutability, while all candidates focus on managed updates or CloudWatch logging, which are unrelated controls.",aws.elastic_beanstalk.application_version.immutable,high,Both rules assert immutability for Elastic Beanstalk application versions.,aws.elastic_beanstalk.application.logging_enabled(0.33); aws.elastic_beanstalk.application_version.immutable(0.33); aws.elastic_beanstalk.application_version.artifact_encrypted(0.29); aws.elasticbeanstalk.managed_updates_enabled(0.14); aws.elastic_beanstalk.environment.logging_enabled(0.14),,
aws.elb.isinmultipleaz.elb_is_in_multiple_az_configured,elb,isinmultipleaz,elb.isinmultipleaz.configuration,configuration_and_change_management,medium,security.configuration.elb_isinmultipleaz_elb_is_in_multiple_az_configured,borderline-look,0.308,31,,none,"No candidate rule addresses ELB multi-AZ configuration, which is the specific control being asserted.",,none,No candidate rule specifically addresses ELB multi-AZ configuration.,aws.elb.is_in_multiple_az:aws.elb.load_balancer.waf_attached_where_supported(0.31); aws.elbv2.is_in_multiple_az:aws.elbv2.target_group.targets_in_private_subnets(0.25); aws.elbv2.target_group.targets_in_private_subnets(0.10); aws.elb.ssl_listeners:aws.elb.load_balancer.secure_listener_protocols(0.08); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.08),,
aws.elbv2.alb_https_redirect.elbv2_alb_https_redirect_configured,elbv2,alb_https_redirect,elbv2.alb_https_redirect.configuration,configuration_and_change_management,medium,security.configuration.elbv2_alb_https_redirect_elbv2_alb_https_redirect_configured,borderline-look,0.3,31,,none,"The config rule checks for HTTPS redirect configuration on ALBs, but none of the candidate rules address redirect functionality or HTTP-to-HTTPS enforcement.",,none,No candidate rule specifically addresses HTTPS redirect configuration for ALB listeners.,aws.elbv2.alb_https_redirect:aws.elbv2.target_group.targets_in_private_subnets(0.30); aws.elbv2.deletion_protection:aws.elbv2.load_balancer.deletion_protection_enabled(0.10); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.09); aws.elbv2.waf_acl_attached:aws.elbv2.load_balancer.waf_attached_where_supported(0.08); aws.elbv2.insecure_ssl_ciphers:aws.elbv2.listener.tls_min_1_2(0.08),,
aws.elbv2.isinmultipleaz.elbv2_is_in_multiple_az_configured,elbv2,isinmultipleaz,elbv2.isinmultipleaz.configuration,configuration_and_change_management,medium,security.configuration.elbv2_isinmultipleaz_elbv2_is_in_multiple_az_configured,borderline-look,0.364,31,,none,None of the candidate rules address the specific control of ensuring ELBv2 load balancers are deployed across multiple availability zones.,,none,No candidate rule addresses ELBv2 multi-AZ configuration.,aws.elbv2.is_in_multiple_az:aws.elbv2.target_group.targets_in_private_subnets(0.36); aws.elb.is_in_multiple_az:aws.elb.load_balancer.waf_attached_where_supported(0.21); aws.elbv2.internet_facing:aws.elbv2.target_group.targets_in_private_subnets(0.17); aws.elbv2.alb_https_redirect:aws.elbv2.target_group.targets_in_private_subnets(0.15); aws.elbv2.target_group.targets_in_private_subnets(0.10),,
aws.glue.data_catalogs_not_publicly_accessible.data_catalogs_not_publicly_accessible_configured,glue,data_catalogs_not_publicly_accessible,glue.data_catalogs_not_publicly_accessible.logging,logging_monitoring_and_alerting,medium,logging_monitoring.logging.glue_data_catalogs_not_publicly_accessible_data_catalogs_not_publicly_accessible_configured,borderline-look,0.308,98,,none,"The config rule checks for public accessibility of Glue Data Catalogs, while all candidates focus on encryption, logging, RBAC, or data lineage without addressing public access restrictions.",,none,No candidate rule addresses public accessibility of Glue Data Catalogs.,aws.glue.data_catalogs_not_publicly_accessible:aws.glue.data_quality_ruleset.run_metadata_logging_enabled(0.31); aws.glue.partition.catalog_encrypted(0.14); aws.glue.catalog.store_encrypted(0.14); aws.glue.data_catalogs_metadata_encryption_enabled:aws.glue.data_quality_ruleset.run_metadata_logging_enabled(0.14); aws.glue.catalog.metadata_encryption_enabled(0.12),,
aws.glue.devendpoint.encryption_at_rest_enabled,glue,devendpoint,glue.devendpoint.encryption,data_protection_and_privacy,high,data_protection.encryption_rest.glue_devendpoint_encryption_at_rest_enabled,borderline-look,0.429,98,,none,"No candidate rule specifically addresses encryption at rest for Glue development endpoints, which is the exact technical control in the config rule.",aws.glue.dev_endpoint.encrypted,high,Both rules target encryption at rest for AWS Glue development endpoints.,aws.glue.table.s3_encrypted_at_rest(0.43); aws.glue.data_quality_ruleset.encrypted_at_rest(0.38); aws.glue.catalog.metadata_encryption_enabled(0.29); aws.glue.database.metadata_encryption_enabled(0.29); aws.glue.workflow.kms_encryption_enabled(0.29),,
aws.iam.access_analyzer_active_status_all_regions.access_analyzer_active_status_all_regions_configured,iam,access_analyzer_active_status_all_regions,iam.access_analyzer_active_status_all_regions.configuration,configuration_and_change_management,medium,security.configuration.iam_access_analyzer_active_status_all_regions_access_analyzer_active_status_all_regions_configured,borderline-look,0.357,108,,none,"The config rule checks for IAM Access Analyzer active status across all regions, but none of the candidate rules address Access Analyzer configuration or monitoring.",,none,No candidate rule addresses IAM Access Analyzer active status across all regions.,aws.iam.access_analyzer_active_status_all_regions:aws.iam.instance_profile.role_policies_least_privilege(0.36); aws.iam.access_analyzer_external_access_enabled_all_regions:aws.iam.instance_profile.role_policies_least_privilege(0.19); aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.11); aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.11); iam.user.console.access.unused(0.11),,
aws.iam.certificate.expiration_removal_monitored,iam,certificate,iam.certificate.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.iam_certificate_expiration_removal_monitored,borderline-look,0.3,108,aws.iam.certificate.expired_removal_check:aws.iam.policy.workflow_storage_encrypted,medium,"Both rules focus on monitoring IAM certificate expiration and removal, though the candidate's wording is slightly different.",,none,No candidate rule addresses monitoring or logging of IAM certificate expiration or removal.,aws.iam.certificate.expiration_removal_check:aws.iam.policy.workflow_storage_encrypted(0.30); aws.iam.certificate.expired_removal_check:aws.iam.policy.workflow_storage_encrypted(0.18); aws.iam.saml_provider.certificates_not_expired(0.12); aws.iam.managed_policy.versioning_and_change_audit_enabled(0.00); aws.iam.policy.versioning_and_change_audit_enabled(0.00),,
aws.iam.certificate.expired_removal_monitored,iam,certificate,iam.certificate.logging,logging_monitoring_and_alerting,medium,logging_monitoring.monitoring.iam_certificate_expired_removal_monitored,borderline-look,0.3,108,aws.iam.saml_provider.certificates_not_expired,medium,"Both rules focus on monitoring IAM certificate expiration, though the candidate targets SAML provider certificates specifically while the config rule appears broader.",aws.iam.saml_provider.certificates_not_expired,medium,"Both rules focus on monitoring or checking IAM certificates for expiration, though the candidate is specific to SAML provider certificates.",aws.iam.certificate.expired_removal_check:aws.iam.policy.workflow_storage_encrypted(0.30); aws.iam.saml_provider.certificates_not_expired(0.29); aws.iam.certificate.expiration_removal_check:aws.iam.policy.workflow_storage_encrypted(0.18); aws.iam.managed_policy.versioning_and_change_audit_enabled(0.00); aws.iam.policy.versioning_and_change_audit_enabled(0.00),,
aws.iam.no_guest_accounts_with_permissions.no_guest_accounts_with_permissions_configured,iam,no_guest_accounts_with_permissions,iam.no_guest_accounts_with_permissions.access_control,identity_and_access_management,high,identity_access.least_privilege.iam_no_guest_accounts_with_permissions_no_guest_accounts_with_permissions_configured,borderline-look,0.364,108,,none,"No candidate rule addresses guest accounts or permissions for guest accounts, which is the specific control focus of the YAML rule.",,none,No candidate rule addresses guest accounts or similar IAM access control for unauthorized users.,aws.iam.no_guest_accounts_with_permissions:aws.iam.instance_profile.no_instance_profile_with_admin_star(0.36); aws.iam.instance_profile.no_instance_profile_with_admin_star(0.22); aws.iam.group.no_inline_policies(0.12); aws.iam.role.no_inline_policies(0.12); iam.no.root.access.key(0.12),,
aws.iam.policy.policy_enabled,iam,policy,iam.policy.access_control,identity_and_access_management,high,identity_access.least_privilege.iam_policy_policy_enabled,borderline-look,0.333,108,,none,"No candidate rule addresses the specific control of ensuring IAM policies are enabled, as all candidates focus on versioning, constraints, password policies, or other unrelated aspects.",,none,"No candidate rule directly addresses enabling IAM policies, focusing instead on versioning, constraints, or password policies.",aws.iam.policy.versioning_and_change_audit_enabled(0.33); aws.iam.managed_policy.versioning_and_change_audit_enabled(0.29); aws.iam.policy.resource_constraints_present(0.25); iam.password.policy.lowercase(0.25); iam.password.policy.symbol(0.25),,
aws.iam.timestream_access_control_and_mfa_enforcement.timestream_access_control_mfa_enforcement_configured,iam,timestream_access_control_and_mfa_enforcement,iam.timestream_access_control_and_mfa_enforcement.access_control,identity_and_access_management,critical,identity_access.authentication.iam_timestream_access_control_and_mfa_enforcement_timestream_access_control_mfa_enforcement_configured,borderline-look,0.357,108,aws.iam.user.mfa_required,medium,"The config rule focuses on MFA enforcement for Timestream access control, which aligns with the candidate's general IAM user MFA requirement intent despite different resource granularity.",aws.iam.user.mfa_required,medium,"Both rules enforce MFA requirements for IAM users, though the YAML rule specifies Timestream access control context.",aws.iam.timestream_access_control_and_mfa_enforcement:aws.iam.instance_profile.role_policies_least_privilege(0.36); iam.user.mfa.enabled.console.access(0.22); aws.iam.user.mfa_required(0.12); iam.root.mfa.enabled(0.12); aws.iam.user.hardware_mfa_enabled:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.11),,
aws.iam.user.policy_elastic_disaster_recovery_configured,iam,user,iam.user.access_control,identity_and_access_management,high,identity_access.least_privilege.iam_user_policy_elastic_disaster_recovery_configured,borderline-look,0.312,108,,none,"No candidate rule addresses Elastic Disaster Recovery configuration for IAM users, as all candidates focus on unrelated controls like access keys, inline policies, MFA, or password policies.",,none,No candidate rule addresses Elastic Disaster Recovery configuration for IAM users.,aws.iam.user.policy_elastic_disaster_recovery_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.31); aws.iam.user.no_inline_policies_attached(0.25); aws.iam.user.no_inline_policies:aws.iam.group.no_inline_policies(0.20); aws.iam.user.mfa_required(0.14); aws.iam.policy.resource_constraints_present(0.14),,
aws.iam.user.single_active_access_key_configured,iam,user,iam.user.configuration,configuration_and_change_management,medium,security.configuration.iam_user_single_active_access_key_configured,borderline-look,0.357,108,,none,"The config rule checks for a single active access key per IAM user, but all candidates focus on rotation, unused keys, MFA, or other unrelated controls.",aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present,high,"Both rules focus on ensuring IAM users have only one active access key, with the candidate directly matching the intent of the YAML rule.",aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.36); aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.36); iam.user.console.access.unused(0.29); iam.no.root.access.key(0.29); aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.25),,
aws.kinesis.stream_data_retention_period.stream_data_retention_period_configured,kinesis,stream_data_retention_period,kinesis.stream_data_retention_period.data_protection,data_protection_and_privacy,low,data_protection.data_lifecycle.kinesis_stream_data_retention_period_stream_data_retention_period_configured,borderline-look,0.333,7,,none,"The config rule checks for Kinesis stream data retention period configuration, but all candidate rules focus on different controls like authentication, encryption, or network privacy.",,none,No candidate rule addresses data retention period configuration for Kinesis streams.,aws.kinesis.stream_data_retention_period:aws.kinesis.stream.consumer_auth_required(0.33); aws.kinesis.stream.consumer_auth_required(0.14); aws.kinesis.stream.encryption_at_rest_enabled(0.12); aws.kinesis.stream.private_network_only_where_supported(0.11); aws.kinesis.stream_encrypted_at_rest:aws.kinesis.stream.encryption_at_rest_enabled(0.10),,
aws.kinesisfirehose.deliverystream.logging_enabled,kinesisfirehose,deliverystream,kinesisfirehose.deliverystream.logging,logging_monitoring_and_alerting,medium,logging_monitoring.logging.kinesisfirehose_deliverystream_logging_enabled,borderline-look,0.4,8,,none,No candidate rules match the Kinesis Firehose Delivery Stream service and logging control.,aws.kinesis_firehose.delivery_stream.logging_enabled,high,Both rules assert logging enabled for Kinesis Firehose delivery streams with identical intent.,aws.kinesis_firehose.delivery_stream.logging_enabled(0.40); aws.kinesis_firehose.delivery_stream.encryption_at_rest_enabled(0.12); aws.kinesis_firehose.delivery_stream.consumer_auth_required(0.00); aws.kinesis_firehose.delivery_stream.private_network_only_where_supported(0.00); aws.kinesis_firehose.delivery_stream.destination_encrypted(0.00),,
aws.kms.key.lifecycle_policy_configured,kms,key,kms.key.access_control,identity_and_access_management,high,identity_access.least_privilege.kms_key_lifecycle_policy_configured,borderline-look,0.429,27,,none,"The config rule checks for KMS key lifecycle policy configuration, but all candidate rules focus on different controls like key policies, rotation, logging, or accessibility.",,none,No candidate rule addresses KMS key lifecycle policy configuration.,aws.kms.key.lifecycle_policy:aws.kms.key.key_policy_least_privilege(0.43); aws.kms.key.key_policy_least_privilege(0.40); aws.kms.key.key_rotation_enabled(0.20); aws.kms.key.logging_enabled(0.20); aws.kms.alias.key_has_alias(0.20),,
aws.lambda.function.restrict_public_access_configured,lambda,function,lambda.function.network,network_security_and_connectivity,high,network_security.network_access.lambda_function_restrict_public_access_configured,borderline-look,0.3,35,aws.lambda.function.url_public:aws.lambda.function.artifacts_encrypted_and_private,medium,"Both rules address restricting public access to Lambda functions, with the candidate focusing on function URLs and the config rule on general network access.",aws.lambda.function.url_public:aws.lambda.function.artifacts_encrypted_and_private,medium,"Both rules focus on restricting public access to Lambda functions, with the candidate specifically addressing URL public access as a subset of network security.",aws.lambda.function.restrict_public_access:aws.lambda.function.artifacts_encrypted_and_private(0.30); aws.lambda.function.outputs_encrypted(0.17); aws.lambda.function.resource_policy_cross_account_access_check:aws.lambda.function.artifacts_encrypted_and_private(0.15); aws.lambda.function.jobs_private_networking(0.14); aws.lambda.function.role_least_privilege(0.14),,
aws.lambda.function.url_cors_policy_configured,lambda,function,lambda.function.access_control,identity_and_access_management,high,identity_access.least_privilege.lambda_function_url_cors_policy_configured,borderline-look,0.3,35,,none,"No candidate rule addresses CORS policy configuration for Lambda function URLs, which is the specific technical control in the YAML rule.",,none,No candidate rule specifically addresses CORS policy configuration for Lambda function URLs.,aws.lambda.function.url_cors_policy:aws.lambda.function.artifacts_encrypted_and_private(0.30); aws.lambda.function.policies_present_for_sensitive_fields(0.25); aws.lambda.function.url_public:aws.lambda.function.artifacts_encrypted_and_private(0.20); aws.lambda.function.url_authentication:aws.lambda.function.artifacts_encrypted_and_private(0.20); aws.lambda.function.outputs_encrypted(0.17),,
aws.lambda.function.vpc_multi_az_configured,lambda,function,lambda.function.network,network_security_and_connectivity,high,network_security.network_access.lambda_function_vpc_multi_az_configured,borderline-look,0.3,35,aws.lambda.function.inside_vpc:aws.lambda.function.artifacts_encrypted_and_private,low,"The candidate rule 'inside_vpc' partially overlaps with the target's VPC focus, but does not specifically address multi-AZ configuration.",aws.lambda.function.vpc_multi_az,high,Both rules target Lambda function VPC multi-AZ configuration for network security.,aws.lambda.function.vpc_multi_az:aws.lambda.function.artifacts_encrypted_and_private(0.30); aws.lambda.function.vpc_private_networking_enabled(0.29); aws.lambda.function.outputs_encrypted(0.17); aws.lambda.function.jobs_private_networking(0.14); aws.lambda.function.role_least_privilege(0.14),,
aws.rds.cluster.copy_tags_to_snapshots_configured,rds,cluster,rds.cluster.backup_recovery,resilience_and_disaster_recovery,medium,resilience.backup_recovery.rds_cluster_copy_tags_to_snapshots_configured,borderline-look,0.4,68,aws.rds.instance.copy_tags_to_snapshots:aws.rds.instance.deletion_protection_enabled,medium,"This candidate includes 'copy_tags_to_snapshots' for RDS instances, which partially matches the RDS cluster control but at a different resource granularity.",,none,No candidate rule directly addresses copy_tags_to_snapshots for RDS clusters.,aws.rds.cluster.copy_tags_to_snapshots:aws.rds.cluster.audit_logging_enabled(0.40); aws.rds.cluster_snapshot.cross_region_copy_encrypted(0.38); aws.rds.cluster_snapshot.encrypted(0.33); aws.rds.instance.copy_tags_to_snapshots:aws.rds.instance.deletion_protection_enabled(0.27); aws.rds.snapshot.cross_region_copy_encrypted(0.25),,
aws.s3.website_https_only.website_https_only_configured,s3,website_https_only,s3.website_https_only.configuration,configuration_and_change_management,medium,security.configuration.s3_website_https_only_website_https_only_configured,borderline-look,0.375,74,,none,"No candidate rule addresses S3 website HTTPS enforcement, which is a distinct security control for website endpoints.",,none,No candidate rule addresses S3 website HTTPS-only configuration.,aws.s3.website_https_only:aws.s3.bucket.destination_private_only(0.38); aws.s3.bucket.destination_private_only(0.17); aws.s3.bucket.encryption_at_rest_enabled(0.00); aws.s3.bucket.encryption_in_transit_tls_min_1_2(0.00); aws.s3.bucket.cmk_cmek_key_configured(0.00),,
