rule_id,source_category,service,severity,check_type,title,description,threat_category,aws_mapped_compliance_ids,compliance_frameworks_list,source_file
aws.monitor.cloudtrail.cloudwatch_put_dashboard,monitor,monitor,low,log,CloudWatch: Cloudwatch Put Dashboard,CloudWatch dashboard created or updated.,discovery,,,monitor/aws.monitor.cloudtrail.cloudwatch_put_dashboard.yaml
aws.monitor.cloudtrail.glue_create_crawler,monitor,monitor,low,log,CloudWatch: Glue Create Crawler,Glue crawler created — data catalog discovery job configured.,discovery,,,monitor/aws.monitor.cloudtrail.glue_create_crawler.yaml
aws.monitor.cloudtrail.glue_create_job,monitor,monitor,low,log,CloudWatch: Glue Create Job,Glue ETL job created — data transformation workload defined.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,monitor/aws.monitor.cloudtrail.glue_create_job.yaml
aws.monitor.cloudtrail.glue_update_job,monitor,monitor,low,log,CloudWatch: Glue Update Job,Glue ETL job updated — data transformation configuration changed.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,monitor/aws.monitor.cloudtrail.glue_update_job.yaml
aws.monitor.cloudtrail.logs_delete_log_group,monitor,monitor,high,log,CloudWatch: Logs Delete Log Group,CloudWatch log group deleted — log data and future logging capability destroyed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,monitor/aws.monitor.cloudtrail.logs_delete_log_group.yaml
aws.monitor.cloudtrail.logs_delete_retention_policy,monitor,monitor,medium,log,CloudWatch: Logs Delete Retention Policy,CloudWatch log group retention policy deleted — log lifetime no longer enforced.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,monitor/aws.monitor.cloudtrail.logs_delete_retention_policy.yaml
aws.monitor.cloudtrail.logs_put_resource_policy,monitor,monitor,medium,log,CloudWatch: Logs Put Resource Policy,CloudWatch Logs resource policy updated — cross-account or cross-service access configured.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,monitor/aws.monitor.cloudtrail.logs_put_resource_policy.yaml
aws.monitor.cloudtrail.logs_put_subscription_filter,monitor,monitor,medium,log,CloudWatch: Logs Put Subscription Filter,CloudWatch log subscription filter added — log events forwarded to external destination.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,monitor/aws.monitor.cloudtrail.logs_put_subscription_filter.yaml
aws.netsec.cloudtrail.cloudfront_create_distribution,netsec,netsec,medium,log,Network Security: Cloudfront Create Distribution,CloudFront distribution created — CDN endpoint provisioned.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.cloudfront_create_distribution.yaml
aws.netsec.cloudtrail.cloudfront_update_distribution,netsec,netsec,medium,log,Network Security: Cloudfront Update Distribution,CloudFront distribution updated — CDN configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.cloudfront_update_distribution.yaml
aws.netsec.cloudtrail.elb_create_load_balancer,netsec,netsec,medium,log,Network Security: Elb Create Load Balancer,Elastic Load Balancer created — traffic distribution endpoint provisioned.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.elb_create_load_balancer.yaml
aws.netsec.cloudtrail.elb_modify_load_balancer_attributes,netsec,netsec,medium,log,Network Security: Elb Modify Load Balancer Attributes,ELB attributes modified — load balancer security or logging settings changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.elb_modify_load_balancer_attributes.yaml
aws.netsec.cloudtrail.elb_set_security_groups,netsec,netsec,medium,log,Network Security: Elb Set Security Groups,ELB security groups updated — load balancer network access controls changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.elb_set_security_groups.yaml
aws.netsec.cloudtrail.internet_gateway_created,netsec,netsec,medium,log,Network Security: Internet Gateway Created,Internet gateway created — enables internet connectivity for VPC.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.internet_gateway_created.yaml
aws.netsec.cloudtrail.nat_gateway_created,netsec,netsec,medium,log,Network Security: Nat Gateway Created,NAT gateway created — enables outbound internet access from private subnets.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.nat_gateway_created.yaml
aws.netsec.cloudtrail.network_firewall_deleted,netsec,netsec,critical,log,Network Security: Network Firewall Deleted,AWS Network Firewall deleted — network-level protection removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.network_firewall_deleted.yaml
aws.netsec.cloudtrail.network_firewall_policy_deleted,netsec,netsec,high,log,Network Security: Network Firewall Policy Deleted,Network Firewall policy deleted — firewall rules removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.network_firewall_policy_deleted.yaml
aws.netsec.cloudtrail.network_firewall_policy_updated,netsec,netsec,medium,log,Network Security: Network Firewall Policy Updated,Network Firewall policy updated — firewall rule set changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.network_firewall_policy_updated.yaml
aws.netsec.cloudtrail.route53_associate_vpc,netsec,netsec,medium,log,Network Security: Route53 Associate VPC,Route53 hosted zone associated with VPC — private DNS resolution scope extended.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.route53_associate_vpc.yaml
aws.netsec.cloudtrail.route53_create_hosted_zone,netsec,netsec,medium,log,Network Security: Route53 Create Hosted Zone,Route53 hosted zone created — DNS zone provisioned.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.route53_create_hosted_zone.yaml
aws.netsec.cloudtrail.route53_delete_hosted_zone,netsec,netsec,high,log,Network Security: Route53 Delete Hosted Zone,Route53 hosted zone deleted — all DNS records for domain destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.route53_delete_hosted_zone.yaml
aws.netsec.cloudtrail.security_group_deleted,netsec,netsec,medium,log,Network Security: Security Group Deleted,EC2 security group deleted — network access control removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.security_group_deleted.yaml
aws.netsec.cloudtrail.subnet_created,netsec,netsec,low,log,Network Security: Subnet Created,VPC subnet created — new network segment provisioned.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.subnet_created.yaml
aws.netsec.cloudtrail.transit_gateway_created,netsec,netsec,medium,log,Network Security: Transit Gateway Created,Transit gateway created — centralized routing hub for multiple VPCs provisioned.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.transit_gateway_created.yaml
aws.netsec.cloudtrail.transit_gateway_peering_accepted,netsec,netsec,medium,log,Network Security: Transit Gateway Peering Accepted,Transit gateway peering accepted — cross-account network path established.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.transit_gateway_peering_accepted.yaml
aws.netsec.cloudtrail.transit_gateway_peering_created,netsec,netsec,medium,log,Network Security: Transit Gateway Peering Created,Transit gateway peering created — cross-account network routing initiated.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.transit_gateway_peering_created.yaml
aws.netsec.cloudtrail.vpc_created,netsec,netsec,low,log,Network Security: VPC Created,VPC created — new isolated network environment provisioned.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.vpc_created.yaml
aws.netsec.cloudtrail.vpc_deleted,netsec,netsec,high,log,Network Security: VPC Deleted,VPC deleted — all network infrastructure within VPC destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.vpc_deleted.yaml
aws.netsec.cloudtrail.waf_delete_rule_group,netsec,netsec,high,log,Network Security: WAF Delete Rule Group,WAF rule group deleted — set of web application protection rules removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.waf_delete_rule_group.yaml
aws.netsec.cloudtrail.waf_delete_web_acl,netsec,netsec,critical,log,Network Security: WAF Delete Web ACL,WAF Web ACL deleted — all WAF protections removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.waf_delete_web_acl.yaml
aws.netsec.cloudtrail.waf_update_web_acl,netsec,netsec,medium,log,Network Security: WAF Update Web ACL,WAF Web ACL updated — firewall rule configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,netsec/aws.netsec.cloudtrail.waf_update_web_acl.yaml
aws.network.cloudtrail.cloudfront_geo_restriction_removed,network,network,medium,log,Network: Cloudfront Geo Restriction Removed,CloudFront geo-restriction removed — previously blocked regions can now access content.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.cloudtrail.cloudfront_geo_restriction_removed.yaml
aws.network.cloudtrail.elb_access_log_disabled,network,network,high,log,Network: Elb Access Log Disabled,ELB access logging disabled — load balancer traffic visibility removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.cloudtrail.elb_access_log_disabled.yaml
aws.network.cloudtrail.global_accelerator_created,network,network,medium,log,Network: Global Accelerator Created,Global Accelerator created — traffic routing through AWS edge network configured.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.cloudtrail.global_accelerator_created.yaml
aws.network.cloudtrail.shield_protection_deleted,network,network,high,log,Network: Shield Protection Deleted,AWS Shield protection deleted — DDoS mitigation removed from resource.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.cloudtrail.shield_protection_deleted.yaml
aws.network.cloudtrail.waf_acl_deleted,network,network,critical,log,Network: WAF ACL Deleted,WAF Web ACL deleted — all WAF rules protecting associated resources removed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.cloudtrail.waf_acl_deleted.yaml
aws.network.flow_log.c2_high_port,network,network,high,log,Network: C2 High Port,Traffic on non-standard high port — possible C2 communication channel.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.c2_high_port.yaml
aws.network.flow_log.cloudtrail.sg_open_to_world,network,network,critical,log,Network: Sg Open To World,Security group opened to entire internet — unrestricted inbound access detected.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.cloudtrail.sg_open_to_world.yaml
aws.network.flow_log.cloudtrail.vpc_peering_created,network,network,medium,log,Network: VPC Peering Created,"VPC peering connection created or accepted — lateral movement path established between VPCs, potentially crossing account or trust boundaries.",lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,network/aws.network.flow_log.cloudtrail.vpc_peering_created.yaml
