yaml_rule_id,yaml_service,yaml_resource_kind,domain,severity,scope,assertion_id,ai_confidence,ai_reasoning,top_candidate_pool
aws.iam.avoidrootusage.avoid_root_usage_configured,iam,avoidrootusage,configuration_and_change_management,medium,iam.avoidrootusage.configuration,security.configuration.iam_avoidrootusage_avoid_root_usage_configured,none,"The config rule focuses on avoiding root usage configuration, while all candidates address different controls like MFA, access keys, or policy management.",aws.iam.avoid_root_usage:aws.iam.instance_profile.role_policies_least_privilege(0.167); iam.root.mfa.enabled(0.167); iam.no.root.access.key(0.143); iam.root.hardware.mfa.enabled(0.143); aws.iam.root_mfa_enabled:aws.iam.instance_profile.role_policies_least_privilege(0.077)
aws.iam.key.monitored,iam,key,logging_monitoring_and_alerting,medium,iam.key.logging,logging_monitoring.monitoring.iam_key_monitored,none,"The config rule focuses on monitoring IAM keys for logging, while all candidates address key rotation, usage, or other security aspects without covering monitoring.",iam.no.root.access.key(0.2); iam.rotate.access.key.90.days(0.167); aws.iam.role.no_user_managed_long_lived_keys(0.125); aws.iam.role.keys_not_used_or_rotated_90_days_or_less(0.1); aws.iam.key.:aws.iam.instance_profile.role_policies_least_privilege(0.1)
aws.iam.no_guest_accounts_with_permissions.no_guest_accounts_with_permissions_configured,iam,no_guest_accounts_with_permissions,identity_and_access_management,high,iam.no_guest_accounts_with_permissions.access_control,identity_access.least_privilege.iam_no_guest_accounts_with_permissions_no_guest_accounts_with_permissions_configured,none,"No candidate rule addresses guest accounts or permissions for guest accounts, which is the specific control focus of the YAML rule.",aws.iam.no_guest_accounts_with_permissions:aws.iam.instance_profile.no_instance_profile_with_admin_star(0.364); aws.iam.instance_profile.no_instance_profile_with_admin_star(0.222); aws.iam.group.no_inline_policies(0.125); aws.iam.role.no_inline_policies(0.125); iam.no.root.access.key(0.125)
aws.iam.policy.monitored,iam,policy,logging_monitoring_and_alerting,medium,iam.policy.logging,logging_monitoring.monitoring.iam_policy_monitored,none,"The config rule focuses on monitoring/logging of IAM policies, while all candidates address policy content constraints, password policies, or inline policies, with no coverage of monitoring or logging aspects.",aws.iam.policy.resource_constraints_present(0.25); iam.password.policy.lowercase(0.25); iam.password.policy.symbol(0.25); iam.password.policy.uppercase(0.25); iam.password.policy.number(0.25)
aws.iam.policy.policy_enabled,iam,policy,identity_and_access_management,high,iam.policy.access_control,identity_access.least_privilege.iam_policy_policy_enabled,none,"No candidate rule addresses the specific control of ensuring IAM policies are enabled, as all candidates focus on versioning, constraints, password policies, or other unrelated aspects.",aws.iam.policy.versioning_and_change_audit_enabled(0.333); aws.iam.managed_policy.versioning_and_change_audit_enabled(0.286); aws.iam.policy.resource_constraints_present(0.25); iam.password.policy.lowercase(0.25); iam.password.policy.symbol(0.25)
aws.iam.role.creation_monitored,iam,role,logging_monitoring_and_alerting,medium,iam.role.logging,logging_monitoring.monitoring.iam_role_creation_monitored,none,"The config rule focuses on monitoring IAM role creation, but none of the candidate rules address logging or monitoring aspects.",iam.support.role.created(0.2); aws.iam.role.no_inline_policies(0.167); aws.iam.instance_profile.role_attached(0.167); aws.iam.role.trust_principals_allowlist_only(0.143); aws.iam.role.max_session_duration_reasonable(0.143)
aws.iam.user.centralization_monitored,iam,user,logging_monitoring_and_alerting,medium,iam.user.logging,logging_monitoring.monitoring.iam_user_centralization_monitored,none,"The config rule focuses on monitoring IAM user centralization, but all candidates address unrelated controls like MFA, access keys, or inactivity.",aws.iam.user.mfa_required(0.2); iam.user.accesskey.unused(0.2); iam.user.console.access.unused(0.167); aws.iam.user.no_inline_policies_attached(0.143); aws.iam.user.inactive_90_days_disabled(0.143)
aws.iam.user.policy_elastic_disaster_recovery_configured,iam,user,identity_and_access_management,high,iam.user.access_control,identity_access.least_privilege.iam_user_policy_elastic_disaster_recovery_configured,none,"No candidate rule addresses Elastic Disaster Recovery configuration for IAM users, as all candidates focus on unrelated controls like access keys, inline policies, MFA, or password policies.",aws.iam.user.policy_elastic_disaster_recovery_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.312); aws.iam.user.no_inline_policies_attached(0.25); aws.iam.user.no_inline_policies:aws.iam.group.no_inline_policies(0.2); aws.iam.user.mfa_required(0.143); aws.iam.policy.resource_constraints_present(0.143)
aws.iam.user.single_active_access_key_configured,iam,user,configuration_and_change_management,medium,iam.user.configuration,security.configuration.iam_user_single_active_access_key_configured,none,"The config rule checks for a single active access key per IAM user, but all candidates focus on rotation, unused keys, MFA, or other unrelated controls.",aws.iam.user.single_active_access_key_audit:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.357); aws.iam.user.single_active_access_key_check:aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.357); iam.user.console.access.unused(0.286); iam.no.root.access.key(0.286); aws.iam.user.access_keys_rotated_90_days_or_less_when_present(0.25)
aws.identitystore.group.admin_group_limited,identitystore,group,identity_and_access_management,medium,identitystore.group.membership,iam.access_control.identitystore_group_admin_group_limited,none,"No candidate rule addresses limiting admin groups in AWS Identity Store membership, which is the specific control for the given config rule.",aws.autoscaling.group.configured(0.333); aws.athena.work_group.admin_activity_logging_enabled(0.286); aws.iam.group.attached_policies_not_admin_star(0.286); aws.identity_center.group.attached_policies_not_admin_star(0.286); aws.iam.group.attached_policies_not_admin_star(0.286)
aws.inspector.resource.inspector_is_enabled,inspector,resource,configuration_and_change_management,medium,inspector.resource.configuration,security.configuration.inspector_resource_inspector_is_enabled,none,"The config rule checks if AWS Inspector is enabled, but all candidate rules focus on specific aspects like encryption, alerting, or assessment scope rather than the basic enablement status.",aws.inspector.is_enabled:aws.inspector.assessment.policy_store_encrypted(0.25); aws.inspector.finding.alert_destinations_configured(0.0); aws.inspector.finding.archival_export_encrypted(0.0); aws.inspector.finding.suppression_rules_documented_and_scoped(0.0); aws.inspector.assessment.agents_or_scanners_deployed(0.0)
aws.inspector2.finding.critical_finding_not_open,inspector2,finding,configuration_and_change_management,critical,inspector2.finding.vulnerability,configuration.inspector2_finding_critical_not_open,none,"The config rule checks for critical Inspector2 vulnerability findings not being open, while all candidates address unrelated controls like public snapshots, alert destinations, or certificate expiration.",aws.ebs.snapshot.snapshots_not_public(0.167); aws.ebs.snapshot.not_public(0.167); aws.ec2.snapshot.not_public(0.167); aws.rds.snapshot.not_public(0.167); aws.cloudwatch.alarm.critical_alarms_enabled(0.167)
aws.inspector2.organization.scanning_enabled,inspector2,organization,configuration_and_change_management,medium,inspector2.organization.configuration,configuration.inspector2_organization_scanning_enabled,none,"No candidate rule addresses Inspector2 organization-level scanning configuration, which is a specific AWS service control distinct from other scanning or enabling rules.",aws.organizations.organization.scps_enabled(0.5); aws.ecr.repository.image_scanning_enabled(0.4); aws.accessanalyzer.enabled(0.333); securityhub.enabled(0.333); aws.config.configuration_recorder.enabled(0.25)
aws.kinesis.stream_data_retention_period.stream_data_retention_period_configured,kinesis,stream_data_retention_period,data_protection_and_privacy,low,kinesis.stream_data_retention_period.data_protection,data_protection.data_lifecycle.kinesis_stream_data_retention_period_stream_data_retention_period_configured,none,"The config rule checks for Kinesis stream data retention period configuration, but all candidate rules focus on different controls like authentication, encryption, or network privacy.",aws.kinesis.stream_data_retention_period:aws.kinesis.stream.consumer_auth_required(0.333); aws.kinesis.stream.consumer_auth_required(0.143); aws.kinesis.stream.encryption_at_rest_enabled(0.125); aws.kinesis.stream.private_network_only_where_supported(0.111); aws.kinesis.stream_encrypted_at_rest:aws.kinesis.stream.encryption_at_rest_enabled(0.1)
aws.kinesisfirehose.deliverystream.encryption_at_rest_enabled,kinesisfirehose,deliverystream,data_protection_and_privacy,high,kinesisfirehose.deliverystream.encryption,data_protection.encryption_rest.kinesisfirehose_deliverystream_encryption_at_rest_enabled,none,No candidate rule matches the Kinesis Firehose Delivery Stream service and resource type for encryption at rest.,efs.encryption.at.rest.enabled(0.8); aws.glacier.vault.encryption_at_rest_enabled(0.667); aws.s3.bucket.encryption_at_rest_enabled(0.667); aws.ebs.snapshot.encryption_at_rest_enabled(0.667); aws.ebs.volume.encryption_at_rest_enabled(0.667)
aws.kinesisfirehose.deliverystream.logging_enabled,kinesisfirehose,deliverystream,logging_monitoring_and_alerting,medium,kinesisfirehose.deliverystream.logging,logging_monitoring.logging.kinesisfirehose_deliverystream_logging_enabled,none,No candidate rules match the Kinesis Firehose Delivery Stream service and logging control.,aws.networkfirewall.logging_enabled(0.667); elb.logging.enabled(0.667); elbv2.logging.enabled(0.667); aws.glue.crawler.logs_enabled(0.5); aws.glue.trigger.logs_enabled(0.5)
aws.kms.key.lifecycle_policy_configured,kms,key,identity_and_access_management,high,kms.key.access_control,identity_access.least_privilege.kms_key_lifecycle_policy_configured,none,"The config rule checks for KMS key lifecycle policy configuration, but all candidate rules focus on different controls like key policies, rotation, logging, or accessibility.",aws.kms.key.lifecycle_policy:aws.kms.key.key_policy_least_privilege(0.429); aws.kms.key.key_policy_least_privilege(0.4); aws.kms.key.key_rotation_enabled(0.2); aws.kms.key.logging_enabled(0.2); aws.kms.alias.key_has_alias(0.2)
aws.lambda.function.not_publicly_accessible_configured,lambda,function,network_security_and_connectivity,high,lambda.function.network,network_security.network_access.lambda_function_not_publicly_accessible_configured,none,No candidate rule addresses Lambda function public accessibility or network access controls.,aws.lambda.function.outputs_encrypted(0.167); aws.lambda.function.jobs_private_networking(0.143); aws.lambda.function.role_least_privilege(0.143); aws.lambda.function.dead_letter_queue_configured(0.143); aws.lambda.function.execution_roles_least_privilege(0.125)
aws.lambda.function.reserved_concurrency_configured,lambda,function,configuration_and_change_management,medium,lambda.function.configuration,security.configuration.lambda_function_reserved_concurrency_configured,none,"No candidate rule addresses Lambda function reserved concurrency configuration, which is a specific performance/availability control unrelated to encryption, networking, logging, or least privilege.",aws.lambda.function.reserved_concurrency:aws.lambda.function.artifacts_encrypted_and_private(0.222); aws.lambda.function.outputs_encrypted(0.2); aws.lambda.function.jobs_private_networking(0.167); aws.lambda.function.role_least_privilege(0.167); aws.lambda.function.dead_letter_queue_configured(0.167)
aws.lambda.function.url_cors_policy_configured,lambda,function,identity_and_access_management,high,lambda.function.access_control,identity_access.least_privilege.lambda_function_url_cors_policy_configured,none,"No candidate rule addresses CORS policy configuration for Lambda function URLs, which is the specific technical control in the YAML rule.",aws.lambda.function.url_cors_policy:aws.lambda.function.artifacts_encrypted_and_private(0.3); aws.lambda.function.policies_present_for_sensitive_fields(0.25); aws.lambda.function.url_public:aws.lambda.function.artifacts_encrypted_and_private(0.2); aws.lambda.function.url_authentication:aws.lambda.function.artifacts_encrypted_and_private(0.2); aws.lambda.function.outputs_encrypted(0.167)
aws.neptune.security_configuration_review.security_configuration_review_configured,neptune,security_configuration_review,configuration_and_change_management,medium,neptune.security_configuration_review.configuration,security.configuration.neptune_security_configuration_review_security_configuration_review_configured,none,"The config rule is about security configuration review, but all candidates focus on specific technical controls like encryption, logging, or access settings, not the review process itself.",aws.neptune.cluster.network_security_audit:aws.neptune.cluster.audit_logging_enabled(0.111); aws.neptune.security_configuration_review:aws.neptune.cluster.iam_or_managed_identity_auth_enabled_where_supported(0.077); aws.neptune.cluster.encryption_at_rest_cmek(0.0); aws.neptune.cluster.private_networking_enforced(0.0); aws.neptune.cluster.deletion_protection_enabled(0.0)
aws.networkfirewall.firewall.rule_groups_enabled,networkfirewall,firewall,configuration_and_change_management,medium,networkfirewall.firewall.configuration,security.configuration.networkfirewall_firewall_rule_groups_enabled,none,"The config rule checks for rule groups being enabled on Network Firewall firewalls, while all candidates check for logging, multi-AZ deployment, or VPC coverage, which are unrelated technical controls.",aws.networkfirewall.logging_enabled(0.2); aws.networkfirewall.in_all_vpc(0.0); aws.networkfirewall.multi_az(0.0); aws.networkfirewall.in_all_vpc:nan(0.0); aws.networkfirewall.logging_enabled:nan(0.0)
aws.rds.instance.inside_vpc_configured,rds,instance,network_security_and_connectivity,high,rds.instance.network,network_security.network_access.rds_instance_inside_vpc_configured,none,"No candidate rule addresses RDS instance being inside a VPC, which is a network security control distinct from public access or other listed rules.",aws.rds.instance.inside_vpc:aws.rds.instance.deletion_protection_enabled(0.25); rds.instance.backup.enabled(0.2); rds.instance.multi.az(0.2); rds.instance.storage.encrypted(0.2); aws.rds.instance.public_access_disabled(0.167)
aws.rds.instance.security_configuration_review_configured,rds,instance,configuration_and_change_management,medium,rds.instance.configuration,security.configuration.rds_instance_security_configuration_review_configured,none,"The config rule is about security configuration review, which is a broad process, while all candidates are specific technical controls like encryption or access settings with no direct match.",aws.rds.instance.security_configuration_review:aws.rds.instance.deletion_protection_enabled(0.25); rds.instance.backup.enabled(0.2); rds.instance.multi.az(0.2); rds.instance.storage.encrypted(0.2); aws.rds.instance.public_access_disabled(0.167)
aws.redshift.resource.backup_enabled,redshift,resource,resilience_and_disaster_recovery,medium,redshift.resource.backup_recovery,resilience.backup_recovery.redshift_resource_backup_enabled,none,"The config rule focuses on backup for Redshift resources, but all candidates are about logging, deletion protection, upgrades, or other unrelated controls, with no backup-related rules in the list.",aws.redshift.backup_enabled:aws.redshift.cluster.audit_logging_enabled(0.286); aws.redshift.cluster.audit_logging_enabled(0.2); aws.redshift.cluster.deletion_protection_enabled(0.2); aws.redshift.parameter_group.logging_enabled_where_supported(0.143); aws.redshift.cluster.minor_version_auto_upgrade_enabled(0.143)
aws.s3.macie_classification_jobs_status.macie_classification_jobs_status_configured,s3,macie_classification_jobs_status,configuration_and_change_management,medium,s3.macie_classification_jobs_status.configuration,security.configuration.s3_macie_classification_jobs_status_macie_classification_jobs_status_configured,none,"The config rule checks Macie classification jobs status, but all candidates cover unrelated S3 controls like encryption, lifecycle, or replication.",aws.s3.macie_classification_jobs_status:aws.s3.replication.lag_monitoring_alerts_enabled(0.273); aws.s3.bucket.encryption_at_rest_enabled(0.0); aws.s3.bucket.encryption_in_transit_tls_min_1_2(0.0); aws.s3.bucket.cmk_cmek_key_configured(0.0); aws.s3.bucket.key_rotation_enabled(0.0)
aws.s3.website_https_only.website_https_only_configured,s3,website_https_only,configuration_and_change_management,medium,s3.website_https_only.configuration,security.configuration.s3_website_https_only_website_https_only_configured,none,"No candidate rule addresses S3 website HTTPS enforcement, which is a distinct security control for website endpoints.",aws.s3.website_https_only:aws.s3.bucket.destination_private_only(0.375); aws.s3.bucket.destination_private_only(0.167); aws.s3.bucket.encryption_at_rest_enabled(0.0); aws.s3.bucket.encryption_in_transit_tls_min_1_2(0.0); aws.s3.bucket.cmk_cmek_key_configured(0.0)
aws.sagemaker.endpoint_config_prod_variant_instances.endpoint_config_prod_variant_instances_configured,sagemaker,endpoint_config_prod_variant_instances,configuration_and_change_management,medium,sagemaker.endpoint_config_prod_variant_instances.configuration,security.configuration.sagemaker_endpoint_config_prod_variant_instances_endpoint_config_prod_variant_instances_configured,none,"The config rule focuses on production variant instances configuration in SageMaker endpoint configs, which is not covered by any candidate rules related to authentication, logging, encryption, networking, or other security controls.",aws.sagemaker.endpoint_config_prod_variant_instances:aws.sagemaker.endpoint.authn_required(0.444); aws.sagemaker.endpoint.authn_required(0.143); aws.sagemaker.endpoint.logging_enabled(0.143); aws.sagemaker.notebook_instance.encrypted(0.143); aws.sagemaker.endpoint.logs_enabled(0.143)
aws.securityhub.action.versioning_and_immutability_enabled,securityhub,action,data_protection_and_privacy,low,securityhub.action.data_protection,data_protection.data_lifecycle.securityhub_action_versioning_and_immutability_enabled,none,"The config rule checks for versioning and immutability on Security Hub actions, while all candidates only check if Security Hub is enabled or enabled in all regions, with no overlap on data protection controls.",securityhub.enabled(0.2); aws.securityhub.hub_enabled_in_all_regions(0.111); aws.securityhub.hub_enabled_in_all_regions:nan(0.111)
aws.securityhub.hub.securityhub_auto_enroll_new_accounts_configured,securityhub,hub,configuration_and_change_management,medium,securityhub.hub.configuration,security.configuration.securityhub_hub_securityhub_auto_enroll_new_accounts_configured,none,"The config rule checks for auto-enrollment of new accounts in Security Hub, while all candidates only check if Security Hub is enabled, which is a different control.",aws.securityhub.hub_enabled_in_all_regions(0.1); aws.securityhub.hub_enabled_in_all_regions:nan(0.1); securityhub.enabled(0.0)
aws.securityhub.hub.securityhub_destinations_encrypted,securityhub,hub,data_protection_and_privacy,high,securityhub.hub.encryption,data_protection.encryption_rest.securityhub_hub_securityhub_destinations_encrypted,none,"The config rule checks encryption for Security Hub destinations, but all candidates only check if Security Hub is enabled, with no overlap in control intent.",aws.securityhub.hub_enabled_in_all_regions(0.125); aws.securityhub.hub_enabled_in_all_regions:nan(0.125); securityhub.enabled(0.0)
aws.securityhub.hub.securityhub_detectors_enabled,securityhub,hub,configuration_and_change_management,medium,securityhub.hub.configuration,security.configuration.securityhub_hub_securityhub_detectors_enabled,none,"The config rule checks if SecurityHub detectors are enabled, while all candidates only check if SecurityHub itself is enabled, which are different controls.",aws.securityhub.hub_enabled_in_all_regions(0.286); aws.securityhub.hub_enabled_in_all_regions:nan(0.286); securityhub.enabled(0.25)
aws.securityhub.hub.securityhub_finding_export_encrypted_destination,securityhub,hub,data_protection_and_privacy,high,securityhub.hub.encryption,data_protection.encryption_rest.securityhub_hub_securityhub_finding_export_encrypted_destination,none,"The config rule checks encryption for Security Hub finding exports, but all candidates only check if Security Hub is enabled, with no encryption-related coverage.",aws.securityhub.hub_enabled_in_all_regions(0.1); aws.securityhub.hub_enabled_in_all_regions:nan(0.1); securityhub.enabled(0.0)
aws.securityhub.hub.securityhub_master_member_configured,securityhub,hub,configuration_and_change_management,medium,securityhub.hub.configuration,security.configuration.securityhub_hub_securityhub_master_member_configured,none,"The config rule checks for SecurityHub master-member configuration, while all candidates only check if SecurityHub is enabled, which is a different control.",aws.securityhub.hub_enabled_in_all_regions(0.125); aws.securityhub.hub_enabled_in_all_regions:nan(0.125); securityhub.enabled(0.0)
aws.ssm.automation.change_audit_logging_enabled,ssm,automation,logging_monitoring_and_alerting,medium,ssm.automation.logging,logging_monitoring.logging.ssm_automation_change_audit_logging_enabled,none,"The config rule checks for SSM automation change audit logging, but all candidates focus on patching compliance, document security, or unrelated services.","ssm.managed.compliant.patching,.eks.cluster.uses.a.supported.version,.rds.cluster.minor.version.upgrade.enabled(0.056); aws.ssm.document_secrets(0.0); aws.ssm.documents_set_as_public(0.0); aws.ssm.managed_compliant_patching(0.0); aws.ssm.managed_compliant_patching:nan(0.0)"
aws.ssm.automation.versioning_and_immutability_enabled,ssm,automation,data_protection_and_privacy,low,ssm.automation.data_protection,data_protection.data_lifecycle.ssm_automation_versioning_and_immutability_enabled,none,"The config rule targets SSM Automation versioning and immutability, while all candidates focus on patching, document permissions, or unrelated services.","ssm.managed.compliant.patching,.eks.cluster.uses.a.supported.version,.rds.cluster.minor.version.upgrade.enabled(0.056); aws.ssm.document_secrets(0.0); aws.ssm.documents_set_as_public(0.0); aws.ssm.managed_compliant_patching(0.0); aws.ssm.managed_compliant_patching:nan(0.0)"
aws.ssm.document.change_audit_logging_enabled,ssm,document,logging_monitoring_and_alerting,medium,ssm.document.logging,logging_monitoring.logging.ssm_document_change_audit_logging_enabled,none,"No candidate rule addresses SSM document change audit logging, as all candidates focus on secrets, public settings, or patching.","aws.ssm.document_secrets(0.167); aws.ssm.documents_set_as_public(0.125); aws.ssm.documents_set_as_public:nan(0.125); ssm.managed.compliant.patching,.eks.cluster.uses.a.supported.version,.rds.cluster.minor.version.upgrade.enabled(0.056); aws.ssm.managed_compliant_patching(0.0)"
aws.ssm.document.rbac_least_privilege,ssm,document,identity_and_access_management,high,ssm.document.access_control,identity_access.least_privilege.ssm_document_rbac_least_privilege,none,No candidate rule addresses SSM document RBAC or least privilege access control.,aws.ssm.document_secrets(0.2); aws.ssm.documents_set_as_public(0.143); aws.ssm.documents_set_as_public:nan(0.143); aws.ssm.managed_compliant_patching(0.0); aws.ssm.managed_compliant_patching:nan(0.0)
aws.ssm.restapi.public_access_restricted,ssm,restapi,network_security_and_connectivity,high,ssm.restapi.network,network_security.network_access.ssm_restapi_public_access_restricted,none,"The config rule restricts public access to SSM REST API for network security, but all candidates focus on document management, patching, or unrelated services, with no overlap in control intent.",aws.ssm.documents_set_as_public(0.143); aws.ssm.document_secrets(0.0); aws.ssm.managed_compliant_patching(0.0); aws.ssm.managed_compliant_patching:nan(0.0); aws.ssm.documents_set_as_public:nan(0.0)
aws.stepfunctions.statemachine.stepfunctions_approval_steps_required_for_destructive_actions,stepfunctions,statemachine,configuration_and_change_management,medium,stepfunctions.statemachine.configuration,security.configuration.stepfunctions_statemachine_stepfunctions_approval_steps_required_for_destructive_actions,none,"The config rule requires approval steps for destructive actions, but all candidate rules focus on logging, encryption, networking, or least privilege without addressing approval workflows.",aws.stepfunctions.statemachine_logging_enabled:aws.stepfunctions.state_machine.logging_enabled(0.154); aws.stepfunctions.state_machine.sensitive_keys_require_secret_type(0.071); aws.stepfunctions.state_machine.kms_encryption_enabled(0.0); aws.stepfunctions.state_machine.execution_roles_least_privilege(0.0); aws.stepfunctions.state_machine.private_networking_enforced(0.0)
aws.storagegateway.gateway.encryption_at_rest_enabled,storagegateway,gateway,data_protection_and_privacy,high,storagegateway.gateway.encryption,data_protection.encryption_rest.storagegateway_gateway_encryption_at_rest_enabled,none,"The config rule checks encryption at rest for Storage Gateway gateways, while the candidates only address encryption for file shares, which are different resources.",aws.storagegateway.fileshare_encryption_enabled(0.333); aws.storagegateway.fileshare_encryption_enabled:nan(0.143)
aws.storagegateway.gateway.snapshots_enabled,storagegateway,gateway,resilience_and_disaster_recovery,medium,storagegateway.gateway.backup_recovery,resilience.backup_recovery.storagegateway_gateway_snapshots_enabled,none,"The config rule checks for snapshots enabled on Storage Gateway gateways for backup and recovery, while the candidate rules only address file share encryption, which is unrelated to snapshots or backup functionality.",aws.storagegateway.fileshare_encryption_enabled(0.2); aws.storagegateway.fileshare_encryption_enabled:nan(0.0)
aws.storagegateway.volume.encryption_at_rest_enabled,storagegateway,volume,data_protection_and_privacy,high,storagegateway.volume.encryption,data_protection.encryption_rest.storagegateway_volume_encryption_at_rest_enabled,none,"The config rule targets volume encryption at rest, while the candidates only cover fileshare encryption, which is a different resource type and control.",aws.storagegateway.fileshare_encryption_enabled(0.333); aws.storagegateway.fileshare_encryption_enabled:nan(0.143)
aws.storagegateway.volume.snapshots_enabled,storagegateway,volume,resilience_and_disaster_recovery,medium,storagegateway.volume.backup_recovery,resilience.backup_recovery.storagegateway_volume_snapshots_enabled,none,"The config rule checks for snapshots enabled on Storage Gateway volumes for backup/recovery, while the candidates only address encryption on file shares, which is unrelated.",aws.storagegateway.fileshare_encryption_enabled(0.2); aws.storagegateway.fileshare_encryption_enabled:nan(0.0)
aws.storagegateway.volume.snapshots_encrypted,storagegateway,volume,data_protection_and_privacy,high,storagegateway.volume.encryption,data_protection.encryption_rest.storagegateway_volume_snapshots_encrypted,none,"The config rule checks encryption for Storage Gateway volume snapshots, while the candidates only address file share encryption, which are different resource types and encryption scopes.",aws.storagegateway.fileshare_encryption_enabled(0.2); aws.storagegateway.fileshare_encryption_enabled:nan(0.2)
aws.vpc.different_regions.different_regions_configured,vpc,different_regions,configuration_and_change_management,medium,vpc.different_regions.configuration,security.configuration.vpc_different_regions_different_regions_configured,none,"The config rule is about VPCs configured across different regions, but all candidates focus on DNS hostnames, flow logs, or subnet availability zones, which are unrelated to multi-region configuration.",aws.vpc.different_regions:aws.vpc.security_group.dns_hostnames_and_support_configured(0.1); aws.vpc.subnet_different_az:aws.vpc.security_group.dns_hostnames_and_support_configured(0.091); aws.vpc.customer_gateway.flow_logs_enabled(0.0); aws.vpc.internet_gateway.flow_logs_enabled(0.0); aws.vpc.nat_gateway.flow_logs_enabled(0.0)
aws.vpc.endpoint_connections_trust_boundaries.endpoint_connections_trust_boundaries_configured,vpc,endpoint_connections_trust_boundaries,configuration_and_change_management,medium,vpc.endpoint_connections_trust_boundaries.configuration,security.configuration.vpc_endpoint_connections_trust_boundaries_endpoint_connections_trust_boundaries_configured,none,"The config rule focuses on VPC endpoint connections trust boundaries configuration, while all candidates check unrelated controls like DNS settings, flow logs, or route table security.",aws.vpc.endpoint_connections_trust_boundaries:aws.vpc.security_group.dns_hostnames_and_support_configured(0.25); aws.vpc.endpoint_services_allowed_principals_trust_boundaries:aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths(0.133); aws.vpc.vpc_endpoint.flow_logs_enabled(0.125); aws.vpc.vpn_connection.flow_logs_enabled(0.125); aws.vpc.vpc_endpoint.dns_hostnames_and_support_configured(0.111)
aws.vpc.endpoint_services_allowed_principals_trust_boundaries.endpoint_principals_trust_boundaries_configured,vpc,endpoint_services_allowed_principals_trust_boundaries,configuration_and_change_management,medium,vpc.endpoint_services_allowed_principals_trust_boundaries.configuration,security.configuration.vpc_endpoint_services_allowed_principals_trust_boundaries_endpoint_principals_trust_boundaries_configured,none,"The config rule checks VPC endpoint service allowed principals trust boundaries, but all candidates focus on flow logs, DNS settings, or route tables with no overlap on principal access controls.",aws.vpc.endpoint_services_allowed_principals_trust_boundaries:aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths(0.357); aws.vpc.endpoint_connections_trust_boundaries:aws.vpc.security_group.dns_hostnames_and_support_configured(0.133); aws.vpc.vpc_endpoint.flow_logs_enabled(0.1); aws.vpc.vpc_endpoint.dns_hostnames_and_support_configured(0.091); aws.vpc.vpc_endpoint.route_tables_no_unintended_internet_paths(0.077)
aws.vpc.nacl_ingress_restricted_ports_22_3389.nacl_ingress_restricted_ports_22_3389_configured,vpc,nacl_ingress_restricted_ports_22_3389,configuration_and_change_management,medium,vpc.nacl_ingress_restricted_ports_22_3389.configuration,security.configuration.vpc_nacl_ingress_restricted_ports_22_3389_nacl_ingress_restricted_ports_22_3389_configured,none,"The config rule checks for restricted ingress ports (22, 3389) on network ACLs, while all candidates check for flow logs or DNS hostnames on various VPC resources, which are unrelated controls.",aws.vpc.nacl_ingress_restricted_ports_22_3389:aws.vpc.network_acl.dns_hostnames_and_support_configured(0.357); aws.vpc.customer_gateway.flow_logs_enabled(0.0); aws.vpc.internet_gateway.flow_logs_enabled(0.0); aws.vpc.nat_gateway.flow_logs_enabled(0.0); aws.vpc.network_acl.flow_logs_enabled(0.0)
aws.vpc.peering_routing_tables_with_least_privilege.privilege,vpc,peering_routing_tables_with_least_privilege,identity_and_access_management,high,vpc.peering_routing_tables_with_least_privilege.access_control,identity_access.least_privilege.vpc_peering_routing_tables_with_least_privilege_privilege,none,"None of the candidate rules address least privilege access control for VPC peering routing tables, focusing instead on DNS, flow logs, or unintended internet paths.",aws.vpc.peering_routing_tables_with_least_privilege:aws.vpc.security_group.dns_hostnames_and_support_configured(0.357); aws.vpc.route_table.flow_logs_enabled(0.1); aws.vpc.route_table.dns_hostnames_and_support_configured(0.091); aws.vpc.route_table.route_tables_no_unintended_internet_paths(0.091); aws.vpc.internet_gateway.route_tables_no_unintended_internet_paths(0.083)
aws.vpc.securitygroup.security_closed_ports_restricted,vpc,securitygroup,configuration_and_change_management,medium,vpc.securitygroup.configuration,security.configuration.vpc_securitygroup_security_closed_ports_restricted,none,"The config rule checks for restricted closed ports on security groups, but all candidate rules focus on different controls like DNS configuration, flow logs, or route tables.",aws.vpc.nacl_ingress_restricted_ports_22_3389:aws.vpc.network_acl.dns_hostnames_and_support_configured(0.125); aws.vpc.security_group.flow_logs_enabled(0.111); aws.vpc.security_group.dns_hostnames_and_support_configured(0.1); aws.vpc.security_group.route_tables_no_unintended_internet_paths(0.083); aws.vpc.different_regions:aws.vpc.security_group.dns_hostnames_and_support_configured(0.077)
