id,title,description,rationale,audit,remediation,profile_applicability,impact,references,source_file,original_filename
4.2.13,Ensure that a limit is set on pod PIDs,Manual,Ensure that the Kubelet sets limits on the number of PIDs that can be created by pods running on the node.,"By default pods running in a cluster can consume any number of PIDs, potentially exhausting the resources available on the node. Setting an appropriate limit reduces the risk of a denial of service attack on cluster nodes. Impact: Setting this value will restrict the number of processes per pod. If this limit is lower than the number of PIDs required by a pod it will not operate.","Review the Kubelet's start-up parameters for the value of --pod-max-pids, and check the Kubelet configuration file for the PodPidsLimit . If neither of these values is set, then there is no limit in place.","Decide on an appropriate level for this parameter and set it, either via the --pod-max- pids command line parameter or the PodPidsLimit configuration file setting. Default Value: By default the number of PIDs is not limited. References: 1. https://kubernetes.io/docs/concepts/policy/pid-limiting/#pod-pid-limits 4.3 kube-proxy Recommendations relating to the kube-proxy component.",kubernetes_pod_pid_limit_enabled; kubernetes_kubelet_pid_limit_configured; kubernetes_pod_pid_limit_set; kubernetes_node_pid_limit_enforced; kubernetes_kubelet_pid_limit_valid,• Level 1 - Worker Node,Setting this value will restrict the number of processes per pod. If this limit is lower than the number of PIDs required by a pod it will not operate.,1. https://kubernetes.io/docs/concepts/policy/pid-limiting/#pod-pid-limits 4.3 kube-proxy Recommendations relating to the kube-proxy component.
4.3.1,Ensure that the kube-proxy metrics service is bound to localhost,Automated,Do not bind the kube-proxy metrics port to non-loopback addresses.,kube-proxy has two APIs which provided access to information about the service and can be bound to network ports. The metrics API service includes endpoints (/metrics and /configz) which disclose information about the configuration and operation of kube-proxy. These endpoints should not be exposed to untrusted networks as they do not support encryption or authentication to restrict access to the data they provide. Impact: 3rd party services which try to access metrics or configuration information related to kube-proxy will require access to the localhost interface of the node.,review the start-up flags provided to kube proxy ps -ef | grep -i kube-proxy Ensure that the --metrics-bind-address parameter is not set to a value other than 127.0.0.1. From the output of this command gather the location specified in the -- config parameter. Review any file stored at that location and ensure that it does not specify a value other than 127.0.0.1 for metricsBindAddress.,Modify or remove any values which bind the metrics service to a non-localhost address Default Value: The default value is 127.0.0.1:10249 References: 1. https://kubernetes.io/docs/reference/command-line-tools-reference/kube-proxy/,kubernetes_proxy_metrics_localhost_bound; kubernetes_proxy_metrics_non_loopback_blocked; kubernetes_proxy_metrics_loopback_only; kubernetes_proxy_metrics_external_access_disabled; kubernetes_proxy_metrics_interface_restricted,• Level 1 - Worker Node,3rd party services which try to access metrics or configuration information related to kube-proxy will require access to the localhost interface of the node.,1. https://kubernetes.io/docs/reference/command-line-tools-reference/kube-proxy/
5.1.1,Ensure that the cluster-admin role is only used where required,Automated,The RBAC role cluster-admin provides wide-ranging powers over the environment and should be used only where and when needed.,"Kubernetes provides a set of default roles where RBAC is used. Some of these roles such as cluster-admin provide wide-ranging privileges which should only be applied where absolutely necessary. Roles such as cluster-admin allow super-user access to perform any action on any resource. When used in a ClusterRoleBinding, it gives full control over every resource in the cluster and in all namespaces. When used in a RoleBinding, it gives full control over every resource in the rolebinding's namespace, including the namespace itself. Impact: Care should be taken before removing any clusterrolebindings from the environment to ensure they were not required for operation of the cluster. Specifically, modifications should not be made to clusterrolebindings with the system: prefix as they are required for the operation of system components.","Obtain a list of the principals who have access to the cluster-admin role by reviewing the clusterrolebinding output for each role binding that has access to the cluster- admin role. kubectl get clusterrolebindings -o=custom- columns=NAME:.metadata.name,ROLE:.roleRef.name,SUBJECT:.subjects[*].name Review each principal listed and ensure that cluster-admin privilege is required for it.","Identify all clusterrolebindings to the cluster-admin role. Check if they are used and if they need this role or if they could use a role with fewer privileges. Where possible, first bind users to a lower privileged role and then remove the clusterrolebinding to the cluster-admin role : kubectl delete clusterrolebinding [name] Default Value: By default a single clusterrolebinding called cluster-admin is provided with the system:masters group as its principal. References: 1. https://kubernetes.io/docs/admin/authorization/rbac/#user-facing-roles",kubernetes_role_no_cluster_admin; kubernetes_role_cluster_admin_restricted; kubernetes_role_cluster_admin_minimal_usage; kubernetes_role_cluster_admin_least_privilege; kubernetes_role_cluster_admin_required_only,• Level 1 - Master Node,"Care should be taken before removing any clusterrolebindings from the environment to ensure they were not required for operation of the cluster. Specifically, modifications should not be made to clusterrolebindings with the system: prefix as they are required for the operation of system components.",1. https://kubernetes.io/docs/admin/authorization/rbac/#user-facing-roles
5.1.2,Minimize access to secrets,Automated,"The Kubernetes API stores secrets, which may be service account tokens for the Kubernetes API or credentials used by workloads in the cluster. Access to these secrets should be restricted to the smallest possible group of users to reduce the risk of privilege escalation.",Inappropriate access to secrets stored within the Kubernetes cluster can allow for an attacker to gain additional access to the Kubernetes cluster or external resources whose credentials are stored as secrets. Impact: Care should be taken not to remove access to secrets to system components which require this for their operation,"Review the users who have get, list or watch access to secrets objects in the Kubernetes API.","Where possible, remove get, list and watch access to secret objects in the cluster. Default Value: By default in a kubeadm cluster the following list of principals have get privileges on secret objects CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group system:controller:clusterrole-aggregation-controller clusterrole- aggregation-controller ServiceAccount kube-system system:controller:expand-controller expand-controller ServiceAccount kube-system system:controller:generic-garbage-collector generic-garbage- collector ServiceAccount kube-system system:controller:namespace-controller namespace-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume- binder ServiceAccount kube-system system:kube-controller-manager system:kube-controller- manager User",kubernetes_secret_access_restricted; kubernetes_secret_minimal_access; kubernetes_secret_no_public_access; kubernetes_secret_iam_restricted; kubernetes_secret_service_account_restricted; kubernetes_secret_workload_access_restricted; kubernetes_secret_no_anonymous_access; kubernetes_secret_rbac_restricted; kubernetes_secret_no_wildcard_access; kubernetes_secret_no_default_access,• Level 1 - Master Node,Care should be taken not to remove access to secrets to system components which require this for their operation,
5.1.3,Minimize wildcard use in Roles and ClusterRoles,Automated,Kubernetes Roles and ClusterRoles provide access to resources based on sets of objects and actions that can be taken on those objects. It is possible to set either of these to be the wildcard '*' which matches all items. Use of wildcards is not optimal from a security perspective as it may allow for inadvertent access to be granted when new resources are added to the Kubernetes API either as CRDs or in later versions of the product.,The principle of least privilege recommends that users are provided only the access required for their role and nothing more. The use of wildcard rights grants is likely to provide excessive rights to the Kubernetes API.,Retrieve the roles defined across each namespaces in the cluster and review for wildcards kubectl get roles --all-namespaces -o yaml Retrieve the cluster roles defined in the cluster and review for wildcards kubectl get clusterroles -o yaml,Where possible replace any use of wildcards in clusterroles and roles with specific objects or actions.,kubernetes_role_no_wildcard_resources; kubernetes_clusterrole_no_wildcard_resources; kubernetes_role_no_wildcard_actions; kubernetes_clusterrole_no_wildcard_actions; kubernetes_role_no_wildcard_resources_or_actions; kubernetes_clusterrole_no_wildcard_resources_or_actions,• Level 1 - Worker Node,,
5.1.4,Minimize access to create pods,Automated,"The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access) As such, access to create new pods should be restricted to the smallest possible group of users.","The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible. Impact: Care should be taken not to remove access to pods to system components which require this for their operation",Review the users who have create access to pod objects in the Kubernetes API.,"Where possible, remove create access to pod objects in the cluster. Default Value: By default in a kubeadm cluster the following list of principals have create privileges on pod objects CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group system:controller:clusterrole-aggregation-controller clusterrole- aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume- binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system",kubernetes_namespace_pod_creation_restricted; kubernetes_role_pod_creation_minimized; kubernetes_cluster_pod_creation_limited; kubernetes_service_account_pod_creation_restricted; kubernetes_rbac_pod_creation_minimized; kubernetes_policy_pod_creation_limited; kubernetes_user_pod_creation_restricted; kubernetes_group_pod_creation_minimized,• Level 1 - Master Node,Care should be taken not to remove access to pods to system components which require this for their operation,
5.1.5,Ensure that default service accounts are not actively used.,Automated,The default service account should not be used to ensure that rights granted to applications can be more easily audited and reviewed.,"Kubernetes provides a default service account which is used by cluster workloads where no specific service account is assigned to the pod. Where access to the Kubernetes API from a pod is required, a specific service account should be created for that pod, and rights granted to that service account. The default service account should be configured such that it does not provide a service account token and does not have any explicit rights assignments. Impact: All workloads which require access to the Kubernetes API will require an explicit service account to be created.","For each namespace in the cluster, review the rights assigned to the default service account and ensure that it has no roles or cluster roles bound to it apart from the defaults. Additionally ensure that the automountServiceAccountToken: false setting is in place for each default service account.",Create explicit service accounts wherever a Kubernetes workload requires specific access to the Kubernetes API server. Modify the configuration of each default service account to include this value automountServiceAccountToken: false Default Value: By default the default service account allows for its service account token to be mounted in pods in its namespace. References: 1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/,iam_service_account_no_default_usage; iam_service_account_default_inactive; compute_service_account_no_default_usage; compute_service_account_default_unused; service_account_no_default_active_usage; service_account_default_no_active_roles; service_account_default_no_active_permissions,• Level 1 - Master Node,All workloads which require access to the Kubernetes API will require an explicit service account to be created.,1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/
5.1.6,Ensure that Service Account Tokens are only mounted where necessary,Automated,Service accounts tokens should not be mounted in pods except where the workload running in the pod explicitly needs to communicate with the API server,"Mounting service account tokens inside pods can provide an avenue for privilege escalation attacks where an attacker is able to compromise a single pod in the cluster. Avoiding mounting these tokens removes this attack avenue. Impact: Pods mounted without service account tokens will not be able to communicate with the API server, except where the resource is available to unauthenticated principals.","Review pod and service account objects in the cluster and ensure that the option below is set, unless the resource explicitly requires this access. automountServiceAccountToken: false","Modify the definition of pods and service accounts which do not need to mount service account tokens to disable it. Default Value: By default, all pods get a service account token mounted in them. References: 1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/",kubernetes_pod_service_account_token_not_mounted; kubernetes_pod_service_account_token_unnecessary_mount_disabled; kubernetes_pod_service_account_token_mount_restricted; kubernetes_pod_service_account_token_mount_required_only; kubernetes_pod_service_account_token_mount_minimized,• Level 1 - Master Node,"Pods mounted without service account tokens will not be able to communicate with the API server, except where the resource is available to unauthenticated principals.",1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/
5.1.7,Avoid use of system:masters group,Manual,"The special group system:masters should not be used to grant permissions to any user or service account, except where strictly necessary (e.g. bootstrapping access prior to RBAC being fully available)","The system:masters group has unrestricted access to the Kubernetes API hard-coded into the API server source code. An authenticated user who is a member of this group cannot have their access reduced, even if all bindings and cluster role bindings which mention it, are removed. When combined with client certificate authentication, use of this group can allow for irrevocable cluster-admin level credentials to exist for a cluster. Impact: Once the RBAC system is operational in a cluster system:masters should not be specifically required, as ordinary bindings from principals to the cluster-admin cluster role can be made where unrestricted access is required.",Review a list of all credentials which have access to the cluster and ensure that the group system:masters is not used.,Remove the system:masters group from all users in the cluster. Default Value: By default some clusters will create a 'break glass' client certificate which is a member of this group. Access to this client certificate should be carefully controlled and it should not be used for general cluster operations. References: 1. https://github.com/kubernetes/kubernetes/blob/master/pkg/registry/rbac/escalatio n_check.go#L38,iam_group_system_masters_unused; iam_group_system_masters_restricted; iam_group_system_masters_no_grants; iam_group_system_masters_minimal_access; iam_group_system_masters_bootstrap_only,• Level 1 - Master Node,"Once the RBAC system is operational in a cluster system:masters should not be specifically required, as ordinary bindings from principals to the cluster-admin cluster role can be made where unrestricted access is required.",1. https://github.com/kubernetes/kubernetes/blob/master/pkg/registry/rbac/escalatio n_check.go#L38
5.1.8,"Limit use of the Bind, Impersonate and Escalate permissions in the Kubernetes cluster",Manual,"Cluster roles and roles with the impersonate, bind or escalate permissions should not be granted unless strictly required. Each of these permissions allow a particular subject to escalate their privileges beyond those explicitly granted by cluster administrators","The impersonate privilege allows a subject to impersonate other users gaining their rights to the cluster. The bind privilege allows the subject to add a binding to a cluster role or role which escalates their effective permissions in the cluster. The escalate privilege allows a subject to modify cluster roles to which they are bound, increasing their rights to that level. Each of these permissions has the potential to allow for privilege escalation to cluster- admin level. Impact: There are some cases where these permissions are required for cluster service operation, and care should be taken before removing these permissions from system service accounts.","Review the users who have access to cluster roles or roles which provide the impersonate, bind or escalate privileges.","Where possible, remove the impersonate, bind and escalate rights from subjects. Default Value: In a default kubeadm cluster, the system:masters group and clusterrole-aggregation- controller service account have access to the escalate privilege. The system:masters group also has access to bind and impersonate. References: 1. https://www.impidio.com/blog/kubernetes-rbac-security-pitfalls 2. https://raesene.github.io/blog/2020/12/12/Escalating_Away/ 3. https://raesene.github.io/blog/2021/01/16/Getting-Into-A-Bind-with-Kubernetes/",kubernetes_role_no_privilege_escalation; kubernetes_cluster_role_no_impersonation; kubernetes_role_no_bind_permission; kubernetes_cluster_role_no_escalate_permission; kubernetes_role_no_privilege_escalation_permissions; kubernetes_cluster_role_no_impersonate_bind_escalate,• Level 1 - Master Node,"There are some cases where these permissions are required for cluster service operation, and care should be taken before removing these permissions from system service accounts.",1. https://www.impidio.com/blog/kubernetes-rbac-security-pitfalls 2. https://raesene.github.io/blog/2020/12/12/Escalating_Away/ 3. https://raesene.github.io/blog/2021/01/16/Getting-Into-A-Bind-with-Kubernetes/
5.1.9,Minimize access to create persistent volumes,Manual,"The ability to create persistent volumes in a cluster can provide an opportunity for privilege escalation, via the creation of hostPath volumes. As persistent volumes are not covered by Pod Security Admission, a user with access to create persistent volumes may be able to get access to sensitive files from the underlying host even where restrictive Pod Security Admission policies are in place.","The ability to create persistent volumes in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.",Review the users who have create access to PersistentVolume objects in the Kubernetes API.,"Where possible, remove create access to PersistentVolume objects in the cluster. References: 1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#persistent- volume-creation",kubernetes_persistent_volume_creation_restricted; kubernetes_persistent_volume_admin_access_minimized; kubernetes_persistent_volume_hostpath_creation_blocked; kubernetes_persistent_volume_privilege_escalation_prevented; kubernetes_persistent_volume_creation_roles_limited,• Level 1 - Master Node,,1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#persistent- volume-creation
5.1.10,Minimize access to the proxy sub-resource of nodes,Manual,"Users with access to the Proxy sub-resource of Node objects automatically have permissions to use the Kubelet API, which may allow for privilege escalation or bypass cluster security controls such as audit logs. The Kubelet provides an API which includes rights to execute commands in any container running on the node. Access to this API is covered by permissions to the main Kubernetes API via the node object. The proxy sub-resource specifically allows wide ranging access to the Kubelet API. Direct access to the Kubelet API bypasses controls like audit logging (there is no audit log of Kubelet API access) and admission control.","The ability to use the proxy sub-resource of node objects opens up possibilities for privilege escalation and should be restricted, where possible.",Review the users who have access to the proxy sub-resource of node objects in the Kubernetes API.,"Where possible, remove access to the proxy sub-resource of node objects. References: 1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#access-to- proxy-subresource-of-nodes 2. https://kubernetes.io/docs/reference/access-authn-authz/kubelet-authn- authz/#kubelet-authorization",kubernetes_node_proxy_access_restricted; kubernetes_node_proxy_no_wildcard_permissions; kubernetes_node_proxy_minimal_roles; kubernetes_node_proxy_no_admin_access; kubernetes_node_proxy_api_disabled; kubernetes_node_proxy_audit_logging_enabled; kubernetes_node_proxy_privilege_escalation_prevented; kubernetes_node_proxy_kubelet_access_limited,• Level 1 - Master Node,,1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#access-to- proxy-subresource-of-nodes 2. https://kubernetes.io/docs/reference/access-authn-authz/kubelet-authn- authz/#kubelet-authorization
5.1.11,Minimize access to the approval sub-resource of certificatesigningrequests objects,Manual,"Users with access to the update the approval sub-resource of certificateaigningrequests objects can approve new client certificates for the Kubernetes API effectively allowing them to create new high-privileged user accounts. This can allow for privilege escalation to full cluster administrator, depending on users configured in the cluster",The ability to update certificate signing requests should be limited.,Review the users who have access to update the approval sub-resource of certificatesigningrequests objects in the Kubernetes API.,"Where possible, remove access to the approval sub-resource of certificatesigningrequests objects. References: 1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#csrs-and- certificate-issuing",kubernetes_certificatesigningrequest_approval_restricted; kubernetes_certificatesigningrequest_approval_no_admin_access; kubernetes_certificatesigningrequest_approval_minimal_access; kubernetes_certificatesigningrequest_approval_privilege_escalation_prevented; kubernetes_certificatesigningrequest_approval_high_privilege_restricted,• Level 1 - Master Node,,1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#csrs-and- certificate-issuing
5.1.12,Minimize access to webhook configuration objects,Manual,"Users with rights to create/modify/delete validatingwebhookconfigurations or mutatingwebhookconfigurations can control webhooks that can read any object admitted to the cluster, and in the case of mutating webhooks, also mutate admitted objects. This could allow for privilege escalation or disruption of the operation of the cluster.",The ability to manage webhook configuration should be limited,Review the users who have access to validatingwebhookconfigurations or mutatingwebhookconfigurations objects in the Kubernetes API.,"Where possible, remove access to the validatingwebhookconfigurations or mutatingwebhookconfigurations objects References: 1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#control- admission-webhooks",kubernetes_validatingwebhookconfiguration_minimize_access; kubernetes_mutatingwebhookconfiguration_minimize_access; kubernetes_webhookconfiguration_restrict_modify_access; kubernetes_webhookconfiguration_restrict_delete_access; kubernetes_webhookconfiguration_restrict_create_access; kubernetes_webhookconfiguration_admin_access_restricted; kubernetes_webhookconfiguration_privilege_escalation_prevented,• Level 1 - Master Node,,1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#control- admission-webhooks
5.1.13,Minimize access to the service account token creation,Manual,"Users with rights to create new service account tokens at a cluster level, can create long-lived privileged credentials in the cluster. This could allow for privilege escalation and persistent access to the cluster, even if the users account has been revoked.",The ability to create service account tokens should be limited.,Review the users who have access to create the token sub-resource of serviceaccount objects in the Kubernetes API.,"Where possible, remove access to the token sub-resource of serviceaccount objects. References: 1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#token-request",kubernetes_service_account_token_creation_restricted; kubernetes_service_account_token_creation_minimized; kubernetes_service_account_token_creation_limited; kubernetes_cluster_service_account_token_creation_restricted; kubernetes_cluster_service_account_token_creation_minimized,• Level 1 - Master Node,,1. https://kubernetes.io/docs/concepts/security/rbac-good-practices/#token-request
5.2.1,Ensure that the cluster has at least one active policy control mechanism in place,Manual,"Every Kubernetes cluster should have at least one policy control mechanism in place to enforce the other requirements in this section. This could be the in-built Pod Security Admission controller, or a third party policy control system.","Without an active policy control mechanism, it is not possible to limit the use of containers with access to underlying cluster nodes, via mechanisms like privileged containers, or the use of hostPath volume mounts. Impact: Where policy control systems are in place, there is a risk that workloads required for the operation of the cluster may be stopped from running. Care is required when implementing admission control policies to ensure that this does not occur.",Review the workloads deployed to the cluster to understand if Pod Security Admission or external admission control systems are in place.,"Ensure that either Pod Security Admission or an external policy control system is in place for every namespace which contains user workloads. Default Value: By default, Pod Security Admission is enabled but no policies are in place. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-admission",kubernetes_cluster_policy_control_enabled; kubernetes_cluster_pod_security_admission_enabled; kubernetes_cluster_third_party_policy_control_enabled; kubernetes_cluster_active_policy_control_mechanism_exists; kubernetes_cluster_policy_enforcement_mechanism_active,• Level 1 - Master Node,"Where policy control systems are in place, there is a risk that workloads required for the operation of the cluster may be stopped from running. Care is required when implementing admission control policies to ensure that this does not occur.",1. https://kubernetes.io/docs/concepts/security/pod-security-admission
5.2.2,Minimize the admission of privileged containers,Manual,Do not generally permit containers to be run with the securityContext.privileged flag set to true.,"Privileged containers have access to all Linux Kernel capabilities and devices. A container running with full privileges can do almost everything that the host can do. This flag exists to allow special use-cases, like manipulating the network stack and accessing devices. There should be at least one admission control policy defined which does not permit privileged containers. If you need to run privileged containers, this should be defined in a separate policy and you should carefully check to ensure that only limited service accounts and users are given permission to use that policy. Impact: Pods defined with spec.containers[].securityContext.privileged: true, spec.initContainers[].securityContext.privileged: true and spec.ephemeralContainers[].securityContext.privileged: true will not be permitted.","Run the following command: get pods -A -o=jsonpath=$'{range .items[*]}{@.metadata.name}: {@..securityContext}\n{end}' It will produce an inventory of all the privileged use on the cluster, if any (please, refer to a sample below). Further grepping can be done to automate each specific violation detection. calico-kube-controllers-57b57c56f-jtmk4: {} << No Elevated Privileges calico-node- c4xv4: {} {'privileged':true} {'privileged':true} {'privileged':true} {'privileged':true} << Violates 5.2.2 dashboard-metrics-scraper-7bc864c59-2m2xw: {'seccompProfile':{'type':'RuntimeDefault'}} {'allowPrivilegeEscalation':false,'readOnlyRootFilesystem':true,'runAsGroup':2001,'ru nAsUser':1001}","Add policies to each namespace in the cluster which has user workloads to restrict the admission of privileged containers. Default Value: By default, there are no restrictions on the creation of privileged containers. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-standards/",compute_container_privileged_disabled; compute_container_privileged_escalation_disabled; compute_container_security_context_restricted; compute_container_privileged_flag_false; compute_container_privileged_mode_disabled,• Level 1 - Master Node,"Pods defined with spec.containers[].securityContext.privileged: true, spec.initContainers[].securityContext.privileged: true and spec.ephemeralContainers[].securityContext.privileged: true will not be permitted.",1. https://kubernetes.io/docs/concepts/security/pod-security-standards/
5.2.3,Minimize the admission of containers wishing to share the host process ID namespace,Manual,Do not generally permit containers to be run with the hostPID flag set to true.,"A container running in the host's PID namespace can inspect processes running outside the container. If the container also has access to ptrace capabilities this can be used to escalate privileges outside of the container. There should be at least one admission control policy defined which does not permit containers to share the host PID namespace. If you need to run containers which require hostPID, this should be defined in a separate policy and you should carefully check to ensure that only limited service accounts and users are given permission to use that policy. Impact: Pods defined with spec.hostPID: true will not be permitted unless they are run under a specific policy.",Fetch hostPID from each pod with get pods -A -o=jsonpath=$'{range .items[*]}{@.metadata.name}: {@.spec.hostPID}\n{end}',"Configure the Admission Controller to restrict the admission of hostPID containers. Default Value: By default, there are no restrictions on the creation of hostPID containers. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-standards/",compute_container_host_pid_disabled; compute_container_host_pid_restricted; compute_container_host_pid_not_shared; compute_container_host_pid_protected; compute_container_host_pid_isolated,• Level 1 - Master Node,Pods defined with spec.hostPID: true will not be permitted unless they are run under a specific policy.,1. https://kubernetes.io/docs/concepts/security/pod-security-standards/
5.2.4,Minimize the admission of containers wishing to share the host IPC namespace,Manual,Do not generally permit containers to be run with the hostIPC flag set to true.,"A container running in the host's IPC namespace can use IPC to interact with processes outside the container. There should be at least one admission control policy defined which does not permit containers to share the host IPC namespace. If you need to run containers which require hostIPC, this should be definited in a separate policy and you should carefully check to ensure that only limited service accounts and users are given permission to use that policy. Impact: Pods defined with spec.hostIPC: true will not be permitted unless they are run under a specific policy.",To fetch hostIPC from each pod. get pods -A -o=jsonpath=$'{range .items[*]}{@.metadata.name}: {@.spec.hostIPC}\n{end}',"Add policies to each namespace in the cluster which has user workloads to restrict the admission of hostIPC containers. Default Value: By default, there are no restrictions on the creation of hostIPC containers. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-standards/",compute_container_host_ipc_disabled; compute_container_host_ipc_restricted; compute_container_host_ipc_not_shared; compute_container_host_ipc_denied; compute_container_host_ipc_protected,• Level 1 - Master Node,Pods defined with spec.hostIPC: true will not be permitted unless they are run under a specific policy.,1. https://kubernetes.io/docs/concepts/security/pod-security-standards/
5.2.5,Minimize the admission of containers wishing to share the host network namespace,Manual,Do not generally permit containers to be run with the hostNetwork flag set to true.,"A container running in the host's network namespace could access the local loopback device, and could access network traffic to and from other pods. There should be at least one admission control policy defined which does not permit containers to share the host network namespace. If you need to run containers which require access to the host's network namesapces, this should be defined in a separate policy and you should carefully check to ensure that only limited service accounts and users are given permission to use that policy. Impact: Pods defined with spec.hostNetwork: true will not be permitted unless they are run under a specific policy.",To fetch hostNetwork from each pod. get pods -A -o=jsonpath=$'{range .items[*]}{@.metadata.name}: {@.spec.hostNetwork}\n{end}',"Add policies to each namespace in the cluster which has user workloads to restrict the admission of hostNetwork containers. Default Value: By default, there are no restrictions on the creation of hostNetwork containers. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-standards/",compute_container_host_network_disabled; compute_container_host_network_restricted; compute_container_host_network_prohibited; compute_container_host_network_denied; compute_container_host_network_not_shared,• Level 1 - Master Node,Pods defined with spec.hostNetwork: true will not be permitted unless they are run under a specific policy.,1. https://kubernetes.io/docs/concepts/security/pod-security-standards/
5.2.6,Minimize the admission of containers with allowPrivilegeEscalation,Manual,"Do not generally permit containers to be run with the allowPrivilegeEscalation flag set to true. Allowing this right can lead to a process running a container getting more rights than it started with. It's important to note that these rights are still constrained by the overall container sandbox, and this setting does not relate to the use of privileged containers.","A container running with the allowPrivilegeEscalation flag set to true may have processes that can gain more privileges than their parent. There should be at least one admission control policy defined which does not permit containers to allow privilege escalation. The option exists (and is defaulted to true) to permit setuid binaries to run. If you have need to run containers which use setuid binaries or require privilege escalation, this should be defined in a separate policy and you should carefully check to ensure that only limited service accounts and users are given permission to use that policy. Impact: Pods defined with securityContext: allowPrivilegeEscalation: true will not be permitted unless they are run under a specific policy.","List the policies in use for each namespace in the cluster, ensure that each policy disallows the admission of containers which allow privilege escalation. To fetch hostNetwork from each pod. get pods -A -o=jsonpath=$'{range .items[*]}{@.metadata.name}: {@..securityContext}\n{end}'","Add policies to each namespace in the cluster which has user workloads to restrict the admission of conatiners with securityContext: allowPrivilegeEscalation: true Default Value: By default, there are no restrictions on contained process ability to escalate privileges, within the context of the container. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-standards/",container_pod_allow_privilege_escalation_disabled; container_pod_privilege_escalation_blocked; container_workload_privilege_escalation_restricted; container_runtime_privilege_escalation_denied; container_security_privilege_escalation_prohibited,• Level 1 - Master Node,Pods defined with securityContext: allowPrivilegeEscalation: true will not be permitted unless they are run under a specific policy.,1. https://kubernetes.io/docs/concepts/security/pod-security-standards/
5.2.7,Minimize the admission of root containers,Manual,Do not generally permit containers to be run as the root user.,"Containers may run as any Linux user. Containers which run as the root user, whilst constrained by Container Runtime security features still have a escalated likelihood of container breakout. Ideally, all containers should run as a defined non-UID 0 user. There should be at least one admission control policy defined which does not permit root containers. If you need to run root containers, this should be defined in a separate policy and you should carefully check to ensure that only limited service accounts and users are given permission to use that policy. Impact: Pods with containers which run as the root user will not be permitted.","List the policies in use for each namespace in the cluster, ensure that each policy restricts the use of root containers by setting MustRunAsNonRoot or MustRunAs with the range of UIDs not including 0.","Create a policy for each namespace in the cluster, ensuring that either MustRunAsNonRoot or MustRunAs with the range of UIDs not including 0, is set. Default Value: By default, there are no restrictions on the use of root containers and if a User is not specified in the image, the container will run as root. References: 1. https://kubernetes.io/docs/concepts/security/pod-security-standards/",compute_container_root_user_disabled; compute_container_root_privileges_restricted; compute_container_non_root_user_required; compute_container_root_user_minimized; compute_container_root_access_denied,• Level 2 - Master Node,Pods with containers which run as the root user will not be permitted.,1. https://kubernetes.io/docs/concepts/security/pod-security-standards/
