Control_ID,Title,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
A.5.15,Access Control,automated,aws_iam_user_console_access_unused; aws_iam_password_policy_minimum_length_14; aws_iam_no_root_access_key; aws_iam_password_policy_symbol; aws_iam_password_policy_uppercase; aws_iam_policy_attached_only_to_group_or_roles; aws_iam_root_mfa_enabled; aws_iam_avoid_root_usage; aws_iam_user_mfa_enabled_console_access; aws_iam_rotate_access_key_90_days; aws_iam_password_policy_expires_passwords_within_90_days_or_less; aws_iam_user_accesskey_unused; aws_iam_password_policy_number; aws_iam_password_policy_lowercase; aws_iam_password_policy_reuse_24,azure_entra_users_cannot_create_microsoft_365_groups; azure_entra_policy_guest_users_access_restrictions; azure_entra_policy_guest_invite_only_for_admin_roles; azure_entra_global_admin_in_less_than_five_users; azure_entra_policy_ensure_default_user_cannot_create_apps; azure_entra_security_defaults_enabled; azure_entra_policy_default_users_cannot_create_security_groups; azure_entra_policy_ensure_default_user_cannot_create_tenants; azure_entra_trusted_named_locations_exists; azure_entra_policy_restricts_user_consent_for_apps; azure_entra_policy_user_consent_for_verified_apps,gcp_iam_role_sa_enforce_separation_of_duties; gcp_iam_no_service_roles_at_project_level; gcp_iam_account_access_approval_enabled; gcp_iam_sa_no_administrative_privileges; gcp_iam_role_kms_enforce_separation_of_duties; gcp_iam_sa_no_user_managed_keys,oracle_entra_policy_restricts_user_consent_for_apps; oracle_identity_password_policy_reuse_24; oracle_entra_global_admin_in_less_than_five_users; oracle_entra_policy_default_users_cannot_create_security_groups; oracle_identity_password_policy_expires_passwords_within_90_days_or_less; oracle_identity_user_mfa_enabled_console_access; oracle_identity_password_policy_minimum_length_14; oracle_identity_user_console_access_unused; oracle_entra_security_defaults_enabled; oracle_iam_role_kms_enforce_separation_of_duties; oracle_entra_policy_ensure_default_user_cannot_create_tenants; oracle_entra_policy_user_consent_for_verified_apps; oracle_identity_user_accesskey_unused; oracle_iam_role_sa_enforce_separation_of_duties; oracle_identity_root_mfa_enabled; oracle_iam_sa_no_user_managed_keys; oracle_identity_avoid_root_usage; oracle_identity_policy_attached_only_to_group_or_roles; oracle_iam_sa_no_administrative_privileges; oracle_identity_password_policy_symbol; oracle_iam_no_service_roles_at_project_level; oracle_entra_users_cannot_create_microsoft_365_groups; oracle_entra_policy_guest_users_access_restrictions; oracle_entra_trusted_named_locations_exists; oracle_identity_password_policy_number; oracle_identity_rotate_access_key_90_days; oracle_identity_password_policy_lowercase; oracle_identity_password_policy_uppercase; oracle_identity_no_root_access_key; oracle_entra_policy_guest_invite_only_for_admin_roles; oracle_entra_policy_ensure_default_user_cannot_create_apps; oracle_iam_account_access_approval_enabled,ibm_iam_password_policy_minimum_length_14; ibm_entra_policy_ensure_default_user_cannot_create_apps; ibm_iam_no_root_access_key; ibm_iam_password_policy_symbol; ibm_iam_role_kms_enforce_separation_of_duties; ibm_iam_user_mfa_enabled_console_access; ibm_iam_password_policy_expires_passwords_within_90_days_or_less; ibm_iam_user_accesskey_unused; ibm_iam_role_sa_enforce_separation_of_duties; ibm_iam_password_policy_lowercase; ibm_entra_policy_user_consent_for_verified_apps; ibm_iam_no_service_roles_at_project_level; ibm_entra_policy_ensure_default_user_cannot_create_tenants; ibm_entra_trusted_named_locations_exists; ibm_iam_rotate_access_key_90_days; ibm_entra_users_cannot_create_microsoft_365_groups; ibm_iam_sa_no_administrative_privileges; ibm_iam_root_mfa_enabled; ibm_iam_user_console_access_unused; ibm_iam_sa_no_user_managed_keys; ibm_iam_password_policy_uppercase; ibm_iam_avoid_root_usage; ibm_entra_policy_guest_users_access_restrictions; ibm_entra_security_defaults_enabled; ibm_iam_account_access_approval_enabled; ibm_entra_policy_default_users_cannot_create_security_groups; ibm_iam_password_policy_number; ibm_entra_global_admin_in_less_than_five_users; ibm_entra_policy_guest_invite_only_for_admin_roles; ibm_iam_password_policy_reuse_24; ibm_iam_policy_attached_only_to_group_or_roles; ibm_entra_policy_restricts_user_consent_for_apps,alicloud_ram_password_policy_minimum_length_14; alicloud_entra_policy_guest_users_access_restrictions; alicloud_entra_policy_ensure_default_user_cannot_create_apps; alicloud_entra_policy_guest_invite_only_for_admin_roles; alicloud_ram_password_policy_uppercase; alicloud_entra_policy_ensure_default_user_cannot_create_tenants; alicloud_entra_global_admin_in_less_than_five_users; alicloud_ram_policy_attached_only_to_group_or_roles; alicloud_ram_user_accesskey_unused; alicloud_ram_password_policy_symbol; alicloud_ram_avoid_root_usage; alicloud_ram_password_policy_number; alicloud_ram_rotate_access_key_90_days; alicloud_ram_no_root_access_key; alicloud_iam_no_service_roles_at_project_level; alicloud_iam_sa_no_administrative_privileges; alicloud_ram_user_mfa_enabled_console_access; alicloud_iam_sa_no_user_managed_keys; alicloud_ram_root_mfa_enabled; alicloud_entra_policy_restricts_user_consent_for_apps; alicloud_entra_policy_user_consent_for_verified_apps; alicloud_entra_trusted_named_locations_exists; alicloud_ram_user_console_access_unused; alicloud_entra_users_cannot_create_microsoft_365_groups; alicloud_ram_password_policy_lowercase; alicloud_iam_role_kms_enforce_separation_of_duties; alicloud_ram_password_policy_reuse_24; alicloud_entra_policy_default_users_cannot_create_security_groups; alicloud_iam_account_access_approval_enabled; alicloud_ram_password_policy_expires_passwords_within_90_days_or_less; alicloud_entra_security_defaults_enabled; alicloud_iam_role_sa_enforce_separation_of_duties,128
A.5.16,Identity Management,automated,aws_config_recorder_all_regions_enabled,azure_entra_users_cannot_create_microsoft_365_groups; azure_monitor_alert_create_update_security_solution; azure_defender_ensure_defender_for_os_relational_databases_is_on; azure_monitor_alert_delete_security_solution; azure_defender_ensure_defender_for_keyvault_is_on; azure_defender_ensure_defender_for_storage_is_on; azure_defender_ensure_defender_for_cosmosdb_is_on; azure_monitor_diagnostic_settings_exists; azure_defender_ensure_defender_for_databases_is_on; azure_entra_policy_restricts_user_consent_for_apps; azure_monitor_storage_account_with_activity_logs_cmk_encrypted; azure_monitor_diagnostic_setting_with_appropriate_categories; azure_defender_ensure_defender_for_sql_servers_is_on; azure_defender_ensure_notify_alerts_severity_is_high; azure_iam_custom_role_has_permissions_to_administer_resource_locks; azure_defender_ensure_defender_for_server_is_on; azure_defender_ensure_defender_for_dns_is_on; azure_entra_policy_guest_users_access_restrictions; azure_defender_ensure_defender_for_containers_is_on; azure_monitor_storage_account_with_activity_logs_is_private; azure_defender_ensure_mcas_is_enabled,gcp_iam_sa_user_managed_key_rotate_90_days; gcp_apikeys_key_rotated_in_90_days; gcp_kms_key_rotation_enabled,oracle_defender_ensure_defender_for_keyvault_is_on; oracle_entra_policy_restricts_user_consent_for_apps; oracle_kms_key_rotation_enabled; oracle_defender_ensure_defender_for_dns_is_on; oracle_monitor_alert_create_update_security_solution; oracle_apikeys_key_rotated_in_90_days; oracle_iam_custom_role_has_permissions_to_administer_resource_locks; oracle_config_recorder_all_regions_enabled; oracle_defender_ensure_defender_for_server_is_on; oracle_defender_ensure_defender_for_containers_is_on; oracle_defender_ensure_defender_for_storage_is_on; oracle_monitor_storage_account_with_activity_logs_cmk_encrypted; oracle_defender_ensure_notify_alerts_severity_is_high; oracle_defender_ensure_mcas_is_enabled; oracle_defender_ensure_defender_for_cosmosdb_is_on; oracle_monitor_storage_account_with_activity_logs_is_private; oracle_defender_ensure_defender_for_databases_is_on; oracle_iam_sa_user_managed_key_rotate_90_days; oracle_entra_users_cannot_create_microsoft_365_groups; oracle_entra_policy_guest_users_access_restrictions; oracle_monitor_diagnostic_setting_with_appropriate_categories; oracle_monitor_diagnostic_settings_exists; oracle_defender_ensure_defender_for_sql_servers_is_on; oracle_defender_ensure_defender_for_os_relational_databases_is_on; oracle_monitor_alert_delete_security_solution,ibm_config_recorder_all_regions_enabled; ibm_monitor_alert_create_update_security_solution; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_monitor_alert_delete_security_solution; ibm_entra_users_cannot_create_microsoft_365_groups; ibm_monitor_diagnostic_settings_exists; ibm_defender_ensure_mcas_is_enabled; ibm_apikeys_key_rotated_in_90_days; ibm_defender_ensure_defender_for_server_is_on; ibm_monitor_storage_account_with_activity_logs_is_private; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_defender_for_containers_is_on; ibm_entra_policy_guest_users_access_restrictions; ibm_iam_sa_user_managed_key_rotate_90_days; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_databases_is_on; ibm_defender_ensure_notify_alerts_severity_is_high; ibm_monitor_diagnostic_setting_with_appropriate_categories; ibm_kms_key_rotation_enabled; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_entra_policy_restricts_user_consent_for_apps; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_monitor_storage_account_with_activity_logs_cmk_encrypted; ibm_iam_custom_role_has_permissions_to_administer_resource_locks,alicloud_entra_policy_guest_users_access_restrictions; alicloud_defender_ensure_defender_for_storage_is_on; alicloud_defender_ensure_notify_alerts_severity_is_high; alicloud_monitor_storage_account_with_activity_logs_is_private; alicloud_defender_ensure_defender_for_dns_is_on; alicloud_config_recorder_all_regions_enabled; alicloud_defender_ensure_mcas_is_enabled; alicloud_apikeys_key_rotated_in_90_days; alicloud_defender_ensure_defender_for_keyvault_is_on; alicloud_monitor_storage_account_with_activity_logs_cmk_encrypted; alicloud_entra_policy_restricts_user_consent_for_apps; alicloud_defender_ensure_defender_for_containers_is_on; alicloud_entra_users_cannot_create_microsoft_365_groups; alicloud_iam_custom_role_has_permissions_to_administer_resource_locks; alicloud_defender_ensure_defender_for_server_is_on; alicloud_defender_ensure_defender_for_os_relational_databases_is_on; alicloud_defender_ensure_defender_for_sql_servers_is_on; alicloud_iam_sa_user_managed_key_rotate_90_days; alicloud_defender_ensure_defender_for_cosmosdb_is_on; alicloud_defender_ensure_defender_for_databases_is_on; alicloud_monitor_diagnostic_settings_exists; alicloud_monitor_alert_create_update_security_solution; alicloud_kms_key_rotation_enabled; alicloud_monitor_alert_delete_security_solution; alicloud_monitor_diagnostic_setting_with_appropriate_categories,100
A.5.17,Authentication Information,automated,aws_iam_root_mfa_enabled; aws_iam_user_mfa_enabled_console_access,azure_entra_conditional_access_policy_require_mfa_for_management_api; azure_entra_non_privileged_user_has_mfa; azure_entra_user_with_vm_access_has_mfa; azure_entra_privileged_user_has_mfa,,oracle_entra_conditional_access_policy_require_mfa_for_management_api; oracle_entra_user_with_vm_access_has_mfa; oracle_entra_privileged_user_has_mfa; oracle_identity_root_mfa_enabled; oracle_entra_non_privileged_user_has_mfa; oracle_identity_user_mfa_enabled_console_access,ibm_entra_non_privileged_user_has_mfa; ibm_iam_user_mfa_enabled_console_access; ibm_iam_root_mfa_enabled; ibm_entra_conditional_access_policy_require_mfa_for_management_api; ibm_entra_user_with_vm_access_has_mfa; ibm_entra_privileged_user_has_mfa,alicloud_entra_user_with_vm_access_has_mfa; alicloud_ram_user_mfa_enabled_console_access; alicloud_ram_root_mfa_enabled; alicloud_entra_non_privileged_user_has_mfa; alicloud_entra_conditional_access_policy_require_mfa_for_management_api; alicloud_entra_privileged_user_has_mfa,24
A.5.18,Access Rights,automated,aws_iam_inline_policy_no_administrative_privileges; aws_iam_aws_attached_policy_no_administrative_privileges; aws_iam_customer_attached_policy_no_administrative_privileges,azure_entra_policy_guest_users_access_restrictions; azure_entra_policy_guest_invite_only_for_admin_roles; azure_entra_policy_ensure_default_user_cannot_create_apps; azure_entra_policy_default_users_cannot_create_security_groups; azure_entra_policy_ensure_default_user_cannot_create_tenants; azure_entra_policy_restricts_user_consent_for_apps; azure_entra_policy_user_consent_for_verified_apps,gcp_iam_role_sa_enforce_separation_of_duties; gcp_iam_sa_no_administrative_privileges,oracle_entra_policy_ensure_default_user_cannot_create_tenants; oracle_entra_policy_restricts_user_consent_for_apps; oracle_entra_policy_user_consent_for_verified_apps; oracle_identity_customer_attached_policy_no_administrative_privileges; oracle_entra_policy_guest_users_access_restrictions; oracle_iam_sa_no_administrative_privileges; oracle_iam_role_sa_enforce_separation_of_duties; oracle_identity_oracle_attached_policy_no_administrative_privileges; oracle_identity_inline_policy_no_administrative_privileges; oracle_entra_policy_guest_invite_only_for_admin_roles; oracle_entra_policy_ensure_default_user_cannot_create_apps; oracle_entra_policy_default_users_cannot_create_security_groups,ibm_iam_ibm_attached_policy_no_administrative_privileges; ibm_entra_policy_ensure_default_user_cannot_create_apps; ibm_entra_policy_ensure_default_user_cannot_create_tenants; ibm_entra_policy_guest_users_access_restrictions; ibm_iam_sa_no_administrative_privileges; ibm_entra_policy_restricts_user_consent_for_apps; ibm_entra_policy_default_users_cannot_create_security_groups; ibm_iam_role_sa_enforce_separation_of_duties; ibm_entra_policy_guest_invite_only_for_admin_roles; ibm_iam_inline_policy_no_administrative_privileges; ibm_iam_customer_attached_policy_no_administrative_privileges; ibm_entra_policy_user_consent_for_verified_apps,alicloud_entra_policy_guest_users_access_restrictions; alicloud_iam_sa_no_administrative_privileges; alicloud_entra_policy_ensure_default_user_cannot_create_apps; alicloud_entra_policy_default_users_cannot_create_security_groups; alicloud_entra_policy_guest_invite_only_for_admin_roles; alicloud_ram_alicloud_attached_policy_no_administrative_privileges; alicloud_entra_policy_ensure_default_user_cannot_create_tenants; alicloud_entra_policy_restricts_user_consent_for_apps; alicloud_entra_policy_user_consent_for_verified_apps; alicloud_iam_role_sa_enforce_separation_of_duties; alicloud_ram_customer_attached_policy_no_administrative_privileges; alicloud_ram_inline_policy_no_administrative_privileges,48
A.5.19,Information Security In Supplier Relationships,automated,aws_guardduty_no_high_severity_findings; aws_guardduty_is_enabled,azure_defender_ensure_defender_for_arm_is_on; azure_defender_ensure_defender_for_keyvault_is_on; azure_defender_ensure_defender_for_sql_servers_is_on; azure_defender_ensure_defender_for_dns_is_on; azure_defender_ensure_defender_for_containers_is_on; azure_defender_ensure_defender_for_app_services_is_on; azure_defender_ensure_defender_for_storage_is_on; azure_defender_container_images_scan_enabled; azure_defender_ensure_defender_for_cosmosdb_is_on; azure_defender_ensure_iot_hub_defender_is_on; azure_defender_container_images_resolved_vulnerabilities; azure_defender_ensure_defender_for_azure_sql_databases_is_on; azure_defender_ensure_defender_for_os_relational_databases_is_on; azure_defender_ensure_defender_for_databases_is_on; azure_defender_ensure_defender_for_server_is_on,gcp_iam_cloud_asset_inventory_enabled,oracle_defender_container_images_scan_enabled; oracle_cloud_guard_no_high_severity_findings; oracle_defender_ensure_defender_for_containers_is_on; oracle_defender_container_images_resolved_vulnerabilities; oracle_defender_ensure_defender_for_keyvault_is_on; oracle_defender_ensure_defender_for_server_is_on; oracle_defender_ensure_defender_for_storage_is_on; oracle_defender_ensure_defender_for_cosmosdb_is_on; oracle_iam_cloud_asset_inventory_enabled; oracle_defender_ensure_defender_for_databases_is_on; oracle_defender_ensure_defender_for_dns_is_on; oracle_cloud_guard_is_enabled; oracle_defender_ensure_defender_for_sql_servers_is_on; oracle_defender_ensure_defender_for_arm_is_on; oracle_defender_ensure_defender_for_os_relational_databases_is_on; oracle_defender_ensure_iot_hub_defender_is_on; oracle_defender_ensure_defender_for_oracle_sql_databases_is_on; oracle_defender_ensure_defender_for_app_services_is_on,ibm_defender_ensure_defender_for_server_is_on; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_iot_hub_defender_is_on; ibm_security_advisor_is_enabled; ibm_defender_ensure_defender_for_containers_is_on; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_defender_container_images_scan_enabled; ibm_defender_ensure_defender_for_arm_is_on; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_defender_ensure_defender_for_ibm_sql_databases_is_on; ibm_security_advisor_no_high_severity_findings; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_iam_cloud_asset_inventory_enabled; ibm_defender_container_images_resolved_vulnerabilities; ibm_defender_ensure_defender_for_app_services_is_on; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_databases_is_on,alicloud_defender_ensure_defender_for_server_is_on; alicloud_defender_ensure_defender_for_os_relational_databases_is_on; alicloud_defender_ensure_defender_for_sql_servers_is_on; alicloud_defender_ensure_defender_for_storage_is_on; alicloud_security_center_is_enabled; alicloud_defender_ensure_defender_for_alicloud_sql_databases_is_on; alicloud_defender_ensure_defender_for_app_services_is_on; alicloud_defender_ensure_defender_for_cosmosdb_is_on; alicloud_security_center_no_high_severity_findings; alicloud_defender_ensure_defender_for_databases_is_on; alicloud_defender_ensure_defender_for_arm_is_on; alicloud_defender_ensure_defender_for_containers_is_on; alicloud_defender_ensure_defender_for_dns_is_on; alicloud_defender_container_images_scan_enabled; alicloud_defender_ensure_iot_hub_defender_is_on; alicloud_iam_cloud_asset_inventory_enabled; alicloud_defender_container_images_resolved_vulnerabilities; alicloud_defender_ensure_defender_for_keyvault_is_on,72
A.5.2,Roles and Responsibilities,automated,,azure_entra_users_cannot_create_microsoft_365_groups; azure_entra_policy_guest_users_access_restrictions; azure_entra_global_admin_in_less_than_five_users; azure_entra_policy_ensure_default_user_cannot_create_apps; azure_entra_policy_guest_invite_only_for_admin_roles; azure_entra_conditional_access_policy_require_mfa_for_management_api; azure_entra_non_privileged_user_has_mfa; azure_entra_privileged_user_has_mfa; azure_entra_security_defaults_enabled; azure_entra_policy_default_users_cannot_create_security_groups; azure_entra_user_with_vm_access_has_mfa; azure_entra_policy_ensure_default_user_cannot_create_tenants; azure_entra_policy_restricts_user_consent_for_apps; azure_entra_policy_user_consent_for_verified_apps,,oracle_entra_conditional_access_policy_require_mfa_for_management_api; oracle_entra_policy_ensure_default_user_cannot_create_tenants; oracle_entra_policy_restricts_user_consent_for_apps; oracle_entra_policy_user_consent_for_verified_apps; oracle_entra_policy_guest_users_access_restrictions; oracle_entra_non_privileged_user_has_mfa; oracle_entra_user_with_vm_access_has_mfa; oracle_entra_global_admin_in_less_than_five_users; oracle_entra_security_defaults_enabled; oracle_entra_privileged_user_has_mfa; oracle_entra_policy_guest_invite_only_for_admin_roles; oracle_entra_policy_ensure_default_user_cannot_create_apps; oracle_entra_policy_default_users_cannot_create_security_groups; oracle_entra_users_cannot_create_microsoft_365_groups,ibm_entra_policy_ensure_default_user_cannot_create_apps; ibm_entra_policy_ensure_default_user_cannot_create_tenants; ibm_entra_non_privileged_user_has_mfa; ibm_entra_users_cannot_create_microsoft_365_groups; ibm_entra_policy_guest_users_access_restrictions; ibm_entra_security_defaults_enabled; ibm_entra_policy_restricts_user_consent_for_apps; ibm_entra_policy_default_users_cannot_create_security_groups; ibm_entra_global_admin_in_less_than_five_users; ibm_entra_policy_guest_invite_only_for_admin_roles; ibm_entra_conditional_access_policy_require_mfa_for_management_api; ibm_entra_user_with_vm_access_has_mfa; ibm_entra_privileged_user_has_mfa; ibm_entra_policy_user_consent_for_verified_apps,alicloud_entra_policy_guest_users_access_restrictions; alicloud_entra_user_with_vm_access_has_mfa; alicloud_entra_policy_ensure_default_user_cannot_create_apps; alicloud_entra_policy_default_users_cannot_create_security_groups; alicloud_entra_non_privileged_user_has_mfa; alicloud_entra_policy_guest_invite_only_for_admin_roles; alicloud_entra_policy_ensure_default_user_cannot_create_tenants; alicloud_entra_global_admin_in_less_than_five_users; alicloud_entra_policy_restricts_user_consent_for_apps; alicloud_entra_conditional_access_policy_require_mfa_for_management_api; alicloud_entra_policy_user_consent_for_verified_apps; alicloud_entra_security_defaults_enabled; alicloud_entra_privileged_user_has_mfa; alicloud_entra_users_cannot_create_microsoft_365_groups,56
A.5.20,Addressing Information Security Within Supplier Agreements,manual,,,,,,,0
A.5.21,Managing Information Security In The ICT Supply Chain,automated,aws_guardduty_no_high_severity_findings; aws_guardduty_is_enabled,azure_defender_ensure_defender_for_arm_is_on; azure_defender_ensure_defender_for_keyvault_is_on; azure_defender_ensure_defender_for_sql_servers_is_on; azure_defender_ensure_defender_for_dns_is_on; azure_defender_ensure_defender_for_containers_is_on; azure_defender_ensure_defender_for_app_services_is_on; azure_defender_ensure_defender_for_storage_is_on; azure_defender_container_images_scan_enabled; azure_defender_ensure_defender_for_cosmosdb_is_on; azure_defender_ensure_iot_hub_defender_is_on; azure_defender_container_images_resolved_vulnerabilities; azure_defender_ensure_defender_for_azure_sql_databases_is_on; azure_defender_ensure_defender_for_os_relational_databases_is_on; azure_defender_ensure_defender_for_databases_is_on; azure_defender_ensure_defender_for_server_is_on,gcp_iam_cloud_asset_inventory_enabled,oracle_defender_container_images_scan_enabled; oracle_cloud_guard_no_high_severity_findings; oracle_defender_ensure_defender_for_containers_is_on; oracle_defender_container_images_resolved_vulnerabilities; oracle_defender_ensure_defender_for_keyvault_is_on; oracle_defender_ensure_defender_for_server_is_on; oracle_defender_ensure_defender_for_storage_is_on; oracle_defender_ensure_defender_for_cosmosdb_is_on; oracle_iam_cloud_asset_inventory_enabled; oracle_defender_ensure_defender_for_databases_is_on; oracle_defender_ensure_defender_for_dns_is_on; oracle_cloud_guard_is_enabled; oracle_defender_ensure_defender_for_sql_servers_is_on; oracle_defender_ensure_defender_for_arm_is_on; oracle_defender_ensure_defender_for_os_relational_databases_is_on; oracle_defender_ensure_iot_hub_defender_is_on; oracle_defender_ensure_defender_for_oracle_sql_databases_is_on; oracle_defender_ensure_defender_for_app_services_is_on,ibm_defender_ensure_defender_for_server_is_on; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_iot_hub_defender_is_on; ibm_security_advisor_is_enabled; ibm_defender_ensure_defender_for_containers_is_on; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_defender_container_images_scan_enabled; ibm_defender_ensure_defender_for_arm_is_on; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_defender_ensure_defender_for_ibm_sql_databases_is_on; ibm_security_advisor_no_high_severity_findings; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_iam_cloud_asset_inventory_enabled; ibm_defender_container_images_resolved_vulnerabilities; ibm_defender_ensure_defender_for_app_services_is_on; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_databases_is_on,alicloud_defender_ensure_defender_for_server_is_on; alicloud_defender_ensure_defender_for_os_relational_databases_is_on; alicloud_defender_ensure_defender_for_sql_servers_is_on; alicloud_defender_ensure_defender_for_storage_is_on; alicloud_security_center_is_enabled; alicloud_defender_ensure_defender_for_alicloud_sql_databases_is_on; alicloud_defender_ensure_defender_for_app_services_is_on; alicloud_defender_ensure_defender_for_cosmosdb_is_on; alicloud_security_center_no_high_severity_findings; alicloud_defender_ensure_defender_for_databases_is_on; alicloud_defender_ensure_defender_for_arm_is_on; alicloud_defender_ensure_defender_for_containers_is_on; alicloud_defender_ensure_defender_for_dns_is_on; alicloud_defender_container_images_scan_enabled; alicloud_defender_ensure_iot_hub_defender_is_on; alicloud_iam_cloud_asset_inventory_enabled; alicloud_defender_container_images_resolved_vulnerabilities; alicloud_defender_ensure_defender_for_keyvault_is_on,72
A.5.22,"Monitor, Review And Change Management Of Supplier Services",automated,aws_config_recorder_all_regions_enabled,azure_entra_users_cannot_create_microsoft_365_groups; azure_monitor_alert_create_update_security_solution; azure_defender_ensure_defender_for_os_relational_databases_is_on; azure_monitor_alert_delete_security_solution; azure_defender_ensure_defender_for_keyvault_is_on; azure_defender_ensure_defender_for_storage_is_on; azure_defender_ensure_defender_for_cosmosdb_is_on; azure_monitor_diagnostic_settings_exists; azure_defender_ensure_defender_for_databases_is_on; azure_entra_policy_restricts_user_consent_for_apps; azure_monitor_storage_account_with_activity_logs_cmk_encrypted; azure_monitor_diagnostic_setting_with_appropriate_categories; azure_defender_ensure_defender_for_sql_servers_is_on; azure_defender_ensure_notify_alerts_severity_is_high; azure_iam_custom_role_has_permissions_to_administer_resource_locks; azure_defender_ensure_defender_for_server_is_on; azure_defender_ensure_defender_for_dns_is_on; azure_entra_policy_guest_users_access_restrictions; azure_defender_ensure_defender_for_containers_is_on; azure_monitor_storage_account_with_activity_logs_is_private; azure_defender_ensure_mcas_is_enabled,,oracle_defender_ensure_defender_for_keyvault_is_on; oracle_entra_policy_restricts_user_consent_for_apps; oracle_defender_ensure_defender_for_dns_is_on; oracle_monitor_alert_create_update_security_solution; oracle_iam_custom_role_has_permissions_to_administer_resource_locks; oracle_config_recorder_all_regions_enabled; oracle_defender_ensure_defender_for_server_is_on; oracle_defender_ensure_defender_for_containers_is_on; oracle_defender_ensure_defender_for_storage_is_on; oracle_monitor_storage_account_with_activity_logs_cmk_encrypted; oracle_defender_ensure_notify_alerts_severity_is_high; oracle_defender_ensure_mcas_is_enabled; oracle_defender_ensure_defender_for_cosmosdb_is_on; oracle_monitor_storage_account_with_activity_logs_is_private; oracle_defender_ensure_defender_for_databases_is_on; oracle_entra_users_cannot_create_microsoft_365_groups; oracle_entra_policy_guest_users_access_restrictions; oracle_monitor_diagnostic_setting_with_appropriate_categories; oracle_monitor_diagnostic_settings_exists; oracle_defender_ensure_defender_for_sql_servers_is_on; oracle_defender_ensure_defender_for_os_relational_databases_is_on; oracle_monitor_alert_delete_security_solution,ibm_config_recorder_all_regions_enabled; ibm_monitor_alert_create_update_security_solution; ibm_defender_ensure_defender_for_cosmosdb_is_on; ibm_monitor_alert_delete_security_solution; ibm_entra_users_cannot_create_microsoft_365_groups; ibm_monitor_diagnostic_settings_exists; ibm_defender_ensure_mcas_is_enabled; ibm_defender_ensure_defender_for_server_is_on; ibm_monitor_storage_account_with_activity_logs_is_private; ibm_defender_ensure_defender_for_dns_is_on; ibm_defender_ensure_defender_for_containers_is_on; ibm_entra_policy_guest_users_access_restrictions; ibm_defender_ensure_defender_for_os_relational_databases_is_on; ibm_defender_ensure_defender_for_databases_is_on; ibm_defender_ensure_notify_alerts_severity_is_high; ibm_monitor_diagnostic_setting_with_appropriate_categories; ibm_defender_ensure_defender_for_sql_servers_is_on; ibm_defender_ensure_defender_for_storage_is_on; ibm_entra_policy_restricts_user_consent_for_apps; ibm_defender_ensure_defender_for_keyvault_is_on; ibm_monitor_storage_account_with_activity_logs_cmk_encrypted; ibm_iam_custom_role_has_permissions_to_administer_resource_locks,alicloud_entra_policy_guest_users_access_restrictions; alicloud_defender_ensure_defender_for_storage_is_on; alicloud_defender_ensure_notify_alerts_severity_is_high; alicloud_monitor_storage_account_with_activity_logs_is_private; alicloud_defender_ensure_defender_for_dns_is_on; alicloud_config_recorder_all_regions_enabled; alicloud_defender_ensure_mcas_is_enabled; alicloud_defender_ensure_defender_for_keyvault_is_on; alicloud_monitor_storage_account_with_activity_logs_cmk_encrypted; alicloud_entra_policy_restricts_user_consent_for_apps; alicloud_defender_ensure_defender_for_containers_is_on; alicloud_entra_users_cannot_create_microsoft_365_groups; alicloud_iam_custom_role_has_permissions_to_administer_resource_locks; alicloud_defender_ensure_defender_for_server_is_on; alicloud_defender_ensure_defender_for_os_relational_databases_is_on; alicloud_defender_ensure_defender_for_sql_servers_is_on; alicloud_defender_ensure_defender_for_cosmosdb_is_on; alicloud_defender_ensure_defender_for_databases_is_on; alicloud_monitor_diagnostic_settings_exists; alicloud_monitor_alert_create_update_security_solution; alicloud_monitor_alert_delete_security_solution; alicloud_monitor_diagnostic_setting_with_appropriate_categories,88
A.5.23,Information Security For Use Of Cloud Services,manual,,,,,,,0
A.5.24,Information Security Incident Management Planning and Preparation,manual,,,,,,,0
