unique_compliance_id,framework,framework_version,control_id,section,title,description,automation_type,aws_checks,azure_checks,gcp_checks,oracle_checks,ibm_checks,alicloud_checks,k8s_checks,source_file
fedramp_moderate_CP_9_3,FedRAMP_Moderate,Moderate,CP-9 (3),High,System Backup | Separate Storage for Critical Information,,automated,aws_dynamodb_tables_pitr_enabled;aws_efs_have_backup_enabled;aws_rds_instance_backup_enabled;aws_redshift_cluster_automated_snapshot;aws_redshift_cluster_automatic_upgrades;aws_s3_bucket_object_versioning;aws_cloudtrail_kms_encryption_enabled;aws_ec2_ebs_volume_encryption;aws_ec2_ebs_default_encryption;aws_efs_encryption_at_rest_enabled;aws_opensearch_service_domains_encryption_at_rest_enabled;aws_cloudwatch_log_group_kms_encryption_enabled;aws_rds_instance_storage_encrypted;aws_redshift_cluster_audit_logging;aws_s3_bucket_default_encryption;aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled;azure_files_have_backup_enabled;azure_sql_instance_backup_enabled;azure_synapse_cluster_automated_snapshot;azure_synapse_cluster_automatic_upgrades;azure_storage_bucket_object_versioning;azure_monitor_kms_encryption_enabled;azure_compute_ebs_volume_encryption;azure_compute_ebs_default_encryption;azure_files_encryption_at_rest_enabled;azure_search_service_domains_encryption_at_rest_enabled;azure_monitor_log_group_kms_encryption_enabled;azure_sql_instance_storage_encrypted;azure_synapse_cluster_audit_logging;azure_storage_bucket_default_encryption;azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled;gcp_filestore_have_backup_enabled;gcp_sql_instance_backup_enabled;gcp_bigquery_cluster_automated_snapshot;gcp_bigquery_cluster_automatic_upgrades;gcp_storage_bucket_object_versioning;gcp_logging_kms_encryption_enabled;gcp_compute_ebs_volume_encryption;gcp_compute_ebs_default_encryption;gcp_filestore_encryption_at_rest_enabled;gcp_elasticsearch_service_domains_encryption_at_rest_enabled;gcp_monitoring_log_group_kms_encryption_enabled;gcp_sql_instance_storage_encrypted;gcp_bigquery_cluster_audit_logging;gcp_storage_bucket_default_encryption;gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled;oracle_file_storage_have_backup_enabled;oracle_database_instance_backup_enabled;oracle_autonomous_dw_cluster_automated_snapshot;oracle_autonomous_dw_cluster_automatic_upgrades;oracle_object_storage_bucket_object_versioning;oracle_audit_kms_encryption_enabled;oracle_compute_ebs_volume_encryption;oracle_compute_ebs_default_encryption;oracle_file_storage_encryption_at_rest_enabled;oracle_opensearch_service_domains_encryption_at_rest_enabled;oracle_monitoring_log_group_kms_encryption_enabled;oracle_database_instance_storage_encrypted;oracle_autonomous_dw_cluster_audit_logging;oracle_object_storage_bucket_default_encryption;oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled;ibm_file_storage_have_backup_enabled;ibm_databases_instance_backup_enabled;ibm_db2_warehouse_cluster_automated_snapshot;ibm_db2_warehouse_cluster_automatic_upgrades;ibm_cos_bucket_object_versioning;ibm_activity_tracker_kms_encryption_enabled;ibm_vpc_ebs_volume_encryption;ibm_vpc_ebs_default_encryption;ibm_file_storage_encryption_at_rest_enabled;ibm_databases_service_domains_encryption_at_rest_enabled;ibm_monitoring_log_group_kms_encryption_enabled;ibm_databases_instance_storage_encrypted;ibm_db2_warehouse_cluster_audit_logging;ibm_cos_bucket_default_encryption;ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled;alicloud_nas_have_backup_enabled;alicloud_rds_instance_backup_enabled;alicloud_analyticdb_cluster_automated_snapshot;alicloud_analyticdb_cluster_automatic_upgrades;alicloud_oss_bucket_object_versioning;alicloud_actiontrail_kms_encryption_enabled;alicloud_ecs_ebs_volume_encryption;alicloud_ecs_ebs_default_encryption;alicloud_nas_encryption_at_rest_enabled;alicloud_elasticsearch_service_domains_encryption_at_rest_enabled;alicloud_cms_log_group_kms_encryption_enabled;alicloud_rds_instance_storage_encrypted;alicloud_analyticdb_cluster_audit_logging;alicloud_oss_bucket_default_encryption;alicloud_pai_notebook_instance_encryption_enabled,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_CP_9_5,FedRAMP_Moderate,Moderate,CP-9 (5),High,System Backup | Transfer to Alternate Storage Site,,automated,aws_dynamodb_tables_pitr_enabled;aws_efs_have_backup_enabled;aws_rds_instance_backup_enabled;aws_redshift_cluster_automated_snapshot;aws_redshift_cluster_automatic_upgrades;aws_s3_bucket_object_versioning;aws_cloudtrail_kms_encryption_enabled;aws_ec2_ebs_volume_encryption;aws_ec2_ebs_default_encryption;aws_efs_encryption_at_rest_enabled;aws_opensearch_service_domains_encryption_at_rest_enabled;aws_cloudwatch_log_group_kms_encryption_enabled;aws_rds_instance_storage_encrypted;aws_redshift_cluster_audit_logging;aws_s3_bucket_default_encryption;aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled;azure_files_have_backup_enabled;azure_sql_instance_backup_enabled;azure_synapse_cluster_automated_snapshot;azure_synapse_cluster_automatic_upgrades;azure_storage_bucket_object_versioning;azure_monitor_kms_encryption_enabled;azure_compute_ebs_volume_encryption;azure_compute_ebs_default_encryption;azure_files_encryption_at_rest_enabled;azure_search_service_domains_encryption_at_rest_enabled;azure_monitor_log_group_kms_encryption_enabled;azure_sql_instance_storage_encrypted;azure_synapse_cluster_audit_logging;azure_storage_bucket_default_encryption;azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled;gcp_filestore_have_backup_enabled;gcp_sql_instance_backup_enabled;gcp_bigquery_cluster_automated_snapshot;gcp_bigquery_cluster_automatic_upgrades;gcp_storage_bucket_object_versioning;gcp_logging_kms_encryption_enabled;gcp_compute_ebs_volume_encryption;gcp_compute_ebs_default_encryption;gcp_filestore_encryption_at_rest_enabled;gcp_elasticsearch_service_domains_encryption_at_rest_enabled;gcp_monitoring_log_group_kms_encryption_enabled;gcp_sql_instance_storage_encrypted;gcp_bigquery_cluster_audit_logging;gcp_storage_bucket_default_encryption;gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled;oracle_file_storage_have_backup_enabled;oracle_database_instance_backup_enabled;oracle_autonomous_dw_cluster_automated_snapshot;oracle_autonomous_dw_cluster_automatic_upgrades;oracle_object_storage_bucket_object_versioning;oracle_audit_kms_encryption_enabled;oracle_compute_ebs_volume_encryption;oracle_compute_ebs_default_encryption;oracle_file_storage_encryption_at_rest_enabled;oracle_opensearch_service_domains_encryption_at_rest_enabled;oracle_monitoring_log_group_kms_encryption_enabled;oracle_database_instance_storage_encrypted;oracle_autonomous_dw_cluster_audit_logging;oracle_object_storage_bucket_default_encryption;oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled;ibm_file_storage_have_backup_enabled;ibm_databases_instance_backup_enabled;ibm_db2_warehouse_cluster_automated_snapshot;ibm_db2_warehouse_cluster_automatic_upgrades;ibm_cos_bucket_object_versioning;ibm_activity_tracker_kms_encryption_enabled;ibm_vpc_ebs_volume_encryption;ibm_vpc_ebs_default_encryption;ibm_file_storage_encryption_at_rest_enabled;ibm_databases_service_domains_encryption_at_rest_enabled;ibm_monitoring_log_group_kms_encryption_enabled;ibm_databases_instance_storage_encrypted;ibm_db2_warehouse_cluster_audit_logging;ibm_cos_bucket_default_encryption;ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled;alicloud_nas_have_backup_enabled;alicloud_rds_instance_backup_enabled;alicloud_analyticdb_cluster_automated_snapshot;alicloud_analyticdb_cluster_automatic_upgrades;alicloud_oss_bucket_object_versioning;alicloud_actiontrail_kms_encryption_enabled;alicloud_ecs_ebs_volume_encryption;alicloud_ecs_ebs_default_encryption;alicloud_nas_encryption_at_rest_enabled;alicloud_elasticsearch_service_domains_encryption_at_rest_enabled;alicloud_cms_log_group_kms_encryption_enabled;alicloud_rds_instance_storage_encrypted;alicloud_analyticdb_cluster_audit_logging;alicloud_oss_bucket_default_encryption;alicloud_pai_notebook_instance_encryption_enabled,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_CP_9_8,FedRAMP_Moderate,Moderate,CP-9 (8),High,System Backup | Cryptographic Protection,,automated,aws_dynamodb_tables_pitr_enabled;aws_efs_have_backup_enabled;aws_rds_instance_backup_enabled;aws_redshift_cluster_automated_snapshot;aws_redshift_cluster_automatic_upgrades;aws_s3_bucket_object_versioning;aws_cloudtrail_kms_encryption_enabled;aws_ec2_ebs_volume_encryption;aws_ec2_ebs_default_encryption;aws_efs_encryption_at_rest_enabled;aws_opensearch_service_domains_encryption_at_rest_enabled;aws_cloudwatch_log_group_kms_encryption_enabled;aws_rds_instance_storage_encrypted;aws_redshift_cluster_audit_logging;aws_s3_bucket_default_encryption;aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled;azure_files_have_backup_enabled;azure_sql_instance_backup_enabled;azure_synapse_cluster_automated_snapshot;azure_synapse_cluster_automatic_upgrades;azure_storage_bucket_object_versioning;azure_monitor_kms_encryption_enabled;azure_compute_ebs_volume_encryption;azure_compute_ebs_default_encryption;azure_files_encryption_at_rest_enabled;azure_search_service_domains_encryption_at_rest_enabled;azure_monitor_log_group_kms_encryption_enabled;azure_sql_instance_storage_encrypted;azure_synapse_cluster_audit_logging;azure_storage_bucket_default_encryption;azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled;gcp_filestore_have_backup_enabled;gcp_sql_instance_backup_enabled;gcp_bigquery_cluster_automated_snapshot;gcp_bigquery_cluster_automatic_upgrades;gcp_storage_bucket_object_versioning;gcp_logging_kms_encryption_enabled;gcp_compute_ebs_volume_encryption;gcp_compute_ebs_default_encryption;gcp_filestore_encryption_at_rest_enabled;gcp_elasticsearch_service_domains_encryption_at_rest_enabled;gcp_monitoring_log_group_kms_encryption_enabled;gcp_sql_instance_storage_encrypted;gcp_bigquery_cluster_audit_logging;gcp_storage_bucket_default_encryption;gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled;oracle_file_storage_have_backup_enabled;oracle_database_instance_backup_enabled;oracle_autonomous_dw_cluster_automated_snapshot;oracle_autonomous_dw_cluster_automatic_upgrades;oracle_object_storage_bucket_object_versioning;oracle_audit_kms_encryption_enabled;oracle_compute_ebs_volume_encryption;oracle_compute_ebs_default_encryption;oracle_file_storage_encryption_at_rest_enabled;oracle_opensearch_service_domains_encryption_at_rest_enabled;oracle_monitoring_log_group_kms_encryption_enabled;oracle_database_instance_storage_encrypted;oracle_autonomous_dw_cluster_audit_logging;oracle_object_storage_bucket_default_encryption;oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled;ibm_file_storage_have_backup_enabled;ibm_databases_instance_backup_enabled;ibm_db2_warehouse_cluster_automated_snapshot;ibm_db2_warehouse_cluster_automatic_upgrades;ibm_cos_bucket_object_versioning;ibm_activity_tracker_kms_encryption_enabled;ibm_vpc_ebs_volume_encryption;ibm_vpc_ebs_default_encryption;ibm_file_storage_encryption_at_rest_enabled;ibm_databases_service_domains_encryption_at_rest_enabled;ibm_monitoring_log_group_kms_encryption_enabled;ibm_databases_instance_storage_encrypted;ibm_db2_warehouse_cluster_audit_logging;ibm_cos_bucket_default_encryption;ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled;alicloud_nas_have_backup_enabled;alicloud_rds_instance_backup_enabled;alicloud_analyticdb_cluster_automated_snapshot;alicloud_analyticdb_cluster_automatic_upgrades;alicloud_oss_bucket_object_versioning;alicloud_actiontrail_kms_encryption_enabled;alicloud_ecs_ebs_volume_encryption;alicloud_ecs_ebs_default_encryption;alicloud_nas_encryption_at_rest_enabled;alicloud_elasticsearch_service_domains_encryption_at_rest_enabled;alicloud_cms_log_group_kms_encryption_enabled;alicloud_rds_instance_storage_encrypted;alicloud_analyticdb_cluster_audit_logging;alicloud_oss_bucket_default_encryption;alicloud_pai_notebook_instance_encryption_enabled,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_1,FedRAMP_Moderate,Moderate,IA-1,High,Policy and Procedures,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_11,FedRAMP_Moderate,Moderate,IA-11,High,Re-authentication,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_12,FedRAMP_Moderate,Moderate,IA-12,High,Identity Proofing,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_12_2,FedRAMP_Moderate,Moderate,IA-12 (2),High,Identity Proofing | Identity Evidence,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_12_3,FedRAMP_Moderate,Moderate,IA-12 (3),High,Identity Proofing | Identity Evidence Validation and Verification,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_12_4,FedRAMP_Moderate,Moderate,IA-12 (4),High,Identity Proofing | In-person Validation and Verification,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_12_5,FedRAMP_Moderate,Moderate,IA-12 (5),High,Identity Proofing | Address Confirmation,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2,FedRAMP_Moderate,Moderate,IA-2,High,Identification and Authentication (organizational Users),,automated,aws_iam_user_mfa_enabled;aws_iam_root_mfa_enabled;aws_iam_password_policy_strong,azure_active_directory_user_mfa_enabled;azure_active_directory_root_mfa_enabled;azure_active_directory_password_policy_strong,gcp_iam_user_mfa_enabled;gcp_iam_root_mfa_enabled;gcp_iam_password_policy_strong,oracle_identity_user_mfa_enabled;oracle_identity_root_mfa_enabled;oracle_identity_password_policy_strong,ibm_iam_user_mfa_enabled;ibm_iam_root_mfa_enabled;ibm_iam_password_policy_strong,alicloud_ram_user_mfa_enabled;alicloud_ram_root_mfa_enabled;alicloud_ram_password_policy_strong,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2_1,FedRAMP_Moderate,Moderate,IA-2 (1),High,Identification and Authentication (organizational Users) | Multi-factor Authentication to Privileged Accounts,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2_12,FedRAMP_Moderate,Moderate,IA-2 (12),High,Identification and Authentication (organizational Users) | Acceptance of PIV Credentials,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2_2,FedRAMP_Moderate,Moderate,IA-2 (2),High,Identification and Authentication (organizational Users) | Multi-factor Authentication to Non-privileged Accounts,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2_5,FedRAMP_Moderate,Moderate,IA-2 (5),High,Identification and Authentication (organizational Users) | Individual Authentication with Group Authentication,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2_6,FedRAMP_Moderate,Moderate,IA-2 (6),High,Identification and Authentication (organizational Users) | Access to Accounts —separate Device,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_2_8,FedRAMP_Moderate,Moderate,IA-2 (8),High,Identification and Authentication (organizational Users) | Access to Accounts — Replay Resistant,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_3,FedRAMP_Moderate,Moderate,IA-3,High,Device Identification and Authentication,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_4,FedRAMP_Moderate,Moderate,IA-4,High,Identifier Management,,automated,aws_iam_no_root_access_key;aws_iam_password_policy_minimum_length_14,azure_active_directory_no_root_access_key;azure_active_directory_password_policy_minimum_length_14,gcp_iam_no_root_access_key;gcp_iam_password_policy_minimum_length_14,oracle_identity_no_root_access_key;oracle_identity_password_policy_minimum_length_14,ibm_iam_no_root_access_key;ibm_iam_password_policy_minimum_length_14,alicloud_ram_no_root_access_key;alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_4_4,FedRAMP_Moderate,Moderate,IA-4 (4),High,Identifier Management | Identify User Status,,automated,aws_iam_no_root_access_key;aws_iam_password_policy_minimum_length_14,azure_active_directory_no_root_access_key;azure_active_directory_password_policy_minimum_length_14,gcp_iam_no_root_access_key;gcp_iam_password_policy_minimum_length_14,oracle_identity_no_root_access_key;oracle_identity_password_policy_minimum_length_14,ibm_iam_no_root_access_key;ibm_iam_password_policy_minimum_length_14,alicloud_ram_no_root_access_key;alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5,FedRAMP_Moderate,Moderate,IA-5,High,Authenticator Management,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5_1,FedRAMP_Moderate,Moderate,IA-5 (1),High,Authenticator Management | Password-based Authentication,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5_13,FedRAMP_Moderate,Moderate,IA-5 (13),High,Authenticator Management | Expiration of Cached Authenticators,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5_2,FedRAMP_Moderate,Moderate,IA-5 (2),High,Authenticator Management | Public Key-based Authentication,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5_6,FedRAMP_Moderate,Moderate,IA-5 (6),High,Authenticator Management | Protection of Authenticators,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5_7,FedRAMP_Moderate,Moderate,IA-5 (7),High,Authenticator Management | No Embedded Unencrypted Static Authenticators,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_5_8,FedRAMP_Moderate,Moderate,IA-5 (8),High,Authenticator Management | Multiple System Accounts,,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_6,FedRAMP_Moderate,Moderate,IA-6,High,Authentication Feedback,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_7,FedRAMP_Moderate,Moderate,IA-7,High,Cryptographic Module Authentication,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_8,FedRAMP_Moderate,Moderate,IA-8,High,Identification and Authentication (non-organizational Users),,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_8_1,FedRAMP_Moderate,Moderate,IA-8 (1),High,Identification and Authentication (non-organizational Users) | Acceptance of PIV Credentials from Other Agencies,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_8_2,FedRAMP_Moderate,Moderate,IA-8 (2),High,Identification and Authentication (non-organizational Users) | Acceptance of External Authenticators,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IA_8_4,FedRAMP_Moderate,Moderate,IA-8 (4),High,Identification and Authentication (non-organizational Users) | Use of Defined Profiles,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_1,FedRAMP_Moderate,Moderate,IR-1,High,Policy and Procedures,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_2,FedRAMP_Moderate,Moderate,IR-2,High,Incident Response Training,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_2_1,FedRAMP_Moderate,Moderate,IR-2 (1),High,Incident Response Training | Simulated Events,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_2_2,FedRAMP_Moderate,Moderate,IR-2 (2),High,Incident Response Training | Automated Training Environments,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_3,FedRAMP_Moderate,Moderate,IR-3,High,Incident Response Testing,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_3_2,FedRAMP_Moderate,Moderate,IR-3 (2),High,Incident Response Testing | Coordination with Related Plans,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_4,FedRAMP_Moderate,Moderate,IR-4,High,Incident Handling,,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_4_1,FedRAMP_Moderate,Moderate,IR-4 (1),High,Incident Handling | Automated Incident Handling Processes,,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_4_11,FedRAMP_Moderate,Moderate,IR-4 (11),High,Incident Handling | Integrated Incident Response Team,,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_4_2,FedRAMP_Moderate,Moderate,IR-4 (2),High,Incident Handling | Dynamic Reconfiguration,,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_4_4,FedRAMP_Moderate,Moderate,IR-4 (4),High,Incident Handling | Information Correlation,,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_4_6,FedRAMP_Moderate,Moderate,IR-4 (6),High,Incident Handling | Insider Threats,,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_5,FedRAMP_Moderate,Moderate,IR-5,High,Incident Monitoring,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_5_1,FedRAMP_Moderate,Moderate,IR-5 (1),High,"Incident Monitoring | Automated Tracking, Data Collection, and Analysis",,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_6,FedRAMP_Moderate,Moderate,IR-6,High,Incident Reporting,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_6_1,FedRAMP_Moderate,Moderate,IR-6 (1),High,Incident Reporting | Automated Reporting,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_6_3,FedRAMP_Moderate,Moderate,IR-6 (3),High,Incident Reporting | Supply Chain Coordination,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_7,FedRAMP_Moderate,Moderate,IR-7,High,Incident Response Assistance,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_7_1,FedRAMP_Moderate,Moderate,IR-7 (1),High,Incident Response Assistance | Automation Support for Availability of Information and Support,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_8,FedRAMP_Moderate,Moderate,IR-8,High,Incident Response Plan,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_9,FedRAMP_Moderate,Moderate,IR-9,High,Information Spillage Response,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_9_2,FedRAMP_Moderate,Moderate,IR-9 (2),High,Information Spillage Response | Training,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_9_3,FedRAMP_Moderate,Moderate,IR-9 (3),High,Information Spillage Response | Post-spill Operations,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_IR_9_4,FedRAMP_Moderate,Moderate,IR-9 (4),High,Information Spillage Response | Exposure to Unauthorized Personnel,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_MA_1,FedRAMP_Moderate,Moderate,MA-1,High,Policy and Procedures,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_MA_2,FedRAMP_Moderate,Moderate,MA-2,High,Controlled Maintenance,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_MA_2_2,FedRAMP_Moderate,Moderate,MA-2 (2),High,Controlled Maintenance | Automated Maintenance Activities,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_MA_3,FedRAMP_Moderate,Moderate,MA-3,High,Maintenance Tools,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_MA_3_1,FedRAMP_Moderate,Moderate,MA-3 (1),High,Maintenance Tools | Inspect Tools,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
fedramp_moderate_MA_3_2,FedRAMP_Moderate,Moderate,MA-3 (2),High,Maintenance Tools | Inspect Media,,manual,,,,,,,,FedRamp/FedRAMP_controls_with_checks.csv
