Control_ID,Title,FedRAMP_Baseline,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
CP-9 (1),System Backup | Testing for Reliability and Integrity,High,automated,aws_dynamodb_tables_pitr_enabled; aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_redshift_cluster_automatic_upgrades; aws_s3_bucket_object_versioning; aws_cloudtrail_kms_encryption_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_efs_encryption_at_rest_enabled; aws_opensearch_service_domains_encryption_at_rest_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_rds_instance_storage_encrypted; aws_redshift_cluster_audit_logging; aws_s3_bucket_default_encryption; aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning; azure_monitor_kms_encryption_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_files_encryption_at_rest_enabled; azure_search_service_domains_encryption_at_rest_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_sql_instance_storage_encrypted; azure_synapse_cluster_audit_logging; azure_storage_bucket_default_encryption; azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning; gcp_logging_kms_encryption_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_monitoring_log_group_kms_encryption_enabled; gcp_sql_instance_storage_encrypted; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_default_encryption; gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning; oracle_audit_kms_encryption_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_file_storage_encryption_at_rest_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_database_instance_storage_encrypted; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_default_encryption; oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning; ibm_activity_tracker_kms_encryption_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_file_storage_encryption_at_rest_enabled; ibm_databases_service_domains_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_databases_instance_storage_encrypted; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_default_encryption; ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning; alicloud_actiontrail_kms_encryption_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_nas_encryption_at_rest_enabled; alicloud_elasticsearch_service_domains_encryption_at_rest_enabled; alicloud_cms_log_group_kms_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_default_encryption; alicloud_pai_notebook_instance_encryption_enabled,96
CP-9 (2),System Backup | Test Restoration Using Sampling,High,automated,aws_dynamodb_tables_pitr_enabled; aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_redshift_cluster_automatic_upgrades; aws_s3_bucket_object_versioning; aws_cloudtrail_kms_encryption_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_efs_encryption_at_rest_enabled; aws_opensearch_service_domains_encryption_at_rest_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_rds_instance_storage_encrypted; aws_redshift_cluster_audit_logging; aws_s3_bucket_default_encryption; aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning; azure_monitor_kms_encryption_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_files_encryption_at_rest_enabled; azure_search_service_domains_encryption_at_rest_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_sql_instance_storage_encrypted; azure_synapse_cluster_audit_logging; azure_storage_bucket_default_encryption; azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning; gcp_logging_kms_encryption_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_monitoring_log_group_kms_encryption_enabled; gcp_sql_instance_storage_encrypted; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_default_encryption; gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning; oracle_audit_kms_encryption_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_file_storage_encryption_at_rest_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_database_instance_storage_encrypted; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_default_encryption; oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning; ibm_activity_tracker_kms_encryption_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_file_storage_encryption_at_rest_enabled; ibm_databases_service_domains_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_databases_instance_storage_encrypted; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_default_encryption; ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning; alicloud_actiontrail_kms_encryption_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_nas_encryption_at_rest_enabled; alicloud_elasticsearch_service_domains_encryption_at_rest_enabled; alicloud_cms_log_group_kms_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_default_encryption; alicloud_pai_notebook_instance_encryption_enabled,96
CP-9 (3),System Backup | Separate Storage for Critical Information,High,automated,aws_dynamodb_tables_pitr_enabled; aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_redshift_cluster_automatic_upgrades; aws_s3_bucket_object_versioning; aws_cloudtrail_kms_encryption_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_efs_encryption_at_rest_enabled; aws_opensearch_service_domains_encryption_at_rest_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_rds_instance_storage_encrypted; aws_redshift_cluster_audit_logging; aws_s3_bucket_default_encryption; aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning; azure_monitor_kms_encryption_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_files_encryption_at_rest_enabled; azure_search_service_domains_encryption_at_rest_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_sql_instance_storage_encrypted; azure_synapse_cluster_audit_logging; azure_storage_bucket_default_encryption; azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning; gcp_logging_kms_encryption_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_monitoring_log_group_kms_encryption_enabled; gcp_sql_instance_storage_encrypted; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_default_encryption; gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning; oracle_audit_kms_encryption_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_file_storage_encryption_at_rest_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_database_instance_storage_encrypted; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_default_encryption; oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning; ibm_activity_tracker_kms_encryption_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_file_storage_encryption_at_rest_enabled; ibm_databases_service_domains_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_databases_instance_storage_encrypted; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_default_encryption; ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning; alicloud_actiontrail_kms_encryption_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_nas_encryption_at_rest_enabled; alicloud_elasticsearch_service_domains_encryption_at_rest_enabled; alicloud_cms_log_group_kms_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_default_encryption; alicloud_pai_notebook_instance_encryption_enabled,96
CP-9 (5),System Backup | Transfer to Alternate Storage Site,High,automated,aws_dynamodb_tables_pitr_enabled; aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_redshift_cluster_automatic_upgrades; aws_s3_bucket_object_versioning; aws_cloudtrail_kms_encryption_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_efs_encryption_at_rest_enabled; aws_opensearch_service_domains_encryption_at_rest_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_rds_instance_storage_encrypted; aws_redshift_cluster_audit_logging; aws_s3_bucket_default_encryption; aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning; azure_monitor_kms_encryption_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_files_encryption_at_rest_enabled; azure_search_service_domains_encryption_at_rest_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_sql_instance_storage_encrypted; azure_synapse_cluster_audit_logging; azure_storage_bucket_default_encryption; azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning; gcp_logging_kms_encryption_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_monitoring_log_group_kms_encryption_enabled; gcp_sql_instance_storage_encrypted; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_default_encryption; gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning; oracle_audit_kms_encryption_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_file_storage_encryption_at_rest_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_database_instance_storage_encrypted; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_default_encryption; oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning; ibm_activity_tracker_kms_encryption_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_file_storage_encryption_at_rest_enabled; ibm_databases_service_domains_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_databases_instance_storage_encrypted; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_default_encryption; ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning; alicloud_actiontrail_kms_encryption_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_nas_encryption_at_rest_enabled; alicloud_elasticsearch_service_domains_encryption_at_rest_enabled; alicloud_cms_log_group_kms_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_default_encryption; alicloud_pai_notebook_instance_encryption_enabled,96
CP-9 (8),System Backup | Cryptographic Protection,High,automated,aws_dynamodb_tables_pitr_enabled; aws_efs_have_backup_enabled; aws_rds_instance_backup_enabled; aws_redshift_cluster_automated_snapshot; aws_redshift_cluster_automatic_upgrades; aws_s3_bucket_object_versioning; aws_cloudtrail_kms_encryption_enabled; aws_ec2_ebs_volume_encryption; aws_ec2_ebs_default_encryption; aws_efs_encryption_at_rest_enabled; aws_opensearch_service_domains_encryption_at_rest_enabled; aws_cloudwatch_log_group_kms_encryption_enabled; aws_rds_instance_storage_encrypted; aws_redshift_cluster_audit_logging; aws_s3_bucket_default_encryption; aws_sagemaker_notebook_instance_encryption_enabled,azure_cosmos_db_tables_pitr_enabled; azure_files_have_backup_enabled; azure_sql_instance_backup_enabled; azure_synapse_cluster_automated_snapshot; azure_synapse_cluster_automatic_upgrades; azure_storage_bucket_object_versioning; azure_monitor_kms_encryption_enabled; azure_compute_ebs_volume_encryption; azure_compute_ebs_default_encryption; azure_files_encryption_at_rest_enabled; azure_search_service_domains_encryption_at_rest_enabled; azure_monitor_log_group_kms_encryption_enabled; azure_sql_instance_storage_encrypted; azure_synapse_cluster_audit_logging; azure_storage_bucket_default_encryption; azure_machine_learning_notebook_instance_encryption_enabled,gcp_firestore_tables_pitr_enabled; gcp_filestore_have_backup_enabled; gcp_sql_instance_backup_enabled; gcp_bigquery_cluster_automated_snapshot; gcp_bigquery_cluster_automatic_upgrades; gcp_storage_bucket_object_versioning; gcp_logging_kms_encryption_enabled; gcp_compute_ebs_volume_encryption; gcp_compute_ebs_default_encryption; gcp_filestore_encryption_at_rest_enabled; gcp_elasticsearch_service_domains_encryption_at_rest_enabled; gcp_monitoring_log_group_kms_encryption_enabled; gcp_sql_instance_storage_encrypted; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_default_encryption; gcp_vertex_ai_notebook_instance_encryption_enabled,oracle_nosql_tables_pitr_enabled; oracle_file_storage_have_backup_enabled; oracle_database_instance_backup_enabled; oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_object_storage_bucket_object_versioning; oracle_audit_kms_encryption_enabled; oracle_compute_ebs_volume_encryption; oracle_compute_ebs_default_encryption; oracle_file_storage_encryption_at_rest_enabled; oracle_opensearch_service_domains_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_database_instance_storage_encrypted; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_default_encryption; oracle_data_science_notebook_instance_encryption_enabled,ibm_cloudant_tables_pitr_enabled; ibm_file_storage_have_backup_enabled; ibm_databases_instance_backup_enabled; ibm_db2_warehouse_cluster_automated_snapshot; ibm_db2_warehouse_cluster_automatic_upgrades; ibm_cos_bucket_object_versioning; ibm_activity_tracker_kms_encryption_enabled; ibm_vpc_ebs_volume_encryption; ibm_vpc_ebs_default_encryption; ibm_file_storage_encryption_at_rest_enabled; ibm_databases_service_domains_encryption_at_rest_enabled; ibm_monitoring_log_group_kms_encryption_enabled; ibm_databases_instance_storage_encrypted; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_default_encryption; ibm_watson_studio_notebook_instance_encryption_enabled,alicloud_tablestore_tables_pitr_enabled; alicloud_nas_have_backup_enabled; alicloud_rds_instance_backup_enabled; alicloud_analyticdb_cluster_automated_snapshot; alicloud_analyticdb_cluster_automatic_upgrades; alicloud_oss_bucket_object_versioning; alicloud_actiontrail_kms_encryption_enabled; alicloud_ecs_ebs_volume_encryption; alicloud_ecs_ebs_default_encryption; alicloud_nas_encryption_at_rest_enabled; alicloud_elasticsearch_service_domains_encryption_at_rest_enabled; alicloud_cms_log_group_kms_encryption_enabled; alicloud_rds_instance_storage_encrypted; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_default_encryption; alicloud_pai_notebook_instance_encryption_enabled,96
CP-10,System Recovery and Reconstitution,High,manual,,,,,,,0
CP-10 (2),System Recovery and Reconstitution | Transaction Recovery,High,manual,,,,,,,0
CP-10 (4),System Recovery and Reconstitution | Restore Within Time Period,High,manual,,,,,,,0
IA-1,Policy and Procedures,High,manual,,,,,,,0
IA-2,Identification and Authentication (organizational Users),High,automated,aws_iam_user_mfa_enabled; aws_iam_root_mfa_enabled; aws_iam_password_policy_strong,azure_active_directory_user_mfa_enabled; azure_active_directory_root_mfa_enabled; azure_active_directory_password_policy_strong,gcp_iam_user_mfa_enabled; gcp_iam_root_mfa_enabled; gcp_iam_password_policy_strong,oracle_identity_user_mfa_enabled; oracle_identity_root_mfa_enabled; oracle_identity_password_policy_strong,ibm_iam_user_mfa_enabled; ibm_iam_root_mfa_enabled; ibm_iam_password_policy_strong,alicloud_ram_user_mfa_enabled; alicloud_ram_root_mfa_enabled; alicloud_ram_password_policy_strong,18
IA-2 (1),Identification and Authentication (organizational Users) | Multi-factor Authentication to Privileged Accounts,High,manual,,,,,,,0
IA-2 (2),Identification and Authentication (organizational Users) | Multi-factor Authentication to Non-privileged Accounts,High,manual,,,,,,,0
IA-2 (5),Identification and Authentication (organizational Users) | Individual Authentication with Group Authentication,High,manual,,,,,,,0
IA-2 (6),Identification and Authentication (organizational Users) | Access to Accounts —separate Device,High,manual,,,,,,,0
IA-2 (8),Identification and Authentication (organizational Users) | Access to Accounts — Replay Resistant,High,manual,,,,,,,0
IA-2 (12),Identification and Authentication (organizational Users) | Acceptance of PIV Credentials,High,manual,,,,,,,0
IA-3,Device Identification and Authentication,High,manual,,,,,,,0
IA-4,Identifier Management,High,automated,aws_iam_no_root_access_key; aws_iam_password_policy_minimum_length_14,azure_active_directory_no_root_access_key; azure_active_directory_password_policy_minimum_length_14,gcp_iam_no_root_access_key; gcp_iam_password_policy_minimum_length_14,oracle_identity_no_root_access_key; oracle_identity_password_policy_minimum_length_14,ibm_iam_no_root_access_key; ibm_iam_password_policy_minimum_length_14,alicloud_ram_no_root_access_key; alicloud_ram_password_policy_minimum_length_14,12
IA-4 (4),Identifier Management | Identify User Status,High,automated,aws_iam_no_root_access_key; aws_iam_password_policy_minimum_length_14,azure_active_directory_no_root_access_key; azure_active_directory_password_policy_minimum_length_14,gcp_iam_no_root_access_key; gcp_iam_password_policy_minimum_length_14,oracle_identity_no_root_access_key; oracle_identity_password_policy_minimum_length_14,ibm_iam_no_root_access_key; ibm_iam_password_policy_minimum_length_14,alicloud_ram_no_root_access_key; alicloud_ram_password_policy_minimum_length_14,12
IA-5,Authenticator Management,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-5 (1),Authenticator Management | Password-based Authentication,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-5 (2),Authenticator Management | Public Key-based Authentication,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-5 (6),Authenticator Management | Protection of Authenticators,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-5 (7),Authenticator Management | No Embedded Unencrypted Static Authenticators,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-5 (8),Authenticator Management | Multiple System Accounts,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-5 (13),Authenticator Management | Expiration of Cached Authenticators,High,automated,aws_iam_password_policy_minimum_length_14,azure_active_directory_password_policy_minimum_length_14,gcp_iam_password_policy_minimum_length_14,oracle_identity_password_policy_minimum_length_14,ibm_iam_password_policy_minimum_length_14,alicloud_ram_password_policy_minimum_length_14,6
IA-6,Authentication Feedback,High,manual,,,,,,,0
IA-7,Cryptographic Module Authentication,High,manual,,,,,,,0
IA-8,Identification and Authentication (non-organizational Users),High,manual,,,,,,,0
IA-8 (1),Identification and Authentication (non-organizational Users) | Acceptance of PIV Credentials from Other Agencies,High,manual,,,,,,,0
IA-8 (2),Identification and Authentication (non-organizational Users) | Acceptance of External Authenticators,High,manual,,,,,,,0
IA-8 (4),Identification and Authentication (non-organizational Users) | Use of Defined Profiles,High,manual,,,,,,,0
IA-11,Re-authentication,High,manual,,,,,,,0
IA-12,Identity Proofing,High,manual,,,,,,,0
IA-12 (2),Identity Proofing | Identity Evidence,High,manual,,,,,,,0
IA-12 (3),Identity Proofing | Identity Evidence Validation and Verification,High,manual,,,,,,,0
IA-12 (4),Identity Proofing | In-person Validation and Verification,High,manual,,,,,,,0
IA-12 (5),Identity Proofing | Address Confirmation,High,manual,,,,,,,0
IR-1,Policy and Procedures,High,manual,,,,,,,0
IR-2,Incident Response Training,High,manual,,,,,,,0
IR-2 (1),Incident Response Training | Simulated Events,High,manual,,,,,,,0
IR-2 (2),Incident Response Training | Automated Training Environments,High,manual,,,,,,,0
IR-3,Incident Response Testing,High,manual,,,,,,,0
IR-3 (2),Incident Response Testing | Coordination with Related Plans,High,manual,,,,,,,0
IR-4,Incident Handling,High,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,6
IR-4 (1),Incident Handling | Automated Incident Handling Processes,High,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,6
IR-4 (2),Incident Handling | Dynamic Reconfiguration,High,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,6
IR-4 (4),Incident Handling | Information Correlation,High,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,6
IR-4 (6),Incident Handling | Insider Threats,High,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,6
IR-4 (11),Incident Handling | Integrated Incident Response Team,High,automated,aws_guardduty_no_high_severity_findings,azure_security_center_no_high_severity_findings,gcp_security_command_center_no_high_severity_findings,oracle_cloud_guard_no_high_severity_findings,ibm_security_advisor_no_high_severity_findings,alicloud_threat_detection_no_high_severity_findings,6
IR-5,Incident Monitoring,High,manual,,,,,,,0
IR-5 (1),"Incident Monitoring | Automated Tracking, Data Collection, and Analysis",High,manual,,,,,,,0
IR-6,Incident Reporting,High,manual,,,,,,,0
IR-6 (1),Incident Reporting | Automated Reporting,High,manual,,,,,,,0
IR-6 (3),Incident Reporting | Supply Chain Coordination,High,manual,,,,,,,0
IR-7,Incident Response Assistance,High,manual,,,,,,,0
