csp,total_mapped_functions,total_needs_development
cis_oracle_oracle_1.16_0016,0001000,0000000
cis_oracle_oracle_1.17_0017,0001000,0000000
cis_oracle_oracle_1.1_0001,0001000,0000000
cis_oracle_oracle_1.2_0002,0001000,0000000
cis_oracle_oracle_1.3_0003,0001000,0000000
cis_oracle_oracle_1.4_0004,0001000,0000000
cis_oracle_oracle_1.5_0005,0001000,0000000
cis_oracle_oracle_1.6_0006,0001000,0000000
cis_oracle_oracle_1.7_0007,0001000,0000000
cis_oracle_oracle_1.8_0008,0001000,0000000
cis_oracle_oracle_1.9_0009,0001000,0000000
cis_oracle_oracle_2.1.2_0053,0001000,0000000
cis_oracle_oracle_2.1_0018,0001000,0000000
cis_oracle_oracle_2.2.1_0081,0001000,0000000
cis_oracle_oracle_2.2.2_0054,0001000,0000000
cis_oracle_oracle_2.2_0019,0001000,0000000
cis_oracle_oracle_2.3.1_0055,0001000,0000000
cis_oracle_oracle_2.3.2_0056,0000000,0001000
cis_oracle_oracle_2.3_0020,0001000,0000000
cis_oracle_oracle_2.4_0021,0001000,0000000
cis_oracle_oracle_2.5_0022,0001000,0000000
cis_oracle_oracle_2.6_0023,0001000,0000000
cis_oracle_oracle_2.7_0024,0001000,0000000
cis_oracle_oracle_2.8_0025,0001000,0000000
cis_oracle_oracle_3.1.1_0057,0000000,0001000
cis_oracle_oracle_3.1_0026,0001000,0000000
cis_oracle_oracle_3.2.10_0070,0000000,0001000
cis_oracle_oracle_3.2.11_0071,0000000,0001000
cis_oracle_oracle_3.2.12_0072,0001000,0000000
cis_oracle_oracle_3.2.1_0061,0001000,0000000
cis_oracle_oracle_3.2.2_0062,0000000,0001000
cis_oracle_oracle_3.2.5_0065,0001000,0000000
cis_oracle_oracle_3.2_0027,0001000,0000000
cis_oracle_oracle_3.3_0028,0001000,0000000
cis_oracle_oracle_4.1.5_0074,0001000,0000000
cis_oracle_oracle_4.1.6_0075,0001000,0000000
cis_oracle_oracle_4.10_0037,0001000,0000000
cis_oracle_oracle_4.11_0038,0001000,0000000
cis_oracle_oracle_4.12_0039,0001000,0000000
cis_oracle_oracle_4.13_0040,0001000,0000000
cis_oracle_oracle_4.14_0041,0001000,0000000
cis_oracle_oracle_4.15_0042,0001000,0000000
cis_oracle_oracle_4.16_0043,0001000,0000000
cis_oracle_oracle_4.17_0044,0001000,0000000
cis_oracle_oracle_4.18_0045,0001000,0000000
cis_oracle_oracle_4.1_0029,0001000,0000000
cis_oracle_oracle_4.3.2_0077,0001000,0000000
cis_oracle_oracle_4.3_0030,0001000,0000000
cis_oracle_oracle_4.4_0031,0001000,0000000
cis_oracle_oracle_4.5_0032,0001000,0000000
cis_oracle_oracle_4.6_0033,0001000,0000000
cis_oracle_oracle_4.7_0034,0001000,0000000
cis_oracle_oracle_4.8_0035,0001000,0000000
cis_oracle_oracle_4.9_0036,0001000,0000000
cis_oracle_oracle_5.1.1_0046,0001000,0000000
cis_oracle_oracle_5.1.2_0047,0001000,0000000
cis_oracle_oracle_5.1.3_0048,0001000,0000000
cis_oracle_oracle_5.2.1_0049,0001000,0000000
cis_oracle_oracle_5.2.2_0050,0001000,0000000
cis_oracle_oracle_5.3.1_0051,0001000,0000000
cis_oracle_oracle_5.4.2_0078,0001000,0000000
cis_oracle_oracle_5.4.3_0079,0001000,0000000
cis_oracle_oracle_5.4.4_0080,0000000,0001000
cis_oracle_oracle_6.2_0052,0001000,0000000
cisa_ce_v1_multi_cloud_Booting_Up-1_0009,60606011,1019260000
cisa_ce_v1_multi_cloud_Booting_Up-2_0010,45140109,69650000
cisa_ce_v1_multi_cloud_Booting_Up-3_0011,31704010,11560000
cisa_ce_v1_multi_cloud_Booting_Up-4_0012,341102011,1651460000
cisa_ce_v1_multi_cloud_Your_Data-1_0017,31605014,21411300000
cisa_ce_v1_multi_cloud_Your_Data-2_0018,42704015,11110240000
cisa_ce_v1_multi_cloud_Your_Data-3_0019,2040104,522140000
cisa_ce_v1_multi_cloud_Your_Data-4_0020,30403010,1015250000
cisa_ce_v1_multi_cloud_Your_Surroundings-1_0013,45140107,69650000
cisa_ce_v1_multi_cloud_Your_Surroundings-2_0014,77120109,6500000
cisa_ce_v1_multi_cloud_Your_Surroundings-3_0015,1280103,45600000
cisa_ce_v1_multi_cloud_Your_Surroundings-4_0016,3180103,5700000
cisa_ce_v1_multi_cloud_Your_Systems-1_0006,43603018,4020230000
cisa_ce_v1_multi_cloud_Your_Systems-2_0007,68160108,68800000
cisa_ce_v1_multi_cloud_Your_Systems-3_0008,2240207,4019240000
fedramp_moderate_multi_cloud_AC-17_0034,72606017,16219400000
fedramp_moderate_multi_cloud_AC-17_1_0035,72606017,16219400000
fedramp_moderate_multi_cloud_AC-17_2_0036,72606017,16219400000
fedramp_moderate_multi_cloud_AC-17_3_0037,72606017,16219400000
fedramp_moderate_multi_cloud_AC-17_4_0038,72606017,16219400000
fedramp_moderate_multi_cloud_AC-2_0002,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_11_0010,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_12_0011,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_13_0012,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_1_0003,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_2_0004,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_3_0005,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_4_0006,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_5_0007,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_7_0008,1220104,5110100000
fedramp_moderate_multi_cloud_AC-2_9_0009,1220104,5110100000
fedramp_moderate_multi_cloud_AC-5_0017,1170103,7116120000
fedramp_moderate_multi_cloud_AC-6_0018,2180106,7117120000
fedramp_moderate_multi_cloud_AU-12_0081,45509013,1438400000
fedramp_moderate_multi_cloud_AU-12_1_0082,45509013,1438400000
fedramp_moderate_multi_cloud_AU-12_3_0083,45509013,1438400000
fedramp_moderate_multi_cloud_AU-2_0058,45509013,1438400000
fedramp_moderate_multi_cloud_AU-3_0059,45509013,1438400000
fedramp_moderate_multi_cloud_AU-3_1_0060,45509013,1438400000
fedramp_moderate_multi_cloud_AU-6_0065,4040105,0200000
fedramp_moderate_multi_cloud_AU-8_0074,45509013,1438400000
fedramp_moderate_multi_cloud_AU-9_0075,3010103,1291210000
fedramp_moderate_multi_cloud_AU-9_2_0076,3010103,1291210000
fedramp_moderate_multi_cloud_AU-9_3_0077,3010103,1291210000
fedramp_moderate_multi_cloud_AU-9_4_0078,3010103,1291210000
fedramp_moderate_multi_cloud_CA-2_0085,1030106,531180000
fedramp_moderate_multi_cloud_CA-2_1_0086,1030106,531180000
fedramp_moderate_multi_cloud_CA-2_2_0087,1030106,531180000
fedramp_moderate_multi_cloud_CA-2_3_0088,1030106,531180000
fedramp_moderate_multi_cloud_CA-7_0093,43908028,21212300000
fedramp_moderate_multi_cloud_CA-7_1_0094,43908028,21212300000
fedramp_moderate_multi_cloud_CA-7_4_0095,43908028,21212300000
fedramp_moderate_multi_cloud_CA-9_0099,12204012,6811180000
fedramp_moderate_multi_cloud_CM-12_0131,1160103,4515160000
fedramp_moderate_multi_cloud_CM-12_1_0132,1160103,4515160000
fedramp_moderate_multi_cloud_CM-2_0101,32404013,15221430000
fedramp_moderate_multi_cloud_CM-2_2_0102,32404013,15221430000
fedramp_moderate_multi_cloud_CM-2_3_0103,32404013,15221430000
fedramp_moderate_multi_cloud_CM-2_7_0104,32404013,15221430000
fedramp_moderate_multi_cloud_CM-3_0105,1110202,44790000
fedramp_moderate_multi_cloud_CM-3_1_0106,1110202,44790000
fedramp_moderate_multi_cloud_CM-3_2_0107,1110202,44790000
fedramp_moderate_multi_cloud_CM-3_4_0108,1110202,44790000
fedramp_moderate_multi_cloud_CM-3_6_0109,1110202,44790000
fedramp_moderate_multi_cloud_CM-6_0116,731009028,27339620000
fedramp_moderate_multi_cloud_CM-6_1_0117,731009028,27339620000
fedramp_moderate_multi_cloud_CM-6_2_0118,731009028,27339620000
fedramp_moderate_multi_cloud_CM-7_0119,0010103,1321100000
fedramp_moderate_multi_cloud_CM-7_1_0120,0010103,1321100000
fedramp_moderate_multi_cloud_CM-7_2_0121,0010103,1321100000
fedramp_moderate_multi_cloud_CM-7_5_0122,0010103,1321100000
fedramp_moderate_multi_cloud_CM-8_0123,1120205,3717270000
fedramp_moderate_multi_cloud_CM-8_1_0124,1120205,3717270000
fedramp_moderate_multi_cloud_CM-8_2_0125,1120205,3717270000
fedramp_moderate_multi_cloud_CM-8_3_0126,1120205,3717270000
fedramp_moderate_multi_cloud_CM-8_4_0127,1120205,3717270000
fedramp_moderate_multi_cloud_CM-9_0128,63908024,19629530000
fedramp_moderate_multi_cloud_CP-2_0135,1120204,83890000
fedramp_moderate_multi_cloud_CP-2_1_0136,1120204,83890000
fedramp_moderate_multi_cloud_CP-2_2_0137,1120204,83890000
fedramp_moderate_multi_cloud_CP-2_3_0138,1120204,83890000
fedramp_moderate_multi_cloud_CP-2_5_0139,1120204,83890000
fedramp_moderate_multi_cloud_CP-2_8_0140,1120204,83890000
fedramp_moderate_multi_cloud_CP-6_0146,41304012,11411300000
fedramp_moderate_multi_cloud_CP-6_1_0147,41304012,11411300000
fedramp_moderate_multi_cloud_CP-6_2_0148,41304012,11411300000
fedramp_moderate_multi_cloud_CP-6_3_0149,41304012,11411300000
fedramp_moderate_multi_cloud_CP-9_0160,1331109032,21027610000
fedramp_moderate_multi_cloud_CP-9_1_0161,1331109032,21027610000
fedramp_moderate_multi_cloud_CP-9_2_0162,1331109032,21027610000
fedramp_moderate_multi_cloud_CP-9_3_0163,1331109032,21027610000
fedramp_moderate_multi_cloud_CP-9_5_0164,1331109032,21027610000
fedramp_moderate_multi_cloud_CP-9_8_0165,1331109032,21027610000
fedramp_moderate_multi_cloud_IA-2_0170,54150108,72950000
fedramp_moderate_multi_cloud_IA-4_0178,2290106,7618210000
fedramp_moderate_multi_cloud_IA-4_4_0179,2290106,7618210000
fedramp_moderate_multi_cloud_IA-5_0180,1160103,4515160000
fedramp_moderate_multi_cloud_IA-5_13_0186,1160103,4515160000
fedramp_moderate_multi_cloud_IA-5_1_0181,1160103,4515160000
fedramp_moderate_multi_cloud_IA-5_2_0182,1160103,4515160000
fedramp_moderate_multi_cloud_IA-5_6_0183,1160103,4515160000
fedramp_moderate_multi_cloud_IA-5_7_0184,1160103,4515160000
fedramp_moderate_multi_cloud_IA-5_8_0185,1160103,4515160000
fedramp_moderate_multi_cloud_IR-4_0205,1020103,30110000
fedramp_moderate_multi_cloud_IR-4_11_0210,1020103,30110000
fedramp_moderate_multi_cloud_IR-4_1_0206,1020103,30110000
fedramp_moderate_multi_cloud_IR-4_2_0207,1020103,30110000
fedramp_moderate_multi_cloud_IR-4_4_0208,1020103,30110000
fedramp_moderate_multi_cloud_IR-4_6_0209,1020103,30110000
fedramp_moderate_multi_cloud_MA-4_0230,1160103,4515160000
fedramp_moderate_multi_cloud_MA-4_3_0231,1160103,4515160000
fedramp_moderate_multi_cloud_RA-1_0289,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_0293,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_11_0299,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_2_0294,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_3_0295,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_4_0296,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_5_0297,1010103,521170000
fedramp_moderate_multi_cloud_RA-5_8_0298,1010103,521170000
fedramp_moderate_multi_cloud_SC-12_0346,2020306,1043160000
fedramp_moderate_multi_cloud_SC-13_0348,53508018,19422390000
fedramp_moderate_multi_cloud_SC-22_0354,1120204,83890000
fedramp_moderate_multi_cloud_SC-28_0357,52404010,12511330000
fedramp_moderate_multi_cloud_SC-5_0331,1010103,521170000
fedramp_moderate_multi_cloud_SC-7_0332,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_10_0338,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_12_0339,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_18_0340,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_20_0341,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_21_0342,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_3_0333,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_4_0334,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_5_0335,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_7_0336,72606017,16219400000
fedramp_moderate_multi_cloud_SC-7_8_0337,72606017,16219400000
fedramp_moderate_multi_cloud_SC-8_0343,3660409,5110000
fedramp_moderate_multi_cloud_SI-16_0396,3040106,52300000
fedramp_moderate_multi_cloud_SI-2_0363,30504015,1717360000
fedramp_moderate_multi_cloud_SI-2_2_0364,30504015,1717360000
fedramp_moderate_multi_cloud_SI-2_3_0365,30504015,1717360000
fedramp_moderate_multi_cloud_SI-4_0367,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_10_0372,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_11_0373,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_12_0374,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_14_0375,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_16_0376,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_18_0377,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_19_0378,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_1_0368,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_20_0379,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_22_0380,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_23_0381,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_2_0369,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_4_0370,4020206,1382320000
fedramp_moderate_multi_cloud_SI-4_5_0371,4020206,1382320000
gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001,1600011065,289000000
gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002,400011023,259000000
gdpr_multi_cloud_Article_32_Security_of_processing_0003,1900018041,215000000
hipaa_multi_cloud_164_308_a_1_ii_a_0001,2000206,73000000
hipaa_multi_cloud_164_308_a_1_ii_b_0002,2800018065,340000000
hipaa_multi_cloud_164_308_a_1_ii_d_0003,700013029,259000000
hipaa_multi_cloud_164_308_a_3_i_0004,100007024,187000000
hipaa_multi_cloud_164_308_a_3_ii_a_0005,800011029,230000000
hipaa_multi_cloud_164_308_a_3_ii_b_0006,3000109,76000000
hipaa_multi_cloud_164_308_a_3_ii_c_0007,1000103,36000000
hipaa_multi_cloud_164_308_a_4_i_0008,1000103,71000000
hipaa_multi_cloud_164_308_a_4_ii_a_0009,1600018036,215000000
hipaa_multi_cloud_164_308_a_4_ii_b_0010,1000103,71000000
hipaa_multi_cloud_164_308_a_4_ii_c_0011,40002016,87000000
hipaa_multi_cloud_164_308_a_5_ii_b_0012,1000205,37000000
hipaa_multi_cloud_164_308_a_5_ii_c_0013,2000209,114000000
hipaa_multi_cloud_164_308_a_5_ii_d_0014,30001018,78000000
hipaa_multi_cloud_164_308_a_6_i_0015,30002017,185000000
hipaa_multi_cloud_164_308_a_6_ii_0016,500011029,215000000
hipaa_multi_cloud_164_308_a_7_i_0017,60005016,142000000
hipaa_multi_cloud_164_308_a_7_ii_a_0018,60005016,142000000
hipaa_multi_cloud_164_308_a_7_ii_b_0019,60005016,142000000
hipaa_multi_cloud_164_308_a_7_ii_c_0020,60005016,142000000
hipaa_multi_cloud_164_308_a_8_0021,1000106,53000000
hipaa_multi_cloud_164_312_a_1_0022,100008025,196000000
hipaa_multi_cloud_164_312_a_2_i_0023,30004010,158000000
hipaa_multi_cloud_164_312_a_2_ii_0024,50005015,114000000
hipaa_multi_cloud_164_312_a_2_iv_0025,1200014028,203000000
hipaa_multi_cloud_164_312_b_0026,800014029,223000000
hipaa_multi_cloud_164_312_c_1_0027,80004018,202000000
hipaa_multi_cloud_164_312_c_2_0028,80005021,274000000
hipaa_multi_cloud_164_312_d_0029,50001010,87000000
hipaa_multi_cloud_164_312_e_1_0030,50007021,195000000
hipaa_multi_cloud_164_312_e_2_i_0031,30007021,151000000
hipaa_multi_cloud_164_312_e_2_ii_0032,1200014029,200000000
iso27001_2022_multi_cloud_A.10.1_0001,4000409,173000000
iso27001_2022_multi_cloud_A.12.4_0002,70007038,230000000
iso27001_2022_multi_cloud_A.12.6_0003,90005014,225000000
iso27001_2022_multi_cloud_A.13.1_0004,70004013,167000000
iso27001_2022_multi_cloud_A.5.13_0009,8000509,6000000
iso27001_2022_multi_cloud_A.5.15_0011,6413012064,971910000
iso27001_2022_multi_cloud_A.5.16_0012,123019051,4536160001
iso27001_2022_multi_cloud_A.5.17_0013,4200409,692200000
iso27001_2022_multi_cloud_A.5.18_0014,121008024,711810000
iso27001_2022_multi_cloud_A.5.19_0015,209017034,5215220001
iso27001_2022_multi_cloud_A.5.1_0005,01905012,215220000
iso27001_2022_multi_cloud_A.5.21_0018,209017034,5215220001
iso27001_2022_multi_cloud_A.5.22_0019,120017048,453600001
iso27001_2022_multi_cloud_A.5.25_0022,209017035,5215220001
iso27001_2022_multi_cloud_A.5.26_0023,1000103,36000000
iso27001_2022_multi_cloud_A.5.28_0025,209017035,5215220001
iso27001_2022_multi_cloud_A.5.29_0026,209017035,5215220001
iso27001_2022_multi_cloud_A.5.2_0016,050013028,02600000
iso27001_2022_multi_cloud_A.5.3_0027,101001010,31010000
iso27001_2022_multi_cloud_A.5.5_0037,00902011,2110000
iso27001_2022_multi_cloud_A.5.6_0038,0090106,1010000
iso27001_2022_multi_cloud_A.5.7_0039,90004022,0900000
iso27001_2022_multi_cloud_A.8.10_0065,31103015,1024230000
iso27001_2022_multi_cloud_A.8.11_0066,2223037069,20311120000
iso27001_2022_multi_cloud_A.8.12_0067,225016035,6525390000
iso27001_2022_multi_cloud_A.8.13_0068,10002010,76010001
iso27001_2022_multi_cloud_A.8.14_0069,1952030085,16831120001
iso27001_2022_multi_cloud_A.8.15_0070,27220580111,28928280000
iso27001_2022_multi_cloud_A.8.16_0071,1207025088,2749330000
iso27001_2022_multi_cloud_A.8.1_0064,2035034043,23318340000
iso27001_2022_multi_cloud_A.8.20_0076,15350140104,27025340000
iso27001_2022_multi_cloud_A.8.21_0077,15330140100,27025330000
iso27001_2022_multi_cloud_A.8.22_0078,15330140100,27025330000
iso27001_2022_multi_cloud_A.8.23_0079,1000208,181000000
iso27001_2022_multi_cloud_A.8.24_0080,3342055086,21627210000
iso27001_2022_multi_cloud_A.8.27_0083,0000309,3000000
iso27001_2022_multi_cloud_A.8.2_0075,2313010041,1421810000
iso27001_2022_multi_cloud_A.8.3_0085,3312010028,1571910000
iso27001_2022_multi_cloud_A.8.4_0091,00006016,6000000
iso27001_2022_multi_cloud_A.8.5_0092,940013032,1513100000
iso27001_2022_multi_cloud_A.8.7_0094,209017034,5215220001
iso27001_2022_multi_cloud_A.8.9_0096,209017034,5215220001
iso27001_2022_multi_cloud_A.9.2_0097,60001031,97000000
iso27001_2022_multi_cloud_A.9.3_0098,40001022,89000000
iso27001_2022_multi_cloud_A.9.4_0099,60001031,97000000
metric,mapped_functionsmapped_functionsmapped_functionsmapped_functionsmapped_functionsmapped_functionsmapped_functions,needs_developmentneeds_developmentneeds_developmentneeds_developmentneeds_developmentneeds_developmentneeds_development
nist_800_171_r2_multi_cloud_3_11_2_3.11.2_Scan_for_vulnerabilities_in_organiz_0001,2000107,53000000
nist_800_171_r2_multi_cloud_3_11_3_3.11.3_Remediate_vulnerabilities_in_accord_0002,2000107,53000000
nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003,50005017,204000000
nist_800_171_r2_multi_cloud_3_13_11_3.13.11_Employ_FIPS-validated_cryptograph_0005,1100011023,200000000
nist_800_171_r2_multi_cloud_3_13_15_3.13.15_Protect_the_authenticity_of_commu_0006,0000103,65000000
nist_800_171_r2_multi_cloud_3_13_16_3.13.16_Protect_the_confidentiality_of_CU_0007,1000010020,199000000
nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004,1100017045,263000000
nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008,1400012045,296000000
nist_800_171_r2_multi_cloud_3_13_3_3.13.3_Separate_user_functionality_from_sy_0009,1000103,71000000
nist_800_171_r2_multi_cloud_3_13_4_3.13.4_Prevent_unauthorized_and_unintended_0010,0000100,0000000
nist_800_171_r2_multi_cloud_3_13_5_3.13.5_Implement_subnetworks_for_publicly_0011,1200010042,187000000
nist_800_171_r2_multi_cloud_3_13_6_3.13.6_Deny_network_communications_traffic_0012,1000105,151000000
nist_800_171_r2_multi_cloud_3_13_8_3.13.8_Implement_cryptographic_mechanisms_0013,20004012,82000000
nist_800_171_r2_multi_cloud_3_14_1_3.14.1_Identify_report_and_correct_syste_0014,1000106,53000000
nist_800_171_r2_multi_cloud_3_14_2_3.14.2_Provide_protection_from_malicious_c_0015,20003011,77000000
nist_800_171_r2_multi_cloud_3_14_3_3.14.3_Monitor_system_security_alerts_and_0016,1000209,54000000
nist_800_171_r2_multi_cloud_3_14_4_3.14.4_Update_malicious_code_protection_me_0017,1000103,52000000
nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018,400010021,216000000
nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019,400010021,216000000
nist_800_171_r2_multi_cloud_3_1_12_3.1.12_Monitor_and_control_remote_access_s_0021,40009018,144000000
nist_800_171_r2_multi_cloud_3_1_13_3.1.13_Employ_cryptographic_mechanisms_to_0022,1000206,66000000
nist_800_171_r2_multi_cloud_3_1_14_3.1.14_Route_remote_access_via_managed_acc_0023,110007028,198000000
nist_800_171_r2_multi_cloud_3_1_1_3.1.1_Limit_system_access_to_authorized_use_0020,180009046,203000000
nist_800_171_r2_multi_cloud_3_1_20_3.1.20_Verify_and_control_limit_connection_0025,30002011,166000000
nist_800_171_r2_multi_cloud_3_1_2_3.1.2_Limit_system_access_to_the_types_of_t_0024,180009046,203000000
nist_800_171_r2_multi_cloud_3_1_3_3.1.3_Control_the_flow_of_CUI_in_accordance_0026,110008030,171000000
nist_800_171_r2_multi_cloud_3_1_4_3.1.4_Separate_the_duties_of_individuals_to_0027,3000109,76000000
nist_800_171_r2_multi_cloud_3_1_5_3.1.5_Employ_the_principle_of_least_privile_0028,3000109,76000000
nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029,2000105,76000000
nist_800_171_r2_multi_cloud_3_1_7_3.1.7_Prevent_non-privileged_users_from_exe_0030,2000105,76000000
nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031,500012025,218000000
nist_800_171_r2_multi_cloud_3_3_2_3.3.2_Ensure_that_the_actions_of_individual_0032,40008015,143000000
nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033,30008015,210000000
nist_800_171_r2_multi_cloud_3_3_4_3.3.4_Alert_in_the_event_of_an_audit_loggin_0034,1000106,53000000
nist_800_171_r2_multi_cloud_3_3_5_3.3.5_Correlate_audit_record_review_analys_0035,2000209,130000000
nist_800_171_r2_multi_cloud_3_3_8_3.3.8_Protect_audit_information_and_audit_l_0036,80004020,227000000
nist_800_171_r2_multi_cloud_3_4_1_3.4.1_Establish_and_maintain_baseline_confi_0037,40004017,220000000
nist_800_171_r2_multi_cloud_3_4_2_3.4.2_Establish_and_enforce_security_config_0038,2000207,57000000
nist_800_171_r2_multi_cloud_3_4_6_3.4.6_Employ_the_principle_of_least_functio_0039,90007030,193000000
nist_800_171_r2_multi_cloud_3_4_7_3.4.7_Restrict_disable_or_prevent_the_use_0040,2000108,152000000
nist_800_171_r2_multi_cloud_3_4_9_3.4.9_Control_and_monitor_user-installed_so_0041,1000205,37000000
nist_800_171_r2_multi_cloud_3_5_10_3.5.10_Store_and_transmit_only_cryptograph_0042,40005016,135000000
nist_800_171_r2_multi_cloud_3_5_2_3.5.2_Authenticate_or_verify_the_identiti_0043,4000105,69000000
nist_800_171_r2_multi_cloud_3_5_3_3.5.3_Use_multifactor_authentication_for_lo_0044,4000107,69000000
nist_800_171_r2_multi_cloud_3_5_5_3.5.5_Prevent_reuse_of_identifiers_for_a_de_0045,1000106,55000000
nist_800_171_r2_multi_cloud_3_5_6_3.5.6_Disable_identifiers_after_a_defined_p_0046,20001010,71000000
nist_800_171_r2_multi_cloud_3_5_7_3.5.7_Enforce_a_minimum_password_complexity_0047,20001018,78000000
nist_800_171_r2_multi_cloud_3_5_8_3.5.8_Prohibit_password_reuse_for_a_specifi_0048,20001010,71000000
nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049,60008027,219000000
nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050,60008027,219000000
nist_800_53_rev5_multi_cloud_AC-16-b_0135,1010103,821160000
nist_800_53_rev5_multi_cloud_AC-17-b_0152,72606017,16219400000
nist_800_53_rev5_multi_cloud_AC-17_10_0141,72606017,16219400000
nist_800_53_rev5_multi_cloud_AC-17_10_0142,72606017,16219400000
nist_800_53_rev5_multi_cloud_AC-17_1_0140,72606017,16219400000
nist_800_53_rev5_multi_cloud_AC-17_2_0143,1220309,6710170000
nist_800_53_rev5_multi_cloud_AC-17_9_0150,72606017,16219400000
nist_800_53_rev5_multi_cloud_AC-2-g_0023,1220104,5110100000
nist_800_53_rev5_multi_cloud_AC-2-j_0026,1220104,5110100000
nist_800_53_rev5_multi_cloud_AC-24_1_0187,12204012,6811180000
nist_800_53_rev5_multi_cloud_AC-24_2_0188,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-2_1_0004,572101020,9220210000
nist_800_53_rev5_multi_cloud_AC-2_3_0010,2370107,5917190000
nist_800_53_rev5_multi_cloud_AC-2_4_0011,4340709,1428390000
nist_800_53_rev5_multi_cloud_AC-2_6_0013,661703023,18923370000
nist_800_53_rev5_multi_cloud_AC-3_10_0031,4340709,1428390000
nist_800_53_rev5_multi_cloud_AC-3_11_0032,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_12_0033,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_13_0034,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_14_0035,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_15_0036,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_15_0037,551503024,18824390000
nist_800_53_rev5_multi_cloud_AC-3_1_0029,4340709,1428390000
nist_800_53_rev5_multi_cloud_AC-3_1_0030,4340709,1428390000
nist_800_53_rev5_multi_cloud_AC-3_2_0038,43130107,69950000
nist_800_53_rev5_multi_cloud_AC-3_2_0039,43130107,69950000
nist_800_53_rev5_multi_cloud_AC-3_3_0040,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_3_0041,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_3_0042,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_3_0043,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_3_0044,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_3_0045,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_4_0046,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_4_0047,582102021,16720210000
nist_800_53_rev5_multi_cloud_AC-3_4_0048,582102021,16720210000
