id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.12,cis-k8s-k8s120-v101-1-1-12,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the etcd data directory ownership is set to etcd:etcd,Ensure that the etcd data directory ownership is set to etcd:etcd .,etcd is a highly-available key-value store used by Kubernetes deployments for persistent storage of all of its REST API objects. This data directory should be protected from any unauthorized reads or writes. It should be owned by etcd:etcd .,"On the etcd server node, get the etcd data directory, passed as an argument --data- dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, stat -c %U:%G /var/lib/etcd Verify that the ownership is set to etcd:etcd .","On the etcd server node, get the etcd data directory, passed as an argument --data- dir , from the below command: ps -ef | grep etcd Run the below command (based on the etcd data directory found above). For example, chown etcd:etcd /var/lib/etcd",• Level 1 - Master Node,None,1. https://coreos.com/etcd/docs/latest/op-guide/configuration.html#data-dir 2. https://kubernetes.io/docs/admin/etcd/,1 Section,Automated,"By default, etcd data directory ownership is set to etcd:etcd .",,Manual,HIGH,,"The task involves verifying and potentially modifying the file system ownership of the etcd data directory, which is not directly accessible or manageable through Kubernetes APIs or kubectl commands. This requires direct interaction with the server hosting etcd, typically through SSH, to execute system-level commands. Both AI opinions acknowledge the need for manual intervention, with the second opinion suggesting potential automation through external tools, but not through Kubernetes-native capabilities.",,"1. SSH into the etcd server node. 2. Execute `ps -ef | grep etcd` to identify the etcd process and locate the data directory specified by the `--data-dir` argument. 3. Use `stat -c %U:%G /path/to/etcd/data-directory` to check the ownership of the etcd data directory. 4. Verify that the output is `etcd:etcd`. 5. If the ownership is incorrect, correct it by running `chown etcd:etcd /path/to/etcd/data-directory`.",Yes,2025-11-02T18:01:18.270554,Manual,HIGH,,"The task involves verifying and potentially modifying the file system ownership of the etcd data directory, which is not directly accessible or manageable through Kubernetes APIs or kubectl commands. This requires direct interaction with the server hosting etcd, typically through SSH, to execute system-level commands. Both AI opinions acknowledge the need for manual intervention, with the second opinion suggesting potential automation through external tools, but not through Kubernetes-native capabilities.",,"1. SSH into the etcd server node. 2. Execute `ps -ef | grep etcd` to identify the etcd process and locate the data directory specified by the `--data-dir` argument. 3. Use `stat -c %U:%G /path/to/etcd/data-directory` to check the ownership of the etcd data directory. 4. Verify that the output is `etcd:etcd`. 5. If the ownership is incorrect, correct it by running `chown etcd:etcd /path/to/etcd/data-directory`.",Yes,2025-11-02T18:01:18.270554
1.1.13,cis-k8s-k8s120-v101-1-1-13,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the admin.conf file permissions are set to 600 or more restrictive,Ensure that the admin.conf file has permissions of 600 or more restrictive.,The admin.conf is the administrator kubeconfig file defining various settings for the administration of the cluster. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the following command (based on the file location on your system) on the master node. For example, stat -c %a /etc/kubernetes/admin.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the master node. For example, chmod 600 /etc/kubernetes/admin.conf",• Level 1 - Master Node,None.,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/,1 Section,Automated,"By default, admin.conf has permissions of 640 .",,Manual,HIGH,,"The task of verifying file permissions for `admin.conf` requires direct access to the file system on the master node, which is not directly accessible through Kubernetes APIs or `kubectl` commands. The use of `kubectl exec` to check file permissions is not ideal as it assumes the file is accessible from a pod, which may not be the case in secure environments. Therefore, a manual approach using SSH or direct access to the node is necessary to ensure accurate verification.",,"1. SSH into the master node where the `admin.conf` file is located. 2. Run the command `stat -c %a /etc/kubernetes/admin.conf` to check the file permissions. 3. Verify that the output is `600` or more restrictive (e.g., `400`, `500`). 4. If the permissions are not compliant, run `chmod 600 /etc/kubernetes/admin.conf` to correct them. 5. Document the verification process and any changes made for compliance records.",Yes,2025-11-02T18:25:30.816978,Manual,HIGH,,"The task of verifying file permissions for `admin.conf` requires direct access to the file system on the master node, which is not directly accessible through Kubernetes APIs or `kubectl` commands. The use of `kubectl exec` to check file permissions is not ideal as it assumes the file is accessible from a pod, which may not be the case in secure environments. Therefore, a manual approach using SSH or direct access to the node is necessary to ensure accurate verification.",,"1. SSH into the master node where the `admin.conf` file is located. 2. Run the command `stat -c %a /etc/kubernetes/admin.conf` to check the file permissions. 3. Verify that the output is `600` or more restrictive (e.g., `400`, `500`). 4. If the permissions are not compliant, run `chmod 600 /etc/kubernetes/admin.conf` to correct them. 5. Document the verification process and any changes made for compliance records.",Yes,2025-11-02T18:25:30.816978
1.1.14,cis-k8s-k8s120-v101-1-1-14,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the admin.conf file ownership is set to root:root,Ensure that the admin.conf file ownership is set to root:root .,The admin.conf file contains the admin credentials for the cluster. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root.,"Run the below command (based on the file location on your system) on the master node. For example, stat -c %U:%G /etc/kubernetes/admin.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the master node. For example, chown root:root /etc/kubernetes/admin.conf",• Level 1 - Master Node,None.,1. https://kubernetes.io/docs/admin/kubeadm/,1 Section,Automated,"By default, admin.conf file ownership is set to root:root .",,Manual,HIGH,,"The task of verifying and setting the ownership of the `admin.conf` file to `root:root` requires direct access to the node's file system, which is outside the scope of Kubernetes API capabilities. The use of `kubectl exec` to perform this check is not reliable or secure, as it assumes a pod has access to the host's file system, which is not standard practice. Therefore, this compliance check should be performed manually on the node itself.",,"1. Log in to the master node where the Kubernetes control plane is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/admin.conf` to check the current ownership of the `admin.conf` file. 3. Verify that the output of the command is `root:root`. This confirms the file ownership is correctly set. 4. If the ownership is not `root:root`, execute the command `chown root:root /etc/kubernetes/admin.conf` to correct it. 5. Re-run the `stat` command to ensure the ownership change was successful.",Yes,2025-11-02T19:07:04.504897,Manual,HIGH,,"The task of verifying and setting the ownership of the `admin.conf` file to `root:root` requires direct access to the node's file system, which is outside the scope of Kubernetes API capabilities. The use of `kubectl exec` to perform this check is not reliable or secure, as it assumes a pod has access to the host's file system, which is not standard practice. Therefore, this compliance check should be performed manually on the node itself.",,"1. Log in to the master node where the Kubernetes control plane is running. 2. Execute the command `stat -c %U:%G /etc/kubernetes/admin.conf` to check the current ownership of the `admin.conf` file. 3. Verify that the output of the command is `root:root`. This confirms the file ownership is correctly set. 4. If the ownership is not `root:root`, execute the command `chown root:root /etc/kubernetes/admin.conf` to correct it. 5. Re-run the `stat` command to ensure the ownership change was successful.",Yes,2025-11-02T19:07:04.504897
1.1.15,cis-k8s-k8s120-v101-1-1-15,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the scheduler.conf file permissions are set to 600 or more restrictive,Ensure that the scheduler.conf file has permissions of 600 or more restrictive.,The scheduler.conf file is the kubeconfig file for the Scheduler. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the following command (based on the file location on your system) on the master node. For example, stat -c %a /etc/kubernetes/scheduler.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the master node. For example, chmod 600 /etc/kubernetes/scheduler.conf",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/,1 Section,Automated,"By default, scheduler.conf has permissions of 640 .",,Manual,HIGH,,"The compliance control involves checking and setting file permissions on the host operating system, which is outside the scope of Kubernetes APIs and cannot be directly automated using Kubernetes tools like `kubectl`. Both AI opinions acknowledge the need for manual intervention or external automation tools, but since this task involves direct file system access, it is best handled manually to ensure accuracy and security.",,"1. SSH into the master node where the Kubernetes scheduler is running. 2. Execute the command: `stat -c %a /etc/kubernetes/scheduler.conf` to check the current file permissions. 3. Verify that the output shows the permissions set to `600` or more restrictive (e.g., `400`). 4. If the permissions are not correct, run the command: `chmod 600 /etc/kubernetes/scheduler.conf` to set the correct permissions. 5. Confirm compliance by re-running the `stat -c %a /etc/kubernetes/scheduler.conf` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T18:20:08.892635,Manual,HIGH,,"The compliance control involves checking and setting file permissions on the host operating system, which is outside the scope of Kubernetes APIs and cannot be directly automated using Kubernetes tools like `kubectl`. Both AI opinions acknowledge the need for manual intervention or external automation tools, but since this task involves direct file system access, it is best handled manually to ensure accuracy and security.",,"1. SSH into the master node where the Kubernetes scheduler is running. 2. Execute the command: `stat -c %a /etc/kubernetes/scheduler.conf` to check the current file permissions. 3. Verify that the output shows the permissions set to `600` or more restrictive (e.g., `400`). 4. If the permissions are not correct, run the command: `chmod 600 /etc/kubernetes/scheduler.conf` to set the correct permissions. 5. Confirm compliance by re-running the `stat -c %a /etc/kubernetes/scheduler.conf` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T18:20:08.892635
1.1.16,cis-k8s-k8s120-v101-1-1-16,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the scheduler.conf file ownership is set to root:root,Ensure that the scheduler.conf file ownership is set to root:root .,The scheduler.conf file is the kubeconfig file for the Scheduler. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the master node. For example, stat -c %U:%G /etc/kubernetes/scheduler.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the master node. For example, chown root:root /etc/kubernetes/scheduler.conf",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kubeadm/,1 Section,Automated,"By default, scheduler.conf file ownership is set to root:root .",,Manual,HIGH,,"The compliance control requires checking the file ownership of `scheduler.conf`, which is a file system operation on the host where the Kubernetes scheduler is running. This task cannot be directly automated through Kubernetes APIs or `kubectl` as it involves host-level file permissions, not a Kubernetes resource. Both AI opinions agree that the current method is manual, and while automation is suggested, it would require external tools like Ansible, not native Kubernetes capabilities.",,"1. SSH into the master node where the Kubernetes scheduler is running. 2. Run the command: `stat -c %U:%G /etc/kubernetes/scheduler.conf`. 3. Verify that the output shows `root:root`. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/scheduler.conf` to correct it.",Yes,2025-11-02T17:53:37.255625,Manual,HIGH,,"The compliance control requires checking the file ownership of `scheduler.conf`, which is a file system operation on the host where the Kubernetes scheduler is running. This task cannot be directly automated through Kubernetes APIs or `kubectl` as it involves host-level file permissions, not a Kubernetes resource. Both AI opinions agree that the current method is manual, and while automation is suggested, it would require external tools like Ansible, not native Kubernetes capabilities.",,"1. SSH into the master node where the Kubernetes scheduler is running. 2. Run the command: `stat -c %U:%G /etc/kubernetes/scheduler.conf`. 3. Verify that the output shows `root:root`. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/scheduler.conf` to correct it.",Yes,2025-11-02T17:53:37.255625
1.1.17,cis-k8s-k8s120-v101-1-1-17,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the controller-manager.conf file permissions are set to 600 or more restrictive,Ensure that the controller-manager.conf file has permissions of 600 or more restrictive.,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should restrict its file permissions to maintain the integrity of the file. The file should be writable by only the administrators on the system.,"Run the following command (based on the file location on your system) on the master node. For example, stat -c %a /etc/kubernetes/controller-manager.conf Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the master node. For example, chmod 600 /etc/kubernetes/controller-manager.conf",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,1 Section,Automated,"By default, controller-manager.conf has permissions of 640 .",,Manual,HIGH,,"The compliance control requires checking and setting file permissions on the host operating system, which is outside the scope of Kubernetes APIs and cannot be directly managed via `kubectl` or other Kubernetes-native tools. While automation could be achieved using external configuration management tools like Ansible, Puppet, or Chef, these are not Kubernetes-native solutions. Therefore, the most straightforward and direct approach remains manual verification and remediation.",,"1. SSH into the master node where the Kubernetes controller manager is running. 2. Run the command: `stat -c %a /etc/kubernetes/controller-manager.conf`. 3. Verify that the output shows permissions of `600` or more restrictive (e.g., `600`, `400`). 4. If the permissions are not `600` or more restrictive, run the command: `chmod 600 /etc/kubernetes/controller-manager.conf` to set the correct permissions. 5. Confirm compliance by re-running the `stat -c %a /etc/kubernetes/controller-manager.conf` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T18:37:22.960839,Manual,HIGH,,"The compliance control requires checking and setting file permissions on the host operating system, which is outside the scope of Kubernetes APIs and cannot be directly managed via `kubectl` or other Kubernetes-native tools. While automation could be achieved using external configuration management tools like Ansible, Puppet, or Chef, these are not Kubernetes-native solutions. Therefore, the most straightforward and direct approach remains manual verification and remediation.",,"1. SSH into the master node where the Kubernetes controller manager is running. 2. Run the command: `stat -c %a /etc/kubernetes/controller-manager.conf`. 3. Verify that the output shows permissions of `600` or more restrictive (e.g., `600`, `400`). 4. If the permissions are not `600` or more restrictive, run the command: `chmod 600 /etc/kubernetes/controller-manager.conf` to set the correct permissions. 5. Confirm compliance by re-running the `stat -c %a /etc/kubernetes/controller-manager.conf` command to ensure the permissions have been updated correctly.",Yes,2025-11-02T18:37:22.960839
1.1.18,cis-k8s-k8s120-v101-1-1-18,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the controller-manager.conf file ownership is set to root:root,Ensure that the controller-manager.conf file ownership is set to root:root .,The controller-manager.conf file is the kubeconfig file for the Controller Manager. You should set its file ownership to maintain the integrity of the file. The file should be owned by root:root .,"Run the below command (based on the file location on your system) on the master node. For example, stat -c %U:%G /etc/kubernetes/controller-manager.conf Verify that the ownership is set to root:root .","Run the below command (based on the file location on your system) on the master node. For example, chown root:root /etc/kubernetes/controller-manager.conf",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-controller-manager/,1 Section,Automated,"By default, controller-manager.conf file ownership is set to root:root .",,Manual,HIGH,,"The task of verifying and setting file ownership for the `controller-manager.conf` file requires direct access to the file system, which is not something that can be managed or verified through Kubernetes APIs or kubectl. This necessitates a manual approach, as it involves SSH access to the master node to execute file system commands. While automation tools like Ansible or Puppet can be used, they are not part of Kubernetes native capabilities.",,"1. SSH into the master node where the Kubernetes controller manager is running. 2. Run the command: `stat -c %U:%G /etc/kubernetes/controller-manager.conf` 3. Verify that the output shows `root:root`. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/controller-manager.conf` to correct the ownership.",Yes,2025-11-02T19:06:17.636133,Manual,HIGH,,"The task of verifying and setting file ownership for the `controller-manager.conf` file requires direct access to the file system, which is not something that can be managed or verified through Kubernetes APIs or kubectl. This necessitates a manual approach, as it involves SSH access to the master node to execute file system commands. While automation tools like Ansible or Puppet can be used, they are not part of Kubernetes native capabilities.",,"1. SSH into the master node where the Kubernetes controller manager is running. 2. Run the command: `stat -c %U:%G /etc/kubernetes/controller-manager.conf` 3. Verify that the output shows `root:root`. 4. If the ownership is not set to `root:root`, run the command: `chown root:root /etc/kubernetes/controller-manager.conf` to correct the ownership.",Yes,2025-11-02T19:06:17.636133
1.1.19,cis-k8s-k8s120-v101-1-1-19,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the Kubernetes PKI directory and file ownership is set to root:root,Ensure that the Kubernetes PKI directory and file ownership is set to root:root .,Kubernetes makes use of a number of certificates as part of its operation. You should set the ownership of the directory containing the PKI information and all files in that directory to maintain their integrity. The directory and files should be owned by root:root .,"Run the below command (based on the file location on your system) on the master node. For example, ls -laR /etc/kubernetes/pki/ Verify that the ownership of all files and directories in this hierarchy is set to root:root .","Run the below command (based on the file location on your system) on the master node. For example, chown -R root:root /etc/kubernetes/pki/",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, the /etc/kubernetes/pki/ directory and all of the files and directories contained within it, are set to be owned by the root user.",,Manual,HIGH,,"The task of verifying the ownership of the Kubernetes PKI directory and files requires access to the host filesystem, which is not guaranteed to be accessible via a pod in all Kubernetes environments. The reliance on a pod with the necessary permissions introduces variability and potential manual intervention, as not all clusters will have such a pod configured. Therefore, a manual approach is more reliable for ensuring compliance across different environments.",,"1. Log into the master node of your Kubernetes cluster. 2. Run the command `ls -laR /etc/kubernetes/pki/` to list all files and directories recursively within the PKI directory. 3. Verify that the ownership of all files and directories is set to `root:root`. 4. If any file or directory is not owned by `root:root`, use the command `chown -R root:root /etc/kubernetes/pki/` to correct the ownership. 5. Confirm compliance by re-running the `ls -laR /etc/kubernetes/pki/` command and ensuring all entries are owned by `root:root`.",Yes,2025-11-02T18:35:44.923641,Manual,HIGH,,"The task of verifying the ownership of the Kubernetes PKI directory and files requires access to the host filesystem, which is not guaranteed to be accessible via a pod in all Kubernetes environments. The reliance on a pod with the necessary permissions introduces variability and potential manual intervention, as not all clusters will have such a pod configured. Therefore, a manual approach is more reliable for ensuring compliance across different environments.",,"1. Log into the master node of your Kubernetes cluster. 2. Run the command `ls -laR /etc/kubernetes/pki/` to list all files and directories recursively within the PKI directory. 3. Verify that the ownership of all files and directories is set to `root:root`. 4. If any file or directory is not owned by `root:root`, use the command `chown -R root:root /etc/kubernetes/pki/` to correct the ownership. 5. Confirm compliance by re-running the `ls -laR /etc/kubernetes/pki/` command and ensuring all entries are owned by `root:root`.",Yes,2025-11-02T18:35:44.923641
1.1.20,cis-k8s-k8s120-v101-1-1-20,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the Kubernetes PKI certificate file permissions are set to 600 or more restrictive,Ensure that Kubernetes PKI certificate files have permissions of 600 or more restrictive.,Kubernetes makes use of a number of certificate files as part of the operation of its components. The permissions on these files should be set to 600 or more restrictive to protect their integrity.,"Run the below command (based on the file location on your system) on the master node. For example, ls -laR /etc/kubernetes/pki/*.crt Verify that the permissions are 600 or more restrictive.","Run the below command (based on the file location on your system) on the master node. For example, chmod -R 600 /etc/kubernetes/pki/*.crt",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Manual,"By default, the certificates used by Kubernetes are set to have permissions of 644",,Manual,HIGH,,"The task involves checking file permissions on the host filesystem, which is outside the scope of Kubernetes API capabilities. Kubernetes CLI tools like `kubectl` do not manage or inspect file system permissions directly, making this a host-level operation that requires manual inspection or the use of external automation tools not specific to Kubernetes.",,"1. SSH into the master node where the Kubernetes control plane is running. 2. Execute the command: `ls -la /etc/kubernetes/pki/*.crt` to list the permissions of the certificate files. 3. Verify that the permissions for each certificate file are set to `600` or more restrictive (e.g., `400`). 4. Ensure that the output shows `-rw-------` (for `600`) or `-r--------` (for `400`) for all relevant certificate files. If any file shows `-rw-r--r--` (for `644`), it is non-compliant.",Yes,2025-11-02T17:57:42.076194,Manual,HIGH,,"The task involves checking file permissions on the host filesystem, which is outside the scope of Kubernetes API capabilities. Kubernetes CLI tools like `kubectl` do not manage or inspect file system permissions directly, making this a host-level operation that requires manual inspection or the use of external automation tools not specific to Kubernetes.",,"1. SSH into the master node where the Kubernetes control plane is running. 2. Execute the command: `ls -la /etc/kubernetes/pki/*.crt` to list the permissions of the certificate files. 3. Verify that the permissions for each certificate file are set to `600` or more restrictive (e.g., `400`). 4. Ensure that the output shows `-rw-------` (for `600`) or `-r--------` (for `400`) for all relevant certificate files. If any file shows `-rw-r--r--` (for `644`), it is non-compliant.",Yes,2025-11-02T17:57:42.076194
1.1.21,cis-k8s-k8s120-v101-1-1-21,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the Kubernetes PKI key file permissions are set to 600,Ensure that Kubernetes PKI key files have permissions of 600 .,Kubernetes makes use of a number of key files as part of the operation of its components. The permissions on these files should be set to 600 to protect their integrity and confidentiality.,"Run the below command (based on the file location on your system) on the master node. For example, ls -laR /etc/kubernetes/pki/*.key Verify that the permissions are 600 .","Run the below command (based on the file location on your system) on the master node. For example, chmod -R 600 /etc/kubernetes/pki/*.key",• Level 1 - Master Node,None,1. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Manual,"By default, the keys used by Kubernetes are set to have permissions of 600",,Manual,HIGH,,"The task of verifying and setting file permissions on Kubernetes PKI key files requires direct access to the host filesystem, which is not manageable through Kubernetes APIs or kubectl commands. Both AI opinions recognize the necessity of manual intervention or external automation tools like Ansible, but since the task involves filesystem permissions, it inherently requires SSH access to the nodes for verification and remediation.",,"1. SSH into the master node where Kubernetes is running. 2. Execute the command: `ls -laR /etc/kubernetes/pki/*.key` to list the permissions of the key files. 3. Verify that each key file has permissions set to `-rw-------` (600). 4. If any key file does not have the correct permissions, note the file and its current permissions. 5. To remediate, execute the command: `chmod -R 600 /etc/kubernetes/pki/*.key` to set the correct permissions on all key files.",Yes,2025-11-02T18:36:42.131515,Manual,HIGH,,"The task of verifying and setting file permissions on Kubernetes PKI key files requires direct access to the host filesystem, which is not manageable through Kubernetes APIs or kubectl commands. Both AI opinions recognize the necessity of manual intervention or external automation tools like Ansible, but since the task involves filesystem permissions, it inherently requires SSH access to the nodes for verification and remediation.",,"1. SSH into the master node where Kubernetes is running. 2. Execute the command: `ls -laR /etc/kubernetes/pki/*.key` to list the permissions of the key files. 3. Verify that each key file has permissions set to `-rw-------` (600). 4. If any key file does not have the correct permissions, note the file and its current permissions. 5. To remediate, execute the command: `chmod -R 600 /etc/kubernetes/pki/*.key` to set the correct permissions on all key files.",Yes,2025-11-02T18:36:42.131515
1.2.1,cis-k8s-k8s120-v101-1-2-1,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the --anonymous-auth argument is set to false,Disable anonymous requests to the API server.,"When enabled, requests that are not rejected by other configured authentication methods are treated as anonymous requests. These requests are then served by the API server. You should rely on authentication to authorize access and disallow anonymous requests. If you are using RBAC authorization, it is generally considered reasonable to allow anonymous access to the API Server for health checks and discovery purposes, and hence this recommendation is not scored. However, you should consider whether anonymous discovery is an acceptable risk for your purposes.",Run the following command on the master node: ps -ef | grep kube-apiserver Verify that the --anonymous-auth argument is set to false .,Edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the master node and set the below parameter. --anonymous-auth=false,• Level 1 - Master Node,Anonymous requests will be rejected.,1. https://kubernetes.io/docs/admin/kube-apiserver/ 2. https://kubernetes.io/docs/admin/authentication/#anonymous-requests,1 Section,Manual,"By default, anonymous access is enabled.",,Automated,HIGH,k8s_api_server_anonymous_auth_disabled,"The compliance control can be effectively verified using Kubernetes CLI commands to check the API server's configuration. Both AI opinions suggest that automation is feasible, with the first opinion providing a clear method using `kubectl` to extract command-line arguments. Although the second opinion raises concerns about configuration files, the primary method of deployment for the API server in Kubernetes environments is as a pod, making the automated approach using `kubectl` appropriate and reliable.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Command-line arguments of the API server pod - Pass Criteria: The output includes `--anonymous-auth=false` - Fail Criteria: The output does not include `--anonymous-auth=false` or includes `--anonymous-auth=true`,,Yes,2025-11-02T18:37:06.284705,Automated,HIGH,k8s_api_server_anonymous_auth_disabled,"The compliance control can be effectively verified using Kubernetes CLI commands to check the API server's configuration. Both AI opinions suggest that automation is feasible, with the first opinion providing a clear method using `kubectl` to extract command-line arguments. Although the second opinion raises concerns about configuration files, the primary method of deployment for the API server in Kubernetes environments is as a pod, making the automated approach using `kubectl` appropriate and reliable.",- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].command}'` - Properties to Check: Command-line arguments of the API server pod - Pass Criteria: The output includes `--anonymous-auth=false` - Fail Criteria: The output does not include `--anonymous-auth=false` or includes `--anonymous-auth=true`,,Yes,2025-11-02T18:37:06.284705
1.2.2,cis-k8s-k8s120-v101-1-2-2,CIS_Kubernetes_V1.20_Benchmark_v1.0.1_PDF_,Ensure that the --token-auth-file parameter is not set,Do not use token based authentication.,"The token-based authentication utilizes static tokens to authenticate requests to the apiserver. The tokens are stored in clear-text in a file on the apiserver, and cannot be revoked or rotated without restarting the apiserver. Hence, do not use static token-based authentication.",Run the following command on the master node: ps -ef | grep kube-apiserver Verify that the --token-auth-file argument does not exist.,"Follow the documentation and configure alternate mechanisms for authentication. Then, edit the API server pod specification file /etc/kubernetes/manifests/kube- apiserver.yaml on the master node and remove the --token-auth-file=<filename> parameter.",• Level 1 - Master Node,You will have to configure and use alternate authentication mechanisms such as certificates. Static token based authentication could not be used.,1. https://kubernetes.io/docs/admin/authentication/#static-token-file 2. https://kubernetes.io/docs/admin/kube-apiserver/,1 Section,Automated,"By default, --token-auth-file argument is not set.",,Automated,HIGH,k8s_api_server_token_auth_file_not_set,"The compliance control can be effectively checked using Kubernetes CLI tools, specifically `kubectl`, to verify the presence of the `--token-auth-file` parameter in the kube-apiserver's configuration. This approach is feasible in environments where the kube-apiserver is containerized and running as a pod, which is a common deployment model. The first AI opinion provided a valid method for this check, and while the second AI raised concerns about deployment variations, the automated approach remains applicable for the majority of standard Kubernetes setups.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--token-auth-file` argument in the kube-apiserver's arguments - Pass Criteria: The `--token-auth-file` argument is not present in the output - Fail Criteria: The `--token-auth-file` argument is present in the output, indicating non-compliance",,Yes,2025-11-02T18:50:19.784697,Automated,HIGH,k8s_api_server_token_auth_file_not_set,"The compliance control can be effectively checked using Kubernetes CLI tools, specifically `kubectl`, to verify the presence of the `--token-auth-file` parameter in the kube-apiserver's configuration. This approach is feasible in environments where the kube-apiserver is containerized and running as a pod, which is a common deployment model. The first AI opinion provided a valid method for this check, and while the second AI raised concerns about deployment variations, the automated approach remains applicable for the majority of standard Kubernetes setups.","- Kubernetes Resource/Service: Pods - API/CLI Method: `kubectl get pods -n kube-system -l component=kube-apiserver -o jsonpath='{.items[*].spec.containers[*].args}'` - Properties to Check: Presence of `--token-auth-file` argument in the kube-apiserver's arguments - Pass Criteria: The `--token-auth-file` argument is not present in the output - Fail Criteria: The `--token-auth-file` argument is present in the output, indicating non-compliance",,Yes,2025-11-02T18:50:19.784697
