id,title,program_name,final_confidence,automation_summary,source
5.5.1,Manage Kubernetes RBAC users with Azure AD,azure_aks_rbac_azure_ad_configuration_verified,HIGH,Resource: AKS Clusters | API: `az aks show`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
5.5.2,Use Azure RBAC for Kubernetes Authorization,azure_aks_node_account_security,HIGH,Resource: ** AKS Clusters | API: ** Azure CLI with `az aks nodepool list` and SSH command execution,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
,,azure_aks_cluster_security_configuration_check,HIGH,Resource: AKS Clusters | API: `az aks show`,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
2.1.1,Ensure 'Java version' is currently supported (if in use),azure_aks_control_plane_diagnostics_audit_logs_enabled,HIGH,Resource: ** AKS Clusters | API: ** `az aks show` and `az monitor diagnostic-settings list`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.2,Ensure 'Python version' is currently supported (if in use),azure_app_service_python_version_supported,HIGH,"Resource: ** Azure App Services | API: ** `az webapp list-runtimes`, `az webapp config show`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.3,Ensure 'PHP version' is currently supported (if in use),azure_app_service_php_version_compliance_check,HIGH,Resource: ** App Services | API: **,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.4,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_app_service_basic_auth_disabled,HIGH,Resource: ** App Services | API: ** `az webapp config show` and `az webapp config set`,
2.1.5,Ensure 'FTP State' is set to 'FTPS only' or 'Disabled',azure_app_service_ftp_state_verified,HIGH,Resource: App Services | API: az webapp config show,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.6,Ensure 'HTTP version' is set to '2.0' (if in use),azure_webapp_http_version_,HIGH,Resource: ** Web Apps | API: ** az webapp show,
2.1.7,Ensure 'HTTPS Only' is set to 'On',azure_appservice_https_only_enabled,HIGH,"Resource: ** App Services | API: ** `az webapp show`, `az webapp update`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.8,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,azure_app_service_minimum_tls_version_verified,HIGH,Resource: ** Azure App Services | API: ** `az webapp config show --resource-group <resource-group-name> --name <app-name>`,
2.1.9,Ensure end-to-end TLS encryption is enabled,azure_appservices_webapp_https_only,HIGH,Resource: ** App Services | API: ** `az webapp show`,
2.1.10,Ensure 'Remote debugging' is set to 'Off',azure_app_service_remote_debugging_disabled,HIGH,Resource: App Services | API: - Azure CLI: `az webapp config show --resource-group <resource_group_name> --name <app_name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.11,Ensure incoming client certificates are enabled and required (if in use),azure_appservice_incoming_client_certificates_enabled_required,HIGH,Resource: App Services | API: `az webapp show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.12,Ensure 'App Service authentication' is set to 'Enabled',azure_app_service_authentication_enabled,HIGH,Resource: App Services | API: `az webapp auth show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.13,Ensure managed identities are configured,azure_app_service_managed_identity_enabled,HIGH,Resource: ** App Service | API: **,
2.1.14,Ensure public network access is disabled,azure_app_service_public_network_access_disabled,HIGH,"Resource: ** App Services | API: ** `az webapp list --query ""[].{name:name, publicNetworkAccess:publicNetworkAccess}"" --output json`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.15,Ensure App Service plan SKU supports private endpoints,azure_app_service_plan_sku_supports_private_endpoints,HIGH,Resource: ** App Services | API: **,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.16,Ensure private endpoints are used to access App Service apps,azure_app_service_private_endpoint_enabled,HIGH,Resource: ** App Service | API: ** `az webapp show --resource-group <resource-group-name> --name <app-name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.17,Ensure private endpoints used to access App Service apps use private DNS zones,azure_app_service_private_endpoint_dns_validation,HIGH,"Resource: ** App Service Instances | API: ** `az webapp show --resource-group <resource-group-name> --name <app-name> --query ""privateEndpointConnections""`","1. https://learn.microsoft.com/en-us/azure/app-service/overview-private- endpoint#dns 2. https://learn.microsoft.com/en-us/azure/private-link/private-endpoint-dns CIS Controls: Controls Version Control IG 1 IG 2 IG 3 v8 12.2 Establish and Maintain a Secure Network Architecture Establish and maintain a secure network architecture. A secure network architecture must address segmentation, least privilege, and availability, at a minimum. ● ● v7 14.1 Segment the Network Based on Sensitivity Segment the network based on the label or classification level of the information stored on the servers, locate all sensitive information on separated Virtual Local Area Networks (VLANs). ● ●"
2.1.18,Ensure app is integrated with a virtual network,azure_app_service_vnet_integration_verified,HIGH,Resource: App Services | API: `az webapp show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.19,Ensure configuration is routed through the virtual network integration,azure_app_service_vnet_integration_configuration_check,HIGH,Resource: ** Azure App Services | API: ** `az webapp show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.20,Ensure all traffic is routed through the virtual network,azure_appservice_traffic_routed_through_vnet,HIGH,Resource: ** App Services | API: ** `az webapp show --name <app-name> --resource-group <resource-group-name> --query properties.vnetRouteAllEnabled`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.21,Ensure cross-origin resource sharing does not allow all origins,azure_app_service_cors_check,HIGH,Resource: ** App Service | API: ** `az webapp cors list --resource-group <resource-group-name> --name <app-name>`,"1. https://learn.microsoft.com/en-gb/azure/app-service/app-service-web-tutorial- rest-api 2. https://learn.microsoft.com/en-us/cli/azure/webapp/cors 3. https://cheatsheetseries.owasp.org/cheatsheets/HTTP_Headers_Cheat_Sheet.ht ml 4. https://developer.mozilla.org/en-US/docs/Web/HTTP/Guides/CORS 5. https://cheatsheetseries.owasp.org/cheatsheets/Cross- Site_Request_Forgery_Prevention_Cheat_Sheet.html CIS Controls: Controls Version Control IG 1 IG 2 IG 3 v8 16.1 Establish and Maintain a Secure Application Development Process Establish and maintain a secure application development process. In the process, address such items as: secure application design standards, secure coding practices, developer training, vulnerability management, security of third-party code, and application security testing procedures. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard. ● ● v7 18.1 Establish Secure Coding Practices Establish secure coding practices appropriate to the programming language and development environment being used. ● ●  2.2 App Service Deployment Slots"
2.2.1,Ensure 'Java version' is currently supported (if in use),azure_aks_node_package_audit,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy and Azure Monitor,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.2,Ensure 'Python version' is currently supported (if in use),azure_automation_vm_check_xorg_package,HIGH,Resource: Virtual Machines | API: Azure Automation Runbooks or Azure CLI with SSH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.3,Ensure 'PHP version' is currently supported (if in use),azure_aks_node_check_avahi_installation,HIGH,Resource: ** AKS Clusters | API: ** Use Azure CLI to execute scripts on AKS nodes,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.4,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_aks_nodes_check_cups_installation,HIGH,Resource: AKS Clusters | API: Azure Automation with custom scripts or Azure Policy,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.5,Ensure 'FTP state' is set to 'FTPS only' or 'Disabled',azure_aks_node_package_check,HIGH,Resource: ** AKS Clusters | API: ** `az vm run-command invoke`,
2.2.6,Ensure 'HTTP version' is set to '2.0' (if in use),azure_aks_node_check_dns_server,HIGH,Resource: ** AKS Clusters | API: ** Use Azure CLI with `az aks nodepool list` to get node details and leverage Azure Monitor or custom scripts to check installed packages.,
2.2.7,Ensure 'HTTPS Only' is set to 'On',azure_app_service_https_only_enabled,HIGH,"Resource: App Services | API: `az webapp show --name <app-name> --resource-group <resource-group-name> --query ""httpsOnly""`",
2.2.8,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,azure_aks_node_package_compliance_check,HIGH,Resource: ** AKS Clusters | API: ** Use Azure Policy to define a policy that audits the presence of the `vsftpd` package on AKS nodes.,
2.2.9,Ensure end-to-end TLS encryption is enabled,azure_aks_node_check_tftp_server,HIGH,Resource: ** AKS Clusters | API: ** `az vm run-command invoke`,
2.2.10,Ensure 'Remote debugging' is set to 'Off',azure_appservice_remote_debugging_disabled,HIGH,Resource: ** Azure App Services | API: ** `az webapp show`,
2.2.11,Ensure incoming client certificates are enabled and required (if in use),azure_aks_node_package_check,HIGH,"Resource: ** AKS Clusters | API: ** Use `az aks get-credentials` to configure access to the cluster, then use `kubectl exec` to run package checks on nodes.",
2.2.12,Ensure managed identities are configured,azure_app_service_deployment_slot_managed_identity_configured,HIGH,Resource: ** Azure App Service Deployment Slots | API: ** `az webapp deployment slot show --resource-group <resource_group> --name <app_service_name> --slot <slot_name> --query identity`,
2.2.13,Ensure public network access is disabled,azure_app_service_deployment_slot_public_network_access_disabled,HIGH,"Resource: ** App Services Deployment Slots | API: ** `az resource show --resource-group <resource-group-name> --name <app-name>/slots/<deployment-slot-name> --resource-type ""Microsoft.Web/sites""`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.14,Ensure deployment slot is integrated with a virtual network,azure_app_service_deployment_slot_vnet_integration_verified,HIGH,"Resource: App Services | API: `az webapp deployment slot list`, `az webapp deployment slot show`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.15,Ensure configuration is routed through the virtual network integration,azure_aks_node_package_verification,HIGH,Resource: ** AKS Clusters | API: ** Use Azure CLI with `az aks nodepool list` to retrieve node information and `az vm run-command invoke` to execute commands on nodes.,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.2.16,Ensure all traffic is routed through the virtual network,azure_aks_node_package_audit,HIGH,Resource: ** AKS Clusters | API: ** Use Azure Policy to define a custom policy that audits installed packages on AKS nodes. Azure CLI can be used to retrieve node information and check for the presence of the telnet-server package.,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.1,Ensure 'Java version' is currently supported (if in use),azure_vm_nis_client_check,HIGH,Resource: Virtual Machines | API: `az vm run-command invoke`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.2,Ensure 'Python version' is currently supported (if in use),azure_aks_node_package_audit,HIGH,"Resource: ** AKS Clusters | API: ** Azure Policy for compliance auditing, Azure CLI for node inspection",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.3,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_aks_node_package_audit,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy and Azure Automation,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.4,Ensure 'FTP state' is set to 'FTPS only' or 'Disabled',azure_aks_node_telnet_check,HIGH,Resource: ** AKS Clusters | API: ** Azure Policy or Azure CLI with VM extensions,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.5,Ensure 'HTTP version' is set to '2.0' (if in use),azure_functionapp_http_version_set_to_,HIGH,Resource: Function Apps | API: `az functionapp config show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.6,Ensure 'HTTPS Only' is set to 'On',azure_app_service_https_only_enabled,HIGH,Resource: ** App Services and Function Apps | API: ** `az functionapp show --resource-group <resource-group-name> --name <function-app-name> --query properties.httpsOnly`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.7,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,azure_functionapp_tls_minimum_version_configured,HIGH,Resource: ** Azure Function Apps | API: ** Use Azure Resource Manager (ARM) API or Azure CLI command `az functionapp config show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.8,Ensure end-to-end TLS encryption is enabled,azure_app_service_https_only_enabled,HIGH,Resource: ** App Services (including Function Apps) | API: ** `az webapp show` or `az functionapp show`,
2.3.9,Ensure 'Remote debugging' is set to 'Off',azure_function_app_remote_debugging_disabled,HIGH,Resource: ** Function Apps | API: ** `az functionapp config show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.10,Ensure incoming client certificates are enabled and required (if in use),azure_functionapp_security_client_certificates,HIGH,Resource: ** Azure Function Apps | API: ** Use Azure CLI command `az functionapp show` or equivalent Azure Resource Manager API calls.,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.11,Ensure 'App Service authentication' is set to 'Enabled',azure_app_service_authentication_enabled,HIGH,Resource: App Services (including Function Apps) | API: `az webapp auth show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.12,Ensure managed identities are configured,azure_function_app_managed_identity_configured,HIGH,Resource: Function Apps | API: `az functionapp show --resource-group <resource-group-name> --name <function-app-name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.13,Ensure public network access is disabled,azure_function_app_public_network_access_disabled,HIGH,Resource: ** Function Apps | API: ** `az functionapp show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.14,Ensure function app is integrated with a virtual network,azure_functionapp_virtualnetwork_integration_enabled,HIGH,Resource: ** Function Apps | API: ** Use the Azure Resource Manager API endpoint `GET https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/sites/{functionAppName}?api-version=2021-01-15`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.15,Ensure configuration is routed through the virtual network integration,azure_function_app_virtual_network_integration_enabled,HIGH,"Resource: Function Apps | API: `az resource show --resource-group <resource-group-name> --name <function-app-name> --resource-type ""Microsoft.Web/sites""`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.16,Ensure all traffic is routed through the virtual network,azure_function_app_vnet_traffic_routing_enabled,HIGH,Resource: Function Apps | API: `az functionapp show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.17,Ensure cross-origin resource sharing does not allow all origins,azure_functionapp_cors_allowed_origins_restricted,HIGH,Resource: ** Azure Function Apps | API: ** `az functionapp cors show` and `az functionapp cors remove`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.1,Ensure 'Java version' is currently supported (if in use),azure_functionapp_java_version_supported_check,HIGH,Resource: Function Apps | API: Use `az functionapp show` to retrieve the `javaVersion` property and ARM API to verify supported Java versions.,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.2,Ensure 'Python version' is currently supported (if in use),azure_function_app_python_version_supported,HIGH,Resource: ** Azure Function Apps | API: ** `az functionapp show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.3,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_function_app_deployment_slots_basic_auth_disabled,HIGH,Resource: ** Azure Function Apps | API: **,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.4,Ensure 'FTP state' is set to 'FTPS only' or 'Disabled',azure_functionapp_deployment_slot_ftps_state_check,HIGH,Resource: ** Azure Function Apps | API: ** `az functionapp config show` or equivalent ARM API calls,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.5,Ensure 'HTTP version' is set to '2.0' (if in use),azure_appservice_http_version_set_to_,HIGH,Resource: App Services and Function Apps | API: `az resource show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.6,Ensure 'HTTPS Only' is set to 'On',azure_app_service_https_only_enabled,HIGH,Resource: ** App Services and Function Apps | API: ** `az functionapp show --name <function-app-name> --resource-group <resource-group-name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.7,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,azure_functionapp_deploymentslot_minimum_tls_version_configured,HIGH,Resource: ** Function Apps and their deployment slots | API: ** `az resource show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.8,Ensure end-to-end TLS encryption is enabled,azure_functionapp_end_to_end_tls_encryption_enabled,HIGH,Resource: ** Function Apps | API: **,
2.4.9,Ensure 'Remote debugging' is set to 'Off',azure_function_app_remote_debugging_disabled,HIGH,Resource: ** Function Apps and App Services | API: ** `az resource show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.10,Ensure incoming client certificates are enabled and required (if in use),azure_function_app_incoming_client_certificates_required,HIGH,"Resource: ** Azure Function Apps | API: ** `az resource update`, `az resource show`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.11,Ensure managed identities are configured,azure_app_service_managed_identities_configured,HIGH,Resource: ** Azure App Services and Function Apps | API: ** `az functionapp identity show` and Azure Resource Manager API,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.12,Ensure public network access is disabled,azure_app_service_function_app_public_network_access_disabled,HIGH,Resource: Function Apps | API: `az resource show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.13,Ensure deployment slot is integrated with a virtual network,azure_app_service_deployment_slot_vnet_integration_enabled,HIGH,Resource: App Services | API: `az webapp vnet-integration list --name <app_service_name> --resource-group <resource_group_name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.14,Ensure configuration is routed through the virtual network integration,azure_appservice_configuration_virtual_network_routing_enabled,HIGH,Resource: Azure Function Apps | API: `az resource update`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.15,Ensure all traffic is routed through the virtual network,azure_app_service_function_app_vnet_traffic_routed,HIGH,Resource: ** Azure Function Apps | API: ** `az resource show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.16,Ensure cross-origin resource sharing does not allow all origins,azure_app_service_cors_restrictions_configured,HIGH,Resource: ** App Services and Function Apps | API: ** Use Azure CLI commands such as `az webapp cors show` and `az functionapp cors show` or equivalent ARM API calls.,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.5,Ensure Azure Key Vaults are Used to Store Secrets,azure_redis_check_system_assigned_identity,HIGH,Resource: Azure Cache for Redis | API: Use the Azure Resource Manager API with the endpoint `GET https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Cache/Redis/{cacheName}?api-version=2021-04-01`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.6,Ensure App Service Environment is deployed with an internal load balancer,azure_app_service_environment_internal_lb_check,HIGH,Resource: App Service Environments | API: Use the Azure Resource Manager API with a GET request to `https://management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/hostingEnvironments/{hostingEnvironmentName}?api-version=2021-02-01`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.7,Ensure App Service Environment is provisioned with v3 or higher,azure_app_service_environment_version_check,HIGH,Resource: App Service Environments | API: `az appservice ase show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.8,Ensure App Service Environment has internal encryption enabled,azure_app_service_environment_internal_encryption_enabled,HIGH,Resource: App Service Environments | API: `az appservice ase show --name <ase-name> --resource-group <resource-group-name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.9,Ensure App Service Environment has TLS 1.0 and 1.1 disabled,azure_app_service_environment_tls_disabled,HIGH,Resource: App Service Environments | API: Azure CLI or Azure Resource Manager API,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.10,Ensure App Service Environment has TLS cipher suite ordering configured,azure_app_service_environment_tls_cipher_suite_ordering_check,HIGH,Resource: App Service Environments | API: `az appservice environment show --name <app_service_environment_name> --resource-group <resource_group_name>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.1,Ensure Private Virtual Networks are used for Container Instances,azure_cosmosdb_firewall_selected_networks_configured,HIGH,"Resource: Azure Cosmos DB | API: `az cosmosdb list`, `az cosmosdb show`",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.2,Ensure a Managed Identity is used for interactions with other Azure services,azure_container_instance_identity_compliance_check,HIGH,Resource: ** Azure Container Instances | API: ** `az container list`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.3,Ensure the principle of least privilege is used when assigning roles to a Managed Identity,azure_cosmosdb_disable_local_auth_enforced,HIGH,Resource: Azure Cosmos DB | API: `az cosmosdb show`,
4.1,Ensure SSL is configured for CycleCloud,azure_lustre_filesystem_key_encryption_key_verified,HIGH,Resource: Azure Managed Lustre File Systems | API: `az amlfs list` and `az amlfs show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.1,Ensure Batch account is set to use customer-managed keys to encrypt data,azure_batch_account_customer_managed_keys_enabled,HIGH,Resource: ** Azure Batch Accounts | API: ** `az batch account show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.2,Ensure Batch pools disk encryption is set enabled,azure_batch_pool_disk_encryption_enabled,HIGH,Resource: ** Azure Batch Pools | API: ** Azure CLI using `az batch pool show` or Azure Resource Manager API,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.3,Ensure local authentication methods for accounts are disabled,azure_batch_account_local_authentication_disabled,HIGH,Resource: Batch Accounts | API: `GET https://Management.azure.com/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Batch/batchAccounts/{accountName}?api-version=2021-06-01`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.4,Ensure Private endpoints are considered for Batch accounts,azure_batch_private_endpoint_configured,HIGH,Resource: ** Batch Accounts | API: ** `az batch account show`,
15.5,Ensure public network access is disabled for Batch accounts,azure_batch_account_public_network_access_disabled,HIGH,Resource: Batch Accounts | API: `az batch account show`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.6,Ensure private DNS zones for private endpoints that connect to Batch accounts are configured.,azure_batch_private_endpoint_dns_configured,HIGH,Resource: Batch Accounts | API: Azure CLI commands or Azure Resource Manager APIs,
15.7,Ensure Diagnostics settings logs for Batch accounts are enabled,azure_batch_account_diagnostics_logs_enabled,HIGH,Resource: ** Batch Accounts | API: **,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.1,Ensure Virtual Machines are utilizing Managed Disks,azure_vm_managed_disks_verified,HIGH,Resource: Virtual Machines | API: `az vm show` or `Get-AzVM`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.2,Ensure that 'OS and Data' disks are encrypted with Customer Managed Key (CMK),azure_compute_disks_cmk_encryption_enabled,HIGH,"Resource: Virtual Machines and their associated Disks | API: Azure CLI (`az vm show`, `az disk show`) or ARM API (`GET /subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Compute/virtualMachines/{vmName}`)",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.3,Ensure that 'Unattached disks' are encrypted with 'Customer Managed Key' (CMK),azure_compute_unattached_disks_cmk_encryption,HIGH,Resource: ** Managed Disks | API: ** Use Azure CLI command `az disk list` to identify unattached disks and `az disk show` to check encryption settings.,
20.4,Ensure that 'Disk Network Access' is NOT set to 'Enable public access from all networks',azure_compute_disk_network_access_compliance,HIGH,"Resource: ** Virtual Machine Disks | API: ** Azure CLI (e.g., `az disk show`, `az disk update`)",CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.6,Ensure that Only Approved Extensions Are Installed,azure_vm_extensions_approved_check,HIGH,Resource: ** Virtual Machines | API: ** `az vm extension list --resource-group <resourceGroupName> --vm-name <vmName>`,
20.7,Ensure that Endpoint Protection for all Virtual Machines is installed,azure_vm_endpoint_protection_installed,HIGH,Resource: Virtual Machines | API: `az vm extension list`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.8,[Legacy] Ensure that VHDs are Encrypted,azure_vm_disk_encryption_enabled,HIGH,Resource: Virtual Machines and their associated Disks | API: `az vm encryption show --resource-group <resourceGroup> --name <vmName>`,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
