id,title,final_approach,program_name,source
2.3.15,Ensure configuration is routed through the virtual network integration,Automated,azure_function_app_virtual_network_integration_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.16,Ensure all traffic is routed through the virtual network,Automated,azure_function_app_vnet_traffic_routing_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.17,Ensure cross-origin resource sharing does not allow all origins,Automated,azure_functionapp_cors_allowed_origins_restricted,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.1,Ensure 'Java version' is currently supported (if in use),Automated,azure_functionapp_java_version_supported_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.2,Ensure 'Python version' is currently supported (if in use),Automated,azure_function_app_python_version_supported,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.3,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',Automated,azure_function_app_deployment_slots_basic_auth_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.4,Ensure 'FTP state' is set to 'FTPS only' or 'Disabled',Automated,azure_functionapp_deployment_slot_ftps_state_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.5,Ensure 'HTTP version' is set to '2.0' (if in use),Automated,azure_appservice_http_version_set_to_,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.6,Ensure 'HTTPS Only' is set to 'On',Automated,azure_app_service_https_only_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.7,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,Automated,azure_functionapp_deploymentslot_minimum_tls_version_configured,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.8,Ensure end-to-end TLS encryption is enabled,Automated,azure_functionapp_end_to_end_tls_encryption_enabled,
2.4.9,Ensure 'Remote debugging' is set to 'Off',Automated,azure_function_app_remote_debugging_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.10,Ensure incoming client certificates are enabled and required (if in use),Automated,azure_function_app_incoming_client_certificates_required,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.11,Ensure managed identities are configured,Automated,azure_app_service_managed_identities_configured,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.12,Ensure public network access is disabled,Automated,azure_app_service_function_app_public_network_access_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.13,Ensure deployment slot is integrated with a virtual network,Automated,azure_app_service_deployment_slot_vnet_integration_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.14,Ensure configuration is routed through the virtual network integration,Automated,azure_appservice_configuration_virtual_network_routing_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.15,Ensure all traffic is routed through the virtual network,Automated,azure_app_service_function_app_vnet_traffic_routed,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.4.16,Ensure cross-origin resource sharing does not allow all origins,Automated,azure_app_service_cors_restrictions_configured,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.5,Ensure Azure Key Vaults are Used to Store Secrets,Automated,azure_redis_check_system_assigned_identity,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.6,Ensure App Service Environment is deployed with an internal load balancer,Automated,azure_app_service_environment_internal_lb_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.7,Ensure App Service Environment is provisioned with v3 or higher,Automated,azure_app_service_environment_version_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.8,Ensure App Service Environment has internal encryption enabled,Automated,azure_app_service_environment_internal_encryption_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.9,Ensure App Service Environment has TLS 1.0 and 1.1 disabled,Automated,azure_app_service_environment_tls_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.10,Ensure App Service Environment has TLS cipher suite ordering configured,Automated,azure_app_service_environment_tls_cipher_suite_ordering_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.1,Ensure Private Virtual Networks are used for Container Instances,Automated,azure_cosmosdb_firewall_selected_networks_configured,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.2,Ensure a Managed Identity is used for interactions with other Azure services,Automated,azure_container_instance_identity_compliance_check,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
3.3,Ensure the principle of least privilege is used when assigning roles to a Managed Identity,Automated,azure_cosmosdb_disable_local_auth_enforced,
4.1,Ensure SSL is configured for CycleCloud,Automated,azure_lustre_filesystem_key_encryption_key_verified,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.1,Ensure Batch account is set to use customer-managed keys to encrypt data,Automated,azure_batch_account_customer_managed_keys_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.2,Ensure Batch pools disk encryption is set enabled,Automated,azure_batch_pool_disk_encryption_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.3,Ensure local authentication methods for accounts are disabled,Automated,azure_batch_account_local_authentication_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.4,Ensure Private endpoints are considered for Batch accounts,Automated,azure_batch_private_endpoint_configured,
15.5,Ensure public network access is disabled for Batch accounts,Automated,azure_batch_account_public_network_access_disabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.6,Ensure private DNS zones for private endpoints that connect to Batch accounts are configured.,Automated,azure_batch_private_endpoint_dns_configured,
15.7,Ensure Diagnostics settings logs for Batch accounts are enabled,Automated,azure_batch_account_diagnostics_logs_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.1,Ensure Virtual Machines are utilizing Managed Disks,Automated,azure_vm_managed_disks_verified,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.2,Ensure that 'OS and Data' disks are encrypted with Customer Managed Key (CMK),Automated,azure_compute_disks_cmk_encryption_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.3,Ensure that 'Unattached disks' are encrypted with 'Customer Managed Key' (CMK),Automated,azure_compute_unattached_disks_cmk_encryption,
20.4,Ensure that 'Disk Network Access' is NOT set to 'Enable public access from all networks',Automated,azure_compute_disk_network_access_compliance,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.6,Ensure that Only Approved Extensions Are Installed,Automated,azure_vm_extensions_approved_check,
20.7,Ensure that Endpoint Protection for all Virtual Machines is installed,Automated,azure_vm_endpoint_protection_installed,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.8,[Legacy] Ensure that VHDs are Encrypted,Automated,azure_vm_disk_encryption_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.9,Ensure only MFA enabled identities can access privileged Virtual Machine,Automated,azure_vm_mfa_access_enforcement,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.10,Ensure Trusted Launch is enabled on Virtual Machines,Automated,azure_vm_trusted_launch_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
20.11,Ensure that encryption at host is enabled,Automated,azure_compute_vm_encryption_at_host_enabled,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1,Ensure 'Microsoft Entra Authentication' is 'Enabled',Automated,azure_redis_entra_authentication_enabled,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management 2. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-azure- active-directory-for-authentication
2.2,Ensure that 'Allow access only via SSL' is set to 'Yes',Automated,azure_redis_ssl_enforcement_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.3,Ensure that 'Minimum TLS version' is set to TLS v1.2 (or higher),Automated,azure_cache_for_redis_minimum_tls_version_verified,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.4,Ensure that 'Access Policies' are implemented and reviewed periodically,Automated,azure_redis_access_policies_review,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.5,Ensure that 'System Assigned Managed Identity' is set to 'On',Automated,azure_redis_check_system_assigned_identity,1. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-managed- identity
2.6,Ensure that 'Public Network Access' is 'Disabled',Automated,azure_app_service_environment_internal_lb_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
3.1,Ensure That 'Firewalls & Networks' Is Limited to Use Selected Networks Instead of All Networks,Automated,azure_cosmosdb_firewall_selected_networks_configured,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
3.2,Ensure That Private Endpoints Are Used Where Possible,Automated,azure_container_instance_identity_compliance_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
3.3,Use Entra ID Client Authentication and Azure RBAC where possible.,Automated,azure_cosmosdb_disable_local_auth_enforced,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.1,Ensure 'Enforce SSL connection' is set to 'Enabled' for Standard MySQL Database Server,Automated,azure_mysql_server_ssl_enforcement_enabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.2,Ensure 'TLS Version' is set to 'TLSV1.2' (or higher) for MySQL flexible Database Server,Automated,azure_mysql_flexible_server_tls_version_verified,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.3,Ensure server parameter 'audit_log_enabled' is set to 'ON' for MySQL Database Server,Automated,azure_mysql_server_audit_log_status_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.4,Ensure server parameter 'audit_log_events' has 'CONNECTION' set for MySQL Database Server,Automated,azure_mysql_server_audit_log_events_connection,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.1,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,Automated,azure_postgresql_ssl_enforcement_enabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.2,Ensure Server Parameter 'log_checkpoints' is set to 'ON' for PostgreSQL Database Server,Automated,azure_resource_locks_compliance_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.3,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,Automated,azure_postgresql_server_log_connections_enabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.4,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,Automated,azure_postgresql_server_log_disconnections_enabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.5,Ensure server parameter 'connection_throttling' is set to 'ON' for PostgreSQL Database Server,Manual,,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.6,Ensure Server Parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,Automated,azure_postgresql_server_log_retention_days_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.7,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,Automated,azure_postgresql_firewall_access_disabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
7.8,Ensure 'Infrastructure double encryption' for PostgreSQL Database Server is 'Enabled' (Single Server Only),Automated,azure_postgresql_server_infrastructure_encryption_enabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.1,Ensure that 'Auditing' is set to 'On',Automated,azure_netappfiles_encryption_key_source_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.2,Ensure no Azure SQL Databases allow ingress from 0.0.0.0/0 (ANY IP),Automated,azure_sql_database_firewall_rules_compliance_check,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.3,Ensure SQL server's Transparent Data Encryption (TDE) protector is encrypted with Customer-managed key,Automated,azure_sql_server_tde_customer_managed_key_verification,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.4,Ensure that Microsoft Entra authentication is Configured for SQL Servers,Automated,azure_sql_server_aad_authentication_configured,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.5,Ensure that 'Data encryption' is set to 'On' on a SQL Database,Automated,azure_sql_database_data_encryption_enabled,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.6,Ensure that 'Auditing' Retention is 'greater than 90 days',Automated,azure_sql_server_auditing_retention_configured,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
10.7,Ensure Public Network Access is Disabled,Automated,azure_sql_server_public_network_access_disabled,1. https://learn.microsoft.com/en-us/security/benchmark/azure/security-controls-v3- network-security#ns-2-secure-cloud-services-with-network-controls 2. https://learn.microsoft.com/en-us/azure/azure-sql/database/connectivity- settings?view=azuresql&tabs=azure-portal#deny-public-network-access
2.1.1.1.1,Ensure Critical Data is Encrypted with Microsoft Managed Keys (MMK),Automated,azure_storage_account_encryption_mmk_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.1.2.1,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),Automated,azure_storage_account_encryption_cmk_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.1.1,Ensure public network access is Disabled,Automated,azure_storage_account_public_network_access_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.1.2,Ensure Network Access Rules are set to Deny-by-default,Automated,azure_network_security_nsg_deny_by_default_configured,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.2.1,Ensure Private Endpoints are used to access {service},Automated,azure_network_private_endpoint_usage_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.1,Ensure that Azure Databricks is deployed in a customer- managed virtual network (VNet),Automated,azure_aks_node_kubeconfig_permission_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.2,Ensure that network security groups are configured for Databricks subnets,Automated,azure_databricks_network_security_groups_configured,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.3,Ensure that traffic is encrypted between cluster worker nodes,Automated,azure_databricks_cluster_verify_encryption,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.4,Ensure that users and groups are synced from Microsoft Entra ID to Azure Databricks,Automated,azure_databricks_scim_provisioning_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.5,Ensure that Unity Catalog is configured for Azure Databricks,Automated,azure_databricks_unity_catalog_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.6,Ensure that usage is restricted and expiry is enforced for Databricks personal access tokens,Automated,azure_databricks_tokens_expiry_policy_enforced,1. https://learn.microsoft.com/en-us/azure/databricks/administration-guide/access- control/tokens 2. https://learn.microsoft.com/en-us/azure/databricks/dev-tools/auth/
3.1.7,Ensure that diagnostic log delivery is configured for Azure Databricks,Automated,azure_databricks_workspace_diagnostic_logging_verification,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.8,Ensure that data at rest and in transit is encrypted in Azure Databricks using customer managed keys (CMK),Automated,azure_databricks_workspace_encryption_cmk_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.1.1,Ensure only MFA enabled identities can access privileged Virtual Machine,Automated,azure_aks_rbac_cluster_admin_role_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.1.1,Ensure that 'security defaults' is enabled in Microsoft Entra ID,Automated,azure_microsoft_entra_id_security_defaults_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.1.2,Ensure that 'multifactor authentication' is 'enabled' for all users,Automated,azure_identity_users_mfa_enabled,1. https://docs.microsoft.com/en-us/azure/multi-factor-authentication/multi-factor- authentication 2. https://learn.microsoft.com/en-us/entra/identity/authentication/concept- mandatory-multifactor-authentication 3. https://azure.microsoft.com/en-us/blog/announcing-mandatory-multi-factor- authentication-for-azure-sign-in/ 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-4-authenticate-server-and-services
6.1.3,Ensure that 'Allow users to remember multifactor authentication on devices they trust' is disabled,Manual,,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.1,Ensure that 'trusted locations' are defined,Automated,azure_entr_id_conditional_access_trusted_locations_verified,"When configuring Named locations, the organization can create locations using Geographical location data or by defining source IP addresses or ranges. Configuring Named locations using a Country location does not provide the organization the ability to mark those locations as trusted, and any Conditional Access policy relying on those Countries location setting will not be able to use the All trusted locations setting within the Conditional Access policy. They instead will have to rely on the Select locations setting. This may add additional resource requirements when configuring and will require thorough organizational testing. In general, Conditional Access policies may completely prevent users from authenticating to Microsoft Entra ID, and thorough testing is recommended. To avoid complete lockout, a 'Break Glass' account with full Global Administrator rights is recommended in the event all other administrators are locked out of authenticating to Microsoft Entra ID. This 'Break Glass' account should be excluded from Conditional Access Policies and should be configured with the longest pass phrase feasible in addition to a FIDO2 security key or certificate kept in a very secure physical location. This account should only be used in the event of an emergency and complete administrator lockout. NOTE: Starting July 2024, Microsoft will begin requiring MFA for All Users - including Break Glass Accounts. By the end of October 2024, this requirement will be enforced. Physical FIDO2 security keys, or a certificate kept on secure removable storage can fulfill this MFA requirement. If opting for a physical device, that device should be kept in a very secure, documented physical location."
6.2.2,Ensure that an exclusionary geographic Conditional Access policy is considered,Manual,,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.3,Ensure that an exclusionary device code flow policy is considered,Automated,azure_conditional_access_policy_audit_device_code_flow,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.4,Ensure that a multifactor authentication policy exists for all users,Automated,azure_aks_cluster_check_duplicate_gids,1. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/howto-conditional-access-policy-all-users-mfa 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/troubleshoot-conditional-access-what-if 3. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/howto-conditional-access-insights-reporting 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with logging in for users until they use an MFA device linked to their accounts. Further testing can also be done via the insights and reporting resource in the References which monitors Azure sign ins.
6.2.5,Ensure that multifactor authentication is required for risky sign-ins,Automated,azure_entra_conditional_access_mfa_required,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.6,Ensure that multifactor authentication is required for Windows Azure Service Management API,Automated,azure_aks_cluster_check_duplicate_group_names,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/concept-conditional-access-users-groups 3. https://learn.microsoft.com/en-us/entra/identity/conditional-access/howto- conditional-access-policy-azure-management 4. https://learn.microsoft.com/en-us/entra/identity/conditional-access/concept- conditional-access-cloud-apps#windows-azure-service-management-api Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with administrators changing settings until they use an MFA device linked to their accounts. An emergency access account is recommended for this eventuality if all administrators are locked out. Please see the documentation in the references for further information. Similarly further testing can also be done via the insights and reporting resource in References which monitors Azure sign ins.
6.2.7,Ensure that multifactor authentication is required to access Microsoft Admin Portals,Automated,azure_azuread_conditional_access_mfa_required,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/concept-conditional-access-users-groups 3. https://learn.microsoft.com/en-us/entra/identity/conditional-access/how-to-policy- mfa-admin-portals Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with administrators changing settings until they use an MFA device linked to their accounts. An emergency access account is recommended for this eventuality if all administrators are locked out. Please see the documentation in the references for further information. Similarly further testing can also be done via the insights and reporting resource in References which monitors Azure sign ins.
6.3.1,Ensure that Azure admin accounts are not used for daily operations,Automated,azure_monitor_admin_account_usage_detection,1. https://learn.microsoft.com/en-us/security/privileged-access-workstations/critical- impact-accounts
6.3.2,Ensure that guest users are reviewed on a regular basis,Manual,,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.3.3,Ensure that use of the 'User Access Administrator' role is restricted,Automated,azure_role_assignment_user_access_admin_restricted,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.3.4,Ensure that all 'privileged' role assignments are periodically reviewed,Automated,azure_ad_role_assignment_review,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.4,Ensure that 'Restrict non-admin users from creating tenants' is set to 'Yes',Automated,azure_mysql_server_audit_log_events_connection,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.5,Ensure that 'Number of methods required to reset' is set to '2',Automated,azure_microsoft_entra_id_sspr_methods_required,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.6,Ensure that account 'Lockout threshold' is less than or equal to '10',Automated,azure_entra_id_password_protection_lockout_threshold_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.7,Ensure that account 'Lockout duration in seconds' is greater than or equal to '60',Automated,azure_entra_account_lockout_duration_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.8,Ensure that a 'Custom banned password list' is set to 'Enforce',Automated,azure_microsoft_entra_password_banned_list_enforced,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.9,Ensure that 'Number of days before users are asked to re- confirm their authentication information' is not set to '0',Automated,azure_entra_identity_authentication_reconfirmation_period_verified,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.10,Ensure that 'Notify users on password resets?' is set to 'Yes',Automated,azure_entra_id_password_reset_notifications_enabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.11,Ensure that 'Notify all admins when other admins reset their password?' is set to 'Yes',Automated,azure_entrad_users_password_reset_notification_check,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.12,Ensure that 'User consent for applications' is set to 'Do not allow user consent',Automated,azure_entrad_identity_user_consent_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.13," for selected permissions'""",Automated,azure_entra_id_user_consent_settings,1. https://learn.microsoft.com/en-us/entra/identity/enterprise-apps/configure-user- consent?pivots=ms-graph#configure-user-consent-to-applications 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy 5. https://learn.microsoft.com/en- us/powershell/module/microsoft.graph.identity.signins/get- mgpolicyauthorizationpolicy?view=graph-powershell-1.0
6.14,Ensure that 'Users can register applications' is set to 'No',Automated,azure_entra_id_user_app_registration_disabled,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.15,Ensure that 'Guest users access restrictions' is set to 'Guest user access is restricted to properties and memberships of their own directory objects',Automated,azure_entra_external_identities_guest_access_restriction,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
