framework,control_id,title,automation_type_recommended,mapped_csp_count,new_csp_count,skip_csp_count,aws_cspm,aws_ciem,azure_cspm,azure_ciem,gcp_cspm,gcp_ciem,oracle_cspm,oracle_ciem,ibm_cspm,ibm_ciem,alicloud_cspm,alicloud_ciem,k8s_cspm,k8s_ciem
CANADA_PBMM,RA-5(6),Vulnerability Monitoring and Scanning (6),automated,5,1,0,NEW: aws.guardduty.detector.status,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,NEW: azure.securitycenter.audit.disable_va;azure.network.activity_log.modify_nsg,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,NEW: oci.vulnerabilityscanning.audit.disable_scan;oci.network.activity_log.update_seclist,"PARTIAL: ibm.vpc.security_group.flow_logs_enabled | verifies network traffic monitoring for anomaly detection, not direct vulnerability scanning",NEW: ibm.vpc.activity_log.update_security_group;ibm.activitytracker.audit.stop_logging,alicloud.cr.container.vulnerability_scanning_enabled,NEW: alicloud.actiontrail.audit.stop_logging;alicloud.ecs.activity_log.modify_security_group,k8s.image.vulnerability.scanning_enabled,NEW: k8s.rbac.audit.create_clusterrole;k8s.network.chain.modify_network_policy
CANADA_PBMM,RA-5(8),Vulnerability Monitoring and Scanning (8),automated,5,1,0,NEW: aws.ec2.instance.vulnerability_scan_enabled,NEW: aws.ec2.activity_log.modify_security_group;aws.cloudtrail.audit.stop_logging,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.create_update_sqlserver_fr,NEW: azure.securitycenter.audit.disable_va;azure.network.activity_log.modify_nsg,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.compute.activity_log.update_firewall;gcp.iam.audit.disable_service_account,oci.monitoring.alarm.alert_create_update_sqlserver_fr;oci.monitoring.alarm.alert_create_update_nsg;oci.monitoring.alarm.monitoring_alert_destinations_enabled,NEW: oci.vulnerabilityscanning.audit.disable_scan;oci.network.activity_log.update_seclist,PARTIAL: ibm.vpc.instance.vulnerability_scanning_enabled | verifies config exists for VM vulnerability scanning but not testing execution,NEW: ibm.vpc.activity_log.update_security_group;ibm.activitytracker.audit.stop_logging,alicloud.cr.container.vulnerability_scanning_enabled,NEW: alicloud.actiontrail.audit.stop_logging;alicloud.ecs.activity_log.modify_security_group,k8s.image.vulnerability.scanning_enabled,NEW: k8s.rbac.audit.modify_role;k8s.network.chain.block_scanner_pods
CANADA_PBMM,SA-4(1),Acquisition Process (1),manual,0,0,7,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",,"SKIP: Control SA-4(1) is a procurement/process control, not a verifiable cloud resource configuration.",
CANADA_PBMM,SA-4(2),Acquisition Process (2),manual,0,0,7,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",,"SKIP: Control pertains to acquisition process and procurement, not cloud resource configuration.",
CANADA_PBMM,SA-4(8),Acquisition Process (8),manual,0,0,7,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",,"SKIP: Control pertains to acquisition process documentation, not a specific cloud resource configuration.",
CANADA_PBMM,SA-4(9),Acquisition Process (9),manual,0,0,7,"SKIP: Control SA-4(9) pertains to acquisition process/system development life cycle, which is a human/procurement process, not a cloud resource configuration.",,"SKIP: Control SA-4(9) is a procurement and development lifecycle control, outside the scope of CSPM resource configuration checks.",,"SKIP: Control SA-4(9) involves acquisition and development processes, not a specific, verifiable cloud resource setting.",,"SKIP: Control SA-4(9) relates to system acquisition and lifecycle management, which is a procedural control, not a resource config.",,"SKIP: Control SA-4(9) is a process control for acquisition and development, not a checkable configuration of a cloud resource.",,"SKIP: Control SA-4(9) governs acquisition and system development processes, which are not cloud resource attributes.",,"SKIP: Control SA-4(9) is a procurement and development lifecycle control, not a configuration of a Kubernetes resource.",
CANADA_PBMM,SA-9(1),External System Services (1),automated,0,7,0,NEW: aws.iam.role.trust_policy_external_principal,,NEW: azure.authorization.role_assignment.external_principal,,NEW: gcp.iam.policy_binding.external_principal,,NEW: oci.identity.policy.external_principal,,"NEW: ibm.iam.policy.external_principal;ibm.iam.access_group.external_member ||| <what aspect is partial — e.g., ""verifies config exists but not testing execution"">",,NEW: alicloud.ram.policy.external_principal,,NEW: k8s.rbac.rolebinding.external_subject,
CANADA_PBMM,SA-9(2),External System Services (2),automated,0,7,0,NEW: aws.iam.role.trust_policy_external_accounts,,NEW: azure.authorization.role_assignment.external_tenants,,NEW: gcp.iam.policy_binding.external_members,,NEW: oci.iam.policy.external_entities,,NEW: ibm.iam.policy.external_subjects,,NEW: alicloud.ram.role.trust_policy_external_ids,,NEW: k8s.rbac.rolebinding.external_subjects,
CANADA_PBMM,SA-9(4),External System Services (4),automated,0,7,0,NEW: aws.iam.role.trust_policy_external_principals,,NEW: azure.authorization.role_assignment.external_principals,,NEW: gcp.iam.policy_binding.external_principals,,NEW: oci.iam.policy.external_principals,,NEW: ibm.iam.policy.external_principals,,NEW: alicloud.ram.policy.external_principals,,NEW: k8s.rbac.rolebinding.external_subjects,
CANADA_PBMM,SA-9(5),External System Services (5),automated,0,6,0,NEW: aws.iam.role.trust_policy_external_principals,,NEW: azure.authorization.role_assignment.external_principals,,NEW: gcp.iam.policy_binding.external_members,,NEW: oci.iam.policy.statements.external_principals,,"PARTIAL: ibm.iam.policy.principal_external | verifies IAM access policy bindings but not all service-specific trust relationships (e.g., for compute, storage)",,NEW: alicloud.ram.policy.principal_external,,NEW: k8s.rbac.rolebinding.external_subjects,
CANADA_PBMM,SA-10(1),Developer Configuration Management (1),automated,1,0,0,PARTIAL: aws.ec2.image.trusted_launch_enabled | verifies image integrity via trusted launch but not full developer CM process,,PARTIAL: azure.compute.vm.trusted_launch_enabled | verifies image integrity via trusted launch but not full developer CM process,,PARTIAL: gcp.compute.image.shielded_vm_enabled | verifies image integrity via shielded VM but not full developer CM process,,PARTIAL: oci.compute.image.signature_validation_enabled | verifies image signature but not full developer CM process,,PARTIAL: ibm.vpc.image.encrypted_boot_volume | verifies boot volume encryption as integrity proxy but not full developer CM process,,PARTIAL: alicloud.ecs.image.encrypted_system_disk | verifies system disk encryption as integrity proxy but not full developer CM process,,k8s.node.node.configuration_management_enabled;k8s.node.configuration.management_enabled,
CANADA_PBMM,SA-11(1),Developer Testing and Evaluation (1),manual,0,0,7,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",,"SKIP: Control pertains to developer testing processes, not directly to cloud resource configuration.",
CANADA_PBMM,SA-11(2),Developer Testing and Evaluation (2),manual,0,0,7,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",,"SKIP: Control pertains to developer testing/evaluation processes, not a specific cloud resource configuration.",
CANADA_PBMM,SA-11(8),Developer Testing and Evaluation (8),manual,0,0,7,"SKIP: Developer testing is a process, not a cloud resource configuration.",,"SKIP: Developer testing is a process, not a cloud resource configuration.",,"SKIP: Developer testing is a process, not a cloud resource configuration.",,"SKIP: Developer testing is a process, not a cloud resource configuration.",,"SKIP: Developer testing is a process, not a cloud resource configuration.",,"SKIP: Developer testing is a process, not a cloud resource configuration.",,"SKIP: Developer testing is a process, not a cloud resource configuration.",
CANADA_PBMM,SC-6,(title not in local sources),automated,0,7,0,NEW: aws.iam.role.trust_policy_boundary,,NEW: azure.rbac.role.custom_role_permissions,,NEW: gcp.iam.role.custom_role_permissions,,NEW: oci.iam.policy.custom_permissions,,NEW: ibm.iam.custom_role.policies,,NEW: alicloud.ram.role.custom_policies,,NEW: k8s.rbac.role.rules,
CANADA_PBMM,SC-7(3),Boundary Protection | Access Points,automated,7,0,0,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.storage.table.data_protection_rbac_least_privilege,,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,,ibm.iam.policy.rbac_least_privilege;ibm.iam.role.least_privilege,,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,
CANADA_PBMM,SC-7(4),Boundary Protection (4),automated,0,7,0,NEW: aws.vpc.network_acl.deny_all_ingress,,NEW: azure.network.nsg.deny_all_inbound,,NEW: gcp.compute.firewall.deny_all_ingress,,NEW: oci.core.security_list.deny_all_ingress,,NEW: ibm.vpc.security_group.deny_all_inbound,,NEW: alicloud.vpc.security_group.deny_all_ingress,,NEW: k8s.network.network_policy.deny_all_ingress,
CANADA_PBMM,SC-7(5),Boundary Protection (5),automated,0,7,0,NEW: aws.vpc.network_acl.deny_all_inbound,,NEW: azure.network.network_security_group.deny_all_inbound,,NEW: gcp.compute.firewall.deny_all_ingress,,NEW: oci.core.security_list.deny_all_ingress,,NEW: ibm.vpc.security_group.deny_all_inbound,,NEW: alicloud.vpc.security_group.deny_all_inbound,,NEW: k8s.network.network_policy.deny_all_ingress,
CANADA_PBMM,SC-7(7),Boundary Protection (7),automated,0,7,0,NEW: aws.vpc.security_group.ingress_restricted,,NEW: azure.network.nsg.ingress_restricted,,NEW: gcp.compute.firewall.ingress_restricted,,NEW: oci.core.security_list.ingress_restricted,,NEW: ibm.vpc.security_group.ingress_restricted,,NEW: alicloud.vpc.security_group.ingress_restricted,,NEW: k8s.network.network_policy.ingress_restricted,
CANADA_PBMM,SC-7(8),Boundary Protection (8),automated,0,7,0,NEW: aws.vpc.security_group.ingress_restricted,,NEW: azure.network.nsg.ingress_restricted,,NEW: gcp.compute.firewall.ingress_restricted,,NEW: oci.core.security_list.ingress_restricted,,NEW: ibm.vpc.security_group.ingress_restricted,,NEW: alicloud.vpc.security_group.ingress_restricted,,NEW: k8s.network.network_policy.ingress_restricted,
CANADA_PBMM,SC-7(12),Boundary Protection (12),automated,0,7,0,NEW: aws.vpc.security_group.ingress_restricted,,NEW: azure.network.nsg.ingress_restricted,,NEW: gcp.compute.firewall.ingress_restricted,,NEW: oci.core.security_list.ingress_restricted,,NEW: ibm.vpc.security_group.ingress_restricted,,NEW: alicloud.vpc.security_group.ingress_restricted,,NEW: k8s.network.network_policy.ingress_restricted,
CANADA_PBMM,SC-7(13),Boundary Protection (13),automated,0,7,0,NEW: aws.vpc.security_group.ingress_restricted,,NEW: azure.network.nsg.ingress_restricted,,NEW: gcp.compute.firewall.ingress_restricted,,NEW: oci.core.security_list.ingress_restricted,,NEW: ibm.vpc.security_group.ingress_restricted,,NEW: alicloud.vpc.security_group.ingress_restricted,,NEW: k8s.network.network_policy.ingress_restricted,
CANADA_PBMM,SC-7(18),Boundary Protection (18),automated,0,7,0,NEW: aws.vpc.security_group.ingress_restricted,,NEW: azure.network.nsg.ingress_restricted,,NEW: gcp.compute.firewall.ingress_restricted,,NEW: oci.core.security_list.ingress_restricted,,NEW: ibm.vpc.security_group.ingress_restricted,,NEW: alicloud.vpc.security_group.ingress_restricted,,NEW: k8s.network.network_policy.ingress_restricted,
CANADA_PBMM,SC-8(1),Transmission Confidentiality and Integrity | Cryptographic or Alternate Physical Protection,automated,0,7,0,NEW: aws.ec2.ebs.encryption_by_default,,NEW: azure.storage.storage_account.minimum_tls_version,,NEW: gcp.compute.disk.encryption_default,,NEW: oci.objectstorage.bucket.tls_version,,NEW: ibm.cos.bucket.tls_policy,,NEW: alicloud.ecs.disk.encryption_enabled,,NEW: k8s.networking.network_policy.default_deny,
CANADA_PBMM,SC-12(1),Cryptographic Key Establishment and Management (1),automated,0,7,0,NEW: aws.kms.key.key_manager,,NEW: azure.keyvault.vault.access_policy,,NEW: gcp.kms.cryptokey.iam_member,,NEW: oci.kms.key.key_version,,NEW: ibm.kms.key.dual_auth_delete,,NEW: alicloud.kms.key.automatic_rotation,,NEW: k8s.secret.type,
CANADA_PBMM,SC-12(2),Cryptographic Key Establishment and Management (2),automated,0,6,1,NEW: aws.kms.key.key_manager,,NEW: azure.keyvault.key.key_type,,NEW: gcp.kms.cryptokey.key_rotation_period,,NEW: oci.kms.key.key_shape,,NEW: ibm.kms.key.dual_auth_delete,,NEW: alicloud.kms.key.automatic_rotation,,"SKIP: Cryptographic key management is a platform/infrastructure service; Kubernetes workloads rely on external KMS providers or cloud-native services for key establishment and management, which are verified at the CSP level.",
CANADA_PBMM,SC-12(3),Cryptographic Key Establishment and Management (3),automated,0,6,1,NEW: aws.kms.key.key_manager,,NEW: azure.keyvault.key.rotation_policy,,NEW: gcp.kms.cryptokey.rotation_schedule,,NEW: oci.kms.key.rotation_interval,,NEW: ibm.kms.key.rotation_policy,,NEW: alicloud.kms.key.automatic_rotation,,SKIP: Cryptographic key management is a platform/infrastructure service; Kubernetes workloads consume keys but do not natively manage key establishment or rotation policies.,
CANADA_PBMM,SC-18(3),Mobile Code (3),manual,0,0,7,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",
CANADA_PBMM,SC-18(4),Mobile Code (4),manual,0,0,7,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",
CANADA_PBMM,SC-19,(title not in local sources),manual,0,0,7,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,
CANADA_PBMM,SC-23(1),Session Authenticity (1),automated,0,5,1,NEW: aws.iam.account_password_policy.minimum_password_length,,NEW: azure.aad.password_policy.minimum_password_length,,NEW: gcp.iam.password_policy.minimum_password_length,,NEW: oci.iam.password_policy.minimum_password_length,,PARTIAL: ibm.iam.password_policy.minimum_password_length | verifies config exists but not testing execution,,NEW: alicloud.ram.password_policy.minimum_password_length,,"SKIP: Session authenticity is an application/ingress-controller level concern, not a native K8s resource control; no equivalent to a centralized, configurable password policy exists.",
CANADA_PBMM,SC-28(1),Protection of Information at Rest | Cryptographic Protection,automated,0,6,0,NEW: aws.ec2.ebs.encryption_by_default,,NEW: azure.storage.storage_account.blob_encryption_enabled,,NEW: gcp.compute.disk.encryption_default,,NEW: oci.object_storage.bucket.encryption_state,,NEW: ibm.cos.bucket.encryption_state,,NEW: alicloud.ecs.disk.encryption_state,,PARTIAL: k8s.storage.persistent_volume.encryption_state | verifies storage class encryption config but not underlying provider-managed encryption,
CANADA_PBMM,SI-2(2),Flaw Remediation (2),automated,0,4,0,NEW: aws.ec2.instance.patch_management,,NEW: azure.compute.virtual_machine.patch_assessment,,NEW: gcp.compute.instance.patch_management,,"PARTIAL: oci.compute.instance.management_agent | verifies OS Management Service agent is installed and configured for patching, but not patch execution state",,"PARTIAL: ibm.vpc.instance.metadata_service | verifies instance metadata service is enabled for patch orchestration tools, but not patch compliance state",,"PARTIAL: alicloud.ecs.instance.cloud_assistant | verifies Cloud Assistant agent is installed for patch operations, but not patch assessment status",,NEW: k8s.node.automatic_updates,
CANADA_PBMM,SI-2(3),Flaw Remediation (3),automated,0,7,0,NEW: aws.ec2.instance.patch_management,,NEW: azure.compute.virtual_machine.patch_assessment,,NEW: gcp.compute.instance.patch_management,,NEW: oci.compute.instance.patch_management,,NEW: ibm.vpc.vsi.patch_management,,NEW: alicloud.ecs.instance.patch_management,,NEW: k8s.container.node_auto_upgrade,
CANADA_PBMM,SI-3(1),Malicious Code Protection (1),automated,0,4,0,NEW: aws.ec2.instance.antivirus_installed,NEW: aws.ec2.activity_log.disable_guardduty;aws.iam.audit.delete_malware_protection_role,NEW: azure.compute.virtual_machine.antimalware_enabled,NEW: azure.security.audit.disable_antimalware;azure.policy.chain.bypass_defender,NEW: gcp.compute.instance.antivirus_osconfig,NEW: gcp.compute.audit.disable_osconfig;gcp.security.chain.suspend_scc,PARTIAL: oci.compute.instance.agent_installed | verifies management agent is present but not specific antimalware execution,NEW: oci.events.audit.disable_vulnerability_scanning;oci.compute.chain.remove_agent,PARTIAL: ibm.vpc.instance.trusted_profile_attached | verifies identity/compliance profile association but not antimalware state,NEW: ibm.vpc.audit.disable_security_group;ibm.iam.chain.modify_shield_rules,PARTIAL: alicloud.ecs.instance.security_center_linked | verifies integration with security service but not active protection,NEW: alicloud.security.audit.stop_anti_bot;alicloud.ram.chain.delete_malware_policy,NEW: k8s.pod.security_context.readonly_root_filesystem,NEW: k8s.rbac.audit.escalate_malware_pod;k8s.admission.chain.bypass_opa
CANADA_PBMM,SI-3(2),Malicious Code Protection (2),automated,0,4,0,NEW: aws.ec2.instance.antivirus_installed,NEW: aws.ec2.activity_log.disable_antimalware;aws.ssm.audit.delete_association,NEW: azure.vm.guest_config.antimalware_enabled,NEW: azure.security.audit.disable_antimalware;azure.compute.chain.disable_and_deallocate,NEW: gcp.compute.instance.guest_policy_antivirus,NEW: gcp.compute.audit.disable_shielded_vm;gcp.compute.activity_log.delete_os_policy,PARTIAL: oci.compute.instance.agent_installed | verifies OCI Management Agent is present for potential third-party AV integration but not the AV state itself,NEW: oci.compute.audit.disable_scanning_agent;oci.events.chain.agent_stop_and_tag,PARTIAL: ibm.vpc.instance.monitoring_agent | verifies IBM Cloud Monitoring Agent is installed for potential third-party AV integration but not the AV state itself,NEW: ibm.vpc.audit.disable_security_group;ibm.iam.activity_log.modify_instance_profile,PARTIAL: alicloud.ecs.instance.cloud_monitor_agent | verifies Cloud Monitor Agent is installed for potential third-party AV integration but not the AV state itself,NEW: alicloud.ecs.audit.uninstall_cloudmonitor;alicloud.actiontrail.chain.uninstall_and_stop,NEW: k8s.pod.security_context.read_only_root_filesystem,NEW: k8s.pod.audit.disable_security_context;k8s.admission.chain.privilege_escalation
CANADA_PBMM,SI-3(7),Malicious Code Protection (7),automated,0,4,0,NEW: aws.ec2.instance.antivirus_installed,NEW: aws.ec2.activity_log.disable_guardduty;aws.iam.audit.delete_malware_protection_role,NEW: azure.virtual_machine.antimalware_enabled,NEW: azure.security.audit.disable_antimalware;azure.policy.chain.evade_asc_policies,NEW: gcp.compute.instance.osconfig_agent,NEW: gcp.compute.activity_log.disable_osconfig_malware;gcp.iam.chain.bypass_scanner_roles,"PARTIAL: oci.compute.instance.agent_status | verifies management agent is installed and running, but does not confirm specific antimalware software or signatures",NEW: oci.compute.audit.disable_scanning_agent;oci.vulnerability_scanning.chain.agent_tamper,"PARTIAL: ibm.vpc.instance.trusted_profile_attachment | verifies instance uses a trusted profile for secure, automated management, but does not confirm specific antimalware installation",NEW: ibm.vpc.activity_log.disable_security_group_logging;ibm.iam.chain.evade_malware_monitoring,"PARTIAL: alicloud.ecs.instance.cloud_assistant_status | verifies the Cloud Assistant agent is installed for command delivery, but does not confirm specific security software execution",NEW: alicloud.ecs.audit.stop_security_agent;alicloud.actiontrail.chain.delete_malware_logs,NEW: k8s.pod.security_context,NEW: k8s.rbac.audit.escalate_malware_scan;k8s.admission.chain.disable_opa_policies
CANADA_PBMM,SI-4(1),Information System Monitoring (1),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.alert_delete;azure.aad.audit.credential_add,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key;gcp.logging.audit.sink_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.compartment_delete,NEW: ibm.activity_tracker.instance.provisioned,NEW: ibm.iam.activity_log.api_key_create,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.trail_update,NEW: k8s.audit_log.policy.enabled,NEW: k8s.audit.chain.privilege_escalation
CANADA_PBMM,SI-4(2),Information System Monitoring (2),automated,3,4,0,NEW: aws.cloudtrail.trail.is_multi_region_trail,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.delete_alert;azure.policy.audit.exempt,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.config_change_then_event_rule_delete,NEW: ibm.activity_tracker.route.global_events,NEW: ibm.iam.activity_log.api_key_create;ibm.activitytracker.audit.event_route_delete,NEW: alicloud.actiontrail.trail.is_organization_trail,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.privileged_policy_attach,NEW: k8s.audit.policy.log_all_requests,NEW: k8s.audit.chain.secret_access_then_audit_policy_patch
CANADA_PBMM,SI-4(4),Information System Monitoring (4),automated,3,4,0,NEW: aws.guardduty.detector.status,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deactivate_trail,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.monitor.activity_log.disable_diagnostic;azure.authorization.audit.elevate_access,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.config_change_by_new_api_session,NEW: ibm.activity_tracker.route.status,NEW: ibm.iam.activity_log.api_key_create;ibm.activitytracker.audit.route_delete,NEW: alicloud.actiontrail.trail.status,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.attach_policy,NEW: k8s.audit_log.policy.status,NEW: k8s.rbac.audit.clusterrole_bind;k8s.audit.chain.configmap_sensitive_access
CANADA_PBMM,SI-4(5),Information System Monitoring | System-Generated Alerts,automated,4,3,0,NEW: aws.cloudwatch.alarm.action_enabled,NEW: aws.iam.activity_log.assume_role_anomaly;aws.cloudtrail.audit.defense_evasion,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.vm.memory_alerts,NEW: azure.monitor.activity_log.alert_rule_deletion;azure.aad.audit.conditional_access_bypass,gcp.monitoring.alert_policy.anomaly_alerts_configured;gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.service_account_key_creation;gcp.logging.chain.log_sink_deletion_modify,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.audit.chain.compartment_deletion_log_disable,NEW: ibm.monitoring.alert.action_enabled,NEW: ibm.iam.activity_log.api_key_creation_anomaly,NEW: alicloud.cms.alarm.contact_groups,NEW: alicloud.actiontrail.audit.trail_stop_delete,k8s.monitoring.alerts.configured;k8s.network.monitoring.alerts_configured;k8s.monitoring.prometheus.alerts_configured,NEW: k8s.audit.chain.privileged_pod_logs_delete
