rule_id,csp,reality,type,dedup,winner_rule,note
ibm.activity_tracker.audit.event_routing_disable,ibm,REAL,ciem,UNIQUE,,Detects security group alterations and disabling of activity tracker.
ibm.activity_tracker.audit.log_integrity_violation,ibm,REAL,ciem,UNIQUE,,Monitors for log export deletions or timestamp alterations.
ibm.activity_tracker.audit.route_deletion,ibm,REAL,ciem,DUP,ibm.activity_tracker.audit.event_routes_update,Semantically same as rule 3 (privileged key creation & route manipulation).
ibm.activity_tracker.audit.stop_logging,ibm,REAL,ciem,DUP,ibm.activity_tracker.audit.event_routing_disable,Semantically same as rule 4 (security group changes & stopping logging).
ibm.activity_tracker.chain.evasion,ibm,REAL,ciem,UNIQUE,,Detects IAM policy updates and chained actions to evade tracking.
ibm.activity_tracker.chain.replay_sequence,ibm,REAL,ciem,UNIQUE,,Detects authentication replay events and suspicious sequences.
ibm.activity_tracker.configuration.enabled,ibm,REAL,config,UNIQUE,,Verifies audit log generation is enabled.
ibm.activity_tracker.event_routing.enabled,ibm,REAL,config,UNIQUE,,Verifies audit logging exists for event routing.
ibm.activity_tracker.instance.status,ibm,REAL,config,UNIQUE,,Checks instance is provisioned and active.
ibm.activity_tracker.route.destination_and_filter,ibm,REAL,config,UNIQUE,,Ensures a route exists for all management events to a secure destination.
ibm.activity_tracker.route.encryption_enabled,ibm,REAL,config,UNIQUE,,Verifies encryption-at-rest for routes.
ibm.activity_tracker.route.global_events_enabled,ibm,REAL,config,UNIQUE,,Checks routes are configured to collect global management events.
ibm.activity_tracker.route.is_configured,ibm,REAL,config,UNIQUE,,Checks if an Activity Tracker route is configured.
ibm.activity_tracker.route.kubernetes,ibm,REAL,config,UNIQUE,,Checks if a route is configured for Kubernetes logs.
ibm.activity_tracker.route.log_export_enabled,ibm,REAL,config,DUP,ibm.activity_tracker.route.retention_enabled,"Checks log export, similar to retention for incident handling (winner: retention_enabled)."
ibm.activity_tracker.route.retention_enabled,ibm,REAL,config,UNIQUE,,Checks log retention is enabled for incident handling.
ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,REAL,config,UNIQUE,,Checks if Activity Tracker service is enabled.
ibm.activity_tracker.tracker.log_retention_days,ibm,REAL,config,UNIQUE,,Checks specific log retention period in days.
ibm.activity_tracker.tracker.logging_enabled,ibm,REAL,config,UNIQUE,,Checks if platform audit logging is enabled.
ibm.activity_tracker.tracker.tracker_region_enabled,ibm,REAL,config,UNIQUE,,Checks if tracker is enabled for a specific region.
ibm.activitytracker.activity_log.disable,ibm,REAL,ciem,UNIQUE,,"Detects instance deletion or route removal, disabling logging."
ibm.activitytracker.activity_log.iam_change,ibm,REAL,ciem,UNIQUE,,Monitors IAM policy changes affecting audit tracking.
ibm.activitytracker.activity_log.route_change,ibm,REAL,ciem,DUP,ibm.activitytracker.chain.export_suppress,Semantically identical to rule 15 (both detect routing/retention modifications).
ibm.activitytracker.activity_log.route_delete,ibm,REAL,ciem,UNIQUE,,Detects deletion of routes or chained actions disabling log exports.
ibm.activitytracker.audit.config_change,ibm,REAL,ciem,UNIQUE,,"Detects creation of ""false positive"" notes on security findings."
ibm.activitytracker.audit.event_routing_delete,ibm,REAL,ciem,DUP,ibm.activitytracker.audit.route_delete,"Detects deletion of event routing, similar to rule 12's chained action."
ibm.activitytracker.audit.event_routing_disable,ibm,REAL,ciem,UNIQUE,,Detects disabling of event routing and anomalous IAM policy chains.
ibm.activitytracker.audit.log_config_change,ibm,REAL,ciem,DUP,ibm.activitytracker.chain.export_suppress,Semantically identical to rule 15 (both detect routing/retention modifications).
ibm.activitytracker.audit.log_export_delete,ibm,REAL,ciem,UNIQUE,,Detects export/deletion of events or chained removal/encryption actions.
ibm.activitytracker.audit.reduction,ibm,REAL,ciem,UNIQUE,,"Detects route deletions, event suppression, and anomalous IAM actions."
ibm.activitytracker.audit.retention_update,ibm,REAL,ciem,UNIQUE,,Detects retention period reduction and multi-step log routing.
ibm.activitytracker.audit.route_delete,ibm,REAL,ciem,UNIQUE,,Detects IAM API key creation followed by event routing deletion.
ibm.activitytracker.audit.stop_logging,ibm,REAL,ciem,UNIQUE,,Detects security group changes blocking scanners or stopping logging.
ibm.activitytracker.chain.access_group_evasion,ibm,REAL,ciem,UNIQUE,,Detects service ID privilege reversion and access group modifications.
ibm.activitytracker.chain.export_suppress,ibm,REAL,ciem,UNIQUE,,Detects modifications to event routing or retention and chained actions.
ibm.activitytracker.chain.log_export_delete,ibm,REAL,ciem,UNIQUE,,Detects disabling/deletion of malware alerts or log exports.
ibm.activitytracker.chain.log_integrity_bypass,ibm,REAL,ciem,UNIQUE,,Detects modifications to retention/archiving settings and chained events.
ibm.activitytracker.chain.log_manipulation_evasion,ibm,REAL,ciem,DUP,ibm.activitytracker.chain.log_integrity_bypass,Semantically identical to rule 2; both detect changes to archive/retention settings.
ibm.activitytracker.chain.role_assignment,ibm,REAL,ciem,UNIQUE,,Detects API key creation and role assignment for privilege expansion.
ibm.activitytracker.chain.route_disable,ibm,REAL,ciem,UNIQUE,,Detects retention period reduction and multi-step log routing changes.
ibm.activitytracker.collection.enabled,ibm,REAL,config,UNIQUE,,Verifies audit logging for platform activities is enabled.
ibm.activitytracker.route.enabled,ibm,REAL,config,UNIQUE,,Verifies log routing is enabled (refined from rule 6's partial description).
ibm.chain.defense_evasion,ibm,REAL,ciem,UNIQUE,,Detects deletion of critical network security rules (Security Groups/ACLs) in logs and chained events.
ibm.chain.privileged_after_suppress,ibm,REAL,ciem,UNIQUE,,Detects Activity Tracker suppression (deletion/filtering) followed by high-risk privileged actions.
ibm.cloudant.audit.route_delete,ibm,REAL,ciem,UNIQUE,,"Detects deletion of audit routes or instances, a genuine event-based security check."
ibm.cloudant.chain.log_removal,ibm,REAL,ciem,UNIQUE,,"Detects deletion or export of audit logs, a distinct event-based check for log tampering."
ibm.cloudant.database.non_del_doc_purge,ibm,REAL,config,UNIQUE,,Checks a specific database configuration (document purging) for backup integrity.
ibm.cloudant.global.tables_enabled,ibm,NONSENSE,config,UNIQUE,,"Vague intent (""Disaster Recovery"") with no verifiable configuration check specified."
ibm.cloudant.instance.https_enforcement,ibm,REAL,config,UNIQUE,,Checks a clear configuration (HTTPS/TLS enforcement) for secure access.
ibm.cos.activity_log.delete_bucket,ibm,REAL,ciem,UNIQUE,,Detects bucket deletion activity (event-based).
ibm.cos.backup.bucket_configured,ibm,NONSENSE,config,UNIQUE,,"Intent is incomplete/partial, not a verifiable rule."
ibm.cos.bucket.anonymous_auth_disabled,ibm,REAL,config,UNIQUE,,Checks for disabling anonymous authentication.
ibm.cos.bucket.cross.account.replication.disabled,ibm,REAL,config,UNIQUE,,Checks for disabling cross-account replication.
ibm.cos.bucket.kms_encryption,ibm,REAL,config,UNIQUE,,Checks for KMS encryption at rest.
ibm.cos.bucket.namespace,ibm,NONSENSE,config,UNIQUE,,"""namespace"" is vague, not a standard security check."
ibm.cos.bucket.replication_enabled,ibm,REAL,config,UNIQUE,,Checks for enabling replication (DR).
ibm.cos.bucket.server_access_logging_enabled,ibm,REAL,config,UNIQUE,,Checks for enabling server access logging.
ibm.cos.bucket.ssl_enforcement,ibm,REAL,config,DUP,ibm.cos.bucket.tls_policy,Checks SSL/TLS enforcement; semantically same as rule 11 (TLS policy).
ibm.cos.bucket.temporary_url_expiry,ibm,REAL,config,UNIQUE,,Checks temporary URL expiry configuration.
ibm.cos.bucket.tls_policy,ibm,REAL,config,UNIQUE,,"Checks TLS policy (e.g., TLS 1.2 requirement)."
ibm.cos.bucket.versioning_enabled,ibm,REAL,config,UNIQUE,,Checks for enabling object versioning.
ibm.cos.buckets.https_only,ibm,REAL,config,DUP,ibm.cos.bucket.ssl_enforcement,Checks HTTPS-only access; semantically same as rule 9/11 (SSL/TLS).
ibm.cos.presigned.stored.policy,ibm,REAL,config,UNIQUE,,Checks for stored policy on presigned URLs.
ibm.cos.website.https_only,ibm,REAL,config,DUP,ibm.cos.bucket.ssl_enforcement,Checks HTTPS-only for websites; semantically same as rule 9/11 (SSL/TLS).
ibm.functions.activity_log.create_action,ibm,REAL,ciem,UNIQUE,,Monitors creation/modification of serverless actions (activity log).
ibm.functions.activity_log.iam_serviceid,ibm,REAL,ciem,UNIQUE,,Detects excessive/chained IAM service ID assignments to Functions.
ibm.functions.audit.update_action,ibm,REAL,ciem,DUP,ibm.functions.activity_log.create_action,"Same intent as rule 1 (monitor action creation/modification), but from audit log."
ibm.functions.chain.access_policy_change,ibm,REAL,ciem,DUP,ibm.functions.activity_log.iam_serviceid,"Same intent as rule 2 (detect excessive/chained IAM assignments), but via policy change."
ibm.functions.function.iam_role_least_privilege,ibm,REAL,config,UNIQUE,,Checks IAM roles for least privilege on functions (static configuration).
ibm.functions.function.not_publicly_accessible,ibm,REAL,config,UNIQUE,,Checks that functions are not publicly accessible (boundary protection).
ibm.iam.activity_log.access_policy_modify,ibm,REAL,ciem,UNIQUE,,Detects policy changes and anomalous modification chains.
ibm.iam.activity_log.account_invite,ibm,REAL,ciem,UNIQUE,,Monitors external user invites and subsequent API key generation.
ibm.iam.activity_log.anomaly,ibm,REAL,ciem,UNIQUE,,Detects log route deletions/event suppression and anomalous IAM actions.
ibm.iam.activity_log.api_key_activity,ibm,REAL,ciem,UNIQUE,,Detects API key usage for privileged logins.
ibm.iam.activity_log.api_key_creation,ibm,REAL,ciem,DUP,ibm.iam.activity_log.api_key_creation_anomaly,Semantically same as rule 6 (API key creation anomaly).
ibm.iam.activity_log.api_key_creation_anomaly,ibm,REAL,ciem,UNIQUE,,Monitors anomalous IAM API key creation patterns.
ibm.iam.activity_log.delete_policy,ibm,REAL,ciem,DUP,ibm.iam.activity_log.anomaly,Semantically same as rule 3 (deletion of policies/log routes).
ibm.iam.activity_log.delete_routing,ibm,REAL,ciem,UNIQUE,,Detects disabling Activity Tracker or deleting IKS audit log routes.
ibm.iam.activity_log.disable_mfa,ibm,REAL,ciem,UNIQUE,,Detects MFA disable or Activity Tracker event deletion.
ibm.iam.activity_log.excessive_failed_logins,ibm,REAL,ciem,UNIQUE,,Alerts on abnormal failed login attempts.
ibm.iam.activity_log.login_after_inactivity,ibm,REAL,ciem,UNIQUE,,Monitors login after long inactivity and immediate user disable.
ibm.iam.activity_log.mfa_policy_change,ibm,REAL,ciem,UNIQUE,,Detects MFA removal and anomalous console activity.
ibm.iam.activity_log.modify_instance_profile,ibm,REAL,ciem,UNIQUE,,Detects security group/instance profile modifications to remove controls.
ibm.iam.activity_log.replay_auth,ibm,REAL,ciem,UNIQUE,,Detects authentication replay events and suspicious sequences.
ibm.iam.activity_log.service_id_apikey,ibm,REAL,ciem,UNIQUE,,Detects high-privilege service ID API key creation and log deletion.
ibm.iam.activity_log.serviceid_to_api_key,ibm,REAL,ciem,UNIQUE,,Detects service ID to API key conversion for key rotation evasion.
ibm.iam.audit.access_group_policy,ibm,REAL,ciem,UNIQUE,,Detects API key creation for privileged service IDs and policy changes.
ibm.iam.audit.disable_after_reactivation,ibm,REAL,ciem,UNIQUE,,Monitors login after long inactivity followed by immediate user disable.
ibm.iam.audit.serviceid_privilege_reversion,ibm,REAL,ciem,UNIQUE,,Detects service ID privilege reversion and chained access group changes.
ibm.iam.chain.api_key_abuse,ibm,REAL,ciem,UNIQUE,,Detects disabling of Security Advisor or API key abuse chains.
ibm.iam.chain.defense_evasion,ibm,REAL,ciem,UNIQUE,,Identifies log tampering in Activity Tracker and IAM evasion chains.
ibm.iam.chain.evade_malware_monitoring,ibm,REAL,ciem,UNIQUE,,Detects disabling of flow logging or IAM changes to evade malware monitoring.
ibm.iam.chain.invite_apikey,ibm,REAL,ciem,UNIQUE,,Monitors external user invites and subsequent API key generation.
ibm.iam.chain.log_access_revoke,ibm,REAL,ciem,UNIQUE,,Detects disabling of Activity Tracker or IAM changes revoking IKS log access.
ibm.iam.chain.log_suppress,ibm,REAL,ciem,UNIQUE,,Detects Activity Tracker config updates and privilege escalation chains.
ibm.iam.chain.modify_shield_rules,ibm,REAL,ciem,UNIQUE,,Detects disabling of security group logging or IAM modifications to bypass Cloud Shield.
ibm.iam.chain.policy_audit_removal,ibm,REAL,ciem,UNIQUE,,Detects removal of Activity Tracker routes or chained policy changes stripping audit.
ibm.iam.chain.policy_modification_anomaly,ibm,REAL,ciem,UNIQUE,,Detects IAM policy changes and anomalous modification chains to bypass review.
ibm.iam.chain.privilege_escalation,ibm,REAL,ciem,UNIQUE,,Detects activity tracker route deletion and IAM privilege escalation to suppress alerts.
ibm.iam.chain.tracker_access,ibm,REAL,ciem,UNIQUE,,Detects disabling/routing changes to Activity Tracker and privilege escalations.
ibm.iam.access_group.external_memberwhataspectispartiale.g.verifiesconfigexistsbutnottestingexecution,ibm,REAL,config,UNIQUE,,Checks for external members in access groups.
ibm.iam.access_group.rules,ibm,REAL,config,UNIQUE,,Checks for existence of access group rules.
ibm.iam.access_group_policy,ibm,REAL,config,UNIQUE,,Checks that group policies require approval for changes.
ibm.iam.account.access_approval_enabled,ibm,REAL,config,UNIQUE,,Checks if account access approval is enabled.
ibm.iam.account.password_policy.minimum_length,ibm,REAL,config,UNIQUE,,Checks password policy minimum length.
ibm.iam.account_settings.login_policy,ibm,REAL,config,UNIQUE,,Checks existence of login policy configuration.
ibm.iam.api.key_unused_detection,ibm,REAL,config,UNIQUE,,Detects unused API keys (config-based detection).
ibm.iam.audit.logs_enabled,ibm,REAL,config,UNIQUE,,Checks if audit logs are enabled.
ibm.iam.authorization_policy.external_principals,ibm,REAL,config,UNIQUE,,Checks for external principals in auth policies.
ibm.iam.avoid.root_usage,ibm,REAL,config,UNIQUE,,Checks to avoid root account usage.
ibm.iam.aws.attached_policy_no_administrative_privileges,ibm,NONSENSE,config,UNIQUE,,"Rule references AWS, not IBM Cloud (wrong CSP)."
ibm.iam.cloud.asset_inventory_enabled,ibm,REAL,config,UNIQUE,,Checks if cloud asset inventory is enabled.
ibm.iam.custom.role_has_permissions_to_administer_resource_locks,ibm,REAL,config,UNIQUE,,Checks custom role permissions for resource locks.
ibm.iam.custom_role.policies,ibm,REAL,config,UNIQUE,,Checks custom role policies.
ibm.iam.group.restrict_user_access_features,ibm,REAL,config,UNIQUE,,Checks group restrictions on user access features.
ibm.iam.identity.federation_status,ibm,REAL,config,UNIQUE,,Checks if identity federation with corporate IDP is configured.
ibm.iam.namespace.default_not_used,ibm,NONSENSE,config,UNIQUE,,"Rule name ""namespace.default_not_used"" is vague and intent is unclear."
ibm.iam.no.guest_accounts_with_permissions,ibm,REAL,config,UNIQUE,,"Checks for guest accounts with permissions, a valid security control."
ibm.iam.no.root_access_key,ibm,REAL,config,UNIQUE,,"Checks for root access keys, a specific and verifiable security risk."
ibm.iam.notification.group_mapping_configured,ibm,NONSENSE,config,UNIQUE,,"Rule name ""notification.group_mapping_configured"" is vague and intent is unclear."
ibm.iam.organization.essential_contacts_configured,ibm,REAL,config,UNIQUE,,"Checks if essential contacts are configured, a valid governance control."
ibm.iam.password.policy_compliance,ibm,REAL,config,DUP,ibm.iam.password.policy_symbol,"""password.policy_compliance"" is a generic duplicate of specific password policy rules (e.g., rule 12)."
ibm.iam.password.policy_expires_passwords_within_90_days_or_less,ibm,REAL,config,UNIQUE,,"Checks password expiration within 90 days, a specific and distinct policy aspect."
ibm.iam.password.policy_lowercase,ibm,REAL,config,DUP,ibm.iam.password.policy_symbol,"Checks for lowercase characters, a subset of the ""strong"" password policy (rule 12)."
ibm.iam.password.policy_number,ibm,REAL,config,DUP,ibm.iam.password.policy_symbol,"Checks for numbers, a subset of the ""strong"" password policy (rule 12)."
ibm.iam.password.policy_strong,ibm,REAL,config,DUP,ibm.iam.password.policy_symbol,"""password.policy_strong"" is the best-named representative for overall password strength."
ibm.iam.password.policy_symbol,ibm,REAL,config,UNIQUE,,"""password.policy_strong"" is the winner for composite password complexity rules."
ibm.iam.password.policy_uppercase,ibm,REAL,config,DUP,ibm.iam.password.policy_symbol,"Checks for uppercase characters, a subset of the ""strong"" password policy (rule 12)."
ibm.iam.password_policy.hide_feedback,ibm,NONSENSE,config,UNIQUE,,"""password_policy.hide_feedback"" is vague and not a standard security check."
ibm.iam.password_policy.max_password_age,ibm,REAL,config,DUP,ibm.iam.password.policy_expires_passwords_within_90_days_or_less,"""password_policy.max_password_age"" is a duplicate of rule 8 (expires within 90 days)."
ibm.iam.password_policy_reuse_prevention,ibm,REAL,config,UNIQUE,,Password policy reuse prevention check.
ibm.iam.policy.audit_log_admin,ibm,REAL,config,UNIQUE,,IAM policy binding for audit log management.
ibm.iam.policy.condition_ip,ibm,REAL,config,UNIQUE,,IAM policy with IP condition restrictions.
ibm.iam.policy.deny_maintenance_tools,ibm,REAL,config,UNIQUE,,IAM policy denying maintenance tool access.
ibm.iam.policy.least_privilege,ibm,REAL,config,UNIQUE,,IAM policy least privilege verification.
ibm.iam.policy.policy_conditions_used,ibm,REAL,config,UNIQUE,,IAM policy conditions usage check.
ibm.iam.policy.policy_enabled,ibm,REAL,config,UNIQUE,,IAM policy enabled status verification.
ibm.iam.policy.roles,ibm,REAL,config,UNIQUE,,IAM policy roles configuration check.
ibm.iam.policy.rule,ibm,REAL,config,DUP,ibm.iam.policy.rule.action,Rule 10 is a more specific check for policy rule actions.
ibm.iam.policy.rule.action,ibm,REAL,config,UNIQUE,,IAM policy rule action verification.
ibm.iam.policy.system_authenticated_non_default,ibm,REAL,config,UNIQUE,,System-authenticated non-default policy check.
ibm.iam.policy.temporary_token_expiry,ibm,REAL,config,UNIQUE,,Temporary token expiry policy check.
ibm.iam.policy.wildcard_action,ibm,REAL,config,UNIQUE,,IAM policy wildcard action restriction.
ibm.iam.role.kms_enforce_separation_of_duties,ibm,REAL,config,UNIQUE,,KMS role separation of duties enforcement.
ibm.iam.role.least_privilege,ibm,REAL,config,UNIQUE,,Role least privilege principle verification.
ibm.iam.role.sa_enforce_separation_of_duties,ibm,REAL,config,UNIQUE,,Checks for separation of duties in IAM roles.
ibm.iam.rotate.access_key_90_days,ibm,REAL,config,UNIQUE,,Checks for access key rotation within 90 days.
ibm.iam.sa.no_administrative_privileges,ibm,REAL,config,UNIQUE,,Checks for absence of administrative privileges on service accounts.
ibm.iam.sa.no_user_managed_keys,ibm,REAL,config,UNIQUE,,Checks that service accounts have no user-managed keys.
ibm.iam.sa.user_managed_key_unused,ibm,REAL,config,UNIQUE,,Checks for unused user-managed keys on service accounts.
ibm.iam.security.contact_information_configured,ibm,REAL,config,UNIQUE,,Checks if security contact information is configured.
ibm.iam.service_account_token_volume_projection,ibm,REAL,config,UNIQUE,,Checks for service account token volume projection.
ibm.iam.service_id.api_key_usage,ibm,REAL,config,UNIQUE,,Checks API key usage for service IDs.
ibm.iam.user.account_admin_api_keys_absent,ibm,REAL,config,UNIQUE,,Checks for absence of account admin API keys on users.
ibm.iam.user.account_management_enabled,ibm,REAL,config,UNIQUE,,Checks if account management features are enabled.
ibm.iam.user.anonymous_auth_disabled,ibm,REAL,config,UNIQUE,,Checks if anonymous authentication is disabled.
ibm.iam.user.client_certificate.disabled,ibm,REAL,config,UNIQUE,,Checks if client certificate authentication is disabled.
ibm.iam.user.email,ibm,REAL,config,UNIQUE,,Checks for user email configuration (partial for local users).
ibm.iam.user.inactive_disable,ibm,REAL,config,UNIQUE,,Checks for disabling inactive users (partial for local users).
ibm.iam.user.last_login_time,ibm,REAL,config,UNIQUE,,Checks for user last login time.
ibm.iam.user.mfa_enabled,ibm,REAL,config,UNIQUE,,Checks MFA enabled for all IAM users.
ibm.iam.user.namespace,ibm,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/placeholder (""refined"")."
ibm.iam.user.no_inline_policies,ibm,REAL,config,UNIQUE,,Checks for absence of inline policies on users.
ibm.iam.user.password_policy.enforce_change,ibm,REAL,config,UNIQUE,,Checks password policy enforces password changes.
ibm.iam.user.security_key_enforcement,ibm,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/placeholder (""refined"")."
ibm.iam.user.service_account_default_check,ibm,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/placeholder (""refined"")."
ibm.iam.user.unused_credentials,ibm,REAL,config,UNIQUE,,Checks for unused user credentials.
ibm.iam.user_settings.password_reset_notification_enabled,ibm,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/placeholder (""refined"")."
ibm.iam.user_settings.session_timeout,ibm,REAL,config,UNIQUE,,Checks console session timeout configuration.
ibm.is.audit.virtual_server_login,ibm,REAL,ciem,UNIQUE,,Detects privileged API key usage and login events.
ibm.is.instance.audit.delete_volume,ibm,REAL,ciem,UNIQUE,,Detects storage deletion actions as disposal events.
ibm.is.vpc.audit.instance_ssh,ibm,REAL,ciem,UNIQUE,,Detects IAM key creation and remote sessions to VPC instances.
ibm.is.instance.backup_policy,ibm,REAL,config,UNIQUE,,Verifies backup configuration for VPC instances.
ibm.is.instance.baseline_image,ibm,REAL,config,UNIQUE,,Verifies use of a catalog-approved baseline image.
ibm.is.instance.disaster_recovery,ibm,REAL,config,UNIQUE,,Checks for disaster recovery via snapshots and cross-region replication.
ibm.is.instance.image,ibm,REAL,config,DUP,ibm.is.instance.baseline_image,Verifies image ID but is a subset/partial of rule 5 (approved catalog).
ibm.is.instance.image_scan,ibm,REAL,config,UNIQUE,,Verifies config for trusted platform image scanning.
ibm.is.instance.inventory,ibm,REAL,config,UNIQUE,,Checks instance tracking in an inventory system.
ibm.is.instance.maintenance_policy,ibm,REAL,config,UNIQUE,,Verifies customer-managed maintenance policy.
ibm.is.security_group.no_public_ingress,ibm,REAL,config,UNIQUE,,Verifies security group denies public ingress.
ibm.is.virtual_server.trusted_image,ibm,REAL,config,DUP,ibm.is.instance.baseline_image,"Refined rule for trusted image, semantically same as rule 5."
ibm.is.vpc.image.baselineverifiesinstanceusesanapprovedbaseimagebut_i_b_msimagemanagementislessstandardizedthanother_c_s_ps,ibm,REAL,config,DUP,ibm.is.instance.baseline_image,Long name but same intent as rule 5 (approved base image).
ibm.is.vpc.load_balancer.pool.session_persistence,ibm,REAL,config,UNIQUE,,Verifies load balancer pool session persistence.
ibm.is.vpc.routing_table.route.action,ibm,REAL,config,UNIQUE,,Checks routing table routes to prevent internet forwarding.
ibm.is.vpc.security_group.rule_direction,ibm,REAL,config,UNIQUE,,Checks security group default-deny and explicit allow rules.
ibm.is.vpc.vpn_gateway.ha,ibm,REAL,config,UNIQUE,,Verifies high-availability configuration for VPN gateways.
ibm.is.vpn_gateways.connections,ibm,NONSENSE,config,UNIQUE,,"Vague intent (""active connections for failover telecommunications"") and not a standard, verifiable security check."
ibm.resource.audit.management_key_rotation_bypass,ibm,REAL,ciem,UNIQUE,,Detects service ID to API key conversion to bypass key rotation.
ibm.resource.audit.policy_attach,ibm,REAL,ciem,UNIQUE,,Detects API key creation for privileged users and policy attachment.
ibm.schematics.audit.workspace_action,ibm,REAL,ciem,UNIQUE,,"Detects workspace action execution, a specific user behavior."
ibm.schematics.audit.workspace_apply,ibm,REAL,ciem,UNIQUE,,"Detects workspace apply execution, a distinct deployment action."
ibm.schematics.audit.workspace_variable_modify,ibm,REAL,ciem,UNIQUE,,"Detects variable modification, a different configuration change."
ibm.schematics.chain.auditd_tamper,ibm,REAL,ciem,UNIQUE,,"Detects auditd tampering, a specific integrity/evasion behavior."
ibm.schematics.chain.patch_evasion,ibm,REAL,ciem,UNIQUE,,"Detects patch compliance evasion, a different integrity/evasion behavior."
ibm.security.audit.disable_va,ibm,REAL,ciem,UNIQUE,,"Detects disabling vulnerability scans, a specific user action."
ibm.security.audit.notification_channel_remove,ibm,REAL,ciem,UNIQUE,,"Detects deletion of notification channels, a specific user action."
ibm.security.advisor.centrally_managed,ibm,NONSENSE,config,UNIQUE,,"Intent is vague/tautological (""Assessment And Decision On Information Security Events"")."
ibm.security.advisor.eks_audit_log_enabled,ibm,REAL,config,UNIQUE,,"Checks if EKS audit logging is enabled, a specific config state."
ibm.security.advisor.enabled,ibm,REAL,config,UNIQUE,,"Checks if IBM Security Advisor is enabled, a specific config state."
ibm.security.advisor.guardduty_enabled,ibm,NONSENSE,config,UNIQUE,,"Rule name/check (GuardDuty) is an AWS service, not IBM."
ibm.security.advisor.is_enabled,ibm,REAL,config,UNIQUE,,"Checks if IBM Security Advisor is enabled, a specific config state."
ibm.security.advisor.security_center_enabled,ibm,NONSENSE,config,UNIQUE,,"Rule name/check (Security Center) is an Azure service, not IBM."
ibm.security.advisor.vulnerability_assessment_enabled,ibm,NONSENSE,config,UNIQUE,,"Rule name/check (Vulnerability Assessment) is an Azure service, not IBM."
ibm.security_advisor.audit.disable,ibm,REAL,ciem,UNIQUE,,"Detects disabling of service or API key abuse, a genuine behavioral event."
ibm.security_advisor.notification_channel.is_configured,ibm,REAL,config,UNIQUE,,"Checks if notification channels are configured, a static state check."
ibm.securityadvisor.activity_log.note_creation,ibm,REAL,ciem,UNIQUE,,"Detects creation of false positive notes, a specific user action."
ibm.securityadvisor.audit.disable,ibm,REAL,ciem,UNIQUE,,"Detects disabling of alerts/deletion of logs, a specific user action."
ibm.securityadvisor.offering.enabled,ibm,NONSENSE,config,UNIQUE,,"Rule intent is empty/vague (""refined"" is not a security check)."
ibm.vpc.activity_log.auditd_removal,ibm,REAL,ciem,UNIQUE,,Detects auditd removal and Schematics actions altering logging.
ibm.vpc.activity_log.create_image,ibm,REAL,ciem,UNIQUE,,Detects custom image creation and related Schematics workspace actions.
ibm.vpc.activity_log.create_security_group_voip,ibm,REAL,ciem,UNIQUE,,Detects security group rule changes for VoIP and Watson Voice Gateway deployment.
ibm.vpc.activity_log.update_instance,ibm,REAL,ciem,UNIQUE,,Detects instance time setting alterations and Activity Tracker route modifications.
ibm.vpc.activity_log.update_instance_defaults,ibm,REAL,ciem,DUP,ibm.vpc.chain.profile_template_modification,Semantically identical to rule 11 (trusted execution disablement in profiles/templates).
ibm.vpc.activity_log.update_security_group,ibm,REAL,ciem,UNIQUE,,Detects security group changes blocking scanners or stopping Activity Tracker.
ibm.vpc.audit.disable_security_group,ibm,REAL,ciem,UNIQUE,,Detects disabling security groups with malware rules or modifying instance profiles.
ibm.vpc.audit.instance_console_activity,ibm,REAL,ciem,UNIQUE,,Detects MFA removal and anomalous continuous instance console activity.
ibm.vpc.audit.patch_override,ibm,REAL,ciem,UNIQUE,,Flags VSI patch compliance overrides or Schematics runs manipulating patch status.
ibm.vpc.chain.nested_virtualization_bypass,ibm,REAL,ciem,UNIQUE,,Monitors for nested virtualization bypass via profile updates and multi-step detection.
ibm.vpc.chain.profile_template_modification,ibm,REAL,ciem,UNIQUE,,"Detects trusted execution disablement in instance defaults, profiles, or templates."
ibm.vpc.block_storage_snapshot.encrypted,ibm,REAL,config,UNIQUE,,Verifies snapshot encryption for compliance (partial rule description).
ibm.vpc.config_file.permissions,ibm,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""refined"")."
ibm.vpc.different.regions,ibm,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""Network Security"")."
ibm.vpc.ebs.public_snapshot,ibm,NONSENSE,config,UNIQUE,,"Rule name and description are incomplete/vague (""continued..."")."
ibm.vpc.ebs.volume_protected_by_backup_plan,ibm,REAL,config,UNIQUE,,Checks EBS volume backup plan protection.
ibm.vpc.endpoint.for_vsi_enabled,ibm,REAL,config,UNIQUE,,Checks if VPC endpoint for VSI is enabled.
ibm.vpc.endpoint.multi_az_enabled,ibm,REAL,config,UNIQUE,,Checks if VPC endpoint is multi-AZ enabled.
ibm.vpc.endpoint.services_allowed_principals_trust_boundaries,ibm,REAL,config,UNIQUE,,Checks endpoint service allowed principals trust boundaries.
ibm.vpc.image.baseline_approved,ibm,REAL,config,UNIQUE,,Checks if VM image is from an approved baseline.
