rule_id,csp,service,type,action,frameworks,framework_count,control_count,mapped_controls,suggested_intent
azure.policy.activity_log.exemption_creation,azure,policy,activity_log,exemption_creation,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect suppression of Azure Security Center alerts or creation of Policy exemptions for vulnerability assessments, indicating potential control bypass."
azure.policy.audit.delete_assignment,azure,policy,audit,delete_assignment,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(16),Detect attempts to disable Azure Monitor logs or delete Policy assignments that enforce logging
azure.policy.audit.disable,azure,policy,audit,disable,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),Detect deletion of activity logs or disabling of diagnostic settings that could compromise audit record content
azure.policy.audit.exempt,azure,policy,audit,exempt,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(2),Detect deletion of activity log alerts combined with policy exemption to bypass security monitoring
azure.policy.chain.bypass_defender,azure,policy,chain,bypass_defender,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Detect disabling of Microsoft Defender Antimalware or policy changes to bypass Microsoft Defender for Cloud protections.
azure.policy.chain.evade_asc_policies,azure,policy,chain,evade_asc_policies,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),"Detect disabling of Microsoft Antimalware or Azure Security Center policies, and chained actions to evade malware protection."
azure.policy.chain.log_evasion,azure,policy,chain,log_evasion,CIS,1,1,CIS/1.2.20,Detect disabling of diagnostic settings for key services and chained policy/logging evasion patterns.
azure.rbac.activity_log.role_assignment,azure,rbac,activity_log,role_assignment,CIS,1,1,CIS/5.2.10,Detect privileged role assignments outside PIM and anomalous just-in-time activations of high-privilege roles.
azure.rbac.activity_log.role_assignment_write,azure,rbac,activity_log,role_assignment_write,CIS,1,1,CIS/5.3.7,Monitor RBAC role assignment events and multi-step attempts to evade review
azure.rbac.audit.role_assignment,azure,rbac,audit,role_assignment,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(1),Monitor privileged Azure AD sign-ins and excessive role assignments to prevent over-provisioning.
azure.rbac.audit.role_evasion_chain,azure,rbac,audit,role_evasion_chain,CIS,1,1,CIS/5.3.7,Monitor RBAC role assignment events and multi-step attempts to evade review
azure.resource.audit.elevated_access,azure,resource,audit,elevated_access,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(5),Monitor privileged Azure AD sign-ins and activation of privileged access management for suspicious privilege escalation.
azure.resources.audit.profile_edit,azure,resources,audit,profile_edit,CIS,1,1,CIS/2.1.2,"Detect Log Analytics workspace deletion or diagnostic setting removal, and changes to activity log profile that stop collection of critical logs."
azure.security.asc.audit.disable,azure,security,asc,audit.disable,CIS,1,1,CIS/8.1.16,"Detect disabling of Azure Security Center/Defender for Cloud policies or Defender EASM resources, indicating potential evasion of external attack surface monitoring."
azure.security.audit.defense_evasion_chain,azure,security,audit,defense_evasion_chain,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Identify gaps in log collection/review cycles and multi-step defense evasion patterns in Azure activity logs.
azure.security.audit.delete_log_profile,azure,security,audit,delete_log_profile,CIS,1,1,CIS/2.2.1,Detect disabling of diagnostic settings or deletion of log profiles for AKS audit logs.
azure.security.audit.delete_logs,azure,security,audit,delete_logs,CIS,1,1,CIS/2.3.1,Detect disabling of diagnostic settings or deletion of logs for AKS cluster auditing
azure.security.audit.diagnostic_disable,azure,security,audit,diagnostic_disable,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(4),Detect removal of activity log entries or disabling of diagnostic settings that protect audit information.
azure.security.audit.log_manipulation,azure,security,audit,log_manipulation,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Identify log timestamp discrepancies or unauthorized log workspace deletions
azure.security.audit.security_solution_delete,azure,security,audit,security_solution_delete,CIS,1,1,CIS/4.15,Detect deletion of diagnostic settings or security solutions that would suppress Azure Security Center alerts.
azure.security.chain.anomaly_pattern,azure,security,chain,anomaly_pattern,CANADA_PBMM,1,1,CANADA_PBMM/AU-2(3),"Detect disabling or deletion of Activity Log export, and anomalous sequence of high-risk actions across services."
azure.security.chain.audit_tamper,azure,security,chain,audit_tamper,CIS,1,1,CIS/3.1.13,Monitor Activity Log retention policy changes and chained actions to suppress or delete diagnostic logs
azure.security.chain.defense_evasion,azure,security,chain,defense_evasion,NIST_800_171,1,1,NIST_800_171/3.3.6,Identify diagnostic setting deletions or modifications and chained actions to disrupt log pipeline
azure.security.chain.disable_a_s_c_alerts,azure,security,chain,disable_a_s_c_alerts,NIST_800_171,1,1,NIST_800_171/3.6.3,Identify actions that remove monitoring or disable Azure Security Center alerts to hinder incident detection.
azure.security.chain.log_evasion,azure,security,chain,log_evasion,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(2),"Detect deletion or export of Activity Logs, Log Analytics workspaces, or security alerts, and patterns of disabling diagnostic settings to evade logging."
azure.security.chain.log_suppression_evasion,azure,security,chain,log_suppression_evasion,CIS,1,1,CIS/1.2.23,Detect modifications to diagnostic settings' retention/rotation and patterns of disabling logs before sensitive actions.
azure.securitycenter.activity_log.alert_suppression,azure,securitycenter,activity_log,alert_suppression,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect suppression of Azure Security Center alerts or creation of Policy exemptions for vulnerability assessments, indicating potential control bypass."
azure.securitycenter.audit.disable,azure,securitycenter,audit,disable,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect disabling of Microsoft Defender for Cloud malware scanning logs or removal of Log Analytics workspace containing anti-malware audit data.
azure.storage.audit.delete_blob,azure,storage,audit,delete_blob,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect managed disk deletion and bulk blob deletions in storage accounts as potential unsanitized media disposal.
azure.vm.activity_log.auditd_modify,azure,vm,activity_log,auditd_modify,CIS,1,1,CIS/5.7.2,Detect VM auditd configuration changes and Automation runbooks that disable or circumvent Linux audit logging
azure.vm.audit.patch_override,azure,vm,audit,patch_override,CIS,1,1,CIS/10.7,Identify VM patch state tampering or automated runbook sequences designed to bypass update compliance.
azure.web.audit.deploy_code,azure,web,audit,deploy_code,NIST_800_171,1,1,NIST_800_171/3.13.13,Monitor creation of Automation runbooks and code deployments to Azure Web Apps as potential mobile code execution.
gcp.audit.activity_log.sink_alter,gcp,audit,activity_log,sink_alter,CIS,1,1,CIS/1.2.20,Detect audit log sink modifications and IAM chained actions to bypass logging.
gcp.audit_log.activity_log.integrity_check,gcp,audit_log,activity_log,integrity_check,PCI_DSS,1,1,PCI_DSS/10.2.2,Monitor audit log integrity and detect multi-step IAM privilege escalation patterns
gcp.audit_log.activity_log.sink_deletion,gcp,audit_log,activity_log,sink_deletion,PCI_DSS,1,1,PCI_DSS/10.7.1,Detect deletion of critical logging sinks (Log Router) and chained IAM permission escalation followed by security service disablement.
gcp.cloudasset.activity_log.export_delete,gcp,cloudasset,activity_log,export_delete,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect state changes (e.g., to INACTIVE) of Security Command Center findings or deletion of Cloud Asset Inventory exports containing vulnerability data, indicating potential tampering."
gcp.cloudasset.chain.iam_escalation,gcp,cloudasset,chain,iam_escalation,PCI_DSS,1,1,PCI_DSS/10.7.1,Detect deletion of critical logging sinks (Log Router) and chained IAM permission escalation followed by security service disablement.
gcp.cloudaudit.activity_log.iam_change,gcp,cloudaudit,activity_log,iam_change,NIST_800_171,1,1,NIST_800_171/3.4.3,"Track IAM policy changes and project-level configuration modifications (e.g., project IAM updates) for review and logging."
gcp.cloudaudit.activity_log.project_iam_change,gcp,cloudaudit,activity_log,project_iam_change,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(10),Detect service account key creation and broad IAM changes that may escalate privileges beyond necessity.
gcp.cloudaudit.audit.authentication_anomaly,gcp,cloudaudit,audit,authentication_anomaly,NIST_800_171,1,1,NIST_800_171/3.1.8,Monitor for repeated failed authentication events in IAM and Admin Activity audit logs.
gcp.cloudaudit.audit.role_update,gcp,cloudaudit,audit,role_update,CIS,1,1,CIS/5.2.10,Detect service account key creation for privileged accounts and direct binding of high-privilege IAM roles.
gcp.cloudaudit.chain.project_iam_binding_change,gcp,cloudaudit,chain,project_iam_binding_change,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(9),<detect service account key creation and IAM binding changes indicating privilege escalation>
gcp.cloudaudit.chain.project_role_evasion,gcp,cloudaudit,chain,project_role_evasion,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect service account key creation post-access review and chained project-level role modifications to circumvent review
gcp.cloudaudit.chain.replay_behavior,gcp,cloudaudit,chain,replay_behavior,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts in IAM audit logs and behavioral chains indicating stolen credential reuse.
gcp.cloudaudit.chain.sa_impersonation_escalation,gcp,cloudaudit,chain,sa_impersonation_escalation,CANADA_PBMM,1,1,CANADA_PBMM/AC-6(2),Detect service account key creation and impersonation chains for privilege escalation
gcp.cloudfunction.audit.iam_binding,gcp,cloudfunction,audit,iam_binding,CIS,1,1,CIS/12.4,Detect Cloud Function IAM bindings with broad roles and chained events leading to privilege escalation via service account impersonation.
gcp.cloudfunction.chain.identity_escalation,gcp,cloudfunction,chain,identity_escalation,CIS,1,1,CIS/12.4,Detect Cloud Function IAM bindings with broad roles and chained events leading to privilege escalation via service account impersonation.
gcp.cloudfunctions.audit.create,gcp,cloudfunctions,audit,create,NIST_800_171,1,1,NIST_800_171/3.13.13,Alert on Google Cloud Function deployments or source code modifications indicating mobile code introduction.
gcp.cloudfunctions.audit.update,gcp,cloudfunctions,audit,update,NIST_800_171,1,1,NIST_800_171/3.13.13,Alert on Google Cloud Function deployments or source code modifications indicating mobile code introduction.
gcp.cloudidentity.activity_log.guest_creation,gcp,cloudidentity,activity_log,guest_creation,CIS,1,1,CIS/5.3.2,Detect creation of external account members and their use to create service account keys.
gcp.cloudrun.audit.privileged_revision,gcp,cloudrun,audit,privileged_revision,CIS,1,1,CIS/5.2.1,Identify privileged container creation in GKE and Cloud Run revisions
gcp.compute.activity_log.auditd_alter,gcp,compute,activity_log,auditd_alter,CIS,1,1,CIS/5.7.2,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd
gcp.compute.activity_log.create_firewall_voip,gcp,compute,activity_log,create_firewall_voip,NIST_800_171,1,1,NIST_800_171/3.13.14,Detect firewall rule creation for VoIP traffic patterns and Contact Center AI analysis initiation
gcp.compute.activity_log.create_image,gcp,compute,activity_log,create_image,NIST_800_171,1,1,NIST_800_171/3.7.4,Flag custom image creation from external sources and OS patch/package operations that could deploy untested diagnostic programs.
gcp.compute.activity_log.delete_disk,gcp,compute,activity_log,delete_disk,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect persistent disk deletion and snapshot creation from deleted disks as possible unsanitized reuse or backup.
gcp.compute.activity_log.delete_os_policy,gcp,compute,activity_log,delete_os_policy,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect disabling Shielded VM integrity or deleting OS policy assignment to weaken malware defenses
gcp.compute.activity_log.disable_osconfig_malware,gcp,compute,activity_log,disable_osconfig_malware,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Detect disabling of OS Config malware scanning or IAM role modifications to bypass Cloud Security Scanner.
gcp.compute.activity_log.firewall_rule_update,gcp,compute,activity_log,firewall_rule_update,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect firewall rule updates that create permissive ingress and deletion of log sinks to disrupt vulnerability audit trails.
gcp.compute.activity_log.insert,gcp,compute,activity_log,insert,NIST_800_171,1,1,NIST_800_171/3.4.8,Track Compute Engine instance creation and OS Config patch executions to enforce software allow/deny policies.
gcp.compute.activity_log.modify_guest_time,gcp,compute,activity_log,modify_guest_time,NIST_800_171,1,1,NIST_800_171/3.3.7,"Detect modifications to VM guest time settings (e.g., disabling NTP) and disabling of Logging sinks that could affect audit timestamp generation and collection."
gcp.compute.activity_log.set_nested_virtualization,gcp,compute,activity_log,set_nested_virtualization,CIS,1,1,CIS/6.1,Alert on API calls enabling nested virtualization on Compute Engine VMs or creating VMs with nested virtualization enabled.
gcp.compute.activity_log.set_ntp_config,gcp,compute,activity_log,set_ntp_config,PCI_DSS,1,1,PCI_DSS/10.6.1,Detect changes to NTP configuration on Compute Engine instances or logging sink updates that may affect time-synchronized log collection.
gcp.compute.activity_log.ssh_invocation,gcp,compute,activity_log,ssh_invocation,NIST_800_171,1,1,NIST_800_171/3.1.15,Detect SSH or RDP to compute instances and anomalous service account key creation for remote access.
gcp.compute.activity_log.update_shielded_instance,gcp,compute,activity_log,update_shielded_instance,CIS,1,1,CIS/5.1,Detect shielded VM policy modifications disabling vTPM/Integrity Monitoring or instance creations without integrity features.
gcp.compute.audit.disable_osconfig,gcp,compute,audit,disable_osconfig,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Detect disabling of OS Config agent (malware scanning) or actions to suspend Security Command Center services.
gcp.compute.audit.disable_shielded_vm,gcp,compute,audit,disable_shielded_vm,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Detect disabling Shielded VM integrity or deleting OS policy assignment to weaken malware defenses
gcp.compute.audit.instance_creation_with_nested,gcp,compute,audit,instance_creation_with_nested,CIS,1,1,CIS/6.1,Alert on API calls enabling nested virtualization on Compute Engine VMs or creating VMs with nested virtualization enabled.
gcp.compute.audit.instance_creation_without_integrity,gcp,compute,audit,instance_creation_without_integrity,CIS,1,1,CIS/5.1,Detect shielded VM policy modifications disabling vTPM/Integrity Monitoring or instance creations without integrity features.
gcp.compute.audit.instance_metadata_privilege_enable,gcp,compute,audit,instance_metadata_privilege_enable,CIS,1,1,CIS/2.1.1,Detect GKE privileged pod creation and Compute Engine privileged container launches
gcp.compute.audit.os_login_by_service_account,gcp,compute,audit,os_login_by_service_account,CANADA_PBMM,1,1,CANADA_PBMM/IA-2(1),Detect service account key creation and OS login by service account from external IP
gcp.compute.audit.patch_override,gcp,compute,audit,patch_override,CIS,1,1,CIS/10.7,Monitor for instance patch policy overrides or OS Config agent manipulations to evade patching.
gcp.compute.audit.snapshot_create,gcp,compute,audit,snapshot_create,NIST_800_171,1,1,NIST_800_171/3.8.3,Detect persistent disk deletion and snapshot creation from deleted disks as possible unsanitized reuse or backup.
gcp.compute.audit.ssh_session_chain,gcp,compute,audit,ssh_session_chain,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect two-step verification disablement and chained SSH sessions bypassing inactivity timeouts.
gcp.contactcenterinsights.audit.create_analysis,gcp,contactcenterinsights,audit,create_analysis,NIST_800_171,1,1,NIST_800_171/3.13.14,Detect firewall rule creation for VoIP traffic patterns and Contact Center AI analysis initiation
gcp.iam.activity_log.anomaly,gcp,iam,activity_log,anomaly,NIST_800_171,1,1,NIST_800_171/3.3.6,Detect audit log sink deletions or exclusions and anomalous privileged IAM actions to reduce visibility
gcp.iam.activity_log.bucket_perm_change,gcp,iam,activity_log,bucket_perm_change,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),Detect removal of log sinks or permission changes to Cloud Storage audit log buckets that may affect audit content
gcp.iam.activity_log.delete_policy,gcp,iam,activity_log,delete_policy,NIST_800_171,1,1,NIST_800_171/3.12.2,Detect deletion of IAM policies that enforce security controls and removal of Logging sinks to disrupt audit trails for corrective actions.
gcp.iam.activity_log.disable_2sv,gcp,iam,activity_log,disable_2sv,NIST_800_171,1,1,NIST_800_171/3.1.10,Detect two-step verification disablement and chained SSH sessions bypassing inactivity timeouts.
gcp.iam.activity_log.failed_login,gcp,iam,activity_log,failed_login,NIST_800_171,1,1,NIST_800_171/3.1.8,Monitor for repeated failed authentication events in IAM and Admin Activity audit logs.
gcp.iam.activity_log.policy_change,gcp,iam,activity_log,policy_change,CIS,1,1,CIS/2.4,Track IAM policy modifications and log sink alterations that could obscure access policy reviews
gcp.iam.activity_log.replay_detection,gcp,iam,activity_log,replay_detection,NIST_800_171,1,1,NIST_800_171/3.5.4,Detect replay attempts in IAM audit logs and behavioral chains indicating stolen credential reuse.
gcp.iam.activity_log.role_binding_update,gcp,iam,activity_log,role_binding_update,CIS,1,1,CIS/5.3.7,Detect IAM role binding modifications and anomalous patterns indicating review avoidance
gcp.iam.activity_log.service_account_key_anomaly,gcp,iam,activity_log,service_account_key_anomaly,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect anomalous service account key creation and logging sink modification/deletion.
gcp.iam.activity_log.service_account_key_create,gcp,iam,activity_log,service_account_key_create,CANADA_PBMM,1,1,CANADA_PBMM/CA-7(1),Detect service account key creation by a user and immediate deletion of a log sink.
gcp.iam.activity_log.service_account_key_use_after_inactivity,gcp,iam,activity_log,service_account_key_use_after_inactivity,CIS,1,1,CIS/1.5,Detect use of dormant service account keys (>90d) or console login by long-inactive human user
gcp.iam.audit.config_change,gcp,iam,audit,config_change,CIS,1,1,CIS/2.1.2,"Detect deletion of log sinks or exclusion filters, and IAM policy changes that remove audit logging permissions or disable data access logs."
gcp.iam.audit.dormant_user_console_access,gcp,iam,audit,dormant_user_console_access,CIS,1,1,CIS/1.5,Detect use of dormant service account keys (>90d) or console login by long-inactive human user
gcp.iam.audit.service_account_key_after_review,gcp,iam,audit,service_account_key_after_review,PCI_DSS,1,1,PCI_DSS/7.2.4,Detect service account key creation post-access review and chained project-level role modifications to circumvent review
gcp.iam.audit.set_iam_policy,gcp,iam,audit,set_iam_policy,NIST_800_171,1,1,NIST_800_171/3.12.3,Detect critical IAM policy changes and chained actions to disable log sinks and delete logs.
gcp.iam.chain.anomaly,gcp,iam,chain,anomaly,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),Detect tampering with Log Sinks or exclusions and correlate with anomalous IAM grant patterns to bypass audit.
gcp.iam.chain.audit_role_removal,gcp,iam,chain,audit_role_removal,CANADA_PBMM,1,1,CANADA_PBMM/IR-3(2),"Detect deletion of log sinks or chained IAM changes to remove audit-related roles, hindering incident investigation."
gcp.iam.chain.bypass_scanner_roles,gcp,iam,chain,bypass_scanner_roles,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Detect disabling of OS Config malware scanning or IAM role modifications to bypass Cloud Security Scanner.
gcp.iam.chain.guest_service_account_key,gcp,iam,chain,guest_service_account_key,CIS,1,1,CIS/5.3.2,Detect creation of external account members and their use to create service account keys.
gcp.iam.chain.log_export_disable,gcp,iam,chain,log_export_disable,CIS,1,1,CIS/2.3.1,Detect deletion of log sinks or IAM changes that disrupt export of GKE audit logs
gcp.iam.chain.log_sink_bypass,gcp,iam,chain,log_sink_bypass,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Detect log entry modifications or multi-step actions to disable/reroute audit logs
gcp.iam.chain.privilege_escalation_pattern,gcp,iam,chain,privilege_escalation_pattern,PCI_DSS,1,1,PCI_DSS/10.2.2,Monitor audit log integrity and detect multi-step IAM privilege escalation patterns
gcp.iam.chain.role_binding_anomaly,gcp,iam,chain,role_binding_anomaly,CIS,1,1,CIS/5.3.7,Detect IAM role binding modifications and anomalous patterns indicating review avoidance
gcp.iam.chain.service_account_impersonate,gcp,iam,chain,service_account_impersonate,CIS,1,1,CIS/8.1.16,Detect disabling of Security Command Center services or service account impersonation chains that could bypass external asset monitoring.
gcp.iam.chain.service_account_key_abuse,gcp,iam,chain,service_account_key_abuse,SOC2,1,1,SOC2/P6.6,Detect log sink removal and anomalous service account key creation to hide breach evidence
gcp.iam.chain.service_account_key_create,gcp,iam,chain,service_account_key_create,NIST_800_171,1,1,NIST_800_171/3.6.3,Detect deletion of log sinks paired with service account key creation as potential defense evasion.
gcp.iam.chain.sink_bypass,gcp,iam,chain,sink_bypass,CIS,1,1,CIS/1.2.20,Detect audit log sink modifications and IAM chained actions to bypass logging.
gcp.loadbalancing.audit.update_url_map,gcp,loadbalancing,audit,update_url_map,CIS,1,1,CIS/10.3,Detect firewall rule updates permitting non-HTTPS traffic or load balancer backend service changes that could disable SSL policies.
gcp.logging.activity_log.audit_frequency,gcp,logging,activity_log,audit_frequency,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Monitor for deviations from defined log review schedules and detect privilege escalation chains in GCP audit logs.
gcp.logging.activity_log.sink_delete,gcp,logging,activity_log,sink_delete,CIS,1,1,CIS/2.1.2,"Detect deletion of log sinks or exclusion filters, and IAM policy changes that remove audit logging permissions or disable data access logs."
gcp.logging.audit.log_entry_tampering,gcp,logging,audit,log_entry_tampering,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Detect log entry modifications or multi-step actions to disable/reroute audit logs
gcp.logging.audit.sink_config,gcp,logging,audit,sink_config,CIS,1,1,CIS/3.1.13,Detect audit log sink configuration modifications and IAM privilege chains used to circumvent logging
gcp.logging.audit.sink_disable,gcp,logging,audit,sink_disable,NIST_800_171,1,1,NIST_800_171/3.3.7,"Detect modifications to VM guest time settings (e.g., disabling NTP) and disabling of Logging sinks that could affect audit timestamp generation and collection."
gcp.logging.audit.sink_modified,gcp,logging,audit,sink_modified,CIS,1,1,CIS/1.2.23,"Detect changes to log sink configuration (e.g., retention) and sequences of sink deletion followed by project-level permission changes."
gcp.logging.audit.sink_retention_modify,gcp,logging,audit,sink_retention_modify,CIS,1,1,CIS/1.2.21,"Detect audit log sink retention period shortening or sink deletion, and sequences to disrupt log export."
gcp.logging.audit.sink_tampering,gcp,logging,audit,sink_tampering,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(2),"Detect deletion/modification of Log Sinks, exclusion filters, or IAM changes that disrupt audit log flows to sanctioned destinations."
gcp.logging.audit.update_sink,gcp,logging,audit,update_sink,PCI_DSS,1,1,PCI_DSS/10.6.1,Detect changes to NTP configuration on Compute Engine instances or logging sink updates that may affect time-synchronized log collection.
gcp.logging.chain.disable_sink_delete_logs,gcp,logging,chain,disable_sink_delete_logs,NIST_800_171,1,1,NIST_800_171/3.12.3,Detect critical IAM policy changes and chained actions to disable log sinks and delete logs.
gcp.logging.chain.export_disable,gcp,logging,chain,export_disable,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(4),"Detect deletion of log sinks or export configurations, and chained actions to disrupt log flows."
gcp.logging.chain.log_export_disruption,gcp,logging,chain,log_export_disruption,CIS,1,1,CIS/1.2.22,Detect changes to Log Sink configurations that reduce retention/backups and chained attempts to disrupt log exports.
gcp.logging.chain.log_sink_deletion_modify,gcp,logging,chain,log_sink_deletion_modify,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(5),Detect anomalous service account key creation paired with log sink alterations
gcp.logging.chain.sink_bypass,gcp,logging,chain,sink_bypass,CIS,1,1,CIS/3.2.2,Detect modifications to Log Sinks or exclusion filters and sequences where sink deletion/alteration precedes high-risk activities in projects.
gcp.logging.chain.sink_deletion,gcp,logging,chain,sink_deletion,PCI_DSS,1,1,PCI_DSS/5.3.4,Detect disabling of Security Command Center malware event logging or deletion of log sinks routing anti-malware audit logs.
gcp.logging.chain.sink_deletion_evasion,gcp,logging,chain,sink_deletion_evasion,CIS,1,1,CIS/1.2.23,"Detect changes to log sink configuration (e.g., retention) and sequences of sink deletion followed by project-level permission changes."
gcp.logging.chain.sink_disable,gcp,logging,chain,sink_disable,CIS,1,1,CIS/1.2.21,"Detect audit log sink retention period shortening or sink deletion, and sequences to disrupt log export."
gcp.logging.chain.sink_route_delete,gcp,logging,chain,sink_route_delete,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(14),Detect privileged service account key creation and chained log routing deletion to evade detection.
gcp.osconfig.chain.auditd_evasion,gcp,osconfig,chain,auditd_evasion,CIS,1,1,CIS/5.7.2,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd
gcp.osconfig.chain.patch_evasion,gcp,osconfig,chain,patch_evasion,CIS,1,1,CIS/10.7,Monitor for instance patch policy overrides or OS Config agent manipulations to evade patching.
gcp.resourcemanager.audit.project_change,gcp,resourcemanager,audit,project_change,NIST_800_171,1,1,NIST_800_171/3.4.3,"Track IAM policy changes and project-level configuration modifications (e.g., project IAM updates) for review and logging."
gcp.security.audit.event_threat_detection_disable,gcp,security,audit,event_threat_detection_disable,CIS,1,1,CIS/4.15,Detect removal of Log Sinks or disabling of Event Threat Detection which could silence Security Command Center findings.
gcp.security.chain.suspend_scc,gcp,security,chain,suspend_scc,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Detect disabling of OS Config agent (malware scanning) or actions to suspend Security Command Center services.
gcp.securitycenter.activity_log.finding_state_change,gcp,securitycenter,activity_log,finding_state_change,PCI_DSS,1,1,PCI_DSS/6.3.1,"Detect state changes (e.g., to INACTIVE) of Security Command Center findings or deletion of Cloud Asset Inventory exports containing vulnerability data, indicating potential tampering."
ibm.activity_log.audit.rule_deletion,ibm,activity_log,audit,rule_deletion,PCI_DSS,1,1,PCI_DSS/10.7.1,"Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services."
ibm.activity_log.chain.privileged_action,ibm,activity_log,chain,privileged_action,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(20),Detect chains of privileged IAM and resource actions indicative of reconnaissance or lateral movement.
ibm.activity_tracker.activity_log.delete_route,ibm,activity_tracker,activity_log,delete_route,NIST_800_171,1,1,NIST_800_171/3.6.3,Detect removal of Activity Tracker routes and simultaneous IAM policy changes to bypass logging.
ibm.activity_tracker.audit.config_change_chain,ibm,activity_tracker,audit,config_change_chain,PCI_DSS,1,1,PCI_DSS/10.4.2.1,Detect chains of suspicious configuration changes that could disrupt log integrity or review processes in IBM Cloud.
ibm.activity_tracker.audit.config_update,ibm,activity_tracker,audit,config_update,CIS,1,1,CIS/3.1.13,Detect Activity Tracker instance configuration updates and privilege escalation chains to disable log routing
ibm.activity_tracker.audit.disable,ibm,activity_tracker,audit,disable,CIS,1,1,CIS/2.3.1,Detect disabling of Activity Tracker or IAM changes revoking access to IKS audit logs
ibm.activity_tracker.audit.disable_instance,ibm,activity_tracker,audit,disable_instance,CIS,1,1,CIS/2.2.1,Detect disabling of Activity Tracker instances or deletion of log routing rules for IKS audit coverage.
ibm.activity_tracker.audit.event_routes_update,ibm,activity_tracker,audit,event_routes_update,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(7),Detect IAM API key creation followed by Activity Tracker event route changes to divert logs.
ibm.activity_tracker.audit.event_routing_disable,ibm,activity_tracker,audit,event_routing_disable,CANADA_PBMM,1,1,CANADA_PBMM/RA-5(1),Detect security group alterations that increase exposure and disabling of activity tracker event routing to evade detection.
ibm.activity_tracker.audit.log_integrity_violation,ibm,activity_tracker,audit,log_integrity_violation,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Monitor for log export deletions or timestamp alterations in Activity Tracker
ibm.activity_tracker.audit.log_tampering,ibm,activity_tracker,audit,log_tampering,PCI_DSS,1,1,PCI_DSS/10.2.2,Identify log tampering in Activity Tracker and IAM defense evasion chains
ibm.activity_tracker.audit.route_deletion,ibm,activity_tracker,audit,route_deletion,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(23),Detect privileged API key creation and Activity Tracker route deletion to evade logging.
ibm.activity_tracker.audit.route_disable,ibm,activity_tracker,audit,route_disable,NIST_800_171,1,1,NIST_800_171/3.3.7,Detect changes to VPC instance time synchronization settings and disabling or rerouting of Activity Tracker routes that could undermine timestamp reliability.
ibm.activity_tracker.audit.suppress,ibm,activity_tracker,audit,suppress,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),Detect Activity Tracker instance/route deletions or event filtering followed by high-risk IAM/Resource actions.
ibm.activity_tracker.audit.update_route,ibm,activity_tracker,audit,update_route,PCI_DSS,1,1,PCI_DSS/10.6.1,Detect alterations to VPC instance time settings or Activity Tracker route modifications that might disrupt time-synced log forwarding.
ibm.activity_tracker.chain.evasion,ibm,activity_tracker,chain,evasion,CIS,1,1,CIS/2.4,Detect IAM policy updates and chained actions to evade activity tracking for access policies
