control_id,family,cspm_scope,title,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
CP-6(1),CP,partial,Alternate Storage Site (1),aws.s3.bucket.storage_encrypted_and_private;aws.s3.bucket.object_versioning_configured;aws.ebs.volume.snapshots_encrypted,0.40,azure.storage.bucket.object.versioning;azure.storage.disk.data_protection_volume_snapshots_encrypted;azure.storage.blob.data_protection_object_not_publicly_readable,0.60,gcp.storage.object.object_not_publicly_readable;gcp.storage.object.object_encrypted_at_rest;gcp.storage.bucket.bucket_versioning_enabled,0.40,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.storage.bucket_lifecycle_enabled,0.50,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,0.43,alicloud.ecs.ebs.volume_encryption,0.40,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,0.40,,,,,,,
CP-6(2),CP,partial,Alternate Storage Site (2),aws.s3.bucket.storage_encrypted_and_private;aws.s3.bucket.object_versioning_configured;aws.ebs.volume.snapshots_encrypted,0.40,azure.storage.bucket.object.versioning;azure.storage.disk.data_protection_volume_snapshots_encrypted;azure.storage.blob.data_protection_object_not_publicly_readable,0.60,gcp.storage.object.object_not_publicly_readable;gcp.storage.object.object_encrypted_at_rest;gcp.storage.bucket.bucket_versioning_enabled,0.40,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.storage.bucket_lifecycle_enabled,0.50,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,0.43,alicloud.ecs.ebs.volume_encryption,0.40,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,0.40,,,,,,,
CP-6(3),CP,partial,Alternate Storage Site (3),aws.s3.bucket.storage_encrypted_and_private;aws.s3.bucket.object_versioning_configured;aws.ebs.volume.snapshots_encrypted,0.40,azure.storage.bucket.object.versioning;azure.storage.disk.data_protection_volume_snapshots_encrypted;azure.storage.blob.data_protection_object_not_publicly_readable,0.60,gcp.storage.object.object_not_publicly_readable;gcp.storage.object.object_encrypted_at_rest;gcp.storage.bucket.bucket_versioning_enabled,0.40,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.storage.bucket_lifecycle_enabled,0.50,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,0.43,alicloud.ecs.ebs.volume_encryption,0.40,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,0.40,,,,,,,
CP-7(1),CP,partial,Alternate Processing Site (1),NEW: aws.rds.db_instance.backup_retention_period,0.00,NEW: azure.sql.database.long_term_retention_policy,0.00,NEW: gcp.sql.database_instance.backup_configuration,0.00,NEW: oci.database.autonomous_database.backup_retention_period,0.00,NEW: ibm.database.postgresql.backup_policy,0.00,NEW: alicloud.rds.instance.backup_retention_period,0.00,"SKIP: <Control CP-7(1) requires site-level DR/backup configuration for services, which is a cloud provider infrastructure and managed service attribute, not a configuration of Kubernetes-native resources like Pods or Deployments.>",0.00,,,,,,,
CP-7(2),CP,partial,Alternate Processing Site (2),"SKIP: Control involves operational readiness and exercise execution, not a static resource configuration.",0.00,"SKIP: Control involves operational processes and testing, not a verifiable cloud resource setting.",0.00,"SKIP: Control is about alternate site activation and testing processes, not a resource config.",0.00,"SKIP: Control is procedural, concerning site recovery capability and exercises.",0.00,"SKIP: Control is process-oriented (recovery testing, site readiness), not a resource attribute.",0.00,"SKIP: Control requires verification of operational recovery processes, not static config.",0.00,"SKIP: Control is about disaster recovery site activation and testing, outside Kubernetes resource scope.",0.00,,,,,,,
CP-7(3),CP,partial,Alternate Processing Site (3),"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,"SKIP: Control involves physical site selection, personnel, and operational processes beyond cloud resource configuration.",0.00,,,,,,,
CP-7(4),CP,partial,Alternate Processing Site (4),"SKIP: Control involves operational readiness and human processes, not a static resource configuration.",0.00,"SKIP: Control involves operational failover plans and exercises, not a directly checkable cloud resource setting.",0.00,"SKIP: Control pertains to site recovery planning and procedures, not a specific resource configuration attribute.",0.00,"SKIP: Control is about alternate site preparation and testing, not a verifiable cloud resource config.",0.00,"SKIP: Control involves disaster recovery planning and processes, not a static cloud configuration check.",0.00,"SKIP: Control requires verification of recovery procedures and site readiness, not a resource setting.",0.00,"SKIP: Control is an organizational and procedural control for site recovery, outside Kubernetes resource config.",0.00,,,,,,,
CP-8(1),CP,partial,Telecommunications Services (1),NEW: aws.backup.recovery_points.encryption,0.00,NEW: azure.backup.recovery_services_vault.encryption,0.00,NEW: gcp.compute.region_backend_service.failover,0.00,NEW: oci.disaster_recovery.dr_protection_group.config,0.00,PARTIAL: ibm.is.vpc.vpn_gateway.ha | verifies high-availability VPN gateway configuration exists but not full telecommunication service redundancy testing,0.00,NEW: alicloud.ecs.auto_provisioning_group.multi_zone,0.00,"SKIP: Kubernetes is an orchestration platform; telecommunications service redundancy is provided and managed by the underlying cloud infrastructure, not the K8s control plane.",0.00,,,,,,,
CP-8(2),CP,partial,Telecommunications Services (2),NEW: aws.backup.recovery_vault.backup_plan,0.00,NEW: azure.backup.vault.backup_policy,0.00,NEW: gcp.compute.region_backend_service.backup_health_check,0.00,"SKIP: No clear, specific cloud resource configuration maps to this telecommunications service control.",0.00,"PARTIAL: ibm.is.vpc.load_balancer.pool.session_persistence | verifies health/availability configuration for load balancer backend, a partial telecom service component",0.00,"PARTIAL: alicloud.slb.load_balancer.backend_server | verifies backend server health check for load balancing, a partial telecom service component",0.00,NEW: k8s.network.service.external_traffic_policy,0.00,,,,,,,
CP-8(3),CP,partial,Telecommunications Services (3),NEW: aws.backup.recovery_points.minimum_count,0.00,NEW: azure.backup.recovery_vaults.redundancy,0.00,NEW: gcp.compute.region_backend_services.failover,0.00,"NEW: oci.dns.zone.protection;oci.load_balancer.policy.failover ||| <what aspect is partial — e.g., ""verifies config exists but not testing execution"">",0.00,NEW: ibm.is.vpn_gateways.connections,0.00,NEW: alicloud.ecs.auto_provisioning_groups.strategy,0.00,"SKIP: <Control CP-8(3) is a provider-level telecommunications and backup services control for alternate processing sites, which has no Kubernetes-native equivalent for verification.>",0.00,,,,,,,
CP-8(5),CP,partial,Telecommunications Services (5),"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,"SKIP: Control pertains to organizational processes for telecom service providers, not directly to cloud resource configuration.",0.00,,,,,,,
CP-9(1),CP,partial,System Backup (1),NEW: aws.backup.backup_plan.backup_rule_configuration,0.00,azure.backup.recovery.point_encrypted,refined,gcp.sql.backup.snapshot_encrypted,refined,NEW: oci.blockstorage.volume.backup_policy,0.00,PARTIAL: ibm.vpc.snapshot.schedule | verifies snapshot schedule configuration for VPC block storage but not comprehensive system backup for all services,0.00,NEW: alicloud.ecs.snapshot.snapshot_policy,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_res,refined,,,,,,,
CP-9(2),CP,partial,System Backup (2),NEW: aws.backup.backup_plan.backup_rule_configuration,0.00,azure.backup.recovery.point_encrypted,0.40,gcp.sql.backup.snapshot_encrypted,0.40,NEW: oci.object_storage.bucket.versioning_enabled,0.00,NEW: ibm.cos.bucket.versioning_enabled,0.00,NEW: alicloud.oss.bucket.versioning_enabled,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_restore_tested,0.40,,,,,,,
CP-9(3),CP,partial,System Backup (3),NEW: aws.backup.backup_plan.backup_rule_configuration,0.00,azure.backup.recovery.point_encrypted,0.40,gcp.sql.backup.snapshot_encrypted,0.40,NEW: oci.object_storage.bucket.versioning_enabled,0.00,NEW: ibm.cloudant.database.non_del_doc_purge,0.00,NEW: alicloud.ecs.snapshot_policy.auto_snapshot_policy,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_restore_tested,0.40,,,,,,,
CP-9(5),CP,partial,System Backup (5),NEW: aws.backup.backup_plan.backup_rule_configuration,0.00,azure.backup.recovery.point_encrypted,0.40,gcp.sql.backup.snapshot_encrypted,0.40,NEW: oci.object_storage.bucket.versioning_enabled,0.00,NEW: ibm.cos.bucket.versioning_enabled,0.00,NEW: alicloud.oss.bucket.versioning_enabled,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_restore_tested,0.40,,,,,,,
CP-9(7),CP,partial,System Backup (7),NEW: aws.backup.backup_plan.backup_rule_configuration,0.00,azure.backup.recovery.point_encrypted,0.40,gcp.sql.backup.snapshot_encrypted,0.40,NEW: oci.object_storage.bucket.versioning_enabled,0.00,NEW: ibm.cos.bucket.versioning_enabled,0.00,NEW: alicloud.oss.bucket.versioning,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_restore_tested,0.40,,,,,,,
CP-10(2),CP,partial,System Recovery and Reconstitution (2),NEW: aws.rds.db_instance.automated_backups,0.00,azure.backup.recovery.point_encrypted,0.40,gcp.sql.backup.snapshot_encrypted,0.40,NEW: oci.database.autonomous_database.backup_retention,0.00,NEW: ibm.cloud_databases.instance.backup_policies,0.00,NEW: alicloud.rds.instance.backup_policy,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_restore_tested,0.40,,,,,,,
CP-10(4),CP,partial,System Recovery and Reconstitution (4),NEW: aws.backup.recovery_point_encryption.state,0.00,azure.backup.recovery.point_encrypted,0.40,gcp.sql.backup.snapshot_encrypted,0.40,NEW: oci.block_volume.backup_policy.state,0.00,PARTIAL: ibm.vpc.block_storage_snapshot.encrypted | verifies snapshot encryption for compute recovery but not full system reconstitution,0.00,NEW: alicloud.ecs.snapshot.encryption.state,0.00,k8s.secret.backup.and_recovery_enabled;k8s.etcd.backup.and_restore_tested;k8s.cluster.backup.and_restore_tested,0.40,,,,,,,
IA-2(1),IA,yes,Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.network.endpoint.policy_least_privilege;azure.network.vnet.subnet.nsg.association.check,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.network_firewall.network_firewall.multi_az,0.43,ibm.vpc.subnet.not_using_default_network_acl;ibm.vpc.security_group.no_unrestricted_ssh_access;ibm.vpc.security_group.no_unrestricted_rdp_access,0.50,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cr.instance.access_policy_and_network_restriction_audit,0.50,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,0.60,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.console_login_failure,NEW: azure.aad.activity_log.signin_risk;azure.compute.audit.vm_login_by_privileged,NEW: gcp.iam.activity_log.service_account_key_creation;gcp.compute.audit.os_login_by_service_account,NEW: oci.identity.audit.api_key_creation;oci.compute.chain.instance_privileged_access,NEW: ibm.iam.activity_log.api_key_activity;ibm.is.audit.virtual_server_login,NEW: alicloud.ram.activity_log.create_accesskey;alicloud.ecs.chain.privileged_login_session,NEW: k8s.audit.chain.privileged_pod_exec;
IA-2(3),IA,yes,Identification and Authentication (organizational Users) (3),NEW: aws.iam.account.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.project.password_policy.minimum_length,0.00,NEW: oci.identity.password_policy.minimum_length,0.00,NEW: ibm.iam.password_policy.minimum_length,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,SKIP: Kubernetes is a container orchestration platform and does not manage organizational user password policies; authentication is delegated to external identity providers.,0.00,,,,,,,
IA-2(6),IA,yes,Identification and Authentication (organizational Users) (6),NEW: aws.iam.account_password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.identity.password_policy.minimum_length,0.00,"PARTIAL: ibm.iam.account_settings.password_policy | IBM Cloud IAM provides account-level security settings that may enforce a password policy, but the specific minimum length attribute may not be directly configurable or verifiable via a dedicated resource.",0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,SKIP: Kubernetes is a container orchestration platform and does not manage organizational user identification and authentication; this is handled by an external identity provider (IdP) integrated via its RBAC system.,0.00,,,,,,,
IA-2(8),IA,yes,Identification and Authentication (organizational Users) (8),NEW: aws.iam.account_password_policy.minimum_password_length,0.00,NEW: azure.aad.password_policy.minimum_password_length,0.00,NEW: gcp.iam.password_policy.minimum_password_length,0.00,NEW: oci.identity.password_policy.minimum_password_length,0.00,PARTIAL: ibm.iam.password_policy.minimum_password_length | verifies config exists but not testing execution (global account setting),0.00,NEW: alicloud.ram.password_policy.minimum_password_length,0.00,SKIP: Kubernetes is an identity-agnostic platform; it does not manage organizational user passwords or native password policies.,0.00,,,,,,,
IA-2(11),IA,yes,Identification and Authentication (Organizational Users) | Remote Access - Separate Device,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.sagemaker.endpoint.role_least_privilege,0.75,azure.ad.role.least_privilege;azure.network.endpoint.policy_least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,0.43,ibm.iam.role.least_privilege;ibm.iam.policy.editors_rbac_least_privilege,refined,alicloud.dlf.endpoint.least_privilege;alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,0.60,,,,,,,
IA-4(2),IA,yes,Identifier Management (2),NEW: aws.iam.user.mfa_enabled,0.00,NEW: azure.iam.user.mfa_enabled,0.00,NEW: gcp.iam.user.mfa_enabled,0.00,NEW: oci.iam.user.mfa_enabled,0.00,NEW: ibm.iam.user.mfa_enabled,0.00,NEW: alicloud.ram.user.mfa_enabled,0.00,SKIP: <Identifier and authentication management is an external concern; Kubernetes RBAC does not natively manage user MFA or identity lifecycle>,0.00,,,,,,,
IA-4(3),IA,yes,Identifier Management (3),NEW: aws.iam.user.mfa_enabled,0.00,NEW: azure.iam.user.mfa_enabled,0.00,NEW: gcp.iam.user.mfa_enabled,0.00,NEW: oci.iam.user.mfa_enabled,0.00,NEW: ibm.iam.user.mfa_enabled,0.00,NEW: alicloud.ram.user.mfa_enabled,0.00,"SKIP: <Identifier management for human users is an organizational IAM process; Kubernetes RBAC manages service accounts and permissions, not user identity lifecycle or MFA>",0.00,,,,,,,
IA-4(4),IA,yes,Identifier Management (4),NEW: aws.iam.user.mfa_enabled,0.00,NEW: azure.iam.user.mfa_enabled,0.00,NEW: gcp.iam.user.mfa_enabled,0.00,NEW: oci.iam.user.mfa_enabled,0.00,NEW: ibm.iam.user.mfa_enabled,0.00,NEW: alicloud.ram.user.mfa_enabled,0.00,"SKIP: <Identifier and authentication management is fundamentally external to Kubernetes; it relies on an external identity provider (e.g., Entra ID, Okta) and the cluster's OIDC connector, which is not a configurable resource for CSPM to assess.>",0.00,,,,,,,
IA-5(1),IA,yes,Authenticator Management | Password-Based Authentication,NEW: aws.iam.account_password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.identity.password_policy.minimum_length,0.00,PARTIAL: ibm.iam.account_settings.password_policy | verifies config exists but not testing execution,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,"SKIP: Kubernetes does not have a native, cluster-wide password-based authentication system for user accounts; authentication is delegated to external identity providers.",0.00,,,,,,,
IA-5(2),IA,yes,Authenticator Management (2),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,PARTIAL: ibm.iam.account_settings.password_policy | verifies config exists but not testing execution,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,SKIP: Kubernetes has no native password policy resource; user authentication is managed by an external identity provider (IdP) outside the cluster's scope.,0.00,,,,,,,
IA-5(3),IA,yes,Authenticator Management (3),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.enforce_strong_password,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,"PARTIAL: ibm.iam.password_policy | IBM Cloud IAM password policy is a global account setting; CSPM can verify its existence and configuration, but not enforce or test execution on individual resources.",0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,"SKIP: Kubernetes does not manage user passwords; authentication is typically delegated to an external identity provider (e.g., LDAP, OIDC) whose password policy is outside the scope of native K8s resources.",0.00,,,,,,,
IA-5(4),IA,yes,Authenticator Management (4),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,NEW: ibm.iam.password_policy.minimum_length,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,SKIP: <Authenticator management (password policy) is not a native K8s resource; it relies on external identity providers or the underlying platform's IAM>,0.00,,,,,,,
IA-5(6),IA,yes,Authenticator Management (6),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.identity.password_policy.minimum_length,0.00,NEW: ibm.iam.password_policy.minimum_length,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,SKIP: <Authenticator management is handled by external identity providers or cluster configuration; native Kubernetes resources do not manage password policies>,0.00,,,,,,,
IA-5(7),IA,yes,Authenticator Management (7),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,NEW: ibm.iam.password_policy.minimum_length,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,"SKIP: <Kubernetes does not manage password policies; user authentication is delegated to external identity providers (e.g., LDAP, OIDC) where this control would be enforced.>",0.00,,,,,,,
IA-5(8),IA,yes,Authenticator Management (8),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,NEW: ibm.iam.password_policy.minimum_length,0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,"SKIP: Authenticator management (password policy) is an identity provider concern; Kubernetes native resources (Secrets, ServiceAccounts) do not configure password complexity or lifecycle.",0.00,,,,,,,
IA-5(11),IA,yes,Authenticator Management (11),NEW: aws.iam.password_policy.minimum_length,0.00,NEW: azure.aad.password_policy.minimum_length,0.00,NEW: gcp.iam.password_policy.minimum_length,0.00,NEW: oci.iam.password_policy.minimum_length,0.00,"PARTIAL: ibm.iam.password_policy.minimum_length | IBM Cloud IAM password policy is a global account setting, not a configurable resource; CSPM can verify its existence but not enforce it as a resource attribute.",0.00,NEW: alicloud.ram.password_policy.minimum_length,0.00,"SKIP: Kubernetes does not manage user passwords; authentication is delegated to external identity providers (e.g., LDAP, OIDC), making a native password policy resource non-existent and non-verifiable.",0.00,,,,,,,
IR-3(2),IR,partial,Incident Response Testing (2),"SKIP: Control is about testing execution, not a static resource configuration.",0.00,"SKIP: Control is about testing execution, not a static resource configuration.",0.00,"SKIP: Control is about testing execution, not a static resource configuration.",0.00,"SKIP: Control is about testing execution, not a static resource configuration.",0.00,"SKIP: Control is about testing execution, not a static resource configuration.",0.00,"SKIP: Control is about testing execution, not a static resource configuration.",0.00,"SKIP: Control is about testing execution, not a static resource configuration.",0.00,NEW: aws.cloudtrail.audit.stop_logging;aws.cloudtrail.chain.logging_bypass,NEW: azure.monitor.activity_log.delete_diagnostic;azure.security.audit.disable_asc,NEW: gcp.logging.audit.sink_delete;gcp.iam.chain.audit_role_removal,NEW: oci.audit.audit.config_disable;oci.events.chain.trail_deletion,NEW: ibm.activity_tracker.audit.route_delete;ibm.iam.chain.policy_audit_removal,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.chain.audit_role_strip,NEW: k8s.audit.audit.webhook_delete; k8s.rbac.chain.audit_binding_remove
IR-4(1),IR,partial,Incident Handling (1),NEW: aws.cloudtrail.trail.is_multi_region_trails,0.00,NEW: azure.monitor.activity_log.profile.log_retention,0.00,NEW: gcp.logging.sink.filter_and_destination,0.00,NEW: oci.audit.configuration.retention,0.00,NEW: ibm.activity_tracker.route.enabled,0.00,NEW: alicloud.actiontrail.trail.is_organization_trail,0.00,NEW: k8s.audit.policy.logging_enabled,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.delete_trail,NEW: azure.aad.activity_log.bypass_mfa;azure.monitor.audit.delete_logs,NEW: gcp.iam.activity_log.service_account_key;gcp.logging.audit.sink_delete,NEW: oci.iam.activity_log.api_key_create;oci.audit.chain.log_export_disable,NEW: ibm.iam.activity_log.api_key;ibm.activity_tracker.audit.delete,NEW: alicloud.ram.activity_log.access_key;alicloud.actiontrail.audit.delete_trail,NEW: k8s.rbac.audit.privilege_escalation;k8s.audit.chain.log_manipulation
IR-4(3),IR,partial,Incident Handling (3),NEW: aws.cloudtrail.trail.is_multi_region_trails_enabled,0.00,NEW: azure.monitor.activity_log.log_profile.retention_enabled,0.00,NEW: gcp.logging.sink.bucket.retention_policy,0.00,NEW: oci.audit.configuration.retention_period_days,0.00,NEW: ibm.activity_tracker.route.retention_enabled,0.00,NEW: alicloud.actiontrail.trail.oss_write_enabled,0.00,NEW: k8s.audit.policy.log_backend,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.delete_trail,NEW: azure.monitor.activity_log.delete_diagnostic;azure.authorization.audit.elevate_access,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,NEW: oci.audit.audit.update_configuration;oci.identity.audit.api_key_create,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.delete_event,NEW: alicloud.actiontrail.audit.update_trail;alicloud.ram.audit.create_accesskey,NEW: k8s.rbac.audit.clusterrole_create;k8s.audit.chain.delete_logs
IR-6(1),IR,partial,Incident Reporting (1),"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,"SKIP: Incident reporting is a human/process control, not a verifiable cloud resource configuration.",0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.delete_trail,NEW: azure.aad.activity_log.privileged_signin;azure.monitor.audit.delete_diagnostic,NEW: gcp.iam.activity_log.service_account_key;gcp.logging.audit.sink_deletion,NEW: oci.iam.activity_log.api_key;oci.audit.chain.log_deletion_after_breach,NEW: ibm.iam.activity_log.api_key;ibm.activity_tracker.audit.delete_event,NEW: alicloud.ram.activity_log.access_key;alicloud.actiontrail.audit.delete_trail,NEW: k8s.rbac.audit.privileged_escalation;k8s.audit.chain.log_deletion_with_breach
IR-7(1),IR,partial,Incident Response Assistance (1),"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.delete_trail,NEW: azure.aad.activity_log.emergency_access;azure.monitor.audit.diagnostic_delete,NEW: gcp.iam.activity_log.service_account_key;gcp.logging.audit.sink_delete,NEW: oci.iam.activity_log.api_key;oci.audit.audit.config_change,NEW: ibm.iam.activity_log.service_id;ibm.activity_tracker.audit.route_delete,NEW: alicloud.ram.activity_log.access_key;alicloud.actiontrail.audit.trail_delete,NEW: k8s.rbac.audit.privilege_escalation;k8s.audit.chain.log_evasion
IR-7(2),IR,partial,Incident Response Assistance (2),"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,"SKIP: Control is about human incident response assistance, not a cloud resource configuration.",0.00,NEW: aws.iam.activity_log.delete_mfa;aws.cloudtrail.audit.stop_logging,NEW: azure.monitor.activity_log.delete_diagnostic;azure.aad.audit.disable_pim,NEW: gcp.iam.activity_log.disable_audit;gcp.logging.audit.sink_delete,NEW: oci.audit.audit.update_config;oci.iam.chain.mfa_bypass,NEW: ibm.iam.activity_log.disable_mfa;ibm.activity_tracker.audit.delete,NEW: alicloud.actiontrail.audit.trail_delete;alicloud.ram.chain.privilege_escalation,NEW: k8s.audit.audit.disable;k8s.rbac.chain.bind_privileged
