framework,control_id,control_title,csp,rule_type,suggested_rule_id,intent
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,oracle,ciem,oci.identity.audit.api_key_creation,Detect API key creation for privileged user and subsequent compute instance privileged access
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,oracle,ciem,oci.compute.chain.instance_privileged_access,Detect API key creation for privileged user and subsequent compute instance privileged access
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,ibm,ciem,ibm.iam.activity_log.api_key_activity,Detect API key usage for privileged account and virtual server login by privileged identity
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,ibm,ciem,ibm.is.audit.virtual_server_login,Detect API key usage for privileged account and virtual server login by privileged identity
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,alicloud,ciem,alicloud.ram.activity_log.create_accesskey,Detect AccessKey creation for privileged RAM user and chained ECS privileged login
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,alicloud,ciem,alicloud.ecs.chain.privileged_login_session,Detect AccessKey creation for privileged RAM user and chained ECS privileged login
CANADA_PBMM,IA-2(1),Identification and Authentication (Organizational Users) | Network Access to Privileged Accounts,k8s,ciem,k8s.audit.chain.privileged_pod_exec,Detect chained pattern: privileged pod creation followed by exec into pod from external network
CANADA_PBMM,IR-3(2),Incident Response Testing (2),aws,ciem,aws.cloudtrail.audit.stop_logging,Detect attempts to disable CloudTrail logging or chain actions to evade logging during incident response testing.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),aws,ciem,aws.cloudtrail.chain.logging_bypass,Detect attempts to disable CloudTrail logging or chain actions to evade logging during incident response testing.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),azure,ciem,azure.monitor.activity_log.delete_diagnostic,Detect deletion of diagnostic settings or disabling of Azure Security Center to obstruct incident monitoring.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),azure,ciem,azure.security.audit.disable_asc,Detect deletion of diagnostic settings or disabling of Azure Security Center to obstruct incident monitoring.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),gcp,ciem,gcp.logging.audit.sink_delete,"Detect deletion of log sinks or chained IAM changes to remove audit-related roles, hindering incident investigation."
CANADA_PBMM,IR-3(2),Incident Response Testing (2),gcp,ciem,gcp.iam.chain.audit_role_removal,"Detect deletion of log sinks or chained IAM changes to remove audit-related roles, hindering incident investigation."
CANADA_PBMM,IR-3(2),Incident Response Testing (2),oracle,ciem,oci.audit.audit.config_disable,"Detect disabling of Audit service configuration or chained events leading to trail deletion, evading incident logging."
CANADA_PBMM,IR-3(2),Incident Response Testing (2),oracle,ciem,oci.events.chain.trail_deletion,"Detect disabling of Audit service configuration or chained events leading to trail deletion, evading incident logging."
CANADA_PBMM,IR-3(2),Incident Response Testing (2),ibm,ciem,ibm.activity_tracker.audit.route_delete,Detect removal of Activity Tracker routes or chained IAM policy changes that strip audit permissions.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),ibm,ciem,ibm.iam.chain.policy_audit_removal,Detect removal of Activity Tracker routes or chained IAM policy changes that strip audit permissions.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),alicloud,ciem,alicloud.actiontrail.audit.trail_stop,Detect stopping of ActionTrail trails or chained RAM role modifications to remove audit capabilities.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),alicloud,ciem,alicloud.ram.chain.audit_role_strip,Detect stopping of ActionTrail trails or chained RAM role modifications to remove audit capabilities.
CANADA_PBMM,IR-3(2),Incident Response Testing (2),k8s,ciem,k8s.audit.audit.webhook_delete,"Detect deletion of audit webhook configurations or chained RBAC changes to remove audit-related bindings, disrupting incident logging."
CANADA_PBMM,IR-3(2),Incident Response Testing (2),k8s,ciem,k8s.rbac.chain.audit_binding_remove,"Detect deletion of audit webhook configurations or chained RBAC changes to remove audit-related bindings, disrupting incident logging."
CANADA_PBMM,IR-4(1),Incident Handling (1),aws,ciem,aws.iam.activity_log.assume_role,Detect suspicious IAM role assumption followed by CloudTrail log deletion to evade incident investigation
CANADA_PBMM,IR-4(1),Incident Handling (1),aws,ciem,aws.cloudtrail.audit.delete_trail,Detect suspicious IAM role assumption followed by CloudTrail log deletion to evade incident investigation
CANADA_PBMM,IR-4(1),Incident Handling (1),azure,ciem,azure.aad.activity_log.bypass_mfa,Identify attempts to bypass MFA for privileged access and subsequent deletion of Azure Monitor logs
CANADA_PBMM,IR-4(1),Incident Handling (1),azure,ciem,azure.monitor.audit.delete_logs,Identify attempts to bypass MFA for privileged access and subsequent deletion of Azure Monitor logs
CANADA_PBMM,IR-4(1),Incident Handling (1),gcp,ciem,gcp.iam.activity_log.service_account_key,Detect anomalous service account key creation and deletion of logging sinks to obscure actions
CANADA_PBMM,IR-4(1),Incident Handling (1),gcp,ciem,gcp.logging.audit.sink_delete,Detect anomalous service account key creation and deletion of logging sinks to obscure actions
CANADA_PBMM,IR-4(1),Incident Handling (1),oracle,ciem,oci.iam.activity_log.api_key_create,Detect API key creation for privileged user followed by disabling audit log exports
CANADA_PBMM,IR-4(1),Incident Handling (1),oracle,ciem,oci.audit.chain.log_export_disable,Detect API key creation for privileged user followed by disabling audit log exports
CANADA_PBMM,IR-4(1),Incident Handling (1),ibm,ciem,ibm.iam.activity_log.api_key,Identify privileged API key generation and Activity Tracker log deletion to hide incident evidence
CANADA_PBMM,IR-4(1),Incident Handling (1),ibm,ciem,ibm.activity_tracker.audit.delete,Identify privileged API key generation and Activity Tracker log deletion to hide incident evidence
CANADA_PBMM,IR-4(1),Incident Handling (1),alicloud,ciem,alicloud.ram.activity_log.access_key,Detect RAM access key creation for admin and ActionTrail deletion to evade detection
CANADA_PBMM,IR-4(1),Incident Handling (1),alicloud,ciem,alicloud.actiontrail.audit.delete_trail,Detect RAM access key creation for admin and ActionTrail deletion to evade detection
CANADA_PBMM,IR-4(1),Incident Handling (1),k8s,ciem,k8s.rbac.audit.privilege_escalation,Detect RBAC privilege escalation attempts followed by audit log manipulation in Kubernetes
CANADA_PBMM,IR-4(1),Incident Handling (1),k8s,ciem,k8s.audit.chain.log_manipulation,Detect RBAC privilege escalation attempts followed by audit log manipulation in Kubernetes
CANADA_PBMM,IR-4(3),Incident Handling (3),aws,ciem,aws.iam.activity_log.assume_role,Detect suspicious IAM role assumption followed by CloudTrail log deletion to cover incident handling evasion.
CANADA_PBMM,IR-4(3),Incident Handling (3),aws,ciem,aws.cloudtrail.audit.delete_trail,Detect suspicious IAM role assumption followed by CloudTrail log deletion to cover incident handling evasion.
CANADA_PBMM,IR-4(3),Incident Handling (3),azure,ciem,azure.monitor.activity_log.delete_diagnostic,Detect deletion of diagnostic settings combined with global admin elevation to obscure incident evidence.
CANADA_PBMM,IR-4(3),Incident Handling (3),azure,ciem,azure.authorization.audit.elevate_access,Detect deletion of diagnostic settings combined with global admin elevation to obscure incident evidence.
CANADA_PBMM,IR-4(3),Incident Handling (3),gcp,ciem,gcp.iam.audit.service_account_key_create,Detect service account key creation and log sink deletion to hide post-incident activity.
CANADA_PBMM,IR-4(3),Incident Handling (3),gcp,ciem,gcp.logging.audit.sink_delete,Detect service account key creation and log sink deletion to hide post-incident activity.
CANADA_PBMM,IR-4(3),Incident Handling (3),oracle,ciem,oci.audit.audit.update_configuration,Detect audit log configuration changes and API key creation to mask incident-related actions.
CANADA_PBMM,IR-4(3),Incident Handling (3),oracle,ciem,oci.identity.audit.api_key_create,Detect audit log configuration changes and API key creation to mask incident-related actions.
CANADA_PBMM,IR-4(3),Incident Handling (3),ibm,ciem,ibm.iam.activity_log.api_key_create,Detect IAM API key creation and Activity Tracker event deletion to evade incident monitoring.
CANADA_PBMM,IR-4(3),Incident Handling (3),ibm,ciem,ibm.activity_tracker.audit.delete_event,Detect IAM API key creation and Activity Tracker event deletion to evade incident monitoring.
CANADA_PBMM,IR-4(3),Incident Handling (3),alicloud,ciem,alicloud.actiontrail.audit.update_trail,Detect ActionTrail log updates and RAM access key creation to obstruct incident investigation.
CANADA_PBMM,IR-4(3),Incident Handling (3),alicloud,ciem,alicloud.ram.audit.create_accesskey,Detect ActionTrail log updates and RAM access key creation to obstruct incident investigation.
CANADA_PBMM,IR-4(3),Incident Handling (3),k8s,ciem,k8s.rbac.audit.clusterrole_create,Detect creation of overly permissive ClusterRoles followed by audit log deletion to disrupt incident handling.
CANADA_PBMM,IR-4(3),Incident Handling (3),k8s,ciem,k8s.audit.chain.delete_logs,Detect creation of overly permissive ClusterRoles followed by audit log deletion to disrupt incident handling.
CANADA_PBMM,IR-6(1),Incident Reporting (1),aws,ciem,aws.iam.activity_log.assume_role,Detect unauthorized role assumption and defense evasion via CloudTrail deletion
CANADA_PBMM,IR-6(1),Incident Reporting (1),aws,ciem,aws.cloudtrail.audit.delete_trail,Detect unauthorized role assumption and defense evasion via CloudTrail deletion
CANADA_PBMM,IR-6(1),Incident Reporting (1),azure,ciem,azure.aad.activity_log.privileged_signin,Detect privileged sign-ins and deletion of diagnostic logs for incident reporting evasion
CANADA_PBMM,IR-6(1),Incident Reporting (1),azure,ciem,azure.monitor.audit.delete_diagnostic,Detect privileged sign-ins and deletion of diagnostic logs for incident reporting evasion
CANADA_PBMM,IR-6(1),Incident Reporting (1),gcp,ciem,gcp.iam.activity_log.service_account_key,Detect service account key creation and log sink deletion to obscure incident evidence
CANADA_PBMM,IR-6(1),Incident Reporting (1),gcp,ciem,gcp.logging.audit.sink_deletion,Detect service account key creation and log sink deletion to obscure incident evidence
CANADA_PBMM,IR-6(1),Incident Reporting (1),oracle,ciem,oci.iam.activity_log.api_key,Detect API key creation followed by audit log deletion as a multi-step incident concealment
CANADA_PBMM,IR-6(1),Incident Reporting (1),oracle,ciem,oci.audit.chain.log_deletion_after_breach,Detect API key creation followed by audit log deletion as a multi-step incident concealment
CANADA_PBMM,IR-6(1),Incident Reporting (1),ibm,ciem,ibm.iam.activity_log.api_key,Detect API key creation and Activity Tracker event deletion to hinder incident reporting
CANADA_PBMM,IR-6(1),Incident Reporting (1),ibm,ciem,ibm.activity_tracker.audit.delete_event,Detect API key creation and Activity Tracker event deletion to hinder incident reporting
CANADA_PBMM,IR-6(1),Incident Reporting (1),alicloud,ciem,alicloud.ram.activity_log.access_key,Detect RAM access key creation and ActionTrail deletion to evade incident logging
CANADA_PBMM,IR-6(1),Incident Reporting (1),alicloud,ciem,alicloud.actiontrail.audit.delete_trail,Detect RAM access key creation and ActionTrail deletion to evade incident logging
CANADA_PBMM,IR-6(1),Incident Reporting (1),k8s,ciem,k8s.rbac.audit.privileged_escalation,Detect RBAC privilege escalation and subsequent audit log deletion to conceal security incidents
CANADA_PBMM,IR-6(1),Incident Reporting (1),k8s,ciem,k8s.audit.chain.log_deletion_with_breach,Detect RBAC privilege escalation and subsequent audit log deletion to conceal security incidents
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),aws,ciem,aws.iam.activity_log.assume_role,Detect unauthorized role assumption attempts and defensive trail deletion during incident response|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),aws,ciem,aws.cloudtrail.audit.delete_trail,Detect unauthorized role assumption attempts and defensive trail deletion during incident response|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),azure,ciem,azure.aad.activity_log.emergency_access,Alert on emergency access activation and deletion of diagnostic logs during incident handling|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),azure,ciem,azure.monitor.audit.diagnostic_delete,Alert on emergency access activation and deletion of diagnostic logs during incident handling|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),gcp,ciem,gcp.iam.activity_log.service_account_key,Monitor emergency service account key creation and log sink removal in incident scenarios|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),gcp,ciem,gcp.logging.audit.sink_delete,Monitor emergency service account key creation and log sink removal in incident scenarios|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),oracle,ciem,oci.iam.activity_log.api_key,Detect emergency API key generation and audit configuration changes during incident response|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),oracle,ciem,oci.audit.audit.config_change,Detect emergency API key generation and audit configuration changes during incident response|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),ibm,ciem,ibm.iam.activity_log.service_id,Identify emergency service ID creation and activity tracker route deletion in incidents|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),ibm,ciem,ibm.activity_tracker.audit.route_delete,Identify emergency service ID creation and activity tracker route deletion in incidents|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),alicloud,ciem,alicloud.ram.activity_log.access_key,Alert on emergency RAM access key creation and ActionTrail deletion during incident response|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),alicloud,ciem,alicloud.actiontrail.audit.trail_delete,Alert on emergency RAM access key creation and ActionTrail deletion during incident response|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),k8s,ciem,k8s.rbac.audit.privilege_escalation,Detect cluster-admin binding attempts and multi-step log evasion patterns during incidents|
CANADA_PBMM,IR-7(1),Incident Response Assistance (1),k8s,ciem,k8s.audit.chain.log_evasion,Detect cluster-admin binding attempts and multi-step log evasion patterns during incidents|
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),aws,ciem,aws.iam.activity_log.delete_mfa,"Detect attempts to disable MFA or stop CloudTrail logging, hindering incident investigation"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),aws,ciem,aws.cloudtrail.audit.stop_logging,"Detect attempts to disable MFA or stop CloudTrail logging, hindering incident investigation"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),azure,ciem,azure.monitor.activity_log.delete_diagnostic,"Detect deletion of diagnostic settings or disabling of PIM, obstructing incident response evidence collection"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),azure,ciem,azure.aad.audit.disable_pim,"Detect deletion of diagnostic settings or disabling of PIM, obstructing incident response evidence collection"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),gcp,ciem,gcp.iam.activity_log.disable_audit,"Detect disabling of audit logs or deletion of log sinks, impeding post-incident analysis"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),gcp,ciem,gcp.logging.audit.sink_delete,"Detect disabling of audit logs or deletion of log sinks, impeding post-incident analysis"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),oracle,ciem,oci.audit.audit.update_config,"Detect modifications to audit configurations or IAM chains that bypass MFA, undermining incident forensics"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),oracle,ciem,oci.iam.chain.mfa_bypass,"Detect modifications to audit configurations or IAM chains that bypass MFA, undermining incident forensics"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),ibm,ciem,ibm.iam.activity_log.disable_mfa,"Detect disabling of MFA or deletion of Activity Tracker events, compromising incident response capabilities"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),ibm,ciem,ibm.activity_tracker.audit.delete,"Detect disabling of MFA or deletion of Activity Tracker events, compromising incident response capabilities"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),alicloud,ciem,alicloud.actiontrail.audit.trail_delete,"Detect deletion of ActionTrail logs or RAM privilege escalation chains, evading incident detection"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),alicloud,ciem,alicloud.ram.chain.privilege_escalation,"Detect deletion of ActionTrail logs or RAM privilege escalation chains, evading incident detection"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),k8s,ciem,k8s.audit.audit.disable,"Detect disabling of Kubernetes audit logs or RBAC binding chains that grant excessive privileges, hindering cluster incident response"
CANADA_PBMM,IR-7(2),Incident Response Assistance (2),k8s,ciem,k8s.rbac.chain.bind_privileged,"Detect disabling of Kubernetes audit logs or RBAC binding chains that grant excessive privileges, hindering cluster incident response"
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),aws,ciem,aws.ec2.activity_log.security_group_modify,Detect security group changes that open risky ports and attempts to disable VPC flow logs to evade vulnerability monitoring.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),aws,ciem,aws.cloudtrail.audit.vpc_flow_log_disable,Detect security group changes that open risky ports and attempts to disable VPC flow logs to evade vulnerability monitoring.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),azure,ciem,azure.network.activity_log.nsg_rule_modify,Detect network security group rule modifications that expose services and deletion of diagnostic settings to obstruct scanning visibility.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),azure,ciem,azure.monitor.audit.diagnostic_setting_delete,Detect network security group rule modifications that expose services and deletion of diagnostic settings to obstruct scanning visibility.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),gcp,ciem,gcp.compute.activity_log.firewall_rule_update,Detect firewall rule updates that create permissive ingress and deletion of log sinks to disrupt vulnerability audit trails.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),gcp,ciem,gcp.logging.audit.sink_deletion,Detect firewall rule updates that create permissive ingress and deletion of log sinks to disrupt vulnerability audit trails.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),oracle,ciem,oci.core.activity_log.security_list_change,"Detect security list modifications that reduce network controls and chained actions to disable VCN flow logs, hindering traffic analysis."
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),oracle,ciem,oci.audit.chain.vcn_flow_log_disable,"Detect security list modifications that reduce network controls and chained actions to disable VCN flow logs, hindering traffic analysis."
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),ibm,ciem,ibm.vpc.activity_log.security_group_alter,Detect security group alterations that increase exposure and disabling of activity tracker event routing to evade detection.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),ibm,ciem,ibm.activity_tracker.audit.event_routing_disable,Detect security group alterations that increase exposure and disabling of activity tracker event routing to evade detection.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),alicloud,ciem,alicloud.vpc.activity_log.security_group_update,Detect security group updates that create overly permissive rules and stopping of ActionTrail logs to obstruct monitoring.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),alicloud,ciem,alicloud.actiontrail.audit.trail_stop,Detect security group updates that create overly permissive rules and stopping of ActionTrail logs to obstruct monitoring.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),k8s,ciem,k8s.rbac.audit.role_modify,Detect modifications to RBAC roles that grant excessive permissions and chained deletion of network policies to weaken cluster security controls.
CANADA_PBMM,RA-5(1),Vulnerability Monitoring and Scanning (1),k8s,ciem,k8s.network.chain.network_policy_delete,Detect modifications to RBAC roles that grant excessive permissions and chained deletion of network policies to weaken cluster security controls.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),aws,ciem,aws.ec2.activity_log.modify_security_group,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),aws,ciem,aws.cloudtrail.audit.stop_logging,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),azure,ciem,azure.security.audit.disable_va,Identify actions that disable Azure Security Center vulnerability assessments or modify Network Security Groups to block scanning sources.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),azure,ciem,azure.network.activity_log.modify_nsg,Identify actions that disable Azure Security Center vulnerability assessments or modify Network Security Groups to block scanning sources.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),gcp,ciem,gcp.compute.activity_log.update_firewall,Detect firewall rule changes that exclude scanner IP ranges and service account disabling that could halt vulnerability scanning services.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),gcp,ciem,gcp.iam.audit.disable_service_account,Detect firewall rule changes that exclude scanner IP ranges and service account disabling that could halt vulnerability scanning services.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),oracle,ciem,oci.vulnerability_scanning.audit.disable_scan,Monitor for deactivation of OCI Vulnerability Scanning service and security list modifications that may block scanner access.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),oracle,ciem,oci.network.activity_log.update_seclist,Monitor for deactivation of OCI Vulnerability Scanning service and security list modifications that may block scanner access.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),ibm,ciem,ibm.security.audit.disable_va,Detect disabling of IBM Cloud Security and Compliance Center vulnerability scans and changes to VPC security groups that impede scanning.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),ibm,ciem,ibm.vpc.activity_log.update_sg,Detect disabling of IBM Cloud Security and Compliance Center vulnerability scans and changes to VPC security groups that impede scanning.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),alicloud,ciem,alicloud.security-center.audit.disable_scan,Identify actions to disable Security Center vulnerability scanning and modifications to ECS security groups that restrict scanner IPs.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),alicloud,ciem,alicloud.ecs.activity_log.modify_sg,Identify actions to disable Security Center vulnerability scanning and modifications to ECS security groups that restrict scanner IPs.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),k8s,ciem,k8s.rbac.audit.escalate,Detect RBAC privilege escalation to disable admission controllers or network policies that block vulnerability scanner pods.
CANADA_PBMM,RA-5(2),Vulnerability Monitoring and Scanning (2),k8s,ciem,k8s.network.chain.block_scanner,Detect RBAC privilege escalation to disable admission controllers or network policies that block vulnerability scanner pods.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),aws,ciem,aws.ec2.activity_log.modify_security_group,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),aws,ciem,aws.cloudtrail.audit.stop_logging,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),azure,ciem,azure.security.audit.disable_va,"Detect disabling of vulnerability assessments (e.g., Defender for Cloud) or modifications to Network Security Groups to block scanner access."
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),azure,ciem,azure.network.activity_log.modify_nsg,"Detect disabling of vulnerability assessments (e.g., Defender for Cloud) or modifications to Network Security Groups to block scanner access."
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),gcp,ciem,gcp.compute.activity_log.update_firewall,Detect firewall rule changes to deny scanner IP ranges or disabling service accounts used for vulnerability scanning.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),gcp,ciem,gcp.iam.audit.disable_service_account,Detect firewall rule changes to deny scanner IP ranges or disabling service accounts used for vulnerability scanning.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),oracle,ciem,oci.vulnerability_scanning.audit.disable_scan,Detect deactivation of Vulnerability Scanning service scans or modifications to security lists to block scanner subnets.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),oracle,ciem,oci.network.activity_log.update_seclist,Detect deactivation of Vulnerability Scanning service scans or modifications to security lists to block scanner subnets.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),ibm,ciem,ibm.vpc.activity_log.update_security_group,Detect security group changes to exclude scanner IPs or stopping Activity Tracker logging to hide evasion actions.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),ibm,ciem,ibm.activity_tracker.audit.stop_logging,Detect security group changes to exclude scanner IPs or stopping Activity Tracker logging to hide evasion actions.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),alicloud,ciem,alicloud.actiontrail.audit.stop_logging,Detect attempts to stop ActionTrail logging or modify security group rules to prevent scanner ingress.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),alicloud,ciem,alicloud.ecs.activity_log.modify_security_group,Detect attempts to stop ActionTrail logging or modify security group rules to prevent scanner ingress.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),k8s,ciem,k8s.rbac.audit.modify_role,Detect RBAC role modifications to deny vulnerability scanner service accounts or network policy chains that isolate scanner pods.
CANADA_PBMM,RA-5(3),Vulnerability Monitoring and Scanning (3),k8s,ciem,k8s.network.chain.block_scanner_pod,Detect RBAC role modifications to deny vulnerability scanner service accounts or network policy chains that isolate scanner pods.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),aws,ciem,aws.ec2.activity_log.modify_security_group,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),aws,ciem,aws.cloudtrail.audit.stop_logging,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),azure,ciem,azure.securitycenter.audit.disable_va,Detect disabling of vulnerability assessments in Security Center or modification of Network Security Groups to block scanner source IPs.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),azure,ciem,azure.network.activity_log.modify_nsg,Detect disabling of vulnerability assessments in Security Center or modification of Network Security Groups to block scanner source IPs.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),gcp,ciem,gcp.compute.activity_log.update_firewall,Detect firewall rule changes that block vulnerability scanner IP ranges or disabling of service accounts used by scanning tools.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),gcp,ciem,gcp.iam.audit.disable_service_account,Detect firewall rule changes that block vulnerability scanner IP ranges or disabling of service accounts used by scanning tools.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),oracle,ciem,oci.vulnerability_scanning.audit.disable_scan,Detect disabling of Vulnerability Scanning service scans or modification of security lists to exclude scanner sources.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),oracle,ciem,oci.network.activity_log.update_seclist,Detect disabling of Vulnerability Scanning service scans or modification of security lists to exclude scanner sources.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),ibm,ciem,ibm.vpc.activity_log.update_security_group,Detect changes to security groups that block scanner IPs or stopping of Activity Tracker logging to hide scanning evasion attempts.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),ibm,ciem,ibm.activity_tracker.audit.stop_logging,Detect changes to security groups that block scanner IPs or stopping of Activity Tracker logging to hide scanning evasion attempts.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),alicloud,ciem,alicloud.actiontrail.audit.stop_logging,Detect attempts to stop ActionTrail logging or modify ECS security group rules to prevent vulnerability scanner access.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),alicloud,ciem,alicloud.ecs.activity_log.modify_security_group,Detect attempts to stop ActionTrail logging or modify ECS security group rules to prevent vulnerability scanner access.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),k8s,ciem,k8s.rbac.audit.modify_role,Detect RBAC role modifications that remove permissions for vulnerability scanning pods or network policy changes that block scanner traffic.
CANADA_PBMM,RA-5(5),Vulnerability Monitoring and Scanning (5),k8s,ciem,k8s.network.activity_log.update_network_policy,Detect RBAC role modifications that remove permissions for vulnerability scanning pods or network policy changes that block scanner traffic.
CANADA_PBMM,RA-5(6),Vulnerability Monitoring and Scanning (6),aws,ciem,aws.ec2.activity_log.modify_security_group,Detect attempts to disable vulnerability scanning by modifying security groups to block scanner IPs or stopping CloudTrail logging to evade detection.
