rule_id,csp,service,resource,attribute,frameworks,framework_count,control_count,mapped_controls,suggested_intent
azure.keyvault.secret.permissions,azure,keyvault,secret,permissions,CIS,1,1,CIS/1.4.3,(refined)
azure.keyvault.vault.access_policy,azure,keyvault,vault,access_policy,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(1),Check that Azure Key Vault has access policies or RBAC assignments restricting key management and usage.
azure.keyvault.vault.key_management,azure,keyvault,vault,key_management,NIST_800_171,1,1,NIST_800_171/3.13.10,Check that each Key Vault has key management policies and designated administrators configured.
azure.kubernetes.cluster.admin_access_least_privilege,azure,kubernetes,cluster,admin_access_least_privilege,CIS,1,1,CIS/4.1.1,(refined)
azure.monitor.activity_log.log_profile.retention_enabled,azure,monitor,activity_log,log_profile.retention_enabled,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Check that Activity Log retention is enabled and configured for incident analysis.
azure.monitor.activity_log.profile.log_retention,azure,monitor,activity_log,profile.log_retention,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Check that Activity Logs are retained for sufficient duration to support incident handling.
azure.monitor.activity_log_alert.configured,azure,monitor,activity_log_alert,configured,CIS,1,1,CIS/4.15,(refined)
azure.monitor.diagnostic_setting.kubernetes,azure,monitor,diagnostic_setting,kubernetes,CIS,1,1,CIS/2.2.1,(refined)
azure.monitor.log_analytics_workspace.retention_days,azure,monitor,log_analytics_workspace,retention_days,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Ensure Log Analytics workspaces have retention periods set to meet timestamp integrity requirements.
azure.network.network_security_group.deny_all_inbound,azure,network,network_security_group,deny_all_inbound,CANADA_PBMM,1,1,CANADA_PBMM/SC-7(5),Check that an NSG has a rule with priority > 65500 denying all inbound traffic.
azure.network.network_security_group.rule_access,azure,network,network_security_group,rule_access,CANADA_PBMM,1,1,CANADA_PBMM/AC-4(21),"Check that NSG security rules enforce allowed traffic flows (deny by default, explicit allow rules)."
azure.network.nsg.deny_all_inbound,azure,network,nsg,deny_all_inbound,CANADA_PBMM,1,1,CANADA_PBMM/SC-7(4),Check that a Network Security Group denies all inbound traffic from the internet.
azure.network.nsg.least_functionality,azure,network,nsg,least_functionality,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(1),"Check that Network Security Groups do not contain overly permissive inbound rules (e.g., allow from any source)."
azure.policy.policy_assignment,azure,policy,policy_assignment,,NIST_800_171,1,1,NIST_800_171/3.4.4,Check that Azure Policy assignments enforce change control for critical resource types.
azure.rbac.role.custom_role_permissions,azure,rbac,role,custom_role_permissions,CANADA_PBMM,1,1,CANADA_PBMM/SC-6,(refined); Check custom RBAC roles have defined maximum permissions boundaries.
azure.security_center.assessments.periodic,azure,security_center,assessments,periodic,NIST_800_171,1,1,NIST_800_171/3.12.1,Check that Azure Security Center is configured to run continuous assessments and provide secure scores.
azure.security_center.security_alert_notifications_enabled,azure,security_center,security_alert_notifications_enabled,,CIS,1,1,CIS/4.15,(refined)
azure.security_center.standard_pricing_tier,azure,security_center,standard_pricing_tier,,CANADA_PBMM,1,1,CANADA_PBMM/SI-6,Check that Azure Security Center's standard pricing tier is enabled for all subscriptions.
azure.security_center.standard_pricing_tier.is_enabled,azure,security_center,standard_pricing_tier,is_enabled,CIS,1,1,CIS/4.14,(refined)
azure.sentinel.data_connector.is_configured,azure,sentinel,data_connector,is_configured,CIS,1,1,CIS/4.14,(refined)
azure.sql.connection.credentials_in_keyvault_configured,azure,sql,connection,credentials_in_keyvault_configured,CIS,1,1,CIS/12.3,(refined)
azure.sql.database.long_term_retention_policy,azure,sql,database,long_term_retention_policy,CANADA_PBMM,1,1,CANADA_PBMM/CP-7(1),Check SQL Database long-term backup retention is enabled
azure.storage.account.anonymous_auth_disabled,azure,storage,account,anonymous_auth_disabled,CIS,1,1,CIS/3.2.1,(refined)
azure.storage.account.blob.versioning.enabled,azure,storage,account,blob.versioning.enabled,SOC2,1,1,SOC2/PI1.5,Check that storage accounts have blob versioning enabled to store items completely.
azure.storage.account.secure_transfer_required,azure,storage,account,secure_transfer_required,NIST_800_171,1,1,NIST_800_171/3.8.6,Check storage accounts require secure transfer for transport.
azure.storage.blob.namespace,azure,storage,blob,namespace,CIS,1,1,CIS/5.6.1,(refined)
azure.storage.storage_account.blob_encryption_enabled,azure,storage,storage_account,blob_encryption_enabled,CANADA_PBMM,1,1,CANADA_PBMM/SC-28(1),Check that Storage Account encryption is enabled for blob service.
azure.storage.storage_account.minimum_tls_version,azure,storage,storage_account,minimum_tls_version,CANADA_PBMM,1,1,CANADA_PBMM/SC-8(1),Check that storage accounts require TLS 1.2 or higher.
azure.virtual_machine.antimalware_enabled,azure,virtual_machine,antimalware_enabled,,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Check if Azure VMs have Microsoft Antimalware or a similar extension enabled and running.; (refined)
azure.virtual_machine.required_tags,azure,virtual_machine,required_tags,,CANADA_PBMM,1,1,CANADA_PBMM/CM-6(1),Check that Azure VMs have required tags for configuration management.
azure.virtual_machine.time_sync,azure,virtual_machine,time_sync,,PCI_DSS,1,1,PCI_DSS/10.6.1,(refined); Check if Azure VMs are configured to use time synchronization from host or NTP.
azure.vm.config_file.permissions,azure,vm,config_file,permissions,CIS,1,1,CIS/1.4.3,(refined)
azure.vm.guest_config.antimalware_enabled,azure,vm,guest_config,antimalware_enabled,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Check if Azure VMs have Microsoft Antimalware or Defender extension enabled and running.; (refined)
azure.vpn.virtual_network_gateway.split_tunnel,azure,vpn,virtual_network_gateway,split_tunnel,NIST_800_171,1,1,NIST_800_171/3.13.7,check that Azure VPN gateway point-to-site configurations disable split tunneling; (refined)
gcp.artifactregistry.image.vulnerability_scanning_enabled,gcp,artifactregistry,image,vulnerability_scanning_enabled,PCI_DSS,1,1,PCI_DSS/11.3.1.3,PARTIAL: gcp.artifactregistry.image.vulnerability_scanning_enabled ||| verifies Artifact Registry vulnerability scanning is on but does not confirm execution a
gcp.cloud_function.secrets_in_secret_manager_configured,gcp,cloud_function,secrets_in_secret_manager_configured,,CIS,1,1,CIS/12.3,(refined)
gcp.cloud_security_scanner.scan_config.exists,gcp,cloud_security_scanner,scan_config,exists,CIS,1,1,CIS/4.14,(refined)
gcp.cloudasset.feed.enabled,gcp,cloudasset,feed,enabled,CIS,1,1,CIS/8.1.16,(refined)
gcp.compute.config_file.permissions,gcp,compute,config_file,permissions,CIS,1,1,CIS/1.4.3,(refined)
gcp.compute.disk.delete_rule,gcp,compute,disk,delete_rule,NIST_800_171,1,1,NIST_800_171/3.8.3,Check that persistent disks are configured to be deleted on instance deletion.; (refined)
gcp.compute.disk.encryption_at_rest,gcp,compute,disk,encryption_at_rest,NIST_800_171,1,1,NIST_800_171/3.8.1,Check that persistent disks storing CUI are encrypted with customer-managed or Google-managed keys.; (refined)
gcp.compute.disk.snapshot_policy_configured,gcp,compute,disk,snapshot_policy_configured,CIS,1,1,CIS/6.1,(refined)
gcp.compute.firewall.least_functionality,gcp,compute,firewall,least_functionality,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(1),"Check that VPC firewall rules are not overly permissive (e.g., allow all ingress from 0.0.0.0/0)."
gcp.compute.firewall.no_permit_all,gcp,compute,firewall,no_permit_all,PCI_DSS,1,1,PCI_DSS/1.2.2,PARTIAL: gcp.compute.firewall.no_permit_all ||| verifies default-deny posture but not the approval process for changes
gcp.compute.firewall.rule_direction,gcp,compute,firewall,rule_direction,CANADA_PBMM,1,1,CANADA_PBMM/AC-4(21),"Check that VPC Firewall rules enforce allowed traffic flows (deny by default, explicit allow rules)."
gcp.compute.image.baseline_approved,gcp,compute,image,baseline_approved,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(7),(refined); Check that Compute Engine images are from an approved baseline.
gcp.compute.image.shielded_vm_enabled,gcp,compute,image,shielded_vm_enabled,CANADA_PBMM,1,1,CANADA_PBMM/SA-10(1),PARTIAL: gcp.compute.image.shielded_vm_enabled ||| verifies image integrity via shielded VM but not full developer CM process
gcp.compute.instance.antivirus_osconfig,gcp,compute,instance,antivirus_osconfig,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(1),Check if Compute Engine VMs have OS Config agent enabled for security patch/antivirus management.; (refined)
gcp.compute.instance.automatic_restart,gcp,compute,instance,automatic_restart,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(6),Check Compute Engine instances are configured with automatic restart for recovery
gcp.compute.instance.baseline_image,gcp,compute,instance,baseline_image,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(1),Check that Compute Engine VMs use an approved baseline image.; (refined)
gcp.compute.instance.disk_encryption,gcp,compute,instance,disk_encryption,CANADA_PBMM,1,1,CANADA_PBMM/CA-8(1),Check that Compute Engine instances have disk encryption enabled.
gcp.compute.instance.guest_policy,gcp,compute,instance,guest_policy,PCI_DSS,1,1,PCI_DSS/5.2.1,Check Compute Engine VMs are covered by an OS Config guest policy enforcing anti-malware requirements.; (refined)
gcp.compute.instance.guest_policy_antivirus,gcp,compute,instance,guest_policy_antivirus,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(2),Check if Compute Engine VMs are covered by an OS Config guest policy enforcing antivirus installation.; (refined)
gcp.compute.instance.image_baseline,gcp,compute,instance,image_baseline,CANADA_PBMM,1,1,CANADA_PBMM/CM-2(3),Check that Compute Engine VMs use an approved baseline image.
gcp.compute.instance.image_scan,gcp,compute,instance,image_scan,NIST_800_171,1,1,NIST_800_171/3.14.5,(refined); Check if Compute Engine VMs are configured to use images with Security Health Analytics or require scanning via Security Command Center.
gcp.compute.instance.maintenance_behavior,gcp,compute,instance,maintenance_behavior,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(2),Check that Compute Engine instances are configured to terminate on stop for non-local maintenance.
gcp.compute.instance.maintenance_policy,gcp,compute,instance,maintenance_policy,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(3),Check Compute Engine instances have automated or approved maintenance policies.; (refined)
gcp.compute.instance.namespace,gcp,compute,instance,namespace,CIS,1,1,CIS/5.6.1,(refined)
gcp.compute.instance.os_config.time_sync,gcp,compute,instance,os_config.time_sync,NIST_800_171,1,1,NIST_800_171/3.3.7,Check that Compute Engine VMs are configured to use Google's internal NTP service for accurate time synchronization.; (refined)
gcp.compute.instance.osconfig_agent,gcp,compute,instance,osconfig_agent,CANADA_PBMM,1,1,CANADA_PBMM/SI-3(7),Check if Compute Engine instances have the OS Config agent enabled for security patch and vulnerability management.; (refined)
gcp.compute.instance.recovery_automation,gcp,compute,instance,recovery_automation,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(8),"Check Compute Engine instances have recovery automation (e.g., auto-restart, managed instance groups) configured.; (refined)"
gcp.compute.instance.required_image,gcp,compute,instance,required_image,CANADA_PBMM,1,1,CANADA_PBMM/CM-7(5),Ensure Compute Engine instances use approved machine images only.
gcp.compute.instance.required_tags,gcp,compute,instance,required_tags,CANADA_PBMM,1,1,CANADA_PBMM/CM-6(1),Check that Compute Engine instances have required tags for configuration management.
gcp.compute.instance.secure_boot_enabled,gcp,compute,instance,secure_boot_enabled,CIS,1,1,CIS/3.2,(refined)
gcp.compute.instance.snapshot_schedule,gcp,compute,instance,snapshot_schedule,CANADA_PBMM,1,1,CANADA_PBMM/CP-2(4),Check Compute Engine instances have a snapshot schedule configured for recovery.
gcp.compute.instance.time_sync,gcp,compute,instance,time_sync,PCI_DSS,1,1,PCI_DSS/10.6.1,(refined); Check if Compute Engine instances are configured to use Google's internal NTP service.
gcp.compute.region_backend_service.backup_health_check,gcp,compute,region_backend_service,backup_health_check,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(2),Check that a backend service has a failover/backup health check configured.; (refined)
gcp.compute.region_backend_service.failover,gcp,compute,region_backend_service,failover,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(1),Check that GCP regional backend services are configured for cross-region failover.
gcp.compute.region_backend_services.failover,gcp,compute,region_backend_services,failover,CANADA_PBMM,1,1,CANADA_PBMM/CP-8(3),Ensure regional backend services have failover policies configured.
gcp.container.cluster.namespace_default,gcp,container,cluster,namespace_default,CIS_GCP,1,1,CIS_GCP/4.6.4,Check that no GKE cluster uses the default namespace.
gcp.container.node_pool.event_record_qps,gcp,container,node_pool,event_record_qps,CIS_GCP,1,1,CIS_GCP/3.2.7,Check that GKE node pool's eventRecordQPS argument is set to 0 or an appropriate level for event capture.
gcp.container.node_pool.kubelet_config_ownership,gcp,container,node_pool,kubelet_config_ownership,CIS_GCP,1,1,CIS_GCP/3.1.4,Check that the kubelet configuration file ownership is set to root:root for GKE nodes.
gcp.container.node_pool.kubelet_config_permissions,gcp,container,node_pool,kubelet_config_permissions,CIS_GCP,1,1,CIS_GCP/3.1.3,Check that the kubelet configuration file on GKE nodes has permissions set to 644.
gcp.container.node_pool.shielded_nodes,gcp,container,node_pool,shielded_nodes,CIS_GCP,1,1,CIS_GCP/3.2.6,Ensure GKE node pools have Shielded Nodes enabled for integrity.
gcp.dataproc.unity_catalog.configured,gcp,dataproc,unity_catalog,configured,CIS,1,1,CIS/2.1.5,(refined)
gcp.gke.audit.privileged_pod,gcp,gke,audit,privileged_pod,CIS,1,1,CIS/2.2.2,(refined)
gcp.gke.cluster.authorization_modeverifiesconfigexistsbutnottestingexecution,gcp,gke,cluster,authorization_modeverifiesconfigexistsbutnottestingexecution,CIS,1,1,CIS/3.2.2,(refined)
gcp.gke.cluster.node_config,gcp,gke,cluster,node_config,CIS,1,1,CIS/3.1.3,PARTIAL: gcp.gke.cluster.node_config ||| verifies node pool configuration but not direct file permissions on underlying host
gcp.gke.cluster.pod_security_policy,gcp,gke,cluster,pod_security_policy,CIS,1,1,CIS/5.2.2,(refined)
gcp.gke.network_policy_enabled,gcp,gke,network_policy_enabled,,CIS,1,1,CIS/4.3.2,PARTIAL: gcp.gke.network_policy_enabled ||| verifies cluster-level network policy feature but not namespace-specific policies
gcp.gke.pod_security_policy.allow_privilege_escalation,gcp,gke,pod_security_policy,allow_privilege_escalation,CIS,1,1,CIS/5.2.5,(refined)
gcp.iam.anonymous_auth_disabled,gcp,iam,anonymous_auth_disabled,,CIS,1,1,CIS/3.2.1,(refined)
gcp.iam.audit.require_mfa_for_cloud_console,gcp,iam,audit,require_mfa_for_cloud_console,NIST_800_171,1,1,NIST_800_171/3.7.5,PARTIAL: gcp.iam.audit.require_mfa_for_cloud_console ||| verifies MFA policy exists for console but cannot verify session termination for external maintenance
gcp.iam.audit_config.kubernetes,gcp,iam,audit_config,kubernetes,CIS,1,1,CIS/2.2.1,(refined)
gcp.iam.group.restrict_user_access_features,gcp,iam,group,restrict_user_access_features,CIS,1,1,CIS/5.18,(refined)
gcp.iam.namespace.default_not_used,gcp,iam,namespace,default_not_used,CIS,1,1,CIS/5.6.4,(refined)
gcp.iam.notification.group_mapping_configured,gcp,iam,notification,group_mapping_configured,CIS,1,1,CIS/4.4,(refined)
gcp.iam.organization_policy.disable_password_reuse,gcp,iam,organization_policy,disable_password_reuse,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(4),Ensure organization policy constrains password reuse
gcp.iam.password_policy.hide_feedback,gcp,iam,password_policy,hide_feedback,NIST_800_171,1,1,NIST_800_171/3.5.11,Check IAM password policy does not expose credential hints.
gcp.iam.password_policy.lockout_threshold,gcp,iam,password_policy,lockout_threshold,NIST_800_171,1,1,NIST_800_171/3.1.8,Check Google Cloud IAM password policy sets a low failed attempts threshold.; (refined)
gcp.iam.policy.binding.audit_log_admin,gcp,iam,policy,binding.audit_log_admin,NIST_800_171,1,1,NIST_800_171/3.3.9,Check IAM policy bindings for roles with audit logging permissions are restricted.; (refined)
gcp.iam.policy.binding.condition,gcp,iam,policy,binding.condition,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(1),"Check IAM policy bindings for nonlocal maintenance require conditional access (e.g., MFA, VPC SC)."
gcp.iam.policy.bindings.external_members,gcp,iam,policy,bindings.external_members,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(1),Check IAM policy bindings for external identities (outside domain).
gcp.iam.policy.condition_ip,gcp,iam,policy,condition_ip,CANADA_PBMM,1,1,CANADA_PBMM/MA-4(6),Check IAM policy bindings for maintenance actions to ensure they require a source IP from an approved network.; (refined)
gcp.iam.policy.member_external,gcp,iam,policy,member_external,CANADA_PBMM,1,1,CANADA_PBMM/AC-20(2),Check IAM policy bindings for members from external identities or domains.
gcp.iam.policy_binding.external_principal,gcp,iam,policy_binding,external_principal,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(1),"Check IAM policy bindings for external members (e.g., domains, allUsers)."
gcp.iam.policy_binding.external_principals,gcp,iam,policy_binding,external_principals,CANADA_PBMM,1,1,CANADA_PBMM/SA-9(4),Check IAM policy bindings for unauthorized external principals.
gcp.iam.project.allow_service_account_keys,gcp,iam,project,allow_service_account_keys,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(9),Check that user-managed service account keys are disabled for account management.
gcp.iam.project.anonymous_auth_disabled,gcp,iam,project,anonymous_auth_disabled,CIS_GCP,1,1,CIS_GCP/3.2.1,Ensure IAM policies do not allow allUsers or allAuthenticatedUsers on resources.
gcp.iam.role.custom_role_change_control,gcp,iam,role,custom_role_change_control,CANADA_PBMM,1,1,CANADA_PBMM/CM-3(4),Check that custom IAM roles are not changed without approval.; (refined)
gcp.iam.role.custom_role_permissions,gcp,iam,role,custom_role_permissions,CANADA_PBMM,1,1,CANADA_PBMM/SC-6,(refined); Check custom IAM roles have defined maximum permissions permissions boundaries.
gcp.iam.role.least_privilege,gcp,iam,role,least_privilege,CIS,1,1,CIS/4.1.1,(refined)
gcp.iam.role.max_session_duration,gcp,iam,role,max_session_duration,NIST_800_171,1,1,NIST_800_171/3.1.11,Check IAM role condition with session duration constraint is defined.; (refined)
gcp.iam.role.permission,gcp,iam,role,permission,CANADA_PBMM,1,1,CANADA_PBMM/MA-3(3),Check IAM custom roles for unauthorized maintenance tool actions; (refined)
gcp.iam.role.wildcard_action,gcp,iam,role,wildcard_action,CIS_GCP,1,1,CIS_GCP/4.1.3,Check IAM custom roles for wildcard permissions in actions.
gcp.iam.role_binding.system_authenticated_non_default,gcp,iam,role_binding,system_authenticated_non_default,CIS_GCP,1,1,CIS_GCP/4.1.10,Check IAM role bindings to system:authenticated group for non-default roles.
gcp.iam.service_account.account_management_enabled,gcp,iam,service_account,account_management_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(1),Ensure account management controls are enabled for IAM service accounts and users; (refined)
gcp.iam.service_account.default_check,gcp,iam,service_account,default_check,CIS,1,1,CIS/4.1.5,(refined)
gcp.iam.service_account.email,gcp,iam,service_account,email,NIST_800_171,1,1,NIST_800_171/3.5.1,Check that all IAM service accounts are identified with a unique email.; (refined)
gcp.iam.service_account.inactive_disable,gcp,iam,service_account,inactive_disable,CANADA_PBMM,1,1,CANADA_PBMM/AC-2(5),Check that IAM service accounts inactive for 90 days are disabled.
gcp.iam.service_account.key_rotation,gcp,iam,service_account,key_rotation,PCI_DSS,1,1,PCI_DSS/8.2.2,Check IAM service account keys have enforced rotation policy.
gcp.iam.service_account.key_usage,gcp,iam,service_account,key_usage,CIS,1,1,CIS/4.1.6,(refined)
gcp.iam.service_account.tenant_admin_keys_absent,gcp,iam,service_account,tenant_admin_keys_absent,CIS,1,1,CIS/1.12,(refined)
gcp.iam.service_account.token_scopes,gcp,iam,service_account,token_scopes,CIS,1,1,CIS/4.1.6,(refined)
gcp.iam.service_account_token_volume_projection,gcp,iam,service_account_token_volume_projection,,CIS,1,1,CIS/6.6.5,(refined)
gcp.iam.user.namespace,gcp,iam,user,namespace,CIS,1,1,CIS/5.6.1,(refined)
gcp.iam.user.security_key_enforcement,gcp,iam,user,security_key_enforcement,CIS_GCP,1,1,CIS_GCP/1.3,check that all admin users have 2-step verification enforced
gcp.iam.user_settings.password_reset_notification_enabled,gcp,iam,user_settings,password_reset_notification_enabled,CIS,1,1,CIS/5.10,(refined)
gcp.kms.cryptokey.iam_member,gcp,kms,cryptokey,iam_member,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(1),"Check that Cloud KMS CryptoKeys have IAM bindings restricting roles like cloudkms.admin, cloudkms.cryptoKeyEncrypterDecrypter."
gcp.kms.cryptokey.key_management,gcp,kms,cryptokey,key_management,NIST_800_171,1,1,NIST_800_171/3.13.10,Check that each Cloud KMS CryptoKey has IAM bindings for key management roles.
gcp.kms.cryptokey.key_rotation_period,gcp,kms,cryptokey,key_rotation_period,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(2),"Check that Cloud KMS keys have a defined, compliant rotation period configured."
gcp.kms.cryptokey.rotation_schedule,gcp,kms,cryptokey,rotation_schedule,CANADA_PBMM,1,1,CANADA_PBMM/SC-12(3),Check that Cloud KMS CryptoKeys have a next rotation time and rotation period set.; (refined)
gcp.kubernetes.cluster.admin_access_least_privilege,gcp,kubernetes,cluster,admin_access_least_privilege,CIS,1,1,CIS/4.1.1,(refined)
gcp.kubernetes_engine.pod.security_context,gcp,kubernetes_engine,pod,security_context,CIS_GCP,1,1,CIS_GCP/4.6.3,Check that Pods have a non-root security context configured.
gcp.logging.log_bucket.retention_days,gcp,logging,log_bucket,retention_days,CANADA_PBMM,1,1,CANADA_PBMM/AU-8(1),Ensure Logging log buckets have retention periods set to meet timestamp integrity requirements.
gcp.logging.sink.audit_log_retention,gcp,logging,sink,audit_log_retention,CANADA_PBMM,1,1,CANADA_PBMM/AU-6(3),Ensure a Log Sink exists to export and retain audit logs for review and analysis.; (refined)
gcp.logging.sink.audit_logs_retention,gcp,logging,sink,audit_logs_retention,CANADA_PBMM,1,1,CANADA_PBMM/AU-6(1),Check that a Logs Router sink exists to route audit logs for analysis and meets retention requirements.
gcp.logging.sink.bucket.retention_policy,gcp,logging,sink,bucket.retention_policy,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(3),Check that Log Sink to a storage bucket has a retention policy for incident handling.
gcp.logging.sink.filter_and_destination,gcp,logging,sink,filter_and_destination,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Check that Log Sinks are configured to route relevant logs to a security analysis destination.
gcp.logging.sink.filter_attributes,gcp,logging,sink,filter_attributes,PCI_DSS,1,1,PCI_DSS/10.2.2,ensure log sinks capture required audit event details
gcp.logging.sink.filter_expression,gcp,logging,sink,filter_expression,CANADA_PBMM,1,1,CANADA_PBMM/AU-3(1),verify log sink filter excludes sensitive content types
gcp.logging.sink.kubernetes_audit,gcp,logging,sink,kubernetes_audit,CIS,1,1,CIS/2.2.1,(refined)
gcp.logging.sink.log_export_enabled,gcp,logging,sink,log_export_enabled,PCI_DSS,1,1,PCI_DSS/10.4.2.1,PARTIAL: gcp.logging.sink.log_export_enabled ||| verifies log export configuration exists but does not validate review frequency or risk analysis process
gcp.logging.sink.pubsub_destination_configured,gcp,logging,sink,pubsub_destination_configured,CIS,1,1,CIS/4.15,(refined)
gcp.logging.sink.retention,gcp,logging,sink,retention,CANADA_PBMM,1,1,CANADA_PBMM/AU-7(1),Check that a Logging sink is configured with a retention policy to support audit record reduction and report generation.
gcp.monitoring.alert_policy.notification_channel_configured,gcp,monitoring,alert_policy,notification_channel_configured,CIS,1,1,CIS/4.15,(refined)
gcp.organization_policy.constraint,gcp,organization_policy,constraint,,NIST_800_171,1,1,NIST_800_171/3.4.4,Check that organization policy constraints require change approval for critical resources.
gcp.secretmanager.secret.permissions,gcp,secretmanager,secret,permissions,CIS,1,1,CIS/1.4.3,(refined)
gcp.security_command_center.enabled,gcp,security_command_center,enabled,,CANADA_PBMM,1,1,CANADA_PBMM/SI-6,Check that Security Command Center (SCC) is enabled for the organization.
gcp.security_command_center.scc.is_enabled,gcp,security_command_center,scc,is_enabled,CIS,1,1,CIS/4.14,(refined)
gcp.securitycenter.organization.enabled,gcp,securitycenter,organization,enabled,CIS,1,1,CIS/8.1.16,(refined)
gcp.securitycenter.scanner.enabled,gcp,securitycenter,scanner,enabled,NIST_800_171,1,1,NIST_800_171/3.7.4,PARTIAL: gcp.securitycenter.scanner.enabled ||| verifies security scanning for Cloud Storage but not specific diagnostic media
gcp.securitycenter.source.enabled,gcp,securitycenter,source,enabled,CIS,1,1,CIS/8.1.16,(refined)
gcp.securitycenter.sources.periodic_assessment,gcp,securitycenter,sources,periodic_assessment,NIST_800_171,1,1,NIST_800_171/3.12.1,Check that Google Cloud Security Command Center is enabled and configured for continuous asset discovery and assessment.
gcp.sql.connection.credentials_in_secret_manager_configured,gcp,sql,connection,credentials_in_secret_manager_configured,CIS,1,1,CIS/12.3,(refined)
gcp.sql.database_instance.backup_configuration,gcp,sql,database_instance,backup_configuration,CANADA_PBMM,1,1,CANADA_PBMM/CP-7(1),Check Cloud SQL backup configuration is enabled and retention set
gcp.storage.bucket.cross.project.replication.disabled,gcp,storage,bucket,cross.project.replication.disabled,CIS,1,1,CIS/9.3.7,(refined)
gcp.storage.bucket.iam.sas.linked.to.stored.access.policy,gcp,storage,bucket,iam.sas.linked.to.stored.access.policy,CIS,1,1,CIS/11.4,(refined)
gcp.storage.bucket.namespace,gcp,storage,bucket,namespace,CIS,1,1,CIS/5.6.1,(refined)
gcp.storage.bucket.ssl_only,gcp,storage,bucket,ssl_only,NIST_800_171,1,1,NIST_800_171/3.8.6,Check Cloud Storage buckets enforce SSL-only transport.
gcp.storage.bucket.versioning.enabled,gcp,storage,bucket,versioning.enabled,SOC2,1,1,SOC2/PI1.5,Check that Cloud Storage buckets have versioning enabled to store data completely.
gcp.storage.bucket.versioning_enabled,gcp,storage,bucket,versioning_enabled,CIS,1,1,CIS/6.1,(refined)
gcp.storage.signed_url.allowed_protocols_https_only,gcp,storage,signed_url,allowed_protocols_https_only,CIS,1,1,CIS/2.1.1.1,(refined)
gcp.storage.signedurl.stored.policy,gcp,storage,signedurl,stored.policy,CIS,1,1,CIS/18.2,(refined)
gcp.vpn.ha_vpn_gateway.split_tunnel,gcp,vpn,ha_vpn_gateway,split_tunnel,NIST_800_171,1,1,NIST_800_171/3.13.7,check that Google Cloud VPN gateways for classic VPN do not have split tunneling enabled for peer configurations; (refined)
ibm.activity_tracker.config,ibm,activity_tracker,config,,NIST_800_171,1,1,NIST_800_171/3.12.1,PARTIAL: ibm.activity_tracker.config ||| verifies Activity Tracker is configured to log security events but not the periodic execution of assessments
ibm.activity_tracker.configuration.enabled,ibm,activity_tracker,configuration,enabled,NIST_800_171,1,1,NIST_800_171/3.3.7,PARTIAL: ibm.activity_tracker.configuration.enabled ||| verifies audit log generation but not the underlying time sync mechanism for stamps
ibm.activity_tracker.event_routing.enabled,ibm,activity_tracker,event_routing,enabled,NIST_800_171,1,1,NIST_800_171/3.13.14,PARTIAL: ibm.activity_tracker.event_routing.enabled ||| verifies audit logging exists for platform actions but not VoIP-specific monitoring
ibm.activity_tracker.instance.provisioned,ibm,activity_tracker,instance,provisioned,CANADA_PBMM,1,1,CANADA_PBMM/SI-4(1),check that an IBM Activity Tracker instance is provisioned for the region
ibm.activity_tracker.route.destination_and_filter,ibm,activity_tracker,route,destination_and_filter,CANADA_PBMM,1,1,CANADA_PBMM/AU-2(3),Ensure an Activity Tracker route exists that routes all management events to a secure destination.
ibm.activity_tracker.route.enabled,ibm,activity_tracker,route,enabled,CANADA_PBMM,1,1,CANADA_PBMM/IR-4(1),Check that Activity Tracker routes are configured to a centralized log instance.
ibm.activity_tracker.route.encryption_enabled,ibm,activity_tracker,route,encryption_enabled,CANADA_PBMM,1,1,CANADA_PBMM/AU-9(4),PARTIAL: ibm.activity_tracker.route.encryption_enabled ||| verifies encryption-at-rest for audit log storage but not access control processes
