rule_a,rule_b,csp,rule_type,decision,winner,reason
gcp.logging.sink.audit_log_retention,gcp.logging.sink.retention,gcp,config,SAME,B,"Both check log sink retention, but B's name is more generic and conventional."
gcp.logging.sink.audit_logs_retention,gcp.logging.sink.kubernetes_audit,gcp,config,DIFFERENT,A,"Rule A is for general audit logs, rule B specifically for Kubernetes audit logs."
gcp.logging.sink.audit_logs_retention,gcp.logging.sink.retention,gcp,config,SAME,B,"Both check log sink retention, but B's name is more generic and conventional."
gcp.logging.sink.bucket.retention_policy,gcp.logging.sink.retention,gcp,config,SAME,A,"Both check for a retention policy on a logging sink, with A specifying storage bucket context but same core requirement."
gcp.logging.sink.destination_and_filter,gcp.logging.sink.filter_and_destination,gcp,config,SAME,A,Both check that a logging sink is configured with a destination and filter for relevant logs; naming order differs but intent identical.
gcp.logging.sink.destination_and_filter,gcp.logging.sink.filter_attributes,gcp,config,DIFFERENT,A,"A checks for correct destination and filter setup, while B focuses on ensuring specific attributes are captured within the filter."
gcp.logging.sink.destination_and_filter,gcp.logging.sink.filter_expression,gcp,config,DIFFERENT,A,"A checks for destination and filter configuration, whereas B specifically verifies the filter expression excludes sensitive content."
gcp.logging.sink.filter_and_destination,gcp.logging.sink.filter_attributes,gcp,config,DIFFERENT,B,"A checks for routing logs to a security analysis destination with a filter, while B ensures the filter captures required event details."
gcp.logging.sink.filter_and_destination,gcp.logging.sink.filter_expression,gcp,config,DIFFERENT,A,"A checks for routing logs to a security analysis destination with a filter, while B focuses on the filter excluding sensitive content."
gcp.logging.sink.filter_attributes,gcp.logging.sink.filter_expression,gcp,config,DIFFERENT,B,"A ensures the filter captures required attributes, while B verifies the filter excludes sensitive content; both are filter aspects but different checks."
gcp.osconfig.chain.auditd_evasion,gcp.osconfig.chain.patch_evasion,gcp,ciem,SAME,A,"Both detect evasion techniques related to OS Config and patch deployments, with similar descriptions of manipulation or overrides."
gcp.securitycenter.organization.enabled,gcp.securitycenter.scanner.enabled,gcp,config,DIFFERENT,A,"A checks organization-level Security Center enablement, B checks scanner component enablement."
gcp.securitycenter.organization.enabled,gcp.securitycenter.source.enabled,gcp,config,DIFFERENT,A,"A checks organization-level Security Center enablement, B checks source enablement for specific resources."
gcp.securitycenter.scanner.enabled,gcp.securitycenter.source.enabled,gcp,config,DIFFERENT,A,"A checks scanner component enablement, B checks source enablement for specific resources."
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.audit.delete,ibm,ciem,DIFFERENT,A,"A detects route deletion with IAM changes, B detects log deletion with API key generation."
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.audit.delete_route,ibm,ciem,SAME,B,Both detect removal of Activity Tracker routes and IAM policy changes; B's description is more precise.
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.audit.route_delete,ibm,ciem,SAME,B,Both detect Activity Tracker route deletion with IAM changes; B's description includes API key creation.
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.route.configured,ibm,ciem,DIFFERENT,A,"A detects route deletion with IAM changes, B verifies log routing configuration to COS."
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.route.enabled,ibm,ciem,DIFFERENT,A,"A detects route deletion with IAM changes, B checks if routes are configured to a centralized instance."
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.route.kubernetes,ibm,ciem,DIFFERENT,A,"Rule A detects route deletion with IAM policy changes, while rule B appears to check Kubernetes-specific route configuration."
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.route.log_export_enabled,ibm,ciem,DIFFERENT,A,"Rule A detects route deletion with IAM policy changes, while rule B checks if log export is enabled on a route."
ibm.activity_tracker.activity_log.delete_route,ibm.activity_tracker.route.status,ibm,ciem,DIFFERENT,A,"Rule A detects route deletion with IAM policy changes, while rule B checks the operational status of routes."
ibm.activity_tracker.audit.config_change_chain,ibm.activity_tracker.audit.config_update,ibm,ciem,DIFFERENT,A,"Rule A detects chains of suspicious changes, while rule B detects individual configuration updates and privilege escalation."
ibm.activity_tracker.audit.config_change_chain,ibm.activity_tracker.config,ibm,ciem,DIFFERENT,A,"Rule A detects chains of suspicious changes, while rule B verifies basic configuration compliance."
ibm.activity_tracker.audit.config_update,ibm.activity_tracker.audit.delete,ibm,ciem,DIFFERENT,A,"Rule A detects configuration updates and privilege escalation, while rule B detects API key generation and log deletion."
ibm.activity_tracker.audit.config_update,ibm.activity_tracker.audit.disable,ibm,ciem,DIFFERENT,A,"Rule A detects configuration updates and privilege escalation, while rule B detects disabling of the service or access revocation."
ibm.activity_tracker.audit.config_update,ibm.activity_tracker.audit.event_routes_update,ibm,ciem,DIFFERENT,A,"Rule A detects configuration updates and privilege escalation, while rule B detects a specific sequence of IAM key creation followed by route changes."
ibm.activity_tracker.audit.config_update,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,A,"A checks config updates and privilege escalation, B checks deletions or event filtering."
ibm.activity_tracker.audit.config_update,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,A,"A checks config updates and privilege escalation, B checks time settings or route modifications."
ibm.activity_tracker.audit.config_update,ibm.activity_tracker.config,ibm,ciem,DIFFERENT,A,"A checks for specific config update events, B verifies general Activity Tracker configuration."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.delete_event,ibm,ciem,SAME,B,Both check privileged API key generation and Activity Tracker log deletion; B's description is more complete.
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.delete_route,ibm,ciem,DIFFERENT,A,"A checks log deletion and API key generation, B focuses on policy removal and route deletion."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.disable,ibm,ciem,DIFFERENT,A,"A checks log deletion and API key generation, B checks disabling Activity Tracker or IAM changes."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.disable_instance,ibm,ciem,DIFFERENT,A,"A checks log deletion and API key generation, B checks disabling instances or deleting routing rules."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.log_tampering,ibm,ciem,DIFFERENT,A,"A checks log deletion and API key generation, B checks log tampering and IAM evasion chains."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.route_delete,ibm,ciem,DIFFERENT,A,"Rule A checks log deletion, while rule B checks route deletion, which are distinct actions on different Activity Tracker components."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.route_deletion,ibm,ciem,DIFFERENT,A,"Rule A focuses on log deletion, whereas rule B focuses on route deletion, addressing separate evasion techniques."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,A,"Rule A targets log deletion, while rule B involves route disabling or time sync changes, covering different security events."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.stop_logging,ibm,ciem,DIFFERENT,A,"Rule A is about log deletion, but rule B involves stopping logging or security group changes, which are different operations."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,A,"Rule A checks log deletion, while rule B includes instance/route deletions or event filtering, making it broader and different."
ibm.activity_tracker.audit.delete,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,A,"Rule A addresses log deletion, whereas rule B involves route modifications or time setting changes, distinct from deletion."
ibm.activity_tracker.audit.delete_event,ibm.activity_tracker.audit.delete_route,ibm,ciem,DIFFERENT,A,"Rule A focuses on event deletion, while rule B focuses on route deletion, targeting different Activity Tracker resources."
ibm.activity_tracker.audit.delete_event,ibm.activity_tracker.audit.disable,ibm,ciem,DIFFERENT,A,"Rule A checks event deletion, but rule B involves disabling Activity Tracker or IAM changes, which are separate actions."
ibm.activity_tracker.audit.delete_event,ibm.activity_tracker.audit.event_routes_update,ibm,ciem,DIFFERENT,A,"Rule A detects deletion of Activity events, while B detects changes to event routing configuration."
ibm.activity_tracker.audit.delete_event,ibm.activity_tracker.audit.event_routing_disable,ibm,ciem,DIFFERENT,A,"Rule A detects deletion of Activity events, while B detects disabling of activity tracking."
ibm.activity_tracker.audit.delete_event,ibm.activity_tracker.audit.route_delete,ibm,ciem,SAME,B,Both detect privileged API key creation followed by deletion of Activity Tracker events/routes; B's description is more specific.
ibm.activity_tracker.audit.delete_event,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,A,"Rule A detects event deletion, while B detects event filtering/suppression, which is a different action."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.audit.disable,ibm,ciem,DIFFERENT,A,"Rule A detects route deletion, while B detects disabling of the tracker or IAM changes affecting audit access."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.audit.route_delete,ibm,ciem,SAME,B,Both detect IAM policy/API key changes followed by Activity Tracker route deletion; B's description is more precise.
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.audit.route_deletion,ibm,ciem,SAME,B,Both detect privileged API key creation and Activity Tracker route deletion; B's description is clearer.
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,A,"Rule A detects route deletion, while B detects route disabling or reconfiguration, a different action."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,A,"Rule A detects specific deletions, while rule B includes deletions plus event filtering, making it broader."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,A,"Rule A focuses on deletions, while rule B focuses on modifications, checking distinct actions."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.route.configured,ibm,ciem,DIFFERENT,A,"Rule A detects deletion events, while rule B verifies configuration state, checking different security aspects."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.route.enabled,ibm,ciem,DIFFERENT,A,"Rule A detects deletion events, while rule B checks for proper configuration, addressing different concerns."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.route.kubernetes,ibm,ciem,DIFFERENT,A,"Rule A detects deletion events, while rule B relates to Kubernetes-specific routing, checking different scopes."
ibm.activity_tracker.audit.delete_route,ibm.activity_tracker.route.status,ibm,ciem,DIFFERENT,A,"Rule A detects deletion events, while rule B checks configuration status, focusing on different security controls."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.disable_instance,ibm,ciem,SAME,B,"Both detect disabling of Activity Tracker, but rule B is more specific by mentioning instances and routing rules."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.event_routing_disable,ibm,ciem,DIFFERENT,A,"Rule A detects disabling or IAM changes, while rule B includes security group alterations, making it broader."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.log_tampering,ibm,ciem,DIFFERENT,A,"Rule A detects disabling/access revocation, while Rule B detects log tampering, which is a distinct evasion technique."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.route_delete,ibm,ciem,DIFFERENT,B,"Rule A detects disabling/access revocation, while Rule B detects a specific sequence of privileged key creation and route deletion."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.route_deletion,ibm,ciem,DIFFERENT,B,"Rule A detects disabling/access revocation, while Rule B detects a specific sequence of privileged key creation and route deletion."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,B,"Rule A detects disabling/access revocation, while Rule B detects time sync changes and route disabling/removal."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.stop_logging,ibm,ciem,DIFFERENT,B,"Rule A detects disabling/access revocation, while Rule B detects security group changes and logging stoppage."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,B,"Rule A detects disabling/access revocation, while Rule B detects deletions or event filtering followed by other actions."
ibm.activity_tracker.audit.disable,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,B,"Rule A detects disabling/access revocation, while Rule B detects time setting alterations or route modifications."
ibm.activity_tracker.audit.disable_instance,ibm.activity_tracker.audit.event_routing_disable,ibm,ciem,SAME,B,"Both rules detect disabling of Activity Tracker instances or related routing rules, with B's name being more specific to event routing."
ibm.activity_tracker.audit.disable_instance,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,A,"Rule A detects disabling/deletion of Activity Tracker instances/routes, while Rule B detects changes to VPC time sync and disabling of something else (description incomplete). They focus on different "
ibm.activity_tracker.audit.disable_instance,ibm.activity_tracker.audit.suppress,ibm,ciem,SAME,A,"Both rules detect disabling/deletion of Activity Tracker instances or log routing rules; Rule B adds event filtering, but the core detection of instance/route disabling is identical, making A the clea"
ibm.activity_tracker.audit.disable_instance,ibm.activity_tracker.instance.provisioned,ibm,ciem,DIFFERENT,B,"Rule A detects active disabling/deletion actions, while Rule B checks for the provisioning state of an instance (a compliance/configuration check), which are distinct security aspects."
ibm.activity_tracker.audit.disable_instance,ibm.activity_tracker.instance.status,ibm,ciem,DIFFERENT,B,"Rule A detects active disabling/deletion actions, while Rule B checks for the instance being both provisioned and active (a state check), representing detection vs. configuration validation."
ibm.activity_tracker.audit.event_routes_update,ibm.activity_tracker.audit.event_routing_disable,ibm,ciem,DIFFERENT,A,"Rule A detects API key creation followed by event route changes (a sequence), while Rule B detects security group alterations and disabling of activity (different actions and sequence)."
ibm.activity_tracker.audit.event_routes_update,ibm.activity_tracker.audit.update_route,ibm,ciem,SAME,A,"Both rules detect Activity Tracker event route changes; Rule A specifies a preceding API key creation, and Rule B mentions VPC time settings, but the core event route modification detection overlaps s"
ibm.activity_tracker.audit.event_routing_disable,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,A,"Rule A detects security group alterations and disabling of activity, while Rule B detects VPC time sync changes and disabling/re- something (incomplete), indicating different primary focuses."
ibm.activity_tracker.audit.event_routing_disable,ibm.activity_tracker.event_routing.enabled,ibm,ciem,UNSURE,B,"Rule A detects security group alterations and disabling of activity, while Rule B's description is truncated but seems to verify audit logging; without complete info, the relationship is unclear."
ibm.activity_tracker.audit.log_integrity_violation,ibm.activity_tracker.audit.log_tampering,ibm,ciem,SAME,A,"Both monitor log integrity violations and tampering, with A focusing on deletions/alterations and B on tampering and evasion, but they are functionally identical in checking log tampering."
ibm.activity_tracker.audit.log_tampering,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,B,"A checks log tampering, while B detects instance/route deletions or event filtering, which are distinct actions in suppressing logs."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.audit.route_deletion,ibm,ciem,SAME,B,"Both detect privileged API key creation followed by Activity Tracker route deletion, with B's description being more complete."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,A,"A detects route deletion after privileged key creation, while B focuses on disabling or reconfiguring routes with time sync changes."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,B,"A detects route deletion after privileged key creation, while B includes instance deletions or event filtering, covering broader suppression."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,A,"A detects route deletion after privileged key creation, while B focuses on route modifications and time setting alterations."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.route.configured,ibm,ciem,DIFFERENT,A,"A detects route deletion after privileged key creation, while B verifies log routing configuration, which is a compliance check, not an audit."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.route.enabled,ibm,ciem,DIFFERENT,A,"A detects route deletion after privileged key creation, while B checks if routes are enabled to a centralized instance, a configuration check."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.route.kubernetes,ibm,ciem,DIFFERENT,A,"Rule A detects a multi-step attack pattern (privileged key creation then route deletion), while rule B appears to monitor route configuration for Kubernetes, a distinct operational check."
ibm.activity_tracker.audit.route_delete,ibm.activity_tracker.route.status,ibm,ciem,DIFFERENT,A,"Rule A detects a specific attack sequence for evasion, whereas rule B checks the general configuration status of routes for monitoring, a different security aspect."
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.audit.route_disable,ibm,ciem,DIFFERENT,A,"Rule A focuses on route deletion as part of an evasion attack, while rule B focuses on route disabling and time sync changes, indicating different detection scenarios."
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.audit.suppress,ibm,ciem,SAME,A,Both rules detect Activity Tracker route deletion as part of potential evasion activities; the descriptions are functionally similar despite minor wording differences.
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,A,"Rule A detects route deletion in an attack context, while rule B detects route modifications and time setting changes, covering different types of alterations."
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.route.configured,ibm,ciem,DIFFERENT,A,"Rule A is an attack detection rule for evasion, whereas rule B is a configuration compliance check for log routing, serving different security purposes."
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.route.enabled,ibm,ciem,DIFFERENT,A,"Rule A detects malicious deletion for evasion, while rule B verifies that routes are enabled for centralized logging, a distinct configuration assurance."
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.route.kubernetes,ibm,ciem,DIFFERENT,A,"Rule A detects an attack pattern involving route deletion, while rule B appears to be a configuration check for Kubernetes routing, targeting different security controls."
ibm.activity_tracker.audit.route_deletion,ibm.activity_tracker.route.status,ibm,ciem,DIFFERENT,A,"A detects malicious route deletion for evasion, B checks route configuration status."
ibm.activity_tracker.audit.route_disable,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,A,"A focuses on route disable and time sync changes, B on deletions or event filtering."
ibm.activity_tracker.audit.route_disable,ibm.activity_tracker.audit.update_route,ibm,ciem,SAME,B,"Both detect similar changes (time sync and route modifications), B's name is more precise."
ibm.activity_tracker.audit.route_disable,ibm.activity_tracker.route.configured,ibm,ciem,DIFFERENT,B,"A is an audit rule for disable actions, B is a compliance check for route configuration."
ibm.activity_tracker.audit.route_disable,ibm.activity_tracker.route.enabled,ibm,ciem,DIFFERENT,B,"A audits disable actions, B verifies route configuration to a centralized instance."
ibm.activity_tracker.audit.route_disable,ibm.activity_tracker.route.kubernetes,ibm,ciem,DIFFERENT,B,"A audits disable actions, B is specific to Kubernetes route configuration."
ibm.activity_tracker.audit.route_disable,ibm.activity_tracker.route.status,ibm,ciem,DIFFERENT,B,"A audits disable actions, B checks route configuration status for monitoring."
ibm.activity_tracker.audit.stop_logging,ibm.activity_tracker.audit.suppress,ibm,ciem,DIFFERENT,A,"A focuses on stopping logging and security group changes, B on deletions or filtering."
ibm.activity_tracker.audit.stop_logging,ibm.activity_tracker.tracker.logging_enabled,ibm,ciem,DIFFERENT,A,"A detects stopping of logging, B checks if logging is enabled (state vs. change)."
ibm.activity_tracker.audit.suppress,ibm.activity_tracker.audit.update_route,ibm,ciem,DIFFERENT,A,"A detects deletions or filtering (suppression), B detects route modifications (update)."
ibm.activity_tracker.audit.update_route,ibm.activity_tracker.route.configured,ibm,ciem,DIFFERENT,A,"A detects route modifications (audit), B verifies route configuration to COS (state)."
ibm.activity_tracker.audit.update_route,ibm.activity_tracker.route.enabled,ibm,ciem,DIFFERENT,B,"A detects route modifications (audit), B checks routes are configured to a centralized instance (state)."
ibm.activity_tracker.audit.update_route,ibm.activity_tracker.route.kubernetes,ibm,ciem,DIFFERENT,A,"A detects route modifications (audit), B is specific to Kubernetes routing (scope)."
ibm.activity_tracker.audit.update_route,ibm.activity_tracker.route.status,ibm,ciem,DIFFERENT,B,"A detects route modifications (audit), B checks route configuration status for monitoring (state)."
ibm.activity_tracker.chain.evasion,ibm.activity_tracker.chain.replay_sequence,ibm,ciem,DIFFERENT,A,"A detects policy updates and chained evasion actions, B detects replay events and suspicious sequences."
ibm.activity_tracker.config,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,SAME,B,Both verify Activity Tracker configuration; B's name is more specific and refined.
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.event_routing.enabled,ibm,config,DIFFERENT,A,"Rule A checks if audit log generation is enabled, while rule B checks if event routing is enabled, which are distinct functions."
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.route.enabled,ibm,config,DIFFERENT,A,"Rule A checks audit log generation, while rule B checks routing configuration to a centralized instance, which are separate steps."
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.route.encryption_enabled,ibm,config,DIFFERENT,A,"Rule A checks audit log generation, while rule B checks encryption for routes, focusing on different security aspects."
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,A,"Rule A checks audit log generation, while rule B checks log retention on routes, addressing different controls."
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,A,"Rule A checks audit log generation, while rule B checks if the activity tracker itself is enabled, which is a broader or different scope."
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.tracker.logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks audit log generation, while rule B checks platform audit logging, which may be a subset or different logging type."
ibm.activity_tracker.configuration.enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,A,"Rule A checks audit log generation, while rule B checks tracker region enablement, focusing on geographic configuration."
ibm.activity_tracker.event_routing.enabled,ibm.activity_tracker.route.enabled,ibm,config,DIFFERENT,A,"Rule A checks if event routing is enabled, while rule B checks if routes are configured to a centralized instance, with B being more specific."
ibm.activity_tracker.event_routing.enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,B,"Rule A checks event routing enabled, while rule B checks if the activity tracker itself is enabled."
ibm.activity_tracker.event_routing.enabled,ibm.activity_tracker.tracker.logging_enabled,ibm,config,DIFFERENT,B,"Rule A checks event routing enabled, while rule B checks if logging is enabled for the tracker."
ibm.activity_tracker.event_routing.enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,B,"Rule A checks event routing enabled, while rule B checks if the tracker is enabled for a specific region."
ibm.activity_tracker.instance.provisioned,ibm.activity_tracker.instance.status,ibm,config,SAME,B,"Both check for a provisioned Activity Tracker instance, but rule B also verifies it is active, making it more comprehensive."
ibm.activity_tracker.instance.status,ibm.activity_tracker.route.status,ibm,config,DIFFERENT,B,"Rule A checks instance provisioning and status, while rule B checks the configuration and monitoring status of routes."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.enabled,ibm,config,SAME,B,"Both check that Activity Tracker routes are configured, with rule B specifying a centralized log instance for clarity."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.encryption_enabled,ibm,config,DIFFERENT,B,"Rule A checks if routes are configured, while rule B specifically checks if encryption is enabled for those routes."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.global_events,ibm,config,DIFFERENT,B,"Rule A checks if routes are configured, while rule B specifically checks if routes collect global management events."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.is_configured,ibm,config,SAME,B,"Rule B appears to be a refined version of rule A, both checking log routing configuration."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.kubernetes,ibm,config,DIFFERENT,B,"Rule A checks general log routing, while rule B specifically checks Kubernetes-related routing."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,B,"Rule A checks if routing is configured, while rule B checks if retention is enabled on configured routes."
ibm.activity_tracker.route.configured,ibm.activity_tracker.route.status,ibm,config,SAME,B,"Both check route configuration; rule B's description explicitly mentions monitoring, aligning with rule A's purpose."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.encryption_enabled,ibm,config,DIFFERENT,B,"Rule A checks if routes are configured, while rule B checks if encryption is enabled on those routes."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.global_events,ibm,config,DIFFERENT,B,"Rule A checks general route configuration, while rule B specifically checks for global management events collection."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.global_events_enabled,ibm,config,DIFFERENT,B,"Rule A checks general route configuration, while rule B specifically checks for global management events collection."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.is_configured,ibm,config,SAME,B,"Rule B is a refined version of rule A, both checking if Activity Tracker routes are configured."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.kubernetes,ibm,config,DIFFERENT,B,"Rule A checks general route configuration, while rule B is a refined check specifically for Kubernetes environments."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.log_export_enabled,ibm,config,DIFFERENT,A,"Rule A checks overall route configuration, while rule B focuses only on the log export component being enabled."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,A,"Rule A checks route configuration to a centralized log, while rule B specifically checks if log retention is enabled."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.route.status,ibm,config,SAME,A,"Both check that Activity Tracker routes are configured, with rule B's description aligning with the same intent."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,B,"Rule A checks route configuration, while rule B checks if the Activity Tracker service itself is enabled."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.tracker.logging_enabled,ibm,config,DIFFERENT,B,"Rule A checks route configuration, while rule B verifies platform audit logging is enabled on the tracker."
ibm.activity_tracker.route.enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,B,"Rule A checks route configuration, while rule B checks if the tracker is enabled in a specific region."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.route.global_events_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks collection of global management events."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.route.kubernetes,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B appears to check Kubernetes-related configuration (refined)."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.route.log_export_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks log export functionality, which are distinct security aspects."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks log retention, focusing on different security controls."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.route.status,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks route status/monitoring configuration, addressing different concerns."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks if the activity tracker itself is enabled, which are separate configurations."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.tracker.logging_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks logging/platform audit, verifying different security features."
ibm.activity_tracker.route.encryption_enabled,ibm.activity_tracker.tracker.tracker_region_enabled,ibm,config,DIFFERENT,A,"Rule A checks encryption for routes, while rule B checks tracker region enablement, which are unrelated security settings."
ibm.activity_tracker.route.global_events,ibm.activity_tracker.route.global_events_enabled,ibm,config,SAME,B,"Both rules check for global management events collection; rule B's name includes ""enabled"" which is more conventional for boolean checks."
ibm.activity_tracker.route.global_events,ibm.activity_tracker.route.kubernetes,ibm,config,DIFFERENT,A,"Rule A checks global management events routing, while rule B checks Kubernetes-specific routing."
ibm.activity_tracker.route.global_events,ibm.activity_tracker.route.status,ibm,config,DIFFERENT,A,"Rule A checks global management events routing, while rule B checks general route configuration status."
ibm.activity_tracker.route.global_events_enabled,ibm.activity_tracker.route.log_export_enabled,ibm,config,DIFFERENT,A,"Rule A checks global management events routing, while rule B checks log export configuration."
ibm.activity_tracker.route.global_events_enabled,ibm.activity_tracker.route.retention_enabled,ibm,config,DIFFERENT,A,"Rule A checks global management events routing, while rule B checks log retention enabling."
ibm.activity_tracker.route.global_events_enabled,ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,DIFFERENT,B,"Rule A checks global management events routing, while rule B checks if Activity Tracker itself is enabled."
ibm.activity_tracker.route.is_configured,ibm.activity_tracker.route.kubernetes,ibm,config,DIFFERENT,A,"Rule A checks if a route is configured at all, while rule B checks Kubernetes-specific routing."
