rule_id,provider,complexity,severity,rule_type,controls_unlocked,frameworks_unlocked,framework_sample,control_sample
gcp.logging.sink.bucket_retention_policy_configured,gcp,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS AU-7(1);CIS_ALICLOUD/1.2.21
gcp.storage.bucket.signed_url_expiry_configured,gcp,L2_API_CONFIG,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/11.2;CIS_AZURE/17.1.4
ibm.blockstorage.volume.encryption_at_rest_configured,ibm,L2_API_CONFIG,HIGH,config,2,1,NIST_800_171,NIST_800_171/3_1_19;NIST_800_171/3_8_1
ibm.cloudant.instance.https_enforcement_configured,ibm,L2_API_CONFIG,HIGH,config,2,2,CIS_IBM;NIST_800_171,CIS_IBM/5.3;NIST_800_171/3_13_13
ibm.cos.bucket.temporary_url_expiry_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/11.2;CIS_AZURE/17.1.4
ibm.event.notifications.topic_subscription_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,RBI_BANK;RBI_NBFC,RBI_BANK/14.1;RBI_NBFC/3.3
ibm.iam.account_settings.login_policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_ALICLOUD;NIST_800_171,CIS_ALICLOUD/3.2.2;NIST_800_171/3_1_8
ibm.iam.policy.roles_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS MA-3(3);CIS_ALICLOUD/5.1.3
ibm.iam.policy.rule_action_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;CIS_OCI,CANADA_PBMM/CCCS MA-4(1);CIS_OCI/2.3.1
ibm.iam.sa.no_administrative_privileges_enforced,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_AWS;CIS_OCI,CIS_AWS/4.1.5;CIS_OCI/4.1.5
ibm.iam.user.email_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_OCI;NIST_800_171,CIS_OCI/1.13;NIST_800_171/3_5_1
ibm.iam.user.inactive_disable_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;CIS_IBM,CANADA_PBMM/CCCS AC-2(5);CIS_IBM/1.17
ibm.iks.cluster.pod_security_policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,1,CIS_ALICLOUD,CIS_ALICLOUD/5.2.2;CIS_ALICLOUD/5.2.4
ibm.kms.key.dual_auth_delete_configured,ibm,L2_API_CONFIG,HIGH,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-12(1);CANADA_PBMM/CCCS SC-12(2)
ibm.kms.key.rotation_policy_configured,ibm,L2_API_CONFIG,HIGH,config,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS SC-12(3);CIS_ALICLOUD/1.2.32
ibm.kubernetes.cluster.admin_access_least_privilege_enforced,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_AWS;CIS_OCI,CIS_AWS/4.1.1;CIS_OCI/4.1.1
ibm.kubernetes.cluster.scc_privileged_containers_restriction_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_ALICLOUD;CIS_IBM,CIS_ALICLOUD/5.2.1;CIS_IBM/5.2.1
ibm.openshift.apiserver.authorization_mode_check,ibm,L2_API_CONFIG,MEDIUM,config,2,1,CIS_IBM,CIS_IBM/1.2.7;CIS_IBM/4.2.3
ibm.openshift.etcd.encryption_status_check,ibm,L2_API_CONFIG,HIGH,config,2,1,CIS_IBM,CIS_IBM/1.2.34;CIS_IBM/2.8
ibm.openshift.scc.capabilities_minimized_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,1,CIS_IBM,CIS_IBM/5.2.8;CIS_IBM/5.2.9
ibm.secretsmanager.secret.permissions_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_GCP;CIS_K8S,CIS_GCP/4.4.2;CIS_K8S/1.4.3
ibm.security_advisor.notification_channel.is_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CIS_AZURE;CIS_OCI,CIS_AZURE/8.1.16;CIS_OCI/4.14
ibm.vpc.image.baseline_approved_enforced,ibm,L2_API_CONFIG,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-2(3);CANADA_PBMM/CCCS CM-2(7)
ibm.vpc.instance.boot_volume_delete_volume_on_instance_delete_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;NIST_800_171,CANADA_PBMM/CCCS CP-2(6);NIST_800_171/3_8_3
ibm.vpc.instance.required_tags_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;CIS_OCI,CANADA_PBMM/CCCS CM-6(1);CIS_OCI/4.1
ibm.vpc.instance.trusted_profile_attachment_configured,ibm,L2_API_CONFIG,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1);CANADA_PBMM/CCCS SI-3(7)
k8s.cluster.pod_security_policy_configured,k8s,L2_API_CONFIG,MEDIUM,config,2,2,CIS_ALICLOUD;PCI_DSS,CIS_ALICLOUD/5.2.2;PCI_DSS/5.2.1
k8s.container.image.baseline_approved_enforced,k8s,L2_API_CONFIG,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-2(1);CANADA_PBMM/CCCS CM-2(7)
k8s.etcd.data_directory.ownership_configured,k8s,L2_API_CONFIG,MEDIUM,config,2,1,CIS_K8S,CIS_K8S/1.1.12;CIS_K8S/1.4.12
k8s.etcd.data_directory.permissions_configured,k8s,L2_API_CONFIG,MEDIUM,config,2,1,CIS_K8S,CIS_K8S/1.1.11;CIS_K8S/1.4.11
k8s.node.file.ownership_configured,k8s,L2_API_CONFIG,MEDIUM,config,2,2,CIS_ALICLOUD;CIS_K8S,CIS_ALICLOUD/1.1.10;CIS_K8S/1.1.14
k8s.rbac.role.deny_maintenance_tools_restricted,k8s,L2_API_CONFIG,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(1);CANADA_PBMM/CCCS MA-3(3)
k8s.workload.container.image_digest_configured,k8s,L2_API_CONFIG,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-7(1);CANADA_PBMM/CCCS SI-7(7)
oci.compute.instance.required_tags_configured,oracle,L2_API_CONFIG,MEDIUM,config,2,2,CANADA_PBMM;CIS_OCI,CANADA_PBMM/CCCS CM-6(1);CIS_OCI/4.1
oci.compute.instance.source_details_configured,oracle,L2_API_CONFIG,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-2(2);CANADA_PBMM/CCCS CM-3(6)
oci.database.connection.credentials_in_vault_configured,oracle,L2_API_CONFIG,MEDIUM,config,2,2,CIS_GCP;NIST_800_171,CIS_GCP/6.1.1;NIST_800_171/3_1_22
oci.identity.dynamic_group.token_rules_configured,oracle,L2_API_CONFIG,MEDIUM,config,2,2,CIS_ALICLOUD;CIS_AWS,CIS_ALICLOUD/5.1.3;CIS_AWS/4.1.6
oci.kms.key.rotation_interval_configured,oracle,L2_API_CONFIG,HIGH,config,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS SC-12(3);CIS_ALICLOUD/1.2.32
oci.objectstorage.bucket.preauthenticated_request_expiry_configured,oracle,L2_API_CONFIG,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/11.2;CIS_AZURE/17.1.4
oci.objectstorage.buckets.https_only,oracle,L2_API_CONFIG,HIGH,config,2,1,CIS_AWS,CIS_AWS/11.4;CIS_AWS/16.1
oci.oke.cluster.pod_security_policy_configured,oracle,L2_API_CONFIG,MEDIUM,config,2,1,CIS_ALICLOUD,CIS_ALICLOUD/5.2.2;CIS_ALICLOUD/5.2.4
oci.vault.secret.encrypted,oracle,L2_API_CONFIG,MEDIUM,config,2,2,CIS_GCP;CIS_K8S,CIS_GCP/4.4.2;CIS_K8S/1.6.5
alicloud.vpc.network_acl.entry_policy_configured,alicloud,L3_API_LIST_CROSS,MEDIUM,config,2,2,CANADA_PBMM;CIS_AZURE,CANADA_PBMM/CCCS AC-4(21);CIS_AZURE/5.4.4
azure.network.network_security_group.rule_access_restricted,azure,L3_API_LIST_CROSS,MEDIUM,config,2,2,CANADA_PBMM;CIS_OCI,CANADA_PBMM/CCCS AC-4(21);CIS_OCI/2.5
azure.network.virtual_network_peering.allow_forwarded_traffic_restricted,azure,L3_API_LIST_CROSS,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-3(3);CANADA_PBMM/CCCS CA-3(5)
gcp.gke.ingress.google_managed_ssl_certificates_compliance_enabled,gcp,L3_API_LIST_CROSS,HIGH,config,2,1,CIS_GCP,CIS_GCP/5.4.5;CIS_GCP/5.6.7
ibm.is.vpc.routing_table_route_action_configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-3(3);CANADA_PBMM/CCCS CA-3(5)
ibm.vpc.network_acl.configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/5.4.4;CIS_AZURE/7.16
ibm.vpc.security_group.configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,2,2,CIS_AZURE;CIS_OCI,CIS_AZURE/5.4.4;CIS_OCI/2.7
ibm.vpc.security_group.flow_logs_enabled,ibm,L3_API_LIST_CROSS,MEDIUM,config,2,2,CANADA_PBMM;CIS_AWS,CANADA_PBMM/CCCS RA-5(6);CIS_AWS/7.1
oci.core.local_peering_gateway.route_table_id_configured,oracle,L3_API_LIST_CROSS,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-3(3);CANADA_PBMM/CCCS CA-3(5)
oci.vcn.network_security_group.configured,oracle,L3_API_LIST_CROSS,MEDIUM,config,2,2,CIS_AWS;CIS_AZURE,CIS_AWS/7.1;CIS_AZURE/5.4.4
alicloud.ram.policy.deny_maintenance_tools_restricted,alicloud,L4_POLICY_PARSE,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(1);CANADA_PBMM/CCCS MA-3(2)
alicloud.ram.role.policy_attachments_configured,alicloud,L4_POLICY_PARSE,MEDIUM,config,2,2,CIS_AWS;CIS_OCI,CIS_AWS/4.1.6;CIS_OCI/1.14
aws.iam.policy.principal_condition_configured,aws,L4_POLICY_PARSE,MEDIUM,config,2,2,CANADA_PBMM;CIS_OCI,CANADA_PBMM/CCCS MA-4(1);CIS_OCI/1.14
gcp.iam.policy.deny_maintenance_tools_restricted,gcp,L4_POLICY_PARSE,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(1);CANADA_PBMM/CCCS MA-3(2)
gcp.iam.policy.temporary_token_expiry_configured,gcp,L4_POLICY_PARSE,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/11.2;CIS_AZURE/17.1.4
ibm.iam.policy.deny_maintenance_tools_restricted,ibm,L4_POLICY_PARSE,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(1);CANADA_PBMM/CCCS MA-3(2)
ibm.iam.policy.temporary_token_expiry_configured,ibm,L4_POLICY_PARSE,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/11.2;CIS_AZURE/17.1.4
oci.iam.policy.temporary_token_expiry_configured,oracle,L4_POLICY_PARSE,MEDIUM,config,2,1,CIS_AZURE,CIS_AZURE/11.2;CIS_AZURE/17.1.4
oci.identity.policy.condition_configured,oracle,L4_POLICY_PARSE,MEDIUM,config,2,2,CANADA_PBMM;NIST_800_171,CANADA_PBMM/CCCS MA-4(1);NIST_800_171/3_4_4
oci.identity.policy.statement_configured,oracle,L4_POLICY_PARSE,MEDIUM,config,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS MA-3(3);CIS_ALICLOUD/5.1.3
alicloud.ecs.instance.cloud_assistant_status_configured,alicloud,L5_NEEDS_AGENT,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-2(2);CANADA_PBMM/CCCS SI-3(7)
aws.eks.node_group.kubelet_config_permissions_restricted,aws,L5_NEEDS_AGENT,MEDIUM,config,2,2,CIS_AWS;CIS_GCP,CIS_AWS/3.1.3;CIS_GCP/3.1.3
azure.compute.virtual_machine.patch_assessment_configured,azure,L5_NEEDS_AGENT,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-2(2);CANADA_PBMM/CCCS SI-2(3)
gcp.compute.instance.patch_management_configured,gcp,L5_NEEDS_AGENT,MEDIUM,config,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-2(2);CANADA_PBMM/CCCS SI-2(3)
gcp.gke.node_pool.kubelet_config_ownership_enforced,gcp,L5_NEEDS_AGENT,MEDIUM,config,2,2,CIS_AWS;CIS_GCP,CIS_AWS/3.1.3;CIS_GCP/3.1.4
gcp.gke.node_pool.rotate_kubelet_server_certificate_configured,gcp,L5_NEEDS_AGENT,MEDIUM,config,2,1,CIS_GCP,CIS_GCP/3.2.8;CIS_GCP/3.2.9
ibm.openshift.kubelet.tls_configuration_check,ibm,L5_NEEDS_AGENT,HIGH,config,2,1,CIS_IBM,CIS_IBM/4.2.8;CIS_IBM/4.2.9
ibm.openshift.node.kubelet_conf_ownership_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,2,1,CIS_IBM,CIS_IBM/4.1.10;CIS_IBM/4.1.6
k8s.kubelet.config.cadvisor_port_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,2,2,CIS_K8S;CIS_OCI,CIS_K8S/2.1.13;CIS_OCI/3.2.4
k8s.kubelet.config.protect_kernel_defaults_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,2,1,CIS_K8S,CIS_K8S/2.1.7;CIS_K8S/4.2.6
k8s.node.file_system.certificate_authorities_permissions_restricted,k8s,L5_NEEDS_AGENT,MEDIUM,config,2,2,CIS_AZURE;CIS_K8S,CIS_AZURE/3.1.4;CIS_K8S/4.1.7
k8s.node.kubelet.hostname_override_configured,k8s,L5_NEEDS_AGENT,MEDIUM,config,2,1,CIS_K8S,CIS_K8S/2.1.10;CIS_K8S/4.2.8
k8s.node.kubelet.kubeconfig_ownership_enforced,k8s,L5_NEEDS_AGENT,MEDIUM,config,2,2,CIS_K8S;CIS_OCI,CIS_K8S/4.1.6;CIS_OCI/3.1.4
alicloud.ecs.activity_log.modify_instance_attributes,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CIS_IBM;PCI_DSS,CIS_IBM/5.1;PCI_DSS/10.6.1
alicloud.ecs.audit.patch_override,alicloud,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CANADA_PBMM;CIS_AWS,CANADA_PBMM/CCCS SI-2(3);CIS_AWS/10.7
aws.cloudtrail.activity_log.timestamp_tampering,aws,L6_CIEM_EVENT,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-6(1);CANADA_PBMM/CCCS IR-7(1)
aws.ec2.activity_log.disable_guardduty,aws,L6_CIEM_EVENT,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1);CANADA_PBMM/CCCS SI-3(7)
aws.iam.audit.delete_malware_protection_role,aws,L6_CIEM_EVENT,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1);CANADA_PBMM/CCCS SI-3(7)
azure.containerinstances.activity_log.privileged_container_start,azure,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CIS_ALICLOUD;CIS_K8S,CIS_ALICLOUD/5.2.1;CIS_K8S/2.1.1
azure.monitor.activity_log.disable,azure,L6_CIEM_EVENT,HIGH,ciem,2,2,NIST_800_171;PCI_DSS,NIST_800_171/3_12_2;PCI_DSS/10.6.1
gcp.iam.audit.logs_enabled,gcp,L6_CIEM_EVENT,MEDIUM,ciem,2,1,CIS_ALICLOUD,CIS_ALICLOUD/1.2.20;CIS_ALICLOUD/1.2.21
ibm.activity_tracker.activity_log.route_delete,ibm,L6_CIEM_EVENT,HIGH,ciem,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS AU-3(1);CIS_ALICLOUD/1.2.20
ibm.activity_tracker.audit.log_integrity_violation,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CANADA_PBMM;PCI_DSS,CANADA_PBMM/CCCS AU-8(1);PCI_DSS/10.2.2
ibm.activity_tracker.audit.reduction,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,1,NIST_800_171,NIST_800_171/3_3_6;NIST_800_171/3_3_9
ibm.activity_tracker.audit.stop_logging,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS RA-5(6);CANADA_PBMM/CCCS RA-5(8)
ibm.containerservice.audit.privileged_pod_creation,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CIS_ALICLOUD;CIS_K8S,CIS_ALICLOUD/5.2.1;CIS_K8S/2.1.1
ibm.iam.activity_log.anomaly,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,1,NIST_800_171,NIST_800_171/3_12_2;NIST_800_171/3_3_6
ibm.iam.activity_log.excessive_failed_logins,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,2,NIST_800_171;PCI_DSS,NIST_800_171/3_1_8;PCI_DSS/10.2.1.4
ibm.iam.audit.logs_enabled,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,2,NIST_800_171;PCI_DSS,NIST_800_171/3_3_6;PCI_DSS/10.2.2
ibm.resource.audit.policy_attach,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-6(1);CANADA_PBMM/CCCS AC-6(5)
ibm.schematics.audit.workspace_apply,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,2,NIST_800_171;PCI_DSS,NIST_800_171/3_4_8;PCI_DSS/6.3.3
ibm.vpc.activity_log.create_image,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,1,NIST_800_171,NIST_800_171/3_4_8;NIST_800_171/3_7_4
ibm.vpc.activity_log.update_instance,ibm,L6_CIEM_EVENT,MEDIUM,ciem,2,2,NIST_800_171;PCI_DSS,NIST_800_171/3_3_7;PCI_DSS/10.6.1
ibm.vpc.audit.disable_security_group,ibm,L6_CIEM_EVENT,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1);CANADA_PBMM/CCCS SI-3(2)
k8s.admission.audit.webhook_disable,k8s,L6_CIEM_EVENT,HIGH,ciem,2,2,CIS_AZURE;PCI_DSS,CIS_AZURE/8.1.16;PCI_DSS/10.6.1
k8s.apiserver.audit.log_policy,k8s,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CANADA_PBMM;CIS_ALICLOUD,CANADA_PBMM/CCCS SI-6;CIS_ALICLOUD/1.2.20
k8s.rbac.audit.privileged_escalation,k8s,L6_CIEM_EVENT,MEDIUM,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-6(1);CANADA_PBMM/CCCS IR-7(1)
oci.compute.audit.disable_scanning_agent,oracle,L6_CIEM_EVENT,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2);CANADA_PBMM/CCCS SI-3(7)
oci.compute.audit.patch_override,oracle,L6_CIEM_EVENT,MEDIUM,ciem,2,2,CIS_AWS;PCI_DSS,CIS_AWS/10.7;PCI_DSS/6.3.3
oci.events.audit.disable_vulnerability_scanning,oracle,L6_CIEM_EVENT,HIGH,ciem,2,2,CANADA_PBMM;PCI_DSS,CANADA_PBMM/CCCS SI-3(1);PCI_DSS/6.3.1
oci.iam.activity_log.api_key,oracle,L6_CIEM_EVENT,MEDIUM,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-6(1);CANADA_PBMM/CCCS IR-7(1)
alicloud.ram.chain.audit_role_strip,alicloud,L7_CIEM_CHAIN,HIGH,ciem,2,2,CANADA_PBMM;CIS_IBM,CANADA_PBMM/CCCS IR-3(2);CIS_IBM/1.4.2
alicloud.ram.chain.privilege_escalation,alicloud,L7_CIEM_CHAIN,HIGH,ciem,2,2,CANADA_PBMM;CIS_AZURE,CANADA_PBMM/CCCS IR-7(2);CIS_AZURE/8.1.16
azure.policy.chain.bypass_defender,azure,L7_CIEM_CHAIN,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(1);CANADA_PBMM/CCCS SI-3(7)
gcp.iam.chain.privilege_escalation_pattern,gcp,L7_CIEM_CHAIN,HIGH,ciem,2,1,PCI_DSS,PCI_DSS/10.2.2;PCI_DSS/10.4.2.1
gcp.logging.chain.sink_disable,gcp,L7_CIEM_CHAIN,HIGH,ciem,2,1,CIS_ALICLOUD,CIS_ALICLOUD/1.2.21;CIS_ALICLOUD/1.2.23
gcp.osconfig.chain.auditd_evasion,gcp,L7_CIEM_CHAIN,HIGH,ciem,2,2,CIS_AWS;CIS_GCP,CIS_AWS/10.7;CIS_GCP/5.7.2
ibm.activity_tracker.chain.log_integrity_bypass,ibm,L7_CIEM_CHAIN,HIGH,ciem,2,1,CIS_ALICLOUD,CIS_ALICLOUD/1.2.22;CIS_ALICLOUD/1.2.23
ibm.iam.chain.privilege_escalation,ibm,L7_CIEM_CHAIN,HIGH,ciem,2,2,NIST_800_171;SOC2,NIST_800_171/3_6_3;SOC2/P6.6
ibm.vpc.chain.profile_template_modification,ibm,L7_CIEM_CHAIN,HIGH,ciem,2,1,CIS_IBM,CIS_IBM/5.1;CIS_IBM/6.1
k8s.audit.chain.log_evasion,k8s,L7_CIEM_CHAIN,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-8(1);CANADA_PBMM/CCCS IR-7(1)
k8s.audit.chain.privilege_escalation,k8s,L7_CIEM_CHAIN,HIGH,ciem,2,2,CANADA_PBMM;CIS_K8S,CANADA_PBMM/CCCS SI-4(20);CIS_K8S/2.1.1
k8s.rbac.chain.audit_policy,k8s,L7_CIEM_CHAIN,HIGH,ciem,2,1,CANADA_PBMM,CANADA_PBMM/CCCS IR-3(2);CANADA_PBMM/CCCS IR-7(2)
oci.audit.chain.compartment_deletion_log_disable,oracle,L7_CIEM_CHAIN,HIGH,ciem,2,2,CANADA_PBMM;SOC2,CANADA_PBMM/CCCS IR-6(1);SOC2/P6.6
oci.events.chain.trail_deletion,oracle,L7_CIEM_CHAIN,HIGH,ciem,2,2,CANADA_PBMM;NIST_800_171,CANADA_PBMM/CCCS IR-3(2);NIST_800_171/3_6_3
oci.osmanagement.chain.patch_bypass,oracle,L7_CIEM_CHAIN,HIGH,ciem,2,2,CIS_AWS;PCI_DSS,CIS_AWS/10.7;PCI_DSS/6.3.3
alicloud.ecs.instance.auto_snapshot_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(8)
alicloud.ecs.instance.delete_protection_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(6)
alicloud.ecs.instance.image_scan_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_14_5
alicloud.log.actiontrail.ram_role_change_monitoring_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/2.10
alicloud.oss.bucket.cross_account_replication_disabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/9.3.7
alicloud.oss.bucket.kms_encryption_enabled,alicloud,L1_API_BOOLEAN,HIGH,config,1,1,CIS_OCI,CIS_OCI/5.3.1
alicloud.ram.user.account_management_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(1)
alicloud.ram.user_settings.password_reset_notification_enabled,alicloud,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.10
aws.cloudwatch.alarm.action_enabled,aws,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-4(5)
aws.ec2.instance.ebs_encryption_enabled,aws,L1_API_BOOLEAN,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-8(1)
aws.iam.user_settings.password_reset_notification_enabled,aws,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.10
aws.media_import_export.job.encryption_enabled,aws,L1_API_BOOLEAN,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MP-8(1)
aws.qldb.ledger.encryption_at_rest_enabled,aws,L1_API_BOOLEAN,HIGH,config,1,1,CIS_AWS,CIS_AWS/11.3
azure.aad.user.account_management_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(1)
azure.aad.user.anonymous_auth_disabled,azure,L1_API_BOOLEAN,HIGH,config,1,1,CIS_AWS,CIS_AWS/3.2.1
azure.aad.user_settings.password_reset_notification_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.10
azure.compute.virtual_machine.image_scan_enabled,azure,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_14_5
gcp.artifactregistry.container.analysis_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,SOC2,SOC2/cc_3_1
gcp.compute.image.shielded_vm_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SA-10(1)
gcp.compute.instance.image_scan_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_14_5
gcp.gke.cluster.kubernetes_dashboard_disabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/5.10.1
gcp.gke.node.pool_gke_sandbox_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/5.10.3
gcp.iam.service_account.account_management_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(1)
gcp.logging.sink.log_export_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.4.2.1
gcp.sql.instance.local_infile_flag_disabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.1.3
gcp.sql.postgresql.log_disconnections_flag_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.2.3
gcp.sql.sqlserver.trace_flag_3625_enabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/6.3.6
gcp.storage.bucket.cross_project_replication_disabled,gcp,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/9.3.7
ibm.activity_tracker.alert_configuration_verification_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/3.4
ibm.activity_tracker.cos_dataevents_write_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.2.1.7
ibm.activity_tracker.logdna_archiving_enabled,ibm,L1_API_BOOLEAN,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/3.7
