unique_id,control_id,source,title,final_approach,original_approach,review_validation,technical_accuracy_score,confidence_level,program_name,review_recommendation
9.3.5__ensure-the-key-vault-is-recoverable,9.3.5,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure the Key Vault is Recoverable,Automated,Automated,AGREE,8,HIGH,azure_keyvault_recovery_enabled,Modify
5.1.1__ensure-image-vulnerability-scanning-using-azure-defender-image-scanning-or-a-third-party-provider,5.1.1,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json,Ensure Image Vulnerability Scanning using Azure Defender image scanning or a third party provider,Automated,Automated,AGREE,8,HIGH,azure_container_registry_defender_enabled,Modify
9.3.4__ensure-that-the-expiration-date-is-set-for-all-secrets-in-non--rbac-key-vaults,9.3.4,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that the Expiration Date is set for all Secrets in Non- RBAC Key Vaults,Automated,Automated,AGREE,8,HIGH,azure_keyvault_secrets_expiration_date_set,Modify
5.2.14__ensure-only-strong-key-exchange-algorithms-are-used,5.2.14,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure only strong Key Exchange algorithms are used,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
4.1.1.1__ensure-rsyslog-is-installed,4.1.1.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure rsyslog is installed,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
1.1.1.1__ensure-mounting-of-cramfs-filesystems-is-disabled,1.1.1.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure mounting of cramfs filesystems is disabled,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
3.1.5__ensure-that-unity-catalog-is-configured-for-azure-databricks,3.1.5,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Unity Catalog is configured for Azure Databricks,Automated,Automated,AGREE,8,HIGH,azure_databricks_unity_catalog_enabled,"- **Modify:** Enhance the automation details to include authentication mechanisms, error handling strategies, and ensure comprehensive coverage across all relevant environments. This will improve the "
3.1.6__ensure-that-usage-is-restricted-and-expiry-is-enforced-for-databricks-personal-access-tokens,3.1.6,1. https://learn.microsoft.com/en-us/azure/databricks/administration-guide/access- control/tokens 2. https://learn.microsoft.com/en-us/azure/databricks/dev-tools/auth/,Ensure that usage is restricted and expiry is enforced for Databricks personal access tokens,Automated,Automated,AGREE,8,HIGH,azure_databricks_personal_access_tokens_expiry_enforced,- Modify: Enhance the automation details by specifying the use of JSON parsing tools for filtering and validation. Include additional considerations for logging and monitoring changes to token configu
1.3.1__ensure-core-dump-storage-is-disabled,1.3.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure core dump storage is disabled,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
16.2__ensure-that-shared-access-signature-(sas)-tokens-expire-within-an-hour,16.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that shared access signature (SAS) tokens expire within an hour,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Re-classify
6.1.8__ensure-permissions-on-_etc_gshadow--are-configured,6.1.8,1. NIST SP 800-53 Rev. 5: AC-3. MP-2,Ensure permissions on /etc/gshadow- are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
7.1__ensure-'enforce-ssl-connection'-is-set-to-'enabled'-for-postgresql-database-server,7.1,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure 'Enforce SSL connection' is set to 'ENABLED' for PostgreSQL Database Server,Automated,Automated,AGREE,9,HIGH,azure_postgresql_ssl_enforcement_enabled,Keep as-is
2.2.1.2__ensure-network-access-rules-are-set-to-deny-by-default,2.2.1.2,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Network Access Rules are set to Deny-by-default,Automated,Automated,AGREE,8,HIGH,azure_network_security_network_access_deny_by_default_configured,- **Modify:** Adjust the CLI command to accurately reflect the structure of NSG rules and ensure both inbound and outbound rules are checked. Consider enhancing the program name for clarity and docume
6.2.12__ensure-users'-dot-files-are-not-group-or-world-writable,6.2.12,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure users' dot files are not group or world writable,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Enhance the assessment by incorporating automated scripts for permission checks post-SSH access and provide detailed guidance on SSH key management and security logging. Consider documen
6.2.5__ensure-no-duplicate-user-names-exist,6.2.5,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure no duplicate user names exist,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
4.1.1__ensure-only-mfa-enabled-identities-can-access-privileged-virtual-machine,4.1.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure only MFA enabled identities can access privileged Virtual Machine,Automated,Automated,AGREE,8,HIGH,azure_vm_access_mfa_enabled,Modify
4.4.2__ensure-that-all-namespaces-have-network-policies-defined,4.4.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that all Namespaces have Network Policies defined,Automated,Automated,AGREE,8,HIGH,azure_aks_network_policy_defined,"- Modify: Enhance the automation script to include Azure CLI or ARM API calls for environments where `kubectl` might not be available. Consider integrating Azure Policy for ongoing compliance checks.
"
7.6__ensure-server-parameter-'log_retention_days'-is-greater-than-3-days-for-postgresql-database-server,7.6,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure Server Parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,Automated,Automated,AGREE,8,HIGH,azure_postgresql_server_log_retention_days_verified,"- Modify: Adjust the pass criteria to allow any value greater than 3, unless there is a specific compliance requirement limiting it to 7. Ensure the program name is more descriptive if possible.
- The"
4.2.5__minimize-the-admission-of-containers-with-allowprivilegeescalation,4.2.5,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize the admission of containers with allowPrivilegeEscalation,Automated,Automated,AGREE,8,HIGH,azure_aks_policy_allow_privilege_escalation_restricted,"- **Modify:** Update the program name for clarity and consider integrating Azure Policy for ongoing compliance checks. Additionally, enhance the script with error handling and documentation for better"
6.12__ensure-that-'user-consent-for-applications'-is-set-to-'do-not-allow-user-consent',6.12,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'User consent for applications' is set to 'Do not allow user consent',Automated,Automated,Unknown,0,MEDIUM,azure_enstra_identity_user_consent_disabled,
2.2.15__ensure-nis-server-is-not-installed,2.2.15,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure NIS server is not installed,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
20.8__[legacy]-ensure-that-vhds-are-encrypted,20.8,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,[Legacy] Ensure that VHDs are Encrypted,Automated,Automated,Unknown,0,MEDIUM,azure_vm_disk_encryption_enabled,
5.2.3__ensure-permissions-on-ssh-public-host-key-files-are-configured,5.2.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on SSH public host key files are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
5.2.19__ensure-ssh-maxsessions-is-set-to-10-or-less,5.2.19,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH MaxSessions is set to 10 or less,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
7.1.2.8__ensure-that-activity-log-alert-exists-for-delete-sql-server-firewall-rule,7.1.2.8,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Activity Log Alert exists for Delete SQL Server Firewall Rule,Automated,Automated,AGREE,8,HIGH,azure_sql_activity_log_alert_enabled,Modify
3.3.1__ensure-source-routed-packets-are-not-accepted,3.3.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure source routed packets are not accepted,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Transition from a manual to an automated approach using Azure CLI or PowerShell with Azure Run Command. Additionally, consider implementing Azure Policy for continuous compliance monitor"
5.1.2__ensure-permissions-on-_etc_crontab-are-configured,5.1.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/crontab are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Incorporate automated compliance checks using Azure Policy and Azure Monitor. Provide guidance on using Azure CLI or PowerShell scripts for environments where direct SSH access is not po
9.1.14__ensure-that-'notify-about-alerts-with-the-following-severity-(or-higher)'-is-enabled,9.1.14,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Notify about alerts with the following severity (or higher)' is enabled,Automated (Verify),Automated,PARTIALLY_AGREE,6,MEDIUM,azure_defender_email_notifications_enabled,Modify
5.2.1__ensure-permissions-on-_etc_ssh_sshd_config-are-configured,5.2.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/ssh/sshd_config are configured,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
4.2.1__minimize-the-admission-of-privileged-containers,4.2.1,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize the admission of privileged containers,Automated,Automated,Unknown,0,HIGH,azure_aks_privileged_containers_restriction_enforced,
10.3.3.1__ensure-that-'default-to-microsoft-entra-authorization-in-the-azure-portal'-is-set-to-'enabled',10.3.3.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Default to Microsoft Entra authorization in the Azure portal' is set to 'Enabled',Automated,Automated,Unknown,0,HIGH,azure_storage_account_default_to_auth_enabled,
8.4__ensure-'smb-channel-encryption'-is-set-to-'aes-256-gcm'-or-higher-for-smb-file-shares,8.4,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'SMB channel encryption' is set to 'AES-256-GCM' or higher for SMB file shares,Automated,Automated,AGREE,8,HIGH,azure_storage_file_share_smb_channel_encryption_verified,Modify
9.1.7.1__ensure-that-microsoft-defender-for-azure-cosmos-db-is-set-to-'on',9.1.7.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for Azure Cosmos DB Is Set To 'On',Automated,Automated,AGREE,9,HIGH,azure_cosmosdb_defender_enabled,Keep as-is
15.3__ensure-local-authentication-methods-for-accounts-are-disabled,15.3,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure local authentication methods for accounts are disabled,Automated,Automated,AGREE,8,HIGH,azure_batch_account_local_authentication_disabled,Modify
4.1.2__ensure-all-logfiles-have-appropriate-access-configured,4.1.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure all logfiles have appropriate access configured,Manual,Manual,Unknown,0,MEDIUM,,
2.1.10__ensure-'remote-debugging'-is-set-to-'off',2.1.10,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Remote debugging' is set to 'Off',Automated,Automated,AGREE,9,HIGH,azure_app_service_remote_debugging_disabled,- **Keep as-is:** The current assessment is technically accurate and aligns well with Azure's capabilities for automated compliance checks. The approach and details provided are sufficient for the int
9.1.6.1__ensure-that-microsoft-defender-for-app-services-is-set-to-'on',9.1.6.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for App Services Is Set To 'On',Automated,Automated,AGREE,8,HIGH,azure_appservice_defender_enabled,Modify
8.1__ensure-soft-delete-for-azure-file-shares-is-enabled,8.1,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure soft delete for Azure File Shares is Enabled,Automated,Automated,AGREE,9,HIGH,azure_storage_account_soft_delete_enabled,Modify
10.3.11__ensure-azure-resource-manager-readonly-locks-are-considered-for-azure-storage-accounts,10.3.11,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Azure Resource Manager ReadOnly locks are considered for Azure Storage Accounts,Automated,Automated,AGREE,9,HIGH,azure_storage_account_readonly_lock_verified,Modify
20.5__ensure-that-'enable-data-access-authentication-mode'-is-'checked',20.5,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure that 'Enable Data Access Authentication Mode' is 'Checked',Automated (Verify),Automated,PARTIALLY_AGREE,4,LOW,azure_sql_database_data_access_authentication_enabled,Modify
16.3__ensure-stored-access-policies-(sap)-are-used-when-generating-shared-access-signature-(sas)-tokens,16.3,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
3.2.7__ensure-that-the---eventrecordqps-argument-is-set-to-0-or-a-level-which-ensures-appropriate-event-capture,3.2.7,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the --eventRecordQPS argument is set to 0 or a level which ensures appropriate event capture,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,"- **Re-classify:** Change the approach from Manual to Automated by leveraging Azure Policy and Azure Monitor for compliance checks and monitoring.
- **Modify:** Include Azure CLI/PowerShell scripts an"
8.5__ensure-that-network-security-group-flow-log-retention-period-is-'greater-than-90-days',8.5,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Network Security Group Flow Log retention period is 'greater than 90 days',Automated,Automated,AGREE,8,MEDIUM,azure_network_nsg_flow_logs_retention_period_verified,"- **Modify:** Update the automation script and assessment to include checks for virtual network flow logs, considering the deprecation timeline of NSG flow logs. Ensure that the program name aligns wi"
2.5__ensure-azure-key-vaults-are-used-to-store-secrets,2.5,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure Azure Key Vaults are Used to Store Secrets,Automated,Automated,AGREE,8,HIGH,azure_keyvault_secrets_usage_verified,"- **Modify:** While the overall approach is sound, the assessment should include more detailed verification steps for App Services and consider additional security checks for Key Vault access policies"
17.15__ensure-azure-resource-manager-readonly-locks-are-considered-for-azure-storage-accounts,17.15,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure Azure Resource Manager ReadOnly locks are considered for Azure Storage Accounts,Automated,Automated,AGREE,9,HIGH,azure_storage_account_readonly_lock_verified,Keep as-is with minor modifications
2.1.2__ensure-chrony-is-configured,2.1.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure chrony is configured,Manual (Under Review),Manual,DISAGREE,5,MEDIUM,,Modify
6.2.3__ensure-no-duplicate-uids-exist,6.2.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure no duplicate UIDs exist,Unknown (Verify),Unknown,PARTIALLY_AGREE,7,MEDIUM,,Modify
8.7__ensure-that-public-ip-addresses-are-evaluated-on-a-periodic-basis,8.7,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Public IP addresses are Evaluated on a Periodic Basis,Automated,Automated,AGREE,8,HIGH,azure_network_public_ip_periodic_review,- Modify: Enhance the assessment by specifying criteria for determining the necessity and security of associated resources. Consider integrating Azure Policy and Azure Security Center for a more compr
2.2.1__ensure-'java-version'-is-currently-supported-(if-in-use),2.2.1,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Java version' is currently supported (if in use),Automated,Automated,AGREE,8,HIGH,azure_app_service_java_version_supported_verified,"- **Modify:** While the overall approach is sound, the assessment could benefit from additional details regarding authentication, error handling, and version comparison logic. These improvements would"
7.3__ensure-server-parameter-'log_connections'-is-set-to-'on'-for-postgresql-database-server,7.3,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure server parameter 'log_connections' is set to 'ON' for PostgreSQL Database Server,Automated,Automated,Unknown,0,HIGH,azure_postgresql_server_log_connections_enabled,
15.6__ensure-private-dns-zones-for-private-endpoints-that-connect-to-batch-accounts-are-configured.,15.6,,Ensure private DNS zones for private endpoints that connect to Batch accounts are configured.,Automated,Automated,AGREE,8,HIGH,azure_batch_private_endpoint_dns_configured,Modify
2.1.1.2__ensure-that-shared-access-signature-(sas)-tokens-expire-within-an-hour,2.1.1.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure that shared access signature (SAS) tokens expire within an hour,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
4.1.5__ensure-that-default-service-accounts-are-not-actively-used,4.1.5,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that default service accounts are not actively used,Automated,Automated,AGREE,8,HIGH,azure_aks_service_account_default_not_in_use,Modify
7.1.1.10__ensure-that-intune-logs-are-captured-and-sent-to-log-analytics,7.1.1.10,1. https://learn.microsoft.com/en-us/mem/intune/fundamentals/review-logs-using- azure-monitor 2. https://www.microsoft.com/en-gb/security/business/microsoft-intune-pricing 3. https://learn.microsoft.com/en-us/azure/azure-monitor/logs/cost-logs,Ensure that Intune logs are captured and sent to Log Analytics,Automated,Automated,AGREE,8,HIGH,azure_intune_logs_log_analytics_enabled,"Modify
- While the approach and technical details are largely correct, a minor modification is needed to ensure the accuracy of the resource provider path in the API endpoint. Additionally, enhancing "
11.4__ensure-stored-access-policies-(sap)-are-used-when-generating-shared-access-signature-(sas)-tokens,11.4,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Update the assessment to include automation options using Azure CLI, PowerShell, and REST APIs. Ensure the audit covers all relevant storage types and not just blob containers. Provide a"
6.2__ensure-'tls-version'-is-set-to-'tlsv1.2'-(or-higher)-for-mysql-flexible-database-server,6.2,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure 'TLS Version' is set to 'TLSV1.2' (or higher) for MySQL flexible Database Server,Automated,Automated,Unknown,0,HIGH,azure_mysql_flexible_server_tls_version_verified,
7.1.2.6__ensure-that-activity-log-alert-exists-for-delete-security-solution,7.1.2.6,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Activity Log Alert exists for Delete Security Solution,Automated,Automated,AGREE,8,HIGH,azure_monitor_activity_log_alert_delete_security_solution_exists,"- Modify: Enhance the PowerShell command to include filtering for the specific operation name `Microsoft.Security/securitySolutions/delete`. Additionally, ensure that the action group configuration is"
20.3__ensure-that-'unattached-disks'-are-encrypted-with-'customer-managed-key'-(cmk),20.3,,Ensure that 'Unattached disks' are encrypted with 'Customer Managed Key' (CMK),Automated,Automated,Unknown,0,MEDIUM,azure_compute_disk_encryption_verified,
17.6__ensure-'allow-azure-services-on-the-trusted-services-list-to-access-this-storage-account'-is-enabled-for-storage-account-access,17.6,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access,Automated,Automated,AGREE,9,HIGH,azure_storage_account_trusted_services_access_enabled,Modify
2.3.5__ensure-ldap-client-is-not-installed,2.3.5,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure LDAP client is not installed,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,"- **Modify:** Update the assessment to include an automated approach using Azure CLI or PowerShell scripts to check for LDAP client installation across nodes. Additionally, suggest implementing Azure "
5.2.5__ensure-ssh-loglevel-is-appropriate,5.2.5,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH LogLevel is appropriate,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
6.2.6__ensure-that-multifactor-authentication-is-required-for-windows-azure-service-management-api,6.2.6,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/concept-conditional-access-users-groups 3. https://learn.microsoft.com/en-us/entra/identity/conditional-access/howto- conditional-access-policy-azure-management 4. https://learn.microsoft.com/en-us/entra/identity/conditional-access/concept- conditional-access-cloud-apps#windows-azure-service-management-api Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with administrators changing settings until they use an MFA device linked to their accounts. An emergency access account is recommended for this eventuality if all administrators are locked out. Please see the documentation in the references for further information. Similarly further testing can also be done via the insights and reporting resource in References which monitors Azure sign ins.,Ensure that multifactor authentication is required for Windows Azure Service Management API,Automated (Verify),Automated,PARTIALLY_AGREE,8,HIGH,azure_ad_conditional_access_mfa_enabled,"- **Modify:** While the automated approach is largely valid, it should be supplemented with manual verification steps to ensure comprehensive compliance. Additionally, improve the program name for cla"
6.4__ensure-server-parameter-'audit_log_events'-has-'connection'-set-for-mysql-database-server,6.4,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure server parameter 'audit_log_events' has 'CONNECTION' set for MySQL Database Server,Automated,Automated,Unknown,0,HIGH,azure_mysql_diagnostics_audit_logs_enabled,
5.4.5__encrypt-traffic-to-https-load-balancers-with-tls-certificates,5.4.5,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Encrypt traffic to HTTPS load balancers with TLS certificates,Automated,Automated,AGREE,8,HIGH,azure_aks_https_load_balancer_tls_enabled,"Modify  
- While the overall approach is solid, I recommend modifying the assessment to include checks for SSL policies and specific TLS versions. Additionally, consider enhancing the program name for"
3.3.9__ensure-ipv6-router-advertisements-are-not-accepted,3.3.9,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure IPv6 router advertisements are not accepted,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
9.1.8.1__ensure-that-microsoft-defender-for-key-vault-is-set-to-'on',9.1.8.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure That Microsoft Defender for Key Vault Is Set To 'On',Automated,Automated,AGREE,8,HIGH,azure_keyvault_defender_enabled,"Modify  
- While the overall approach and technical details are sound, I recommend modifying the program name for better clarity and ensuring comprehensive checks across all regions and instances. Add"
2.1.5__ensure-'ftp-state'-is-set-to-'ftps-only'-or-'disabled',2.1.5,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'FTP State' is set to 'FTPS only' or 'Disabled',Automated,Automated,AGREE,9,HIGH,azure_app_service_ftp_state_verified,"Keep as-is
- The assessment is accurate and aligns with Azure security best practices. The automated approach is justified, and the technical execution is correct. The minor improvements suggested do "
3.3__ensure-the-principle-of-least-privilege-is-used-when-assigning-roles-to-a-managed-identity,3.3,,Ensure the principle of least privilege is used when assigning roles to a Managed Identity,Automated,Automated,AGREE,8,HIGH,azure_container_instances_least_privilege_roles_verified,- Modify: Update the example API endpoint to reflect the correct path for role assignments. Adjust the program name for better clarity and adherence to naming conventions. Consider adding steps to che
2.6__ensure-app-service-environment-is-deployed-with-an-internal-load-balancer,2.6,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure App Service Environment is deployed with an internal load balancer,Automated,Automated,Unknown,0,HIGH,azure_app_service_environment_internal_load_balancer_verified,
5.2.5__ensure-public-network-access-on-recovery-services-vaults-is-disabled,5.2.5,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure public network access on Recovery Services vaults is Disabled,Automated,Automated,AGREE,9,HIGH,azure_backup_recovery_services_vault_public_network_access_disabled,Keep as-is
4.2.4__minimize-the-admission-of-containers-wishing-to-share-the-host-network-namespace,4.2.4,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Minimize the admission of containers wishing to share the host network namespace,Automated,Automated,AGREE,8,HIGH,azure_aks_pod_security_host_network_restricted,- Modify: Enhance the script to include context setup and error handling. Consider renaming the program for clarity and ensure comprehensive documentation is provided. These modifications will improve
6.2.2__ensure-all-groups-in-_etc_passwd-exist-in-_etc_group,6.2.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure all groups in /etc/passwd exist in /etc/group,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- Modify: Suggest implementing an automated script to perform the checks and remediation steps. This script could be executed using Azure Automation or a similar service to ensure regular compliance c
2.3.15__ensure-configuration-is-routed-through-the-virtual-network-integration,2.3.15,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure configuration is routed through the virtual network integration,Automated (Verify),Automated,PARTIALLY_AGREE,5,MEDIUM,azure_function_app_virtual_network_integration_enabled,Modify
3.4.3.1.2__ensure-nftables-is-not-installed-with-iptables,3.4.3.1.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure nftables is not installed with iptables,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
