control_id,title,program_name,technical_accuracy_score,confidence_level,source
7.1.3.1,Ensure Application Insights are Configured,azure_monitor_application_insights_configured,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.3,Ensure that Activity Log Alert exists for Create or Update Network Security Group,azure_monitor_activity_log_alert_exists,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.7,Ensure that diagnostic log delivery is configured for Azure Databricks,azure_databricks_diagnostic_logging_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.1.1,Ensure that 'Enable key rotation reminders' is enabled for each Storage Account,azure_storage_account_key_rotation_reminders_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.5,Ensure that SKU Basic/Consumption is not used on artifacts that need to be monitored (Particularly for Production Workloads),azure_resource_sku_standard_required,0,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.10,Ensure 'Remote debugging' is set to 'Off',azure_appservice_remote_debugging_disabled,0,HIGH,
15.7,Ensure Diagnostics settings logs for Batch accounts are enabled,azure_batch_account_diagnostics_logs_enabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1.16,Ensure private endpoints are used to access App Service apps,azure_app_service_private_endpoint_enabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.2.2,Ensure that 'Public Network Access' is 'Disabled' for storage accounts,azure_storage_account_public_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.1,Ensure that 'Enable key rotation reminders' is enabled for each Storage Account,azure_storage_account_key_rotation_reminders_enabled,0,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
10.7,Ensure Public Network Access is Disabled,azure_sql_server_public_network_access_disabled,9,HIGH,1. https://learn.microsoft.com/en-us/security/benchmark/azure/security-controls-v3- network-security#ns-2-secure-cloud-services-with-network-controls 2. https://learn.microsoft.com/en-us/azure/azure-sql/database/connectivity- settings?view=azuresql&tabs=azure-portal#deny-public-network-access
6.10,Ensure that 'Notify users on password resets?' is set to 'Yes',azure_entra_id_password_reset_notifications_enabled,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.3,Ensure that UDP access from the Internet is evaluated and restricted,azure_network_nsg_udp_access_restricted,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.5,Ensure that 'Data encryption' is set to 'On' on a SQL Database,azure_sql_database_data_encryption_enabled,0,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
15.1,Ensure 'Public network access' is set to 'Disabled' on Azure Elastic SAN,azure_elastic_san_public_network_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
2.3.12,Ensure managed identities are configured,azure_function_app_managed_identity_configured,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.1.5,Ensure 'Allow storage account key access' for Azure Storage Accounts is 'Disabled',azure_storage_account_allow_shared_key_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
6.7,Ensure that account 'Lockout duration in seconds' is greater than or equal to '60',azure_entra_account_lockout_duration_verified,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
5.1.4,Ensure 'Use infrastructure encryption for this vault' is enabled on Backup vaults,azure_backup_vault_infrastructure_encryption_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.1.4,Minimize Container Registries to only those approved,azure_aks_container_registry_approved,6,MEDIUM,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
2.3.6,Ensure 'HTTPS Only' is set to 'On',azure_app_service_https_only_enabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
8.1,Ensure that RDP access from the Internet is evaluated and restricted,azure_network_nsg_rdp_access_restricted,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
17.13,Ensure that 'Allow Blob Anonymous Access' is set to 'Disabled',azure_storage_account_blob_anonymous_access_disabled,0,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
20.6,Ensure that Only Approved Extensions Are Installed,azure_vm_extensions_approved_check,8,HIGH,
10.2.1,Ensure that soft delete for blobs on Azure Blob Storage storage accounts is Enabled,azure_storage_blob_soft_delete_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.2.2.1,Ensure Critical Data is Encrypted with Customer Managed Keys (CMK),azure_storage_account_encryption_customer_managed_keys_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
4.1.2,Minimize access to secrets,azure_aks_secrets_access_minimized,0,MEDIUM,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
3.1,Ensure That 'Firewalls & Networks' Is Limited to Use Selected Networks Instead of All Networks,azure_cosmosdb_firewall_selected_networks_configured,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
2.4.9,Ensure 'Remote debugging' is set to 'Off',azure_app_services_remote_debugging_disabled,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
9.1.9.1,Ensure That Microsoft Defender for Resource Manager Is Set To 'On',azure_defender_resource_manager_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.1.2.9,Ensure that Activity Log Alert exists for Create or Update Public IP Address rule,azure_monitor_activity_log_alert_exists,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.1.1,Ensure 'Java version' is currently supported (if in use),azure_app_service_java_version_supported_verified,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
10.3.9,Ensure that 'Allow Blob Anonymous Access' is set to 'Disabled',azure_storage_account_blob_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.14,Ensure deployment slot is integrated with a virtual network,azure_app_service_deployment_slot_vnet_integration_verified,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
8.2,Ensure that SSH access from the Internet is evaluated and restricted,azure_network_nsg_ssh_access_restricted,0,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
7.4,Ensure server parameter 'log_disconnections' is set to 'ON' for PostgreSQL Database Server,azure_postgresql_server_log_disconnections_enabled,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
6.8,Ensure that a 'Custom banned password list' is set to 'Enforce',azure_microsoft_entra_password_banned_list_enforced,0,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.2.3,Ensure default network access rule for storage accounts is set to deny,azure_storage_account_network_access_restrictions_denied,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.3.2,Ensure that 'Vulnerability assessment for machines' component status is set to 'On',azure_defender_vulnerability_assessment_enabled,7,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
4.2.2,Minimize the admission of containers wishing to share the host process ID namespace,azure_aks_hostpid_restrictions_verified,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
9.1.7.3,Ensure That Microsoft Defender for (Managed Instance) Azure SQL Databases Is Set To 'On',azure_sql_managed_instance_defender_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
5.1.1,Ensure soft delete on Backup vaults is Enabled,azure_backup_vault_soft_delete_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
6.22,Ensure that 'Require Multifactor Authentication to register or join devices with Microsoft Entra' is set to 'Yes',azure_entra_device_settings_mfa_enabled,0,LOW,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
5.1.3,Ensure backup data in Backup vaults is encrypted using customer-managed keys (CMK),azure_backup_vault_customer_managed_keys_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
6.25,Ensure that 'Subscription leaving Microsoft Entra tenant' and 'Subscription entering Microsoft Entra tenant' is set to 'Permit no one',azure_subscriptions_policy_permit_no_one_set,5,MEDIUM,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.10,Ensure Azure Resource Manager Delete locks are applied to Azure Storage Accounts,azure_storage_account_delete_lock_verified,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.4.3,Ensure 'Basic Authentication Publishing Credentials' are 'Disabled',azure_function_app_deployment_slots_basic_auth_disabled,8,MEDIUM,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
5.1.3,Minimize cluster access to read-only for Azure Container Registry (ACR),azure_aks_service_account_minimize_acr_access,8,HIGH,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
20.11,Ensure that encryption at host is enabled,azure_vm_encryption_at_host_enabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
9.1.12,Ensure That 'All users with the following roles' is set to 'Owner',azure_security_security_contacts_notifications_configured,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.2.1,Ensure That Microsoft Defender for IoT Hub Is Set To 'On',azure_iot_defender_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.12,Ensure managed identities are configured,azure_app_service_deployment_slot_managed_identity_configured,9,HIGH,
2.1.15,Ensure App Service plan SKU supports private endpoints,azure_app_service_plan_sku_supports_private_endpoints,8,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
5.1.5,Ensure 'Cross Region Restore' is set to 'Enabled' on Backup vaults,azure_dataprotection_backup_vault_cross_region_restore_enabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
7.1.1.9,Ensure that a Microsoft Entra diagnostic setting exists to send Microsoft Entra activity logs to an appropriate destination,azure_entra_diagnostic_setting_logs_verified,9,HIGH,1. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto- configure-diagnostic-settings 2. https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-access- activity-logs?tabs=microsoft-entra-activity-logs%2Carchive-activity-logs-to-a- storage-account
5.2.1,Prefer using dedicated AKS Service Accounts,azure_aks_service_accounts_dedicated_usage_verified,8,HIGH,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
20.1,Ensure Virtual Machines are utilizing Managed Disks,azure_vm_managed_disks_verified,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
5.1.6,Ensure 'Cross Subscription Restore' is set to 'Disabled' or 'Permanently Disabled' on Backup vaults,azure_dataprotection_backup_vault_cross_subscription_restore_disabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
7.1.2.5,Ensure that Activity Log Alert exists for Create or Update Security Solution,azure_monitor_activity_log_alerts_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.1.1,Ensure that 'security defaults' is enabled in Microsoft Entra ID,azure_microsoft_entra_id_security_defaults_enabled,0,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
8.2,Ensure root squash for NFS file shares is configured,azure_storage_share_root_squash_configured,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
7.1.2.11,Ensure that an Activity Log Alert exists for Service Health,azure_monitor_activity_log_alert_service_health_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.4.15,Ensure all traffic is routed through the virtual network,azure_app_service_function_app_vnet_traffic_routed,6,MEDIUM,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
4.1.4,Minimize access to create pods,azure_aks_rbacs_least_privilege_enforced,8,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
2.1.1,Enable audit Logs,azure_aks_diagnostics_audit_logs_enabled,9,HIGH,CIS_AZURE_KUBERNETES_SERVICE_(AKS)_BENCHMARK_V1.5.0_PDF_updated_20250825_190857.json
2.2.9,Ensure end-to-end TLS encryption is enabled,azure_app_service_deployment_slot_end_to_end_tls_encryption_enabled,8,HIGH,
2.2,Ensure that 'Allow access only via SSL' is set to 'Yes',azure_redis_allow_ssl_enabled,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
5.2.6,Ensure 'Cross Region Restore' is set to 'Enabled' on Recovery Services vaults,azure_recovery_services_cross_region_restore_enabled,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
6.2.1,Ensure that 'trusted locations' are defined,azure_encryption_conditional_access_trusted_locations_verified,0,HIGH,"When configuring Named locations, the organization can create locations using Geographical location data or by defining source IP addresses or ranges. Configuring Named locations using a Country location does not provide the organization the ability to mark those locations as trusted, and any Conditional Access policy relying on those Countries location setting will not be able to use the All trusted locations setting within the Conditional Access policy. They instead will have to rely on the Select locations setting. This may add additional resource requirements when configuring and will require thorough organizational testing. In general, Conditional Access policies may completely prevent users from authenticating to Microsoft Entra ID, and thorough testing is recommended. To avoid complete lockout, a 'Break Glass' account with full Global Administrator rights is recommended in the event all other administrators are locked out of authenticating to Microsoft Entra ID. This 'Break Glass' account should be excluded from Conditional Access Policies and should be configured with the longest pass phrase feasible in addition to a FIDO2 security key or certificate kept in a very secure physical location. This account should only be used in the event of an emergency and complete administrator lockout. NOTE: Starting July 2024, Microsoft will begin requiring MFA for All Users - including Break Glass Accounts. By the end of October 2024, this requirement will be enforced. Physical FIDO2 security keys, or a certificate kept on secure removable storage can fulfill this MFA requirement. If opting for a physical device, that device should be kept in a very secure, documented physical location."
8.4,Ensure that HTTP(S) access from the Internet is evaluated and restricted,azure_network_nsg_http_access_restricted,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.2.5,Ensure that multifactor authentication is required for risky sign-ins,azure_entra_conditional_access_mfa_required,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.1.4,Ensure that users and groups are synced from Microsoft Entra ID to Azure Databricks,azure_databricks_scim_provisioning_enabled,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.5,Ensure that 'System Assigned Managed Identity' is set to 'On',azure_redis_system_assigned_identity_enabled,9,HIGH,1. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-managed- identity
6.3,Ensure server parameter 'audit_log_enabled' is set to 'ON' for MySQL Database Server,azure_mysql_audit_logs_enabled,8,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
17.2.3,Ensure Default Network Access Rule for Storage Accounts is Set to Deny,azure_storage_account_default_network_access_rule_set_to_deny,8,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
10.3.8,Ensure 'Cross Tenant Replication' is not enabled,azure_storage_account_cross_tenant_replication_disabled,0,HIGH,1. https://learn.microsoft.com/en-us/azure/storage/blobs/object-replication-prevent- cross-tenant-policies?tabs=portal
4.5.1,Prefer using secrets as files over secrets as environment variables,azure_aks_secrets_preference_verified,0,MEDIUM,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
2.9,Ensure App Service Environment has TLS 1.0 and 1.1 disabled,azure_app_service_environment_tls_disabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.3.8,Ensure end-to-end TLS encryption is enabled,azure_function_app_end_to_end_tls_encryption_enabled,4,MEDIUM,
2.1.8,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,azure_app_service_minimum_tls_version_verified,0,HIGH,
5.4.2,Ensure clusters are created with Private Endpoint Enabled and Public Access Disabled,azure_aks_private_endpoint_enabled_public_access_disabled,9,HIGH,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json
10.1,Ensure that 'Auditing' is set to 'On',azure_sql_server_auditing_enabled,8,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
5.2.7,Ensure 'Cross Subscription Restore' is set to 'Disabled' or 'Permanently Disabled' on Recovery Services vaults,azure_backup_recovery_services_vault_cross_subscription_restore_disabled,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
9.1.13,Ensure 'Additional email addresses' is Configured with a Security Contact Email,azure_security_security_contact_email_addresses_configured,7,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
3.3,Use Entra ID Client Authentication and Azure RBAC where possible.,azure_cosmosdb_client_authentication_enforced,9,HIGH,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json
9.3.8,Ensure that Private Endpoints are Used for Azure Key Vault,azure_keyvault_private_endpoint_verified,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
10.3.1.3,Ensure 'Allow storage account key access' for Azure Storage Accounts is 'Disabled',azure_storage_account_shared_key_access_disabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.2.2.1,Ensure Private Endpoints are used to access {service},azure_network_private_endpoint_usage_verified,8,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
9.1.7.2,Ensure That Microsoft Defender for Open-Source Relational Databases Is Set To 'On',azure_security_open_source_defender_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
2.3.5,Ensure 'HTTP version' is set to '2.0' (if in use),azure_functionapp_http_version_set_to_,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
15.2,Ensure Batch pools disk encryption is set enabled,azure_batch_pool_disk_encryption_enabled,0,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.14,Ensure Azure Resource Manager Delete locks are applied to Azure Storage Accounts,azure_storage_account_delete_lock_configured,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
9.1.3.5,Ensure that 'File Integrity Monitoring' component status is set to 'On',azure_defender_for_cloud_file_integrity_monitoring_status_verified,7,MEDIUM,1. https://learn.microsoft.com/en-us/azure/defender-for-cloud/file-integrity- monitoring-overview 2. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-incident- response#ir-2-preparation---setup-incident-notification 3. https://learn.microsoft.com/en-us/azure/defender-for-cloud/file-integrity- monitoring-enable-defender-endpoint
10.3.4,Ensure that 'Secure transfer required' is set to 'Enabled',azure_storage_account_https_only_enabled,9,HIGH,
15.1,Ensure Batch account is set to use customer-managed keys to encrypt data,azure_batch_account_customer_managed_keys_enabled,9,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
2.1,Ensure 'Microsoft Entra Authentication' is 'Enabled',azure_redis_authentication_enabled,9,HIGH,1. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management 2. https://learn.microsoft.com/en-us/azure/azure-cache-for-redis/cache-azure- active-directory-for-authentication
17.10, 'Write',azure_storage_table_logging_enabled,8,HIGH,"Being a level 2, enabling this setting can have a high impact on the cost of data storage used for logging more data per each request. Do not enable this without determining your need for this level of logging or forget to check in on data usage and projected cost."
15.4,Ensure Private endpoints are considered for Batch accounts,azure_batch_private_endpoint_configured,0,MEDIUM,
2.4.8,Ensure end-to-end TLS encryption is enabled,azure_functionapp_end_to_end_tls_encryption_enabled,8,HIGH,
2.1.2,Ensure 'Python version' is currently supported (if in use),azure_app_service_python_version_supported,0,HIGH,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json
17.11,Ensure the 'Minimum TLS version' for storage accounts is set to 'Version 1.2',azure_storage_account_minimum_tls_version_configured,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
10.1,Ensure 'Encryption key source' is set to 'Customer Managed Key' for Azure NetApp Files accounts,azure_netappfiles_encryption_key_source_verified,9,HIGH,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
3.1.8,Ensure that data at rest and in transit is encrypted in Azure Databricks using customer managed keys (CMK),azure_databricks_encryption_customer_managed_keys_enabled,9,HIGH,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json
6.24,Ensure that a custom role is assigned permissions for administering resource locks,azure_role_custom_role_verified_permissions,8,HIGH,1. https://docs.microsoft.com/en-us/azure/role-based-access-control/custom-roles 2. https://docs.microsoft.com/en-us/azure/role-based-access-control/check-access 3. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-1-separate-and-limit-highly-privilegedadministrative-users 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-7-follow-just-enough-administration-least-privilege-principle 5. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-privileged- access#pa-3-manage-lifecycle-of-identities-and-entitlements 6. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-2-define-and-implement-enterprise-segmentationseparation-of- duties-strategy 7. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-governance- strategy#gs-6-define-and-implement-identity-and-privileged-access-strategy
